hgnc_id	hugo	chrom	accession	entrez	ensembl	refseq	uniprot
27564	CCDC57	17q25.3	BC040264	284001	ENSG00000176155	NM_198082	Q2TAC2
31136	CCDC58	3q21.1	AK090592	131076	ENSG00000160124	NM_001017928	Q4VC31
32457	CCDC58P1	18p11.22	AP001180	645859	ENSG00000264311	NG_009486	
45025	CCDC58P2	10q11.23		100287708	ENSG00000236944	NG_029973	
45026	CCDC58P3	18p11.21		732448	ENSG00000267076	NG_030064	
45027	CCDC58P4	3p22.1					
45028	CCDC58P5	11q13.4		100420588	ENSG00000256681	NG_024383	
25005	CCDC59	12q21.31	AF213377	29080		NM_014167	Q9P031
28610	CCDC60	12q24.23	BC040553	160777	ENSG00000183273	NM_178499	Q8IWA6
33629	CCDC61	19q13.32		729440	ENSG00000104983	NM_001080402	Q9Y6R9
30723	CCDC62	12q24.31		84660	ENSG00000130783	NM_032573	Q6P9F0
26669	CCDC63	12q24.11	AK093162	160762	ENSG00000173093	NM_152591	Q8NA47
29937	CCDC65	12q13.12		85478	ENSG00000139537	NM_033124	Q8IXS2
27709	CCDC66	3p14.3	AL832692	285331	ENSG00000180376	NM_001012506	A2RUB6
24350	CCDC68	18q21.2		80323	ENSG00000166510	NM_025214	Q9H2F9
24487	CCDC69	5q33.1		26112	ENSG00000198624	NM_015621	A6NI79
25303	CCDC70	13q14.3		83446	ENSG00000123171	NM_031290	Q6NSX1
25760	CCDC71	3p21.31	AK022862	64925	ENSG00000177352	NM_022903	Q8IV32
26685	CCDC71L	7q22.3		168455	ENSG00000253276	NM_175884	Q8N9Z2
23261	CCDC73	11p13	AK128159	493860	ENSG00000186714	NM_001008391	Q6ZRK6
25197	CCDC74A	2q21.1		90557	ENSG00000163040	NM_138770	Q96AQ1
25267	CCDC74B	2q21.1		91409	ENSG00000152076	NM_207310	Q96LY2
51917	CCDC74BP1	22q11.21		100996538	ENSG00000250261		
42659	CCDC75P1	3p13		344709	ENSG00000182921	NG_022207	
28203	CCDC77	12p13.33	AK027638	84318	ENSG00000120647	NM_032358	Q9BR77
14153	CCDC78	16p13.3	BC042110	124093	ENSG00000162004	NM_173476	A2IDD5
30649	CCDC80	3q13.2	AY333429	151887	ENSG00000091986	NM_199511	Q76M96
26281	CCDC81	11q14.2	AK131331	60494	ENSG00000149201	NM_021827	Q6ZN84
26282	CCDC82	11q21	AF245436	79780	ENSG00000149231	NM_024725	Q8N4S0
28535	CCDC83	11q14.1-q14.2	AK124113	220047	ENSG00000150676	NM_173556	Q8IWF9
30460	CCDC84	11q23.3	AB094093	338657	ENSG00000186166	NM_198489	Q86UT8
29400	CCDC85A	2p16.1	AB067499	114800	ENSG00000055813		Q96PX6
24926	CCDC85B	11q13.1	BC008796	11007		NM_006848	Q15834
35459	CCDC85C	14q32.2		317762	ENSG00000205476	NM_001144995	A6NKD9
28359	CCDC86	11q12.2	AK025974	79080	ENSG00000110104	NM_024098	Q9H6F5
25579	CCDC87	11q13.2	BC034469	55231	ENSG00000182791	NM_018219	Q9NVE4
25523	CCDC88A	2p16.1	AB033038, AF112218	55704	ENSG00000115355	NM_017571	Q3V6T2
26757	CCDC88B	11q13.1	AK090436	283234	ENSG00000168071	NM_032251	A6NC98
19967	CCDC88C	14q32.11-q32.12		440193	ENSG00000015133	XM_029353	Q9P219
26762	CCDC89	11q14.1	AK095478	220388	ENSG00000179071	NM_152723	Q8N998
28108	CCDC90B	11q14.1	BC048795	60492	ENSG00000137500	NM_021825	Q9GZT6
24855	CCDC91	12p11.22	AK093152	55297		NM_018318	Q7Z6B0
29563	CCDC92	12q24.31	AK026124	80212	ENSG00000119242	NM_025140	Q53HC0
52279	CCDC92B	17p13.3		101928991	ENSG00000261963		
25611	CCDC93	2q14.1	BC028609	54520	ENSG00000125633	NM_019044	Q567U6
26900	CCDC96	4p16.1	AK075056	257236	ENSG00000173013	NM_153376	Q2M329
28289	CCDC97	19q13.2	BC011577	90324		NM_052848	Q96F63
28097	CCDC102A	16q21	BC008285	92922	ENSG00000135736	NM_033212	Q96A19
26295	CCDC102B	18q22.1	AK027247	79839	ENSG00000150636	NM_024781	Q68D86
32700	CCDC103	17q21.31	AK023156	388389	ENSG00000167131	NM_213607	Q8IW40
26866	CCDC105	19p13.12	AK097684	126402		NM_173482	Q8IYK2
30181	CCDC106	19q13.42	AF054984	29903	ENSG00000173581	NM_013301	Q9BWC9
28465	CCDC107	9p13.3	AK075523	203260	ENSG00000159884	NM_174923	Q8WV48
28504	CCDC110	4q35.1	AB080722	256309	ENSG00000168491	NM_152775	Q8TBZ0
28599	CCDC112	5q22.3	BC031242	153733	ENSG00000164221	NM_152549	Q8NEF3
25002	CCDC113	16q21	AL136785	29070	ENSG00000103021	NM_014157	Q9H0I3
26560	CCDC114	19q13.33	BC025752	93233	ENSG00000105479	NM_144577	Q96M63
28178	CCDC115	2q21.1	AK054693	84317	ENSG00000136710	NM_032357	Q96NT0
26688	CCDC116	22q11.21	BC033499	164592	ENSG00000161180	NM_152612	Q8IYX3
26599	CCDC117	22q12.1	AK091133	150275	ENSG00000159873	NM_173510	Q8IWD4
28910	CCDC120	Xp11.23	BC008769	90060	ENSG00000147144	NM_033626	Q96HB5
25833	CCDC121	2p23.3	AK125354	79635	ENSG00000176714	NM_024584	Q6ZUS5
26478	CCDC122	13q14.11	AK056408	160857	ENSG00000151773	NM_144974	Q5T0U0
25171	CCDC124	19p13.11	BC013949	115098	ENSG00000007080	NM_138442	Q96CT7
28924	CCDC125	5q13.2	AB024691	202243	ENSG00000183323	NM_176816	Q86Z20
22398	CCDC126	7p15.3	BC012427	90693	ENSG00000169193	NM_138771	Q96EE4
30520	CCDC127	5p15.33	AK098567	133957	ENSG00000164366	NM_145265	Q96BQ5
27363	CCDC129	7p14.3	AK128026	223075	ENSG00000180347	NM_194300	Q6ZRS4
28118	CCDC130	19p13.13	AF250306	81576		NM_030818	P13994
26185	CCDC134	22q13.2	AL021453	79879	ENSG00000100147	NM_024821	Q9H6E4
22225	CCDC136	7q32.1		64753	ENSG00000128596	NM_022742	Q96JN2
33451	CCDC137	17q25.3	BC009369	339230	ENSG00000185298		Q6PK04
33459	CCDC137P	3p13		642802			
26531	CCDC138	2q13	AK057307	165055	ENSG00000163006	NM_144978	Q96M89
26514	CCDC140	2q36.1	AK057009	151278	ENSG00000163081	NM_153038	Q96MF4
26821	CCDC141	2q31.2	AK096821	285025	ENSG00000163492	NM_173648	Q6ZP82
25889	CCDC142	2p13.1	AK075543	84865	ENSG00000135637	NM_032779	Q17RM4
29072	CCDC144A	17p11.2	BC133019	9720	ENSG00000170160		A2RUR9
26704	CCDC144B	17p11.2	AK093811	284047	ENSG00000154874	NM_182568	Q3MJ40
29073	CCDC144CP	17p11.2		348254	ENSG00000154898	NR_023380	Q8IYA2
33735	CCDC144NL	17p11.2		339184	ENSG00000205212	NM_001004306	Q6NUI1
51340	CCDC144NL-AS1	17p11.2	AK057473	440416	ENSG00000233098	NR_104185	
29296	CCDC146	7q11.23	BC029458	57639	ENSG00000135205	NM_020879	Q8IYE0
25191	CCDC148	2q24.1		130940	ENSG00000153237	NM_138803	Q8NFR7
44134	CCDC148-AS1	2q24.1	BC021739	554201	ENSG00000227480	NR_038850	
25405	CCDC149	4p15.2		91050	ENSG00000181982	NM_173463	Q6ZUS6
26834	CCDC150	2q33.1		284992	ENSG00000144395	NM_001080539	Q8NCX0
50280	CCDC150P1	12q24.31		100420678	ENSG00000256304		
28303	CCDC151	19p13.2		115948	ENSG00000198003	NM_145045	A5D8V7
34438	CCDC152	5p12		100129792	ENSG00000198865	NM_001134848	Q4G0S7
27446	CCDC153	11q23.3		283152	ENSG00000248712	NM_001033658	Q494R4
34454	CCDC154	16p13.3		645811	ENSG00000197599	NM_001143980	A6NI56
26520	CCDC155	19q13.33		147872	ENSG00000161609	NM_144688	Q8N6L0
33854	CCDC157	22q12.2	BC018040	550631	ENSG00000187860	NM_001017437	Q569K6
26374	CCDC158	4q21.1	BC035224	339965	ENSG00000163749	NM_001042784	Q5M9N0
26996	CCDC159	19p13.2	BC038439	126075	ENSG00000183401	NM_001080503	P0C7I6
37286	CCDC160	Xq26.2	BC017958	347475	ENSG00000203952	NM_001101357	A6NGH7
21565	CCDC162P	6q21		221262	ENSG00000203799	NR_028595	A2VCL2
27003	CCDC163	1p34.1	BC047421	126661	ENSG00000280670	NM_001102601	
41910	CCDC166	8q24.3		100130274	ENSG00000255181	NM_001162914	P0CW27
21239	CCDC167	6p21.2		154467	ENSG00000198937	NM_138493	Q9P0B6
26851	CCDC168	13q33.1		643677	ENSG00000175820	NM_001146197	Q8NDH2
34361	CCDC169	13q13.3		728591	ENSG00000242715	NM_001144981	A6NNP5
38866	CCDC169-SOHLH2	13q13.3		100526761	ENSG00000250709	NM_001198910.1	
21177	CCDC170	6q25.1	AK026958	80129	ENSG00000120262	NM_025059	Q8IYT3
29828	CCDC171	9p22.3	AY422473	203238	ENSG00000164989	NM_173550	Q6TFL3
30524	CCDC172	10q25.3	BC044830	374355	ENSG00000182645	NM_198515	P0C7W6
25064	CCDC173	2q31.1	BC015980, BC117445	129881	ENSG00000154479	NM_001085447	Q0VFZ6
28033	CCDC174	3p25.1	AF151046	51244	ENSG00000154781	NM_016474	Q6PII3
19847	CCDC175	14q23.1		729665	ENSG00000151838	NM_001164399	P0C221
23243	CCDC177	14q24.1	AF284217	56936	ENSG00000267909	NM_001271507	Q9NQR7
29588	CCDC178	18q12.1	AK126038	374864	ENSG00000166960	NM_198995	Q5BJE1
44653	CCDC179	11p14.3		100500938	ENSG00000255359	NM_001195637	H3BU77
29303	CCDC180	9q22.33	AK123391	100499483	ENSG00000197816	NM_020893	Q9P1Z9
28051	CCDC181	1q24.2	AL049687	57821	ENSG00000117477	NM_021179	Q5TID7
49392	CCDC182	17q22		101927581	ENSG00000166329		A6NF36
28236	CCDC183	9q34.3	AB075864	84960	ENSG00000213213	NM_032874	Q5T5S1
44105	CCDC183-AS1	9q34.3	AK055547	100131193	ENSG00000228544	NR_024580	
33749	CCDC184	12q13.11		387856	ENSG00000177875	NM_001013635	Q52MB2
26654	CCDC185	1q41	AK093047	164127	ENSG00000178395	NM_152610	Q8N715
24349	CCDC186	10q25.3	AL834368	55088	ENSG00000165813	NM_018017	Q7Z3E2
30942	CCDC187	9q34.3		399693	ENSG00000260220		A0A096LP49
51899	CCDC188	22q11.21		388849	ENSG00000234409		H7C350
28078	CCDC189	16p11.2	BC042548	90835	ENSG00000196118	NM_001014979	A1A4V9
28736	CCDC190	1q23.3	BC040018	339512	ENSG00000185860	NM_178550	Q86UF4
29272	CCDC191	3q13.31	AF509494	57577	ENSG00000163617	NM_020817	Q8NCU4
49566	CCDC192	5q23.2-q23.3	AB072738	728586	ENSG00000230561		P0DO97
53438	CCDC194	19p13.11			ENSG00000269720		A0A1B0GVG4
53441	CCDC195	2q36.2			ENSG00000283428		A0A1B0GUA6
20100	CCDC196	14q23.3		440184	ENSG00000196553	NM_001351576	A0A1B0GTZ2
19860	CCDC197	14q32.12	BI463117	256369	ENSG00000175699	NM_001351596	Q8NCU1
20189	CCDC198	14q22.3	AK001512	55195	ENSG00000100557	NM_018168	Q9NVL8
51693	CCEPR	10q21.1		105682749		NR_131782	
28373	CCER1	12q21.33	BC024183	196477	ENSG00000197651	NM_152638	Q8TC90
44662	CCER2	19q13.2		643669	ENSG00000262484	NM_001243212	I3L3R5
13930	CCHCR1	6p21.33	AF216493	54535	ENSG00000204536	NM_019052	Q8TD31
1568	CCIN	9p13.3	Z46967	881	ENSG00000185972	NM_005893	Q13939
1569	CCK	3p22.1		885	ENSG00000187094	NM_000729	P06307
1570	CCKAR	4p15.2	L19315	886	ENSG00000163394		P32238
1571	CCKBR	11p15.4	D13305	887	ENSG00000110148	NM_176875	P32239
10609	CCL1	17q12	M57506	6346	ENSG00000108702	NM_002981	P22362
10618	CCL2	17q12	BC009716	6347	ENSG00000108691	NM_002982	P13500
10627	CCL3	17q12	M23178	6348	ENSG00000277632	NM_002983	P10147
10628	CCL3L1	17q12 alternate reference locus	X52149	6349	ENSG00000277796	NM_021006	P16619
30554	CCL3L3	17q12	BC007783	414062	ENSG00000276085	NM_001001437	P16619
10629	CCL3P1	17q12 alternate reference locus	D12592	390788		NG_004113	
10630	CCL4	17q12	M23502	6351	ENSG00000275302	NM_002984	P13236
10631	CCL4L1	17q12 alternate reference locus	X53682	388372		NM_001001435	Q8NHW4
24066	CCL4L2	17q12		9560	ENSG00000276070	NM_207007	Q8NHW4
10632	CCL5	17q12	AF043341	6352	ENSG00000271503	NM_002985	P13501
10634	CCL7	17q12	AF043338	6354	ENSG00000108688	NM_006273	P80098
10635	CCL8	17q12	X99886	6355	ENSG00000108700	NM_005623	P80075
10610	CCL11	17q12	AB063614	6356	ENSG00000172156	NM_002986	P51671
10611	CCL13	17q12	AJ001634	6357	ENSG00000181374	NM_005408	Q99616
10612	CCL14	17q12	Z49270	6358	ENSG00000276409	NM_032962	Q16627
10613	CCL15	17q12	AF031587	6359	ENSG00000275718	NM_004167	Q16663
44436	CCL15-CCL14	17q12		348249	ENSG00000275688		
10614	CCL16	17q12	AB007454	6360	ENSG00000275152	NM_004590	O15467
10615	CCL17	16q21	D43767	6361	ENSG00000102970	NM_002987	Q92583
10616	CCL18	17q12	Y13710	6362	ENSG00000275385	NM_002988	P55774
10617	CCL19	9p13.3	AB000887	6363	ENSG00000172724	NM_006274	Q99731
10619	CCL20	2q36.3	D86955	6364	ENSG00000115009	NM_004591	P78556
10620	CCL21	9p13.3	AB002409	6366	ENSG00000137077	NM_002989	O00585
10621	CCL22	16q21	U83171	6367	ENSG00000102962	NM_002990	O00626
10622	CCL23	17q12	U58913	6368	ENSG00000274736	NM_005064, NM_145898	P55773
10623	CCL24	7q11.23	U85768	6369	ENSG00000106178	NM_002991	O00175
10624	CCL25	19p13.2	U86358	6370	ENSG00000131142	NM_005624	O15444
10625	CCL26	7q11.23	AF124601	10344	ENSG00000006606	NM_006072	Q9Y258
10626	CCL27	9p13.3	AJ243542	10850	ENSG00000213927	NM_006664	Q9Y4X3
17700	CCL28	5p12	AF110384	56477	ENSG00000151882	NM_148672	Q9NRJ3
21708	CCM2	7p13	BC004903	83605	ENSG00000136280	NM_031443	Q9BSQ5
16153	CCM2L	20q11.21	AL031658	140706	ENSG00000101331	NM_080625	Q9NUG4
1577	CCNA1	13q13.3	U66838	8900	ENSG00000133101	NM_003914	P78396
1578	CCNA2	4q27		890	ENSG00000145386	NM_001237	P20248
1579	CCNB1	5q13.2	U22364	891	ENSG00000134057	NM_031966	P14635
19437	CCNB1IP1	14q11.2	AF216381	57820	ENSG00000100814	NM_021178, NM_182849, NM_182851, NM_182852	Q9NPC3
37693	CCNB1IP1P1	1p34.1		728887	ENSG00000229815		
37694	CCNB1IP1P2	20q13.12		100505892	ENSG00000230860	NG_029632	
37695	CCNB1IP1P3	Xq21.33		100128456	ENSG00000231001	NG_016614	
1580	CCNB2	15q22.2	AF002822	9133	ENSG00000157456	NM_004701	O95067
50850	CCNB2P1	7p21.3		100132073	ENSG00000214998		
18709	CCNB3	Xp11.22	AJ314764	85417	ENSG00000147082		Q8WWL7
50851	CCNB3P1	5p14.1		100131678	ENSG00000249616		
1581	CCNC	6q16.2		892	ENSG00000112237	NM_005190	P24863
1582	CCND1	11q13.3	Z23022	595	ENSG00000110092	NM_053056	P24385
1583	CCND2	12p13.32	AF518005	894	ENSG00000118971	NM_001759	P30279
49398	CCND2-AS1	12p13.32	BG413373	103752584	ENSG00000256164		
1584	CCND2P1	11q12.3	M91003	895	ENSG00000256847	NG_001092	
1585	CCND3	6p21.1		896	ENSG00000112576	NM_001760	P30281
1586	CCND3P1	10p11.23	M90815	897	ENSG00000224473	NG_001093	
50852	CCND3P2	18q23			ENSG00000265836		
1587	CCNDBP1	15q15.2	AF082569	23582	ENSG00000166946	NM_012142	O95273
1589	CCNE1	19q12	M73812	898	ENSG00000105173	NM_001238	P24864
1590	CCNE2	8q22.1	AF091433	9134	ENSG00000175305	NM_057749, NM_004702	O96020
1591	CCNF	16p13.3	Z36714	899	ENSG00000162063	NM_001761	P41002
1592	CCNG1	5q34	D78341	900	ENSG00000113328	NM_004060	P51959
39177	CCNG1P1	6q23.2		100130820	ENSG00000218991	NG_022372	
1593	CCNG2	4q21.1	BC032518	901	ENSG00000138764	NM_004354	Q16589
50853	CCNG2P1	12q21.1		100128681	ENSG00000258112		
1594	CCNH	5q14.3	U12685	902	ENSG00000134480	NM_001239	P51946
50854	CCNHP1	4q34.3		100128118	ENSG00000251433		
1595	CCNI	4q21.1	D50310	10983	ENSG00000118816	NM_006835	Q14094
33869	CCNI2	5q31.1	BC132837	645121	ENSG00000205089	NM_001039780	Q6ZMN8
23434	CCNJ	10q24.1	AK001757	54619	ENSG00000107443	NM_019084	Q5T5M9
25876	CCNJL	5q33.3	BC013353	79616	ENSG00000135083	NM_024565	Q8IV13
22512	CCNJP1	7p11.2		100128459	ENSG00000227491		
37997	CCNJP2	1p22.1		100418724	ENSG00000223896	NG_022793	
1596	CCNK	14q32.2	AF060515	8812	ENSG00000090061		O75909
20569	CCNL1	3q25.31	AF180920	57018	ENSG00000163660	NM_020307	Q9UK58
20570	CCNL2	1p36.33	AF251294	81669	ENSG00000221978	NM_030937	Q96S94
50855	CCNL2P1	4p13		100418743	ENSG00000248283		
18576	CCNO	5q11.2	M87499	10309	ENSG00000152669	NM_021147	P22674
28434	CCNQ	Xq28	BC032121	92002	ENSG00000262919	NM_152274	Q8N1B3
27373	CCNQP1	1q32.1		339521	ENSG00000233827	NG_033015	P0C7Q3
38436	CCNQP2	Yq12		100421487	ENSG00000231514		
42022	CCNQP3	13q12.11			ENSG00000231184		
1599	CCNT1	12q13.11-q13.12	AF048730	904	ENSG00000129315	NM_001240	O60563
1600	CCNT2	2q21.3	AF048731	905	ENSG00000082258	NM_058241	O60583
40130	CCNT2-AS1	2q21.3		100129961	ENSG00000224043		
39178	CCNT2P1	1p13.3		100418763	ENSG00000225672	NG_026970	
23354	CCNY	10p11.21	AF413522, AY504868	219771	ENSG00000108100	NM_181698	Q8ND76
26868	CCNYL1	2q33.3	AK095479	151195	ENSG00000163249	NM_152523	Q8N7R7
23495	CCNYL2	10q11.21	BC039000	414194	ENSG00000182632	XM_936368	Q5T2Q4
33206	CCNYL3	16p11.2		102724928	ENSG00000216671		P0C7X3
24342	CCP110	16p12.3	AB007879	9738	ENSG00000103540	NM_014711	O43303
24227	CCPG1	15q21.3	AF212228	9236	ENSG00000260916	NM_004748	Q9ULG6
1602	CCR1	3p21.31		1230	ENSG00000163823	NM_001295	P32246
1603	CCR2	3p21.31		729230	ENSG00000121807	NM_000647	P41597
1604	CCR3	3p21.31	AF247361	1232	ENSG00000183625		P51677
1605	CCR4	3p22.3	X85740	1233	ENSG00000183813		P51679
1606	CCR5	3p21.31		1234	ENSG00000160791	NM_000579	P51681
1607	CCR6	6q27	U68030	1235	ENSG00000112486		P51684
1608	CCR7	17q21.2		1236	ENSG00000126353		P32248
1609	CCR8	3p22.1	D49919	1237	ENSG00000179934	NM_005201	P51685
1610	CCR9	3p21.31	AJ132337	10803	ENSG00000173585		P51686
4474	CCR10	17q21.2	AF215981	2826	ENSG00000184451	NM_016602	P46092
39812	CCR12P	13q32.3		100133168	ENSG00000238241		
21142	CCRL1P1	6q24.1		285737	ENSG00000225415	XM_208346	
1612	CCRL2	3p21.31	AF014958	9034	ENSG00000121797		O00421
1613	CCS	11q13.2	AF002210	9973	ENSG00000173992	NM_005125	O14618
29578	CCSAP	1q42.13	BC071609	126731	ENSG00000154429	NM_145257	Q6IQ19
29349	CCSER1	4q22.1		401145	ENSG00000184305	NM_001145065	Q9C0I3
29197	CCSER2	10q23.1		54462	ENSG00000107771	NM_018999	Q9H7U1
1614	CCT	X					
1615	CCT2	12q15	AF026293	10576	ENSG00000166226	NM_006431	P78371
1616	CCT3	1q22	BC008019	7203	ENSG00000163468	NM_005998	P49368
35129	CCT3P1	8p22		646440		NG_022409	
1617	CCT4	2p15		10575	ENSG00000115484		P50991
35151	CCT4P1	7q34		650172	ENSG00000242703		
35141	CCT4P2	Xq11.2		100131638	ENSG00000225569		
1618	CCT5	5p15.2	D43950	22948	ENSG00000150753		P48643
35135	CCT5P1	5q22.3		402226	ENSG00000250444		
35139	CCT5P2	13q31.1		390415	ENSG00000230584		
1620	CCT6A	7p11.2	M94083	908	ENSG00000146731	NM_001762	P40227
1621	CCT6B	17q12	D78333	10693	ENSG00000132141	NM_006584	Q92526
33094	CCT6P1	7q11.21	BC052238, BC073761	643253	ENSG00000228409	NR_003110	
35150	CCT6P2	5p15.2		391739	ENSG00000250526		
35137	CCT6P3	7q11.21		643180	ENSG00000234585		
35148	CCT6P4	3q28		100130481	ENSG00000232610		
38608	CCT6P5	11q22.3		100463286		NG_023057	
1622	CCT7	2p13.2	AF026292	10574	ENSG00000135624		Q99832
35149	CCT7P1	6q25.1		442267	ENSG00000217733		
35134	CCT7P2	5q14.3		100288772	ENSG00000249958	NG_008698	
1623	CCT8	21q21.3	Z37163	10694	ENSG00000156261		P50990
32153	CCT8L1P	7q36.1		155100	ENSG00000020219		A6NM43
15553	CCT8L2	22q11.1	AP003553	150160	ENSG00000198445		Q96SF2
35144	CCT8P1	1q21.1		644131	ENSG00000226015	NG_016732	
1624	CCV	1pter-p36.13					
21691	CCZ1	7p22.1	AF151801	51622	ENSG00000122674	NM_015622	P86791
21717	CCZ1B	7p22.1	BC010130	221960	ENSG00000146574	NM_198097	P86790
1634	CD1A	1q23.1	M28825	909	ENSG00000158477	NM_001763	P06126
1635	CD1B	1q23.1	M28826	910	ENSG00000158485	NM_001764	P29016
1636	CD1C	1q23.1	M28827	911	ENSG00000158481	NM_001765	P29017
1637	CD1D	1q23.1	BC027926	912	ENSG00000158473	NM_001766	P15813
1638	CD1E	1q23.1	AJ289111	913	ENSG00000158488	NM_030893	P15812
1639	CD2	1p13.1	BC033583	914	ENSG00000116824	NM_001767	P06729
14258	CD2AP	6p12.3	AF146277	23607	ENSG00000198087		Q9Y5K6
1656	CD2BP2	16p11.2	AF104222	10421	ENSG00000169217	NM_006110	O95400
1673	CD3D	11q23.3	X01451	915	ENSG00000167286	NM_000732	P04234
1674	CD3E	11q23.3	X03884	916	ENSG00000198851	NM_000733	P07766
24219	CD3EAP	19q13.32	U86751	10849	ENSG00000117877	NM_012099	O15446
1675	CD3G	11q23.3	X60491	917	ENSG00000160654	NM_000073	P09693
1678	CD4	12p13.31	M35160	920	ENSG00000010610	NM_000616	P01730
1685	CD5	11q12.2	X04391	921	ENSG00000110448	NM_014207	P06127
1690	CD5L	1q23.1	U82812	922	ENSG00000073754	NM_005894	O43866
1691	CD6	11q12.2		923	ENSG00000013725	NM_006725	P30203
1695	CD7	17q25.3	X06180	924	ENSG00000173762	NM_006137	P09564
1706	CD8A	2p11.2		925	ENSG00000153563	NM_001768	P01732
1707	CD8B	2p11.2		926	ENSG00000172116	NM_172099	P10966
1708	CD8B2	2q12.2		927	ENSG00000254126	NM_001349727	A6NJW9
1709	CD9	12p13.31	M38690	928	ENSG00000010278		P21926
1628	CD14	5q31.3		929	ENSG00000170458	NM_000591	P08571
1633	CD19	16p11.2		930	ENSG00000177455		P15391
1643	CD22	19q13.12	X52785	933	ENSG00000012124	NM_001771	P20273
1645	CD24	6q21		100133941	ENSG00000272398	NM_013230	P25063
1646	CD24P1	1p36.21		935	ENSG00000236500	NG_009856	
1647	CD24P2	15q21.3		936	ENSG00000261333	NG_009857	
1648	CD24P3	20q11.21		937		NG_032176	
1649	CD24P4	Yq11.222		938	ENSG00000185275	NG_006012	
11922	CD27	12p13.31	M63928	939	ENSG00000139193		P26842
43896	CD27-AS1	12p13.31	AK056500	678655	ENSG00000215039	NR_015382	
1653	CD28	2q33.2	J02988	940	ENSG00000178562	NM_006139	P10747
1659	CD33	19q13.41	M23197	945	ENSG00000105383	NM_001772	P20138
1662	CD34	1q32.2	M81104	947	ENSG00000174059	NM_001773	P28906
1663	CD36	7q21.11	Z32770	948	ENSG00000135218	NM_001001547	P16671
1666	CD37	19q13.33		951	ENSG00000104894		P11049
1667	CD38	4p15.32	D84276	952	ENSG00000004468	NM_001775	P28907
11919	CD40	20q13.12	X60592	958	ENSG00000101017	NM_001250	P25942
11935	CD40LG	Xq26.3	X67878	959	ENSG00000102245	NM_000074	P29965
1681	CD44	11p13	M59040	960	ENSG00000026508	NM_000610	P16070
40133	CD44-AS1	11p13			ENSG00000255443		
6953	CD46	1q32.2	BC030594	4179	ENSG00000117335	NM_172361	P15529
6959	CD46P1	1q32.2	M73721	4182	ENSG00000244703		
1682	CD47	3q13.12		961	ENSG00000196776	NM_001777	Q08722
1683	CD48	1q23.3	BC016182	962	ENSG00000117091	NM_001778	P09326
1804	CD52	1p36.11		1043	ENSG00000169442	NM_001803	P31358
1686	CD53	1p13.3	BC040693	963	ENSG00000143119	NM_000560	P19397
2665	CD55	1q32.2	BC001288	1604	ENSG00000196352	NM_000574	P08174
1688	CD58	1p13.1	BC005930	965	ENSG00000116815	NM_001779	P19256
1689	CD59	11p13		966	ENSG00000085063	NM_203329	P13987
1692	CD63	12q13.2	M58485	967	ENSG00000135404		P08962
1693	CD68	17p13.1	S57235	968	ENSG00000129226	NM_001251	P34810
1694	CD69	12p13.31	Z22576	969	ENSG00000110848		Q07108
11937	CD70	19p13.3	L08096	970			P32970
1696	CD72	9p13.3		971	ENSG00000137101	NM_001782	P21854
1697	CD74	5q33.1		972	ENSG00000019582	NM_004355	P04233
1698	CD79A	19q13.2	M80462	973	ENSG00000105369		P11912
1699	CD79B	17q23.3	L27587	974	ENSG00000007312		P40259
1700	CD80	3q13.33		941	ENSG00000121594	NM_005191	P33681
1701	CD81	11p15.5		975	ENSG00000110651	NM_004356	P60033
49384	CD81-AS1	11p15.5	BC042822	101927682	ENSG00000238184		
6210	CD82	11p11.2	U20770	3732	ENSG00000085117	NM_002231	P27701
1703	CD83	6p23	Z11697	9308	ENSG00000112149		Q01151
13946	CD83P1	6p22.1		100128240	ENSG00000219738		
1704	CD84	1q23.3	AF054816	8832	ENSG00000066294	NM_003874	Q9UIB8
1705	CD86	3q13.33		942	ENSG00000114013	NM_006889	P42081
15855	CD93	20p11.21	U94333	22918	ENSG00000125810	NM_012072	Q9NPY3
16892	CD96	3q13.13-q13.2	M88282	10225	ENSG00000153283		P40200
7082	CD99	Xp22.32 and Yp11.3	M16279	4267	ENSG00000002586	NM_001122898	P14209
18237	CD99L2	Xq28	BC030536	83692	ENSG00000102181	NM_031462	Q8TCZ2
7083	CD99P1	Xp22.33 and Yp11.31		401577	ENSG00000223773	NR_033380	
5949	CD101	1p13.1	Z33642	9398	ENSG00000134256	NM_004258	Q93033
21685	CD109	6q13	AF410459	135228	ENSG00000156535	NM_133493	Q6YHK3
1630	CD151	11p15.5	AL161965, BC013302, D29963	977	ENSG00000177697	NM_004357	P48509
17013	CD160	1q21.1	AF060981	11126	ENSG00000117281	NM_007053	O95971
1631	CD163	12p13.31	Z22968	9332	ENSG00000177575	NM_004244, NM_203416	Q86VB7
30375	CD163L1	12p13.31	AF264014	283316		NM_174941	Q9NR16
1632	CD164	6q21	AF106518	8763	ENSG00000135535	NM_006016	Q04900
32043	CD164L2	1p36.11	AY358761	388611	ENSG00000174950	NM_207397	Q6UWJ8
30072	CD177	19q13.31	AF146747	57126	ENSG00000204936	NM_020406	Q8N6Q3
34508	CD177P1	19q13.31		653579	ENSG00000204933	NG_005616	
6726	CD180	5q12.3	D83597	4064	ENSG00000134061	NM_005582	Q99467
7203	CD200	3q13.2		4345	ENSG00000091972		P41217
24235	CD200R1	3q13.2	AK126349	131450	ENSG00000163606	NM_138806	Q8TD46
