drug_name,BT084
CGP-60474,0.8151
HTRA1,0.815
MCOLN1,0.8149
NDUFS3,0.8147
TFF1,0.8147
FOXN3,0.8145
KB-R7943,0.8145
VAPB,0.8143
IL8,0.8140000000000001
WDR67,0.8139
PEMT,0.8137000000000001
mometasone,0.8131999999999999
BRCA1,0.8129000000000001
dovitinib,0.8129000000000001
LSS,0.8128
dexamethasone,0.8128
ramipril,0.8127
SREBF1,0.8125
LY-2140023,0.8125
PREB,0.8123
ethoprop,0.8123
z-leu3-VS,0.8122
RNH1,0.8120999999999999
TRIP10,0.8119
RHO-kinase-inhibitor-III[rockout],0.8118000000000001
WZ-4-145,0.8115000000000001
DUSP4,0.8115000000000001
SCH-79797,0.8114
ARID4B,0.8106
NUP88,0.8106
ATF2,0.8105
PON3,0.8105
CEP55,0.8101999999999999
alclometasone,0.81
VU-0418947-2,0.8099
AQP12A,0.8099
ANXA2,0.8098000000000001
BUD31,0.8098000000000001
ASAH1,0.8097
Interleukin receptors LOF,0.8095
JNK-9L,0.8093
zolpidem,0.8087000000000001
CDKN1B,0.8087000000000001
COPS7A,0.8084
physostigmine,0.8081
VU-0400193-3,0.8079999999999999
ICAM1,0.8073999999999999
phenprobamate,0.8069
TPD52L3,0.8067
CO-101244,0.8067
NRP1,0.8061
WAY-170523,0.8061
ASH2L,0.8054000000000001
SJ-172550,0.8054000000000001
EIF4E,0.8051999999999999
homochlorcyclizine,0.8051
ME2,0.8049
doxercalciferol,0.8049
STAT6,0.8047
CGP-71683,0.8042
lenalidomide,0.8033
NUAK1,0.8033
PPP2R2C,0.8031
HLA-DPA1,0.8029999999999999
BCR,0.8029999999999999
PPIE,0.8029999999999999
LBR,0.8029000000000001
GART,0.8028
RRM2,0.8023
IKK-2-inhibitor-V,0.8023
GPATCH8,0.8023
CHAF1B,0.8019
axitinib,0.8017
ANKZF1,0.8011
tyrphostin-B44,0.8009000000000001
IL23R,0.8003
PCGF3,0.8003
tyrphostin-AG-835,0.8001999999999999
vecuronium,0.8
SRSF3,0.7998999999999999
lapatinib,0.7998000000000001
CRADD,0.7997
mupirocin,0.7993000000000001
ICMT,0.7992
PTHLH,0.7992
ARHGEF6,0.7992
PRKAA1,0.7990999999999999
phorbol-12-myristate-13-acetate,0.7989
CSNK1D,0.7987000000000001
X linked mental retardation group 2 LOF,0.7987000000000001
BCKDK,0.7986
aspirin,0.7986
MYB,0.7981999999999999
PPIA,0.7973
PRKAB2,0.7972
ABT-737,0.7966
L-755507,0.7965000000000001
Cyclins LOF,0.7965000000000001
GPR148,0.7964
KDM4B,0.7962
ALDH2,0.7959
n-arachidonyl-GABA,0.7958
PRKAR2B,0.7956
SLC29A1,0.795
isoxicam,0.7947
CREG1,0.7944
NCL,0.7942
CCK receptor antagonist,0.7936
P4HA2,0.7935
ZBTB49,0.7934
SQRDL,0.7933
BTK,0.7929999999999999
SULT1A2,0.7929
RS-504393,0.7927
LAGE3,0.7927
TNFRSF1A,0.7926000000000001
ING3,0.7926000000000001
"16,16-dimethylprostaglandin-e2",0.7920999999999999
spectinomycin,0.7918999999999999
PRR15L,0.7918999999999999
propantheline,0.7918000000000001
SPEN,0.7918000000000001
ABCF3,0.7916
IPO4,0.7913
IL18RAP,0.7909
ERGIC2,0.7905
hydrocortisone,0.7901
PHF16,0.7901
HSP90AB1,0.7901
triprolidine,0.7898999999999999
canertinib,0.7898000000000001
LRRC16A,0.7889
IKK-16,0.7886
BAG1,0.7881
deforolimus,0.7878000000000001
ABCA3,0.7877
FLT1,0.7870999999999999
MCM8,0.787
SYPL1,0.7868
IKK inhibitor,0.7864
ABHD2,0.7859
OMDM-2,0.7857
OSGEP,0.7854000000000001
ARPC5,0.7852
ZNF517,0.7852
ARHGEF11,0.7851
RPS27A,0.7851
cortisone,0.785
CAT,0.785
COG7,0.7848999999999999
PAK4,0.7847
Proteasome inhibitor,0.7846
NOTCH1,0.7844
BUD13,0.7842
NUP88,0.7841
FADD,0.784
phosphodiesterase-V-inhibitor-II,0.784
NNC-05-2090,0.7837999999999999
GABPB2,0.7837999999999999
CXADR,0.7837000000000001
OTX2,0.7837000000000001
methysergide,0.7836
PAH,0.7831999999999999
PAFAH1B3,0.7829999999999999
BIRC3,0.7829
STK24,0.7824
ODC1,0.7823
ZNF277,0.7823
ZNF131,0.7816
FN1,0.7815000000000001
Akt Signaling GOF,0.7813
MAP3K1,0.7812
IDH3G,0.7811
SIRT7,0.7809999999999999
U0126,0.7809999999999999
PF-562271,0.7803
PTPN12,0.78
LSR,0.7797
ZNF572,0.7792
STAT4,0.7792
depudecin,0.779
ZKSCAN2,0.779
15-delta-prostaglandin-j2,0.779
TFE3,0.7784
NPI-2358,0.7777
CHRAC1,0.7773
PLS1,0.7773
UXT,0.7773
ZM-323881,0.7772
NONO,0.7770999999999999
UBAC2,0.777
APOA5,0.7767000000000001
dexamethasone,0.7767000000000001
CSDA,0.7765000000000001
BAY-36-7620,0.7762
benzanthrone,0.7762
fluticasone,0.7761
DLGAP5,0.7759999999999999
NFIB,0.7759999999999999
SERPINB5,0.7759
GW-501516,0.7757
HMGCL,0.7757
ZNF433,0.7754000000000001
dibenzepin,0.7752
TIMP4,0.775
BACE2,0.775
FZD6,0.7742
AS-703026,0.774
RPL22,0.7736
ZNF576,0.7735
noscapine,0.7735
rifaximin,0.7733
NDUFA2,0.7733
GAA,0.7731999999999999
PSIP1,0.7729
FES,0.7725
clebopride,0.7723
pimozide,0.7716
GSTT1,0.7715000000000001
S100B,0.7711
loxapine,0.7709999999999999
Targets of VEGFR inhibitors GOF,0.7705
clofibric-acid,0.7703
BMY-14802,0.7703
lansoprazole,0.7701
WH-4023,0.7701
USP9X,0.77
H-89,0.77
carvedilol,0.7698
SA-792987,0.7696
raltegravir,0.7696
PARP1,0.7694
nelfinavir,0.7693000000000001
KDM5B,0.7693000000000001
PHKB,0.7693000000000001
UBE2N,0.7692
pyrazinamide,0.7692
KLF14,0.769
NRIP3,0.7689
CERS2,0.7687999999999999
TER-14687,0.7687
HARS,0.7684000000000001
IMPA1,0.7681999999999999
NDUFS6,0.7679
DUSP6,0.7679
HADHB,0.7676000000000001
TMED7,0.7670999999999999
RNPS1,0.7668
exemestane,0.7667
PSEN1,0.7663
rosiglitazone,0.7659
vinorelbine,0.7659
ZD-7288,0.7658
UBAP2L,0.7656999999999999
BRD-K91485395,0.7656999999999999
SEC61A2,0.7648999999999999
etacrynic-acid,0.7644
TP53BP2,0.7642
UBE2K,0.7637999999999999
TTK,0.7631999999999999
ZNF24,0.763
PRKCH,0.7626999999999999
IRF1,0.7626000000000001
cediranib,0.7622
LGALS8,0.7620999999999999
TNF,0.762
timolol,0.7615000000000001
midazolam,0.7606999999999999
APPBP2,0.7606999999999999
cotinine,0.7606999999999999
CDX2,0.76
PRD class homeoboxes and psudogenes LOF,0.7598999999999999
L-690488,0.7598
POR,0.7597
PROS1,0.7593000000000001
NEK4,0.759
CARS,0.7583
lapatinib,0.7581
ID1,0.758
MAPK1IP1L,0.7575
PER2,0.7575
ESD,0.7574
GR-127935,0.7570999999999999
VAT1,0.7564
KDM4C,0.7563
TFAP2A,0.7559999999999999
MVP,0.7554000000000001
SMAD6,0.7551000000000001
BAY-K8644,0.7551000000000001
prednisolone,0.7545000000000001
NENF,0.7545000000000001
flunisolide,0.7543000000000001
terfenadine,0.7542
YES1,0.7541
PRKAB1,0.7539
toltrazuril,0.7539
HSP90B1,0.7534000000000001
tropisetron,0.7533
loreclezole,0.7528
SLC35F2,0.7526999999999999
HSPA8,0.7526999999999999
MLN-4924,0.7524
dorsomorphin,0.7521
LPHN1,0.7517
flumetasone,0.7515999999999999
FLT3,0.7515999999999999
ritonavir,0.7514
UBE2J1,0.7511
flumetasone,0.7509999999999999
SLC7A11,0.7509
MAOA,0.7508
PRDM1,0.7506999999999999
GPR83,0.7506
CRCP,0.7506
SIK1,0.7506
ZSCAN29,0.7506
GNA15,0.7504000000000001
ATP6V0B,0.7503
FZD3,0.7503
IL5,0.7501000000000001
LCMT1,0.75
TCEA1,0.75
niguldipine,0.7498
NUDT6,0.7495999999999999
heliotrine,0.7495
SUPT4H1,0.7494
CASP2,0.7492
IMPDH2,0.7489
medrysone,0.7487999999999999
BRD-K97951054,0.7486
ASCC3,0.7484999999999999
SCAF8,0.7482
TARDBP,0.7482
PTGER4,0.7481
cyclosporin-a,0.7481
GFRA1,0.7481
SNX17,0.748
GIT2,0.7479
CLIC4,0.7472
SORBS3,0.747
thalidomide,0.747
BCL10,0.7464
NSC-94258,0.7453
BRD-K08438429,0.7451000000000001
ZNF451,0.745
enzastaurin,0.7445
Y-27632,0.7443000000000001
SENP6,0.7440000000000001
oligomycin-a,0.7433
embelin,0.7432
LAP3,0.7432
CUL2,0.7431
barasertib,0.7423000000000001
ABAT,0.7423000000000001
TAOK3,0.7422
naftopidil,0.7418
PA2G4,0.7417
tyrphostin-51,0.7417
FCHO1,0.7413
brefeldin-a,0.7412000000000001
FBXL19,0.7411
eicosatetraynoic-acid,0.7411
BAG6,0.7404999999999999
hinokitiol,0.7404999999999999
WWTR1,0.7402
GTF2B,0.7397
BRD-K88761633,0.7395999999999999
MRPS2,0.7395
CTRB2,0.7394
nifedipine,0.7394
SUCLG1,0.7391
QS-11,0.7390000000000001
dilazep,0.7389
T-98475,0.7387999999999999
FEZ1,0.7386
TXNL4B,0.7382
ECD,0.7379000000000001
fenretinide,0.7373000000000001
DHPS,0.7373000000000001
westcort,0.7368000000000001
GPR160,0.7365999999999999
EGR1,0.7362000000000001
PURA,0.736
GBA,0.7356999999999999
PAN2,0.7356999999999999
SLC25A5,0.7354999999999999
GALT,0.7347
OXGR1,0.7340000000000001
SIB-1893,0.7340000000000001
KIAA0317,0.7337
GABARAPL1,0.7333
irilin-a,0.7333
BID,0.7331
NMNAT2,0.7326999999999999
TFAP2A,0.7326
norepinephrine,0.7315
GABARAPL1,0.7315
benzoxiquine,0.7312000000000001
PIPOX,0.7312000000000001
HFE,0.7308
Lysine acetyltransferases LOF,0.7306999999999999
STK19,0.7304
mepireserpate,0.7303000000000001
chlorpromazine,0.73
MYCBP2,0.7298
MKI67IP,0.7293999999999999
OXSR1,0.7293999999999999
LHX4,0.7287
SENP6,0.7287
GGCX,0.728
CHUK,0.7279000000000001
HMG20B,0.7273000000000001
OSGEP,0.727
17-beta-estradiol,0.7269
RHEB,0.7265999999999999
neratinib,0.7265
NFKB2,0.7265
FDX1,0.7259
PUS7L,0.7256
GMNN,0.7256
triptolide,0.7254999999999999
TRAF3,0.7254
HSPA1A,0.7252
FXR antagonist,0.7245999999999999
BAX,0.7245
crizotinib,0.7243999999999999
voriconazole,0.7243999999999999
PPP2R3C,0.7243
RICTOR,0.7240000000000001
KLF3,0.7240000000000001
PAFAH1B2,0.7238
KIAA0494,0.7236
TMEM154,0.7234
T-type calcium channel blocker,0.7231000000000001
UROD,0.7228
ZNF354B,0.7227
ambroxol,0.7227
TMED10,0.7223999999999999
MAT1A,0.7223
NKL subclass homeoboxes and pseudogenes LOF,0.7222
PANK4,0.7221
G6PD,0.7221
SOCS1,0.7219
TTK,0.7219
FIT,0.7217
Y-134,0.7217
tyrphostin-A9,0.7217
Ubiquitin-specific peptidases LOF,0.7216
LRRC59,0.7215
TPD52L2,0.7214
ADSL,0.7209
SNRNP70,0.7208
benzatropine,0.7208
GW-0742,0.7203
etodolac,0.7202
ZNF267,0.7201000000000001
ABCF3,0.72
NSD1,0.7197
A2M,0.7195
PIAS3,0.7193999999999999
fenpiverinium,0.7192000000000001
RNF186,0.7189
AMDHD2,0.7189
indinavir,0.7188
TAF13,0.7184999999999999
beclometasone,0.7184
triamcinolone,0.7182999999999999
RPS7,0.7182
phenethyl-isothiocyanate,0.718
FGFR1OP,0.7172
C2CD2,0.7170000000000001
NR2F2,0.7170000000000001
RAE1,0.7169
FGFR1OP,0.7169
MTA3,0.7169
doxepin,0.7166
BUB1B,0.7162000000000001
ATP1A1,0.7156999999999999
FKBP3,0.7153
BRD-K21009077,0.7148
RNF20,0.7145999999999999
lonidamine,0.7145999999999999
PAX8,0.7145
ST14,0.7142000000000001
depomedrol,0.7142000000000001
PBX4,0.7139
CPD,0.7139
rucaparib,0.7139
BRD-K63784565,0.7136
PRKAA2,0.7134999999999999
penicillic-acid,0.7134
metyrapone,0.7132
LARS,0.7132
MK-212,0.713
SLC22A18,0.7129000000000001
JMJD7-PLA2G4B,0.7129000000000001
ERO1L,0.7128
NDUFS4,0.7127
ARC-239,0.7125
PCGF2,0.7123999999999999
tretinoin,0.7123
GW-583340,0.7123
sorafenib,0.7121
TRAP1,0.7119
alfacalcidol,0.7117
CGP-37157,0.7115
OXA1L,0.7112999999999999
duloxetine,0.7112
AXIN2,0.7111
IL10,0.7109000000000001
DTX3L,0.7106999999999999
L-690330,0.7106999999999999
ON-01910,0.7106999999999999
ARPC4,0.7106
DNAJC12,0.7105
SLC1A6,0.7104
MAPK9,0.7098
LARS2,0.7091
thiothixene,0.7089
RFNG,0.7088
lumicolchicine,0.7084999999999999
flecainide,0.7084999999999999
CHERP,0.7081999999999999
AR,0.7078
DMD,0.7076
ZW10,0.7071999999999999
budesonide,0.7071999999999999
seneciphylline,0.7071999999999999
BRD-K70751730,0.7071999999999999
YM-155,0.7071999999999999
HEAT,0.7071
SA-792709,0.7070000000000001
SLC35A3,0.7069
NCOA3,0.7066
PUS10,0.7065
GDC-0879,0.7061
APOE,0.7058
GATA6,0.7055
FCGR2A,0.7045999999999999
NR2C1,0.7045999999999999
AG-14361,0.7043
BRD-A80383043,0.7042
FOSL1,0.7036
quipazine,0.7034999999999999
ITGAE,0.7034
econazole,0.7029000000000001
C9ORF96,0.7027
VU-0400071-3,0.7027
E2F8,0.7023999999999999
MMP14,0.7023999999999999
ANAPC5,0.7020000000000001
KIAA0922,0.7018000000000001
NDUFB4,0.7016
VU-0420363-1,0.7015
AZGP1,0.7006999999999999
fusaric-acid,0.7006999999999999
PRL-3-inhibitor-I,0.7005
cinalukast,0.7004
NSC-632839,0.7004
PRKAG1,0.7001000000000001
RIPK2,0.6999
ZNF559,0.6998000000000001
NPEPL1,0.6992
KRT26,0.6990999999999999
TOMM22,0.6990999999999999
ARHGDIB,0.6989
methylnorlichexanthone,0.6986
JAG1,0.6986
ETS2,0.6983
quetiapine,0.6981999999999999
XL-147,0.6979000000000001
ARX,0.6972
AGPAT2,0.6970000000000001
BRD-A16820783,0.6968000000000001
HOOK2,0.6965
RUNX1,0.6962
PIK3CB,0.696
RNMT,0.6959000000000001
CASP7,0.6958
IP6K2,0.6958
STK33,0.6954
felodipine,0.6954
GW-311616,0.695
LDHA,0.695
SSX3,0.6949
NOD1,0.6947
NUSAP1,0.6945999999999999
PPAP2A,0.6944
ZNF268,0.6940000000000001
EPHX2,0.6940000000000001
MPZL1,0.6939
TCF7L2,0.6938
acetyl-farnesyl-cysteine,0.6938
tyrphostin-AG-82,0.6938
nimetazepam,0.6931999999999999
C5,0.6931999999999999
DIS3,0.6931999999999999
arctigenin,0.6931
CYP1A1,0.693
ACSL4,0.6923999999999999
BIBU-1361,0.6920999999999999
PUF60,0.6916
IFNGR1,0.6915
aloisine,0.6915
butein,0.6915
PKC inhibitor,0.6914
UQCR11,0.6912999999999999
LGALS1,0.6911
B2M,0.6908
orantinib,0.6908
safinamide,0.6906
ASF1B,0.6906
PP-3,0.6905
deguelin,0.6901
DRAP1,0.6901
GABPB1,0.6896
RPL7,0.6894
RAN,0.6890999999999999
CEBPB,0.6889
DTX2,0.6886
KDM3A,0.6883
CS-1657,0.6881
fluoropyruvate,0.6881
DGCR14,0.688
HLA-DRB1,0.6879000000000001
HPRT1,0.6878
RAB11FIP2,0.6878
CRY1,0.6870999999999999
VN1R4,0.6870999999999999
SALL4,0.687
BCL2-inhibitor,0.6869
FANCA,0.6869
altanserin,0.6867
acetohydroxamic-acid,0.6866
E2F6,0.6864
RAP1A,0.6862
LEPRE1,0.6859999999999999
SMAD7,0.6859999999999999
PAK1,0.6859000000000001
MAS1L,0.6859000000000001
benzbromarone,0.6857
heliomycin,0.6851999999999999
SPRED2,0.6848000000000001
BD-1047,0.6846
PFN2,0.6845
POU2AF1,0.6845
O3FAR1,0.6839
rilmenidine,0.6837000000000001
MELK,0.6835
ZNF77,0.6833
HLF,0.6833
HOXA6,0.6831999999999999
CFB,0.6831
HO-013,0.6831
KN-93,0.6828
HIC2,0.6827
TCEAL4,0.6822
FUT1,0.6820999999999999
eriodictyol,0.6819
GPER,0.6819
IGF2BP3,0.6809999999999999
ALG2,0.6808
ADO,0.6807
ZNF595,0.6807
Cyclin dependent kinases LOF,0.6806
guanfacine,0.6805
GSK-3-inhibitor-II,0.6805
hydrocortisone,0.6805
PRPF6,0.68
ZM-241385,0.6798000000000001
KYNU,0.6797
HG-5-113-01,0.6796
trifluoperazine,0.6794
BW-B70C,0.6793
rivaroxaban,0.6792
GBR-13069,0.6790999999999999
SMARCA4,0.6790999999999999
COASY,0.6784
CMPD-1,0.6783
ZNF619,0.6783
YKT6,0.6783
flupirtine,0.6779999999999999
LONRF2,0.6779000000000001
CD320,0.6778
MDH1,0.6776000000000001
MAPK12,0.6772
HK1,0.6770999999999999
esmolol,0.6770999999999999
estropipate,0.677
CDH11,0.6769
PTPLAD1,0.6769
YTHDF2,0.6768000000000001
UBE2E3,0.6766
EYA1,0.6766
PEPD,0.6765000000000001
ERCC4,0.6764
DUSP9,0.6756
GOT1,0.6753
GALNS,0.6751999999999999
LY-456236,0.675
TNFRSF21,0.6748000000000001
latrunculin-b,0.6745
AIM2,0.674
KCNQ1,0.674
OAS1,0.6735
TIRAP,0.6734
ALDH18A1,0.6733
rosmarinic-acid,0.6733
BAD,0.6731999999999999
PLAUR,0.6731
immepip,0.6731
betahistine,0.6729
UQCRFS1,0.6729
GLOD4,0.6729
HDAC10,0.6728000000000001
PTEN,0.6727
ZNF114,0.6725
doxorubicin,0.6724
HK1,0.6724
GNG8,0.6720999999999999
DICER1,0.6720999999999999
BCL6B,0.672
CLK4,0.6718000000000001
molindone,0.6716
DARS,0.6715000000000001
lopinavir,0.6714
I-OMe-AG-538,0.6713
PPP2R5E,0.6713
CTSK,0.6711
WFS1,0.6705
scoulerine,0.6703
AMBP,0.6703
FKBP8,0.6701
ZBTB46,0.6692
RNF123,0.6690999999999999
triciribine,0.6689
MIF,0.6686
RBP4,0.6685
VX-745,0.6683
KAT6B,0.6681
PPP3R1,0.6679999999999999
IL7R,0.6673
iopanoic-acid,0.6673
L3MBTL4,0.6672
cyclopiazonic-acid,0.6668999999999999
STAT2,0.6668000000000001
gestrinone,0.6668000000000001
POLRMT,0.6666
LY-341495,0.6665000000000001
PTPRF,0.6662
ouabain,0.6659
MAN2B1,0.6653
IMPDH1,0.6652
latrepirdine,0.6643000000000001
DVL1,0.6643000000000001
TM9SF3,0.6637000000000001
nornicotine,0.6635
PI3K Signaling LOF,0.6635
wortmannin,0.6631999999999999
AM-404,0.6631
SAL-1,0.6631
ZFP3,0.6625
benzyl-quinazolin-4-yl-amine,0.6617000000000001
HBP1,0.6616
SB-218078,0.6615000000000001
WNT9A,0.6611
SIRPG,0.6607999999999999
ZMPSTE24,0.6607999999999999
BRL-50481,0.6606000000000001
EIF1B,0.6604000000000001
IGBP1,0.6601
halcinonide,0.6598
losartan,0.6597
ZNF787,0.6596
General transcription factors group 1 LOF,0.6592
SUZ12,0.6591
BCL2L11,0.6589
GR-55562,0.6587000000000001
3-methyl-GABA,0.6584
CBX4,0.6581
xanthohumol,0.6575
BUB1B,0.6574
DHH,0.6573
BRD-K79511609,0.6573
BRD-K28680267,0.6572
TNFRSF1A,0.6570999999999999
SDM25N,0.6566
KIAA0907,0.6566
TGX-221,0.6561
EXT2,0.6559999999999999
CELSR3,0.6557
MYLK,0.6557
UCHL1,0.6555
rhapontin,0.6555
enalapril,0.6554000000000001
SS18L1,0.6553
IGF2BP1,0.6551
finasteride,0.6551
CDK5,0.6548999999999999
ZNF57,0.6546
UAP1,0.6543000000000001
SGK3,0.6543000000000001
MBNL2,0.654
amylocaine,0.6539
PAH,0.6535
STK38L,0.6534
GTF3C2,0.6534
SP100,0.6531999999999999
TACC3,0.6528
anagrelide,0.6526000000000001
FGFR2,0.6522
GPR156,0.652
ACBD3,0.6512
HDAC4,0.6509
RAD9A,0.6506000000000001
BLZF1,0.6505
TRIM27,0.6502
PDGFRB,0.6502
RFXANK,0.6502
Apolipoproteins LOF,0.6502
CETN3,0.65
ZNF263,0.6494
TOMM34,0.6492
HCAR1,0.649
sulconazole,0.6489
LGALS1,0.6487
YM-298198,0.6486
memantine,0.6485
GLRX2,0.6476999999999999
MLLT10,0.6475
NISCH,0.6474
ITGA3,0.6473
TMEM127,0.6472
EHNA,0.6470999999999999
HLA-A,0.6469
lestaurtinib,0.6466
SENP2,0.6466
farnesol,0.6464
CARD9,0.6459
MEF2C,0.6459
WDR61,0.6456999999999999
FEZ1,0.6452
SHMT2,0.6452
PWP1,0.6452
FZD2,0.645
PRKCB,0.6448999999999999
LY-225910,0.6448
OPN3,0.6446999999999999
RFC1,0.6446
oxybuprocaine,0.6444
DNA2,0.6444
CDK19,0.6442
IL6,0.6439
reserpic-acid,0.6437
hydrastinine,0.6436
RBM15B,0.6431
IKBKG,0.6431
SORBS3,0.6431
PYCRL,0.643
NUSAP1,0.6429
UBA52,0.6423000000000001
DNAJC15,0.6423000000000001
ACADSB,0.6420999999999999
carbofuran,0.6418
CCP110,0.6418
CP-55940,0.6418
ZNF333,0.6418
MXD4,0.6417
prednisolone,0.6417
ZC3HC1,0.6415000000000001
propylthiouracil,0.6412
TNFSF10,0.6409999999999999
ADCY9,0.6409999999999999
AG-592,0.6406999999999999
PCBD1,0.6406000000000001
ALG5,0.6406000000000001
PRSS2,0.6402
ALDH3A2,0.6402
EGF,0.6401
NDUFC2,0.64
PIK-75,0.6397999999999999
TNPO3,0.6396999999999999
DHFR,0.6395000000000001
OTUD3,0.6395000000000001
ZNF266,0.6394
LRP4,0.6394
AFP,0.6391
EPHA3,0.639
piceatannol,0.6388
thapsigargin,0.6384000000000001
pilocarpine,0.6376
UGP2,0.6368
CHMP6,0.6365999999999999
securinine,0.6365999999999999
MLLT10,0.6359
dapsone,0.6359
HMGA1,0.6357
kenpaullone,0.6357
GR-159897,0.6351
GCH1,0.635
IL13RA2,0.6346
PIK3CD,0.6346
psoromic-acid,0.6345000000000001
SLC29A2,0.6335000000000001
EXOC2,0.6332
PRKAG3,0.6331
roxatidine,0.6329
ABHD6,0.6327
SYK,0.6325999999999999
Homeobox Gene GOF,0.6325999999999999
BZW2,0.6324000000000001
ABCB5,0.6321
TRAK2,0.6319
NM-PP1,0.6315999999999999
GAK,0.6314
HEY1,0.6313
AFG3L2,0.6312
TGFBR1,0.6312
IRF3,0.6311
DTNA,0.631
argatroban,0.6309
LHX8,0.6307
GSR,0.6305
pantoprazole,0.6305
BRF2,0.6305
LY-278584,0.6305
ZNF561,0.6302
TNFRSF6B,0.6302
atomoxetine,0.6293
ATP5L,0.6289
SCN9A,0.6284000000000001
TCF3,0.6283
alpha-estradiol,0.6279
HSF2,0.6275999999999999
PSMA3,0.6271
UGT1A9,0.6271
ZNF24,0.6271
oleanolic-acid,0.6269
KLF11,0.6265999999999999
KIAA1009,0.6265
5-nonyloxytryptamine,0.6258
VAPA,0.6257
CSNK1A1L,0.6257
DPH2,0.6257
chloroxine,0.6253
TBX3,0.6253
ZNF114,0.625
PSMA1,0.6249
PPARA,0.6248
PTF1A,0.6246
FKBP14,0.6245
PARK7,0.6244
HLF,0.6243
UBQLN2,0.6234000000000001
CTH,0.623
PRKAG1,0.623
PRKCH,0.6229
UBAP1,0.6221
daunorubicin,0.6219
PMS1,0.6215999999999999
GNAZ,0.6214999999999999
KLF4,0.6214999999999999
SMOC2,0.6214
HSPA9,0.6212
ARID3A,0.6211
STAT3,0.6208
CTNNBIP1,0.6208
BIRC6,0.6207
ivachtin,0.6206
Kruppel like transcription factors LOF,0.6206
BRD-K75430629,0.6204999999999999
NFRKB,0.6204
ABCB6,0.6203
TIMELESS,0.62
HIST1H2BK,0.62
DHX8,0.6198
ZNF174,0.6195
EPOR,0.6193
IRAK1,0.6193
CASP4,0.6189
nitazoxanide,0.6189
NFKBIE,0.6188
ATP5S,0.6186
FGIN-1-43,0.6181
FOXJ3,0.6178
MGAT4A,0.6178
RAB1B,0.6175
SSX2,0.6172
STAT2,0.6172
USP12,0.6167
arachidonyl-trifluoro-methane,0.6167
TCF7L2,0.616
SOS2,0.6154999999999999
PSMB9,0.6153
vemurafenib,0.615
ZNF653,0.6144
GPR139,0.6142
CMPK1,0.6142
IFI30,0.6138
SR-95639A,0.6137
guaifenesin,0.6136
MTERFD1,0.6135
BECN1,0.6135
6-benzylaminopurine,0.6134000000000001
ZNF274,0.6134000000000001
LAMP2,0.6125
STAP2,0.6125
C1S,0.6119
MSL3,0.6114999999999999
ZNF77,0.6114
pregnenolone,0.6113000000000001
IFI16,0.6111
HOXB5,0.611
E2F8,0.6107
CG-930,0.6104999999999999
TPI1,0.6086
ZNF454,0.6083
BLVRA,0.6083
RPS6KA3,0.608
GW-3965,0.6079
AG-370,0.6074
BUB3,0.6072
PHB,0.6071
TP53TG1,0.6071
crotamiton,0.607
FPL-64176,0.6068
BRD-K41143549,0.6067
GRN,0.6063000000000001
tetryzoline,0.6062
DNAJA3,0.6062
PRMT2,0.606
fludrocortisone,0.6056
ITPR3,0.6056
BRD-A54632525,0.6056
CERS3,0.6053999999999999
MYC,0.6053000000000001
benzthiazide,0.605
marmesin,0.6049
CANT1,0.6048
PRSS23,0.6047
pancuronium,0.604
CRABP1,0.6039
Aromatase inhibitor,0.6038
SR-59230A,0.603
LRSAM1,0.6027
INHBE,0.6026
NUMB,0.6014
PSMB8,0.6014
PSMB10,0.6014
UFM1,0.6013000000000001
SPRY4,0.6009
TSEN2,0.6008
miglitol,0.6008
ketoconazole,0.6007
TRIM16,0.6006
tranilast,0.6006
FABP1,0.6004
TRIB1,0.6
benperidol,0.6
PSMD3,0.5999
indatraline,0.5999
hydrocortisone,0.5998
MGAT1,0.5997
RS-17053,0.5996
candesartan,0.5979
HLA-DMA,0.5977
NRG1,0.5977
BDH1,0.5977
BRD-K85853281,0.5976
SERPIND1,0.5972999999999999
ZNF365,0.5972999999999999
spiramide,0.5972
diphenyleneiodonium,0.5969
tripelennamine,0.5968
ZFP28,0.5967
pirarubicin,0.5966
flumazenil,0.5966
ALDH1A1,0.5965
JTE-013,0.5965
UBE2L6,0.5965
ZNF436,0.5965
NNC-55-0396,0.5962
BRD-K86682249,0.5962
Vitamin D receptor agonist,0.596
PRKAR1B,0.5959
INPP1,0.5957
SLC22A23,0.5954
GPX1,0.595
menadione,0.595
ADCK3,0.5949
NARS,0.5948
BRAF,0.5943
APOC2,0.5943
tetrabenazine,0.594
CFL1,0.5936
CDCA4,0.5936
SHC1,0.5935
KLF5,0.5935
skatole,0.5934
zolantidine,0.5929
FCCP,0.5929
spiperone,0.5925
TLK2,0.5922
ITGAE,0.5921
AZI2,0.5920000000000001
TADA2A,0.5918
WDTC1,0.5917
PHF19,0.5916
CAMLG,0.5916
DPPE,0.5915
PPP2R4,0.5915
RXFP1,0.5913
FASTKD5,0.5912
simvastatin,0.591
PRSS2,0.5908
MGST2,0.5908
IDH1,0.5904
RIOK2,0.5903
SERPINF2,0.5901
fludroxycortide,0.59
CGRRF1,0.5898
JTE-907,0.5897
POFUT1,0.5896
HTATIP2,0.5895
DHCR7,0.5893999999999999
NCF2,0.5892000000000001
lupanine,0.589
BRD-A61599461,0.5887
VPS26A,0.5877
RPS14,0.5874
ATF5,0.5871999999999999
lavendustin-c,0.5871999999999999
MAD2L1BP,0.5870000000000001
