,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
letrozole,cmap_letrozole,"nonsteroidal aromatase inhibitor, prevents estrogen production, used for breast cancer",,,,,-0.816,...-,732,152,152.0
azd4547,ctrp_AZD4547,"FGFR-1,2 and 3 inhibitor",,0.327,,0.327,,.+..,153,313,153.0
pirarubicin,cmap_pirarubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.825,...-,733,153,153.0
methoxsalen,cmap_methoxsalen,used for skin diseases such as vitiligo and psoriasis,,,,,-0.8270000000000001,...-,734,154,154.0
brd-k80183349,ctrp_BRD-K80183349,Not Clinically Relevant,,0.327,,0.327,,.+..,154,314,154.0
byl-719,ctrp_BYL-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.327,,0.327,,.+..,155,315,155.0
tofacitinib,cmap_tofacitinib,JAK Kinase inhibitor,,,,,-0.833,...-,735,156,156.0
am-580,ctrp_AM-580,Not Clinically Relevant,,0.326,,0.326,,.+..,156,316,156.0
trifluoperazine,ctrp_trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.318,,0.318,-0.696,.+.-,174,139,156.5
mi-2,ctrp_MI-2,Not Clinically Relevant,,0.326,,0.326,,.+..,157,317,157.0
brd-k04800985,ctrp_BRD-K04800985,Not Clinically Relevant,,0.326,,0.326,,.+..,158,318,158.0
busulfan,cmap_busulfan,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication",,,,,-0.85,...-,736,159,159.0
brd-k86535717,ctrp_BRD-K86535717,Not Clinically Relevant,,0.326,,0.326,,.+..,159,319,159.0
hli 373,ctrp_HLI 373,Not Clinically Relevant,,0.325,,0.325,,.+..,160,320,160.0
propranolol,cmap_propranolol,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity",,,,,-0.871,...-,737,160,160.0
cyclophosphamide,ctrp_cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.308,,0.308,-0.605,.+.-,197,125,161.0
etp-46464,ctrp_ETP-46464,Not Clinically Relevant,,0.325,,0.325,,.+..,161,321,161.0
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.324,,0.324,,.+..,163,322,163.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.878,...-,738,163,163.0
gsk-1059615,cmap_gsk-1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,,,,-0.882,...-,739,164,164.0
nsc-207895,gdsc_NSC-207895,Not Clinically Relevant,0.324,,,0.324,,+...,164,323,164.0
brd-k75293299,ctrp_BRD-K75293299,Not Clinically Relevant,,0.32299999999999995,,0.323,,.+..,165,324,165.0
brd8899,ctrp_BRD8899,Not Clinically Relevant,,0.322,,0.322,,.+..,167,325,167.0
irinotecan,ccle_Irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.26,0.26,0.7879999999999999,..++,316,19,167.5
azd-7762,cmap_azd-7762, Chk1 / Chk2 inhibitor,,,,,-0.9440000000000001,...-,740,169,169.0
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.321,,0.321,,.+..,169,326,169.0
pandacostat,ctrp_pandacostat,Not Clinically Relevant,,0.321,,0.321,,.+..,170,327,170.0
obatoclax,ctrp_obatoclax,Not Clinically Relevant,,0.256,,0.256,0.7929999999999999,.+.+,324,18,171.0
metformin,cmap_metformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,,,,,-0.961,...-,741,171,171.0
zstk-474,cmap_zstk-474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",,,,,-0.977,...-,742,172,172.0
lbw242,ccle_LBW242,Not Clinically Relevant,,,0.318,0.318,,..+.,172,328,172.0
daporinad,ctrp_daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.335,0.301,,0.318,,++..,173,329,173.0
ubenimex,cmap_ubenimex,"inhibitor of the proinflammatory mediator, LTB4. Adjunct to chemotherapy for acute non-lymphocytic leukemia",,,,,-0.982,...-,743,174,174.0
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.318,,0.318,,.+..,175,330,175.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.317,,0.317,,.+..,176,331,176.0
brd-k44224150,ctrp_BRD-K44224150,Not Clinically Relevant,,0.316,,0.316,,.+..,177,332,177.0
wz3105,gdsc_WZ3105,Not Clinically Relevant,0.316,,,0.316,,+...,178,333,178.0
cil70,ctrp_CIL70,Not Clinically Relevant,,0.316,,0.316,,.+..,179,334,179.0
brd1812,ctrp_BRD1812,Not Clinically Relevant,,0.316,,0.316,,.+..,180,335,180.0
ciclopirox,ctrp_ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.316,,0.316,,.+..,181,336,181.0
fqi-2,ctrp_FQI-2,Not Clinically Relevant,,0.315,,0.315,,.+..,183,337,183.0
brd-k17060750,ctrp_BRD-K17060750,Not Clinically Relevant,,0.315,,0.315,,.+..,184,338,184.0
manumycin a,ctrp_manumycin A,Not Clinically Relevant,,0.315,,0.315,,.+..,185,339,185.0
nsc632839,ctrp_NSC632839,Not Clinically Relevant,,0.313,,0.313,,.+..,186,340,186.0
pitstop2,ctrp_pitstop2,Not Clinically Relevant,,0.313,,0.313,,.+..,187,341,187.0
tivantinib,ctrp_tivantinib,Met inhibitor,,0.312,,0.312,,.+..,188,342,188.0
importazole,ctrp_importazole,Not Clinically Relevant,,0.311,,0.311,,.+..,189,343,189.0
erastin,ctrp_erastin,Not Clinically Relevant,,0.311,,0.311,,.+..,191,344,191.0
mk-1775,ctrp_MK-1775,Wee1 kinase inhibitor,,0.287,,0.287,-0.664,.+.-,250,134,192.0
etoposide,gdsc_Etoposide,Topo II inhibitor,-0.24600000000000002,0.313,,0.033,0.694,-+.++,359,25,192.0
su11274,ctrp_SU11274,Not Clinically Relevant,,0.31,,0.31,,.+..,192,345,192.0
brd-k70511574,ctrp_BRD-K70511574,Not Clinically Relevant,,0.309,,0.309,,.+..,194,346,194.0
gsk1059615,ctrp_GSK1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.308,,0.308,,.+..,195,347,195.0
cerulenin,ctrp_cerulenin,Not Clinically Relevant,,0.308,,0.308,,.+..,196,348,196.0
olaparib,gdsc_Olaparib,PARP Inhibitor,-0.431,0.402,,-0.014,0.653,-+.+,365,28,196.5
alvocidib,ctrp_alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.282,,0.282,-0.611,.+.-,266,127,196.5
fulvestrant,ctrp_fulvestrant,selective estrogen receptor degrader (SERD),,0.267,,0.267,-0.25850000000000006,.+.+-,303,92,197.5
fqi-1,ctrp_FQI-1,Not Clinically Relevant,,0.307,,0.307,,.+..,198,349,198.0
mps-1-in-1,gdsc_MPS-1-IN-1,Not Clinically Relevant,0.306,,,0.306,,+...,199,350,199.0
unc0638,gdsc_UNC0638,Not Clinically Relevant,0.275,0.33799999999999997,,0.306,,++..,200,351,200.0
curcumin,ctrp_curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.27899999999999997,,0.279,-0.593,.+.-,278,124,201.0
yk 4-279,ctrp_YK 4-279,Not Clinically Relevant,,0.306,,0.306,,.+..,201,352,201.0
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.24100000000000002,,0.241,0.33899999999999997,.+.+,348,55,201.5
bax channel blocker,ctrp_Bax channel blocker,Not Clinically Relevant,,0.305,,0.305,,.+..,202,353,202.0
gsk-3 inhibitor ix,ctrp_GSK-3 inhibitor IX,Not Clinically Relevant,,0.305,,0.305,,.+..,203,354,203.0
methylstat,ctrp_methylstat,Not Clinically Relevant,,0.305,,0.305,,.+..,204,355,204.0
gemcitabine,gdsc_Gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.304,0.255,,-0.024,0.5529999999999999,-+.+,368,41,204.5
cd-1530,ctrp_CD-1530,Not Clinically Relevant,,0.305,,0.305,,.+..,205,356,205.0
neuronal differentiation inducer iii,ctrp_neuronal differentiation inducer III,Not Clinically Relevant,,0.304,,0.304,,.+..,206,357,206.0
serdemetan,gdsc_Serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.366,0.45299999999999996,,0.043,0.35700000000000004,-+.+,358,54,206.0
tretinoin,gdsc_Tretinoin,Retinoid,-0.614,0.426,,-0.094,0.7675000000000001,-+.++,392,22,207.0
temozolomide,gdsc_Temozolomide,alkylating agent,-0.423,0.301,,-0.061,0.608,-+.+,382,32,207.0
dexamethasone,ctrp_dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.265,,0.265,-0.405375,.+.+++---,309,105,207.0
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.304,,0.304,,.+..,207,358,207.0
ku-0063794,ctrp_KU-0063794,Not Clinically Relevant,,0.304,,0.304,,.+..,208,359,208.0
zm447439,gdsc_ZM447439,Not Clinically Relevant,0.304,,,0.304,,+...,209,360,209.0
nilotinib,ccle_Nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.222,0.35200000000000004,-0.364,-0.078,0.613,-+-+,388,31,209.5
merck60,ctrp_Merck60,Not Clinically Relevant,,0.303,,0.303,,.+..,211,361,211.0
kh-cb19,ctrp_KH-CB19,Not Clinically Relevant,,0.303,,0.303,,.+..,212,362,212.0
tipifarnib-p2,ctrp_tipifarnib-P2,Not Clinically Relevant,,0.302,,0.302,,.+..,213,363,213.0
osi-027,gdsc_OSI-027,Not Clinically Relevant,0.282,0.285,,0.284,-0.93,++.-,260,168,214.0
cay10618,ctrp_CAY10618,Not Clinically Relevant,,0.302,,0.302,,.+..,215,364,215.0
brd-k34222889,ctrp_BRD-K34222889,Not Clinically Relevant,,0.301,,0.301,,.+..,216,365,216.0
topotecan,ccle_Topotecan,Topo I inhibitor,,0.33299999999999996,0.212,0.272,-0.7175,.++--,290,142,216.0
purmorphamine,ctrp_purmorphamine,Not Clinically Relevant,,0.301,,0.301,,.+..,217,366,217.0
brd-k37390332,ctrp_BRD-K37390332,Not Clinically Relevant,,0.301,,0.301,,.+..,218,367,218.0
nvp-bez235,ctrp_NVP-BEZ235,PI3K/mTOR inhibitor,,0.281,,0.281,-0.92,.+.-,271,165,218.0
ch-55,ctrp_Ch-55,Not Clinically Relevant,,0.301,,0.301,,.+..,219,368,219.0
sorafenib,gdsc_Sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.5489999999999999,0.304,-0.214,-0.153,0.5675,-+-++,400,40,220.0
sb-525334,ctrp_SB-525334,Not Clinically Relevant,,0.299,,0.299,,.+..,220,369,220.0
fluvastatin,ctrp_fluvastatin,"HMG-CoA reductase inhibitor,",,0.26899999999999996,,0.269,-0.722,.+.-,296,144,220.0
nintedanib,ctrp_nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.299,,0.299,,.+..,221,370,221.0
sn-38,gdsc_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.342,0.319,,-0.012,0.045,-+.+,364,78,221.0
ko-143,ctrp_Ko-143,Not Clinically Relevant,,0.298,,0.298,,.+..,222,371,222.0
prochlorperazine,ctrp_prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.268,,0.268,-0.767,.+.-,298,146,222.0
fsc231,ctrp_FSC231,Not Clinically Relevant,,0.298,,0.298,,.+..,223,372,223.0
tamoxifen,gdsc_Tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.41700000000000004,0.375,,-0.021,0.02849999999999997,-+.++-,367,79,223.0
sgx-523,ctrp_SGX-523, Met inhibitor,,0.298,,0.298,,.+..,224,373,224.0
sirolimus,ctrp_sirolimus,"rapamycin, mTOR inhibitor",,0.24600000000000002,,0.246,-0.398125,.+.++---,344,104,224.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.298,,0.298,,.+..,225,374,225.0
rigosertib,ctrp_rigosertib,"ON-01910, Plk-1 inhibitor",,0.298,,0.298,,.+..,226,375,226.0
r428,ctrp_R428,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,228,376,228.0
b02,ctrp_B02,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,229,377,229.0
docetaxel,gdsc_Docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.361,0.27699999999999997,,-0.042,-0.16649999999999998,-+.+-,373,86,229.5
sunitinib,gdsc_Sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.462,0.306,,-0.078,0.1205,-+.+-,389,70,229.5
kx2-391,ctrp_KX2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.295,,0.295,,.+..,230,378,230.0
ly-2157299,ctrp_LY-2157299,Not Clinically Relevant,,0.294,,0.294,,.+..,231,379,231.0
methotrexate,gdsc_Methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",-0.28300000000000003,-0.18899999999999997,,-0.236,0.51,--.+,416,48,232.0
brd-k85133207,ctrp_BRD-K85133207,Not Clinically Relevant,,0.294,,0.294,,.+..,232,380,232.0
gdc-0941,ctrp_GDC-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.267,,0.267,-0.927,.+.-,301,167,234.0
ml311,ctrp_ML311,Not Clinically Relevant,,0.293,,0.293,,.+..,234,381,234.0
sch-529074,ctrp_SCH-529074,Not Clinically Relevant,,0.293,,0.293,,.+..,235,382,235.0
sch-79797,ctrp_SCH-79797,Not Clinically Relevant,,0.29,,0.29,,.+..,236,383,236.0
pi-103,gdsc_PI-103,Not Clinically Relevant,0.268,0.311,,0.29,,++..,237,384,237.0
pf-3758309,ctrp_PF-3758309,Not Clinically Relevant,,0.29,,0.29,,.+..,238,385,238.0
salermide,ctrp_salermide,Not Clinically Relevant,,0.29,,0.29,,.+..,239,386,239.0
masitinib,gdsc_Masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.47600000000000003,0.251,,-0.113,-0.11199999999999999,-+.-,395,84,239.5
gsk461364,ctrp_GSK461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.29,,0.29,,.+..,240,387,240.0
tg-101348,ctrp_TG-101348,JAK2 inhibitor,,0.245,,0.245,-0.6809999999999999,.+.-,345,136,240.5
marinopyrrole a,ctrp_marinopyrrole A,Not Clinically Relevant,,0.289,,0.289,,.+..,241,388,241.0
paclitaxel,gdsc_Paclitaxel,disrupts microtubule dynamics,-0.406,0.253,-0.21,-0.121,-0.16099999999999995,-+-+-,398,85,241.5
entinostat,gdsc_Entinostat,HDAC inhibitor,-0.297,0.313,,0.008,-0.591,-+.-,361,123,242.0
brd-k34099515,ctrp_BRD-K34099515,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,243,389,243.0
ciclosporin,ctrp_ciclosporin,,,0.28800000000000003,,0.288,,.+..,244,390,244.0
mitomycin-c,gdsc_Mitomycin-C,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",-0.235,,,-0.235,0.08449999999999996,-..+-,413,77,245.0
brd-k35604418,ctrp_BRD-K35604418,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,245,391,245.0
ql-x-138,gdsc_QL-X-138,Not Clinically Relevant,0.28800000000000003,,,0.288,,+...,246,392,246.0
tgx-221,ctrp_TGX-221,Not Clinically Relevant,,0.287,,0.287,,.+..,247,393,247.0
pha-793887,gdsc_PHA-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",-0.369,0.264,,-0.052,-0.517,-+.-,377,117,247.0
pazopanib,gdsc_Pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.523,0.318,,-0.103,-0.35700000000000004,-+.-,393,101,247.0
temsirolimus,gdsc_Temsirolimus,Not Clinically Relevant,-0.436,0.28800000000000003,,-0.074,-0.462,-+.-,386,109,247.5
bardoxolone methyl,ctrp_bardoxolone methyl,Not Clinically Relevant,,0.287,,0.287,,.+..,248,394,248.0
nvp-231,ctrp_NVP-231,Not Clinically Relevant,,0.287,,0.287,,.+..,249,395,249.0
canertinib,ctrp_canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.272,,-0.272,0.326,.-.+,445,56,250.5
lapatinib,gdsc_Lapatinib,HER2/EGFR inhibitor,-0.33299999999999996,-0.294,-0.29,-0.306,0.84,---++,489,12,250.5
prima-1,ctrp_PRIMA-1,Not Clinically Relevant,,0.287,,0.287,,.+..,251,396,251.0
brd-k45681478,ctrp_BRD-K45681478,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,252,397,252.0
dacarbazine,ctrp_dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.285,,0.285,,.+..,253,398,253.0
brd-a86708339,ctrp_BRD-A86708339,Not Clinically Relevant,,0.285,,0.285,,.+..,254,399,254.0
doxorubicin,gdsc_Doxorubicin,"Topo II inhibitor, DNA intercalator",-0.281,0.29,,0.004,-0.7787499999999999,-+.---,362,148,255.0
ouabain,ctrp_ouabain,Not Clinically Relevant,,0.285,,0.285,,.+..,255,400,255.0
dbeq,ctrp_DBeQ,Not Clinically Relevant,,0.285,,0.285,,.+..,256,401,256.0
cr-1-31b,ctrp_CR-1-31B,Not Clinically Relevant,,0.284,,0.284,,.+..,257,402,257.0
cd-437,ctrp_CD-437,Not Clinically Relevant,,0.284,,0.284,,.+..,258,403,258.0
gant-61,ctrp_GANT-61,Not Clinically Relevant,,0.284,,0.284,,.+..,259,404,259.0
valdecoxib,ctrp_valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.24100000000000002,,-0.241,-0.337,.-.-,419,99,259.0
lovastatin,ctrp_lovastatin,"HMG-CoA reductase inhibitor,",,-0.222,,-0.222,-0.48700000000000004,.-.-,407,111,259.0
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,261,405,261.0
ym-155,ctrp_YM-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,-0.281,,-0.281,0.19399999999999998,.-.+,458,65,261.5
mk-2206,gdsc_MK-2206,Akt1/2/3 inhibitor,-0.345,0.312,,-0.016,-0.838,-+.-,366,157,261.5
sr-ii-138a,ctrp_SR-II-138A,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,262,406,262.0
quizartinib,gdsc_Quizartinib,Flt3 inhibitor,-0.703,0.265,,-0.219,-0.581,-+.-,406,119,262.5
brd-k66453893,ctrp_BRD-K66453893,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,263,407,263.0
silmitasertib,ctrp_silmitasertib,casein kinase 2 inhibitor ,,0.28300000000000003,,0.283,,.+..,264,408,264.0
pf-750,ctrp_PF-750,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,265,409,265.0
bi-2536,gdsc_BI-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.35,0.29100000000000004,,-0.029,-0.878,-+.-,370,162,266.0
crizotinib,gdsc_Crizotinib,"ALK, ROS1 and MET inhibitor",-0.664,0.316,,-0.174,-0.6509999999999999,-+.-,401,132,266.5
linifanib,gdsc_Linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.664,0.287,,-0.189,-0.648,-+.-,402,131,266.5
fluorouracil,ctrp_fluorouracil,antimetabolite,,0.282,,0.282,,.+..,267,410,267.0
cil55a,ctrp_CIL55A,Not Clinically Relevant,,0.282,,0.282,,.+..,268,411,268.0
tamatinib,ctrp_tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.282,,0.282,,.+..,269,412,269.0
semagacestat,ctrp_semagacestat,Notch (gamma secretase) inhibitor,,0.281,,0.281,,.+..,270,413,270.0
vinorelbine,gdsc_Vinorelbine,Not Clinically Relevant,-0.317,,,-0.317,0.58575,-..+++,504,36,270.0
neratinib,ctrp_neratinib,Her2 and EGFR inhibitor,,-0.251,,-0.251,-0.5579999999999999,.-.-,424,118,271.0
tivozanib,gdsc_Tivozanib,VEGFR inhibitor,-0.555,0.325,,-0.115,-0.768,-+.-,396,147,271.5
chm-1,ctrp_CHM-1,Not Clinically Relevant,,0.28,,0.28,,.+..,272,414,272.0
i-bet151,ctrp_I-BET151,Not Clinically Relevant,,0.28,,0.28,,.+..,273,415,273.0
pifithrin-alpha,ctrp_pifithrin-alpha,Not Clinically Relevant,,0.28,,0.28,,.+..,274,416,274.0
simvastatin,ctrp_simvastatin,"HMG-CoA reductase inhibitor,",,-0.272,,-0.272,-0.363,.-.--,446,102,274.0
ku-60019,ctrp_KU-60019,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,275,417,275.0
ci-976,ctrp_CI-976,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,276,418,276.0
brd-k27224038,ctrp_BRD-K27224038,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,277,419,277.0
srt-1720,ctrp_SRT-1720,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,279,420,279.0
cil56,ctrp_CIL56,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,280,421,280.0
narciclasine,ctrp_narciclasine,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,281,422,281.0
vinblastine,gdsc_Vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.317,,,-0.317,0.267,-..++,503,60,281.5
dinaciclib,ctrp_dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.27699999999999997,,0.277,,.+..,282,423,282.0
triptolide,ctrp_triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,-0.268,,-0.268,-0.608,.-.--,440,126,283.0
nakiterpiosin,ctrp_nakiterpiosin,Not Clinically Relevant,,0.276,,0.276,,.+..,283,424,283.0
brd-k96431673,ctrp_BRD-K96431673,Not Clinically Relevant,,0.275,,0.275,,.+..,284,425,284.0
az-3146,ctrp_AZ-3146,Not Clinically Relevant,,0.275,,0.275,,.+..,285,426,285.0
gsk690693,gdsc_GSK690693,Not Clinically Relevant,0.27399999999999997,,,0.274,,+...,286,427,286.0
mk-0752,ctrp_MK-0752,Notch (gamma secretase) inhibitor,,0.27399999999999997,,0.274,,.+..,287,428,287.0
ar-42,gdsc_AR-42,Not Clinically Relevant,0.273,,,0.273,,+...,288,429,288.0
azacitidine,ctrp_azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.301,,-0.301,-0.313,.-.-,481,96,288.5
brd-a94377914,ctrp_BRD-A94377914,Not Clinically Relevant,,0.272,,0.272,,.+..,289,430,289.0
panobinostat,ccle_Panobinostat,HDAC inhibitor,,,-0.309,-0.309,-0.17,..--,495,87,291.0
pf-573228,ctrp_PF-573228,Not Clinically Relevant,,0.272,,0.272,,.+..,291,431,291.0
regorafenib,ctrp_regorafenib,VEGFR2-TIE2 inhibitor ,,0.271,,0.271,,.+..,292,432,292.0
agk-2,ctrp_AGK-2,Not Clinically Relevant,,0.27,,0.27,,.+..,293,433,293.0
cal-101,ctrp_CAL-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.27,,0.27,,.+..,294,434,294.0
phenformin,gdsc_Phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.267,,,-0.267,-0.807,-..-,438,151,294.5
gsk2636771,ctrp_GSK2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.27,,0.27,,.+..,295,435,295.0
3-cl-ahpc,ctrp_3-Cl-AHPC,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,297,436,297.0
procarbazine,ctrp_procarbazine,alkylating agent,,-0.345,,-0.345,0.231,.-.+,534,63,298.5
jq-1,ctrp_JQ-1,Not Clinically Relevant,,0.268,,0.268,,.+..,299,437,299.0
nvp-bsk805,ctrp_NVP-BSK805,Not Clinically Relevant,,0.268,,0.268,,.+..,300,438,300.0
ex-527,ctrp_EX-527,SIRT1 inhibitor,,0.267,,0.267,,.+..,302,439,302.0
cytarabine,gdsc_Cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.34299999999999997,,,-0.343,0.095,-..+,532,75,303.5
cx-5461,gdsc_CX-5461,Not Clinically Relevant,0.267,,,0.267,,+...,304,440,304.0
lenalidomide,cmap_lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.41600000000000004,,,-0.416,0.993,-..+,607,1,304.0
prl-3 inhibitor i,ctrp_PRL-3 inhibitor I,Not Clinically Relevant,,0.266,,0.266,,.+..,305,441,305.0
wz4002,ctrp_WZ4002,Not Clinically Relevant,,0.266,,0.266,,.+..,306,442,306.0
cay10594,ctrp_CAY10594,Not Clinically Relevant,,0.266,,0.266,,.+..,307,443,307.0
cay10603,gdsc_CAY10603,Not Clinically Relevant,0.265,,,0.265,,+...,308,444,308.0
cyanoquinoline 11,ctrp_cyanoquinoline 11,Not Clinically Relevant,,0.265,,0.265,,.+..,310,445,310.0
palmostatin b,ctrp_palmostatin B,Not Clinically Relevant,,0.263,,0.263,,.+..,311,446,311.0
brd-k94991378,ctrp_BRD-K94991378,Not Clinically Relevant,,0.263,,0.263,,.+..,312,447,312.0
brd9876,ctrp_BRD9876,Not Clinically Relevant,,0.262,,0.262,,.+..,313,448,313.0
imatinib,ctrp_imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.278,-0.36700000000000005,,-0.322,-0.51,--.-,511,116,313.5
brd-a02303741,ctrp_BRD-A02303741,Not Clinically Relevant,,0.261,,0.261,,.+..,314,449,314.0
palbociclib,gdsc_Palbociclib,CDK4/6 inhibitor,-0.36,,,-0.36,-0.10099999999999999,-..-,547,82,314.5
sb-743921,ctrp_SB-743921,kinesin spindle protein (KSP) inhibitor,,0.26,,0.26,,.+..,315,450,315.0
abiraterone,ctrp_abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.37200000000000005,,-0.372,0.156,.-.+,564,67,315.5
brd-k01737880,ctrp_BRD-K01737880,Not Clinically Relevant,,0.259,,0.259,,.+..,317,451,317.0
phloretin,ctrp_phloretin,Not Clinically Relevant,,0.259,,0.259,,.+..,318,452,318.0
hbx-41108,ctrp_HBX-41108,Not Clinically Relevant,,0.259,,0.259,,.+..,319,453,319.0
erismodegib,ctrp_erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.322,,-0.322,-0.617,.-.-,510,129,319.5
tosedostat,ctrp_tosedostat,inhibitor of the M1 family of aminopeptidases,,0.258,,0.258,,.+..,320,454,320.0
ml312,ctrp_ML312,Not Clinically Relevant,,0.257,,0.257,,.+..,321,455,321.0
saracatinib,gdsc_Saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.33399999999999996,-0.273,,-0.304,-0.847,--.-,485,158,321.5
