,moa,GDSC,CTRP,CCLE,drug,score,evidence
mk-0752,Notch (gamma secretase) inhibitor,,0.27399999999999997,,ctrp_MK-0752,0.274,.+.
ar-42,Not Clinically Relevant,0.273,,,gdsc_AR-42,0.273,+..
brd-a94377914,Not Clinically Relevant,,0.272,,ctrp_BRD-A94377914,0.272,.+.
topotecan,Topo I inhibitor,,0.33299999999999996,0.212,ccle_Topotecan,0.272,.++
pf-573228,Not Clinically Relevant,,0.272,,ctrp_PF-573228,0.272,.+.
regorafenib,VEGFR2-TIE2 inhibitor ,,0.271,,ctrp_regorafenib,0.271,.+.
gsk2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.27,,ctrp_GSK2636771,0.27,.+.
cal-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.27,,ctrp_CAL-101,0.27,.+.
agk-2,Not Clinically Relevant,,0.27,,ctrp_AGK-2,0.27,.+.
3-cl-ahpc,Not Clinically Relevant,,0.26899999999999996,,ctrp_3-Cl-AHPC,0.269,.+.
fluvastatin,"HMG-CoA reductase inhibitor,",,0.26899999999999996,,ctrp_fluvastatin,0.269,.+.
prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.268,,ctrp_prochlorperazine,0.268,.+.
nvp-bsk805,Not Clinically Relevant,,0.268,,ctrp_NVP-BSK805,0.268,.+.
jq-1,Not Clinically Relevant,,0.268,,ctrp_JQ-1,0.268,.+.
gdc-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.267,,ctrp_GDC-0941,0.267,.+.
ex-527,SIRT1 inhibitor,,0.267,,ctrp_EX-527,0.267,.+.
fulvestrant,selective estrogen receptor degrader (SERD),,0.267,,ctrp_fulvestrant,0.267,.+.
cx-5461,Not Clinically Relevant,0.267,,,gdsc_CX-5461,0.267,+..
cay10594,Not Clinically Relevant,,0.266,,ctrp_CAY10594,0.266,.+.
prl-3 inhibitor i,Not Clinically Relevant,,0.266,,ctrp_PRL-3 inhibitor I,0.266,.+.
wz4002,Not Clinically Relevant,,0.266,,ctrp_WZ4002,0.266,.+.
cay10603,Not Clinically Relevant,0.265,,,gdsc_CAY10603,0.265,+..
dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.265,,ctrp_dexamethasone,0.265,.+.
cyanoquinoline 11,Not Clinically Relevant,,0.265,,ctrp_cyanoquinoline 11,0.265,.+.
palmostatin b,Not Clinically Relevant,,0.263,,ctrp_palmostatin B,0.263,.+.
brd-k94991378,Not Clinically Relevant,,0.263,,ctrp_BRD-K94991378,0.263,.+.
brd9876,Not Clinically Relevant,,0.262,,ctrp_BRD9876,0.262,.+.
brd-a02303741,Not Clinically Relevant,,0.261,,ctrp_BRD-A02303741,0.261,.+.
irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.26,ccle_Irinotecan,0.26,..+
sb-743921,kinesin spindle protein (KSP) inhibitor,,0.26,,ctrp_SB-743921,0.26,.+.
brd-k01737880,Not Clinically Relevant,,0.259,,ctrp_BRD-K01737880,0.259,.+.
phloretin,Not Clinically Relevant,,0.259,,ctrp_phloretin,0.259,.+.
hbx-41108,Not Clinically Relevant,,0.259,,ctrp_HBX-41108,0.259,.+.
tosedostat,inhibitor of the M1 family of aminopeptidases,,0.258,,ctrp_tosedostat,0.258,.+.
ml312,Not Clinically Relevant,,0.257,,ctrp_ML312,0.257,.+.
brd-k78574327,Not Clinically Relevant,,0.257,,ctrp_BRD-K78574327,0.257,.+.
cytochalasin b,Not Clinically Relevant,,0.256,,ctrp_cytochalasin B,0.256,.+.
obatoclax,Not Clinically Relevant,,0.256,,ctrp_obatoclax,0.256,.+.
genentech cpd 10,Not Clinically Relevant,0.255,,,gdsc_Genentech Cpd 10,0.255,+..
tigecycline,antibiotic used to treat a number of bacterial infections,,0.255,,ctrp_tigecycline,0.255,.+.
momelotinib,JAK1 and JAK2 inhibitor,,0.254,,ctrp_momelotinib,0.254,.+.
le-135,Not Clinically Relevant,,0.254,,ctrp_LE-135,0.254,.+.
tw-37,Not Clinically Relevant,,0.253,,ctrp_TW-37,0.253,.+.
bleomycin a2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.253,,ctrp_bleomycin A2,0.253,.+.
leptomycin b,Not Clinically Relevant,,0.253,,ctrp_leptomycin B,0.253,.+.
gw-405833,Not Clinically Relevant,,0.253,,ctrp_GW-405833,0.253,.+.
"1s,3r-rsl-3",Not Clinically Relevant,,0.253,,"ctrp_1S,3R-RSL-3",0.253,.+.
gsk-j4,Not Clinically Relevant,,0.251,,ctrp_GSK-J4,0.251,.+.
at7867,Not Clinically Relevant,,0.251,,ctrp_AT7867,0.251,.+.
wp1130,Not Clinically Relevant,,0.251,,ctrp_WP1130,0.251,.+.
unc0321,Not Clinically Relevant,,0.251,,ctrp_UNC0321,0.251,.+.
mln2480,"TAK-580, pan-Raf kinase inhibitor",,0.249,,ctrp_MLN2480,0.249,.+.
austocystin d,Not Clinically Relevant,,0.249,,ctrp_austocystin D,0.249,.+.
ml210,Not Clinically Relevant,,0.248,,ctrp_ML210,0.248,.+.
gsk525762a,Not Clinically Relevant,,0.248,,ctrp_GSK525762A,0.248,.+.
brd-k41334119,Not Clinically Relevant,,0.247,,ctrp_BRD-K41334119,0.247,.+.
smer-3,Not Clinically Relevant,,0.24600000000000002,,ctrp_SMER-3,0.246,.+.
sirolimus,"rapamycin, mTOR inhibitor",,0.24600000000000002,,ctrp_sirolimus,0.246,.+.
tg-101348,JAK2 inhibitor,,0.245,,ctrp_TG-101348,0.245,.+.
blebbistatin,Not Clinically Relevant,,0.243,,ctrp_blebbistatin,0.243,.+.
brd4132,Not Clinically Relevant,,0.243,,ctrp_BRD4132,0.243,.+.
clofarabine,purine nucleoside antimetabolite,,0.24100000000000002,,ctrp_clofarabine,0.241,.+.
oligomycin a,Not Clinically Relevant,,0.23800000000000002,,ctrp_oligomycin A,0.238,.+.
aew541,Not Clinically Relevant,,,0.237,ccle_AEW541,0.237,..+
myricetin,Not Clinically Relevant,,0.235,,ctrp_myricetin,0.235,.+.
ml320,Not Clinically Relevant,,0.235,,ctrp_ML320,0.235,.+.
ku 0060648,Not Clinically Relevant,,0.233,,ctrp_KU 0060648,0.233,.+.
stemregenin 1,Not Clinically Relevant,,0.225,,ctrp_StemRegenin 1,0.225,.+.
sid 26681509,Not Clinically Relevant,,0.221,,ctrp_SID 26681509,0.221,.+.
neopeltolide,Not Clinically Relevant,,0.191,,ctrp_neopeltolide,0.191,.+.
brd-k30748066,Not Clinically Relevant,,0.179,,ctrp_BRD-K30748066,0.179,.+.
serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.366,0.45299999999999996,,gdsc_Serdemetan,0.043,-+.
etoposide,Topo II inhibitor,-0.24600000000000002,0.313,,gdsc_Etoposide,0.033,-+.
raf265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.249,-0.20600000000000002,ccle_RAF265,0.021,.+-
entinostat,HDAC inhibitor,-0.297,0.313,,gdsc_Entinostat,0.008,-+.
doxorubicin,"Topo II inhibitor, DNA intercalator",-0.281,0.29,,gdsc_Doxorubicin,0.004,-+.
nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.272,-0.285,ccle_Nutlin-3,-0.006,.+-
sn-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.342,0.319,,gdsc_SN-38,-0.012,-+.
olaparib,PARP Inhibitor,-0.431,0.402,,gdsc_Olaparib,-0.014,-+.
mk-2206,Akt1/2/3 inhibitor,-0.345,0.312,,gdsc_MK-2206,-0.016,-+.
tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.41700000000000004,0.375,,gdsc_Tamoxifen,-0.021,-+.
gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.304,0.255,,gdsc_Gemcitabine,-0.024,-+.
azd7762, Chk1 / Chk2 inhibitor,-0.316,0.26899999999999996,,gdsc_AZD7762,-0.024,-+.
bi-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.35,0.29100000000000004,,gdsc_BI-2536,-0.029,-+.
pik-93,Not Clinically Relevant,-0.335,0.27399999999999997,,gdsc_PIK-93,-0.031,-+.
zstk474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.337,0.268,,gdsc_ZSTK474,-0.034,-+.
docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.361,0.27699999999999997,,gdsc_Docetaxel,-0.042,-+.
mg-132,Not Clinically Relevant,-0.38799999999999996,0.299,,gdsc_MG-132,-0.044,-+.
cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.419,0.32,,gdsc_Cabozantinib,-0.049,-+.
bms-345541,Not Clinically Relevant,-0.34700000000000003,0.243,,gdsc_BMS-345541,-0.052,-+.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",-0.369,0.264,,gdsc_PHA-793887,-0.052,-+.
bms-536924,Not Clinically Relevant,-0.41200000000000003,0.309,,gdsc_BMS-536924,-0.052,-+.
piperlongumine,Not Clinically Relevant,-0.397,0.292,,gdsc_Piperlongumine,-0.053,-+.
bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.49700000000000005,0.379,,gdsc_Bexarotene,-0.059,-+.
azd8055,mTOR inhibitor,-0.341,0.222,,gdsc_AZD8055,-0.06,-+.
temozolomide,alkylating agent,-0.423,0.301,,gdsc_Temozolomide,-0.061,-+.
tpca-1,Not Clinically Relevant,-0.391,0.26,,gdsc_TPCA-1,-0.066,-+.
ku-55933,Not Clinically Relevant,-0.446,0.305,,gdsc_KU-55933,-0.07,-+.
nvp-tae684,Not Clinically Relevant,-0.47,0.32799999999999996,,gdsc_NVP-TAE684,-0.071,-+.
temsirolimus,Not Clinically Relevant,-0.436,0.28800000000000003,,gdsc_Temsirolimus,-0.074,-+.
pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.382,0.233,,gdsc_Pevonedistat,-0.074,-+.
sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.462,0.306,,gdsc_Sunitinib,-0.078,-+.
nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.222,0.35200000000000004,-0.364,ccle_Nilotinib,-0.078,-+-
chir-99021,Not Clinically Relevant,-0.419,0.24600000000000002,,gdsc_CHIR-99021,-0.086,-+.
osi-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.45899999999999996,0.275,,gdsc_OSI-930,-0.092,-+.
tretinoin,Retinoid,-0.614,0.426,,gdsc_Tretinoin,-0.094,-+.
pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.523,0.318,,gdsc_Pazopanib,-0.103,-+.
azd6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.49200000000000005,0.275,,gdsc_AZD6482,-0.109,-+.
masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.47600000000000003,0.251,,gdsc_Masitinib,-0.113,-+.
tivozanib,VEGFR inhibitor,-0.555,0.325,,gdsc_Tivozanib,-0.115,-+.
pac-1,Not Clinically Relevant,-0.51,0.275,,gdsc_PAC-1,-0.118,-+.
paclitaxel,disrupts microtubule dynamics,-0.406,0.253,-0.21,gdsc_Paclitaxel,-0.121,-+-
parthenolide,Not Clinically Relevant,-0.5379999999999999,0.293,,gdsc_Parthenolide,-0.122,-+.
sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.5489999999999999,0.304,-0.214,gdsc_Sorafenib,-0.153,-+-
crizotinib,"ALK, ROS1 and MET inhibitor",-0.664,0.316,,gdsc_Crizotinib,-0.174,-+.
linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.664,0.287,,gdsc_Linifanib,-0.189,-+.
bec,Not Clinically Relevant,,-0.20199999999999999,,ctrp_BEC,-0.202,.-.
brd-k71935468,Not Clinically Relevant,,-0.20800000000000002,,ctrp_BRD-K71935468,-0.208,.-.
sns-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,-0.209,,ctrp_SNS-032,-0.209,.-.
quizartinib,Flt3 inhibitor,-0.703,0.265,,gdsc_Quizartinib,-0.219,-+.
lovastatin,"HMG-CoA reductase inhibitor,",,-0.222,,ctrp_lovastatin,-0.222,.-.
brd-k33514849,Not Clinically Relevant,,-0.228,,ctrp_BRD-K33514849,-0.228,.-.
bafilomycin a1,Not Clinically Relevant,,-0.23,,ctrp_bafilomycin A1,-0.23,.-.
thz-2-102-1,Not Clinically Relevant,-0.233,,,gdsc_THZ-2-102-1,-0.233,-..
col-3,matrix metalloproteinase (MMP) inhibitor,,-0.233,,ctrp_COL-3,-0.233,.-.
brefeldin a,Not Clinically Relevant,,-0.23399999999999999,,ctrp_brefeldin A,-0.234,.-.
mitomycin-c,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",-0.235,,,gdsc_Mitomycin-C,-0.235,-..
brd-k97651142,Not Clinically Relevant,,-0.235,,ctrp_BRD-K97651142,-0.235,.-.
pd-0332991,CDK4/6 inhibitor,,,-0.235,ccle_PD-0332991,-0.235,..-
methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",-0.28300000000000003,-0.18899999999999997,,gdsc_Methotrexate,-0.236,--.
tae684,Not Clinically Relevant,,,-0.237,ccle_TAE684,-0.237,..-
tki258,Not Clinically Relevant,,,-0.239,ccle_TKI258,-0.239,..-
valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.24100000000000002,,ctrp_valdecoxib,-0.241,.-.
vandetanib,"VEGFR, EGFR and RET inhibitor",,-0.242,,ctrp_vandetanib,-0.242,.-.
mln2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,-0.24600000000000002,,ctrp_MLN2238,-0.246,.-.
ql-xii-47,Not Clinically Relevant,-0.24600000000000002,,,gdsc_QL-XII-47,-0.246,-..
brd8958,Not Clinically Relevant,,-0.247,,ctrp_BRD8958,-0.247,.-.
neratinib,Her2 and EGFR inhibitor,,-0.251,,ctrp_neratinib,-0.251,.-.
azd0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.251,ccle_AZD0530,-0.251,..-
sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",-0.255,,,gdsc_Sepantronium bromide,-0.255,-..
brd-k09344309,Not Clinically Relevant,,-0.256,,ctrp_BRD-K09344309,-0.256,.-.
dacinostat,Not Clinically Relevant,-0.257,,,gdsc_Dacinostat,-0.257,-..
brd-k63431240,Not Clinically Relevant,,-0.258,,ctrp_BRD-K63431240,-0.258,.-.
snx-2112,Not Clinically Relevant,-0.293,-0.225,,gdsc_SNX-2112,-0.259,--.
cudc-101,Not Clinically Relevant,-0.26,,,gdsc_CUDC-101,-0.26,-..
brd-k14844214,Not Clinically Relevant,,-0.26,,ctrp_BRD-K14844214,-0.26,.-.
betulinic acid,Not Clinically Relevant,,-0.262,,ctrp_betulinic acid,-0.262,.-.
khs101,Not Clinically Relevant,,-0.263,,ctrp_KHS101,-0.263,.-.
tw 37,Not Clinically Relevant,-0.265,,,gdsc_TW 37,-0.265,-..
spautin-1,Not Clinically Relevant,,-0.266,,ctrp_spautin-1,-0.266,.-.
wiki4,Not Clinically Relevant,-0.266,,,gdsc_WIKI4,-0.266,-..
phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.267,,,gdsc_Phenformin,-0.267,-..
zd-6474,"VEGFR, EGFR and RET inhibitor",,,-0.267,ccle_ZD-6474,-0.267,..-
ng-25,Not Clinically Relevant,-0.268,,,gdsc_NG-25,-0.268,-..
triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,-0.268,,ctrp_triptolide,-0.268,.-.
azd7545,Not Clinically Relevant,,-0.26899999999999996,,ctrp_AZD7545,-0.269,.-.
cp466722,Not Clinically Relevant,-0.26899999999999996,,,gdsc_CP466722,-0.269,-..
17-aag,Not Clinically Relevant,,,-0.271,ccle_17-AAG,-0.271,..-
canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.272,,ctrp_canertinib,-0.272,.-.
simvastatin,"HMG-CoA reductase inhibitor,",,-0.272,,ctrp_simvastatin,-0.272,.-.
ipa-3,Not Clinically Relevant,-0.273,,,gdsc_IPA-3,-0.273,-..
5-fluorouracil,antimetabolite,-0.273,,,gdsc_5-Fluorouracil,-0.273,-..
wz8040,Not Clinically Relevant,,-0.27399999999999997,,ctrp_WZ8040,-0.274,.-.
pyrazolanthrone,Not Clinically Relevant,,-0.275,,ctrp_pyrazolanthrone,-0.275,.-.
jq1,Not Clinically Relevant,-0.275,,,gdsc_JQ1,-0.275,-..
sb590885,Not Clinically Relevant,-0.278,,,gdsc_SB590885,-0.278,-..
pd-0325901,Not Clinically Relevant,,,-0.27899999999999997,ccle_PD-0325901,-0.279,..-
ml258,Not Clinically Relevant,,-0.28,,ctrp_ML258,-0.28,.-.
brd-k48477130,Not Clinically Relevant,,-0.28,,ctrp_BRD-K48477130,-0.28,.-.
brd-k48334597,Not Clinically Relevant,,-0.28,,ctrp_BRD-K48334597,-0.28,.-.
tl-1-85,Not Clinically Relevant,-0.28,,,gdsc_TL-1-85,-0.28,-..
ym-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,-0.281,,ctrp_YM-155,-0.281,.-.
pf2341066,"ALK, ROS1 and MET inhibitor",,,-0.281,ccle_PF2341066,-0.281,..-
c6-ceramide,Not Clinically Relevant,,-0.28300000000000003,,ctrp_C6-ceramide,-0.283,.-.
brd-a05715709,Not Clinically Relevant,,-0.28300000000000003,,ctrp_BRD-A05715709,-0.283,.-.
ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,-0.284,,ctrp_ifosfamide,-0.284,.-.
pluripotin,Not Clinically Relevant,,-0.285,,ctrp_pluripotin,-0.285,.-.
avicin d,Not Clinically Relevant,,-0.28600000000000003,,ctrp_avicin D,-0.286,.-.
dmog,Not Clinically Relevant,-0.29,,,gdsc_DMOG,-0.29,-..
cid-5951923,Not Clinically Relevant,,-0.29100000000000004,,ctrp_CID-5951923,-0.291,.-.
sj-172550,Not Clinically Relevant,,-0.29100000000000004,,ctrp_SJ-172550,-0.291,.-.
jw-7-24-1,Not Clinically Relevant,-0.29100000000000004,,,gdsc_JW-7-24-1,-0.291,-..
brd-k55116708,Not Clinically Relevant,,-0.294,,ctrp_BRD-K55116708,-0.294,.-.
camptothecin,Not Clinically Relevant,-0.295,,,gdsc_Camptothecin,-0.295,-..
brd-k64610608,Not Clinically Relevant,,-0.297,,ctrp_BRD-K64610608,-0.297,.-.
brd-k27986637,Not Clinically Relevant,,-0.297,,ctrp_BRD-K27986637,-0.297,.-.
plx4720,Not Clinically Relevant,,,-0.297,ccle_PLX4720,-0.297,..-
aa-cocf3,Not Clinically Relevant,,-0.297,,ctrp_AA-COCF3,-0.297,.-.
elesclomol,Not Clinically Relevant,-0.298,,,gdsc_Elesclomol,-0.298,-..
epothilone b,Not Clinically Relevant,-0.3,,,gdsc_Epothilone B,-0.3,-..
gdc-0879,Not Clinically Relevant,,-0.3,,ctrp_GDC-0879,-0.3,.-.
gsk650394,Not Clinically Relevant,-0.3,,,gdsc_GSK650394,-0.3,-..
bx796,Not Clinically Relevant,-0.301,,,gdsc_BX796,-0.301,-..
npc-26,Not Clinically Relevant,,-0.301,,ctrp_NPC-26,-0.301,.-.
azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.301,,ctrp_azacitidine,-0.301,.-.
azd6244,MEK1 inhibitor,,,-0.302,ccle_AZD6244,-0.302,..-
thz-2-49,Not Clinically Relevant,-0.304,,,gdsc_THZ-2-49,-0.304,-..
bay-61-3606,Not Clinically Relevant,-0.304,,,gdsc_BAY-61-3606,-0.304,-..
saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.33399999999999996,-0.273,,gdsc_Saracatinib,-0.304,--.
l-685458,Not Clinically Relevant,,-0.33799999999999997,-0.26899999999999996,ctrp_L-685458,-0.304,.--
brd-k71781559,Not Clinically Relevant,,-0.304,,ctrp_BRD-K71781559,-0.304,.-.
ver-155008,Not Clinically Relevant,,-0.304,,ctrp_VER-155008,-0.304,.-.
lapatinib,HER2/EGFR inhibitor,-0.33299999999999996,-0.294,-0.29,gdsc_Lapatinib,-0.306,---
fumonisin b1,Not Clinically Relevant,,-0.306,,ctrp_fumonisin B1,-0.306,.-.
way-362450,Not Clinically Relevant,,-0.307,,ctrp_WAY-362450,-0.307,.-.
myriocin,Not Clinically Relevant,,-0.308,,ctrp_myriocin,-0.308,.-.
lestauritinib,Not Clinically Relevant,-0.308,,,gdsc_Lestauritinib,-0.308,-..
brd-k96970199,Not Clinically Relevant,,-0.309,,ctrp_BRD-K96970199,-0.309,.-.
panobinostat,HDAC inhibitor,,,-0.309,ccle_Panobinostat,-0.309,..-
bcl-lzh-4,Not Clinically Relevant,,-0.309,,ctrp_BCL-LZH-4,-0.309,.-.
vu0155056,Not Clinically Relevant,,-0.311,,ctrp_VU0155056,-0.311,.-.
nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.312,,ctrp_nelarabine,-0.312,.-.
ml334 diastereomer,Not Clinically Relevant,,-0.312,,ctrp_ML334 diastereomer,-0.312,.-.
zg-10,Not Clinically Relevant,-0.312,,,gdsc_ZG-10,-0.312,-..
a-804598,Not Clinically Relevant,,-0.316,,ctrp_A-804598,-0.316,.-.
yk-4-279,Not Clinically Relevant,-0.316,,,gdsc_YK-4-279,-0.316,-..
vinorelbine,Not Clinically Relevant,-0.317,,,gdsc_Vinorelbine,-0.317,-..
vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.317,,,gdsc_Vinblastine,-0.317,-..
mi-1,Not Clinically Relevant,,-0.319,,ctrp_MI-1,-0.319,.-.
vaf-347,Not Clinically Relevant,,-0.319,,ctrp_VAF-347,-0.319,.-.
n9-isopropylolomoucine,Not Clinically Relevant,,-0.319,,ctrp_N9-isopropylolomoucine,-0.319,.-.
at13387,Selective potent Hsp90 inhibitor,,-0.32,,ctrp_AT13387,-0.32,.-.
brd-k29086754,Not Clinically Relevant,,-0.322,,ctrp_BRD-K29086754,-0.322,.-.
erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.322,,ctrp_erismodegib,-0.322,.-.
imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.278,-0.36700000000000005,,ctrp_imatinib,-0.322,--.
fedratinib,JAK2 inhibitor,-0.322,,,gdsc_Fedratinib,-0.322,-..
omipalisib,Not Clinically Relevant,-0.32299999999999995,,,gdsc_Omipalisib,-0.323,-..
pd318088,Not Clinically Relevant,,-0.32299999999999995,,ctrp_PD318088,-0.323,.-.
i-bet-762,Not Clinically Relevant,-0.324,,,gdsc_I-BET-762,-0.324,-..
pfi-1,Not Clinically Relevant,-0.325,,,gdsc_PFI-1,-0.325,-..
gw843682x,Not Clinically Relevant,-0.325,,,gdsc_GW843682X,-0.325,-..
at-7519,Not Clinically Relevant,-0.327,,,gdsc_AT-7519,-0.327,-..
hg-5-113-01,Not Clinically Relevant,-0.32899999999999996,,,gdsc_HG-5-113-01,-0.329,-..
gsk4112,Not Clinically Relevant,,-0.32899999999999996,,ctrp_GSK4112,-0.329,.-.
pf-543,Not Clinically Relevant,,-0.33,,ctrp_PF-543,-0.33,.-.
osu-03012,Not Clinically Relevant,-0.331,,,gdsc_OSU-03012,-0.331,-..
brd-k33199242,Not Clinically Relevant,,-0.331,,ctrp_BRD-K33199242,-0.331,.-.
brd-k50799972,Not Clinically Relevant,,-0.331,,ctrp_BRD-K50799972,-0.331,.-.
kin001-244,Not Clinically Relevant,-0.332,,,gdsc_KIN001-244,-0.332,-..
as605240,Not Clinically Relevant,-0.332,,,gdsc_AS605240,-0.332,-..
seliciclib,Not Clinically Relevant,-0.335,,,gdsc_Seliciclib,-0.335,-..
sr8278,Not Clinically Relevant,,-0.337,,ctrp_SR8278,-0.337,.-.
brd-k16147474,Not Clinically Relevant,,-0.337,,ctrp_BRD-K16147474,-0.337,.-.
sgc0946,Not Clinically Relevant,-0.33899999999999997,,,gdsc_SGC0946,-0.339,-..
ipr-456,Not Clinically Relevant,,-0.34,,ctrp_IPR-456,-0.34,.-.
cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.34299999999999997,,,gdsc_Cytarabine,-0.343,-..
ibrutinib,BTK kinase inhibitor,,-0.344,,ctrp_ibrutinib,-0.344,.-.
procarbazine,alkylating agent,,-0.345,,ctrp_procarbazine,-0.345,.-.
bortezomib,proteasome inhibitor (Velcade),-0.45799999999999996,-0.233,,gdsc_Bortezomib,-0.346,--.
jq12,Not Clinically Relevant,-0.34600000000000003,,,gdsc_JQ12,-0.346,-..
cmk,Not Clinically Relevant,-0.34700000000000003,,,gdsc_CMK,-0.347,-..
bleomycin,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",-0.34700000000000003,,,gdsc_Bleomycin,-0.347,-..
pd0325901,Not Clinically Relevant,-0.34700000000000003,,,gdsc_PD0325901,-0.347,-..
pyrimethamine,Not Clinically Relevant,-0.349,,,gdsc_Pyrimethamine,-0.349,-..
xmd8-92,Not Clinically Relevant,-0.35,,,gdsc_XMD8-92,-0.35,-..
cct-018159,Not Clinically Relevant,-0.353,,,gdsc_CCT-018159,-0.353,-..
pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.354,,,gdsc_Pictilisib,-0.354,-..
shikonin,Not Clinically Relevant,-0.358,,,gdsc_Shikonin,-0.358,-..
embelin,Not Clinically Relevant,-0.359,,,gdsc_Embelin,-0.359,-..
palbociclib,CDK4/6 inhibitor,-0.36,,,gdsc_Palbociclib,-0.36,-..
brd-k09587429,Not Clinically Relevant,,-0.36,,ctrp_BRD-K09587429,-0.36,.-.
veliparib,PARP inhibitor.,-0.445,-0.27699999999999997,,gdsc_Veliparib,-0.361,--.
brd-k19103580,Not Clinically Relevant,,-0.36200000000000004,,ctrp_BRD-K19103580,-0.362,.-.
s-trityl-l-cysteine,Not Clinically Relevant,-0.36200000000000004,,,gdsc_S-Trityl-L-cysteine,-0.362,-..
erlotinib,EGFR inhibitor (Tarceva),-0.341,-0.42,-0.324,ctrp_erlotinib,-0.362,---
zibotentan,Not Clinically Relevant,-0.363,,,gdsc_Zibotentan,-0.363,-..
cisplatin,Not Clinically Relevant,-0.364,,,gdsc_Cisplatin,-0.364,-..
ic-87114,Not Clinically Relevant,,-0.364,,ctrp_IC-87114,-0.364,.-.
brd9647,Not Clinically Relevant,,-0.365,,ctrp_BRD9647,-0.365,.-.
ponatinib,Bcr-abl inhibitor,-0.366,,,gdsc_Ponatinib,-0.366,-..
bleomycin (50 um),Not Clinically Relevant,-0.36700000000000005,,,gdsc_Bleomycin (50 uM),-0.367,-..
