,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
gsk-3 inhibitor ix,ctrp_GSK-3 inhibitor IX,Not Clinically Relevant,,0.292,,0.292,,.+..,153,310,153.0
birb-796,ctrp_BIRB-796,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,154,311,154.0
hc-067047,ctrp_HC-067047,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,155,312,155.0
thalidomide,ctrp_thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.255,,0.255,0.391,.+.+,258,53,155.5
pyr-41,ctrp_PYR-41,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,156,313,156.0
metformin,cmap_metformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,,,,,-0.9009999999999999,...-,737,157,157.0
pitstop2,ctrp_pitstop2,Not Clinically Relevant,,0.29,,0.29,,.+..,157,314,157.0
propranolol,cmap_propranolol,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity",,,,,-0.9009999999999999,...-,738,158,158.0
etoposide,gdsc_Etoposide,Topo II inhibitor,0.195,0.28300000000000003,,0.239,0.8205,++.++,300,16,158.0
azd-8055,cmap_azd-8055,mTOR inhibitor,,,,,-0.9079999999999999,...-,739,159,159.0
brd-k66532283,ctrp_BRD-K66532283,Not Clinically Relevant,,0.29,,0.29,,.+..,160,315,160.0
niclosamide,ctrp_niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.265,,0.265,-0.14300000000000002,.+.-,232,88,160.0
cyclophosphamide,ctrp_cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.276,,0.276,-0.55,.+.-,198,123,160.5
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,162,316,162.0
brd-k41334119,ctrp_BRD-K41334119,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,163,317,163.0
unc0638,ctrp_UNC0638,Not Clinically Relevant,0.29100000000000004,0.285,,0.288,,++..,164,318,164.0
letrozole,cmap_letrozole,"nonsteroidal aromatase inhibitor, prevents estrogen production, used for breast cancer",,,,,-0.93,...-,740,165,165.0
ku-0063794,ctrp_KU-0063794,Not Clinically Relevant,,0.287,,0.287,,.+..,166,319,166.0
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.287,,0.287,,.+..,167,320,167.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.287,,0.287,,.+..,168,321,168.0
apicidin,ctrp_apicidin,Not Clinically Relevant,,0.287,,0.287,,.+..,169,322,169.0
camptothecin,gdsc_Camptothecin,Not Clinically Relevant,0.285,,,0.285,,+...,170,323,170.0
gsk-1059615,cmap_gsk-1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,,,,-0.9540000000000001,...-,741,171,171.0
i-bet-762,gdsc_I-BET-762,Not Clinically Relevant,0.285,,,0.285,,+...,171,324,171.0
vincristine,ctrp_vincristine,"binds tubulin, disrupts microtubule dynamics",,0.252,,0.252,0.12475000000000006,.+.++-,267,76,171.5
ml083,ctrp_ML083,Not Clinically Relevant,,0.285,,0.285,,.+..,172,325,172.0
azd-7762,cmap_azd-7762, Chk1 / Chk2 inhibitor,,,,,-0.966,...-,742,172,172.0
zstk-474,cmap_zstk-474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",,,,,-0.9740000000000001,...-,743,173,173.0
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.285,,0.285,,.+..,173,326,173.0
isoevodiamine,ctrp_isoevodiamine,Not Clinically Relevant,,0.284,,0.284,,.+..,174,327,174.0
fulvestrant,ctrp_fulvestrant,selective estrogen receptor degrader (SERD),,0.24,,0.24,0.3855,.+.++,294,55,174.5
brd-k90370028,ctrp_BRD-K90370028,Not Clinically Relevant,,0.284,,0.284,,.+..,175,328,175.0
tgx-221,ctrp_TGX-221,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,177,329,177.0
n9-isopropylolomoucine,ctrp_N9-isopropylolomoucine,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,178,330,178.0
sb-225002,ctrp_SB-225002,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,180,331,180.0
simvastatin,ctrp_simvastatin,"HMG-CoA reductase inhibitor,",,0.254,,0.254,-0.331,.+.--,262,99,180.5
cil70,ctrp_CIL70,Not Clinically Relevant,,0.282,,0.282,,.+..,181,332,181.0
pha-793887,ctrp_PHA-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.29,0.222,,0.256,-0.436,++.-,254,109,181.5
brd-k80183349,ctrp_BRD-K80183349,Not Clinically Relevant,,0.282,,0.282,,.+..,182,333,182.0
dexamethasone,ctrp_dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.24100000000000002,,0.241,0.14909374999999997,.+.+++++-,293,73,183.0
brd-k34099515,ctrp_BRD-K34099515,Not Clinically Relevant,,0.281,,0.281,,.+..,184,334,184.0
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.22399999999999998,,0.224,0.561,.+.+,333,35,184.0
brd-k37390332,ctrp_BRD-K37390332,Not Clinically Relevant,,0.28,,0.28,,.+..,185,335,185.0
ly-2157299,ctrp_LY-2157299,Not Clinically Relevant,,0.28,,0.28,,.+..,186,336,186.0
ml031,ctrp_ML031,Not Clinically Relevant,,0.28,,0.28,,.+..,187,337,187.0
importazole,ctrp_importazole,Not Clinically Relevant,,0.28,,0.28,,.+..,188,338,188.0
hli 373,ctrp_HLI 373,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,189,339,189.0
brd-k85133207,ctrp_BRD-K85133207,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,190,340,190.0
brd-k78574327,ctrp_BRD-K78574327,Not Clinically Relevant,,0.278,,0.278,,.+..,191,341,191.0
npc-26,ctrp_NPC-26,Not Clinically Relevant,,0.278,,0.278,,.+..,192,342,192.0
fluvastatin,ctrp_fluvastatin,"HMG-CoA reductase inhibitor,",,0.265,,0.265,-0.893,.+.-,231,155,193.0
cay10603,gdsc_CAY10603,Not Clinically Relevant,0.278,,,0.278,,+...,193,343,193.0
nsc-207895,gdsc_NSC-207895,Not Clinically Relevant,0.278,,,0.278,,+...,194,344,194.0
mps-1-in-1,gdsc_MPS-1-IN-1,Not Clinically Relevant,0.278,,,0.278,,+...,195,345,195.0
ku-60019,ctrp_KU-60019,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,196,346,196.0
curcumin,ctrp_curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.248,,0.248,-0.47100000000000003,.+.-,279,113,196.0
dacarbazine,ctrp_dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.27699999999999997,,0.277,,.+..,197,347,197.0
semagacestat,ctrp_semagacestat,Notch (gamma secretase) inhibitor,,0.276,,0.276,,.+..,199,348,199.0
ceranib-2,ctrp_ceranib-2,Not Clinically Relevant,,0.276,,0.276,,.+..,200,349,200.0
ml312,ctrp_ML312,Not Clinically Relevant,,0.276,,0.276,,.+..,201,350,201.0
ym-155,ctrp_YM-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.225,,0.225,0.165,.+.+,330,72,201.0
daporinad,ctrp_daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.358,0.19399999999999998,,0.276,,++..,202,351,202.0
wz3105,gdsc_WZ3105,Not Clinically Relevant,0.275,,,0.275,,+...,203,352,203.0
ciclopirox,ctrp_ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.275,,0.275,,.+..,204,353,204.0
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,205,354,205.0
temozolomide,gdsc_Temozolomide,alkylating agent,-0.381,0.273,,-0.054,0.915,-+.+,399,12,205.5
methotrexate,ctrp_methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.242,-0.17800000000000002,,0.032,0.608,+-.+,380,31,205.5
obatoclax,ctrp_obatoclax,Not Clinically Relevant,,0.212,,0.212,0.38299999999999995,.+.+,355,56,205.5
vx-680,ctrp_VX-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.27399999999999997,,0.274,,.+..,206,355,206.0
cytochalasin b,ctrp_cytochalasin B,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,207,356,207.0
serdemetan,gdsc_Serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.324,0.377,,0.026,0.5710000000000001,-+.+,381,34,207.5
gw-843682x,ctrp_GW-843682X,Not Clinically Relevant,,0.273,,0.273,,.+..,208,357,208.0
bix-01294,ctrp_BIX-01294,Not Clinically Relevant,,0.273,,0.273,,.+..,209,358,209.0
tg-101348,ctrp_TG-101348,JAK2 inhibitor,,0.23199999999999998,,0.232,-0.401,.+.-,314,105,209.5
yk 4-279,ctrp_YK 4-279,Not Clinically Relevant,,0.273,,0.273,,.+..,210,359,210.0
manumycin a,ctrp_manumycin A,Not Clinically Relevant,,0.273,,0.273,,.+..,211,360,211.0
erastin,ctrp_erastin,Not Clinically Relevant,,0.273,,0.273,,.+..,212,361,212.0
cal-101,ctrp_CAL-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.273,,0.273,,.+..,213,362,213.0
pifithrin-alpha,ctrp_pifithrin-alpha,Not Clinically Relevant,,0.272,,0.272,,.+..,214,363,214.0
isox,ctrp_ISOX,Not Clinically Relevant,,0.271,,0.271,,.+..,215,364,215.0
genentech cpd 10,gdsc_Genentech Cpd 10,Not Clinically Relevant,0.271,,,0.271,,+...,216,365,216.0
ar-42,gdsc_AR-42,Not Clinically Relevant,0.27,,,0.27,,+...,217,366,217.0
ly-2183240,ctrp_LY-2183240,Not Clinically Relevant,,0.27,,0.27,,.+..,219,367,219.0
osi-027,ctrp_OSI-027,Not Clinically Relevant,0.262,0.24100000000000002,,0.252,-0.953,++.-,269,170,219.5
cx-5461,gdsc_CX-5461,Not Clinically Relevant,0.27,,,0.27,,+...,220,368,220.0
kin001-244,gdsc_KIN001-244,Not Clinically Relevant,0.27,,,0.27,,+...,221,369,221.0
prochlorperazine,ctrp_prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.23,,0.23,-0.546,.+.-,321,122,221.5
gant-61,ctrp_GANT-61,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,222,370,222.0
gemcitabine,gdsc_Gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.22699999999999998,0.23,,0.002,0.324,-+.+,384,62,223.0
bax channel blocker,ctrp_Bax channel blocker,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,223,371,223.0
pik-93,gdsc_PIK-93,Not Clinically Relevant,0.267,0.26899999999999996,,0.268,,++..,224,372,224.0
mitomycin-c,gdsc_Mitomycin-C,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.2,,,0.2,0.0019999999999999463,+..+-,367,82,224.5
momelotinib,ctrp_momelotinib,JAK1 and JAK2 inhibitor,,0.267,,0.267,,.+..,225,373,225.0
tretinoin,gdsc_Tretinoin,Retinoid,-0.529,0.36700000000000005,,-0.081,0.5149999999999999,-+.++,409,41,225.0
kpt185,ctrp_KPT185,Not Clinically Relevant,,0.267,,0.267,,.+..,226,374,226.0
prl-3 inhibitor i,ctrp_PRL-3 inhibitor I,Not Clinically Relevant,,0.267,,0.267,,.+..,227,375,227.0
mk-1775,ctrp_MK-1775,Wee1 kinase inhibitor,,0.21899999999999997,,0.219,-0.439,.+.-,345,111,228.0
brd-k17060750,ctrp_BRD-K17060750,Not Clinically Relevant,,0.267,,0.267,,.+..,228,376,228.0
ko-143,ctrp_Ko-143,Not Clinically Relevant,,0.266,,0.266,,.+..,229,377,229.0
brd-k34222889,ctrp_BRD-K34222889,Not Clinically Relevant,,0.265,,0.265,,.+..,230,378,230.0
tamoxifen,gdsc_Tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.349,0.316,,-0.016,0.12600000000000003,-+.++-,387,75,231.0
brd-k96431673,ctrp_BRD-K96431673,Not Clinically Relevant,,0.264,,0.264,,.+..,233,379,233.0
purmorphamine,ctrp_purmorphamine,Not Clinically Relevant,,0.264,,0.264,,.+..,234,380,234.0
gdc-0941,ctrp_GDC-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.237,,0.237,-0.9259999999999999,.+.-,306,164,235.0
vu0155056,ctrp_VU0155056,Not Clinically Relevant,,0.263,,0.263,,.+..,235,381,235.0
r428,ctrp_R428,Not Clinically Relevant,,0.262,,0.262,,.+..,236,382,236.0
irinotecan,ccle_Irinotecan,"aka CPT-11, inhibitor of Topo I",,,-0.243,-0.243,0.805,..-+,455,19,237.0
su11274,ctrp_SU11274,Not Clinically Relevant,,0.262,,0.262,,.+..,237,383,237.0
fqi-1,ctrp_FQI-1,Not Clinically Relevant,,0.261,,0.261,,.+..,238,384,238.0
sorafenib,gdsc_Sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.45799999999999996,0.26899999999999996,-0.22899999999999998,-0.139,0.31900000000000006,-+-+-,414,63,238.5
cd-1530,ctrp_CD-1530,Not Clinically Relevant,,0.26,,0.26,,.+..,239,385,239.0
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.26,,0.26,,.+..,240,386,240.0
agk-2,ctrp_AGK-2,Not Clinically Relevant,,0.26,,0.26,,.+..,241,387,241.0
valdecoxib,ctrp_valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.23,,-0.23,0.42,.-.+,434,50,242.0
vinorelbine,gdsc_Vinorelbine,Not Clinically Relevant,-0.237,,,-0.237,0.5529999999999999,-..+++,447,37,242.0
sunitinib,gdsc_Sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.395,0.29600000000000004,,-0.049,-0.12450000000000003,-+.+-,397,87,242.0
blebbistatin,ctrp_blebbistatin,Not Clinically Relevant,,0.26,,0.26,,.+..,242,388,242.0
alvocidib,ctrp_alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.218,,0.218,-0.703,.+.-,346,138,242.0
zm447439,gdsc_ZM447439,Not Clinically Relevant,0.259,,,0.259,,+...,243,389,243.0
docetaxel,gdsc_Docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.314,0.215,,-0.05,-0.2025,-+.+-,398,90,244.0
jw-7-24-1,gdsc_JW-7-24-1,Not Clinically Relevant,0.259,,,0.259,,+...,244,390,244.0
gmx-1778,ctrp_GMX-1778,Not Clinically Relevant,,0.258,,0.258,,.+..,245,391,245.0
nvp-bez235,ctrp_NVP-BEZ235,PI3K/mTOR inhibitor,,0.22699999999999998,,0.227,-0.9390000000000001,.+.-,324,167,245.5
tamatinib,ctrp_tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.258,,0.258,,.+..,246,392,246.0
topotecan,ccle_Topotecan,Topo I inhibitor,,0.28800000000000003,-0.18100000000000002,0.054,-0.476,.+---,378,114,246.0
qw-bi-011,ctrp_QW-BI-011,Not Clinically Relevant,,0.258,,0.258,,.+..,247,393,247.0
nilotinib,ccle_Nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.2,0.34,-0.34700000000000003,-0.069,-0.276,-+--,403,94,248.5
pi-103,gdsc_PI-103,Not Clinically Relevant,0.209,0.307,,0.258,,++..,249,394,249.0
sirolimus,ctrp_sirolimus,"rapamycin, mTOR inhibitor",,0.204,,0.204,-0.6524375,.+.+----,364,134,249.0
bi-2536,gdsc_BI-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.28,0.23,,-0.025,-0.436,-+.-,390,110,250.0
gsk1059615,ctrp_GSK1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.257,,0.257,,.+..,250,395,250.0
ruxolitinib,ctrp_ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",0.672,-0.35,,0.161,-0.579,+-.-,376,125,250.5
tigecycline,ctrp_tigecycline,antibiotic used to treat a number of bacterial infections,,0.257,,0.257,,.+..,251,396,251.0
lapatinib,gdsc_Lapatinib,HER2/EGFR inhibitor,-0.301,-0.272,-0.248,-0.274,0.9525,---++,498,6,252.0
rigosertib,ctrp_rigosertib,"ON-01910, Plk-1 inhibitor",,0.256,,0.256,,.+..,252,397,252.0
bleomycin a2,ctrp_bleomycin A2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.256,,0.256,,.+..,253,398,253.0
doxorubicin,gdsc_Doxorubicin,"Topo II inhibitor, DNA intercalator",-0.22699999999999998,0.257,,0.015,-0.58125,-+.---,383,126,254.5
pazopanib,gdsc_Pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.46299999999999997,0.309,,-0.077,-0.389,-+.-,406,104,255.0
tipifarnib-p2,ctrp_tipifarnib-P2,Not Clinically Relevant,,0.256,,0.256,,.+..,255,399,255.0
ch-55,ctrp_Ch-55,Not Clinically Relevant,,0.255,,0.255,,.+..,256,400,256.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.255,,0.255,,.+..,257,401,257.0
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.255,,0.255,,.+..,259,402,259.0
brd1812,ctrp_BRD1812,Not Clinically Relevant,,0.254,,0.254,,.+..,260,403,260.0
etp-46464,ctrp_ETP-46464,Not Clinically Relevant,,0.254,,0.254,,.+..,261,404,261.0
silmitasertib,ctrp_silmitasertib,casein kinase 2 inhibitor ,,0.254,,0.254,,.+..,263,405,263.0
fqi-2,ctrp_FQI-2,Not Clinically Relevant,,0.253,,0.253,,.+..,264,406,264.0
paclitaxel,gdsc_Paclitaxel,disrupts microtubule dynamics,-0.34700000000000003,0.228,-0.22,-0.113,-0.505,-+---,413,116,264.5
lovastatin,ctrp_lovastatin,"HMG-CoA reductase inhibitor,",,0.204,,0.204,-0.937,.+.-,363,166,264.5
brd-k35604418,ctrp_BRD-K35604418,Not Clinically Relevant,,0.253,,0.253,,.+..,265,407,265.0
entinostat,ctrp_entinostat,HDAC inhibitor,0.272,-0.271,,0.001,-0.759,+-.-,386,145,265.5
brd-k14844214,ctrp_BRD-K14844214,Not Clinically Relevant,,0.253,,0.253,,.+..,266,408,266.0
canertinib,ctrp_canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.258,,-0.258,0.34600000000000003,.-.+,473,60,266.5
crizotinib,gdsc_Crizotinib,"ALK, ROS1 and MET inhibitor",-0.563,0.261,,-0.151,-0.534,-+.-,415,120,267.5
kx2-391,ctrp_KX2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.252,,0.252,,.+..,268,409,268.0
mk-2206,gdsc_MK-2206,Akt1/2/3 inhibitor,-0.28600000000000003,0.29,,0.002,-0.885,-+.-,385,153,269.0
b02,ctrp_B02,Not Clinically Relevant,,0.252,,0.252,,.+..,270,410,270.0
gsk461364,ctrp_GSK461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.252,,0.252,,.+..,271,411,271.0
mitomycin,ctrp_mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.25,,0.25,,.+..,272,412,272.0
cerulenin,ctrp_cerulenin,Not Clinically Relevant,,0.25,,0.25,,.+..,273,413,273.0
brd-k70511574,ctrp_BRD-K70511574,Not Clinically Relevant,,0.25,,0.25,,.+..,274,414,274.0
am-580,ctrp_AM-580,Not Clinically Relevant,,0.249,,0.249,,.+..,275,415,275.0
3-cl-ahpc,ctrp_3-Cl-AHPC,Not Clinically Relevant,,0.249,,0.249,,.+..,276,416,276.0
gsk2636771,ctrp_GSK2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.249,,0.249,,.+..,277,417,277.0
brd-k66453893,ctrp_BRD-K66453893,Not Clinically Relevant,,0.248,,0.248,,.+..,278,418,278.0
decitabine,ctrp_decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,-0.272,,-0.272,0.285,.-.+,493,65,279.0
at7867,ctrp_AT7867,Not Clinically Relevant,,0.247,,0.247,,.+..,280,419,280.0
vinblastine,gdsc_Vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.272,,,-0.272,0.201,-..+-,492,70,281.0
cp466722,gdsc_CP466722,Not Clinically Relevant,0.24600000000000002,,,0.246,,+...,281,420,281.0
pf-750,ctrp_PF-750,Not Clinically Relevant,,0.24600000000000002,,0.246,,.+..,282,421,282.0
neratinib,ctrp_neratinib,Her2 and EGFR inhibitor,,-0.254,,-0.254,-0.294,.-.-,468,98,283.0
ql-x-138,gdsc_QL-X-138,Not Clinically Relevant,0.24600000000000002,,,0.246,,+...,283,422,283.0
temsirolimus,gdsc_Temsirolimus,Not Clinically Relevant,-0.401,0.244,,-0.079,-0.912,-+.-,407,160,283.5
sb-525334,ctrp_SB-525334,Not Clinically Relevant,,0.245,,0.245,,.+..,284,423,284.0
azacitidine,ctrp_azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.28300000000000003,,-0.283,0.38,.-.+,512,57,284.5
ml311,ctrp_ML311,Not Clinically Relevant,,0.245,,0.245,,.+..,285,424,285.0
ci-976,ctrp_CI-976,Not Clinically Relevant,,0.245,,0.245,,.+..,286,425,286.0
brd-k45681478,ctrp_BRD-K45681478,Not Clinically Relevant,,0.244,,0.244,,.+..,287,426,287.0
wz4002,ctrp_WZ4002,Not Clinically Relevant,,0.243,,0.243,,.+..,288,427,288.0
procarbazine,ctrp_procarbazine,alkylating agent,,-0.308,,-0.308,0.6970000000000001,.-.+,551,26,288.5
pf-573228,ctrp_PF-573228,Not Clinically Relevant,,0.243,,0.243,,.+..,289,428,289.0
nvp-bsk805,ctrp_NVP-BSK805,Not Clinically Relevant,,0.243,,0.243,,.+..,290,429,290.0
brd-k94991378,ctrp_BRD-K94991378,Not Clinically Relevant,,0.242,,0.242,,.+..,291,430,291.0
az-3146,ctrp_AZ-3146,Not Clinically Relevant,,0.24100000000000002,,0.241,,.+..,292,431,292.0
tivozanib,gdsc_Tivozanib,VEGFR inhibitor,-0.499,0.299,,-0.1,-0.9790000000000001,-+.-,411,174,292.5
phenformin,gdsc_Phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.20600000000000002,,,-0.206,-0.941,-..-,418,168,293.0
bardoxolone methyl,ctrp_bardoxolone methyl,Not Clinically Relevant,,0.24,,0.24,,.+..,295,432,295.0
wp1130,ctrp_WP1130,Not Clinically Relevant,,0.24,,0.24,,.+..,296,433,296.0
ouabain,ctrp_ouabain,Not Clinically Relevant,,0.239,,0.239,,.+..,297,434,297.0
salermide,ctrp_salermide,Not Clinically Relevant,,0.239,,0.239,,.+..,298,435,298.0
i-bet151,ctrp_I-BET151,Not Clinically Relevant,,0.239,,0.239,,.+..,299,436,299.0
cudc-101,gdsc_CUDC-101,Not Clinically Relevant,0.239,,,0.239,,+...,301,437,301.0
cd-437,ctrp_CD-437,Not Clinically Relevant,,0.23800000000000002,,0.238,,.+..,302,438,302.0
gsk525762a,ctrp_GSK525762A,Not Clinically Relevant,,0.23800000000000002,,0.238,,.+..,303,439,303.0
nvp-231,ctrp_NVP-231,Not Clinically Relevant,,0.23800000000000002,,0.238,,.+..,304,440,304.0
triptolide,ctrp_triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,-0.261,,-0.261,-0.6055,.-.--,480,129,304.5
brd-a02303741,ctrp_BRD-A02303741,Not Clinically Relevant,,0.237,,0.237,,.+..,305,441,305.0
unc0321,ctrp_UNC0321,Not Clinically Relevant,,0.23600000000000002,,0.236,,.+..,307,442,307.0
gsk690693,gdsc_GSK690693,Not Clinically Relevant,0.23600000000000002,,,0.236,,+...,308,443,308.0
erismodegib,ctrp_erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.284,,-0.284,-0.384,.-.-,514,103,308.5
necrosulfonamide,ctrp_necrosulfonamide,Not Clinically Relevant,,0.23600000000000002,,0.236,,.+..,309,444,309.0
srt-1720,ctrp_SRT-1720,Not Clinically Relevant,,0.23600000000000002,,0.236,,.+..,310,445,310.0
nakiterpiosin,ctrp_nakiterpiosin,Not Clinically Relevant,,0.23399999999999999,,0.234,,.+..,311,446,311.0
brd-a94377914,ctrp_BRD-A94377914,Not Clinically Relevant,,0.23399999999999999,,0.234,,.+..,312,447,312.0
sch-529074,ctrp_SCH-529074,Not Clinically Relevant,,0.233,,0.233,,.+..,313,448,313.0
lenalidomide,gdsc_Lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.38,,,-0.38,0.9540000000000001,-..+,622,5,313.5
regorafenib,ctrp_regorafenib,VEGFR2-TIE2 inhibitor ,,0.23199999999999998,,0.232,,.+..,315,449,315.0
wz8040,ctrp_WZ8040,Not Clinically Relevant,,0.231,,0.231,,.+..,316,450,316.0
bx796,gdsc_BX796,Not Clinically Relevant,0.231,,,0.231,,+...,317,451,317.0
smer-3,ctrp_SMER-3,Not Clinically Relevant,,0.23,,0.23,,.+..,318,452,318.0
cytarabine,gdsc_Cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.312,,,-0.312,0.149,-..+,563,74,318.5
cil56,ctrp_CIL56,Not Clinically Relevant,,0.23,,0.23,,.+..,319,453,319.0
kh-cb19,ctrp_KH-CB19,Not Clinically Relevant,,0.23,,0.23,,.+..,320,454,320.0
at-7519,gdsc_AT-7519,Not Clinically Relevant,0.22899999999999998,,,0.229,,+...,322,455,322.0
cay10594,ctrp_CAY10594,Not Clinically Relevant,,0.228,,0.228,,.+..,323,456,323.0
nsc632839,ctrp_NSC632839,Not Clinically Relevant,,0.22699999999999998,,0.227,,.+..,325,457,325.0
saracatinib,gdsc_Saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.311,-0.22699999999999998,,-0.269,-0.925,--.-,488,163,325.5
cay10618,ctrp_CAY10618,Not Clinically Relevant,,0.22699999999999998,,0.227,,.+..,326,458,326.0
methylstat,ctrp_methylstat,Not Clinically Relevant,,0.22699999999999998,,0.227,,.+..,327,459,327.0
abiraterone,ctrp_abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.311,,-0.311,-0.276,.-.-,560,95,327.5
itraconazole,ctrp_itraconazole,"Anti-fungal, hedgehog antagonist",,-0.317,,-0.317,-0.035,.-.-,573,83,328.0
