,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
lomeguatrib,ctrp_lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.33399999999999996,,0.334,,.+..,149,306,149.0
nsc 74859,ctrp_NSC 74859,Not Clinically Relevant,,0.33299999999999996,,0.333,,.+..,150,307,150.0
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.33299999999999996,,0.333,,.+..,151,308,151.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.33299999999999996,,0.333,,.+..,153,309,153.0
propranolol,cmap_propranolol,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity",,,,,-0.797,...-,737,155,155.0
brd-k80183349,ctrp_BRD-K80183349,Not Clinically Relevant,,0.332,,0.332,,.+..,155,310,155.0
cyclophosphamide,ctrp_cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.327,,0.327,-0.607,.+.-,175,136,155.5
riluzole,cmap_riluzole,"Blocks TTX-sensitive sodium channels, and kainate and NMDA glutamate receptors",,,,,-0.8190000000000001,...-,738,156,156.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.332,,0.332,,.+..,156,311,156.0
brd-k90370028,ctrp_BRD-K90370028,Not Clinically Relevant,,0.332,,0.332,,.+..,157,312,157.0
pirarubicin,cmap_pirarubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.841,...-,739,158,158.0
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.331,,0.331,,.+..,159,313,159.0
968,ctrp_968,Not Clinically Relevant,,0.331,,0.331,,.+..,160,314,160.0
cil70,ctrp_CIL70,Not Clinically Relevant,,0.33,,0.33,,.+..,161,315,161.0
importazole,ctrp_importazole,Not Clinically Relevant,,0.33,,0.33,,.+..,162,316,162.0
pandacostat,ctrp_pandacostat,Not Clinically Relevant,,0.33,,0.33,,.+..,164,317,164.0
mitoxantrone,cmap_mitoxantrone,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair ,,,,,-0.879,...-,740,164,164.0
at-406,ctrp_AT-406,Not Clinically Relevant,,0.33,,0.33,,.+..,165,318,165.0
birb-796,ctrp_BIRB-796,Not Clinically Relevant,,0.33,,0.33,,.+..,166,319,166.0
brd-k66532283,ctrp_BRD-K66532283,Not Clinically Relevant,,0.32899999999999996,,0.329,,.+..,167,320,167.0
brd-k61166597,ctrp_BRD-K61166597,Not Clinically Relevant,,0.32799999999999996,,0.328,,.+..,169,321,169.0
metformin,cmap_metformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,,,,,-0.9259999999999999,...-,741,169,169.0
gossypol,ctrp_gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.299,,0.299,-0.08199999999999999,.+.-,254,85,169.5
brd-k86535717,ctrp_BRD-K86535717,Not Clinically Relevant,,0.32799999999999996,,0.328,,.+..,170,322,170.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.943,...-,742,171,171.0
pdmp,ctrp_PDMP,Not Clinically Relevant,,0.32799999999999996,,0.328,,.+..,172,323,172.0
zstk-474,cmap_zstk-474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",,,,,-0.9670000000000001,...-,743,173,173.0
brd-k04800985,ctrp_BRD-K04800985,Not Clinically Relevant,,0.32799999999999996,,0.328,,.+..,173,324,173.0
vincristine,ctrp_vincristine,"binds tubulin, disrupts microtubule dynamics",,0.3,,0.3,-0.23725,.+.+--,250,98,174.0
zm447439,gdsc_ZM447439,Not Clinically Relevant,0.32799999999999996,,,0.328,,+...,174,325,174.0
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.326,,0.326,,.+..,176,326,176.0
ar-42,gdsc_AR-42,Not Clinically Relevant,0.326,,,0.326,,+...,177,327,177.0
pha-793887,ctrp_PHA-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.348,0.285,,0.316,-0.7170000000000001,++.-,209,145,177.0
unc0638,gdsc_UNC0638,Not Clinically Relevant,0.317,0.33399999999999996,,0.326,,++..,178,328,178.0
fedratinib,gdsc_Fedratinib,JAK2 inhibitor,0.326,,,0.326,,+...,179,329,179.0
fsc231,ctrp_FSC231,Not Clinically Relevant,,0.326,,0.326,,.+..,180,330,180.0
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.28300000000000003,,0.283,0.316,.+.+,300,61,180.5
erastin,ctrp_erastin,Not Clinically Relevant,,0.326,,0.326,,.+..,181,331,181.0
am-580,ctrp_AM-580,Not Clinically Relevant,,0.325,,0.325,,.+..,182,332,182.0
hc-067047,ctrp_HC-067047,Not Clinically Relevant,,0.325,,0.325,,.+..,183,333,183.0
jw-480,ctrp_JW-480,Not Clinically Relevant,,0.325,,0.325,,.+..,184,334,184.0
tivantinib,ctrp_tivantinib,Met inhibitor,,0.324,,0.324,,.+..,185,335,185.0
neuronal differentiation inducer iii,ctrp_neuronal differentiation inducer III,Not Clinically Relevant,,0.324,,0.324,,.+..,186,336,186.0
brd-k44224150,ctrp_BRD-K44224150,Not Clinically Relevant,,0.324,,0.324,,.+..,187,337,187.0
ro4929097,ctrp_RO4929097,Notch (gamma secretase) inhibitor,,0.32299999999999995,,0.323,,.+..,188,338,188.0
etp-46464,ctrp_ETP-46464,Not Clinically Relevant,,0.32299999999999995,,0.323,,.+..,189,339,189.0
ku-0063794,ctrp_KU-0063794,Not Clinically Relevant,,0.322,,0.322,,.+..,190,340,190.0
curcumin,ctrp_curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.292,,0.292,-0.37,.+.-,270,111,190.5
manumycin a,ctrp_manumycin A,Not Clinically Relevant,,0.322,,0.322,,.+..,191,341,191.0
wz3105,gdsc_WZ3105,Not Clinically Relevant,0.322,,,0.322,,+...,192,342,192.0
qs-11,ctrp_QS-11,Not Clinically Relevant,,0.322,,0.322,,.+..,193,343,193.0
necrostatin-1,ctrp_necrostatin-1,Not Clinically Relevant,,0.322,,0.322,,.+..,194,344,194.0
yk 4-279,ctrp_YK 4-279,Not Clinically Relevant,,0.321,,0.321,,.+..,195,345,195.0
irinotecan,ccle_Irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.24600000000000002,0.246,0.879,..++,383,8,195.5
nintedanib,ctrp_nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.32,,0.32,,.+..,196,346,196.0
bendamustine,ctrp_bendamustine,alkylating agent,,0.32,,0.32,,.+..,197,347,197.0
mk-1775,ctrp_MK-1775,Wee1 kinase inhibitor,,0.255,,0.255,0.705,.+.+,367,28,197.5
brd-k64610608,ctrp_BRD-K64610608,Not Clinically Relevant,,0.319,,0.319,,.+..,198,348,198.0
nsc95397,ctrp_NSC95397,Not Clinically Relevant,,0.319,,0.319,,.+..,199,349,199.0
ml311,ctrp_ML311,Not Clinically Relevant,,0.318,,0.318,,.+..,200,350,200.0
tg-101348,ctrp_TG-101348,JAK2 inhibitor,,0.262,,0.262,0.35700000000000004,.+.+,346,56,201.0
sb-525334,ctrp_SB-525334,Not Clinically Relevant,,0.318,,0.318,,.+..,201,351,201.0
brd-k29086754,ctrp_BRD-K29086754,Not Clinically Relevant,,0.318,,0.318,,.+..,202,352,202.0
methotrexate,ctrp_methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.294,0.218,,0.256,0.605,++.+,366,39,202.5
prochlorperazine,ctrp_prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.28800000000000003,,0.288,-0.47200000000000003,.+.-,283,122,202.5
gsk-3 inhibitor ix,ctrp_GSK-3 inhibitor IX,Not Clinically Relevant,,0.317,,0.317,,.+..,203,353,203.0
brd-k75293299,ctrp_BRD-K75293299,Not Clinically Relevant,,0.317,,0.317,,.+..,204,354,204.0
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.317,,0.317,,.+..,205,355,205.0
brd-k84807411,ctrp_BRD-K84807411,Not Clinically Relevant,,0.317,,0.317,,.+..,206,356,206.0
fulvestrant,ctrp_fulvestrant,selective estrogen receptor degrader (SERD),,0.25,,0.25,0.6305000000000001,.+.++,378,36,207.0
fqi-2,ctrp_FQI-2,Not Clinically Relevant,,0.316,,0.316,,.+..,208,357,208.0
obatoclax,ctrp_obatoclax,Not Clinically Relevant,,0.249,,0.249,0.616,.+.+,380,38,209.0
bms-345541,ctrp_BMS-345541,Not Clinically Relevant,0.369,0.264,,0.316,,++..,210,358,210.0
dexamethasone,ctrp_dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.26,,0.26,0.21256250000000004,.+.+++++-,349,73,211.0
brd-k35604418,ctrp_BRD-K35604418,Not Clinically Relevant,,0.315,,0.315,,.+..,211,359,211.0
zg-10,gdsc_ZG-10,Not Clinically Relevant,0.315,,,0.315,,+...,212,360,212.0
pyr-41,ctrp_PYR-41,Not Clinically Relevant,,0.315,,0.315,,.+..,213,361,213.0
entinostat,gdsc_Entinostat,HDAC inhibitor,0.285,0.31,,0.298,-0.94,++.-,256,170,213.0
ql-x-138,gdsc_QL-X-138,Not Clinically Relevant,0.313,,,0.313,,+...,214,362,214.0
brd-k85133207,ctrp_BRD-K85133207,Not Clinically Relevant,,0.313,,0.313,,.+..,215,363,215.0
5-fluorouracil,gdsc_5-Fluorouracil,antimetabolite,0.312,,,0.312,,+...,216,364,216.0
temozolomide,gdsc_Temozolomide,alkylating agent,-0.413,0.281,,-0.066,0.9570000000000001,-+.+,429,5,217.0
brd-k02492147,ctrp_BRD-K02492147,Not Clinically Relevant,,0.312,,0.312,,.+..,217,365,217.0
lovastatin,ctrp_lovastatin,"HMG-CoA reductase inhibitor,",,0.253,,0.253,0.28600000000000003,.+.+,372,63,217.5
lbw242,ccle_LBW242,Not Clinically Relevant,,,0.312,0.312,,..+.,218,366,218.0
gdc-0941,ctrp_GDC-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.287,,0.287,-0.759,.+.-,287,150,218.5
alvocidib,ctrp_alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.28,,0.28,-0.562,.+.-,308,131,219.5
mitomycin,ctrp_mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.311,,0.311,,.+..,220,367,220.0
olaparib,gdsc_Olaparib,PARP Inhibitor,-0.42,0.40399999999999997,,-0.008,0.716,-+.+,414,26,220.0
topotecan,ccle_Topotecan,Topo I inhibitor,,0.363,0.209,0.286,-0.7775000000000001,.++--,289,152,220.5
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.311,,0.311,,.+..,221,368,221.0
ouabain,ctrp_ouabain,Not Clinically Relevant,,0.31,,0.31,,.+..,222,369,222.0
fluvastatin,ctrp_fluvastatin,"HMG-CoA reductase inhibitor,",,0.29,,0.29,-0.925,.+.-,277,168,222.5
camptothecin,gdsc_Camptothecin,Not Clinically Relevant,0.309,,,0.309,,+...,223,370,223.0
osi-027,ctrp_OSI-027,Not Clinically Relevant,0.293,0.282,,0.288,-0.895,++.-,282,166,224.0
gemcitabine,gdsc_Gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.275,0.27,,-0.003,0.632,-+.+,413,35,224.0
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.308,,0.308,,.+..,224,371,224.0
bax channel blocker,ctrp_Bax channel blocker,Not Clinically Relevant,,0.308,,0.308,,.+..,225,372,225.0
triptolide,ctrp_triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.278,,0.278,-0.6134999999999999,.+.--,312,138,225.0
nsc-207895,gdsc_NSC-207895,Not Clinically Relevant,0.307,,,0.307,,+...,226,373,226.0
tretinoin,gdsc_Tretinoin,Retinoid,-0.595,0.43700000000000006,,-0.079,0.7625,-+.++,433,20,226.5
su11274,ctrp_SU11274,Not Clinically Relevant,,0.307,,0.307,,.+..,227,374,227.0
tipifarnib-p2,ctrp_tipifarnib-P2,Not Clinically Relevant,,0.306,,0.306,,.+..,228,375,228.0
serdemetan,gdsc_Serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.359,0.44,,0.041,0.419,-+.+,407,50,228.5
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.306,,0.306,,.+..,229,376,229.0
fgin-1-27,ctrp_FGIN-1-27,Not Clinically Relevant,,0.306,,0.306,,.+..,230,377,230.0
at-7519,gdsc_AT-7519,Not Clinically Relevant,0.305,,,0.305,,+...,231,378,231.0
gsk1059615,ctrp_GSK1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.305,,0.305,,.+..,232,379,232.0
kx2-391,ctrp_KX2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.305,,0.305,,.+..,233,380,233.0
pik-93,ctrp_PIK-93,Not Clinically Relevant,0.318,0.29,,0.304,,++..,234,381,234.0
brd-k96970199,ctrp_BRD-K96970199,Not Clinically Relevant,,0.304,,0.304,,.+..,235,382,235.0
brd-k70511574,ctrp_BRD-K70511574,Not Clinically Relevant,,0.304,,0.304,,.+..,237,383,237.0
i-bet-762,gdsc_I-BET-762,Not Clinically Relevant,0.304,,,0.304,,+...,238,384,238.0
mitomycin-c,gdsc_Mitomycin-C,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.237,,,0.237,0.04099999999999998,+..+-,394,83,238.5
ch-55,ctrp_Ch-55,Not Clinically Relevant,,0.304,,0.304,,.+..,239,385,239.0
pi-103,gdsc_PI-103,Not Clinically Relevant,0.265,0.34299999999999997,,0.304,,++..,240,386,240.0
necrosulfonamide,ctrp_necrosulfonamide,Not Clinically Relevant,,0.304,,0.304,,.+..,241,387,241.0
brd-k34222889,ctrp_BRD-K34222889,Not Clinically Relevant,,0.303,,0.303,,.+..,242,388,242.0
pf-3758309,ctrp_PF-3758309,Not Clinically Relevant,,0.303,,0.303,,.+..,243,389,243.0
dacarbazine,ctrp_dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.302,,0.302,,.+..,244,390,244.0
ym-155,ctrp_YM-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.267,,0.267,-0.76,.+.-,340,151,245.5
sorafenib,gdsc_Sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.525,0.304,-0.23199999999999998,-0.151,0.47750000000000004,-+-++,445,47,246.0
cd-1530,ctrp_CD-1530,Not Clinically Relevant,,0.301,,0.301,,.+..,246,391,246.0
n9-isopropylolomoucine,ctrp_N9-isopropylolomoucine,Not Clinically Relevant,,0.301,,0.301,,.+..,247,392,247.0
b02,ctrp_B02,Not Clinically Relevant,,0.301,,0.301,,.+..,248,393,248.0
sunitinib,gdsc_Sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.441,0.318,,-0.062,0.23349999999999999,-+.+-,428,68,248.0
tamoxifen,gdsc_Tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.42200000000000004,0.371,,-0.026,0.08399999999999996,-+.+--,417,80,248.5
ciclopirox,ctrp_ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.301,,0.301,,.+..,249,394,249.0
vx-680,ctrp_VX-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.3,,0.3,,.+..,251,395,251.0
brd-a94377914,ctrp_BRD-A94377914,Not Clinically Relevant,,0.3,,0.3,,.+..,252,396,252.0
nilotinib,ccle_Nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.22,0.33299999999999996,-0.361,-0.083,0.231,-+-+,435,69,252.0
nvp-bez235,ctrp_NVP-BEZ235,PI3K/mTOR inhibitor,,0.26,,0.26,-0.7909999999999999,.+.-,353,153,253.0
sch-529074,ctrp_SCH-529074,Not Clinically Relevant,,0.299,,0.299,,.+..,253,397,253.0
valdecoxib,ctrp_valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.261,,-0.261,0.597,.-.+,466,40,253.0
sirolimus,ctrp_sirolimus,"rapamycin, mTOR inhibitor",,0.248,,0.248,-0.5294375,.+.-----,382,128,255.0
tgx-221,ctrp_TGX-221,Not Clinically Relevant,,0.299,,0.299,,.+..,255,398,255.0
bi-2536,gdsc_BI-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.337,0.292,,-0.023,-0.22,-+.-,416,96,256.0
docetaxel,gdsc_Docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.359,0.248,,-0.055,-0.11200000000000004,-+.+-,425,87,256.0
cerulenin,ctrp_cerulenin,Not Clinically Relevant,,0.298,,0.298,,.+..,257,399,257.0
rigosertib,ctrp_rigosertib,"ON-01910, Plk-1 inhibitor",,0.298,,0.298,,.+..,258,400,258.0
mk-2206,gdsc_MK-2206,Akt1/2/3 inhibitor,-0.354,0.32,,-0.017,-0.278,-+.-,415,102,258.5
mi-2,ctrp_MI-2,Not Clinically Relevant,,0.298,,0.298,,.+..,259,401,259.0
pifithrin-alpha,ctrp_pifithrin-alpha,Not Clinically Relevant,,0.297,,0.297,,.+..,260,402,260.0
pitstop2,ctrp_pitstop2,Not Clinically Relevant,,0.297,,0.297,,.+..,261,403,261.0
prl-3 inhibitor i,ctrp_PRL-3 inhibitor I,Not Clinically Relevant,,0.297,,0.297,,.+..,262,404,262.0
brd-k45681478,ctrp_BRD-K45681478,Not Clinically Relevant,,0.297,,0.297,,.+..,263,405,263.0
nsc632839,ctrp_NSC632839,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,264,406,264.0
brd-k78574327,ctrp_BRD-K78574327,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,265,407,265.0
sn-38,gdsc_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.34700000000000003,0.34700000000000003,,0.0,-0.44799999999999995,-+.-,412,118,265.0
gw-843682x,ctrp_GW-843682X,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,266,408,266.0
brd1812,ctrp_BRD1812,Not Clinically Relevant,,0.294,,0.294,,.+..,267,409,267.0
doxorubicin,gdsc_Doxorubicin,"Topo II inhibitor, DNA intercalator",-0.254,0.316,,0.031,-0.5149999999999999,-+.---,408,127,267.5
mln2480,ctrp_MLN2480,"TAK-580, pan-Raf kinase inhibitor",,0.294,,0.294,,.+..,268,410,268.0
ly-2157299,ctrp_LY-2157299,Not Clinically Relevant,,0.292,,0.292,,.+..,269,411,269.0
panobinostat,ccle_Panobinostat,HDAC inhibitor,,,-0.281,-0.281,0.396,..-+,486,53,269.5
canertinib,ctrp_canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.276,,-0.276,0.33,.-.+,482,59,270.5
myriocin,ctrp_myriocin,Not Clinically Relevant,,0.292,,0.292,,.+..,271,412,271.0
pf2341066,ccle_PF2341066,"ALK, ROS1 and MET inhibitor",,,0.292,0.292,,..+.,272,413,272.0
nakiterpiosin,ctrp_nakiterpiosin,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,273,414,273.0
simvastatin,ctrp_simvastatin,"HMG-CoA reductase inhibitor,",,-0.26899999999999996,,-0.269,0.22299999999999998,.-.+-,475,71,273.0
genentech cpd 10,gdsc_Genentech Cpd 10,Not Clinically Relevant,0.29100000000000004,,,0.291,,+...,274,415,274.0
bardoxolone methyl,ctrp_bardoxolone methyl,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,275,416,275.0
fluorouracil,ctrp_fluorouracil,antimetabolite,,0.29100000000000004,,0.291,,.+..,276,417,276.0
gsk2636771,ctrp_GSK2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.289,,0.289,,.+..,278,418,278.0
lapatinib,gdsc_Lapatinib,HER2/EGFR inhibitor,-0.354,-0.33299999999999996,-0.309,-0.332,0.831,---++,545,12,278.5
momelotinib,ctrp_momelotinib,JAK1 and JAK2 inhibitor,,0.289,,0.289,,.+..,279,419,279.0
qw-bi-011,ctrp_QW-BI-011,Not Clinically Relevant,,0.289,,0.289,,.+..,280,420,280.0
byl-719,ctrp_BYL-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.289,,0.289,,.+..,281,421,281.0
imatinib,gdsc_Imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.27399999999999997,0.364,,0.045,-0.872,-+.-,405,161,283.0
paclitaxel,gdsc_Paclitaxel,disrupts microtubule dynamics,-0.41,0.255,0.175,0.007,-0.8240000000000001,-++--,410,157,283.5
fqi-1,ctrp_FQI-1,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,284,422,284.0
cay10618,ctrp_CAY10618,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,285,423,285.0
cil55a,ctrp_CIL55A,Not Clinically Relevant,,0.287,,0.287,,.+..,286,424,286.0
vinorelbine,gdsc_Vinorelbine,Not Clinically Relevant,-0.292,,,-0.292,0.15050000000000002,-..++-,498,76,287.0
temsirolimus,gdsc_Temsirolimus,Not Clinically Relevant,-0.424,0.272,,-0.076,-0.662,-+.-,432,142,287.0
tivozanib,gdsc_Tivozanib,VEGFR inhibitor,-0.5579999999999999,0.342,,-0.108,-0.58,-+.-,441,134,287.5
smer-3,ctrp_SMER-3,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,288,425,288.0
purmorphamine,ctrp_purmorphamine,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,290,426,290.0
ku-60019,ctrp_KU-60019,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,291,427,291.0
cay10603,gdsc_CAY10603,Not Clinically Relevant,0.28600000000000003,,,0.286,,+...,292,428,292.0
chm-1,ctrp_CHM-1,Not Clinically Relevant,,0.285,,0.285,,.+..,293,429,293.0
neratinib,ctrp_neratinib,Her2 and EGFR inhibitor,,-0.289,,-0.289,-0.16399999999999998,.-.-,495,91,293.0
merck60,ctrp_Merck60,Not Clinically Relevant,,0.285,,0.285,,.+..,294,430,294.0
brd-k66453893,ctrp_BRD-K66453893,Not Clinically Relevant,,0.285,,0.285,,.+..,295,431,295.0
crizotinib,gdsc_Crizotinib,"ALK, ROS1 and MET inhibitor",-0.607,0.33799999999999997,,-0.134,-0.718,-+.-,444,146,295.0
ko-143,ctrp_Ko-143,Not Clinically Relevant,,0.284,,0.284,,.+..,296,432,296.0
brd-a86708339,ctrp_BRD-A86708339,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,297,433,297.0
cal-101,ctrp_CAL-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.28300000000000003,,0.283,,.+..,298,434,298.0
narciclasine,ctrp_narciclasine,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,299,435,299.0
linifanib,gdsc_Linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.6729999999999999,0.293,,-0.19,-0.792,-+.-,446,154,300.0
lenalidomide,cmap_lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.39399999999999996,,,-0.394,0.996,-..+,600,1,300.5
pazopanib,gdsc_Pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.508,0.316,,-0.096,-0.878,-+.-,438,163,300.5
cd-437,ctrp_CD-437,Not Clinically Relevant,,0.282,,0.282,,.+..,301,436,301.0
vinblastine,gdsc_Vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.306,,,-0.306,-0.139,-..+-,515,88,301.5
cil56,ctrp_CIL56,Not Clinically Relevant,,0.282,,0.282,,.+..,302,437,302.0
cx-5461,gdsc_CX-5461,Not Clinically Relevant,0.282,,,0.282,,+...,303,438,303.0
nvp-231,ctrp_NVP-231,Not Clinically Relevant,,0.282,,0.282,,.+..,304,439,304.0
gsk690693,gdsc_GSK690693,Not Clinically Relevant,0.281,,,0.281,,+...,305,440,305.0
gsk461364,ctrp_GSK461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.28,,0.28,,.+..,306,441,306.0
jw-7-24-1,gdsc_JW-7-24-1,Not Clinically Relevant,0.28,,,0.28,,+...,307,442,307.0
phenformin,gdsc_Phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.272,,,-0.272,-0.611,-..-,479,137,308.0
procarbazine,ctrp_procarbazine,alkylating agent,,-0.348,,-0.348,0.344,.-.+,560,57,308.5
brd-k96431673,ctrp_BRD-K96431673,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,309,443,309.0
i-bet151,ctrp_I-BET151,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,310,444,310.0
brd-k34099515,ctrp_BRD-K34099515,Not Clinically Relevant,,0.278,,0.278,,.+..,311,445,311.0
cytarabine,gdsc_Cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.335,,,-0.335,0.128,-..+,547,77,312.0
srt-1720,ctrp_SRT-1720,Not Clinically Relevant,,0.278,,0.278,,.+..,313,446,313.0
abiraterone,ctrp_abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.336,,-0.336,0.099,.-.+,548,79,313.5
dacinostat,gdsc_Dacinostat,Not Clinically Relevant,0.278,,,0.278,,+...,314,447,314.0
pyrazolanthrone,ctrp_pyrazolanthrone,Not Clinically Relevant,,0.278,,0.278,,.+..,315,448,315.0
prima-1,ctrp_PRIMA-1,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,316,449,316.0
regorafenib,ctrp_regorafenib,VEGFR2-TIE2 inhibitor ,,0.27699999999999997,,0.277,,.+..,317,450,317.0
tamatinib,ctrp_tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.27699999999999997,,0.277,,.+..,318,451,318.0
mk-0752,ctrp_MK-0752,Notch (gamma secretase) inhibitor,,0.276,,0.276,,.+..,319,452,319.0
r428,ctrp_R428,Not Clinically Relevant,,0.276,,0.276,,.+..,320,453,320.0
ciclosporin,ctrp_ciclosporin,,,0.276,,0.276,,.+..,321,454,321.0
nvp-bsk805,ctrp_NVP-BSK805,Not Clinically Relevant,,0.276,,0.276,,.+..,322,455,322.0
gant-61,ctrp_GANT-61,Not Clinically Relevant,,0.276,,0.276,,.+..,323,456,323.0
pf-573228,ctrp_PF-573228,Not Clinically Relevant,,0.276,,0.276,,.+..,324,457,324.0
erismodegib,ctrp_erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.311,,-0.311,-0.493,.-.-,524,125,324.5
cudc-101,gdsc_CUDC-101,Not Clinically Relevant,0.275,,,0.275,,+...,325,458,325.0
agk-2,ctrp_AGK-2,Not Clinically Relevant,,0.275,,0.275,,.+..,326,459,326.0
phloretin,ctrp_phloretin,Not Clinically Relevant,,0.275,,0.275,,.+..,327,460,327.0
