drug_name,DMB006
bendroflumethiazide,0.8504
PTGER4,0.8503000000000001
ponalrestat,0.8502
CDK7,0.8495999999999999
OTUD3,0.8493999999999999
myricetin,0.8491
15-delta-prostaglandin-j2,0.8489
gabazine,0.8489
FKBP4,0.8488
ALDH3B2,0.8487
homosalate,0.8484
SLC35F2,0.8484
SIN3A,0.8479000000000001
STK33,0.8477
nTZDpa,0.8476
PWP1,0.8476
PLOD3,0.8473
ZNF524,0.8471
eugenitol,0.8468000000000001
epitestosterone,0.8466
SRPRB,0.8466
APOO,0.8465
Dihydrofolate reductase inhibitor,0.8464
flunarizine,0.8462999999999999
F3,0.8462999999999999
tropicamide,0.8462999999999999
LBR,0.8462000000000001
CDCA8,0.8462000000000001
CTSK,0.8458
TBX20,0.8456999999999999
gliquidone,0.8456
ZM-241385,0.8454999999999999
HTATIP2,0.8453
UBE2A,0.8453
DHRS2,0.8452
TGM2,0.8451000000000001
pravastatin,0.845
RS-67333,0.8449
MAPK9,0.8449
SQLE,0.8447
ZKSCAN2,0.8443999999999999
PAX8,0.8443999999999999
fluocinonide,0.8442000000000001
TPMT,0.8440000000000001
ABT-751,0.8436
eicosatetraynoic-acid,0.8434999999999999
SERPINB5,0.8434
SLC5A6,0.8432999999999999
COBL,0.8428
L-692585,0.8428
STAP2,0.8426
ivachtin,0.8426
BRD-A89049230,0.8425
YAF2,0.8421
PPOX,0.8415
UXT,0.8412000000000001
ATP5S,0.8411
acetohydroxamic-acid,0.841
calcitriol,0.8406999999999999
LAMP2,0.8406999999999999
CEP57,0.8406999999999999
DTX3L,0.8406
SPECC1L,0.8406
NR0B1,0.8405
HDAC8,0.8404
ibuprofen,0.8401000000000001
SDZ-NKT-343,0.84
treprostinil,0.8398
TFF2,0.8393999999999999
MAOA,0.8391
erbstatin-analog,0.8390000000000001
dihydrexidine,0.8389
GLOD4,0.8389
ALDH1A1,0.8387
MEF2A,0.8384
FLT1,0.8377
POU5F2,0.8373999999999999
CEACAM1,0.8373
R-96544,0.8373
GLIS3,0.8362999999999999
FN1,0.8362
NDUFS6,0.8361
PRKAB2,0.8361
NKIRAS1,0.8351999999999999
KITLG,0.8349
physostigmine,0.8345999999999999
AKTIP,0.8345999999999999
MED7,0.8345
AURKB,0.8345
IMPDH2,0.8344
ZNF77,0.8344
EYA1,0.8342
ouabain,0.8340000000000001
TCF7L1,0.8340000000000001
naltrexone,0.8340000000000001
GNAI1,0.8337
AR,0.8331000000000001
PPP3CC,0.8331000000000001
SH3GL1,0.833
mycophenolate-mofetil,0.833
farnesol,0.8323
SNAI3,0.8321
BNTX,0.8321
tadalafil,0.8317
OLIG3,0.8315
PTHLH,0.8315
FIS1,0.8312999999999999
phenytoin,0.8312
ZNF395,0.8311
ARHGEF11,0.8306
MLL3,0.8301999999999999
WH-4023,0.8298000000000001
UBE2E3,0.8294
NKX2-1,0.8293
PRL-3-inhibitor-I,0.8284999999999999
AK1,0.8284
sertaconazole,0.8284
PCGF1,0.8283
barasertib,0.8278
HLA-DRB1,0.8273999999999999
PIK3C3,0.8273
ataluren,0.8271999999999999
P2RY8,0.8270000000000001
acitretin,0.8270000000000001
ZNF333,0.8270000000000001
GPR160,0.8269
CLIC4,0.8266
TLR5,0.8264
IL13RA2,0.8264
INTS12,0.8264
carbinoxamine,0.8264
POLRMT,0.8262999999999999
DNA2,0.8256999999999999
Tubulin inhibitor,0.8256
PAFAH1B2,0.8255
IFRD2,0.8254
ZBTB24,0.8253
ZNF195,0.8251000000000001
ZNF436,0.8251000000000001
MDL-28170,0.8249
minoxidil,0.8248000000000001
CHD1,0.8247
ADORA2B,0.8245
MAPKAP1,0.8237000000000001
RXFP4,0.8234999999999999
DLD,0.8234
BRD-K27074404,0.8233
SET,0.8231999999999999
ganglioside,0.8231
VX-745,0.823
RNPS1,0.8227
PLD2,0.8225
SSX3,0.8223
SC-560,0.8219
diphenyleneiodonium,0.8214
SPA17,0.8212999999999999
CP,0.8212
GPRC6A,0.8210999999999999
RIOK2,0.821
semaxanib,0.8209000000000001
hydrocortisone,0.8205
CD99,0.8205
TARBP2,0.8201999999999999
CHRAC1,0.8201
CERS2,0.8195
SLC1A6,0.8194
EGR1,0.8194
bosentan,0.8192
CLTB,0.8186
KDM5B,0.8186
JNJ-26854165,0.8181999999999999
CREBBP,0.8181999999999999
FAM120A,0.8181
GRPR,0.8181
UCHL1,0.818
Targets of VEGFR inhibitors GOF,0.818
FBXO11,0.8175
vinorelbine,0.8175
ICI-89406,0.8170999999999999
RS-102221,0.8170000000000001
NDUFB6,0.8161
BUD31,0.8159000000000001
GR-144053,0.8159000000000001
zafirlukast,0.8159000000000001
EMD,0.8159000000000001
CASP9,0.8153
ZNF77,0.8151999999999999
escitalopram,0.8151999999999999
nabumetone,0.8148000000000001
nicardipine,0.8139
ZNF175,0.8137000000000001
deracoxib,0.8134
LPAR6,0.8131
MXD4,0.813
ZKSCAN2,0.813
HOXB7,0.8123999999999999
ITSN1,0.8123
ON-01910,0.8118000000000001
PLA2G2A,0.8114
PIAS3,0.8112999999999999
pioglitazone,0.8111
ozagrel,0.8111
LGALS1,0.8109000000000001
lopinavir,0.8107
WNT9A,0.8107
HLA-DRB5,0.8103
rosmarinic-acid,0.8101
HIV protease inhibitor,0.8098000000000001
MCM8,0.8095
SYPL1,0.8095
PPAT,0.8094
SLC6A8,0.8094
VU-0400195-3,0.8092
CD97,0.8087000000000001
CCDC92,0.8086
zebularine,0.8086
epoxycholesterol,0.8083
felodipine,0.8081
SLC7A5,0.8078
ACVR1,0.8075
TMEM174,0.8072
salicin,0.807
hydroquinidine,0.8064
KIAA0922,0.8062999999999999
ANXA2,0.8062
OSR1,0.8059999999999999
MAN2B1,0.8059000000000001
IL21R,0.8057
GIPC1,0.8056
PHYH,0.8056
CAT,0.8055
PAFAH1B2,0.8053
tyrphostin-A9,0.8053
PLSCR1,0.8051999999999999
FANCA,0.8051
BCL6B,0.8043
POFUT1,0.8043
ARPC5,0.8042
JTE-013,0.8037000000000001
benzanthrone,0.8035
voriconazole,0.8034
mitomycin-c,0.8031999999999999
MYLIP,0.8031
BTG3,0.8029999999999999
PRKRIR,0.8029000000000001
IFNB1,0.8025
PD-173074,0.8024
STAP2,0.8022
NISCH,0.8020999999999999
NOV,0.8020999999999999
CRAT,0.802
SUPV3L1,0.8016
PUS10,0.8016
SLC25A5,0.8015000000000001
GNAQ,0.8012
CAPN1,0.8011
TEAD4,0.8009999999999999
protein-tyrosine-phosphatase-inhibitor-IV,0.8008
hexylresorcinol,0.8001999999999999
FUT1,0.8001999999999999
CXCR4,0.7998999999999999
BRD-K41143549,0.7995
KCTD2,0.7993000000000001
ESYT1,0.7989
BCKDHA,0.7985
fludarabine,0.7981999999999999
MST-312,0.7981999999999999
trimipramine,0.7981
MK-5108,0.7979999999999999
safinamide,0.7979
SU-11274,0.7977
FKBP1A,0.7975
ramipril,0.797
noreleagnine,0.7968999999999999
nomifensine,0.7968000000000001
PDXK,0.7965000000000001
POLG,0.7965000000000001
PGM1,0.7962
POU5F1,0.7962
BRD-K28680267,0.7959
S100A1,0.7959
PLOD1,0.7958
ZNF558,0.7953
PRUNE,0.7953
IGFBP3,0.7948999999999999
IFNAR2,0.7942
atovaquone,0.7938
ALDH3A1,0.7931
TW-37,0.7929999999999999
obatoclax,0.7929
PLOD3,0.7925
HMGN5,0.7923
PANK2,0.7920999999999999
SSR-69071,0.7920999999999999
IFI16,0.792
ZNF586,0.7918000000000001
rosiglitazone,0.7912
PAC-1,0.7908
SETDB1,0.7907
talniflumate,0.7907
CARS,0.7905
tolazoline,0.7905
ATRX,0.7901
ARPC4,0.7898000000000001
FPGS,0.7895
LHX3,0.7894
ZNF22,0.7893000000000001
DNTTIP2,0.7892
CFTR,0.7892
SUOX,0.7879
irinotecan,0.7877
dapsone,0.7875
CEACAM6,0.7872
TNFRSF10A,0.7870999999999999
ARL4C,0.7870999999999999
BRD-K21009077,0.7868999999999999
ZNF563,0.7868999999999999
DHX8,0.7859
BAG6,0.7856000000000001
HSPA1B,0.7853
ZNF213,0.7853
pyrimethamine,0.7847
NUDT14,0.7846
BAY-K8644,0.7844
piceatannol,0.7841
EFCAB2,0.7841
C2,0.784
Reverse transcriptase inhibitor,0.784
guaifenesin,0.7831
ACBD3,0.7826000000000001
GABARAPL1,0.7825
CNNM2,0.7822
METTL4,0.7816
VU-0413807-2,0.7815000000000001
TCEA1,0.7813
PBK,0.7813
USP9X,0.7813
PSMB8,0.7812
PSMB9,0.7811
lupanine,0.7809999999999999
RNF166,0.7809999999999999
flupirtine,0.7809999999999999
MLLT10,0.7807999999999999
HES5,0.7805
PTDSS1,0.7803
RAD51,0.7801
ALDH3B2,0.7798999999999999
LSR,0.7798
AFG3L2,0.7797
STK38,0.7796
RPS16,0.7796
LSM5,0.7794
SNAI3,0.7793000000000001
AHCY,0.7793000000000001
ANAPC5,0.779
BRD8,0.7789
orphenadrine,0.7786
NPI-2358,0.7785
FXYD2,0.778
JAK2,0.7776000000000001
UTP18,0.7775
MRGPRX3,0.7768999999999999
CLASRP,0.7767000000000001
TPD52L3,0.7765000000000001
STK17A,0.7763
tamoxifen,0.7763
ARF6,0.7763
PTPN11,0.7759999999999999
PKN1,0.7759
CIAPIN1,0.7759
TLE1,0.7757
hyperforin,0.7757
SNRNP70,0.7753
BCL9,0.7753
ATF2,0.7753
FKBP8,0.7752
GTP-14564,0.7748999999999999
PRKCB,0.7748
"methyl-2,5-dihydroxycinnamate",0.7746999999999999
APPBP2,0.7745000000000001
CD24,0.7737999999999999
HOXA2,0.7737999999999999
FABP6,0.7737999999999999
terbutaline,0.7734000000000001
TNFRSF6B,0.773
AKAP17A,0.773
PRAF2,0.7726999999999999
brucine,0.7726000000000001
betamethasone,0.7717
tacedinaline,0.7709
PEMT,0.7706999999999999
GPATCH8,0.7706999999999999
TNFRSF1A,0.7706999999999999
RAI14,0.7706000000000001
Wnt family LOF,0.7705
PRPF6,0.7702
TPD52L2,0.7701
gossypol,0.7696
domperidone,0.7695000000000001
nizatidine,0.7694
RUVBL1,0.7691
MYB,0.769
GMEB2,0.7689
altizide,0.7686
etoposide,0.7686
LEPREL1,0.7684000000000001
RASGRP4,0.7684000000000001
PD-160170,0.7683
MTERFD1,0.7683
diazepam,0.7683
ICMT,0.7679
SERPINB2,0.7676999999999999
MYL6,0.7672
psoromic-acid,0.7672
VPS28,0.7666
UK-356618,0.7665000000000001
ZNF200,0.7664
TTK,0.7661
phenoxybenzamine,0.7656999999999999
KIF20A,0.7656000000000001
KF-38789,0.7653
ZNF653,0.7653
WT-171,0.7652
cycloheximide,0.7651
perindopril,0.7648
anpirtoline,0.7646
NR1H3,0.7645000000000001
ASPH,0.7644
pyridine-2-aldoxime,0.7641
HIBADH,0.764
ST-91,0.764
ZNF669,0.7634000000000001
devazepide,0.7634000000000001
CD-437,0.7634000000000001
PPP2R3C,0.7629
apicidin,0.7629
NRP1,0.7626000000000001
QS-11,0.7622
CAY-10415,0.762
docosatrienoic-acid,0.7619
BTG3,0.7618
HBP1,0.7618
RAD51C,0.7617
quinine,0.7615999999999999
GNPDA1,0.7615000000000001
FER,0.7614
C2 domain containing protein kinases LOF,0.7614
FOSL2,0.7612000000000001
ECHS1,0.7608
tolterodine,0.7605
AS-605240,0.76
reboxetine,0.76
yohimbine,0.7594
capsazepine,0.7591
OVCA2,0.7583
TCF12,0.7582
SLC22A18,0.758
fenretinide,0.758
UQCRB,0.7578
tetrahydrobiopterin,0.7578
sinensetin,0.7578
zacopride,0.7576
PAM,0.7575
ZNF268,0.7570999999999999
PC,0.757
POLR1C,0.7565999999999999
EIF2AK2,0.7565999999999999
STXBP1,0.7565000000000001
NID1,0.7565000000000001
TSKU,0.7564
MMP7,0.7562000000000001
HN1L,0.7562000000000001
L-690330,0.7559999999999999
STK19,0.7558
ZNF582,0.7556
PLEKHJ1,0.7556
adipiodone,0.7553
NFRKB,0.755
ZGPAT,0.7544
MMP1,0.7544
LHX9,0.7543000000000001
ARNTL2,0.7541
pilocarpine,0.7537999999999999
chlorambucil,0.7537999999999999
NDUFS4,0.7536
PHF17,0.7534000000000001
WNT9B,0.7533
beclometasone,0.7533
KIAA0494,0.7531
YC-1,0.7531
ASNS,0.7528
PTP4A3,0.7526999999999999
NDUFA4,0.7526
SERPINA6,0.7526
tripelennamine,0.7526
HRSP12,0.7523000000000001
MED4,0.752
BRF2,0.7519
ZNF133,0.7518
BRCA1,0.7514
CNQX,0.7512000000000001
droperidol,0.7509999999999999
ICI-199441,0.7509
irilin-a,0.7509
GCDH,0.7505
UBE2C,0.7504000000000001
DCUN1D4,0.7502
WDR7,0.7502
MST1,0.7498999999999999
NUP88,0.7497
BMP2,0.7497
STAT6,0.7493000000000001
ABCG2,0.7492
PKM2,0.7484999999999999
ATP5F1,0.748
GALE,0.7476
GNB1L,0.7474
HRH1,0.7474
HERC6,0.7474
elvitegravir,0.747
GW-583340,0.7465
NMUR2,0.7462000000000001
immepip,0.746
BHMT,0.7458
SHC4,0.7456
KLF14,0.7456
fraxidin,0.7453
UGP2,0.7447
SSX3,0.7447
enzastaurin,0.7447
AT-9283,0.7444
OAS1,0.7439
GPR83,0.7436
TEK,0.7434999999999999
PHTF1,0.7433
LIAS,0.7426
oleanolic-acid,0.7426
FASLG,0.7424
RELB,0.7422
HEATR1,0.7422
LYPLA1,0.7421
carvedilol,0.742
RNF20,0.7419
MEF2C,0.7418
TLK2,0.7417
orantinib,0.7415
BRD-A61599461,0.7415
toremifene,0.7415
GW-3965,0.7413
BCL inhibitor,0.7412000000000001
GNA13,0.7411
BRD-K86682249,0.7409
RDH11,0.7408
NFIC,0.74
CFL1,0.7399
idebenone,0.7399
CTSL2,0.7397
MAN1A1,0.7395
TXNRD3,0.7395
FBXL19,0.7394
GPX1,0.7391
KCNMA1,0.7390000000000001
rilmenidine,0.7389
ANAPC5,0.7389
LY-341495,0.7387
BNIP3L,0.7384000000000001
ecopipam,0.7381
nimesulide,0.7376999999999999
NTRK3,0.7376999999999999
CYP20A1,0.7376
propofol,0.7373999999999999
TAAR1,0.7373999999999999
MYLK2,0.737
NR2C1,0.737
meptazinol,0.7368000000000001
SUCLG1,0.7367
sunitinib,0.7367
phorbol-12-myristate-13-acetate,0.7365999999999999
BCL6,0.7365999999999999
CLOCK,0.736
RRAGD,0.7356999999999999
DGCR14,0.7356999999999999
PSMD10,0.7351000000000001
EIF2AK1,0.7343000000000001
MCM2,0.7337
SLC7A11,0.7334
TAAR9,0.7333
PSMB10,0.733
losartan,0.7329000000000001
clofibric-acid,0.7329000000000001
SQ-22536,0.7328
HCAR1,0.7328
OSGEP,0.7326999999999999
ROCK1,0.7326
CREB3L1,0.7325
androstenol,0.7322
PET112,0.7321
CGP-52432,0.7321
periplocymarin,0.7318000000000001
STX4,0.7315
SORT1,0.7315
PECR,0.7313
arcyriaflavin-a,0.7311
RNMT,0.7306
bucladesine,0.7304999999999999
GNG8,0.7302
N6-cyclopentyladenosine,0.73
RS-102895,0.7299
LAMA3,0.7298
PPP1R13B,0.7295999999999999
fillalbin,0.7293000000000001
ZNF449,0.7290000000000001
warfarin,0.7288
radicicol,0.7284
ARNTL,0.7283
synephrine,0.7281
YTHDF2,0.7278
GABPB1,0.7277
clebopride,0.7277
SOS2,0.7277
TBP,0.7275
resveratrol,0.7275
BMY-45778,0.7273000000000001
nitrocaramiphen,0.7272
NAGPA,0.7267
IRF7,0.7263
MSRB2,0.7263
MGAT4A,0.726
prostaglandin-a1,0.726
olomoucine,0.726
sirolimus,0.7256999999999999
cercosporin,0.7251000000000001
CGP-37157,0.7251000000000001
KAT2B,0.725
MRS-1220,0.7243
UNG,0.7242000000000001
phentolamine,0.7242000000000001
PRKAG3,0.7239
RCCD1,0.7236
BCL2L1,0.7236
KU-55933,0.7234
ACADSB,0.7234
DUSP9,0.7231000000000001
CD19,0.7231000000000001
RAMP1,0.7228
eicosadienoic-acid,0.7227
PCK1,0.7227
vindesine,0.7226
loreclezole,0.7222
VN1R5,0.7222
naphazoline,0.7221
ADAM10,0.7221
DTNA,0.7219
SPRED2,0.7217
VCAN,0.7215
TPI1,0.7214
LBR,0.721
ATF3,0.7209
NRBF2,0.7208
oleoylethanolamide,0.7206999999999999
KLK6,0.7204
TMED7,0.7204
SMU1,0.7202
GPR34,0.7202
HO-013,0.7190000000000001
PIK3CA,0.7190000000000001
BNIPL,0.7189
ENOPH1,0.7188
RHOBTB1,0.7188
RNASET2,0.7188
AOC3,0.7186
ZNF611,0.7182
ZNF134,0.7181000000000001
FEN1,0.7179000000000001
roscovitine,0.7173999999999999
PRNP,0.7173999999999999
EIF5A,0.7172
FG-7142,0.7167
FFAR1,0.7162999999999999
PLK4,0.7161
NEK9,0.7161
SNAPC1,0.7158
iopanoic-acid,0.7156999999999999
tramadol,0.7156
minaprine,0.7152
CTGF,0.7152
PTHLH,0.7147
LIN28B,0.7145
RPIA,0.7143
CHMP6,0.7142000000000001
ZNF180,0.7141
fenpiverinium,0.7140000000000001
decafluorobutane,0.7136
TRAF2,0.7134999999999999
MED4,0.7134
stavudine,0.7132999999999999
ASH2L,0.7132
TIMM50,0.7126
KDM4B,0.7125
CBLC,0.7125
MAGED1,0.7121
GJA1,0.7120000000000001
amisulpride,0.7118000000000001
HERPUD1,0.7117
noscapine,0.7115
MED26,0.7112
amonafide,0.7112
FAS,0.7111
U-0124,0.7106999999999999
UBTF,0.7106999999999999
MFSD10,0.7106
umbelliferone,0.7103
CTNS,0.7103
PDIA5,0.7101999999999999
HLA-DPB1,0.7101999999999999
PER2,0.7099
AG-370,0.7097
HLF,0.7095
BMS-191011,0.7089
SMAD6,0.7088
JUNB,0.7087
BAX,0.7084
benzthiazide,0.7081000000000001
FGF9,0.7078
NAGK,0.7071
PURA,0.7070000000000001
MMEL1,0.7069
digoxin,0.7069
toltrazuril,0.7068000000000001
Akt Signaling GOF,0.7064
DFFB,0.7064
zuclopenthixol,0.7062
IDH1,0.7062
hydrocortisone,0.7061
fludroxycortide,0.7056999999999999
DUSP2,0.7055
L-755507,0.7055
CASP2,0.7051999999999999
equilin,0.7047
PI4K2B,0.7041
LEPRE1,0.7038
CSK,0.7036
HLF,0.7033
UBA52,0.7029000000000001
TTNPB,0.7027
EAPP,0.7025
axitinib,0.7023999999999999
BRD-K72817452,0.7023999999999999
GW-5074,0.7023999999999999
ABCF3,0.7023
TOX2,0.7018000000000001
SSBP4,0.7016
EGF,0.7014
CARD9,0.7014
cefaclor,0.7008
medroxyprogesterone,0.7005
AM-630,0.7004
RO-10-5824,0.7001000000000001
VU-0400193-3,0.6998000000000001
ATP5H,0.6990000000000001
dimercaptosuccinic-acid,0.6990000000000001
BU-239,0.6988
SHB,0.6988
GPX7,0.6988
ZNF207,0.6988
lapatinib,0.6984
ADORA2A,0.6984
NUDT6,0.698
ZNF519,0.698
DKC1,0.6977
PHF19,0.6975
ciclacillin,0.6975
esomeprazole,0.6967
GAS7,0.6966
LEF1,0.6965
SUCNR1,0.6962
DNAJC15,0.6960999999999999
EGR2,0.6957
CNOT3,0.6954
HMGCS2,0.6951
probucol,0.695
cimetidine,0.6948000000000001
nifekalant,0.6947
HIF1AN,0.6947
TGFBR2,0.6944
retinyl,0.6940999999999999
RFXANK,0.6940000000000001
PSMD9,0.6939
ritonavir,0.6938
STK17A,0.6933
HOXA6,0.6931
zolantidine,0.693
PBRM1,0.6929000000000001
PCCB,0.6927
TMED7,0.6922
HK1,0.6922
phosphodiesterase-V-inhibitor-II,0.6920000000000001
UGT1A6,0.6917
DLGAP5,0.6914
PTK2B,0.6912999999999999
scoulerine,0.6912999999999999
hexamethylenebisacetamide,0.6911
ZNF174,0.6911
BUD13,0.691
ECH1,0.691
fluocinonide,0.6909000000000001
PRKCE,0.6908
EBF1,0.6901999999999999
LGALS2,0.6901
RHOD,0.69
piceatannol,0.6898000000000001
ITGB1,0.6897
CRYAA,0.6896
SMYD3,0.6895
vardenafil,0.6895
ABCG5,0.6894
L-693403,0.6892
17-hydroxyprogesterone-caproate,0.6890999999999999
DECR1,0.6887000000000001
EXOC2,0.6887000000000001
ZD-7288,0.6883
MAOB,0.6883
U-0126,0.6881999999999999
EIF2S2,0.6879000000000001
ZNF219,0.6878
SYPL1,0.6878
BRD-K70751730,0.6873999999999999
KLF7,0.6873999999999999
CYP24A1,0.6873
UFD1L,0.6872
mirtazapine,0.6870999999999999
ZAP70,0.687
STK11,0.687
SAR1B,0.6868000000000001
BMY-14802,0.6867
EI-346-erlotinib-analog,0.6865000000000001
scopolamine,0.6862
noscapine,0.6859999999999999
Trace amine receptors LOF,0.6859000000000001
CMPK1,0.6857
oxibendazole,0.6854
YK-4279,0.6843
deguelin,0.6840999999999999
AFG3L2,0.6837000000000001
CSNK2A2,0.6835
dexbrompheniramine,0.6833
LYPD3,0.6831999999999999
isocarboxazid,0.6831999999999999
GS-39783,0.6831
PPARA,0.6826000000000001
POLR2I,0.6826000000000001
SMARCC2,0.6823999999999999
scopolamine,0.6820999999999999
brazilin,0.682
ZNF805,0.6819
FUS,0.6817
HAGH,0.6816
TPR,0.6816
MKNK1,0.6815000000000001
fenoldopam,0.6814
NUP62,0.6812
ZNF200,0.6811
CDKN2C,0.6811
PDLIM1,0.6811
BRD-K39187410,0.6809999999999999
CDKL4,0.6809999999999999
halcinonide,0.6806
GJA1,0.6805
RPL22,0.6804000000000001
FAM20B,0.6803
KDELR3,0.68
NSA2,0.6796
17-beta-estradiol,0.6781
APEX1,0.6779000000000001
CLK1,0.6777
FGA,0.6776000000000001
PDXP,0.6774
ZSCAN4,0.677
SF1,0.6768000000000001
prednisolone,0.6764
BCL2L1,0.6762999999999999
QRSL1,0.6759999999999999
CD58,0.6759000000000001
QARS,0.6758
CXCR2,0.6756
IRF2,0.6755
PP-3,0.6754000000000001
NAT1,0.6754000000000001
KRT26,0.6751999999999999
PIM3,0.6748000000000001
ZNF488,0.6744
cefalexin,0.674
MAP3K5,0.6739
SUFU,0.6739
PLCG1,0.6738
ALDH4A1,0.6731
EPS8,0.6729
ZC3HC1,0.6726000000000001
FGFR inhibitor,0.6723
diphenidol,0.6716
TIMELESS,0.6716
MYCBP2,0.6715000000000001
GHR,0.6714
CSNK1D,0.6712
GTF2F2,0.6709999999999999
TRIM32,0.6709
TAAR8,0.6705
CD81,0.6705
ALG2,0.6705
HK1,0.67
FABP4,0.6697
RS-16566,0.6692
cucurbitacin-i,0.669
GNGT2,0.6687000000000001
tomelukast,0.6685
CETN3,0.6685
HADHB,0.6679999999999999
osthol,0.6678000000000001
kinetin-riboside,0.6678000000000001
NAT1,0.6674
BRD-K56658166,0.6666
SLC22A23,0.6659999999999999
BLCAP,0.6659
SLC25A3,0.6658
SOAT1,0.6654000000000001
STAT2,0.6652
GFOD2,0.6651
ZMPSTE24,0.6651
PARP2,0.6647
Norepinephrine reuptake inhibitor,0.6640999999999999
sirolimus,0.664
ALDH3A2,0.6639
CTNNA1,0.6634
FGIN-1-43,0.6631999999999999
CXCR7,0.6629999999999999
SMARCA4,0.6629999999999999
benzbromarone,0.6629999999999999
BCR,0.662
ZK-164015,0.6618
COQ3,0.6616
NDUFB4,0.6615000000000001
BRD-K17693482,0.6613
GPR137,0.6612
NQO2,0.6609999999999999
MW-STK33-3B,0.6607999999999999
CERS4,0.6607999999999999
CBX7,0.6607999999999999
PIK3CB,0.6603
RIT1,0.6602
AKT2,0.6598
anagrelide,0.6598
"1,2-dichlorobenzene",0.6596
GNA11,0.6593000000000001
carbenoxolone,0.6592
topiramate,0.6591
HEY1,0.659
BNIP1,0.6589
NUSAP1,0.6586
CD55,0.6586
AG-99,0.6577
DNAJB6,0.6575
PRMT2,0.6574
amsacrine,0.6572
ASCC3,0.657
SPRY4,0.6568
VAT1,0.6567000000000001
PDS5B,0.6567000000000001
hyoscyamine,0.6565000000000001
ZNF131,0.6563
propylthiouracil,0.6563
SLC25A10,0.6562
SPECC1L,0.6559999999999999
SPRED2,0.6557999999999999
SERPINA7,0.6557
DUSP28,0.6556000000000001
ATP6V0B,0.6555
pizotifen,0.6552
TSPAN3,0.6552
Imidazoline ligand,0.6551
ERLIN1,0.6548
COPS5,0.6546
SMG7,0.6543000000000001
CRADD,0.6541
BRD-A54632525,0.654
xylazine,0.6534
CNOT7,0.6531
UQCR11,0.6529
PRKCA,0.6528
CL-82198,0.6528
RNF5,0.6528
olaparib,0.6528
ZSCAN29,0.6523
dexamethasone,0.6520999999999999
VPS28,0.652
TOMM34,0.6515000000000001
HSPA2,0.6514
EIF4B,0.6513
PAH,0.6513
WNT11,0.6513
MARK4,0.6512
VN1R4,0.6511
FAM3C,0.6507
ZNF546,0.6505
TSPAN6,0.6503
tacrolimus,0.65
GNB2,0.6498999999999999
PPP3CA,0.6496999999999999
oxybuprocaine,0.6495000000000001
mirtazapine,0.6489
OPN5,0.6489
hesperidin,0.6487
profenamine,0.6487
GRIN3A,0.6483
FOXO1,0.648
androstenedione,0.648
PAICS,0.6476000000000001
EI-273,0.6474
PARK7,0.6473
primaquine,0.6472
NKIRAS2,0.647
ALDH3B1,0.6469
VAPA,0.6464
MKI67IP,0.6463
ZNF488,0.6462
flurofamide,0.6459999999999999
NDUFS3,0.6451
GTF2A2,0.6451
rifampicin,0.6451
CASC3,0.645
maraviroc,0.6446999999999999
vemurafenib,0.6444
SERPINH1,0.6442
NFKB1,0.6439
cyclopamine,0.6437999999999999
ketoconazole,0.6429
PRKCA,0.6426000000000001
LRRC16A,0.6424
HIST1H2BK,0.6422
SQSTM1,0.642
SNRPA,0.6419
CCL2,0.6417
WDTC1,0.6411
NR1H4,0.6406999999999999
ibuprofen,0.6403
tyrphostin-AG-538,0.6403
NECA,0.6403
iloperidone,0.64
primidone,0.6396000000000001
triamcinolone,0.6395000000000001
ASMTL,0.6394
ARHGDIB,0.6394
RCHY1,0.6393
RS-100329,0.6393
LAMTOR3,0.6388
HPRT1,0.6381
docetaxel,0.638
warfarin,0.6378
LMNA,0.6378
TERF2IP,0.6375
penicillic-acid,0.6375
IL10,0.6373
GSK-0660,0.6373
S100 calcium binding proteins LOF,0.6373
CDC25A,0.6373
HTATSF1,0.6372
AK2,0.6372
TAF15,0.6372
GATAD2B,0.6368
RHOC,0.636
MAP2K1,0.6357
EXOC6,0.6356
TNFSF13,0.6352
CG-930,0.635
SNX6,0.6349
TTK,0.6346
SMAD5,0.6344
FGF9,0.6343
MMP14,0.6335000000000001
SBNO1,0.6334000000000001
F2RL1,0.6327
PTPN2,0.6325
CACNA1D,0.6324000000000001
CMPK1,0.6322
ITGA3,0.6319
CTBP2,0.6318
SIRPG,0.6317
DTX3L,0.6317
ZFP28,0.6315999999999999
CASP10,0.631
fenobam,0.6306
RPS6KA4,0.6304
RO-19-4605,0.6302
CXCR4,0.63
COASY,0.6296
LPAR5,0.6295000000000001
MCCC1,0.6286999999999999
AKT3,0.6286999999999999
GPR128,0.6284000000000001
CAB39,0.6283
picrotoxin,0.6278
PCK2,0.6275
SERPINA1,0.6273
ERBB3,0.6272
MYL9,0.6265
NS-1619,0.6264
LIMK2,0.6263000000000001
PCDH15,0.6253
pregnenolone,0.6251
CCND2,0.6246
HLA-DRB1,0.6243
CEBPZ,0.6241
TFAP2A,0.624
EGR3,0.624
MAF,0.624
diphencyprone,0.624
CSNK1A1L,0.6239
HMGB4,0.6233
ipsapirone,0.6231
SACM1L,0.6229
POT1,0.6228
EPB41L4B,0.6225999999999999
TGIF2LY,0.6224000000000001
argatroban,0.6223
CCRL2,0.622
PPAP2B,0.6214
HNHA,0.6209
SOS1,0.6208
PTP4A3,0.6208
TFAP2A,0.6208
clobetasol,0.6203
RHO-kinase-inhibitor-III[rockout],0.6201
OGG1,0.6197
valproic-acid,0.6197
