,moa,GDSC,CTRP,CCLE,drug,score,evidence
mk-1775,Wee1 kinase inhibitor,,0.27899999999999997,,ctrp_MK-1775,0.279,.+.
pifithrin-alpha,Not Clinically Relevant,,0.278,,ctrp_pifithrin-alpha,0.278,.+.
sch-529074,Not Clinically Relevant,,0.278,,ctrp_SCH-529074,0.278,.+.
marinopyrrole a,Not Clinically Relevant,,0.278,,ctrp_marinopyrrole A,0.278,.+.
cal-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.278,,ctrp_CAL-101,0.278,.+.
pf2341066,"ALK, ROS1 and MET inhibitor",,,0.27699999999999997,ccle_PF2341066,0.277,..+
sb-743921,kinesin spindle protein (KSP) inhibitor,,0.27699999999999997,,ctrp_SB-743921,0.277,.+.
i-bet151,Not Clinically Relevant,,0.27699999999999997,,ctrp_I-BET151,0.277,.+.
semagacestat,Notch (gamma secretase) inhibitor,,0.27699999999999997,,ctrp_semagacestat,0.277,.+.
momelotinib,JAK1 and JAK2 inhibitor,,0.27699999999999997,,ctrp_momelotinib,0.277,.+.
npc-26,Not Clinically Relevant,,0.276,,ctrp_NPC-26,0.276,.+.
tw 37,Not Clinically Relevant,0.275,,,gdsc_TW 37,0.275,+..
purmorphamine,Not Clinically Relevant,,0.275,,ctrp_purmorphamine,0.275,.+.
sr-ii-138a,Not Clinically Relevant,,0.275,,ctrp_SR-II-138A,0.275,.+.
kh-cb19,Not Clinically Relevant,,0.275,,ctrp_KH-CB19,0.275,.+.
nvp-bez235,PI3K/mTOR inhibitor,,0.275,,ctrp_NVP-BEZ235,0.275,.+.
ku-60019,Not Clinically Relevant,,0.275,,ctrp_KU-60019,0.275,.+.
importazole,Not Clinically Relevant,,0.27399999999999997,,ctrp_importazole,0.274,.+.
r428,Not Clinically Relevant,,0.27399999999999997,,ctrp_R428,0.274,.+.
ql-x-138,Not Clinically Relevant,0.273,,,gdsc_QL-X-138,0.273,+..
gdc-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.272,,ctrp_GDC-0941,0.272,.+.
wiki4,Not Clinically Relevant,0.272,,,gdsc_WIKI4,0.272,+..
gsk2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.271,,ctrp_GSK2636771,0.271,.+.
ar-42,Not Clinically Relevant,0.271,,,gdsc_AR-42,0.271,+..
prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.271,,ctrp_prochlorperazine,0.271,.+.
blebbistatin,Not Clinically Relevant,,0.27,,ctrp_blebbistatin,0.27,.+.
gant-61,Not Clinically Relevant,,0.26899999999999996,,ctrp_GANT-61,0.269,.+.
nvp-bsk805,Not Clinically Relevant,,0.26899999999999996,,ctrp_NVP-BSK805,0.269,.+.
genentech cpd 10,Not Clinically Relevant,0.26899999999999996,,,gdsc_Genentech Cpd 10,0.269,+..
methylstat,Not Clinically Relevant,,0.268,,ctrp_methylstat,0.268,.+.
dbeq,Not Clinically Relevant,,0.268,,ctrp_DBeQ,0.268,.+.
topotecan,Topo I inhibitor,,0.337,0.19899999999999998,ccle_Topotecan,0.268,.++
narciclasine,Not Clinically Relevant,,0.268,,ctrp_narciclasine,0.268,.+.
tgx-221,Not Clinically Relevant,,0.268,,ctrp_TGX-221,0.268,.+.
brd-k45681478,Not Clinically Relevant,,0.268,,ctrp_BRD-K45681478,0.268,.+.
hbx-41108,Not Clinically Relevant,,0.268,,ctrp_HBX-41108,0.268,.+.
gsk525762a,Not Clinically Relevant,,0.268,,ctrp_GSK525762A,0.268,.+.
agk-2,Not Clinically Relevant,,0.268,,ctrp_AGK-2,0.268,.+.
ciclosporin,,,0.268,,ctrp_ciclosporin,0.268,.+.
cd-1530,Not Clinically Relevant,,0.268,,ctrp_CD-1530,0.268,.+.
bax channel blocker,Not Clinically Relevant,,0.266,,ctrp_Bax channel blocker,0.266,.+.
cay10603,Not Clinically Relevant,0.266,,,gdsc_CAY10603,0.266,+..
ql-xii-47,Not Clinically Relevant,0.266,,,gdsc_QL-XII-47,0.266,+..
neopeltolide,Not Clinically Relevant,,0.264,,ctrp_neopeltolide,0.264,.+.
wz4002,Not Clinically Relevant,,0.263,,ctrp_WZ4002,0.263,.+.
phloretin,Not Clinically Relevant,,0.263,,ctrp_phloretin,0.263,.+.
az-3146,Not Clinically Relevant,,0.263,,ctrp_AZ-3146,0.263,.+.
3-cl-ahpc,Not Clinically Relevant,,0.262,,ctrp_3-Cl-AHPC,0.262,.+.
cil56,Not Clinically Relevant,,0.262,,ctrp_CIL56,0.262,.+.
silmitasertib,casein kinase 2 inhibitor ,,0.261,,ctrp_silmitasertib,0.261,.+.
ym-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.261,,ctrp_YM-155,0.261,.+.
jw-7-24-1,Not Clinically Relevant,0.26,,,gdsc_JW-7-24-1,0.26,+..
"1s,3r-rsl-3",Not Clinically Relevant,,0.258,,"ctrp_1S,3R-RSL-3",0.258,.+.
dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.258,,ctrp_dinaciclib,0.258,.+.
clofarabine,purine nucleoside antimetabolite,,0.257,,ctrp_clofarabine,0.257,.+.
pyrazolanthrone,Not Clinically Relevant,,0.257,,ctrp_pyrazolanthrone,0.257,.+.
tw-37,Not Clinically Relevant,,0.256,,ctrp_TW-37,0.256,.+.
regorafenib,VEGFR2-TIE2 inhibitor ,,0.255,,ctrp_regorafenib,0.255,.+.
leptomycin b,Not Clinically Relevant,,0.255,,ctrp_leptomycin B,0.255,.+.
simvastatin,"HMG-CoA reductase inhibitor,",,0.255,,ctrp_simvastatin,0.255,.+.
gsk-j4,Not Clinically Relevant,,0.254,,ctrp_GSK-J4,0.254,.+.
brd-a02303741,Not Clinically Relevant,,0.253,,ctrp_BRD-A02303741,0.253,.+.
mln2480,"TAK-580, pan-Raf kinase inhibitor",,0.253,,ctrp_MLN2480,0.253,.+.
fulvestrant,selective estrogen receptor degrader (SERD),,0.253,,ctrp_fulvestrant,0.253,.+.
bleomycin a2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.253,,ctrp_bleomycin A2,0.253,.+.
mk-0752,Notch (gamma secretase) inhibitor,,0.253,,ctrp_MK-0752,0.253,.+.
salermide,Not Clinically Relevant,,0.253,,ctrp_salermide,0.253,.+.
gsk690693,Not Clinically Relevant,0.253,,,gdsc_GSK690693,0.253,+..
alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.252,,ctrp_alvocidib,0.252,.+.
smer-3,Not Clinically Relevant,,0.252,,ctrp_SMER-3,0.252,.+.
aew541,Not Clinically Relevant,,,0.252,ccle_AEW541,0.252,..+
cay10594,Not Clinically Relevant,,0.251,,ctrp_CAY10594,0.251,.+.
tg-101348,JAK2 inhibitor,,0.25,,ctrp_TG-101348,0.25,.+.
ex-527,SIRT1 inhibitor,,0.249,,ctrp_EX-527,0.249,.+.
tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.248,,ctrp_tamatinib,0.248,.+.
oligomycin a,Not Clinically Relevant,,0.248,,ctrp_oligomycin A,0.248,.+.
brd9876,Not Clinically Relevant,,0.248,,ctrp_BRD9876,0.248,.+.
ci-976,Not Clinically Relevant,,0.247,,ctrp_CI-976,0.247,.+.
brd8958,Not Clinically Relevant,,0.24600000000000002,,ctrp_BRD8958,0.246,.+.
obatoclax,Not Clinically Relevant,,0.24600000000000002,,ctrp_obatoclax,0.246,.+.
gw-405833,Not Clinically Relevant,,0.24600000000000002,,ctrp_GW-405833,0.246,.+.
tigecycline,antibiotic used to treat a number of bacterial infections,,0.24600000000000002,,ctrp_tigecycline,0.246,.+.
irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.245,ccle_Irinotecan,0.245,..+
brd-k27224038,Not Clinically Relevant,,0.245,,ctrp_BRD-K27224038,0.245,.+.
ml320,Not Clinically Relevant,,0.24100000000000002,,ctrp_ML320,0.241,.+.
le-135,Not Clinically Relevant,,0.24100000000000002,,ctrp_LE-135,0.241,.+.
tae684,Not Clinically Relevant,,,0.24,ccle_TAE684,0.24,..+
brd-k94991378,Not Clinically Relevant,,0.239,,ctrp_BRD-K94991378,0.239,.+.
wp1130,Not Clinically Relevant,,0.239,,ctrp_WP1130,0.239,.+.
myricetin,Not Clinically Relevant,,0.237,,ctrp_myricetin,0.237,.+.
palmostatin b,Not Clinically Relevant,,0.23600000000000002,,ctrp_palmostatin B,0.236,.+.
cudc-101,Not Clinically Relevant,0.235,,,gdsc_CUDC-101,0.235,+..
pf-750,Not Clinically Relevant,,0.235,,ctrp_PF-750,0.235,.+.
dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.23399999999999999,,ctrp_dexamethasone,0.234,.+.
sirolimus,"rapamycin, mTOR inhibitor",,0.231,,ctrp_sirolimus,0.231,.+.
lovastatin,"HMG-CoA reductase inhibitor,",,0.231,,ctrp_lovastatin,0.231,.+.
ku 0060648,Not Clinically Relevant,,0.22899999999999998,,ctrp_KU 0060648,0.229,.+.
brd-k41334119,Not Clinically Relevant,,0.228,,ctrp_BRD-K41334119,0.228,.+.
ml312,Not Clinically Relevant,,0.22699999999999998,,ctrp_ML312,0.227,.+.
unc0321,Not Clinically Relevant,,0.22399999999999998,,ctrp_UNC0321,0.224,.+.
brd-k01737880,Not Clinically Relevant,,0.22399999999999998,,ctrp_BRD-K01737880,0.224,.+.
brd4132,Not Clinically Relevant,,0.22,,ctrp_BRD4132,0.22,.+.
sid 26681509,Not Clinically Relevant,,0.22,,ctrp_SID 26681509,0.22,.+.
thz-2-102-1,Not Clinically Relevant,0.215,,,gdsc_THZ-2-102-1,0.215,+..
stemregenin 1,Not Clinically Relevant,,0.213,,ctrp_StemRegenin 1,0.213,.+.
sns-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,0.207,,ctrp_SNS-032,0.207,.+.
mitomycin-c,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.207,,,gdsc_Mitomycin-C,0.207,+..
brd-k30748066,Not Clinically Relevant,,0.171,,ctrp_BRD-K30748066,0.171,.+.
imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.248,0.34600000000000003,,gdsc_Imatinib,0.049,-+.
serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.35700000000000004,0.456,,gdsc_Serdemetan,0.049,-+.
paclitaxel,disrupts microtubule dynamics,-0.355,0.28800000000000003,0.2,gdsc_Paclitaxel,0.044,-++
doxorubicin,"Topo II inhibitor, DNA intercalator",-0.239,0.326,,gdsc_Doxorubicin,0.044,-+.
methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.273,-0.188,,ctrp_methotrexate,0.043,+-.
raf265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.239,-0.192,ccle_RAF265,0.023,.+-
bi-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.305,0.327,,gdsc_BI-2536,0.011,-+.
gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.251,0.27,,gdsc_Gemcitabine,0.01,-+.
pik-93,Not Clinically Relevant,-0.299,0.29600000000000004,,gdsc_PIK-93,-0.001,-+.
docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.315,0.308,,gdsc_Docetaxel,-0.004,-+.
nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.267,-0.293,ccle_Nutlin-3,-0.013,.+-
snx-2112,Not Clinically Relevant,-0.24600000000000002,0.215,,gdsc_SNX-2112,-0.016,-+.
osi-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.32799999999999996,0.295,,gdsc_OSI-930,-0.016,-+.
mg-132,Not Clinically Relevant,-0.36700000000000005,0.33399999999999996,,gdsc_MG-132,-0.017,-+.
azd7762, Chk1 / Chk2 inhibitor,-0.309,0.264,,gdsc_AZD7762,-0.022,-+.
tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.40399999999999997,0.359,,gdsc_Tamoxifen,-0.022,-+.
zstk474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.326,0.27699999999999997,,gdsc_ZSTK474,-0.025,-+.
piperlongumine,Not Clinically Relevant,-0.35700000000000004,0.295,,gdsc_Piperlongumine,-0.031,-+.
mk-2206,Akt1/2/3 inhibitor,-0.369,0.29100000000000004,,gdsc_MK-2206,-0.039,-+.
cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.395,0.314,,gdsc_Cabozantinib,-0.041,-+.
bms-536924,Not Clinically Relevant,-0.39299999999999996,0.29600000000000004,,gdsc_BMS-536924,-0.048,-+.
nvp-tae684,Not Clinically Relevant,-0.434,0.337,,gdsc_NVP-TAE684,-0.048,-+.
azd8055,mTOR inhibitor,-0.331,0.235,,gdsc_AZD8055,-0.048,-+.
sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.44,0.319,,gdsc_Sunitinib,-0.06,-+.
bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.486,0.366,,gdsc_Bexarotene,-0.06,-+.
temozolomide,alkylating agent,-0.41,0.27399999999999997,,gdsc_Temozolomide,-0.068,-+.
ku-55933,Not Clinically Relevant,-0.436,0.295,,gdsc_KU-55933,-0.07,-+.
pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.45299999999999996,0.309,,gdsc_Pazopanib,-0.072,-+.
pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.382,0.22899999999999998,,gdsc_Pevonedistat,-0.077,-+.
temsirolimus,Not Clinically Relevant,-0.402,0.245,,gdsc_Temsirolimus,-0.079,-+.
tretinoin,Retinoid,-0.61,0.442,,gdsc_Tretinoin,-0.084,-+.
chir-99021,Not Clinically Relevant,-0.41700000000000004,0.25,,gdsc_CHIR-99021,-0.084,-+.
masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.425,0.23199999999999998,,gdsc_Masitinib,-0.096,-+.
tivozanib,VEGFR inhibitor,-0.515,0.318,,gdsc_Tivozanib,-0.098,-+.
pac-1,Not Clinically Relevant,-0.47700000000000004,0.282,,gdsc_PAC-1,-0.098,-+.
crizotinib,"ALK, ROS1 and MET inhibitor",-0.551,0.353,,gdsc_Crizotinib,-0.099,-+.
parthenolide,Not Clinically Relevant,-0.501,0.29600000000000004,,gdsc_Parthenolide,-0.102,-+.
azd6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.485,0.282,,gdsc_AZD6482,-0.102,-+.
sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.474,0.302,-0.23399999999999999,gdsc_Sorafenib,-0.135,-+-
brd-k71935468,Not Clinically Relevant,,-0.16699999999999998,,ctrp_BRD-K71935468,-0.167,.-.
ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.67,0.322,,gdsc_Ruxolitinib,-0.174,-+.
brd-k33514849,Not Clinically Relevant,,-0.182,,ctrp_BRD-K33514849,-0.182,.-.
quizartinib,Flt3 inhibitor,-0.653,0.276,,gdsc_Quizartinib,-0.188,-+.
linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.695,0.28600000000000003,,gdsc_Linifanib,-0.204,-+.
sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",-0.209,,,gdsc_Sepantronium bromide,-0.209,-..
vandetanib,"VEGFR, EGFR and RET inhibitor",,-0.225,,ctrp_vandetanib,-0.225,.-.
bec,Not Clinically Relevant,,-0.225,,ctrp_BEC,-0.225,.-.
dacinostat,Not Clinically Relevant,-0.228,,,gdsc_Dacinostat,-0.228,-..
ipa-3,Not Clinically Relevant,-0.22899999999999998,,,gdsc_IPA-3,-0.229,-..
valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.231,,ctrp_valdecoxib,-0.231,.-.
mln2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,-0.233,,ctrp_MLN2238,-0.233,.-.
brd-k09344309,Not Clinically Relevant,,-0.233,,ctrp_BRD-K09344309,-0.233,.-.
brd-k97651142,Not Clinically Relevant,,-0.237,,ctrp_BRD-K97651142,-0.237,.-.
betulinic acid,Not Clinically Relevant,,-0.237,,ctrp_betulinic acid,-0.237,.-.
avicin d,Not Clinically Relevant,,-0.237,,ctrp_avicin D,-0.237,.-.
brd-k14844214,Not Clinically Relevant,,-0.23800000000000002,,ctrp_BRD-K14844214,-0.238,.-.
azd0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.24,ccle_AZD0530,-0.24,..-
phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.242,,,gdsc_Phenformin,-0.242,-..
bafilomycin a1,Not Clinically Relevant,,-0.242,,ctrp_bafilomycin A1,-0.242,.-.
khs101,Not Clinically Relevant,,-0.242,,ctrp_KHS101,-0.242,.-.
brd-k63431240,Not Clinically Relevant,,-0.245,,ctrp_BRD-K63431240,-0.245,.-.
brefeldin a,Not Clinically Relevant,,-0.249,,ctrp_brefeldin A,-0.249,.-.
col-3,matrix metalloproteinase (MMP) inhibitor,,-0.249,,ctrp_COL-3,-0.249,.-.
vinorelbine,Not Clinically Relevant,-0.252,,,gdsc_Vinorelbine,-0.252,-..
dmog,Not Clinically Relevant,-0.254,,,gdsc_DMOG,-0.254,-..
sb590885,Not Clinically Relevant,-0.254,,,gdsc_SB590885,-0.254,-..
azd7545,Not Clinically Relevant,,-0.255,,ctrp_AZD7545,-0.255,.-.
tosedostat,inhibitor of the M1 family of aminopeptidases,,-0.256,,ctrp_tosedostat,-0.256,.-.
ng-25,Not Clinically Relevant,-0.258,,,gdsc_NG-25,-0.258,-..
ml258,Not Clinically Relevant,,-0.258,,ctrp_ML258,-0.258,.-.
c6-ceramide,Not Clinically Relevant,,-0.258,,ctrp_C6-ceramide,-0.258,.-.
pd-0332991,CDK4/6 inhibitor,,,-0.259,ccle_PD-0332991,-0.259,..-
tl-1-85,Not Clinically Relevant,-0.259,,,gdsc_TL-1-85,-0.259,-..
tki258,Not Clinically Relevant,,,-0.261,ccle_TKI258,-0.261,..-
spautin-1,Not Clinically Relevant,,-0.263,,ctrp_spautin-1,-0.263,.-.
cid-5951923,Not Clinically Relevant,,-0.263,,ctrp_CID-5951923,-0.263,.-.
omipalisib,Not Clinically Relevant,-0.263,,,gdsc_Omipalisib,-0.263,-..
ver-155008,Not Clinically Relevant,,-0.264,,ctrp_VER-155008,-0.264,.-.
brd-k55116708,Not Clinically Relevant,,-0.264,,ctrp_BRD-K55116708,-0.264,.-.
lestauritinib,Not Clinically Relevant,-0.264,,,gdsc_Lestauritinib,-0.264,-..
17-aag,Not Clinically Relevant,,,-0.265,ccle_17-AAG,-0.265,..-
at-7519,Not Clinically Relevant,-0.266,,,gdsc_AT-7519,-0.266,-..
jq1,Not Clinically Relevant,-0.26899999999999996,,,gdsc_JQ1,-0.269,-..
epothilone b,Not Clinically Relevant,-0.27,,,gdsc_Epothilone B,-0.27,-..
sr8278,Not Clinically Relevant,,-0.272,,ctrp_SR8278,-0.272,.-.
myriocin,Not Clinically Relevant,,-0.272,,ctrp_myriocin,-0.272,.-.
brd-k48334597,Not Clinically Relevant,,-0.273,,ctrp_BRD-K48334597,-0.273,.-.
zd-6474,"VEGFR, EGFR and RET inhibitor",,,-0.27399999999999997,ccle_ZD-6474,-0.274,..-
cyanoquinoline 11,Not Clinically Relevant,,-0.27399999999999997,,ctrp_cyanoquinoline 11,-0.274,.-.
vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.27399999999999997,,,gdsc_Vinblastine,-0.274,-..
cp466722,Not Clinically Relevant,-0.275,,,gdsc_CP466722,-0.275,-..
nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.275,,ctrp_nelarabine,-0.275,.-.
elesclomol,Not Clinically Relevant,-0.275,,,gdsc_Elesclomol,-0.275,-..
wz8040,Not Clinically Relevant,,-0.276,,ctrp_WZ8040,-0.276,.-.
gw843682x,Not Clinically Relevant,-0.27699999999999997,,,gdsc_GW843682X,-0.277,-..
sj-172550,Not Clinically Relevant,,-0.278,,ctrp_SJ-172550,-0.278,.-.
pluripotin,Not Clinically Relevant,,-0.28,,ctrp_pluripotin,-0.28,.-.
ml334 diastereomer,Not Clinically Relevant,,-0.28,,ctrp_ML334 diastereomer,-0.28,.-.
austocystin d,Not Clinically Relevant,,-0.281,,ctrp_austocystin D,-0.281,.-.
brd-k48477130,Not Clinically Relevant,,-0.282,,ctrp_BRD-K48477130,-0.282,.-.
osu-03012,Not Clinically Relevant,-0.28300000000000003,,,gdsc_OSU-03012,-0.283,-..
pfi-1,Not Clinically Relevant,-0.28300000000000003,,,gdsc_PFI-1,-0.283,-..
aa-cocf3,Not Clinically Relevant,,-0.284,,ctrp_AA-COCF3,-0.284,.-.
vu0155056,Not Clinically Relevant,,-0.285,,ctrp_VU0155056,-0.285,.-.
way-362450,Not Clinically Relevant,,-0.287,,ctrp_WAY-362450,-0.287,.-.
bay-61-3606,Not Clinically Relevant,-0.28800000000000003,,,gdsc_BAY-61-3606,-0.288,-..
canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.289,,ctrp_canertinib,-0.289,.-.
pd-0325901,Not Clinically Relevant,,,-0.289,ccle_PD-0325901,-0.289,..-
at13387,Selective potent Hsp90 inhibitor,,-0.289,,ctrp_AT13387,-0.289,.-.
bx796,Not Clinically Relevant,-0.29,,,gdsc_BX796,-0.29,-..
a-804598,Not Clinically Relevant,,-0.29,,ctrp_A-804598,-0.29,.-.
shikonin,Not Clinically Relevant,-0.29,,,gdsc_Shikonin,-0.29,-..
gdc-0879,Not Clinically Relevant,,-0.293,,ctrp_GDC-0879,-0.293,.-.
neratinib,Her2 and EGFR inhibitor,,-0.293,,ctrp_neratinib,-0.293,.-.
thz-2-49,Not Clinically Relevant,-0.293,,,gdsc_THZ-2-49,-0.293,-..
l-685458,Not Clinically Relevant,,-0.32,-0.26899999999999996,ctrp_L-685458,-0.294,.--
nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.21600000000000003,-0.322,-0.34600000000000003,ccle_Nilotinib,-0.295,---
brd-k71781559,Not Clinically Relevant,,-0.298,,ctrp_BRD-K71781559,-0.298,.-.
saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.336,-0.264,,gdsc_Saracatinib,-0.3,--.
abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.3,,ctrp_abiraterone,-0.3,.-.
gsk650394,Not Clinically Relevant,-0.301,,,gdsc_GSK650394,-0.301,-..
palbociclib,CDK4/6 inhibitor,-0.301,,,gdsc_Palbociclib,-0.301,-..
azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.301,,ctrp_azacitidine,-0.301,.-.
plx4720,Not Clinically Relevant,,,-0.301,ccle_PLX4720,-0.301,..-
fumonisin b1,Not Clinically Relevant,,-0.302,,ctrp_fumonisin B1,-0.302,.-.
ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,-0.303,,ctrp_ifosfamide,-0.303,.-.
bcl-lzh-4,Not Clinically Relevant,,-0.303,,ctrp_BCL-LZH-4,-0.303,.-.
brd-k04800985,Not Clinically Relevant,,-0.303,,ctrp_BRD-K04800985,-0.303,.-.
brd-a05715709,Not Clinically Relevant,,-0.304,,ctrp_BRD-A05715709,-0.304,.-.
vaf-347,Not Clinically Relevant,,-0.305,,ctrp_VAF-347,-0.305,.-.
brd-k50799972,Not Clinically Relevant,,-0.306,,ctrp_BRD-K50799972,-0.306,.-.
yk-4-279,Not Clinically Relevant,-0.307,,,gdsc_YK-4-279,-0.307,-..
pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.307,,,gdsc_Pictilisib,-0.307,-..
brd-k27986637,Not Clinically Relevant,,-0.309,,ctrp_BRD-K27986637,-0.309,.-.
brd-k33199242,Not Clinically Relevant,,-0.309,,ctrp_BRD-K33199242,-0.309,.-.
brd-k64610608,Not Clinically Relevant,,-0.31,,ctrp_BRD-K64610608,-0.31,.-.
procarbazine,alkylating agent,,-0.31,,ctrp_procarbazine,-0.31,.-.
pd318088,Not Clinically Relevant,,-0.312,,ctrp_PD318088,-0.312,.-.
brd9647,Not Clinically Relevant,,-0.312,,ctrp_BRD9647,-0.312,.-.
kin001-244,Not Clinically Relevant,-0.312,,,gdsc_KIN001-244,-0.312,-..
pf-543,Not Clinically Relevant,,-0.312,,ctrp_PF-543,-0.312,.-.
ml029,Not Clinically Relevant,,-0.312,,ctrp_ML029,-0.312,.-.
panobinostat,HDAC inhibitor,,,-0.313,ccle_Panobinostat,-0.313,..-
cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.313,,,gdsc_Cytarabine,-0.313,-..
jq12,Not Clinically Relevant,-0.314,,,gdsc_JQ12,-0.314,-..
ipr-456,Not Clinically Relevant,,-0.314,,ctrp_IPR-456,-0.314,.-.
azd6244,MEK1 inhibitor,,,-0.315,ccle_AZD6244,-0.315,..-
fsc231,Not Clinically Relevant,,-0.315,,ctrp_FSC231,-0.315,.-.
mi-1,Not Clinically Relevant,,-0.317,,ctrp_MI-1,-0.317,.-.
erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.317,,ctrp_erismodegib,-0.317,.-.
thapsigargin,Not Clinically Relevant,-0.317,,,gdsc_Thapsigargin,-0.317,-..
bleomycin,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",-0.318,,,gdsc_Bleomycin,-0.318,-..
seliciclib,Not Clinically Relevant,-0.318,,,gdsc_Seliciclib,-0.318,-..
brd-k17060750,Not Clinically Relevant,,-0.318,,ctrp_BRD-K17060750,-0.318,.-.
cct-018159,Not Clinically Relevant,-0.319,,,gdsc_CCT-018159,-0.319,-..
lapatinib,HER2/EGFR inhibitor,-0.315,-0.33,-0.318,ctrp_lapatinib,-0.321,---
luminespib,Not Clinically Relevant,-0.322,,,gdsc_Luminespib,-0.322,-..
as605240,Not Clinically Relevant,-0.322,,,gdsc_AS605240,-0.322,-..
s-trityl-l-cysteine,Not Clinically Relevant,-0.32299999999999995,,,gdsc_S-Trityl-L-cysteine,-0.323,-..
gsk4112,Not Clinically Relevant,,-0.324,,ctrp_GSK4112,-0.324,.-.
xmd8-92,Not Clinically Relevant,-0.326,,,gdsc_XMD8-92,-0.326,-..
isonicotinohydroxamic acid,Not Clinically Relevant,,-0.327,,ctrp_isonicotinohydroxamic acid,-0.327,.-.
brd-k16147474,Not Clinically Relevant,,-0.32799999999999996,,ctrp_BRD-K16147474,-0.328,.-.
istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,-0.32899999999999996,,ctrp_istradefylline,-0.329,.-.
dactolisib,PI3K/mTOR inhibitor,-0.32899999999999996,,,gdsc_Dactolisib,-0.329,-..
