,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
daporinad,ctrp_daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.385,0.297,,0.341,,++..,153,312,153.0
azd-7762,cmap_azd-7762, Chk1 / Chk2 inhibitor,,,,,-0.73,...-,733,154,154.0
azd4547,ctrp_AZD4547,"FGFR-1,2 and 3 inhibitor",,0.34,,0.34,,.+..,154,313,154.0
elocalcitol,ctrp_elocalcitol,vitamin D receptor agonist,,0.34,,0.34,,.+..,155,314,155.0
yk 4-279,ctrp_YK 4-279,Not Clinically Relevant,,0.34,,0.34,,.+..,156,315,156.0
riluzole,cmap_riluzole,"Blocks TTX-sensitive sodium channels, and kainate and NMDA glutamate receptors",,,,,-0.748,...-,734,156,156.0
lomeguatrib,ctrp_lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.33899999999999997,,0.339,,.+..,157,316,157.0
busulfan,cmap_busulfan,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication",,,,,-0.7490000000000001,...-,735,157,157.0
at-406,ctrp_AT-406,Not Clinically Relevant,,0.33899999999999997,,0.339,,.+..,158,317,158.0
gossypol,ctrp_gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.306,,0.306,0.21,.+.+,239,79,159.0
curcumin,ctrp_curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.32,,0.32,-0.254,.+.-,209,110,159.5
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.33799999999999997,,0.338,,.+..,160,318,160.0
granisetron,cmap_granisetron,5-HT3 receptor antagonist used as an antiemetic,,,,,-0.8059999999999999,...-,736,161,161.0
ym201636,gdsc_YM201636,Not Clinically Relevant,0.337,,,0.337,,+...,162,319,162.0
bendamustine,ctrp_bendamustine,alkylating agent,,0.337,,0.337,,.+..,163,320,163.0
tamibarotene,cmap_tamibarotene,"retinobenzoic acid, synthetic retinoid used to treat APL",,,,,-0.85,...-,737,163,163.0
nsc95397,ctrp_NSC95397,Not Clinically Relevant,,0.337,,0.337,,.+..,164,321,164.0
erastin,ctrp_erastin,Not Clinically Relevant,,0.336,,0.336,,.+..,165,322,165.0
ml031,ctrp_ML031,Not Clinically Relevant,,0.336,,0.336,,.+..,166,323,166.0
propranolol,cmap_propranolol,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity",,,,,-0.9109999999999999,...-,738,167,167.0
brd-k70511574,ctrp_BRD-K70511574,Not Clinically Relevant,,0.336,,0.336,,.+..,167,324,167.0
alvocidib,ctrp_alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.331,,0.331,-0.73,.+.-,181,153,167.0
mitoxantrone,cmap_mitoxantrone,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair ,,,,,-0.912,...-,739,168,168.0
am-580,ctrp_AM-580,Not Clinically Relevant,,0.336,,0.336,,.+..,168,325,168.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.929,...-,740,170,170.0
pf-3758309,ctrp_PF-3758309,Not Clinically Relevant,,0.335,,0.335,,.+..,170,326,170.0
pha-793887,ctrp_PHA-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.35200000000000004,0.295,,0.324,-0.642,++.-,200,141,170.5
ubenimex,cmap_ubenimex,"inhibitor of the proinflammatory mediator, LTB4. Adjunct to chemotherapy for acute non-lymphocytic leukemia",,,,,-0.9329999999999999,...-,741,171,171.0
zstk-474,cmap_zstk-474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",,,,,-0.973,...-,742,172,172.0
mitomycin,ctrp_mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.335,,0.335,,.+..,172,327,172.0
metformin,cmap_metformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,,,,,-0.982,...-,743,174,174.0
mps-1-in-1,gdsc_MPS-1-IN-1,Not Clinically Relevant,0.33299999999999996,,,0.333,,+...,176,328,176.0
gsk461364,ctrp_GSK461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.33299999999999996,,0.333,,.+..,177,329,177.0
kx2-391,ctrp_KX2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.33299999999999996,,0.333,,.+..,178,330,178.0
brd-k01737880,ctrp_BRD-K01737880,Not Clinically Relevant,,0.332,,0.332,,.+..,179,331,179.0
mk-1775,ctrp_MK-1775,Wee1 kinase inhibitor,,0.276,,0.276,0.667,.+.+,327,31,179.0
brd-k16147474,ctrp_BRD-K16147474,Not Clinically Relevant,,0.332,,0.332,,.+..,180,332,180.0
thalidomide,ctrp_thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.28800000000000003,,0.288,0.33299999999999996,.+.+,293,67,180.0
manumycin a,ctrp_manumycin A,Not Clinically Relevant,,0.331,,0.331,,.+..,182,333,182.0
brd-k34222889,ctrp_BRD-K34222889,Not Clinically Relevant,,0.331,,0.331,,.+..,183,334,183.0
ml029,ctrp_ML029,Not Clinically Relevant,,0.33,,0.33,,.+..,184,335,184.0
brd-k66532283,ctrp_BRD-K66532283,Not Clinically Relevant,,0.33,,0.33,,.+..,185,336,185.0
nakiterpiosin,ctrp_nakiterpiosin,Not Clinically Relevant,,0.33,,0.33,,.+..,186,337,186.0
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.292,,0.292,-0.095,.+.-,277,97,187.0
jw-480,ctrp_JW-480,Not Clinically Relevant,,0.32899999999999996,,0.329,,.+..,187,338,187.0
etp-46464,ctrp_ETP-46464,Not Clinically Relevant,,0.32899999999999996,,0.329,,.+..,188,339,188.0
nvp-bez235,ctrp_NVP-BEZ235,PI3K/mTOR inhibitor,,0.295,,0.295,-0.28600000000000003,.+.-,266,112,189.0
pandacostat,ctrp_pandacostat,Not Clinically Relevant,,0.32799999999999996,,0.328,,.+..,190,340,190.0
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.327,,0.327,,.+..,191,341,191.0
tg-101348,ctrp_TG-101348,JAK2 inhibitor,,0.255,,0.255,0.7829999999999999,.+.+,363,19,191.0
simvastatin,ctrp_simvastatin,"HMG-CoA reductase inhibitor,",,0.275,,0.275,0.4445,.+.++,331,52,191.5
mi-2,ctrp_MI-2,Not Clinically Relevant,,0.327,,0.327,,.+..,192,342,192.0
ml006,ctrp_ML006,Not Clinically Relevant,,0.327,,0.327,,.+..,193,343,193.0
fgin-1-27,ctrp_FGIN-1-27,Not Clinically Relevant,,0.326,,0.326,,.+..,194,344,194.0
fulvestrant,ctrp_fulvestrant,selective estrogen receptor degrader (SERD),,0.263,,0.263,0.5985,.+.++,349,39,194.0
rigosertib,ctrp_rigosertib,"ON-01910, Plk-1 inhibitor",,0.326,,0.326,,.+..,195,345,195.0
bix-01294,ctrp_BIX-01294,Not Clinically Relevant,,0.326,,0.326,,.+..,196,346,196.0
fedratinib,gdsc_Fedratinib,JAK2 inhibitor,0.325,,,0.325,,+...,197,347,197.0
birb-796,ctrp_BIRB-796,Not Clinically Relevant,,0.325,,0.325,,.+..,198,348,198.0
lovastatin,ctrp_lovastatin,"HMG-CoA reductase inhibitor,",,0.254,,0.254,0.6709999999999999,.+.+,366,30,198.0
osi-027,gdsc_OSI-027,Not Clinically Relevant,0.294,0.29600000000000004,,0.295,-0.5429999999999999,++.-,267,130,198.5
brd-k02492147,ctrp_BRD-K02492147,Not Clinically Relevant,,0.325,,0.325,,.+..,199,349,199.0
irinotecan,ccle_Irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.22899999999999998,0.229,0.9209999999999999,..++,391,8,199.5
zg-10,gdsc_ZG-10,Not Clinically Relevant,0.324,,,0.324,,+...,201,350,201.0
brd-k35604418,ctrp_BRD-K35604418,Not Clinically Relevant,,0.324,,0.324,,.+..,203,351,203.0
tandutinib,ctrp_tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.306,,0.306,-0.927,.+.-,238,169,203.5
ipr-456,ctrp_IPR-456,Not Clinically Relevant,,0.32299999999999995,,0.323,,.+..,204,352,204.0
plx-4032,ctrp_PLX-4032,BRAF (V600E) inhibitor,,0.321,,0.321,,.+..,205,353,205.0
hli 373,ctrp_HLI 373,Not Clinically Relevant,,0.321,,0.321,,.+..,206,354,206.0
ml311,ctrp_ML311,Not Clinically Relevant,,0.321,,0.321,,.+..,207,355,207.0
brd8899,ctrp_BRD8899,Not Clinically Relevant,,0.321,,0.321,,.+..,208,356,208.0
nsc632839,ctrp_NSC632839,Not Clinically Relevant,,0.32,,0.32,,.+..,210,357,210.0
brd-k75293299,ctrp_BRD-K75293299,Not Clinically Relevant,,0.318,,0.318,,.+..,211,358,211.0
obatoclax,ctrp_obatoclax,Not Clinically Relevant,,0.242,,0.242,0.526,.+.+,379,45,212.0
cil70,ctrp_CIL70,Not Clinically Relevant,,0.318,,0.318,,.+..,212,359,212.0
methotrexate,ctrp_methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.297,0.192,,0.244,0.499,++.+,375,49,212.0
ku-0063794,ctrp_KU-0063794,Not Clinically Relevant,,0.318,,0.318,,.+..,213,360,213.0
brd-k66453893,ctrp_BRD-K66453893,Not Clinically Relevant,,0.317,,0.317,,.+..,214,361,214.0
cerulenin,ctrp_cerulenin,Not Clinically Relevant,,0.317,,0.317,,.+..,215,362,215.0
byl-719,ctrp_BYL-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.316,,0.316,,.+..,216,363,216.0
fluvastatin,ctrp_fluvastatin,"HMG-CoA reductase inhibitor,",,0.294,,0.294,-0.7879999999999999,.+.-,273,160,216.5
dexamethasone,ctrp_dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.23399999999999999,,0.234,0.5439375,.+.++++++,390,43,216.5
brd-k80183349,ctrp_BRD-K80183349,Not Clinically Relevant,,0.316,,0.316,,.+..,217,364,217.0
i-bet-762,gdsc_I-BET-762,Not Clinically Relevant,0.316,,,0.316,,+...,218,365,218.0
narciclasine,ctrp_narciclasine,Not Clinically Relevant,,0.316,,0.316,,.+..,219,366,219.0
neuronal differentiation inducer iii,ctrp_neuronal differentiation inducer III,Not Clinically Relevant,,0.315,,0.315,,.+..,220,367,220.0
ro4929097,ctrp_RO4929097,Notch (gamma secretase) inhibitor,,0.315,,0.315,,.+..,221,368,221.0
ciclopirox,ctrp_ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.313,,0.313,,.+..,222,369,222.0
triptolide,ctrp_triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.284,,0.284,-0.611,.+.--,305,139,222.0
sn-38,gdsc_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.35,0.342,,-0.004,0.615,-+.+,409,36,222.5
bardoxolone methyl,ctrp_bardoxolone methyl,Not Clinically Relevant,,0.313,,0.313,,.+..,223,370,223.0
ch-55,ctrp_Ch-55,Not Clinically Relevant,,0.312,,0.312,,.+..,225,371,225.0
merck60,ctrp_Merck60,Not Clinically Relevant,,0.312,,0.312,,.+..,226,372,226.0
su11274,ctrp_SU11274,Not Clinically Relevant,,0.312,,0.312,,.+..,227,373,227.0
brd-k78574327,ctrp_BRD-K78574327,Not Clinically Relevant,,0.311,,0.311,,.+..,228,374,228.0
tretinoin,gdsc_Tretinoin,Retinoid,-0.624,0.45,,-0.087,0.7145,-+.++,429,28,228.5
serdemetan,gdsc_Serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.35700000000000004,0.44799999999999995,,0.045,0.39899999999999997,-+.+,400,57,228.5
brd-k44224150,ctrp_BRD-K44224150,Not Clinically Relevant,,0.311,,0.311,,.+..,229,375,229.0
zm447439,gdsc_ZM447439,Not Clinically Relevant,0.311,,,0.311,,+...,230,376,230.0
qs-11,ctrp_QS-11,Not Clinically Relevant,,0.309,,0.309,,.+..,231,377,231.0
methylstat,ctrp_methylstat,Not Clinically Relevant,,0.308,,0.308,,.+..,232,378,232.0
sunitinib,gdsc_Sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.431,0.332,,-0.049,0.5115000000000001,-+.++,419,47,233.0
fqi-1,ctrp_FQI-1,Not Clinically Relevant,,0.308,,0.308,,.+..,233,379,233.0
b02,ctrp_B02,Not Clinically Relevant,,0.308,,0.308,,.+..,234,380,234.0
brd-a86708339,ctrp_BRD-A86708339,Not Clinically Relevant,,0.308,,0.308,,.+..,235,381,235.0
ouabain,ctrp_ouabain,Not Clinically Relevant,,0.307,,0.307,,.+..,236,382,236.0
chm-1,ctrp_CHM-1,Not Clinically Relevant,,0.307,,0.307,,.+..,237,383,237.0
prochlorperazine,ctrp_prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.259,,0.259,-0.46399999999999997,.+.-,355,124,239.5
sb-525334,ctrp_SB-525334,Not Clinically Relevant,,0.306,,0.306,,.+..,240,384,240.0
gemcitabine,gdsc_Gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.257,0.271,,0.007,0.231,-+.+,405,77,241.0
cd-1530,ctrp_CD-1530,Not Clinically Relevant,,0.306,,0.306,,.+..,241,385,241.0
wz3105,gdsc_WZ3105,Not Clinically Relevant,0.306,,,0.306,,+...,242,386,242.0
tamoxifen,gdsc_Tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.414,0.36700000000000005,,-0.023,0.30775,-+.+++,414,71,242.5
tipifarnib-p2,ctrp_tipifarnib-P2,Not Clinically Relevant,,0.305,,0.305,,.+..,243,387,243.0
cay10618,ctrp_CAY10618,Not Clinically Relevant,,0.305,,0.305,,.+..,244,388,244.0
topotecan,ccle_Topotecan,Topo I inhibitor,,0.35600000000000004,0.18899999999999997,0.272,-0.728,.++--,336,152,244.0
sirolimus,ctrp_sirolimus,"rapamycin, mTOR inhibitor",,0.24100000000000002,,0.241,-0.2293125,.+.+----,383,106,244.5
camptothecin,gdsc_Camptothecin,Not Clinically Relevant,0.304,,,0.304,,+...,245,389,245.0
mitomycin-c,gdsc_Mitomycin-C,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.22,,,0.22,-0.009000000000000008,+..+-,395,95,245.0
bi-2536,gdsc_BI-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.32799999999999996,0.32899999999999996,,0.001,0.16899999999999998,-+.+,407,84,245.5
temozolomide,gdsc_Temozolomide,alkylating agent,-0.429,0.272,,-0.078,0.33299999999999996,-+.+,426,65,245.5
qw-bi-011,ctrp_QW-BI-011,Not Clinically Relevant,,0.304,,0.304,,.+..,246,390,246.0
pik-93,ctrp_PIK-93,Not Clinically Relevant,0.307,0.302,,0.304,,++..,247,391,247.0
gdc-0941,ctrp_GDC-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.266,,0.266,-0.711,.+.-,347,148,247.5
cal-101,ctrp_CAL-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.303,,0.303,,.+..,248,392,248.0
ku-60019,ctrp_KU-60019,Not Clinically Relevant,,0.302,,0.302,,.+..,249,393,249.0
canertinib,ctrp_canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.257,,-0.257,0.667,.-.+,467,32,249.5
fsc231,ctrp_FSC231,Not Clinically Relevant,,0.302,,0.302,,.+..,250,394,250.0
n9-isopropylolomoucine,ctrp_N9-isopropylolomoucine,Not Clinically Relevant,,0.302,,0.302,,.+..,251,395,251.0
sorafenib,gdsc_Sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.523,0.324,-0.245,-0.148,0.36450000000000005,-+-+-,439,63,251.0
brd-k37390332,ctrp_BRD-K37390332,Not Clinically Relevant,,0.302,,0.302,,.+..,252,396,252.0
bms-345541,ctrp_BMS-345541,Not Clinically Relevant,0.342,0.261,,0.302,,++..,253,397,253.0
docetaxel,gdsc_Docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.335,0.314,,-0.011,-0.032999999999999974,-+.+-,410,96,253.0
pluripotin,ctrp_pluripotin,Not Clinically Relevant,,0.301,,0.301,,.+..,254,398,254.0
valdecoxib,ctrp_valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.24,,-0.24,0.385,.-.+,450,59,254.5
sch-79797,ctrp_SCH-79797,Not Clinically Relevant,,0.3,,0.3,,.+..,255,399,255.0
nilotinib,ccle_Nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.222,0.341,-0.319,-0.067,0.106,-+-+,423,89,256.0
pitstop2,ctrp_pitstop2,Not Clinically Relevant,,0.3,,0.3,,.+..,256,400,256.0
brd1812,ctrp_BRD1812,Not Clinically Relevant,,0.299,,0.299,,.+..,257,401,257.0
nsc-207895,gdsc_NSC-207895,Not Clinically Relevant,0.299,,,0.299,,+...,258,402,258.0
vinorelbine,gdsc_Vinorelbine,Not Clinically Relevant,-0.26,,,-0.26,0.52525,-..+++,470,46,258.0
dacarbazine,ctrp_dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.297,,0.297,,.+..,260,403,260.0
doxorubicin,gdsc_Doxorubicin,"Topo II inhibitor, DNA intercalator",-0.251,0.33399999999999996,,0.041,-0.38625,-+.+--,402,119,260.5
cd-437,ctrp_CD-437,Not Clinically Relevant,,0.297,,0.297,,.+..,261,404,261.0
ym-155,ctrp_YM-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.255,,0.255,-0.78,.+.-,364,159,261.5
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.297,,0.297,,.+..,262,405,262.0
pi-103,gdsc_PI-103,Not Clinically Relevant,0.26,0.33299999999999996,,0.296,,++..,263,406,263.0
brd-k85133207,ctrp_BRD-K85133207,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,264,407,264.0
mk-2206,gdsc_MK-2206,Akt1/2/3 inhibitor,-0.34600000000000003,0.307,,-0.02,-0.33,-+.-,413,115,264.0
unc0638,gdsc_UNC0638,Not Clinically Relevant,0.281,0.31,,0.296,,++..,265,408,265.0
lapatinib,cmap_lapatinib,HER2/EGFR inhibitor,-0.318,-0.32,-0.28300000000000003,-0.307,0.9475,---++,526,5,265.5
paclitaxel,gdsc_Paclitaxel,disrupts microtubule dynamics,-0.353,0.29100000000000004,0.19399999999999998,0.044,-0.5680000000000001,-++--,401,134,267.5
ar-42,gdsc_AR-42,Not Clinically Relevant,0.295,,,0.295,,+...,268,409,268.0
3-cl-ahpc,ctrp_3-Cl-AHPC,Not Clinically Relevant,,0.295,,0.295,,.+..,269,410,269.0
purmorphamine,ctrp_purmorphamine,Not Clinically Relevant,,0.295,,0.295,,.+..,270,411,270.0
pyr-41,ctrp_PYR-41,Not Clinically Relevant,,0.294,,0.294,,.+..,271,412,271.0
ruxolitinib,gdsc_Ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.754,0.345,,-0.205,-0.187,-+.-,442,102,272.0
temsirolimus,gdsc_Temsirolimus,Not Clinically Relevant,-0.413,0.305,,-0.054,-0.45299999999999996,-+.-,421,123,272.0
dinaciclib,ctrp_dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.294,,0.294,,.+..,272,413,272.0
masitinib,gdsc_Masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.43799999999999994,0.262,,-0.088,-0.376,-+.-,430,118,274.0
fluorouracil,ctrp_fluorouracil,antimetabolite,,0.294,,0.294,,.+..,274,414,274.0
srt-1720,ctrp_SRT-1720,Not Clinically Relevant,,0.294,,0.294,,.+..,275,415,275.0
pf-573228,ctrp_PF-573228,Not Clinically Relevant,,0.293,,0.293,,.+..,276,416,276.0
entinostat,gdsc_Entinostat,HDAC inhibitor,-0.265,0.308,,0.021,-0.7240000000000001,-+.-,404,151,277.5
brd-k96431673,ctrp_BRD-K96431673,Not Clinically Relevant,,0.292,,0.292,,.+..,278,417,278.0
tgx-221,ctrp_TGX-221,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,279,418,279.0
neratinib,ctrp_neratinib,Her2 and EGFR inhibitor,,-0.258,,-0.258,0.094,.-.+,468,91,279.5
cytochalasin b,ctrp_cytochalasin B,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,280,419,280.0
panobinostat,ccle_Panobinostat,HDAC inhibitor,,,-0.293,-0.293,0.44,..-+,508,54,281.0
brd-k27224038,ctrp_BRD-K27224038,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,281,420,281.0
importazole,ctrp_importazole,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,282,421,282.0
crizotinib,gdsc_Crizotinib,"ALK, ROS1 and MET inhibitor",-0.602,0.331,,-0.135,-0.513,-+.-,438,126,282.0
tamatinib,ctrp_tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.29,,0.29,,.+..,283,422,283.0
ko-143,ctrp_Ko-143,Not Clinically Relevant,,0.29,,0.29,,.+..,284,423,284.0
nvp-231,ctrp_NVP-231,Not Clinically Relevant,,0.289,,0.289,,.+..,285,424,285.0
azacitidine,ctrp_azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.305,,-0.305,0.505,.-.+,522,48,285.0
prima-1,ctrp_PRIMA-1,Not Clinically Relevant,,0.289,,0.289,,.+..,286,425,286.0
brd-k96970199,ctrp_BRD-K96970199,Not Clinically Relevant,,0.289,,0.289,,.+..,287,426,287.0
vinblastine,gdsc_Vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.287,,,-0.287,0.24100000000000005,-..+-,499,75,287.0
myriocin,ctrp_myriocin,Not Clinically Relevant,,0.289,,0.289,,.+..,288,427,288.0
kh-cb19,ctrp_KH-CB19,Not Clinically Relevant,,0.289,,0.289,,.+..,289,428,289.0
marinopyrrole a,ctrp_marinopyrrole A,Not Clinically Relevant,,0.289,,0.289,,.+..,290,429,290.0
gsk-3 inhibitor ix,ctrp_GSK-3 inhibitor IX,Not Clinically Relevant,,0.289,,0.289,,.+..,291,430,291.0
cr-1-31b,ctrp_CR-1-31B,Not Clinically Relevant,,0.289,,0.289,,.+..,292,431,292.0
semagacestat,ctrp_semagacestat,Notch (gamma secretase) inhibitor,,0.28800000000000003,,0.288,,.+..,294,432,294.0
tivozanib,gdsc_Tivozanib,VEGFR inhibitor,-0.542,0.318,,-0.112,-0.737,-+.-,435,155,295.0
cil55a,ctrp_CIL55A,Not Clinically Relevant,,0.287,,0.287,,.+..,295,433,295.0
brd-k45681478,ctrp_BRD-K45681478,Not Clinically Relevant,,0.287,,0.287,,.+..,296,434,296.0
momelotinib,ctrp_momelotinib,JAK1 and JAK2 inhibitor,,0.28600000000000003,,0.286,,.+..,297,435,297.0
pazopanib,gdsc_Pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.49700000000000005,0.316,,-0.091,-0.8320000000000001,-+.-,432,162,297.0
ly-2157299,ctrp_LY-2157299,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,298,436,298.0
at7867,ctrp_AT7867,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,299,437,299.0
sb-743921,ctrp_SB-743921,kinesin spindle protein (KSP) inhibitor,,0.285,,0.285,,.+..,300,438,300.0
quizartinib,gdsc_Quizartinib,Flt3 inhibitor,-0.7120000000000001,0.28600000000000003,,-0.213,-0.773,-+.-,443,158,300.5
nintedanib,ctrp_nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.285,,0.285,,.+..,301,439,301.0
smer-3,ctrp_SMER-3,Not Clinically Relevant,,0.285,,0.285,,.+..,302,440,302.0
linifanib,gdsc_Linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.675,0.273,,-0.201,-0.857,-+.-,441,164,302.5
cil56,ctrp_CIL56,Not Clinically Relevant,,0.285,,0.285,,.+..,303,441,303.0
phenformin,gdsc_Phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.257,,,-0.257,-0.655,-..-,466,142,304.0
silmitasertib,ctrp_silmitasertib,casein kinase 2 inhibitor ,,0.284,,0.284,,.+..,304,442,304.0
genentech cpd 10,gdsc_Genentech Cpd 10,Not Clinically Relevant,0.28300000000000003,,,0.283,,+...,306,443,306.0
lenalidomide,gdsc_Lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.409,,,-0.409,0.9840000000000001,-..+,611,1,306.0
leptomycin b,ctrp_leptomycin B,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,307,444,307.0
phloretin,ctrp_phloretin,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,308,445,308.0
cx-5461,gdsc_CX-5461,Not Clinically Relevant,0.28300000000000003,,,0.283,,+...,309,446,309.0
bax channel blocker,ctrp_Bax channel blocker,Not Clinically Relevant,,0.282,,0.282,,.+..,310,447,310.0
abiraterone,ctrp_abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.318,,-0.318,0.205,.-.+,540,80,310.0
gsk2636771,ctrp_GSK2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.282,,0.282,,.+..,311,448,311.0
ql-x-138,gdsc_QL-X-138,Not Clinically Relevant,0.282,,,0.282,,+...,312,449,312.0
pf2341066,ccle_PF2341066,"ALK, ROS1 and MET inhibitor",,,0.281,0.281,,..+.,313,450,313.0
procarbazine,ctrp_procarbazine,alkylating agent,,-0.32899999999999996,,-0.329,0.301,.-.+,554,72,313.0
brd-k41334119,ctrp_BRD-K41334119,Not Clinically Relevant,,0.281,,0.281,,.+..,314,451,314.0
nvp-bsk805,ctrp_NVP-BSK805,Not Clinically Relevant,,0.28,,0.28,,.+..,315,452,315.0
cay10603,gdsc_CAY10603,Not Clinically Relevant,0.28,,,0.28,,+...,316,453,316.0
vu0155056,ctrp_VU0155056,Not Clinically Relevant,,0.28,,0.28,,.+..,317,454,317.0
5-fluorouracil,gdsc_5-Fluorouracil,antimetabolite,0.28,,,0.28,,+...,318,455,318.0
sch-529074,ctrp_SCH-529074,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,319,456,319.0
az-3146,ctrp_AZ-3146,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,320,457,320.0
i-bet151,ctrp_I-BET151,Not Clinically Relevant,,0.278,,0.278,,.+..,321,458,321.0
cytarabine,gdsc_Cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.332,,,-0.332,0.124,-..+,555,88,321.5
