,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
granisetron,cmap_granisetron,5-HT3 receptor antagonist used as an antiemetic,,,,,-0.86,...-,735,155,155.0
importazole,ctrp_importazole,Not Clinically Relevant,,0.297,,0.297,,.+..,156,313,156.0
gw-843682x,ctrp_GW-843682X,Not Clinically Relevant,,0.297,,0.297,,.+..,157,314,157.0
ml083,ctrp_ML083,Not Clinically Relevant,,0.297,,0.297,,.+..,158,315,158.0
bix-01294,ctrp_BIX-01294,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,159,316,159.0
ubenimex,cmap_ubenimex,"inhibitor of the proinflammatory mediator, LTB4. Adjunct to chemotherapy for acute non-lymphocytic leukemia",,,,,-0.878,...-,736,159,159.0
gmx-1778,ctrp_GMX-1778,Not Clinically Relevant,,0.295,,0.295,,.+..,160,317,160.0
myriocin,ctrp_myriocin,Not Clinically Relevant,,0.295,,0.295,,.+..,161,318,161.0
brd-k61166597,ctrp_BRD-K61166597,Not Clinically Relevant,,0.294,,0.294,,.+..,162,319,162.0
azd-8055,cmap_azd-8055,mTOR inhibitor,,,,,-0.9229999999999999,...-,737,163,163.0
sb-525334,ctrp_SB-525334,Not Clinically Relevant,,0.294,,0.294,,.+..,163,320,163.0
metformin,cmap_metformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,,,,,-0.93,...-,738,164,164.0
necrosulfonamide,ctrp_necrosulfonamide,Not Clinically Relevant,,0.294,,0.294,,.+..,165,321,165.0
tandutinib,ctrp_tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.272,,0.272,-0.5,.+.-,216,115,165.5
semagacestat,ctrp_semagacestat,Notch (gamma secretase) inhibitor,,0.294,,0.294,,.+..,166,322,166.0
pirarubicin,cmap_pirarubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.943,...-,739,168,168.0
isox,ctrp_ISOX,Not Clinically Relevant,,0.293,,0.293,,.+..,168,323,168.0
vincristine,ctrp_vincristine,"binds tubulin, disrupts microtubule dynamics",,0.255,,0.255,0.14125000000000004,.+.++-,261,75,168.0
am-580,ctrp_AM-580,Not Clinically Relevant,,0.292,,0.292,,.+..,169,324,169.0
azd-7762,cmap_azd-7762, Chk1 / Chk2 inhibitor,,,,,-0.953,...-,740,170,170.0
ml006,ctrp_ML006,Not Clinically Relevant,,0.292,,0.292,,.+..,170,325,170.0
gsk-1059615,cmap_gsk-1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,,,,-0.966,...-,741,171,171.0
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,171,326,171.0
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.29,,0.29,,.+..,172,327,172.0
zstk-474,cmap_zstk-474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",,,,,-0.976,...-,742,172,172.0
riluzole,cmap_riluzole,"Blocks TTX-sensitive sodium channels, and kainate and NMDA glutamate receptors",,,,,-0.977,...-,743,173,173.0
gsk1059615,ctrp_GSK1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.29,,0.29,,.+..,174,328,174.0
ym-155,ctrp_YM-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.257,,0.257,-0.23,.+.-,257,91,174.0
brd-k17060750,ctrp_BRD-K17060750,Not Clinically Relevant,,0.29,,0.29,,.+..,175,329,175.0
niclosamide,ctrp_niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.249,,0.249,-0.052000000000000005,.+.-,272,79,175.5
gsk-3 inhibitor ix,ctrp_GSK-3 inhibitor IX,Not Clinically Relevant,,0.289,,0.289,,.+..,176,330,176.0
yk 4-279,ctrp_YK 4-279,Not Clinically Relevant,,0.289,,0.289,,.+..,177,331,177.0
birb-796,ctrp_BIRB-796,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,178,332,178.0
dacarbazine,ctrp_dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.287,,0.287,,.+..,179,333,179.0
simvastatin,ctrp_simvastatin,"HMG-CoA reductase inhibitor,",,0.249,,0.249,-0.173,.+.--,271,89,180.0
gsk461364,ctrp_GSK461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.28600000000000003,,0.286,,.+..,180,334,180.0
n9-isopropylolomoucine,ctrp_N9-isopropylolomoucine,Not Clinically Relevant,,0.285,,0.285,,.+..,181,335,181.0
brd-k34099515,ctrp_BRD-K34099515,Not Clinically Relevant,,0.285,,0.285,,.+..,182,336,182.0
obatoclax,ctrp_obatoclax,Not Clinically Relevant,,0.222,,0.222,0.634,.+.+,330,34,182.0
curcumin,ctrp_curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.252,,0.252,-0.317,.+.-,268,97,182.5
pi-103,gdsc_PI-103,Not Clinically Relevant,0.265,0.305,,0.285,,++..,183,337,183.0
zm447439,gdsc_ZM447439,Not Clinically Relevant,0.284,,,0.284,,+...,184,338,184.0
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.284,,0.284,,.+..,186,339,186.0
hc-067047,ctrp_HC-067047,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,187,340,187.0
dexamethasone,ctrp_dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.233,,0.233,0.27378125000000003,.+.++++++,313,62,187.5
momelotinib,ctrp_momelotinib,JAK1 and JAK2 inhibitor,,0.28300000000000003,,0.283,,.+..,188,341,188.0
cil55a,ctrp_CIL55A,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,189,342,189.0
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.22699999999999998,,0.227,0.355,.+.+,326,53,189.5
pluripotin,ctrp_pluripotin,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,190,343,190.0
fulvestrant,ctrp_fulvestrant,selective estrogen receptor degrader (SERD),,0.215,,0.215,0.527,.+.++,339,42,190.5
cd-437,ctrp_CD-437,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,191,344,191.0
vorinostat,ctrp_vorinostat,HDAC inhibitor (SAHA),0.292,-0.307,,-0.008,0.7759999999999999,+-.+,359,24,191.5
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,192,345,192.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.282,,0.282,,.+..,193,346,193.0
brd-k34222889,ctrp_BRD-K34222889,Not Clinically Relevant,,0.281,,0.281,,.+..,194,347,194.0
manumycin a,ctrp_manumycin A,Not Clinically Relevant,,0.281,,0.281,,.+..,195,348,195.0
temozolomide,gdsc_Temozolomide,alkylating agent,-0.40299999999999997,0.251,,-0.076,0.91,-+.+,380,10,195.0
mps-1-in-1,gdsc_MPS-1-IN-1,Not Clinically Relevant,0.281,,,0.281,,+...,196,349,196.0
ro4929097,ctrp_RO4929097,Notch (gamma secretase) inhibitor,,0.281,,0.281,,.+..,197,350,197.0
brd-k66532283,ctrp_BRD-K66532283,Not Clinically Relevant,,0.281,,0.281,,.+..,198,351,198.0
mitomycin,ctrp_mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.27899999999999997,,0.279,,.+..,199,352,199.0
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.27899999999999997,,0.279,,.+..,200,353,200.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,201,354,201.0
daporinad,ctrp_daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.32,0.23800000000000002,,0.279,,++..,202,355,202.0
gdc-0941,ctrp_GDC-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.265,,0.265,-0.943,.+.-,238,166,202.0
tw 37,gdsc_TW 37,Not Clinically Relevant,0.27899999999999997,,,0.279,,+...,203,356,203.0
tg-101348,ctrp_TG-101348,JAK2 inhibitor,,0.244,,0.244,-0.636,.+.-,283,124,203.5
osi-027,ctrp_OSI-027,Not Clinically Relevant,0.264,0.254,,0.259,-0.8740000000000001,++.-,249,158,203.5
zg-10,gdsc_ZG-10,Not Clinically Relevant,0.278,,,0.278,,+...,204,357,204.0
brd-k27224038,ctrp_BRD-K27224038,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,205,358,205.0
brd-k86535717,ctrp_BRD-K86535717,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,206,359,206.0
hg-5-113-01,gdsc_HG-5-113-01,Not Clinically Relevant,0.276,,,0.276,,+...,207,360,207.0
cd-1530,ctrp_CD-1530,Not Clinically Relevant,,0.276,,0.276,,.+..,208,361,208.0
ch-55,ctrp_Ch-55,Not Clinically Relevant,,0.275,,0.275,,.+..,209,362,209.0
prochlorperazine,ctrp_prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.243,,0.243,-0.7140000000000001,.+.-,287,132,209.5
brd-k85133207,ctrp_BRD-K85133207,Not Clinically Relevant,,0.275,,0.275,,.+..,210,363,210.0
srt-1720,ctrp_SRT-1720,Not Clinically Relevant,,0.275,,0.275,,.+..,211,364,211.0
serdemetan,gdsc_Serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.33,0.375,,0.022,0.193,-+.+,355,68,211.5
fluvastatin,ctrp_fluvastatin,"HMG-CoA reductase inhibitor,",,0.256,,0.256,-0.937,.+.-,258,165,211.5
mk-1775,ctrp_MK-1775,Wee1 kinase inhibitor,,0.23399999999999999,,0.234,-0.616,.+.-,305,119,212.0
brd-k96970199,ctrp_BRD-K96970199,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,212,365,212.0
tretinoin,gdsc_Tretinoin,Retinoid,-0.59,0.39299999999999996,,-0.098,0.5505,-+.++,386,39,212.5
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,213,366,213.0
ku-60019,ctrp_KU-60019,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,214,367,214.0
gemcitabine,gdsc_Gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.268,0.221,,-0.024,0.228,-+.+,364,65,214.5
ml311,ctrp_ML311,Not Clinically Relevant,,0.272,,0.272,,.+..,217,368,217.0
rigosertib,ctrp_rigosertib,"ON-01910, Plk-1 inhibitor",,0.271,,0.271,,.+..,218,369,218.0
nvp-bez235,ctrp_NVP-BEZ235,PI3K/mTOR inhibitor,,0.249,,0.249,-0.943,.+.-,270,167,218.5
cil56,ctrp_CIL56,Not Clinically Relevant,,0.271,,0.271,,.+..,219,370,219.0
ml031,ctrp_ML031,Not Clinically Relevant,,0.27,,0.27,,.+..,220,371,220.0
brd-k02492147,ctrp_BRD-K02492147,Not Clinically Relevant,,0.27,,0.27,,.+..,221,372,221.0
tamoxifen,gdsc_Tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.4,0.358,,-0.021,-0.06325000000000003,-+.++-,362,82,222.0
tivantinib,ctrp_tivantinib,Met inhibitor,,0.27,,0.27,,.+..,222,373,222.0
pifithrin-alpha,ctrp_pifithrin-alpha,Not Clinically Relevant,,0.268,,0.268,,.+..,223,374,223.0
sorafenib,gdsc_Sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.51,0.275,-0.225,-0.153,0.30850000000000005,-+-+-,391,57,224.0
sirolimus,ctrp_sirolimus,"rapamycin, mTOR inhibitor",,0.215,,0.215,-0.354375,.+.+----,340,108,224.0
at7867,ctrp_AT7867,Not Clinically Relevant,,0.268,,0.268,,.+..,224,375,224.0
docetaxel,gdsc_Docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.301,0.251,,-0.025,-0.10749999999999998,-+.+-,365,85,225.0
brd-k35604418,ctrp_BRD-K35604418,Not Clinically Relevant,,0.268,,0.268,,.+..,225,376,225.0
sunitinib,gdsc_Sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.41100000000000003,0.268,,-0.072,0.15450000000000003,-+.+-,378,74,226.0
b02,ctrp_B02,Not Clinically Relevant,,0.268,,0.268,,.+..,227,377,227.0
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.267,,0.267,,.+..,228,378,228.0
methotrexate,gdsc_Methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",-0.265,-0.184,,-0.224,0.401,--.+,408,50,229.0
canertinib,ctrp_canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.239,,-0.239,0.562,.-.+,422,36,229.0
cal-101,ctrp_CAL-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.267,,0.267,,.+..,229,379,229.0
camptothecin,gdsc_Camptothecin,Not Clinically Relevant,0.267,,,0.267,,+...,230,380,230.0
unc0638,ctrp_UNC0638,Not Clinically Relevant,0.278,0.255,,0.266,,++..,231,381,231.0
bi-2536,gdsc_BI-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.297,0.266,,-0.015,-0.335,-+.-,361,102,231.5
etp-46464,ctrp_ETP-46464,Not Clinically Relevant,,0.266,,0.266,,.+..,232,382,232.0
hli 373,ctrp_HLI 373,Not Clinically Relevant,,0.266,,0.266,,.+..,233,383,233.0
brd-k70511574,ctrp_BRD-K70511574,Not Clinically Relevant,,0.266,,0.266,,.+..,234,384,234.0
brd-k78574327,ctrp_BRD-K78574327,Not Clinically Relevant,,0.266,,0.266,,.+..,235,385,235.0
vinorelbine,gdsc_Vinorelbine,Not Clinically Relevant,-0.244,,,-0.244,0.5425,-..+++,431,40,235.5
pha-793887,gdsc_PHA-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",-0.32299999999999995,0.226,,-0.048,-0.32799999999999996,-+.-,370,101,235.5
fqi-2,ctrp_FQI-2,Not Clinically Relevant,,0.266,,0.266,,.+..,236,386,236.0
cay10618,ctrp_CAY10618,Not Clinically Relevant,,0.265,,0.265,,.+..,237,387,237.0
paclitaxel,gdsc_Paclitaxel,disrupts microtubule dynamics,-0.324,0.235,-0.222,-0.104,-0.14,-+-+-,387,88,237.5
mitomycin-c,gdsc_Mitomycin-C,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",-0.21,,,-0.21,-0.055499999999999994,-..+-,396,80,238.0
kh-cb19,ctrp_KH-CB19,Not Clinically Relevant,,0.264,,0.264,,.+..,239,388,239.0
brd-k96431673,ctrp_BRD-K96431673,Not Clinically Relevant,,0.264,,0.264,,.+..,240,389,240.0
bax channel blocker,ctrp_Bax channel blocker,Not Clinically Relevant,,0.263,,0.263,,.+..,242,390,242.0
kx2-391,ctrp_KX2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.262,,0.262,,.+..,243,391,243.0
silmitasertib,ctrp_silmitasertib,casein kinase 2 inhibitor ,,0.262,,0.262,,.+..,244,392,244.0
pf-3758309,ctrp_PF-3758309,Not Clinically Relevant,,0.261,,0.261,,.+..,245,393,245.0
tgx-221,ctrp_TGX-221,Not Clinically Relevant,,0.261,,0.261,,.+..,246,394,246.0
alvocidib,ctrp_alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.213,,0.213,-0.8440000000000001,.+.-,343,151,247.0
pf-573228,ctrp_PF-573228,Not Clinically Relevant,,0.26,,0.26,,.+..,247,395,247.0
temsirolimus,gdsc_Temsirolimus,Not Clinically Relevant,-0.424,0.245,,-0.09,-0.451,-+.-,383,112,247.5
brd-k66453893,ctrp_BRD-K66453893,Not Clinically Relevant,,0.26,,0.26,,.+..,248,396,248.0
entinostat,ctrp_entinostat,HDAC inhibitor,0.273,-0.29,,-0.008,-0.787,+-.-,358,139,248.5
valdecoxib,ctrp_valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.24100000000000002,,-0.241,0.16399999999999998,.-.+,425,73,249.0
doxorubicin,gdsc_Doxorubicin,"Topo II inhibitor, DNA intercalator",-0.228,0.256,,0.014,-0.7927500000000001,-+.---,357,142,249.5
cytochalasin b,ctrp_cytochalasin B,Not Clinically Relevant,,0.259,,0.259,,.+..,250,397,250.0
lovastatin,ctrp_lovastatin,"HMG-CoA reductase inhibitor,",,0.185,,0.185,-0.815,.+.-,353,148,250.5
r428,ctrp_R428,Not Clinically Relevant,,0.259,,0.259,,.+..,251,398,251.0
topotecan,ccle_Topotecan,Topo I inhibitor,,0.27899999999999997,-0.226,0.026,-0.8245,.+---,354,149,251.5
tipifarnib-p2,ctrp_tipifarnib-P2,Not Clinically Relevant,,0.259,,0.259,,.+..,252,399,252.0
bardoxolone methyl,ctrp_bardoxolone methyl,Not Clinically Relevant,,0.259,,0.259,,.+..,253,400,253.0
nsc632839,ctrp_NSC632839,Not Clinically Relevant,,0.258,,0.258,,.+..,254,401,254.0
jw-7-24-1,gdsc_JW-7-24-1,Not Clinically Relevant,0.258,,,0.258,,+...,255,402,255.0
gant-61,ctrp_GANT-61,Not Clinically Relevant,,0.258,,0.258,,.+..,256,403,256.0
lapatinib,gdsc_Lapatinib,HER2/EGFR inhibitor,-0.308,-0.292,-0.264,-0.288,0.8214999999999999,---++,498,16,257.0
hyperforin,ctrp_hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,-0.29,,-0.29,0.8440000000000001,.-.+,500,14,257.0
nvp-231,ctrp_NVP-231,Not Clinically Relevant,,0.256,,0.256,,.+..,259,404,259.0
mk-2206,gdsc_MK-2206,Akt1/2/3 inhibitor,-0.355,0.27399999999999997,,-0.041,-0.845,-+.-,367,152,259.5
brd-k45681478,ctrp_BRD-K45681478,Not Clinically Relevant,,0.255,,0.255,,.+..,260,405,260.0
3-cl-ahpc,ctrp_3-Cl-AHPC,Not Clinically Relevant,,0.254,,0.254,,.+..,262,406,262.0
pazopanib,gdsc_Pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.475,0.28800000000000003,,-0.093,-0.7909999999999999,-+.-,384,141,262.5
blebbistatin,ctrp_blebbistatin,Not Clinically Relevant,,0.254,,0.254,,.+..,263,407,263.0
ar-42,gdsc_AR-42,Not Clinically Relevant,0.254,,,0.254,,+...,264,408,264.0
quizartinib,gdsc_Quizartinib,Flt3 inhibitor,-0.65,0.253,,-0.198,-0.726,-+.-,394,134,264.0
phenformin,gdsc_Phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.22899999999999998,,,-0.229,-0.568,-..-,413,117,265.0
ku-0063794,ctrp_KU-0063794,Not Clinically Relevant,,0.253,,0.253,,.+..,265,409,265.0
brd-a02303741,ctrp_BRD-A02303741,Not Clinically Relevant,,0.253,,0.253,,.+..,266,410,266.0
neratinib,ctrp_neratinib,Her2 and EGFR inhibitor,,-0.243,,-0.243,-0.341,.-.-,429,104,266.5
salermide,ctrp_salermide,Not Clinically Relevant,,0.253,,0.253,,.+..,267,411,267.0
irinotecan,ccle_Irinotecan,"aka CPT-11, inhibitor of Topo I",,,-0.29600000000000004,-0.296,0.725,..-+,511,26,268.5
gsk690693,gdsc_GSK690693,Not Clinically Relevant,0.25,,,0.25,,+...,269,412,269.0
triptolide,ctrp_triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,-0.23,,-0.23,-0.642,.-.--,415,125,270.0
vinblastine,gdsc_Vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.276,,,-0.276,0.20199999999999996,-..+-,475,67,271.0
purmorphamine,ctrp_purmorphamine,Not Clinically Relevant,,0.249,,0.249,,.+..,273,413,273.0
brd1812,ctrp_BRD1812,Not Clinically Relevant,,0.248,,0.248,,.+..,274,414,274.0
bleomycin a2,ctrp_bleomycin A2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.247,,0.247,,.+..,275,415,275.0
wiki4,gdsc_WIKI4,Not Clinically Relevant,0.247,,,0.247,,+...,276,416,276.0
tamatinib,ctrp_tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.24600000000000002,,0.246,,.+..,277,417,277.0
tigecycline,ctrp_tigecycline,antibiotic used to treat a number of bacterial infections,,0.245,,0.245,,.+..,278,418,278.0
tivozanib,gdsc_Tivozanib,VEGFR inhibitor,-0.5,0.289,,-0.106,-0.948,-+.-,388,169,278.5
fqi-1,ctrp_FQI-1,Not Clinically Relevant,,0.245,,0.245,,.+..,279,419,279.0
nakiterpiosin,ctrp_nakiterpiosin,Not Clinically Relevant,,0.244,,0.244,,.+..,280,420,280.0
genentech cpd 10,gdsc_Genentech Cpd 10,Not Clinically Relevant,0.244,,,0.244,,+...,281,421,281.0
nilotinib,ccle_Nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.22,-0.298,-0.354,-0.291,0.27699999999999997,---+,502,60,281.0
brd-k41334119,ctrp_BRD-K41334119,Not Clinically Relevant,,0.244,,0.244,,.+..,282,422,282.0
cay10603,gdsc_CAY10603,Not Clinically Relevant,0.243,,,0.243,,+...,284,423,284.0
ml320,ctrp_ML320,Not Clinically Relevant,,0.243,,0.243,,.+..,285,424,285.0
pf-750,ctrp_PF-750,Not Clinically Relevant,,0.243,,0.243,,.+..,286,425,286.0
ql-x-138,gdsc_QL-X-138,Not Clinically Relevant,0.242,,,0.242,,+...,288,426,288.0
azacitidine,ctrp_azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.31,,-0.31,0.508,.-.+,533,43,288.0
"1s,3r-rsl-3","ctrp_1S,3R-RSL-3",Not Clinically Relevant,,0.242,,0.242,,.+..,289,427,289.0
prima-1,ctrp_PRIMA-1,Not Clinically Relevant,,0.24,,0.24,,.+..,290,428,290.0
regorafenib,ctrp_regorafenib,VEGFR2-TIE2 inhibitor ,,0.24,,0.24,,.+..,291,429,291.0
cx-5461,gdsc_CX-5461,Not Clinically Relevant,0.239,,,0.239,,+...,292,430,292.0
procarbazine,ctrp_procarbazine,alkylating agent,,-0.304,,-0.304,0.233,.-.+,521,63,292.0
abiraterone,ctrp_abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.308,,-0.308,0.348,.-.+,531,54,292.5
ml312,ctrp_ML312,Not Clinically Relevant,,0.23800000000000002,,0.238,,.+..,293,431,293.0
mln2480,ctrp_MLN2480,"TAK-580, pan-Raf kinase inhibitor",,0.237,,0.237,,.+..,294,432,294.0
cerulenin,ctrp_cerulenin,Not Clinically Relevant,,0.237,,0.237,,.+..,295,433,295.0
agk-2,ctrp_AGK-2,Not Clinically Relevant,,0.237,,0.237,,.+..,296,434,296.0
brd-k94991378,ctrp_BRD-K94991378,Not Clinically Relevant,,0.237,,0.237,,.+..,297,435,297.0
narciclasine,ctrp_narciclasine,Not Clinically Relevant,,0.23600000000000002,,0.236,,.+..,298,436,298.0
tw-37,ctrp_TW-37,Not Clinically Relevant,,0.23600000000000002,,0.236,,.+..,299,437,299.0
chm-1,ctrp_CHM-1,Not Clinically Relevant,,0.23600000000000002,,0.236,,.+..,300,438,300.0
ciclosporin,ctrp_ciclosporin,,,0.235,,0.235,,.+..,301,439,301.0
etomoxir,ctrp_etomoxir,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)",,-0.305,,-0.305,-0.0040000000000000036,.-.+-,524,78,301.0
prl-3 inhibitor i,ctrp_PRL-3 inhibitor I,Not Clinically Relevant,,0.235,,0.235,,.+..,302,440,302.0
methylstat,ctrp_methylstat,Not Clinically Relevant,,0.235,,0.235,,.+..,303,441,303.0
erismodegib,ctrp_erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.29100000000000004,,-0.291,-0.336,.-.-,504,103,303.5
leptomycin b,ctrp_leptomycin B,Not Clinically Relevant,,0.23399999999999999,,0.234,,.+..,304,442,304.0
lenalidomide,gdsc_Lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.392,,,-0.392,0.992,-..+,609,2,305.5
ko-143,ctrp_Ko-143,Not Clinically Relevant,,0.23399999999999999,,0.234,,.+..,306,443,306.0
ml210,ctrp_ML210,Not Clinically Relevant,,0.23399999999999999,,0.234,,.+..,307,444,307.0
decitabine,ctrp_decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,-0.305,,-0.305,-0.284,.-.-,522,93,307.5
ouabain,ctrp_ouabain,Not Clinically Relevant,,0.23399999999999999,,0.234,,.+..,308,445,308.0
palbociclib,gdsc_Palbociclib,CDK4/6 inhibitor,-0.306,,,-0.306,-0.272,-..-,525,92,308.5
wz4002,ctrp_WZ4002,Not Clinically Relevant,,0.23399999999999999,,0.234,,.+..,309,446,309.0
palmostatin b,ctrp_palmostatin B,Not Clinically Relevant,,0.23399999999999999,,0.234,,.+..,310,447,310.0
i-bet151,ctrp_I-BET151,Not Clinically Relevant,,0.233,,0.233,,.+..,311,448,311.0
mk-0752,ctrp_MK-0752,Notch (gamma secretase) inhibitor,,0.233,,0.233,,.+..,312,449,312.0
sch-79797,ctrp_SCH-79797,Not Clinically Relevant,,0.233,,0.233,,.+..,314,450,314.0
cytarabine,gdsc_Cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.327,,,-0.327,0.09699999999999999,-..+,554,76,315.0
neopeltolide,ctrp_neopeltolide,Not Clinically Relevant,,0.23199999999999998,,0.232,,.+..,315,451,315.0
cr-1-31b,ctrp_CR-1-31B,Not Clinically Relevant,,0.231,,0.231,,.+..,316,452,316.0
phloretin,ctrp_phloretin,Not Clinically Relevant,,0.23,,0.23,,.+..,317,453,317.0
wz8040,ctrp_WZ8040,Not Clinically Relevant,,0.23,,0.23,,.+..,318,454,318.0
cay10594,ctrp_CAY10594,Not Clinically Relevant,,0.23,,0.23,,.+..,319,455,319.0
saracatinib,gdsc_Saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.32899999999999996,-0.22399999999999998,,-0.276,-0.884,--.-,478,161,319.5
masitinib,gdsc_Masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.418,-0.23800000000000002,,-0.328,-0.07200000000000001,--.-,557,83,320.0
jq-1,ctrp_JQ-1,Not Clinically Relevant,,0.22899999999999998,,0.229,,.+..,320,456,320.0
wp1130,ctrp_WP1130,Not Clinically Relevant,,0.22899999999999998,,0.229,,.+..,321,457,321.0
trifluoperazine,ctrp_trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,-0.307,,-0.307,-0.48,.-.-,528,114,321.0
panobinostat,ccle_Panobinostat,HDAC inhibitor,,,-0.369,-0.369,0.469,..-+,595,47,321.0
