drug_name,MB002
pravastatin,0.7776000000000001
PPP1R8,0.7775
phosphodiesterase-V-inhibitor-II,0.7775
RO-19-4605,0.777
TOX2,0.7762
CGP-37157,0.7761
cytochalasin-b,0.7759999999999999
canertinib,0.7755
LGALS3,0.7753
CCNG2,0.7752
estropipate,0.7752
IFNAR2,0.7748999999999999
SNAI3,0.7746
PARP1,0.7745000000000001
JAK2,0.7742
S1PR3,0.7742
EMPTY_VECTOR,0.7742
aminomethyltransferase,0.7741
NAA50,0.774
chloroquine,0.7739
NADH ubiquinone oxidoreductase supernumerary subunits LOF,0.7737
HIST1H2BK,0.7731
PJA1,0.773
ZNF519,0.7729
FKBP3,0.7724
NDUFA3,0.7722
Aurora kinase inhibitor,0.7722
GNA15,0.7714
STAT2,0.7707999999999999
HCAR1,0.7706999999999999
SOD1,0.77
testosterone,0.7698999999999999
skatole,0.7696
HRH1,0.7695000000000001
CHUK,0.769
GNA15,0.769
FIT,0.769
SERPIND1,0.7685
AP1B1,0.7684000000000001
ZNF195,0.7684000000000001
EPN2,0.7681999999999999
G6PC,0.768
GRPR,0.7676000000000001
CACNA1D,0.7676000000000001
tamoxifen,0.7673000000000001
GAA,0.7672
MIF,0.7670999999999999
CCND3,0.7670999999999999
TSTA3,0.7669
SLC25A4,0.7668
CEP57,0.7667
verapamil,0.7665000000000001
ebselen,0.7664
P2RY6,0.7664
SLC2A1,0.7663
PTCH1,0.7662
PDXK,0.7658
mupirocin,0.7656999999999999
ITGB1,0.7653
eicosatetraynoic-acid,0.7646999999999999
CYB561,0.7646
LYN,0.7645000000000001
LY-341495,0.7635
DUT,0.7633
BTG3,0.7625
triamcinolone,0.7624
XK,0.7618
HIST1H2AC,0.7617
TFAP4,0.7614
CALM3,0.7606999999999999
SLC3A1,0.7602
STK38L,0.7601
MCM2,0.7598
ATP7A,0.7598
UTP18,0.7595000000000001
TG-101348,0.7592
POLR1C,0.759
SOS1,0.7585999999999999
diethylstilbestrol,0.7585999999999999
ranitidine,0.7583
17-beta-estradiol,0.7582
CELSR2,0.7581
SCRN1,0.7576999999999999
lonidamine,0.7576
PAX8,0.7573000000000001
TLR8,0.7572
SB-200646,0.7569
LPXN,0.7565000000000001
MLN-8054,0.7565000000000001
STAP2,0.7565000000000001
LM-1685,0.7559
FDX1,0.7559
"1,2-dichlorobenzene",0.7558
IRF7,0.7552
GGT1,0.7551000000000001
FGFR2,0.7548999999999999
pantoprazole,0.7545999999999999
SERPINF2,0.7545999999999999
MSH6,0.7545000000000001
ranitidine,0.7543000000000001
pemoline,0.7542
RAE1,0.7541
EPHA2,0.7539
BRD-K00313977,0.7533
SUCLA2,0.753
HOMER2,0.7529
GLDC,0.7522
TAF13,0.7522
PSMB10,0.7514
TADA3,0.7512000000000001
MAN2A2,0.7511
DYRK3,0.7503
PAICS,0.7503
ZNF707,0.7497
profenamine,0.7494
ADSS,0.7491
sildenafil,0.7487999999999999
fluoropyruvate,0.7484000000000001
PLEKHM1,0.7482
NNC-05-2090,0.7479
betahistine,0.7478
latrepirdine,0.7476
ZNF268,0.7476
GMEB1,0.7472
HDAC10,0.7464
PAH,0.7463
DGCR14,0.7463
SA-792709,0.7463
ZNF436,0.7461
IFIT5,0.7461
PRKX,0.7459
STXBP2,0.7456999999999999
phentolamine,0.7448
JAK2,0.7442
TNFSF15,0.7440000000000001
Kruppel like transcription factors LOF,0.7437
methantheline,0.7432
NDUFS4,0.743
Structural maintenance of chromosomes proteins LOF,0.7426
I-OMe-AG-538,0.7425
perospirone,0.7423000000000001
CG-930,0.7419
ganglioside,0.7418
ZNF77,0.7417
ZNF350,0.7414000000000001
IGF2BP1,0.7406999999999999
ITPR3,0.74
TPD52L3,0.7399
FKBP14,0.7399
RPA1,0.7399
RHO-kinase-inhibitor-III[rockout],0.7395
VU-0404997-2,0.7393000000000001
talipexole,0.7389
piceid,0.7382
THRAP3,0.7379000000000001
NAGK,0.7378
Cyclooxygenase inhibitor,0.7376
Serpin peptidase inhibitors LOF,0.7375
propentofylline,0.7373999999999999
PLCB1,0.7373999999999999
MVP,0.737
domperidone,0.7363
RPL7,0.7362000000000001
manumycin-a,0.7362000000000001
ZNF586,0.7361
GABARAPL1,0.7359
GNAI1,0.7359
KITLG,0.7359
ILK,0.7358
PRKCA,0.7356999999999999
MSX1,0.7354999999999999
CDC45,0.7354
TCF4,0.7353000000000001
HSPB1,0.7347
ZNF611,0.7345999999999999
estrone,0.7342
COQ3,0.7336
HMBOX1,0.7334999999999999
MRGPRD,0.7333
cinchonine,0.7333
SATB2,0.7332
PRPF6,0.733
tubacin,0.7326999999999999
PKC activator,0.7326
linoleic-acid,0.7323000000000001
PI3K Signaling LOF,0.7322
BRD-K72817452,0.7319
MALT1,0.7317
NFKBIA,0.7317
bosutinib,0.7315999999999999
CTNS,0.7311
ABHD4,0.7311
PPIG,0.7308
SLC1A5,0.7306999999999999
ATP6V0B,0.7301000000000001
SMU1,0.7301000000000001
SLC36A4,0.7295999999999999
GW-3965,0.7295
sumatriptan,0.7292000000000001
CACNA1C,0.7291
NFRKB,0.7291
KIF2C,0.7291
ZMPSTE24,0.7290000000000001
NCOA4,0.7288
NOV,0.7283
CBX7,0.7282
COASY,0.7276
ALDH3B2,0.7273999999999999
SLC22A4,0.7269
PA2G4,0.7268000000000001
ST-91,0.7265
OAZ1,0.7264
IL12B,0.7264
CISD1,0.7263
torin-2,0.7262000000000001
PHGDH,0.7259
SMAD7,0.7258
mirtazapine,0.7258
BRD-A80383043,0.7256999999999999
RPS19,0.7254999999999999
EZH1,0.7253000000000001
RASD1,0.7253000000000001
RS-67333,0.7251000000000001
NFIC,0.7249
anagrelide,0.7247
MMP7,0.7247
Integrin subunits beta LOF,0.7242000000000001
oxymetazoline,0.7234999999999999
diazepam,0.7234
scopolamine,0.7234
IDH3G,0.7232
RALGDS,0.723
ZNF562,0.7229000000000001
GSK-429286A,0.7229000000000001
eugenitol,0.7228
TNFSF13,0.7228
norethindrone,0.7221
HTATSF1,0.7218000000000001
PCCB,0.7216
Sterol demethylase inhibitor,0.7214
SET,0.7212999999999999
PP-2,0.7206999999999999
OAS1,0.7201000000000001
SLC38A3,0.7199
PPP2R3C,0.7193999999999999
F2RL1,0.7193
COX4I1,0.7192000000000001
NISCH,0.7190000000000001
benzbromarone,0.7187
carbinoxamine,0.7184
alprazolam,0.7181000000000001
SARS,0.7181000000000001
CALU,0.718
RPS6KA4,0.7177
YM-298198,0.7175
SERPINB6,0.7173
LARS2,0.7170000000000001
thiotepa,0.7169
articaine,0.7169
LRSAM1,0.7166
TMEM174,0.7155
isoreserpine,0.7153
rosuvastatin,0.715
EML3,0.7148
NFKBIL1,0.7147
FR-122047,0.7145
ANAPC5,0.7145
ritanserin,0.7145
voriconazole,0.7143
TP53TG1,0.7141
FRAT2,0.7141
GSK-0660,0.7136
HIST1H2AC,0.7136
SLC6A8,0.7134999999999999
E2F8,0.7134
SLC7A5,0.7134
RAI14,0.7128
LRRC16A,0.7127
teniposide,0.7126
luzindole,0.7123
KUC103904N,0.7119
ERLIN1,0.7119
felodipine,0.7116
IL15,0.7116
PTF1A,0.7111
FOXO3,0.7108
GNA12,0.7105
solifenacin,0.7104
BRD-K88761633,0.7103
Phospholipases LOF,0.7098
zamifenacin,0.7095999999999999
ZK-164015,0.7089
FAU,0.7087
GW-9662,0.7087
NDUFAB1,0.7086
GIPC1,0.7081999999999999
PPAP2B,0.7081000000000001
KRT26,0.7081000000000001
CAPNS1,0.7081000000000001
RIT1,0.7081000000000001
tyrphostin-AG-1478,0.7078
prostratin,0.7073
NU-1025,0.7071
meropenem,0.7068000000000001
FGF9,0.7064
HOXB5,0.7062999999999999
treprostinil,0.706
CEP55,0.7054
LMNA,0.7048000000000001
apafant,0.7044
TBC1D9B,0.7043
PROKR1,0.7043
CL-82198,0.7042
SLC7A1,0.7038
elesclomol,0.7027
propofol,0.7027
CDC25B,0.7025
DLD,0.7025
decafluorobutane,0.7025
RPF1,0.7021999999999999
CHAF1B,0.7021999999999999
GPR34,0.7021
homatropine,0.7012999999999999
ABCG5,0.7012999999999999
ALDH3A2,0.701
NSDHL,0.7008
clofibric-acid,0.7008
PLXNA1,0.7006999999999999
TCEB3,0.7006999999999999
diethylcarbamazine,0.7001000000000001
tipifarnib-P2,0.6995999999999999
GHR,0.6995
nifedipine,0.6984999999999999
DNTTIP2,0.6983
C2 domain containing LOF,0.6981
RASGRP4,0.6981
medrysone,0.6978
GDC-0879,0.6978
CBR3,0.6975
MORF4L1,0.6973
BACE2,0.6972
fenpiverinium,0.6965
RFC5,0.6962999999999999
BDH1,0.6962999999999999
IGF2,0.696
RASSF2,0.6957
CRADD,0.6956
PRKCI,0.6955
ATP5B,0.6955
"3,3'-diindolylmethane",0.695
PSMD9,0.6948000000000001
estradiol-benzoate,0.6947
SERPINH1,0.6945999999999999
SULT2A1,0.6943
mexiletine,0.6940000000000001
CHERP,0.6939
ergometrine,0.6939
TRADD,0.6938
TXNDC9,0.6937000000000001
JWE-035,0.6937000000000001
irinotecan,0.6936
quinoclamine,0.6933
nabumetone,0.6933
RPS27A,0.693
ANP32E,0.6929000000000001
PANK4,0.6927
anisomycin,0.6927
CRAT,0.6927
SUB1,0.6925
chlortalidone,0.6922
LEPRE1,0.6920000000000001
duloxetine,0.6918000000000001
LIAS,0.6917
PGD,0.6912
CDKN2C,0.691
dovitinib,0.6909000000000001
MAP2K4,0.6907
targinine,0.6906
STK17A,0.6905
IL15RA,0.6904
RIOK2,0.6901
tyrphostin-A9,0.6897
ponalrestat,0.6890000000000001
CTTN,0.6884
ramipril,0.6879000000000001
PEBP1,0.6878
talniflumate,0.6873
BRD-K97274161,0.6869
methyllycaconitine,0.6869
HSD17B4,0.6869
rosmarinic-acid,0.6866
radicicol,0.6865000000000001
ITGAE,0.6862
chaetocin,0.6859000000000001
altretamine,0.6858
epitestosterone,0.6855
WZ-4002,0.6853
FZD3,0.6848000000000001
physostigmine,0.6848000000000001
MMP14,0.6844
FGIN-1-27,0.6843
OAT,0.6836
TRIB1,0.6835
topiramate,0.6834
IKK-2-inhibitor,0.6834
AOC3,0.6833
SRPRB,0.6831999999999999
TAAR1,0.6823999999999999
fenoterol,0.6823999999999999
PIGA,0.6823
STK19,0.6817
BRD-A41630653,0.6817
CERS4,0.6816
testosterone,0.6812999999999999
GPR83,0.6812
HEY1,0.6812
PUS7L,0.6808
FYN,0.6806
ENOPH1,0.6805
PAM,0.6801999999999999
ARID4B,0.6801
ITGA4,0.6797
EI-346-erlotinib-analog,0.6794
MRGPRX1,0.6792
LAP3,0.6792
ICAM1,0.6790999999999999
IL1RAP,0.6787000000000001
CCNB2,0.6787000000000001
TRIB3,0.6786
guggulsterone,0.6779999999999999
BRD-K39187410,0.6772
ASNS,0.6772
LCN2,0.677
SPIC,0.6767
IFNB1,0.6766
ID4,0.6764
MCHR2,0.6757
PNKP,0.6757
cefalexin,0.6755
scopolamine,0.6755
GPR160,0.6754000000000001
ZSCAN29,0.6748000000000001
emetine,0.6745
DNAJB6,0.6745
G3BP2,0.6744
galantamine,0.6739
BRD-K06217810,0.6738
RBM15,0.6731999999999999
DFFB,0.6729999999999999
atovaquone,0.6726000000000001
GATAD2B,0.6723
PA2G4,0.6722
PLCB4,0.672
S100B,0.6718999999999999
OXCT1,0.6716
CXCR7,0.6715000000000001
ATF4,0.6714
terbutaline,0.6713
DRAP1,0.6712
W-12,0.6709999999999999
DGKA,0.6706
GRN,0.6706
NKIRAS1,0.6701999999999999
SLC22A5,0.67
MAOB,0.6697
RAP1GDS1,0.6693000000000001
rifapentine,0.6692
phylloquinone,0.6689
HLF,0.6667000000000001
HMGA1,0.6663
tremorine,0.6662
DCUN1D4,0.6659999999999999
vinblastine,0.6657
NRP1,0.6656
PTPN12,0.6652
PAK2,0.6644
ITSN1,0.6640999999999999
ALG2,0.6639
PIGK,0.6638
mycophenolate-mofetil,0.6633
ZNF134,0.6633
PGM1,0.6628000000000001
AK2,0.6627
PHB,0.6626000000000001
GPR4,0.6625
iproniazid,0.6625
PDHA1,0.6625
ITGA1,0.6624
PLA2G2A,0.6620999999999999
BMS-191011,0.662
tyrphostin-51,0.6618999999999999
BTRC,0.6618999999999999
enobosarm,0.6618
PITPNA,0.6616
ME2,0.6613
PPP2R5B,0.6611
SRC-kinase-inhibitor-II,0.6607999999999999
naproxen,0.6607
HIF1AN,0.6605
PDGFRB,0.6602
flumazenil,0.6601
MLLT10,0.66
VCAN,0.6598999999999999
LY-320135,0.6596
docosatrienoic-acid,0.6595
POU2F1,0.6595
ID1,0.6594
ZIC2,0.6592
PRKAR2B,0.6585
alpha-estradiol,0.6583
MAT2B,0.6581999999999999
ING2,0.6581
tropisetron,0.6579999999999999
NUDT6,0.6577
RAB1B,0.657
MLL3,0.6567000000000001
NR1H3,0.6567000000000001
GPSM2,0.6566
SIRT7,0.6566
WZ-4-145,0.6566
AZ-628,0.6566
FOXN3,0.6565000000000001
NKX2-1,0.6557999999999999
ZFP3,0.6557
HTRA1,0.6557
GRB7,0.6556000000000001
BRD-K51557114,0.6554000000000001
TNF,0.6553
INTS12,0.6552
ACTN4,0.6548
MSRB2,0.6546
CREB3L1,0.6545000000000001
DDIT3,0.6541
FADS3,0.6539
GPRC6A,0.6533
KLF7,0.6531
crizotinib,0.6531
PCK2,0.6523
CDK7,0.6515000000000001
hydrastinine,0.6515000000000001
DNM1L,0.6515000000000001
dexamethasone,0.6511
RALBP1,0.6509999999999999
TCTA,0.6509
NS-3694,0.6509
GR-159897,0.6507999999999999
VAPB,0.6507
SPRY1,0.6501
RAP1GAP,0.6498999999999999
ABCC1,0.6498999999999999
FLT3,0.6496999999999999
DCP1A,0.6494
SB-202190,0.6492
CHMP4A,0.6486
DDX39B,0.6481999999999999
BRD-A54632525,0.6481999999999999
ZNF174,0.6481
RAB21,0.6479
NDUFS6,0.6479
PRR15L,0.6476999999999999
ATP5B,0.6474
valsartan,0.6473
PGF,0.6470999999999999
KU-55933,0.647
MAMLD1,0.6469
GPER,0.6468
PER2,0.6465000000000001
PAFAH1B1,0.6464
ADK,0.6459999999999999
ALDH3A1,0.6459999999999999
CRELD2,0.6456000000000001
UFM1,0.6451
CBLC,0.645
SPRED2,0.6448999999999999
GFRA1,0.6445000000000001
bendroflumethiazide,0.6443000000000001
SRC,0.644
SLC27A3,0.6436
PTPN1,0.6436
GNPDA1,0.6435
guggulsterone,0.6434000000000001
ITGB4,0.6434000000000001
RCCD1,0.6433
fipronil,0.6433
SRC inhibitor,0.6433
HES5,0.6431999999999999
MAGED1,0.6431999999999999
MRPS2,0.6431
MARK4,0.6428
NTSR1,0.6426999999999999
MCL1,0.6426000000000001
ZNF133,0.6423000000000001
PIK3C3,0.6423000000000001
rivaroxaban,0.6418
CTNND1,0.6415000000000001
DUSP14,0.6409
MYL6B,0.6406000000000001
ASMTL,0.6405
CLIC4,0.6403
KLF4,0.6401
ZNF138,0.6397999999999999
COPS5,0.6397999999999999
methoxsalen,0.6396000000000001
NOSIP,0.6395000000000001
P4HA2,0.6394
oleylethanolamide,0.6389
Y-27152,0.6386999999999999
GCLM,0.6383
sulfinpyrazone,0.6382
WDTC1,0.6381
z-prolyl-prolinal,0.6381
bifonazole,0.6379
RS-16566,0.6378
ERCC4,0.6361
DHX8,0.636
S100A11,0.6357
CCT7,0.6354
RAB31,0.6353
arecaidine,0.6347999999999999
SA-792574,0.6347
IRS2,0.6343
DICER1,0.6339
MKI67IP,0.6339
TRAM2,0.6338
PPFIBP2,0.6336999999999999
CAY-10578,0.6335000000000001
GYS1,0.6335000000000001
SLC16A2,0.6327
MCOLN1,0.6325
PRKCE,0.6321
IDH1,0.632
bezafibrate,0.6311
PPOX,0.631
SLC25A14,0.6308
HLA-DPB1,0.6308
olomoucine,0.6307
NFKBIE,0.6303
AGTR1,0.6297999999999999
RPS14,0.6297999999999999
SB-239063,0.6296
FBXL12,0.6294
scoulerine,0.629
ASAP2,0.6288
nilotinib,0.6284000000000001
BRD-K14048378,0.6284000000000001
ATP1A1,0.6283
karakoline,0.6282
BML-257,0.6282
quinethazone,0.628
STK19,0.6279
dicloxacillin,0.6275999999999999
RALA,0.6275
epitestosterone,0.6274000000000001
molindone,0.6274000000000001
CASP9,0.6273
methotrexate,0.6272
foliosidine,0.6269
HIBADH,0.6264
westcort,0.6261
LY-303511,0.6261
PIK3CD,0.6259
MCM2,0.6256
COG2,0.6252
ZM-241385,0.6248
homoharringtonine,0.6245
GRHPR,0.6236999999999999
FGFR3,0.6232
ST3GAL5,0.6231
meptazinol,0.623
MYCBP,0.623
SRC-kinase-inhibitor-I,0.6229
GLOD4,0.6227
ZBTB49,0.6222
SOD2,0.6222
CBX4,0.6219
F2RL1,0.6218
TAL1,0.6211
hexamethyleneamiloride,0.6209
PRKAG1,0.6204999999999999
HOXA9,0.6204
BRD-A97035593,0.6203
EMSY complex LOF,0.6202000000000001
BAMBI,0.6198
RS-67506,0.6197
tubastatin-a,0.6196
KU-C103871,0.6195
isoxsuprine,0.6195
RXRB,0.6194
cimaterol,0.6194
RPL39L,0.6193
IAA-94,0.6191
BRL-50481,0.6189
naphazoline,0.6185
FOXA2,0.6184000000000001
docetaxel,0.6183
pyrazinamide,0.6183
rilmenidine,0.6183
KDM3A,0.6182
LARS,0.6181
GNB1L,0.618
AK1,0.6178
LGALS8,0.6175999999999999
nilutamide,0.6168
MAZ-51,0.6165999999999999
L-161982,0.6158
WHSC1,0.6156
RARRES3,0.6156
dexamethasone,0.6154999999999999
benzamil,0.6154999999999999
pirinixic-acid,0.6154
CLCN5,0.6149
XRCC6,0.614
DHCR24,0.6136
PT-630,0.6136
CGK-733,0.6131
SLC25A46,0.6131
ZNF524,0.613
DUSP4,0.6129
IRF3,0.6126
LDHA,0.6125
DLGAP5,0.6123
CFTR,0.6119
hispidin,0.6118
RIOK2,0.6115999999999999
tyrphostin-AG-112,0.6114
KIT,0.6114
lapatinib,0.6112
SOX2,0.6111
L3MBTL4,0.6111
NMI,0.611
SANT-1,0.611
Dihydrofolate reductase inhibitor,0.6106
SDHD,0.6103000000000001
ATP5G1,0.61
PNU-282987,0.61
ST6GALNAC2,0.6099
FOSL2,0.6098
niridazole,0.6096
carvedilol,0.6096
vincristine,0.6096
HSBP1,0.6095
RO-28-1675,0.6093
TXNRD3,0.6093
naltrexone,0.6091
ARFIP2,0.609
IGFBP6,0.6088
CTBP2,0.6085
CD19,0.6083
SLC3A2,0.6081
Bromodomain Inhibitor,0.6076
ZNF263,0.6075
TRAPPC6A,0.6075
ARNTL,0.607
TK1,0.6069
AKT2,0.6069
tyrphostin-B44,0.6065999999999999
RXFP1,0.6065
CXCR4,0.6061
KUC103420N,0.6059
warfarin,0.6059
PPIF,0.6054999999999999
NRBF2,0.6054999999999999
UXT,0.6053999999999999
CREBBP,0.6053999999999999
guaifenesin,0.6049
MRS-1845,0.6046
HMGN3,0.6043999999999999
BRD-K15107389,0.6043
fenretinide,0.6041
tyrphostin-AG-82,0.6039
MCOLN1,0.6039
sildenafil,0.6039
GABRP,0.6037
2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol,0.6036
ZNF200,0.6034
GPR128,0.603
TBXA2R,0.603
NSFL1C,0.6028
CROT,0.6028
ORM1,0.6024
pyrvinium-pamoate,0.6023
LYZ,0.602
GPR113,0.6017
TPMT,0.6014
FADD,0.6012
etomoxir,0.6011
GABBR1,0.6009
solanine,0.6008
IL13RA1,0.6008
L-168049,0.6006
APOM,0.6006
L-803087,0.6004999999999999
SMARCA4,0.6004
NONO,0.6002000000000001
MBNL1,0.6001
ADNP2,0.5998
GPR128,0.5997
NRIP3,0.5997
wortmannin,0.5992999999999999
Ubiquitin-specific peptidases LOF,0.5992999999999999
ACSL4,0.5991
TIMM50,0.599
ZGPAT,0.5988
PKIG,0.5988
TOP2A,0.5978
BRD-A93048969,0.5975
trequinsin,0.5972999999999999
S100A13,0.5972999999999999
IGFBP3,0.5971
RRAGA,0.597
ATP5C1,0.5969
UROD,0.5969
ZNF597,0.5969
nicardipine,0.5966
PTP4A3,0.5966
dapsone,0.5965
BML-190,0.5964
PLSCR1,0.596
NAT10,0.5959
BCR,0.5958
TYRO3,0.5958
NGFR,0.5958
MYLIP,0.5957
tyrphostin,0.5951
TOMM22,0.5951
goserelin,0.5949
W-13,0.5943
brivanib,0.5938
SNRNP70,0.5936
LEF1,0.5934
B2M,0.5931000000000001
GNB2,0.5931000000000001
GATAD2B,0.5927
BX-795,0.5916
SLC25A5,0.5912
HOXA10,0.5909
loreclezole,0.5907
vardenafil,0.5907
naltrindole,0.5906
MESP1,0.5906
PARK7,0.5901
UBA52,0.5898
ZNF581,0.5897
BW-B70C,0.5895
racephedrine,0.5895
ARHGEF12,0.5893999999999999
HCFC1,0.5892000000000001
HOPX,0.589
MTR,0.589
nicergoline,0.589
SQRDL,0.5885
FABP5,0.5882999999999999
VN1R4,0.5882999999999999
C1S,0.5882000000000001
RNF5,0.588
ozagrel,0.588
IL13RA2,0.588
SMARCD2,0.5879
procainamide,0.5879
FEZ1,0.5879
KLF6,0.5879
ZC3HC1,0.5877
propylthiouracil,0.5872999999999999
TSG101,0.5872999999999999
CYP1B1,0.5872999999999999
ritonavir,0.5870000000000001
MEST,0.5869
remacemide,0.5868
pindolol,0.5867
GPR172A,0.5863
terazosin,0.5861
niguldipine,0.5854
SMAD1,0.585
UGT1A9,0.5847
GR-79236,0.5847
AURKB,0.5846
benzanthrone,0.5845
arecaidine,0.5842
ZNF92,0.5842
MAPKAP1,0.584
RRAGD,0.5839
PPP3CC,0.5839
CD97,0.5839
l-erythro-MAPP,0.5835
LGALS2,0.5834
KCNMA1,0.5831000000000001
VN1R5,0.5829
PCDHA10,0.5826
crotamiton,0.5824
FZD2,0.5822999999999999
tomelukast,0.5822999999999999
SDZ-NKT-343,0.5821999999999999
ZNF462,0.5819
meloxicam,0.5817
ANXA3,0.5815
KIF5C,0.5815
PNLDC1,0.5813
doxorubicin,0.5806
UBE2E3,0.5806
CDC25B,0.5805
COX5A,0.5805
Progesterone receptor agonist,0.5805
bupropion,0.5803
NCF2,0.58
quinpirole,0.5793
WT-171,0.5792
BACH1,0.5787
SMG7,0.5782
obatoclax,0.5781000000000001
SLC37A4,0.5779
vindesine,0.5779
CEP55,0.5775
COPZ1,0.5772999999999999
rimexolone,0.5770000000000001
FBP1,0.5763
IFIH1,0.5763
tacrine,0.5761999999999999
TNPO3,0.5759000000000001
BRD-K30351863,0.5754
fludarabine,0.5753
ZNF114,0.5740999999999999
TAP1,0.5736
norethisterone,0.5727
TRAF6,0.5727
ALDH2,0.5725
AG-494,0.5724
SETD1B,0.5722999999999999
hyperforin,0.5717
flurofamide,0.5716
halcinonide,0.5716
ebelactone-b,0.5714
deforolimus,0.5709000000000001
AR-C133057XX,0.5706
nicotine,0.5706
SQLE,0.5705
EYA1,0.5704
CBFB,0.5702
TGX-221,0.5700999999999999
ZNF175,0.5699000000000001
oxybenzone,0.5697
HMGCL,0.5697
SAL-1,0.5690999999999999
IL6R,0.569
ZNF266,0.5688
OTUD3,0.5683
pravastatin,0.5683
carbenoxolone,0.5682
LCMT1,0.5682
TFAP2A,0.5679
SMYD3,0.5679
tadalafil,0.5672999999999999
etamivan,0.5672999999999999
SLC25A3,0.5671
epigallocatechin,0.5667
kynuramine,0.5661
RAMP1,0.5657
LPAR1,0.5653
DMSO,0.5653
USP12,0.5648
pyrrolidine-dithiocarbamate,0.5643
SNX11,0.5640999999999999
EHNA,0.5636
TAF15,0.5634
ARX,0.563
LYPLA1,0.5628
TSC2,0.5626
RBMS1,0.5624
MIXL1,0.5617
PTRF,0.561
DAPK1,0.5606
NDUFB3,0.5606
FOXO4,0.5604
naloxone,0.5603
zardaverine,0.5603
PLD2,0.5600999999999999
diphenyleneiodonium,0.5599000000000001
BD-1047,0.5598
ADORA2A,0.5597
E-4031,0.5597
BCL2L1,0.5595
withaferin-a,0.5594
PRKAB2,0.5594
HDAC8,0.5593
BTG1,0.5589999999999999
sunitinib,0.5589999999999999
SDF2L1,0.5589
GUK1,0.5587
raloxifene,0.5584
fraxidin,0.5583
doxepin,0.5582
ZK-756326,0.5581
methoprene-acid,0.5574
NPSR1,0.5568
HOXB7,0.5567
TRAF3,0.5564
GNB1L,0.5564
UCHL1,0.5564
ELTD1,0.5563
BRD-K64314806,0.5562
leu-enkephalin,0.5562
tipifarnib,0.556
vincristine,0.556
HPN,0.5559000000000001
CXADR,0.5549000000000001
bisoprolol,0.5547
C5,0.5544
PIGK,0.5536
clebopride,0.5532
RBP4,0.5529
cyclosporin-a,0.5528
CTNNA1,0.5527000000000001
GJA1,0.5526
CANX,0.5525
BRCA2,0.552
MYB,0.552
SNAPC4,0.5519
SLC7A1,0.5517
HOMEZ,0.551
ambroxol,0.5506
terreic-acid,0.5506
econazole,0.5494
resveratrol,0.5490999999999999
KCNK2,0.5484
VUF-5681,0.5483
reserpic-acid,0.5482
ZNF274,0.5474
ZC3HC1,0.5473
tyrphostin-AG-18,0.5471
vorinostat,0.5471
DYNLT3,0.547
INSIG1,0.5466
AS-604850,0.5466
BRD-K61106942,0.5464
MRS-1220,0.546
TIMP2,0.5459
ozagrel,0.5459
BRD-K06956503,0.5458
ATG12,0.5455
MAN2B1,0.5453
RAD23B,0.5444
ATP5H,0.5444
U-99194,0.5443
HOXB4,0.5440999999999999
pregnenolone,0.5440999999999999
BRD-K63954456,0.544
NDUFC2,0.5437
ADCK3,0.5436
TFPI,0.5435
PAFAH1B2,0.5431
TMED9,0.5428999999999999
SUB1,0.5428000000000001
HNF1B,0.5426
CYP1A1,0.5426
PPARG,0.5425
JWH-015,0.5423
fulvestrant,0.542
ZM-39923,0.5414
DCK,0.5412
GOT1,0.5412
TGM2,0.5411
STRADB,0.5409
TMEM50A,0.5408
AMDHD2,0.5407
memantine,0.5407
HOXC10,0.5403
SC5DL,0.5401
salmeterol,0.5397
guanabenz,0.5397
sulfafurazole,0.5396
HSF1,0.5396
PLA2G12B,0.5395
cortisone,0.5393
MLLT10,0.5393
ZNF74,0.5390999999999999
DL-PDMP,0.5388000000000001
RNLS,0.5387
BRD-K59222562,0.5387
PTDSS1,0.5385
DHCR24,0.5383
LEPREL1,0.5383
CAMSAP2,0.5379
DHX8,0.5373
GPR156,0.5372
ELOVL6,0.5371
LE-135,0.5364
LBR,0.536
RBM6,0.5359
PLOD3,0.5357
talampicillin,0.5356000000000001
tyrphostin-AG-538,0.5349
BAY-59-3074,0.5346
RPS13,0.5343
vidarabine,0.5338
PTP4A3,0.5332
TRAF4,0.5331
PI4KAP2,0.5331
moexipril,0.5327000000000001
TERF2IP,0.5325
HOXA9,0.5324
peucedanin,0.5323
clobenpropit,0.5322
PK-11195,0.5321
CCNB1,0.5318
CAY-10577,0.5313
BLZF1,0.5313
LGALS1,0.5309
1-monopalmitin,0.5301
nadolol,0.5297
SIX2,0.5296
SATB1,0.5294
EPHA3,0.5292
CDKN1A,0.5289
CA-074-Me,0.5286
SLC22A18,0.5285
TPM1,0.5284
CIAPIN1,0.5283
UBE2C,0.5282
SLC25A15,0.5282
PHF16,0.5281
UBTF,0.5277000000000001
ataluren,0.5276
UBP1,0.5268999999999999
BRD-K86682249,0.5268
CTH,0.5267000000000001
NRBP1,0.5264
ZNF212,0.5263
UTP14A,0.5263
SB-590885,0.5262
baeomycesic-acid,0.526
ipriflavone,0.525
oxcarbazepine,0.5246
gedunin,0.5246
NFIB,0.5245000000000001
BRD-K14236372,0.5245000000000001
PAQR8,0.5242
lysergol,0.5241
L-2167,0.524
TRIM32,0.5238
SLC25A20,0.5236999999999999
ZPBP2,0.5236
PSMG1,0.5236
AIFM1,0.5235
vinburnine,0.5232
CNNM2,0.5232
