,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
necrostatin-1,ctrp_necrostatin-1,Not Clinically Relevant,,0.311,,0.311,,.+..,153,306,153.0
kpt185,ctrp_KPT185,Not Clinically Relevant,,0.311,,0.311,,.+..,154,307,154.0
brd-k70511574,ctrp_BRD-K70511574,Not Clinically Relevant,,0.311,,0.311,,.+..,155,308,155.0
irinotecan,ccle_Irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.263,0.263,0.9490000000000001,..++,306,5,155.5
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.31,,0.31,,.+..,156,309,156.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.813,...-,736,157,157.0
yk 4-279,ctrp_YK 4-279,Not Clinically Relevant,,0.31,,0.31,,.+..,158,310,158.0
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.31,,0.31,,.+..,159,311,159.0
lbw242,ccle_LBW242,Not Clinically Relevant,,,0.309,0.309,,..+.,160,312,160.0
mesna,cmap_mesna,used to decrease the risk of bleeding from the bladder after cyclophosphamide,,,,,-0.8340000000000001,...-,737,160,160.0
azd-7762,cmap_azd-7762, Chk1 / Chk2 inhibitor,,,,,-0.8540000000000001,...-,738,161,161.0
brd6340,ctrp_BRD6340,Not Clinically Relevant,,0.308,,0.308,,.+..,161,313,161.0
fqi-2,ctrp_FQI-2,Not Clinically Relevant,,0.307,,0.307,,.+..,162,314,162.0
granisetron,cmap_granisetron,5-HT3 receptor antagonist used as an antiemetic,,,,,-0.855,...-,739,162,162.0
gsk-1059615,cmap_gsk-1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,,,,-0.882,...-,740,164,164.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.307,,0.307,,.+..,164,315,164.0
lbh-589,ctrp_LBH-589,HDAC inhibitor,,0.306,,0.306,,.+..,165,316,165.0
bms-754807,gdsc_BMS-754807,Not Clinically Relevant,0.303,0.307,,0.305,,++..,166,317,166.0
topotecan,ccle_Topotecan,Topo I inhibitor,,0.342,0.218,0.28,-0.02849999999999997,.+++-,251,81,166.0
ml083,ctrp_ML083,Not Clinically Relevant,,0.305,,0.305,,.+..,167,318,167.0
azd-8055,cmap_azd-8055,mTOR inhibitor,,,,,-0.9,...-,741,168,168.0
brd-k44224150,ctrp_BRD-K44224150,Not Clinically Relevant,,0.305,,0.305,,.+..,168,319,168.0
cil70,ctrp_CIL70,Not Clinically Relevant,,0.305,,0.305,,.+..,169,320,169.0
nsc-207895,gdsc_NSC-207895,Not Clinically Relevant,0.304,,,0.304,,+...,170,321,170.0
homoharringtonine,cmap_homoharringtonine,"natural product, protein translation inhibitor, used for myeloid leukemia",,,,,-0.9595,...--,742,171,171.0
curcumin,ctrp_curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.28300000000000003,,0.283,-0.284,.+.-,243,99,171.0
i-bet-762,gdsc_I-BET-762,Not Clinically Relevant,0.304,,,0.304,,+...,171,322,171.0
brd-k78574327,ctrp_BRD-K78574327,Not Clinically Relevant,,0.303,,0.303,,.+..,172,323,172.0
niclosamide,ctrp_niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.293,,0.293,-0.638,.+.-,210,135,172.5
unc0638,ctrp_UNC0638,Not Clinically Relevant,0.304,0.302,,0.303,,++..,173,324,173.0
zstk-474,cmap_zstk-474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",,,,,-0.975,...-,743,174,174.0
mps-1-in-1,gdsc_MPS-1-IN-1,Not Clinically Relevant,0.303,,,0.303,,+...,174,325,174.0
brd-k37390332,ctrp_BRD-K37390332,Not Clinically Relevant,,0.303,,0.303,,.+..,175,326,175.0
bendamustine,ctrp_bendamustine,alkylating agent,,0.302,,0.302,,.+..,176,327,176.0
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.268,,0.268,0.259,.+.+,289,63,176.0
brd-k80183349,ctrp_BRD-K80183349,Not Clinically Relevant,,0.302,,0.302,,.+..,177,328,177.0
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.302,,0.302,,.+..,178,329,178.0
mk-1775,ctrp_MK-1775,Wee1 kinase inhibitor,,0.25,,0.25,0.752,.+.+,334,22,178.0
tivantinib,ctrp_tivantinib,Met inhibitor,,0.301,,0.301,,.+..,180,330,180.0
hli 373,ctrp_HLI 373,Not Clinically Relevant,,0.301,,0.301,,.+..,181,331,181.0
rigosertib,ctrp_rigosertib,"ON-01910, Plk-1 inhibitor",,0.301,,0.301,,.+..,182,332,182.0
brd-k02251932,ctrp_BRD-K02251932,Not Clinically Relevant,,0.301,,0.301,,.+..,183,333,183.0
cay10603,gdsc_CAY10603,Not Clinically Relevant,0.3,,,0.3,,+...,184,334,184.0
brd-k16147474,ctrp_BRD-K16147474,Not Clinically Relevant,,0.3,,0.3,,.+..,185,335,185.0
zm447439,gdsc_ZM447439,Not Clinically Relevant,0.299,,,0.299,,+...,186,336,186.0
fluvastatin,ctrp_fluvastatin,"HMG-CoA reductase inhibitor,",,0.289,,0.289,-0.8,.+.-,222,154,188.0
pifithrin-mu,ctrp_pifithrin-mu,Not Clinically Relevant,,0.299,,0.299,,.+..,188,337,188.0
jw-480,ctrp_JW-480,Not Clinically Relevant,,0.299,,0.299,,.+..,189,338,189.0
mitomycin,ctrp_mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.298,,0.298,,.+..,190,339,190.0
thalidomide,ctrp_thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.25,,0.25,0.389,.+.+,332,49,190.5
brd-k90370028,ctrp_BRD-K90370028,Not Clinically Relevant,,0.297,,0.297,,.+..,191,340,191.0
ar-42,gdsc_AR-42,Not Clinically Relevant,0.297,,,0.297,,+...,192,341,192.0
ic-87114,ctrp_IC-87114,Not Clinically Relevant,,0.297,,0.297,,.+..,193,342,193.0
lomeguatrib,ctrp_lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.297,,0.297,,.+..,194,343,194.0
obatoclax,ctrp_obatoclax,Not Clinically Relevant,,0.26899999999999996,,0.269,-0.379,.+.-,285,105,195.0
brd-k27224038,ctrp_BRD-K27224038,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,195,344,195.0
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,196,345,196.0
pha-793887,ctrp_PHA-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.308,0.248,,0.278,-0.632,++.-,258,134,196.0
cil55a,ctrp_CIL55A,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,197,346,197.0
gsk1059615,ctrp_GSK1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.29600000000000004,,0.296,,.+..,198,347,198.0
tandutinib,ctrp_tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.287,,0.287,-0.895,.+.-,229,167,198.0
fqi-1,ctrp_FQI-1,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,199,348,199.0
brd-k35604418,ctrp_BRD-K35604418,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,200,349,200.0
tg-101348,ctrp_TG-101348,JAK2 inhibitor,,0.235,,0.235,0.608,.+.+,367,34,200.5
tipifarnib-p2,ctrp_tipifarnib-P2,Not Clinically Relevant,,0.295,,0.295,,.+..,201,350,201.0
manumycin a,ctrp_manumycin A,Not Clinically Relevant,,0.295,,0.295,,.+..,202,351,202.0
ql-x-138,gdsc_QL-X-138,Not Clinically Relevant,0.295,,,0.295,,+...,203,352,203.0
bardoxolone methyl,ctrp_bardoxolone methyl,Not Clinically Relevant,,0.295,,0.295,,.+..,204,353,204.0
simvastatin,ctrp_simvastatin,"HMG-CoA reductase inhibitor,",,0.254,,0.254,-0.0835,.+.--,327,83,205.0
mi-2,ctrp_MI-2,Not Clinically Relevant,,0.295,,0.295,,.+..,205,354,205.0
nsc95397,ctrp_NSC95397,Not Clinically Relevant,,0.294,,0.294,,.+..,206,355,206.0
gw-843682x,ctrp_GW-843682X,Not Clinically Relevant,,0.294,,0.294,,.+..,207,356,207.0
ml006,ctrp_ML006,Not Clinically Relevant,,0.293,,0.293,,.+..,208,357,208.0
gsk-3 inhibitor ix,ctrp_GSK-3 inhibitor IX,Not Clinically Relevant,,0.293,,0.293,,.+..,209,358,209.0
alvocidib,ctrp_alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.267,,0.267,-0.5379999999999999,.+.-,293,126,209.5
pyr-41,ctrp_PYR-41,Not Clinically Relevant,,0.293,,0.293,,.+..,211,359,211.0
gossypol,ctrp_gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.263,,0.263,-0.491,.+.-,303,120,211.5
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.292,,0.292,,.+..,212,360,212.0
fulvestrant,ctrp_fulvestrant,selective estrogen receptor degrader (SERD),,0.23600000000000002,,0.236,0.28550000000000003,.+.++,366,58,212.0
nsc19630,ctrp_NSC19630,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,213,361,213.0
prochlorperazine,ctrp_prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.266,,0.266,-0.5489999999999999,.+.-,299,127,213.0
osi-027,gdsc_OSI-027,Not Clinically Relevant,0.27,0.28800000000000003,,0.279,-0.9740000000000001,++.-,253,173,213.0
importazole,ctrp_importazole,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,214,362,214.0
gemcitabine,gdsc_Gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.243,0.257,,0.007,0.7929999999999999,-+.+,409,19,214.0
brd-k61166597,ctrp_BRD-K61166597,Not Clinically Relevant,,0.29,,0.29,,.+..,215,363,215.0
pandacostat,ctrp_pandacostat,Not Clinically Relevant,,0.29,,0.29,,.+..,216,364,216.0
brd-k75293299,ctrp_BRD-K75293299,Not Clinically Relevant,,0.29,,0.29,,.+..,217,365,217.0
serdemetan,gdsc_Serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.336,0.401,,0.032,0.667,-+.+,406,29,217.5
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.29,,0.29,,.+..,219,366,219.0
hc-067047,ctrp_HC-067047,Not Clinically Relevant,,0.29,,0.29,,.+..,220,367,220.0
erastin,ctrp_erastin,Not Clinically Relevant,,0.289,,0.289,,.+..,221,368,221.0
dexamethasone,ctrp_dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.223,,0.223,0.33581249999999996,.+.++++++,388,54,221.0
brd8899,ctrp_BRD8899,Not Clinically Relevant,,0.289,,0.289,,.+..,223,369,223.0
ipr-456,ctrp_IPR-456,Not Clinically Relevant,,0.289,,0.289,,.+..,224,370,224.0
brd-k02492147,ctrp_BRD-K02492147,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,225,371,225.0
brd-k34099515,ctrp_BRD-K34099515,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,226,372,226.0
kx2-391,ctrp_KX2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.28800000000000003,,0.288,,.+..,227,373,227.0
methotrexate,ctrp_methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.24,0.195,,0.218,0.26,++.+,394,62,228.0
brd-k86535717,ctrp_BRD-K86535717,Not Clinically Relevant,,0.287,,0.287,,.+..,228,374,228.0
n9-isopropylolomoucine,ctrp_N9-isopropylolomoucine,Not Clinically Relevant,,0.287,,0.287,,.+..,230,375,230.0
ciclopirox,ctrp_ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.28600000000000003,,0.286,,.+..,231,376,231.0
neuronal differentiation inducer iii,ctrp_neuronal differentiation inducer III,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,232,377,232.0
mitomycin-c,gdsc_Mitomycin-C,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.21,,,0.21,0.203,+..+-,397,69,233.0
ml311,ctrp_ML311,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,233,378,233.0
cytochalasin b,ctrp_cytochalasin B,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,234,379,234.0
brd-k34222889,ctrp_BRD-K34222889,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,235,380,235.0
entinostat,gdsc_Entinostat,HDAC inhibitor,0.244,0.26,,0.252,-0.71,++.-,330,141,235.5
bi-2536,gdsc_BI-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.305,0.28300000000000003,,-0.011,0.275,-+.+,411,60,235.5
fgin-1-27,ctrp_FGIN-1-27,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,236,381,236.0
su11274,ctrp_SU11274,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,237,382,237.0
dacarbazine,ctrp_dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.285,,0.285,,.+..,238,383,238.0
jw-7-24-1,gdsc_JW-7-24-1,Not Clinically Relevant,0.285,,,0.285,,+...,239,384,239.0
temozolomide,gdsc_Temozolomide,alkylating agent,-0.42100000000000004,0.258,,-0.082,0.43700000000000006,-+.+,432,47,239.5
gsk2636771,ctrp_GSK2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.284,,0.284,,.+..,240,385,240.0
ro4929097,ctrp_RO4929097,Notch (gamma secretase) inhibitor,,0.284,,0.284,,.+..,241,386,241.0
sch-529074,ctrp_SCH-529074,Not Clinically Relevant,,0.284,,0.284,,.+..,242,387,242.0
birb-796,ctrp_BIRB-796,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,244,388,244.0
pifithrin-alpha,ctrp_pifithrin-alpha,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,245,389,245.0
wz3105,gdsc_WZ3105,Not Clinically Relevant,0.28300000000000003,,,0.283,,+...,246,390,246.0
nakiterpiosin,ctrp_nakiterpiosin,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,247,391,247.0
gsk461364,ctrp_GSK461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.28300000000000003,,0.283,,.+..,248,392,248.0
sorafenib,gdsc_Sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.444,0.29600000000000004,-0.21100000000000002,-0.12,0.2925,-+-+-,439,57,248.0
sunitinib,gdsc_Sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.397,0.31,,-0.044,-0.0165,-+.+-,418,79,248.5
docetaxel,gdsc_Docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.33799999999999997,0.26899999999999996,,-0.034,-0.07250000000000001,-+.+-,415,82,248.5
lovastatin,ctrp_lovastatin,"HMG-CoA reductase inhibitor,",,0.225,,0.225,-0.44,.+.-,384,115,249.5
pitstop2,ctrp_pitstop2,Not Clinically Relevant,,0.281,,0.281,,.+..,250,393,250.0
tamoxifen,gdsc_Tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.39399999999999996,0.318,,-0.038,-0.0995,-+.++-,417,84,250.5
necrosulfonamide,ctrp_necrosulfonamide,Not Clinically Relevant,,0.28,,0.28,,.+..,252,394,252.0
pi-103,gdsc_PI-103,Not Clinically Relevant,0.251,0.308,,0.279,,++..,254,395,254.0
ym-155,ctrp_YM-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.237,,0.237,-0.758,.+.-,361,148,254.5
brd-k96431673,ctrp_BRD-K96431673,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,255,396,255.0
genentech cpd 10,gdsc_Genentech Cpd 10,Not Clinically Relevant,0.27899999999999997,,,0.279,,+...,256,397,256.0
doxorubicin,gdsc_Doxorubicin,"Topo II inhibitor, DNA intercalator",-0.249,0.309,,0.03,-0.37949999999999995,-+.+--,407,106,256.5
pik-93,ctrp_PIK-93,Not Clinically Relevant,0.292,0.264,,0.278,,++..,257,398,257.0
cay10618,ctrp_CAY10618,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,259,399,259.0
nvp-bez235,ctrp_NVP-BEZ235,PI3K/mTOR inhibitor,,0.243,,0.243,-0.938,.+.-,350,170,260.0
ml031,ctrp_ML031,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,260,400,260.0
ku-0063794,ctrp_KU-0063794,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,261,401,261.0
gdc-0941,ctrp_GDC-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.24100000000000002,,0.241,-0.904,.+.-,354,169,261.5
nilotinib,ccle_Nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.20800000000000002,0.313,-0.34,-0.078,-0.226,-+--,430,94,262.0
ly-2157299,ctrp_LY-2157299,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,262,402,262.0
canertinib,ctrp_canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.265,,-0.265,0.696,.-.+,498,27,262.5
bms-345541,ctrp_BMS-345541,Not Clinically Relevant,0.33299999999999996,0.221,,0.277,,++..,263,403,263.0
kin001-244,gdsc_KIN001-244,Not Clinically Relevant,0.276,,,0.276,,+...,264,404,264.0
paclitaxel,gdsc_Paclitaxel,disrupts microtubule dynamics,-0.348,0.23199999999999998,-0.20199999999999999,-0.106,-0.20850000000000002,-+---,438,91,264.5
i-bet151,ctrp_I-BET151,Not Clinically Relevant,,0.276,,0.276,,.+..,265,405,265.0
nvp-bsk805,ctrp_NVP-BSK805,Not Clinically Relevant,,0.276,,0.276,,.+..,266,406,266.0
brd-k85133207,ctrp_BRD-K85133207,Not Clinically Relevant,,0.275,,0.275,,.+..,267,407,267.0
pazopanib,gdsc_Pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.491,0.29100000000000004,,-0.1,-0.28,-+.-,437,98,267.5
bax channel blocker,ctrp_Bax channel blocker,Not Clinically Relevant,,0.275,,0.275,,.+..,268,408,268.0
pluripotin,ctrp_pluripotin,Not Clinically Relevant,,0.275,,0.275,,.+..,269,409,269.0
sirolimus,ctrp_sirolimus,"rapamycin, mTOR inhibitor",,0.207,,0.207,-0.6860625,.+.-----,398,140,269.0
kh-cb19,ctrp_KH-CB19,Not Clinically Relevant,,0.275,,0.275,,.+..,270,410,270.0
vinorelbine,gdsc_Vinorelbine,Not Clinically Relevant,-0.242,,,-0.242,0.152,-..++-,467,73,270.0
brd-k96970199,ctrp_BRD-K96970199,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,271,411,271.0
nvp-231,ctrp_NVP-231,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,272,412,272.0
brd-k66453893,ctrp_BRD-K66453893,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,273,413,273.0
neratinib,ctrp_neratinib,Her2 and EGFR inhibitor,,-0.273,,-0.273,0.535,.-.+,508,38,273.0
pf-3758309,ctrp_PF-3758309,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,274,414,274.0
etp-46464,ctrp_ETP-46464,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,275,415,275.0
zg-10,gdsc_ZG-10,Not Clinically Relevant,0.27399999999999997,,,0.274,,+...,276,416,276.0
am-580,ctrp_AM-580,Not Clinically Relevant,,0.273,,0.273,,.+..,277,417,277.0
chm-1,ctrp_CHM-1,Not Clinically Relevant,,0.273,,0.273,,.+..,278,418,278.0
cil56,ctrp_CIL56,Not Clinically Relevant,,0.272,,0.272,,.+..,279,419,279.0
crizotinib,gdsc_Crizotinib,"ALK, ROS1 and MET inhibitor",-0.562,0.29600000000000004,,-0.133,-0.47600000000000003,-+.-,441,119,280.0
imatinib,gdsc_Imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.26899999999999996,0.336,,0.034,-0.805,-+.-,405,155,280.0
nintedanib,ctrp_nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.272,,0.272,,.+..,280,420,280.0
hyperforin,ctrp_hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,-0.284,,-0.284,0.507,.-.+,522,40,281.0
cal-101,ctrp_CAL-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.272,,0.272,,.+..,281,421,281.0
marinopyrrole a,ctrp_marinopyrrole A,Not Clinically Relevant,,0.27,,0.27,,.+..,282,422,282.0
brd-k71781559,ctrp_BRD-K71781559,Not Clinically Relevant,,0.27,,0.27,,.+..,283,423,283.0
lapatinib,gdsc_Lapatinib,HER2/EGFR inhibitor,-0.34,-0.306,-0.307,-0.318,0.897,---++,560,8,284.0
ml312,ctrp_ML312,Not Clinically Relevant,,0.27,,0.27,,.+..,284,424,284.0
mk-2206,gdsc_MK-2206,Akt1/2/3 inhibitor,-0.335,0.265,,-0.035,-0.795,-+.-,416,153,284.5
tivozanib,gdsc_Tivozanib,VEGFR inhibitor,-0.512,0.314,,-0.099,-0.63,-+.-,436,133,284.5
camptothecin,gdsc_Camptothecin,Not Clinically Relevant,0.26899999999999996,,,0.269,,+...,286,425,286.0
merck60,ctrp_Merck60,Not Clinically Relevant,,0.268,,0.268,,.+..,287,426,287.0
brd-k01737880,ctrp_BRD-K01737880,Not Clinically Relevant,,0.268,,0.268,,.+..,288,427,288.0
gsk690693,gdsc_GSK690693,Not Clinically Relevant,0.268,,,0.268,,+...,290,428,290.0
vinblastine,gdsc_Vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.271,,,-0.271,0.056499999999999995,-..+-,505,77,291.0
narciclasine,ctrp_narciclasine,Not Clinically Relevant,,0.268,,0.268,,.+..,291,429,291.0
cp466722,gdsc_CP466722,Not Clinically Relevant,0.268,,,0.268,,+...,292,430,292.0
temsirolimus,gdsc_Temsirolimus,Not Clinically Relevant,-0.39899999999999997,0.265,,-0.067,-0.828,-+.-,427,158,292.5
ouabain,ctrp_ouabain,Not Clinically Relevant,,0.267,,0.267,,.+..,294,431,294.0
valdecoxib,ctrp_valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.253,,-0.253,-0.41700000000000004,.-.-,475,113,294.0
quizartinib,gdsc_Quizartinib,Flt3 inhibitor,-0.569,0.265,,-0.152,-0.7509999999999999,-+.-,442,146,294.0
ruxolitinib,gdsc_Ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.7020000000000001,0.318,,-0.192,-0.748,-+.-,444,145,294.5
gant-61,ctrp_GANT-61,Not Clinically Relevant,,0.267,,0.267,,.+..,295,432,295.0
panobinostat,ccle_Panobinostat,HDAC inhibitor,,,-0.316,-0.316,0.631,..-+,558,33,295.5
cr-1-31b,ctrp_CR-1-31B,Not Clinically Relevant,,0.267,,0.267,,.+..,296,433,296.0
3-cl-ahpc,ctrp_3-Cl-AHPC,Not Clinically Relevant,,0.267,,0.267,,.+..,297,434,297.0
brd-a94377914,ctrp_BRD-A94377914,Not Clinically Relevant,,0.266,,0.266,,.+..,298,435,298.0
triptolide,ctrp_triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,-0.263,,-0.263,-0.357,.-.--,492,104,298.0
pf2341066,ccle_PF2341066,"ALK, ROS1 and MET inhibitor",,,0.265,0.265,,..+.,300,436,300.0
pf-573228,ctrp_PF-573228,Not Clinically Relevant,,0.265,,0.265,,.+..,301,437,301.0
phenformin,gdsc_Phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.237,,,-0.237,-0.7390000000000001,-..-,460,143,301.5
cd-437,ctrp_CD-437,Not Clinically Relevant,,0.264,,0.264,,.+..,302,438,302.0
cytarabine,gdsc_Cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.315,,,-0.315,0.36,-..+,555,53,304.0
brd-k41334119,ctrp_BRD-K41334119,Not Clinically Relevant,,0.263,,0.263,,.+..,304,439,304.0
jq-1,ctrp_JQ-1,Not Clinically Relevant,,0.263,,0.263,,.+..,305,440,305.0
tgx-221,ctrp_TGX-221,Not Clinically Relevant,,0.263,,0.263,,.+..,307,441,307.0
vu0155056,ctrp_VU0155056,Not Clinically Relevant,,0.263,,0.263,,.+..,308,442,308.0
cx-5461,gdsc_CX-5461,Not Clinically Relevant,0.262,,,0.262,,+...,309,443,309.0
momelotinib,ctrp_momelotinib,JAK1 and JAK2 inhibitor,,0.262,,0.262,,.+..,310,444,310.0
sch-79797,ctrp_SCH-79797,Not Clinically Relevant,,0.261,,0.261,,.+..,311,445,311.0
cudc-101,gdsc_CUDC-101,Not Clinically Relevant,0.26,,,0.26,,+...,312,446,312.0
bx796,gdsc_BX796,Not Clinically Relevant,0.26,,,0.26,,+...,313,447,313.0
b02,ctrp_B02,Not Clinically Relevant,,0.259,,0.259,,.+..,314,448,314.0
ciclosporin,ctrp_ciclosporin,,,0.258,,0.258,,.+..,315,449,315.0
lenalidomide,gdsc_Lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.41700000000000004,,,-0.417,0.96,-..+,627,3,315.0
brd1812,ctrp_BRD1812,Not Clinically Relevant,,0.258,,0.258,,.+..,316,450,316.0
cd-1530,ctrp_CD-1530,Not Clinically Relevant,,0.257,,0.257,,.+..,317,451,317.0
ch-55,ctrp_Ch-55,Not Clinically Relevant,,0.257,,0.257,,.+..,318,452,318.0
erismodegib,ctrp_erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.266,,-0.266,-0.64,.-.-,501,136,318.5
nsc632839,ctrp_NSC632839,Not Clinically Relevant,,0.257,,0.257,,.+..,319,453,319.0
etomoxir,ctrp_etomoxir,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)",,-0.313,,-0.313,-0.1385,.-.+-,551,87,319.0
brd-k45681478,ctrp_BRD-K45681478,Not Clinically Relevant,,0.256,,0.256,,.+..,320,454,320.0
at7867,ctrp_AT7867,Not Clinically Relevant,,0.256,,0.256,,.+..,321,455,321.0
procarbazine,ctrp_procarbazine,alkylating agent,,-0.316,,-0.316,-0.111,.-.-,557,85,321.0
prl-3 inhibitor i,ctrp_PRL-3 inhibitor I,Not Clinically Relevant,,0.255,,0.255,,.+..,322,456,322.0
ku-60019,ctrp_KU-60019,Not Clinically Relevant,,0.255,,0.255,,.+..,323,457,323.0
sb-743921,ctrp_SB-743921,kinesin spindle protein (KSP) inhibitor,,0.255,,0.255,,.+..,324,458,324.0
