,moa,GDSC,CTRP,CCLE,drug,score,evidence
obatoclax,Not Clinically Relevant,,0.26899999999999996,,ctrp_obatoclax,0.269,.+.
camptothecin,Not Clinically Relevant,0.26899999999999996,,,gdsc_Camptothecin,0.269,+..
merck60,Not Clinically Relevant,,0.268,,ctrp_Merck60,0.268,.+.
brd-k01737880,Not Clinically Relevant,,0.268,,ctrp_BRD-K01737880,0.268,.+.
clofarabine,purine nucleoside antimetabolite,,0.268,,ctrp_clofarabine,0.268,.+.
gsk690693,Not Clinically Relevant,0.268,,,gdsc_GSK690693,0.268,+..
narciclasine,Not Clinically Relevant,,0.268,,ctrp_narciclasine,0.268,.+.
cp466722,Not Clinically Relevant,0.268,,,gdsc_CP466722,0.268,+..
3-cl-ahpc,Not Clinically Relevant,,0.267,,ctrp_3-Cl-AHPC,0.267,.+.
cr-1-31b,Not Clinically Relevant,,0.267,,ctrp_CR-1-31B,0.267,.+.
alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.267,,ctrp_alvocidib,0.267,.+.
ouabain,Not Clinically Relevant,,0.267,,ctrp_ouabain,0.267,.+.
gant-61,Not Clinically Relevant,,0.267,,ctrp_GANT-61,0.267,.+.
brd-a94377914,Not Clinically Relevant,,0.266,,ctrp_BRD-A94377914,0.266,.+.
prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.266,,ctrp_prochlorperazine,0.266,.+.
pf2341066,"ALK, ROS1 and MET inhibitor",,,0.265,ccle_PF2341066,0.265,..+
pf-573228,Not Clinically Relevant,,0.265,,ctrp_PF-573228,0.265,.+.
cd-437,Not Clinically Relevant,,0.264,,ctrp_CD-437,0.264,.+.
tgx-221,Not Clinically Relevant,,0.263,,ctrp_TGX-221,0.263,.+.
irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.263,ccle_Irinotecan,0.263,..+
gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.263,,ctrp_gossypol,0.263,.+.
brd-k41334119,Not Clinically Relevant,,0.263,,ctrp_BRD-K41334119,0.263,.+.
vu0155056,Not Clinically Relevant,,0.263,,ctrp_VU0155056,0.263,.+.
jq-1,Not Clinically Relevant,,0.263,,ctrp_JQ-1,0.263,.+.
cx-5461,Not Clinically Relevant,0.262,,,gdsc_CX-5461,0.262,+..
momelotinib,JAK1 and JAK2 inhibitor,,0.262,,ctrp_momelotinib,0.262,.+.
sch-79797,Not Clinically Relevant,,0.261,,ctrp_SCH-79797,0.261,.+.
cudc-101,Not Clinically Relevant,0.26,,,gdsc_CUDC-101,0.26,+..
bx796,Not Clinically Relevant,0.26,,,gdsc_BX796,0.26,+..
b02,Not Clinically Relevant,,0.259,,ctrp_B02,0.259,.+.
ciclosporin,,,0.258,,ctrp_ciclosporin,0.258,.+.
brd1812,Not Clinically Relevant,,0.258,,ctrp_BRD1812,0.258,.+.
ch-55,Not Clinically Relevant,,0.257,,ctrp_Ch-55,0.257,.+.
nsc632839,Not Clinically Relevant,,0.257,,ctrp_NSC632839,0.257,.+.
cd-1530,Not Clinically Relevant,,0.257,,ctrp_CD-1530,0.257,.+.
brd-k45681478,Not Clinically Relevant,,0.256,,ctrp_BRD-K45681478,0.256,.+.
at7867,Not Clinically Relevant,,0.256,,ctrp_AT7867,0.256,.+.
prl-3 inhibitor i,Not Clinically Relevant,,0.255,,ctrp_PRL-3 inhibitor I,0.255,.+.
ku-60019,Not Clinically Relevant,,0.255,,ctrp_KU-60019,0.255,.+.
sb-743921,kinesin spindle protein (KSP) inhibitor,,0.255,,ctrp_SB-743921,0.255,.+.
leptomycin b,Not Clinically Relevant,,0.255,,ctrp_leptomycin B,0.255,.+.
5-fluorouracil,antimetabolite,0.254,,,gdsc_5-Fluorouracil,0.254,+..
simvastatin,"HMG-CoA reductase inhibitor,",,0.254,,ctrp_simvastatin,0.254,.+.
entinostat,HDAC inhibitor,0.244,0.26,,gdsc_Entinostat,0.252,++.
purmorphamine,Not Clinically Relevant,,0.252,,ctrp_purmorphamine,0.252,.+.
cay10594,Not Clinically Relevant,,0.252,,ctrp_CAY10594,0.252,.+.
brd-k48334597,Not Clinically Relevant,,0.251,,ctrp_BRD-K48334597,0.251,.+.
thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.25,,ctrp_thalidomide,0.25,.+.
ml210,Not Clinically Relevant,,0.25,,ctrp_ML210,0.25,.+.
mk-1775,Wee1 kinase inhibitor,,0.25,,ctrp_MK-1775,0.25,.+.
r428,Not Clinically Relevant,,0.25,,ctrp_R428,0.25,.+.
gw-405833,Not Clinically Relevant,,0.25,,ctrp_GW-405833,0.25,.+.
blebbistatin,Not Clinically Relevant,,0.249,,ctrp_blebbistatin,0.249,.+.
cerulenin,Not Clinically Relevant,,0.249,,ctrp_cerulenin,0.249,.+.
mk-0752,Notch (gamma secretase) inhibitor,,0.249,,ctrp_MK-0752,0.249,.+.
tw 37,Not Clinically Relevant,0.249,,,gdsc_TW 37,0.249,+..
bleomycin a2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.249,,ctrp_bleomycin A2,0.249,.+.
az-3146,Not Clinically Relevant,,0.248,,ctrp_AZ-3146,0.248,.+.
silmitasertib,casein kinase 2 inhibitor ,,0.248,,ctrp_silmitasertib,0.248,.+.
brd-a02303741,Not Clinically Relevant,,0.248,,ctrp_BRD-A02303741,0.248,.+.
brd-a86708339,Not Clinically Relevant,,0.247,,ctrp_BRD-A86708339,0.247,.+.
prima-1,Not Clinically Relevant,,0.24600000000000002,,ctrp_PRIMA-1,0.246,.+.
semagacestat,Notch (gamma secretase) inhibitor,,0.24600000000000002,,ctrp_semagacestat,0.246,.+.
aew541,Not Clinically Relevant,,,0.245,ccle_AEW541,0.245,..+
srt-1720,Not Clinically Relevant,,0.244,,ctrp_SRT-1720,0.244,.+.
nvp-bez235,PI3K/mTOR inhibitor,,0.243,,ctrp_NVP-BEZ235,0.243,.+.
palmostatin b,Not Clinically Relevant,,0.243,,ctrp_palmostatin B,0.243,.+.
tigecycline,antibiotic used to treat a number of bacterial infections,,0.242,,ctrp_tigecycline,0.242,.+.
tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.242,,ctrp_tamatinib,0.242,.+.
gdc-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.24100000000000002,,ctrp_GDC-0941,0.241,.+.
methylstat,Not Clinically Relevant,,0.24100000000000002,,ctrp_methylstat,0.241,.+.
dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.24,,ctrp_dinaciclib,0.24,.+.
mln2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,0.24,,ctrp_MLN2238,0.24,.+.
smer-3,Not Clinically Relevant,,0.239,,ctrp_SMER-3,0.239,.+.
brd9876,Not Clinically Relevant,,0.23800000000000002,,ctrp_BRD9876,0.238,.+.
gsk525762a,Not Clinically Relevant,,0.23800000000000002,,ctrp_GSK525762A,0.238,.+.
"1s,3r-rsl-3",Not Clinically Relevant,,0.237,,"ctrp_1S,3R-RSL-3",0.237,.+.
ex-527,SIRT1 inhibitor,,0.237,,ctrp_EX-527,0.237,.+.
ym-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.237,,ctrp_YM-155,0.237,.+.
fulvestrant,selective estrogen receptor degrader (SERD),,0.23600000000000002,,ctrp_fulvestrant,0.236,.+.
sb-525334,Not Clinically Relevant,,0.23600000000000002,,ctrp_SB-525334,0.236,.+.
mln2480,"TAK-580, pan-Raf kinase inhibitor",,0.23600000000000002,,ctrp_MLN2480,0.236,.+.
tg-101348,JAK2 inhibitor,,0.235,,ctrp_TG-101348,0.235,.+.
phloretin,Not Clinically Relevant,,0.23399999999999999,,ctrp_phloretin,0.234,.+.
sr-ii-138a,Not Clinically Relevant,,0.23399999999999999,,ctrp_SR-II-138A,0.234,.+.
salermide,Not Clinically Relevant,,0.23399999999999999,,ctrp_salermide,0.234,.+.
ci-976,Not Clinically Relevant,,0.23199999999999998,,ctrp_CI-976,0.232,.+.
ipa-3,Not Clinically Relevant,0.23199999999999998,,,gdsc_IPA-3,0.232,+..
pyrazolanthrone,Not Clinically Relevant,,0.23199999999999998,,ctrp_pyrazolanthrone,0.232,.+.
wiki4,Not Clinically Relevant,0.231,,,gdsc_WIKI4,0.231,+..
regorafenib,VEGFR2-TIE2 inhibitor ,,0.23,,ctrp_regorafenib,0.23,.+.
dacinostat,Not Clinically Relevant,0.23,,,gdsc_Dacinostat,0.23,+..
ql-xii-47,Not Clinically Relevant,0.23,,,gdsc_QL-XII-47,0.23,+..
unc0321,Not Clinically Relevant,,0.23,,ctrp_UNC0321,0.23,.+.
wz4002,Not Clinically Relevant,,0.22899999999999998,,ctrp_WZ4002,0.229,.+.
neopeltolide,Not Clinically Relevant,,0.22899999999999998,,ctrp_neopeltolide,0.229,.+.
hbx-41108,Not Clinically Relevant,,0.22899999999999998,,ctrp_HBX-41108,0.229,.+.
dbeq,Not Clinically Relevant,,0.228,,ctrp_DBeQ,0.228,.+.
gsk-j4,Not Clinically Relevant,,0.226,,ctrp_GSK-J4,0.226,.+.
lovastatin,"HMG-CoA reductase inhibitor,",,0.225,,ctrp_lovastatin,0.225,.+.
pf-750,Not Clinically Relevant,,0.22399999999999998,,ctrp_PF-750,0.224,.+.
tw-37,Not Clinically Relevant,,0.22399999999999998,,ctrp_TW-37,0.224,.+.
wp1130,Not Clinically Relevant,,0.22399999999999998,,ctrp_WP1130,0.224,.+.
dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.223,,ctrp_dexamethasone,0.223,.+.
ml320,Not Clinically Relevant,,0.222,,ctrp_ML320,0.222,.+.
brd4132,Not Clinically Relevant,,0.21899999999999997,,ctrp_BRD4132,0.219,.+.
le-135,Not Clinically Relevant,,0.21899999999999997,,ctrp_LE-135,0.219,.+.
ku 0060648,Not Clinically Relevant,,0.21899999999999997,,ctrp_KU 0060648,0.219,.+.
brd8958,Not Clinically Relevant,,0.218,,ctrp_BRD8958,0.218,.+.
methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.24,0.195,,ctrp_methotrexate,0.218,++.
brd-k94991378,Not Clinically Relevant,,0.212,,ctrp_BRD-K94991378,0.212,.+.
oligomycin a,Not Clinically Relevant,,0.21100000000000002,,ctrp_oligomycin A,0.211,.+.
mitomycin-c,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.21,,,gdsc_Mitomycin-C,0.21,+..
sirolimus,"rapamycin, mTOR inhibitor",,0.207,,ctrp_sirolimus,0.207,.+.
brd-k30748066,Not Clinically Relevant,,0.20600000000000002,,ctrp_BRD-K30748066,0.206,.+.
thz-2-102-1,Not Clinically Relevant,0.20199999999999999,,,gdsc_THZ-2-102-1,0.202,+..
myricetin,Not Clinically Relevant,,0.201,,ctrp_myricetin,0.201,.+.
sid 26681509,Not Clinically Relevant,,0.198,,ctrp_SID 26681509,0.198,.+.
stemregenin 1,Not Clinically Relevant,,0.196,,ctrp_StemRegenin 1,0.196,.+.
brd-k33514849,Not Clinically Relevant,,0.195,,ctrp_BRD-K33514849,0.195,.+.
imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.26899999999999996,0.336,,gdsc_Imatinib,0.034,-+.
serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.336,0.401,,gdsc_Serdemetan,0.032,-+.
doxorubicin,"Topo II inhibitor, DNA intercalator",-0.249,0.309,,gdsc_Doxorubicin,0.03,-+.
raf265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.247,-0.226,ccle_RAF265,0.01,.+-
gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.243,0.257,,gdsc_Gemcitabine,0.007,-+.
nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.284,-0.282,ccle_Nutlin-3,0.001,.+-
bi-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.305,0.28300000000000003,,gdsc_BI-2536,-0.011,-+.
azd7762, Chk1 / Chk2 inhibitor,-0.285,0.256,,gdsc_AZD7762,-0.014,-+.
mg-132,Not Clinically Relevant,-0.374,0.327,,gdsc_MG-132,-0.023,-+.
zstk474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.314,0.253,,gdsc_ZSTK474,-0.03,-+.
docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.33799999999999997,0.26899999999999996,,gdsc_Docetaxel,-0.034,-+.
mk-2206,Akt1/2/3 inhibitor,-0.335,0.265,,gdsc_MK-2206,-0.035,-+.
tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.39399999999999996,0.318,,gdsc_Tamoxifen,-0.038,-+.
sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.397,0.31,,gdsc_Sunitinib,-0.044,-+.
piperlongumine,Not Clinically Relevant,-0.33899999999999997,0.25,,gdsc_Piperlongumine,-0.044,-+.
cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.40299999999999997,0.31,,gdsc_Cabozantinib,-0.046,-+.
azd8055,mTOR inhibitor,-0.31,0.214,,gdsc_AZD8055,-0.048,-+.
dabrafenib,Braf (V600E) inhibitor,-0.5710000000000001,0.467,,gdsc_Dabrafenib,-0.052,-+.
plx-4720,Not Clinically Relevant,-0.45299999999999996,0.349,,gdsc_PLX-4720,-0.052,-+.
osi-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.379,0.26,,gdsc_OSI-930,-0.06,-+.
bms-536924,Not Clinically Relevant,-0.38799999999999996,0.265,,gdsc_BMS-536924,-0.061,-+.
nvp-tae684,Not Clinically Relevant,-0.433,0.303,,gdsc_NVP-TAE684,-0.065,-+.
temsirolimus,Not Clinically Relevant,-0.39899999999999997,0.265,,gdsc_Temsirolimus,-0.067,-+.
pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.341,0.19899999999999998,,gdsc_Pevonedistat,-0.071,-+.
ku-55933,Not Clinically Relevant,-0.449,0.295,,gdsc_KU-55933,-0.077,-+.
nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.20800000000000002,0.313,-0.34,ccle_Nilotinib,-0.078,-+-
bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.522,0.358,,gdsc_Bexarotene,-0.082,-+.
temozolomide,alkylating agent,-0.42100000000000004,0.258,,gdsc_Temozolomide,-0.082,-+.
chir-99021,Not Clinically Relevant,-0.402,0.23399999999999999,,gdsc_CHIR-99021,-0.084,-+.
bortezomib,proteasome inhibitor (Velcade),-0.429,0.245,,gdsc_Bortezomib,-0.092,-+.
azd6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.467,0.278,,gdsc_AZD6482,-0.094,-+.
tivozanib,VEGFR inhibitor,-0.512,0.314,,gdsc_Tivozanib,-0.099,-+.
pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.491,0.29100000000000004,,gdsc_Pazopanib,-0.1,-+.
paclitaxel,disrupts microtubule dynamics,-0.348,0.23199999999999998,-0.20199999999999999,gdsc_Paclitaxel,-0.106,-+-
sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.444,0.29600000000000004,-0.21100000000000002,gdsc_Sorafenib,-0.12,-+-
pac-1,Not Clinically Relevant,-0.486,0.222,,gdsc_PAC-1,-0.132,-+.
crizotinib,"ALK, ROS1 and MET inhibitor",-0.562,0.29600000000000004,,gdsc_Crizotinib,-0.133,-+.
quizartinib,Flt3 inhibitor,-0.569,0.265,,gdsc_Quizartinib,-0.152,-+.
brd-k71935468,Not Clinically Relevant,,-0.16399999999999998,,ctrp_BRD-K71935468,-0.164,.-.
ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.7020000000000001,0.318,,gdsc_Ruxolitinib,-0.192,-+.
sns-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,-0.198,,ctrp_SNS-032,-0.198,.-.
brd-k97651142,Not Clinically Relevant,,-0.20800000000000002,,ctrp_BRD-K97651142,-0.208,.-.
bec,Not Clinically Relevant,,-0.209,,ctrp_BEC,-0.209,.-.
vandetanib,"VEGFR, EGFR and RET inhibitor",,-0.209,,ctrp_vandetanib,-0.209,.-.
betulinic acid,Not Clinically Relevant,,-0.215,,ctrp_betulinic acid,-0.215,.-.
brd-k63431240,Not Clinically Relevant,,-0.215,,ctrp_BRD-K63431240,-0.215,.-.
brd-k14844214,Not Clinically Relevant,,-0.21899999999999997,,ctrp_BRD-K14844214,-0.219,.-.
sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",-0.221,,,gdsc_Sepantronium bromide,-0.221,-..
bafilomycin a1,Not Clinically Relevant,,-0.222,,ctrp_bafilomycin A1,-0.222,.-.
tae684,Not Clinically Relevant,,,-0.22699999999999998,ccle_TAE684,-0.227,..-
snx-2112,Not Clinically Relevant,-0.235,-0.22399999999999998,,gdsc_SNX-2112,-0.229,--.
avicin d,Not Clinically Relevant,,-0.23,,ctrp_avicin D,-0.23,.-.
tosedostat,inhibitor of the M1 family of aminopeptidases,,-0.23199999999999998,,ctrp_tosedostat,-0.232,.-.
ml258,Not Clinically Relevant,,-0.23199999999999998,,ctrp_ML258,-0.232,.-.
spautin-1,Not Clinically Relevant,,-0.23399999999999999,,ctrp_spautin-1,-0.234,.-.
phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.237,,,gdsc_Phenformin,-0.237,-..
ver-155008,Not Clinically Relevant,,-0.23800000000000002,,ctrp_VER-155008,-0.238,.-.
wz8040,Not Clinically Relevant,,-0.239,,ctrp_WZ8040,-0.239,.-.
azd0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.239,ccle_AZD0530,-0.239,..-
17-aag,Not Clinically Relevant,,,-0.24100000000000002,ccle_17-AAG,-0.241,..-
ng-25,Not Clinically Relevant,-0.24100000000000002,,,gdsc_NG-25,-0.241,-..
jq1,Not Clinically Relevant,-0.242,,,gdsc_JQ1,-0.242,-..
zd-6474,"VEGFR, EGFR and RET inhibitor",,,-0.242,ccle_ZD-6474,-0.242,..-
vinorelbine,Not Clinically Relevant,-0.242,,,gdsc_Vinorelbine,-0.242,-..
brd-k55116708,Not Clinically Relevant,,-0.244,,ctrp_BRD-K55116708,-0.244,.-.
brefeldin a,Not Clinically Relevant,,-0.245,,ctrp_brefeldin A,-0.245,.-.
pd-0332991,CDK4/6 inhibitor,,,-0.24600000000000002,ccle_PD-0332991,-0.246,..-
aa-cocf3,Not Clinically Relevant,,-0.251,,ctrp_AA-COCF3,-0.251,.-.
agk-2,Not Clinically Relevant,,-0.251,,ctrp_AGK-2,-0.251,.-.
epothilone b,Not Clinically Relevant,-0.252,,,gdsc_Epothilone B,-0.252,-..
valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.253,,ctrp_valdecoxib,-0.253,.-.
sj-172550,Not Clinically Relevant,,-0.254,,ctrp_SJ-172550,-0.254,.-.
elesclomol,Not Clinically Relevant,-0.254,,,gdsc_Elesclomol,-0.254,-..
dmog,Not Clinically Relevant,-0.254,,,gdsc_DMOG,-0.254,-..
tl-1-85,Not Clinically Relevant,-0.255,,,gdsc_TL-1-85,-0.255,-..
azd7545,Not Clinically Relevant,,-0.255,,ctrp_AZD7545,-0.255,.-.
pd-0325901,Not Clinically Relevant,,,-0.257,ccle_PD-0325901,-0.257,..-
khs101,Not Clinically Relevant,,-0.257,,ctrp_KHS101,-0.257,.-.
at-7519,Not Clinically Relevant,-0.257,,,gdsc_AT-7519,-0.257,-..
lestauritinib,Not Clinically Relevant,-0.258,,,gdsc_Lestauritinib,-0.258,-..
gdc-0879,Not Clinically Relevant,,-0.259,,ctrp_GDC-0879,-0.259,.-.
way-362450,Not Clinically Relevant,,-0.259,,ctrp_WAY-362450,-0.259,.-.
cid-5951923,Not Clinically Relevant,,-0.26,,ctrp_CID-5951923,-0.26,.-.
sb590885,Not Clinically Relevant,-0.26,,,gdsc_SB590885,-0.26,-..
nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.26,,ctrp_nelarabine,-0.26,.-.
ko-143,Not Clinically Relevant,,-0.262,,ctrp_Ko-143,-0.262,.-.
pd318088,Not Clinically Relevant,,-0.263,,ctrp_PD318088,-0.263,.-.
triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,-0.263,,ctrp_triptolide,-0.263,.-.
tki258,Not Clinically Relevant,,,-0.264,ccle_TKI258,-0.264,..-
omipalisib,Not Clinically Relevant,-0.264,,,gdsc_Omipalisib,-0.264,-..
c6-ceramide,Not Clinically Relevant,,-0.264,,ctrp_C6-ceramide,-0.264,.-.
sr8278,Not Clinically Relevant,,-0.265,,ctrp_SR8278,-0.265,.-.
canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.265,,ctrp_canertinib,-0.265,.-.
brd-k09344309,Not Clinically Relevant,,-0.265,,ctrp_BRD-K09344309,-0.265,.-.
vaf-347,Not Clinically Relevant,,-0.266,,ctrp_VAF-347,-0.266,.-.
fluorouracil,antimetabolite,,-0.266,,ctrp_fluorouracil,-0.266,.-.
erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.266,,ctrp_erismodegib,-0.266,.-.
austocystin d,Not Clinically Relevant,,-0.26899999999999996,,ctrp_austocystin D,-0.269,.-.
gsk650394,Not Clinically Relevant,-0.27,,,gdsc_GSK650394,-0.27,-..
bay-61-3606,Not Clinically Relevant,-0.27,,,gdsc_BAY-61-3606,-0.27,-..
thz-2-49,Not Clinically Relevant,-0.271,,,gdsc_THZ-2-49,-0.271,-..
vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.271,,,gdsc_Vinblastine,-0.271,-..
neratinib,Her2 and EGFR inhibitor,,-0.273,,ctrp_neratinib,-0.273,.-.
azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.273,,ctrp_azacitidine,-0.273,.-.
ml029,Not Clinically Relevant,,-0.27399999999999997,,ctrp_ML029,-0.274,.-.
brd-a05715709,Not Clinically Relevant,,-0.27399999999999997,,ctrp_BRD-A05715709,-0.274,.-.
brd-k48477130,Not Clinically Relevant,,-0.276,,ctrp_BRD-K48477130,-0.276,.-.
istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,-0.27699999999999997,,ctrp_istradefylline,-0.277,.-.
osu-03012,Not Clinically Relevant,-0.27699999999999997,,,gdsc_OSU-03012,-0.277,-..
l-685458,Not Clinically Relevant,,-0.29,-0.267,ctrp_L-685458,-0.278,.--
gw843682x,Not Clinically Relevant,-0.278,,,gdsc_GW843682X,-0.278,-..
brd-k17060750,Not Clinically Relevant,,-0.27899999999999997,,ctrp_BRD-K17060750,-0.279,.-.
cyanoquinoline 11,Not Clinically Relevant,,-0.281,,ctrp_cyanoquinoline 11,-0.281,.-.
ml334 diastereomer,Not Clinically Relevant,,-0.282,,ctrp_ML334 diastereomer,-0.282,.-.
mi-1,Not Clinically Relevant,,-0.282,,ctrp_MI-1,-0.282,.-.
yk-4-279,Not Clinically Relevant,-0.282,,,gdsc_YK-4-279,-0.282,-..
byl-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,-0.28300000000000003,,ctrp_BYL-719,-0.283,.-.
hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,-0.284,,ctrp_hyperforin,-0.284,.-.
npc-26,Not Clinically Relevant,,-0.285,,ctrp_NPC-26,-0.285,.-.
brd-k50799972,Not Clinically Relevant,,-0.28600000000000003,,ctrp_BRD-K50799972,-0.286,.-.
ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,-0.28600000000000003,,ctrp_ifosfamide,-0.286,.-.
at13387,Selective potent Hsp90 inhibitor,,-0.28600000000000003,,ctrp_AT13387,-0.286,.-.
xmd8-92,Not Clinically Relevant,-0.287,,,gdsc_XMD8-92,-0.287,-..
brd-k27986637,Not Clinically Relevant,,-0.28800000000000003,,ctrp_BRD-K27986637,-0.288,.-.
shikonin,Not Clinically Relevant,-0.28800000000000003,,,gdsc_Shikonin,-0.288,-..
myriocin,Not Clinically Relevant,,-0.28800000000000003,,ctrp_myriocin,-0.288,.-.
col-3,matrix metalloproteinase (MMP) inhibitor,,-0.289,,ctrp_COL-3,-0.289,.-.
seliciclib,Not Clinically Relevant,-0.29,,,gdsc_Seliciclib,-0.29,-..
bcl-lzh-4,Not Clinically Relevant,,-0.29100000000000004,,ctrp_BCL-LZH-4,-0.291,.-.
gsk4112,Not Clinically Relevant,,-0.292,,ctrp_GSK4112,-0.292,.-.
jq12,Not Clinically Relevant,-0.293,,,gdsc_JQ12,-0.293,-..
pfi-1,Not Clinically Relevant,-0.293,,,gdsc_PFI-1,-0.293,-..
fumonisin b1,Not Clinically Relevant,,-0.29600000000000004,,ctrp_fumonisin B1,-0.296,.-.
brd-k33199242,Not Clinically Relevant,,-0.29600000000000004,,ctrp_BRD-K33199242,-0.296,.-.
a-804598,Not Clinically Relevant,,-0.29600000000000004,,ctrp_A-804598,-0.296,.-.
thapsigargin,Not Clinically Relevant,-0.297,,,gdsc_Thapsigargin,-0.297,-..
saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.342,-0.252,,gdsc_Saracatinib,-0.297,--.
as605240,Not Clinically Relevant,-0.301,,,gdsc_AS605240,-0.301,-..
brd-k04800985,Not Clinically Relevant,,-0.303,,ctrp_BRD-K04800985,-0.303,.-.
palbociclib,CDK4/6 inhibitor,-0.307,,,gdsc_Palbociclib,-0.307,-..
cmk,Not Clinically Relevant,-0.308,,,gdsc_CMK,-0.308,-..
pf-543,Not Clinically Relevant,,-0.309,,ctrp_PF-543,-0.309,.-.
brd-k64610608,Not Clinically Relevant,,-0.309,,ctrp_BRD-K64610608,-0.309,.-.
cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,-0.312,,ctrp_cyclophosphamide,-0.312,.-.
brd-k41597374,Not Clinically Relevant,,-0.312,,ctrp_BRD-K41597374,-0.312,.-.
azd6244,MEK1 inhibitor,,,-0.313,ccle_AZD6244,-0.313,..-
etomoxir,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)",,-0.313,,ctrp_etomoxir,-0.313,.-.
cct-018159,Not Clinically Relevant,-0.313,,,gdsc_CCT-018159,-0.313,-..
bleomycin,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",-0.314,,,gdsc_Bleomycin,-0.314,-..
pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.315,,,gdsc_Pictilisib,-0.315,-..
