,moa,GDSC,CTRP,CCLE,drug,score,evidence
agk-2,Not Clinically Relevant,,0.254,,ctrp_AGK-2,0.254,.+.
sch-529074,Not Clinically Relevant,,0.254,,ctrp_SCH-529074,0.254,.+.
ch-55,Not Clinically Relevant,,0.253,,ctrp_Ch-55,0.253,.+.
ml210,Not Clinically Relevant,,0.253,,ctrp_ML210,0.253,.+.
bax channel blocker,Not Clinically Relevant,,0.253,,ctrp_Bax channel blocker,0.253,.+.
ml312,Not Clinically Relevant,,0.253,,ctrp_ML312,0.253,.+.
ml258,Not Clinically Relevant,,0.253,,ctrp_ML258,0.253,.+.
gsk-j4,Not Clinically Relevant,,0.253,,ctrp_GSK-J4,0.253,.+.
wiki4,Not Clinically Relevant,0.252,,,gdsc_WIKI4,0.252,+..
gw-405833,Not Clinically Relevant,,0.252,,ctrp_GW-405833,0.252,.+.
brd-k96431673,Not Clinically Relevant,,0.252,,ctrp_BRD-K96431673,0.252,.+.
ar-42,Not Clinically Relevant,0.251,,,gdsc_AR-42,0.251,+..
azd7545,Not Clinically Relevant,,0.251,,ctrp_AZD7545,0.251,.+.
brd-k41334119,Not Clinically Relevant,,0.251,,ctrp_BRD-K41334119,0.251,.+.
osi-027,Not Clinically Relevant,0.24600000000000002,0.254,,gdsc_OSI-027,0.25,++.
sb-743921,kinesin spindle protein (KSP) inhibitor,,0.25,,ctrp_SB-743921,0.25,.+.
leptomycin b,Not Clinically Relevant,,0.25,,ctrp_leptomycin B,0.25,.+.
bleomycin a2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.25,,ctrp_bleomycin A2,0.25,.+.
salermide,Not Clinically Relevant,,0.249,,ctrp_salermide,0.249,.+.
cay10594,Not Clinically Relevant,,0.249,,ctrp_CAY10594,0.249,.+.
phloretin,Not Clinically Relevant,,0.249,,ctrp_phloretin,0.249,.+.
tg-101348,JAK2 inhibitor,,0.248,,ctrp_TG-101348,0.248,.+.
brd-k94991378,Not Clinically Relevant,,0.247,,ctrp_BRD-K94991378,0.247,.+.
le-135,Not Clinically Relevant,,0.247,,ctrp_LE-135,0.247,.+.
purmorphamine,Not Clinically Relevant,,0.247,,ctrp_purmorphamine,0.247,.+.
smer-3,Not Clinically Relevant,,0.247,,ctrp_SMER-3,0.247,.+.
obatoclax,Not Clinically Relevant,,0.247,,ctrp_obatoclax,0.247,.+.
ci-976,Not Clinically Relevant,,0.247,,ctrp_CI-976,0.247,.+.
cerulenin,Not Clinically Relevant,,0.247,,ctrp_cerulenin,0.247,.+.
semagacestat,Notch (gamma secretase) inhibitor,,0.24600000000000002,,ctrp_semagacestat,0.246,.+.
prl-3 inhibitor i,Not Clinically Relevant,,0.24600000000000002,,ctrp_PRL-3 inhibitor I,0.246,.+.
pf-750,Not Clinically Relevant,,0.244,,ctrp_PF-750,0.244,.+.
neopeltolide,Not Clinically Relevant,,0.244,,ctrp_neopeltolide,0.244,.+.
nvp-bsk805,Not Clinically Relevant,,0.243,,ctrp_NVP-BSK805,0.243,.+.
prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.243,,ctrp_prochlorperazine,0.243,.+.
tw-37,Not Clinically Relevant,,0.243,,ctrp_TW-37,0.243,.+.
ql-x-138,Not Clinically Relevant,0.242,,,gdsc_QL-X-138,0.242,+..
genentech cpd 10,Not Clinically Relevant,0.242,,,gdsc_Genentech Cpd 10,0.242,+..
brd9876,Not Clinically Relevant,,0.242,,ctrp_BRD9876,0.242,.+.
cay10603,Not Clinically Relevant,0.24100000000000002,,,gdsc_CAY10603,0.241,+..
wz4002,Not Clinically Relevant,,0.24,,ctrp_WZ4002,0.24,.+.
dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.24,,ctrp_dinaciclib,0.24,.+.
dbeq,Not Clinically Relevant,,0.239,,ctrp_DBeQ,0.239,.+.
kh-cb19,Not Clinically Relevant,,0.239,,ctrp_KH-CB19,0.239,.+.
brd-a86708339,Not Clinically Relevant,,0.239,,ctrp_BRD-A86708339,0.239,.+.
unc0321,Not Clinically Relevant,,0.239,,ctrp_UNC0321,0.239,.+.
brd-a02303741,Not Clinically Relevant,,0.239,,ctrp_BRD-A02303741,0.239,.+.
brd-k48334597,Not Clinically Relevant,,0.23800000000000002,,ctrp_BRD-K48334597,0.238,.+.
cx-5461,Not Clinically Relevant,0.237,,,gdsc_CX-5461,0.237,+..
sb-525334,Not Clinically Relevant,,0.23600000000000002,,ctrp_SB-525334,0.236,.+.
sr-ii-138a,Not Clinically Relevant,,0.23600000000000002,,ctrp_SR-II-138A,0.236,.+.
gdc-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.23600000000000002,,ctrp_GDC-0941,0.236,.+.
prima-1,Not Clinically Relevant,,0.23600000000000002,,ctrp_PRIMA-1,0.236,.+.
brd-k45681478,Not Clinically Relevant,,0.235,,ctrp_BRD-K45681478,0.235,.+.
regorafenib,VEGFR2-TIE2 inhibitor ,,0.233,,ctrp_regorafenib,0.233,.+.
r428,Not Clinically Relevant,,0.233,,ctrp_R428,0.233,.+.
ml320,Not Clinically Relevant,,0.233,,ctrp_ML320,0.233,.+.
methylstat,Not Clinically Relevant,,0.233,,ctrp_methylstat,0.233,.+.
dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.233,,ctrp_dexamethasone,0.233,.+.
pf-3758309,Not Clinically Relevant,,0.23199999999999998,,ctrp_PF-3758309,0.232,.+.
palmostatin b,Not Clinically Relevant,,0.23199999999999998,,ctrp_palmostatin B,0.232,.+.
tigecycline,antibiotic used to treat a number of bacterial infections,,0.23199999999999998,,ctrp_tigecycline,0.232,.+.
brd-k14844214,Not Clinically Relevant,,0.231,,ctrp_BRD-K14844214,0.231,.+.
at7867,Not Clinically Relevant,,0.23,,ctrp_AT7867,0.23,.+.
ex-527,SIRT1 inhibitor,,0.22899999999999998,,ctrp_EX-527,0.229,.+.
"1s,3r-rsl-3",Not Clinically Relevant,,0.22899999999999998,,"ctrp_1S,3R-RSL-3",0.229,.+.
ym-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.226,,ctrp_YM-155,0.226,.+.
pyrazolanthrone,Not Clinically Relevant,,0.225,,ctrp_pyrazolanthrone,0.225,.+.
brd4132,Not Clinically Relevant,,0.225,,ctrp_BRD4132,0.225,.+.
oligomycin a,Not Clinically Relevant,,0.22399999999999998,,ctrp_oligomycin A,0.224,.+.
mk-0752,Notch (gamma secretase) inhibitor,,0.22399999999999998,,ctrp_MK-0752,0.224,.+.
aew541,Not Clinically Relevant,,,0.22399999999999998,ccle_AEW541,0.224,..+
fulvestrant,selective estrogen receptor degrader (SERD),,0.222,,ctrp_fulvestrant,0.222,.+.
nvp-bez235,PI3K/mTOR inhibitor,,0.221,,ctrp_NVP-BEZ235,0.221,.+.
myricetin,Not Clinically Relevant,,0.22,,ctrp_myricetin,0.22,.+.
lovastatin,"HMG-CoA reductase inhibitor,",,0.22,,ctrp_lovastatin,0.22,.+.
stemregenin 1,Not Clinically Relevant,,0.21899999999999997,,ctrp_StemRegenin 1,0.219,.+.
vandetanib,"VEGFR, EGFR and RET inhibitor",,0.212,,ctrp_vandetanib,0.212,.+.
hbx-41108,Not Clinically Relevant,,0.209,,ctrp_HBX-41108,0.209,.+.
wp1130,Not Clinically Relevant,,0.205,,ctrp_WP1130,0.205,.+.
sid 26681509,Not Clinically Relevant,,0.204,,ctrp_SID 26681509,0.204,.+.
sirolimus,"rapamycin, mTOR inhibitor",,0.2,,ctrp_sirolimus,0.2,.+.
brd-k30748066,Not Clinically Relevant,,0.198,,ctrp_BRD-K30748066,0.198,.+.
mln2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,0.19699999999999998,,ctrp_MLN2238,0.197,.+.
ku 0060648,Not Clinically Relevant,,0.19699999999999998,,ctrp_KU 0060648,0.197,.+.
mln2480,"TAK-580, pan-Raf kinase inhibitor",,0.192,,ctrp_MLN2480,0.192,.+.
etoposide,Topo II inhibitor,-0.231,0.317,,gdsc_Etoposide,0.043,-+.
doxorubicin,"Topo II inhibitor, DNA intercalator",-0.255,0.309,,gdsc_Doxorubicin,0.027,-+.
gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.226,0.278,,gdsc_Gemcitabine,0.026,-+.
serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.33899999999999997,0.382,,gdsc_Serdemetan,0.022,-+.
raf265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.245,-0.221,ccle_RAF265,0.012,.+-
sn-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.315,0.316,,gdsc_SN-38,0.001,-+.
tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.37799999999999995,0.34,,gdsc_Tamoxifen,-0.019,-+.
nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.24100000000000002,-0.28,ccle_Nutlin-3,-0.02,.+-
snx-2112,Not Clinically Relevant,-0.245,0.204,,gdsc_SNX-2112,-0.021,-+.
azd7762, Chk1 / Chk2 inhibitor,-0.303,0.26,,gdsc_AZD7762,-0.021,-+.
pik-93,Not Clinically Relevant,-0.305,0.253,,gdsc_PIK-93,-0.026,-+.
bi-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.349,0.285,,gdsc_BI-2536,-0.032,-+.
mk-2206,Akt1/2/3 inhibitor,-0.327,0.254,,gdsc_MK-2206,-0.037,-+.
zstk474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.325,0.245,,gdsc_ZSTK474,-0.04,-+.
methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",-0.263,0.183,,gdsc_Methotrexate,-0.04,-+.
bms-345541,Not Clinically Relevant,-0.314,0.23399999999999999,,gdsc_BMS-345541,-0.04,-+.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",-0.33299999999999996,0.251,,gdsc_PHA-793887,-0.041,-+.
docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.336,0.25,,gdsc_Docetaxel,-0.043,-+.
piperlongumine,Not Clinically Relevant,-0.33399999999999996,0.245,,gdsc_Piperlongumine,-0.044,-+.
temozolomide,alkylating agent,-0.387,0.3,,gdsc_Temozolomide,-0.044,-+.
nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.203,0.33399999999999996,-0.289,ccle_Nilotinib,-0.053,-+-
ku-55933,Not Clinically Relevant,-0.41100000000000003,0.301,,gdsc_KU-55933,-0.055,-+.
mg-132,Not Clinically Relevant,-0.36200000000000004,0.251,,gdsc_MG-132,-0.056,-+.
tpca-1,Not Clinically Relevant,-0.38299999999999995,0.267,,gdsc_TPCA-1,-0.058,-+.
azd8055,mTOR inhibitor,-0.32299999999999995,0.204,,gdsc_AZD8055,-0.059,-+.
cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.40399999999999997,0.285,,gdsc_Cabozantinib,-0.06,-+.
nvp-tae684,Not Clinically Relevant,-0.41,0.28800000000000003,,gdsc_NVP-TAE684,-0.061,-+.
bms-536924,Not Clinically Relevant,-0.381,0.254,,gdsc_BMS-536924,-0.064,-+.
bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.47600000000000003,0.344,,gdsc_Bexarotene,-0.066,-+.
chir-99021,Not Clinically Relevant,-0.39899999999999997,0.258,,gdsc_CHIR-99021,-0.07,-+.
pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.35700000000000004,0.215,,gdsc_Pevonedistat,-0.071,-+.
sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.442,0.289,,gdsc_Sunitinib,-0.077,-+.
pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.484,0.32299999999999995,,gdsc_Pazopanib,-0.081,-+.
dabrafenib,Braf (V600E) inhibitor,-0.556,0.39299999999999996,,gdsc_Dabrafenib,-0.082,-+.
temsirolimus,Not Clinically Relevant,-0.396,0.21899999999999997,,gdsc_Temsirolimus,-0.089,-+.
masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.41600000000000004,0.237,,gdsc_Masitinib,-0.09,-+.
bortezomib,proteasome inhibitor (Velcade),-0.401,0.22,,gdsc_Bortezomib,-0.091,-+.
osi-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.44299999999999995,0.254,,gdsc_OSI-930,-0.094,-+.
tretinoin,Retinoid,-0.578,0.38,,gdsc_Tretinoin,-0.099,-+.
azd6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.466,0.258,,gdsc_AZD6482,-0.104,-+.
paclitaxel,disrupts microtubule dynamics,-0.359,0.261,-0.231,gdsc_Paclitaxel,-0.11,-+-
pac-1,Not Clinically Relevant,-0.469,0.23600000000000002,,gdsc_PAC-1,-0.116,-+.
tivozanib,VEGFR inhibitor,-0.535,0.281,,gdsc_Tivozanib,-0.127,-+.
bosutinib,"BCR-Abl, Src, Lyn and Hck inhibitor",-0.507,0.235,,gdsc_Bosutinib,-0.136,-+.
sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.499,0.28800000000000003,-0.21,gdsc_Sorafenib,-0.14,-+-
crizotinib,"ALK, ROS1 and MET inhibitor",-0.607,0.27399999999999997,,gdsc_Crizotinib,-0.166,-+.
brd-k71935468,Not Clinically Relevant,,-0.174,,ctrp_BRD-K71935468,-0.174,.-.
ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.725,0.337,,gdsc_Ruxolitinib,-0.194,-+.
sns-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,-0.196,,ctrp_SNS-032,-0.196,.-.
sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",-0.198,,,gdsc_Sepantronium bromide,-0.198,-..
bafilomycin a1,Not Clinically Relevant,,-0.198,,ctrp_bafilomycin A1,-0.198,.-.
quizartinib,Flt3 inhibitor,-0.672,0.26899999999999996,,gdsc_Quizartinib,-0.202,-+.
ql-xii-47,Not Clinically Relevant,-0.20199999999999999,,,gdsc_QL-XII-47,-0.202,-..
mitomycin-c,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",-0.203,,,gdsc_Mitomycin-C,-0.203,-..
brd-k97651142,Not Clinically Relevant,,-0.20800000000000002,,ctrp_BRD-K97651142,-0.208,.-.
thz-2-102-1,Not Clinically Relevant,-0.212,,,gdsc_THZ-2-102-1,-0.212,-..
brd-k09344309,Not Clinically Relevant,,-0.215,,ctrp_BRD-K09344309,-0.215,.-.
brd-k63431240,Not Clinically Relevant,,-0.21600000000000003,,ctrp_BRD-K63431240,-0.216,.-.
jq1,Not Clinically Relevant,-0.221,,,gdsc_JQ1,-0.221,-..
bec,Not Clinically Relevant,,-0.222,,ctrp_BEC,-0.222,.-.
brd8958,Not Clinically Relevant,,-0.223,,ctrp_BRD8958,-0.223,.-.
azd0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.22399999999999998,ccle_AZD0530,-0.224,..-
brd-k33514849,Not Clinically Relevant,,-0.225,,ctrp_BRD-K33514849,-0.225,.-.
tae684,Not Clinically Relevant,,,-0.226,ccle_TAE684,-0.226,..-
jw-7-24-1,Not Clinically Relevant,-0.22699999999999998,,,gdsc_JW-7-24-1,-0.227,-..
dacinostat,Not Clinically Relevant,-0.22899999999999998,,,gdsc_Dacinostat,-0.229,-..
betulinic acid,Not Clinically Relevant,,-0.23,,ctrp_betulinic acid,-0.23,.-.
brefeldin a,Not Clinically Relevant,,-0.23199999999999998,,ctrp_brefeldin A,-0.232,.-.
avicin d,Not Clinically Relevant,,-0.233,,ctrp_avicin D,-0.233,.-.
zd-6474,"VEGFR, EGFR and RET inhibitor",,,-0.237,ccle_ZD-6474,-0.237,..-
neratinib,Her2 and EGFR inhibitor,,-0.237,,ctrp_neratinib,-0.237,.-.
phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.237,,,gdsc_Phenformin,-0.237,-..
tosedostat,inhibitor of the M1 family of aminopeptidases,,-0.24,,ctrp_tosedostat,-0.24,.-.
vinorelbine,Not Clinically Relevant,-0.24100000000000002,,,gdsc_Vinorelbine,-0.241,-..
khs101,Not Clinically Relevant,,-0.242,,ctrp_KHS101,-0.242,.-.
spautin-1,Not Clinically Relevant,,-0.243,,ctrp_spautin-1,-0.243,.-.
austocystin d,Not Clinically Relevant,,-0.245,,ctrp_austocystin D,-0.245,.-.
brd-k55116708,Not Clinically Relevant,,-0.245,,ctrp_BRD-K55116708,-0.245,.-.
tw 37,Not Clinically Relevant,-0.24600000000000002,,,gdsc_TW 37,-0.246,-..
5-fluorouracil,antimetabolite,-0.247,,,gdsc_5-Fluorouracil,-0.247,-..
c6-ceramide,Not Clinically Relevant,,-0.249,,ctrp_C6-ceramide,-0.249,.-.
camptothecin,Not Clinically Relevant,-0.25,,,gdsc_Camptothecin,-0.25,-..
canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.251,,ctrp_canertinib,-0.251,.-.
17-aag,Not Clinically Relevant,,,-0.251,ccle_17-AAG,-0.251,..-
ipa-3,Not Clinically Relevant,-0.251,,,gdsc_IPA-3,-0.251,-..
vu0155056,Not Clinically Relevant,,-0.252,,ctrp_VU0155056,-0.252,.-.
brd-k27986637,Not Clinically Relevant,,-0.252,,ctrp_BRD-K27986637,-0.252,.-.
valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.253,,ctrp_valdecoxib,-0.253,.-.
pd-0332991,CDK4/6 inhibitor,,,-0.253,ccle_PD-0332991,-0.253,..-
bx796,Not Clinically Relevant,-0.253,,,gdsc_BX796,-0.253,-..
epothilone b,Not Clinically Relevant,-0.254,,,gdsc_Epothilone B,-0.254,-..
pf2341066,"ALK, ROS1 and MET inhibitor",,,-0.255,ccle_PF2341066,-0.255,..-
lestauritinib,Not Clinically Relevant,-0.256,,,gdsc_Lestauritinib,-0.256,-..
ver-155008,Not Clinically Relevant,,-0.257,,ctrp_VER-155008,-0.257,.-.
cp466722,Not Clinically Relevant,-0.26,,,gdsc_CP466722,-0.26,-..
shikonin,Not Clinically Relevant,-0.26,,,gdsc_Shikonin,-0.26,-..
elesclomol,Not Clinically Relevant,-0.262,,,gdsc_Elesclomol,-0.262,-..
gsk690693,Not Clinically Relevant,-0.263,,,gdsc_GSK690693,-0.263,-..
ng-25,Not Clinically Relevant,-0.263,,,gdsc_NG-25,-0.263,-..
col-3,matrix metalloproteinase (MMP) inhibitor,,-0.263,,ctrp_COL-3,-0.263,.-.
vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.263,,,gdsc_Vinblastine,-0.263,-..
brd-k48477130,Not Clinically Relevant,,-0.263,,ctrp_BRD-K48477130,-0.263,.-.
dmog,Not Clinically Relevant,-0.264,,,gdsc_DMOG,-0.264,-..
sb590885,Not Clinically Relevant,-0.264,,,gdsc_SB590885,-0.264,-..
brd-k96970199,Not Clinically Relevant,,-0.265,,ctrp_BRD-K96970199,-0.265,.-.
cid-5951923,Not Clinically Relevant,,-0.265,,ctrp_CID-5951923,-0.265,.-.
ml334 diastereomer,Not Clinically Relevant,,-0.265,,ctrp_ML334 diastereomer,-0.265,.-.
saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.308,-0.226,,gdsc_Saracatinib,-0.267,--.
brd-k17060750,Not Clinically Relevant,,-0.272,,ctrp_BRD-K17060750,-0.272,.-.
tl-1-85,Not Clinically Relevant,-0.27399999999999997,,,gdsc_TL-1-85,-0.274,-..
brd-k71781559,Not Clinically Relevant,,-0.27399999999999997,,ctrp_BRD-K71781559,-0.274,.-.
gsk650394,Not Clinically Relevant,-0.275,,,gdsc_GSK650394,-0.275,-..
n9-isopropylolomoucine,Not Clinically Relevant,,-0.275,,ctrp_N9-isopropylolomoucine,-0.275,.-.
nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.278,,ctrp_nelarabine,-0.278,.-.
lapatinib,HER2/EGFR inhibitor,-0.305,-0.255,-0.278,gdsc_Lapatinib,-0.279,---
l-685458,Not Clinically Relevant,,-0.309,-0.249,ctrp_L-685458,-0.279,.--
byl-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,-0.27899999999999997,,ctrp_BYL-719,-0.279,.-.
pd318088,Not Clinically Relevant,,-0.28,,ctrp_PD318088,-0.28,.-.
pd-0325901,Not Clinically Relevant,,,-0.28,ccle_PD-0325901,-0.28,..-
omipalisib,Not Clinically Relevant,-0.281,,,gdsc_Omipalisib,-0.281,-..
azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.281,,ctrp_azacitidine,-0.281,.-.
pfi-1,Not Clinically Relevant,-0.28300000000000003,,,gdsc_PFI-1,-0.283,-..
way-362450,Not Clinically Relevant,,-0.285,,ctrp_WAY-362450,-0.285,.-.
ipr-456,Not Clinically Relevant,,-0.285,,ctrp_IPR-456,-0.285,.-.
gdc-0879,Not Clinically Relevant,,-0.285,,ctrp_GDC-0879,-0.285,.-.
brd-a05715709,Not Clinically Relevant,,-0.28800000000000003,,ctrp_BRD-A05715709,-0.288,.-.
myriocin,Not Clinically Relevant,,-0.28800000000000003,,ctrp_myriocin,-0.288,.-.
abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.289,,ctrp_abiraterone,-0.289,.-.
brd-k50799972,Not Clinically Relevant,,-0.289,,ctrp_BRD-K50799972,-0.289,.-.
brd-k64610608,Not Clinically Relevant,,-0.289,,ctrp_BRD-K64610608,-0.289,.-.
thz-2-49,Not Clinically Relevant,-0.29,,,gdsc_THZ-2-49,-0.29,-..
xmd8-92,Not Clinically Relevant,-0.29,,,gdsc_XMD8-92,-0.29,-..
zibotentan,Not Clinically Relevant,-0.29,,,gdsc_Zibotentan,-0.29,-..
fumonisin b1,Not Clinically Relevant,,-0.29100000000000004,,ctrp_fumonisin B1,-0.291,.-.
bleomycin,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",-0.292,,,gdsc_Bleomycin,-0.292,-..
marinopyrrole a,Not Clinically Relevant,,-0.294,,ctrp_marinopyrrole A,-0.294,.-.
at-7519,Not Clinically Relevant,-0.29600000000000004,,,gdsc_AT-7519,-0.296,-..
vaf-347,Not Clinically Relevant,,-0.29600000000000004,,ctrp_VAF-347,-0.296,.-.
bcl-lzh-4,Not Clinically Relevant,,-0.297,,ctrp_BCL-LZH-4,-0.297,.-.
i-bet-762,Not Clinically Relevant,-0.297,,,gdsc_I-BET-762,-0.297,-..
npc-26,Not Clinically Relevant,,-0.297,,ctrp_NPC-26,-0.297,.-.
brd-k04800985,Not Clinically Relevant,,-0.298,,ctrp_BRD-K04800985,-0.298,.-.
imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.278,-0.32,,ctrp_imatinib,-0.299,--.
bay-61-3606,Not Clinically Relevant,-0.3,,,gdsc_BAY-61-3606,-0.3,-..
gw843682x,Not Clinically Relevant,-0.301,,,gdsc_GW843682X,-0.301,-..
sj-172550,Not Clinically Relevant,,-0.302,,ctrp_SJ-172550,-0.302,.-.
ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,-0.302,,ctrp_ifosfamide,-0.302,.-.
pyrimethamine,Not Clinically Relevant,-0.303,,,gdsc_Pyrimethamine,-0.303,-..
a-804598,Not Clinically Relevant,,-0.304,,ctrp_A-804598,-0.304,.-.
as605240,Not Clinically Relevant,-0.304,,,gdsc_AS605240,-0.304,-..
at13387,Selective potent Hsp90 inhibitor,,-0.305,,ctrp_AT13387,-0.305,.-.
erlotinib,EGFR inhibitor (Tarceva),-0.281,-0.35100000000000003,-0.285,ctrp_erlotinib,-0.306,---
plx4720,Not Clinically Relevant,,,-0.306,ccle_PLX4720,-0.306,..-
luminespib,Not Clinically Relevant,-0.307,,,gdsc_Luminespib,-0.307,-..
kin001-244,Not Clinically Relevant,-0.307,,,gdsc_KIN001-244,-0.307,-..
yk-4-279,Not Clinically Relevant,-0.307,,,gdsc_YK-4-279,-0.307,-..
mi-1,Not Clinically Relevant,,-0.308,,ctrp_MI-1,-0.308,.-.
fedratinib,JAK2 inhibitor,-0.309,,,gdsc_Fedratinib,-0.309,-..
dactolisib,PI3K/mTOR inhibitor,-0.309,,,gdsc_Dactolisib,-0.309,-..
erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.31,,ctrp_erismodegib,-0.31,.-.
cct-018159,Not Clinically Relevant,-0.31,,,gdsc_CCT-018159,-0.31,-..
ic-87114,Not Clinically Relevant,,-0.31,,ctrp_IC-87114,-0.31,.-.
procarbazine,alkylating agent,,-0.31,,ctrp_procarbazine,-0.31,.-.
brd-k33199242,Not Clinically Relevant,,-0.311,,ctrp_BRD-K33199242,-0.311,.-.
gsk4112,Not Clinically Relevant,,-0.312,,ctrp_GSK4112,-0.312,.-.
trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,-0.313,,ctrp_trifluoperazine,-0.313,.-.
palbociclib,CDK4/6 inhibitor,-0.315,,,gdsc_Palbociclib,-0.315,-..
pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.315,,,gdsc_Pictilisib,-0.315,-..
embelin,Not Clinically Relevant,-0.315,,,gdsc_Embelin,-0.315,-..
cmk,Not Clinically Relevant,-0.316,,,gdsc_CMK,-0.316,-..
azd6244,MEK1 inhibitor,,,-0.316,ccle_AZD6244,-0.316,..-
thapsigargin,Not Clinically Relevant,-0.316,,,gdsc_Thapsigargin,-0.316,-..
osu-03012,Not Clinically Relevant,-0.318,,,gdsc_OSU-03012,-0.318,-..
cbb-1007,Not Clinically Relevant,,-0.319,,ctrp_CBB-1007,-0.319,.-.
cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.32,,,gdsc_Cytarabine,-0.32,-..
rita,Not Clinically Relevant,,-0.321,,ctrp_RITA,-0.321,.-.
ibrutinib,BTK kinase inhibitor,,-0.321,,ctrp_ibrutinib,-0.321,.-.
jq12,Not Clinically Relevant,-0.321,,,gdsc_JQ12,-0.321,-..
pd 153035,Not Clinically Relevant,,-0.322,,ctrp_PD 153035,-0.322,.-.
gsk269962a,Not Clinically Relevant,-0.324,,,gdsc_GSK269962A,-0.324,-..
brd-k41597374,Not Clinically Relevant,,-0.325,,ctrp_BRD-K41597374,-0.325,.-.
pf-543,Not Clinically Relevant,,-0.327,,ctrp_PF-543,-0.327,.-.
lbw242,Not Clinically Relevant,,,-0.32799999999999996,ccle_LBW242,-0.328,..-
seliciclib,Not Clinically Relevant,-0.32799999999999996,,,gdsc_Seliciclib,-0.328,-..
s-trityl-l-cysteine,Not Clinically Relevant,-0.32899999999999996,,,gdsc_S-Trityl-L-cysteine,-0.329,-..
tgx221,Not Clinically Relevant,-0.32899999999999996,,,gdsc_TGX221,-0.329,-..
