,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.327,,0.327,,.+..,152,308,152.0
ku-0063794,ctrp_KU-0063794,Not Clinically Relevant,,0.326,,0.326,,.+..,153,309,153.0
mitoxantrone,cmap_mitoxantrone,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair ,,,,,-0.758,...-,734,153,153.0
azd4547,ctrp_AZD4547,"FGFR-1,2 and 3 inhibitor",,0.326,,0.326,,.+..,154,310,154.0
brd-k90370028,ctrp_BRD-K90370028,Not Clinically Relevant,,0.326,,0.326,,.+..,156,311,156.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.769,...-,735,156,156.0
ro4929097,ctrp_RO4929097,Notch (gamma secretase) inhibitor,,0.325,,0.325,,.+..,157,312,157.0
cyproterone,cmap_cyproterone,steroidal antiandrogen,,,,,-0.7759999999999999,...-,736,157,157.0
brd-k11533227,ctrp_BRD-K11533227,Not Clinically Relevant,,0.325,,0.325,,.+..,158,313,158.0
gsk1059615,ctrp_GSK1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.324,,0.324,,.+..,160,314,160.0
manumycin a,ctrp_manumycin A,Not Clinically Relevant,,0.324,,0.324,,.+..,161,315,161.0
semaxanib,cmap_semaxanib,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia",,,,,-0.805,...-,737,161,161.0
thalidomide,ctrp_thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.287,,0.287,0.38,.+.+,263,59,161.0
alvocidib,ctrp_alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.317,,0.317,-0.637,.+.-,183,140,161.5
lbw242,ccle_LBW242,Not Clinically Relevant,,,0.32299999999999995,0.323,,..+.,162,316,162.0
everolimus,cmap_everolimus,mTOR inhibitor (RAD001),,,,,-0.8059999999999999,...-,738,162,162.0
ml162,ctrp_ML162,Not Clinically Relevant,,0.32299999999999995,,0.323,,.+..,163,317,163.0
metformin,cmap_metformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,,,,,-0.848,...-,739,163,163.0
brd-k75293299,ctrp_BRD-K75293299,Not Clinically Relevant,,0.322,,0.322,,.+..,164,318,164.0
tofacitinib,cmap_tofacitinib,JAK Kinase inhibitor,,,,,-0.848,...-,740,164,164.0
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.322,,0.322,,.+..,165,319,165.0
ondansetron,cmap_ondansetron,"selective serotonin 5-HT3 receptor antagonist ,used to prevent nausea and vomiting caused by chemotherapy and radiotherapy",,,,,-0.848,...-,741,165,165.0
ml083,ctrp_ML083,Not Clinically Relevant,,0.322,,0.322,,.+..,166,320,166.0
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.322,,0.322,,.+..,167,321,167.0
bix-01294,ctrp_BIX-01294,Not Clinically Relevant,,0.321,,0.321,,.+..,168,322,168.0
fulvestrant,ctrp_fulvestrant,selective estrogen receptor degrader (SERD),,0.27699999999999997,,0.277,0.49050000000000005,.+.++,295,42,168.5
am-580,ctrp_AM-580,Not Clinically Relevant,,0.321,,0.321,,.+..,169,323,169.0
decitabine,ctrp_decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.303,,0.303,-0.445,.+.-,219,119,169.0
zstk-474,cmap_zstk-474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",,,,,-0.9129999999999999,...-,742,170,170.0
pha-793887,ctrp_PHA-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.335,0.29,,0.312,-0.675,++.-,195,145,170.0
hg-5-113-01,gdsc_HG-5-113-01,Not Clinically Relevant,0.321,,,0.321,,+...,170,324,170.0
wz3105,gdsc_WZ3105,Not Clinically Relevant,0.32,,,0.32,,+...,171,325,171.0
etoposide,gdsc_Etoposide,Topo II inhibitor,0.228,0.316,,0.272,0.6455,++.++,313,30,171.5
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.32,,0.32,,.+..,172,326,172.0
cimetidine,ctrp_cimetidine,(Tagamet) Antacid and antihistamine,,0.28300000000000003,,0.283,0.3085,.+.+-,280,65,172.5
cyclophosphamide,ctrp_cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.315,,0.315,-0.7809999999999999,.+.-,186,159,172.5
bromfenac,cmap_bromfenac,"Nonsteroidal anti-Inflammatory drug, used to treat inflammation, esp in the eye",,,,,-0.963,...-,743,173,173.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.32,,0.32,,.+..,173,327,173.0
teniposide,ctrp_teniposide,Topo II inhibitor,,0.26899999999999996,,0.269,0.713,.+.+,323,24,173.5
brd6340,ctrp_BRD6340,Not Clinically Relevant,,0.319,,0.319,,.+..,174,328,174.0
nintedanib,ctrp_nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.319,,0.319,,.+..,175,329,175.0
brd-k84807411,ctrp_BRD-K84807411,Not Clinically Relevant,,0.318,,0.318,,.+..,176,330,176.0
cediranib,ctrp_cediranib,VEGFR inhibitor,,0.301,,0.301,-0.565,.+.-,226,127,176.5
birb-796,ctrp_BIRB-796,Not Clinically Relevant,,0.318,,0.318,,.+..,177,331,177.0
brd1812,ctrp_BRD1812,Not Clinically Relevant,,0.318,,0.318,,.+..,178,332,178.0
lomeguatrib,ctrp_lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.318,,0.318,,.+..,179,333,179.0
tacedinaline,ctrp_tacedinaline,Not Clinically Relevant,,0.317,,0.317,,.+..,181,334,181.0
ml006,ctrp_ML006,Not Clinically Relevant,,0.317,,0.317,,.+..,182,335,182.0
aica ribonucleotide,gdsc_AICA Ribonucleotide,Not Clinically Relevant,0.316,,,0.316,,+...,184,336,184.0
pitstop2,ctrp_pitstop2,Not Clinically Relevant,,0.316,,0.316,,.+..,185,337,185.0
obatoclax,ctrp_obatoclax,Not Clinically Relevant,,0.264,,0.264,0.578,.+.+,335,37,186.0
kx2-391,ctrp_KX2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.315,,0.315,,.+..,187,338,187.0
ml311,ctrp_ML311,Not Clinically Relevant,,0.315,,0.315,,.+..,188,339,188.0
dexamethasone,ctrp_dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.275,,0.275,0.216375,.+.+++++-,304,73,188.5
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.314,,0.314,,.+..,189,340,189.0
cay10618,ctrp_CAY10618,Not Clinically Relevant,,0.314,,0.314,,.+..,190,341,190.0
byl-719,ctrp_BYL-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.313,,0.313,,.+..,191,342,191.0
sn-38,gdsc_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",0.301,0.305,,0.303,-0.899,++.-,216,168,192.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.313,,0.313,,.+..,192,343,192.0
brd-k02492147,ctrp_BRD-K02492147,Not Clinically Relevant,,0.313,,0.313,,.+..,193,344,193.0
triptolide,ctrp_triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.276,,0.276,0.037500000000000006,.+.+-,301,85,193.0
erastin,ctrp_erastin,Not Clinically Relevant,,0.312,,0.312,,.+..,194,345,194.0
mk-1775,ctrp_MK-1775,Wee1 kinase inhibitor,,0.29100000000000004,,0.291,-0.615,.+.-,254,136,195.0
brd-k66532283,ctrp_BRD-K66532283,Not Clinically Relevant,,0.311,,0.311,,.+..,196,346,196.0
cil70,ctrp_CIL70,Not Clinically Relevant,,0.311,,0.311,,.+..,197,347,197.0
pik-93,gdsc_PIK-93,Not Clinically Relevant,0.304,0.316,,0.31,,++..,198,348,198.0
methotrexate,ctrp_methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.327,0.172,,0.25,0.627,++.+,364,33,198.5
bms-536924,ctrp_BMS-536924,Not Clinically Relevant,0.332,0.289,,0.31,,++..,199,349,199.0
tpca-1,ctrp_TPCA-1,Not Clinically Relevant,0.369,0.249,,0.309,,++..,201,350,201.0
ym-155,ctrp_YM-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.276,,0.276,-0.324,.+.-,300,103,201.5
nsc95397,ctrp_NSC95397,Not Clinically Relevant,,0.308,,0.308,,.+..,202,351,202.0
gsk461364,ctrp_GSK461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.308,,0.308,,.+..,203,352,203.0
entinostat,gdsc_Entinostat,HDAC inhibitor,0.282,0.29600000000000004,,0.289,-0.7240000000000001,++.-,258,149,203.5
ar-42,gdsc_AR-42,Not Clinically Relevant,0.307,,,0.307,,+...,204,353,204.0
su11274,ctrp_SU11274,Not Clinically Relevant,,0.307,,0.307,,.+..,205,354,205.0
importazole,ctrp_importazole,Not Clinically Relevant,,0.306,,0.306,,.+..,206,355,206.0
nvp-bez235,ctrp_NVP-BEZ235,PI3K/mTOR inhibitor,,0.285,,0.285,-0.693,.+.-,266,147,206.5
brd-k80183349,ctrp_BRD-K80183349,Not Clinically Relevant,,0.305,,0.305,,.+..,207,356,207.0
agk-2,ctrp_AGK-2,Not Clinically Relevant,,0.305,,0.305,,.+..,208,357,208.0
mitomycin,ctrp_mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.305,,0.305,,.+..,209,358,209.0
ym201636,gdsc_YM201636,Not Clinically Relevant,0.305,,,0.305,,+...,210,359,210.0
osi-027,gdsc_OSI-027,Not Clinically Relevant,0.257,0.295,,0.276,-0.44,++.-,302,118,210.0
tg-101348,ctrp_TG-101348,JAK2 inhibitor,,0.21100000000000002,,0.211,0.759,.+.+,402,18,210.0
bms-754807,gdsc_BMS-754807,Not Clinically Relevant,0.27899999999999997,0.32899999999999996,,0.304,,++..,211,360,211.0
rigosertib,ctrp_rigosertib,"ON-01910, Plk-1 inhibitor",,0.304,,0.304,,.+..,212,361,212.0
necrosulfonamide,ctrp_necrosulfonamide,Not Clinically Relevant,,0.304,,0.304,,.+..,213,362,213.0
silmitasertib,ctrp_silmitasertib,casein kinase 2 inhibitor ,,0.304,,0.304,,.+..,214,363,214.0
bardoxolone methyl,ctrp_bardoxolone methyl,Not Clinically Relevant,,0.303,,0.303,,.+..,215,364,215.0
docetaxel,gdsc_Docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.3,0.273,,-0.013,0.761,-+.++,416,17,216.5
mi-2,ctrp_MI-2,Not Clinically Relevant,,0.303,,0.303,,.+..,217,365,217.0
cerulenin,ctrp_cerulenin,Not Clinically Relevant,,0.303,,0.303,,.+..,218,366,218.0
sunitinib,gdsc_Sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.371,0.29100000000000004,,-0.04,0.7464999999999999,-+.++,420,19,219.5
fqi-2,ctrp_FQI-2,Not Clinically Relevant,,0.303,,0.303,,.+..,220,367,220.0
kh-cb19,ctrp_KH-CB19,Not Clinically Relevant,,0.302,,0.302,,.+..,221,368,221.0
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.272,,0.272,-0.588,.+.-,310,133,221.5
bms-345541,ctrp_BMS-345541,Not Clinically Relevant,0.34299999999999997,0.261,,0.302,,++..,222,369,222.0
brd-k70511574,ctrp_BRD-K70511574,Not Clinically Relevant,,0.302,,0.302,,.+..,224,370,224.0
brd-k78574327,ctrp_BRD-K78574327,Not Clinically Relevant,,0.302,,0.302,,.+..,225,371,225.0
prochlorperazine,ctrp_prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.251,,0.251,-0.11599999999999999,.+.-,362,91,226.5
bosutinib,gdsc_Bosutinib,"BCR-Abl, Src, Lyn and Hck inhibitor",-0.466,0.249,,-0.109,0.732,-+.+,432,21,226.5
brd-k66453893,ctrp_BRD-K66453893,Not Clinically Relevant,,0.301,,0.301,,.+..,227,372,227.0
cil56,ctrp_CIL56,Not Clinically Relevant,,0.301,,0.301,,.+..,228,373,228.0
brd-k35604418,ctrp_BRD-K35604418,Not Clinically Relevant,,0.3,,0.3,,.+..,229,374,229.0
cil55a,ctrp_CIL55A,Not Clinically Relevant,,0.3,,0.3,,.+..,230,375,230.0
serdemetan,gdsc_Serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.315,0.385,,0.035,0.41,-+.+,406,54,230.0
ouabain,ctrp_ouabain,Not Clinically Relevant,,0.3,,0.3,,.+..,231,376,231.0
lovastatin,ctrp_lovastatin,"HMG-CoA reductase inhibitor,",,0.22399999999999998,,0.224,0.303,.+.+,395,67,231.0
crizotinib,gdsc_Crizotinib,"ALK, ROS1 and MET inhibitor",-0.589,0.316,,-0.136,0.653,-+.+,435,28,231.5
b02,ctrp_B02,Not Clinically Relevant,,0.3,,0.3,,.+..,232,377,232.0
yk 4-279,ctrp_YK 4-279,Not Clinically Relevant,,0.3,,0.3,,.+..,233,378,233.0
gdc-0941,ctrp_GDC-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.265,,0.265,-0.615,.+.-,331,135,233.0
zg-10,gdsc_ZG-10,Not Clinically Relevant,0.299,,,0.299,,+...,235,379,235.0
fluvastatin,ctrp_fluvastatin,"HMG-CoA reductase inhibitor,",,0.26899999999999996,,0.269,-0.733,.+.-,321,150,235.5
ciclopirox,ctrp_ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.298,,0.298,,.+..,236,380,236.0
sgx-523,ctrp_SGX-523, Met inhibitor,,0.298,,0.298,,.+..,237,381,237.0
topotecan,ccle_Topotecan,Topo I inhibitor,,0.33399999999999996,0.20600000000000002,0.27,-0.797,.++--,317,160,238.5
5-fluorouracil,gdsc_5-Fluorouracil,antimetabolite,0.297,,,0.297,,+...,239,382,239.0
at-7519,gdsc_AT-7519,Not Clinically Relevant,0.29600000000000004,,,0.296,,+...,240,383,240.0
dinaciclib,ctrp_dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.29600000000000004,,0.296,,.+..,241,384,241.0
brd-k37390332,ctrp_BRD-K37390332,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,242,385,242.0
canertinib,ctrp_canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.253,,-0.253,0.775,.-.+,470,16,243.0
fedratinib,gdsc_Fedratinib,JAK2 inhibitor,0.29600000000000004,,,0.296,,+...,243,386,243.0
phenformin,gdsc_Phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,0.237,,,0.237,-0.306,+..-,385,102,243.5
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.295,,0.295,,.+..,245,387,245.0
cd-1530,ctrp_CD-1530,Not Clinically Relevant,,0.295,,0.295,,.+..,246,388,246.0
merck60,ctrp_Merck60,Not Clinically Relevant,,0.295,,0.295,,.+..,247,389,247.0
gemcitabine,gdsc_Gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.23,0.23199999999999998,,0.001,0.059000000000000004,-+.+,411,83,247.0
vinorelbine,gdsc_Vinorelbine,Not Clinically Relevant,-0.249,,,-0.249,0.6465000000000001,-..+++,466,29,247.5
tamoxifen,gdsc_Tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.363,0.387,,0.012,0.02150000000000002,-+.++-,409,86,247.5
nsc632839,ctrp_NSC632839,Not Clinically Relevant,,0.294,,0.294,,.+..,248,390,248.0
nakiterpiosin,ctrp_nakiterpiosin,Not Clinically Relevant,,0.293,,0.293,,.+..,249,391,249.0
ql-x-138,gdsc_QL-X-138,Not Clinically Relevant,0.293,,,0.293,,+...,250,392,250.0
sorafenib,gdsc_Sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.462,0.304,-0.20199999999999999,-0.12,0.27849999999999997,-+-+-,433,68,250.5
ko-143,ctrp_Ko-143,Not Clinically Relevant,,0.293,,0.293,,.+..,251,393,251.0
etp-46464,ctrp_ETP-46464,Not Clinically Relevant,,0.292,,0.292,,.+..,252,394,252.0
pf-3758309,ctrp_PF-3758309,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,253,395,253.0
mk-2206,gdsc_MK-2206,Akt1/2/3 inhibitor,-0.3,0.298,,-0.001,-0.201,-+.-,412,95,253.5
temsirolimus,gdsc_Temsirolimus,Not Clinically Relevant,-0.38299999999999995,0.272,,-0.055,0.044000000000000004,-+.+,425,84,254.5
ch-55,ctrp_Ch-55,Not Clinically Relevant,,0.29,,0.29,,.+..,255,396,255.0
paclitaxel,gdsc_Paclitaxel,disrupts microtubule dynamics,-0.309,0.27699999999999997,0.20800000000000002,0.059,-0.34400000000000003,-++--,404,108,256.0
brd-k34222889,ctrp_BRD-K34222889,Not Clinically Relevant,,0.289,,0.289,,.+..,256,397,256.0
mitomycin-c,gdsc_Mitomycin-C,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.222,,,0.222,-0.4235,+..--,397,116,256.5
pifithrin-alpha,ctrp_pifithrin-alpha,Not Clinically Relevant,,0.289,,0.289,,.+..,257,398,257.0
doxorubicin,gdsc_Doxorubicin,"Topo II inhibitor, DNA intercalator",-0.23,0.28600000000000003,,0.028,-0.34825000000000006,-+.+--,407,110,258.5
srt-1720,ctrp_SRT-1720,Not Clinically Relevant,,0.289,,0.289,,.+..,259,399,259.0
sirolimus,ctrp_sirolimus,"rapamycin, mTOR inhibitor",,0.24,,0.24,-0.621,.+.++---,382,138,260.0
omipalisib,gdsc_Omipalisib,Not Clinically Relevant,0.289,,,0.289,,+...,260,400,260.0
cd-437,ctrp_CD-437,Not Clinically Relevant,,0.289,,0.289,,.+..,261,401,261.0
gant-61,ctrp_GANT-61,Not Clinically Relevant,,0.287,,0.287,,.+..,262,402,262.0
fluorouracil,ctrp_fluorouracil,antimetabolite,,0.28600000000000003,,0.286,,.+..,264,403,264.0
pi-103,gdsc_PI-103,Not Clinically Relevant,0.231,0.341,,0.286,,++..,265,404,265.0
hli 373,ctrp_HLI 373,Not Clinically Relevant,,0.285,,0.285,,.+..,267,405,267.0
neopeltolide,ctrp_neopeltolide,Not Clinically Relevant,,0.285,,0.285,,.+..,268,406,268.0
neratinib,ctrp_neratinib,Her2 and EGFR inhibitor,,-0.276,,-0.276,0.513,.-.+,497,41,269.0
narciclasine,ctrp_narciclasine,Not Clinically Relevant,,0.285,,0.285,,.+..,269,407,269.0
bi-2536,gdsc_BI-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.302,0.32299999999999995,,0.01,-0.5760000000000001,-+.-,410,129,269.5
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.285,,0.285,,.+..,270,408,270.0
vu0155056,ctrp_VU0155056,Not Clinically Relevant,,0.284,,0.284,,.+..,271,409,271.0
istradefylline,ctrp_istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,0.284,,0.284,,.+..,272,410,272.0
cay10603,gdsc_CAY10603,Not Clinically Relevant,0.284,,,0.284,,+...,273,411,273.0
sb-525334,ctrp_SB-525334,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,274,412,274.0
olaparib,gdsc_Olaparib,PARP Inhibitor,-0.36200000000000004,0.391,,0.014,-0.647,-+.-,408,141,274.5
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,276,413,276.0
valdecoxib,ctrp_valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.275,,-0.275,0.38299999999999995,.-.+,494,58,276.0
fqi-1,ctrp_FQI-1,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,277,414,277.0
lapatinib,gdsc_Lapatinib,HER2/EGFR inhibitor,-0.303,-0.297,-0.294,-0.298,0.7364999999999999,---++,535,20,277.5
3-cl-ahpc,ctrp_3-Cl-AHPC,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,278,415,278.0
nilotinib,ctrp_nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.21899999999999997,-0.336,-0.326,-0.294,0.628,---+,525,32,278.5
phloretin,ctrp_phloretin,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,279,416,279.0
vinblastine,gdsc_Vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.254,,,-0.254,-0.10150000000000009,-..+-,471,89,280.0
cr-1-31b,ctrp_CR-1-31B,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,281,417,281.0
tivozanib,gdsc_Tivozanib,VEGFR inhibitor,-0.48700000000000004,0.316,,-0.086,-0.613,-+.-,430,134,282.0
pluripotin,ctrp_pluripotin,Not Clinically Relevant,,0.282,,0.282,,.+..,282,418,282.0
qw-bi-011,ctrp_QW-BI-011,Not Clinically Relevant,,0.282,,0.282,,.+..,283,419,283.0
r428,ctrp_R428,Not Clinically Relevant,,0.281,,0.281,,.+..,284,420,284.0
i-bet-762,gdsc_I-BET-762,Not Clinically Relevant,0.281,,,0.281,,+...,285,421,285.0
zm447439,gdsc_ZM447439,Not Clinically Relevant,0.281,,,0.281,,+...,286,422,286.0
momelotinib,ctrp_momelotinib,JAK1 and JAK2 inhibitor,,0.28,,0.28,,.+..,287,423,287.0
cyanoquinoline 11,ctrp_cyanoquinoline 11,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,288,424,288.0
cudc-101,gdsc_CUDC-101,Not Clinically Relevant,0.27899999999999997,,,0.279,,+...,289,425,289.0
nsc-207895,gdsc_NSC-207895,Not Clinically Relevant,0.27899999999999997,,,0.279,,+...,290,426,290.0
semagacestat,ctrp_semagacestat,Notch (gamma secretase) inhibitor,,0.27899999999999997,,0.279,,.+..,291,427,291.0
tgx-221,ctrp_TGX-221,Not Clinically Relevant,,0.278,,0.278,,.+..,292,428,292.0
chm-1,ctrp_CHM-1,Not Clinically Relevant,,0.278,,0.278,,.+..,293,429,293.0
bleomycin a2,ctrp_bleomycin A2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.278,,0.278,,.+..,294,430,294.0
marinopyrrole a,ctrp_marinopyrrole A,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,296,431,296.0
brd-a94377914,ctrp_BRD-A94377914,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,297,432,297.0
nvp-231,ctrp_NVP-231,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,298,433,298.0
pf-573228,ctrp_PF-573228,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,299,434,299.0
pazopanib,gdsc_Pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.457,0.295,,-0.081,-0.909,-+.-,429,169,299.0
lenalidomide,gdsc_Lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.355,,,-0.355,0.968,-..+,597,4,300.5
sb-743921,ctrp_SB-743921,kinesin spindle protein (KSP) inhibitor,,0.275,,0.275,,.+..,303,435,303.0
linifanib,gdsc_Linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.607,0.308,,-0.15,-0.917,-+.-,436,171,303.5
n9-isopropylolomoucine,ctrp_N9-isopropylolomoucine,Not Clinically Relevant,,0.275,,0.275,,.+..,305,436,305.0
dacarbazine,ctrp_dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.275,,0.275,,.+..,306,437,306.0
tamatinib,ctrp_tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.27399999999999997,,0.274,,.+..,307,438,307.0
ml312,ctrp_ML312,Not Clinically Relevant,,0.273,,0.273,,.+..,308,439,308.0
cytarabine,gdsc_Cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.29,,,-0.29,-0.23399999999999999,-..-,517,99,308.0
cal-101,ctrp_CAL-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.273,,0.273,,.+..,309,440,309.0
simvastatin,ctrp_simvastatin,"HMG-CoA reductase inhibitor,",,-0.284,,-0.284,-0.346,.-.--,510,109,309.5
procarbazine,ctrp_procarbazine,alkylating agent,,-0.331,,-0.331,0.434,.-.+,571,48,309.5
brd-k86535717,ctrp_BRD-K86535717,Not Clinically Relevant,,0.272,,0.272,,.+..,311,441,311.0
cx-5461,gdsc_CX-5461,Not Clinically Relevant,0.272,,,0.272,,+...,312,442,312.0
panobinostat,ccle_Panobinostat,HDAC inhibitor,,,-0.28600000000000003,-0.286,-0.39,..--,514,113,313.5
ly-2157299,ctrp_LY-2157299,Not Clinically Relevant,,0.271,,0.271,,.+..,314,443,314.0
methylstat,ctrp_methylstat,Not Clinically Relevant,,0.271,,0.271,,.+..,315,444,315.0
prl-3 inhibitor i,ctrp_PRL-3 inhibitor I,Not Clinically Relevant,,0.27,,0.27,,.+..,316,445,316.0
abiraterone,ctrp_abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.309,,-0.309,0.133,.-.+,550,82,316.0
dacinostat,gdsc_Dacinostat,Not Clinically Relevant,0.27,,,0.27,,+...,318,446,318.0
salermide,ctrp_salermide,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,319,447,319.0
fumonisin b1,ctrp_fumonisin B1,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,320,448,320.0
unc0638,gdsc_UNC0638,Not Clinically Relevant,0.264,0.27399999999999997,,0.269,,++..,322,449,322.0
erismodegib,ctrp_erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.304,,-0.304,-0.336,.-.-,541,106,323.5
wz4002,ctrp_WZ4002,Not Clinically Relevant,,0.267,,0.267,,.+..,324,450,324.0
ku-60019,ctrp_KU-60019,Not Clinically Relevant,,0.267,,0.267,,.+..,325,451,325.0
tosedostat,ctrp_tosedostat,inhibitor of the M1 family of aminopeptidases,,0.267,,0.267,,.+..,326,452,326.0
leptomycin b,ctrp_leptomycin B,Not Clinically Relevant,,0.266,,0.266,,.+..,327,453,327.0
gw-405833,ctrp_GW-405833,Not Clinically Relevant,,0.266,,0.266,,.+..,328,454,328.0
imatinib,ctrp_imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.247,-0.332,,-0.29,-0.635,--.-,518,139,328.5
pyrazolanthrone,ctrp_pyrazolanthrone,Not Clinically Relevant,,0.266,,0.266,,.+..,329,455,329.0
trifluoperazine,ctrp_trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,-0.318,,-0.318,-0.243,.-.-,558,100,329.0
i-bet151,ctrp_I-BET151,Not Clinically Relevant,,0.265,,0.265,,.+..,330,456,330.0
