,moa,GDSC,CTRP,CCLE,drug,score,evidence
zm447439,Not Clinically Relevant,0.281,,,gdsc_ZM447439,0.281,+..
momelotinib,JAK1 and JAK2 inhibitor,,0.28,,ctrp_momelotinib,0.28,.+.
cyanoquinoline 11,Not Clinically Relevant,,0.27899999999999997,,ctrp_cyanoquinoline 11,0.279,.+.
cudc-101,Not Clinically Relevant,0.27899999999999997,,,gdsc_CUDC-101,0.279,+..
nsc-207895,Not Clinically Relevant,0.27899999999999997,,,gdsc_NSC-207895,0.279,+..
semagacestat,Notch (gamma secretase) inhibitor,,0.27899999999999997,,ctrp_semagacestat,0.279,.+.
tgx-221,Not Clinically Relevant,,0.278,,ctrp_TGX-221,0.278,.+.
chm-1,Not Clinically Relevant,,0.278,,ctrp_CHM-1,0.278,.+.
bleomycin a2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.278,,ctrp_bleomycin A2,0.278,.+.
pf-573228,Not Clinically Relevant,,0.27699999999999997,,ctrp_PF-573228,0.277,.+.
brd-a94377914,Not Clinically Relevant,,0.27699999999999997,,ctrp_BRD-A94377914,0.277,.+.
nvp-231,Not Clinically Relevant,,0.27699999999999997,,ctrp_NVP-231,0.277,.+.
fulvestrant,selective estrogen receptor degrader (SERD),,0.27699999999999997,,ctrp_fulvestrant,0.277,.+.
marinopyrrole a,Not Clinically Relevant,,0.27699999999999997,,ctrp_marinopyrrole A,0.277,.+.
ym-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.276,,ctrp_YM-155,0.276,.+.
triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.276,,ctrp_triptolide,0.276,.+.
osi-027,Not Clinically Relevant,0.257,0.295,,gdsc_OSI-027,0.276,++.
sb-743921,kinesin spindle protein (KSP) inhibitor,,0.275,,ctrp_SB-743921,0.275,.+.
dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.275,,ctrp_dexamethasone,0.275,.+.
n9-isopropylolomoucine,Not Clinically Relevant,,0.275,,ctrp_N9-isopropylolomoucine,0.275,.+.
dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.275,,ctrp_dacarbazine,0.275,.+.
tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.27399999999999997,,ctrp_tamatinib,0.274,.+.
ml312,Not Clinically Relevant,,0.273,,ctrp_ML312,0.273,.+.
cal-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.273,,ctrp_CAL-101,0.273,.+.
clofarabine,purine nucleoside antimetabolite,,0.272,,ctrp_clofarabine,0.272,.+.
brd-k86535717,Not Clinically Relevant,,0.272,,ctrp_BRD-K86535717,0.272,.+.
cx-5461,Not Clinically Relevant,0.272,,,gdsc_CX-5461,0.272,+..
etoposide,Topo II inhibitor,0.228,0.316,,gdsc_Etoposide,0.272,++.
ly-2157299,Not Clinically Relevant,,0.271,,ctrp_LY-2157299,0.271,.+.
methylstat,Not Clinically Relevant,,0.271,,ctrp_methylstat,0.271,.+.
dacinostat,Not Clinically Relevant,0.27,,,gdsc_Dacinostat,0.27,+..
topotecan,Topo I inhibitor,,0.33399999999999996,0.20600000000000002,ccle_Topotecan,0.27,.++
prl-3 inhibitor i,Not Clinically Relevant,,0.27,,ctrp_PRL-3 inhibitor I,0.27,.+.
teniposide,Topo II inhibitor,,0.26899999999999996,,ctrp_teniposide,0.269,.+.
salermide,Not Clinically Relevant,,0.26899999999999996,,ctrp_salermide,0.269,.+.
fumonisin b1,Not Clinically Relevant,,0.26899999999999996,,ctrp_fumonisin B1,0.269,.+.
fluvastatin,"HMG-CoA reductase inhibitor,",,0.26899999999999996,,ctrp_fluvastatin,0.269,.+.
unc0638,Not Clinically Relevant,0.264,0.27399999999999997,,gdsc_UNC0638,0.269,++.
wz4002,Not Clinically Relevant,,0.267,,ctrp_WZ4002,0.267,.+.
ku-60019,Not Clinically Relevant,,0.267,,ctrp_KU-60019,0.267,.+.
tosedostat,inhibitor of the M1 family of aminopeptidases,,0.267,,ctrp_tosedostat,0.267,.+.
gw-405833,Not Clinically Relevant,,0.266,,ctrp_GW-405833,0.266,.+.
pyrazolanthrone,Not Clinically Relevant,,0.266,,ctrp_pyrazolanthrone,0.266,.+.
leptomycin b,Not Clinically Relevant,,0.266,,ctrp_leptomycin B,0.266,.+.
i-bet151,Not Clinically Relevant,,0.265,,ctrp_I-BET151,0.265,.+.
gdc-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.265,,ctrp_GDC-0941,0.265,.+.
neuronal differentiation inducer iii,Not Clinically Relevant,,0.265,,ctrp_neuronal differentiation inducer III,0.265,.+.
pf2341066,"ALK, ROS1 and MET inhibitor",,,0.265,ccle_PF2341066,0.265,..+
brd-k30748066,Not Clinically Relevant,,0.264,,ctrp_BRD-K30748066,0.264,.+.
obatoclax,Not Clinically Relevant,,0.264,,ctrp_obatoclax,0.264,.+.
jw-7-24-1,Not Clinically Relevant,0.264,,,gdsc_JW-7-24-1,0.264,+..
tipifarnib-p2,Not Clinically Relevant,,0.263,,ctrp_tipifarnib-P2,0.263,.+.
pf-750,Not Clinically Relevant,,0.262,,ctrp_PF-750,0.262,.+.
purmorphamine,Not Clinically Relevant,,0.261,,ctrp_purmorphamine,0.261,.+.
sr-ii-138a,Not Clinically Relevant,,0.261,,ctrp_SR-II-138A,0.261,.+.
tw-37,Not Clinically Relevant,,0.26,,ctrp_TW-37,0.26,.+.
palmostatin b,Not Clinically Relevant,,0.259,,ctrp_palmostatin B,0.259,.+.
mk-0752,Notch (gamma secretase) inhibitor,,0.258,,ctrp_MK-0752,0.258,.+.
bax channel blocker,Not Clinically Relevant,,0.258,,ctrp_Bax channel blocker,0.258,.+.
camptothecin,Not Clinically Relevant,0.258,,,gdsc_Camptothecin,0.258,+..
smer-3,Not Clinically Relevant,,0.258,,ctrp_SMER-3,0.258,.+.
brd-k41334119,Not Clinically Relevant,,0.257,,ctrp_BRD-K41334119,0.257,.+.
cay10594,Not Clinically Relevant,,0.257,,ctrp_CAY10594,0.257,.+.
nvp-bsk805,Not Clinically Relevant,,0.257,,ctrp_NVP-BSK805,0.257,.+.
brd-a02303741,Not Clinically Relevant,,0.257,,ctrp_BRD-A02303741,0.257,.+.
oligomycin a,Not Clinically Relevant,,0.256,,ctrp_oligomycin A,0.256,.+.
snx-2112,Not Clinically Relevant,0.26899999999999996,0.242,,ctrp_SNX-2112,0.255,++.
sch-79797,Not Clinically Relevant,,0.255,,ctrp_SCH-79797,0.255,.+.
gsk690693,Not Clinically Relevant,0.255,,,gdsc_GSK690693,0.255,+..
cp466722,Not Clinically Relevant,0.255,,,gdsc_CP466722,0.255,+..
tigecycline,antibiotic used to treat a number of bacterial infections,,0.254,,ctrp_tigecycline,0.254,.+.
az-3146,Not Clinically Relevant,,0.254,,ctrp_AZ-3146,0.254,.+.
genentech cpd 10,Not Clinically Relevant,0.253,,,gdsc_Genentech Cpd 10,0.253,+..
prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.251,,ctrp_prochlorperazine,0.251,.+.
ci-976,Not Clinically Relevant,,0.251,,ctrp_CI-976,0.251,.+.
ml258,Not Clinically Relevant,,0.251,,ctrp_ML258,0.251,.+.
wz8040,Not Clinically Relevant,,0.251,,ctrp_WZ8040,0.251,.+.
ciclosporin,,,0.25,,ctrp_ciclosporin,0.25,.+.
methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.327,0.172,,ctrp_methotrexate,0.25,++.
brd-k45681478,Not Clinically Relevant,,0.249,,ctrp_BRD-K45681478,0.249,.+.
regorafenib,VEGFR2-TIE2 inhibitor ,,0.249,,ctrp_regorafenib,0.249,.+.
gsk2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.249,,ctrp_GSK2636771,0.249,.+.
wp1130,Not Clinically Relevant,,0.249,,ctrp_WP1130,0.249,.+.
brd-a86708339,Not Clinically Relevant,,0.249,,ctrp_BRD-A86708339,0.249,.+.
brd-k96970199,Not Clinically Relevant,,0.248,,ctrp_BRD-K96970199,0.248,.+.
brd-k34099515,Not Clinically Relevant,,0.248,,ctrp_BRD-K34099515,0.248,.+.
le-135,Not Clinically Relevant,,0.24600000000000002,,ctrp_LE-135,0.246,.+.
unc0321,Not Clinically Relevant,,0.24600000000000002,,ctrp_UNC0321,0.246,.+.
jq-1,Not Clinically Relevant,,0.24600000000000002,,ctrp_JQ-1,0.246,.+.
ml210,Not Clinically Relevant,,0.245,,ctrp_ML210,0.245,.+.
thz-2-102-1,Not Clinically Relevant,0.245,,,gdsc_THZ-2-102-1,0.245,+..
dbeq,Not Clinically Relevant,,0.243,,ctrp_DBeQ,0.243,.+.
"1s,3r-rsl-3",Not Clinically Relevant,,0.242,,"ctrp_1S,3R-RSL-3",0.242,.+.
mln2480,"TAK-580, pan-Raf kinase inhibitor",,0.242,,ctrp_MLN2480,0.242,.+.
blebbistatin,Not Clinically Relevant,,0.242,,ctrp_blebbistatin,0.242,.+.
brd-k27224038,Not Clinically Relevant,,0.24100000000000002,,ctrp_BRD-K27224038,0.241,.+.
sirolimus,"rapamycin, mTOR inhibitor",,0.24,,ctrp_sirolimus,0.24,.+.
hbx-41108,Not Clinically Relevant,,0.24,,ctrp_HBX-41108,0.24,.+.
cytochalasin b,Not Clinically Relevant,,0.23800000000000002,,ctrp_cytochalasin B,0.238,.+.
phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,0.237,,,gdsc_Phenformin,0.237,+..
prima-1,Not Clinically Relevant,,0.23600000000000002,,ctrp_PRIMA-1,0.236,.+.
ql-xii-47,Not Clinically Relevant,0.233,,,gdsc_QL-XII-47,0.233,+..
myricetin,Not Clinically Relevant,,0.233,,ctrp_myricetin,0.233,.+.
ex-527,SIRT1 inhibitor,,0.22899999999999998,,ctrp_EX-527,0.229,.+.
at7867,Not Clinically Relevant,,0.228,,ctrp_AT7867,0.228,.+.
brd-k01737880,Not Clinically Relevant,,0.228,,ctrp_BRD-K01737880,0.228,.+.
wiki4,Not Clinically Relevant,0.228,,,gdsc_WIKI4,0.228,+..
vandetanib,"VEGFR, EGFR and RET inhibitor",,0.226,,ctrp_vandetanib,0.226,.+.
brd4132,Not Clinically Relevant,,0.226,,ctrp_BRD4132,0.226,.+.
lovastatin,"HMG-CoA reductase inhibitor,",,0.22399999999999998,,ctrp_lovastatin,0.224,.+.
ku 0060648,Not Clinically Relevant,,0.222,,ctrp_KU 0060648,0.222,.+.
mitomycin-c,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.222,,,gdsc_Mitomycin-C,0.222,+..
sns-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,0.221,,ctrp_SNS-032,0.221,.+.
ml320,Not Clinically Relevant,,0.214,,ctrp_ML320,0.214,.+.
tg-101348,JAK2 inhibitor,,0.21100000000000002,,ctrp_TG-101348,0.211,.+.
brd9876,Not Clinically Relevant,,0.21100000000000002,,ctrp_BRD9876,0.211,.+.
sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",0.21100000000000002,,,gdsc_Sepantronium bromide,0.211,+..
aew541,Not Clinically Relevant,,,0.182,ccle_AEW541,0.182,..+
paclitaxel,disrupts microtubule dynamics,-0.309,0.27699999999999997,0.20800000000000002,gdsc_Paclitaxel,0.059,-++
raf265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.267,-0.195,ccle_RAF265,0.036,.+-
serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.315,0.385,,gdsc_Serdemetan,0.035,-+.
doxorubicin,"Topo II inhibitor, DNA intercalator",-0.23,0.28600000000000003,,gdsc_Doxorubicin,0.028,-+.
olaparib,PARP Inhibitor,-0.36200000000000004,0.391,,gdsc_Olaparib,0.014,-+.
tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.363,0.387,,gdsc_Tamoxifen,0.012,-+.
bi-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.302,0.32299999999999995,,gdsc_BI-2536,0.01,-+.
gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.23,0.23199999999999998,,gdsc_Gemcitabine,0.001,-+.
mk-2206,Akt1/2/3 inhibitor,-0.3,0.298,,gdsc_MK-2206,-0.001,-+.
azd7762, Chk1 / Chk2 inhibitor,-0.265,0.256,,gdsc_AZD7762,-0.005,-+.
zstk474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.295,0.278,,gdsc_ZSTK474,-0.008,-+.
azd8055,mTOR inhibitor,-0.281,0.261,,gdsc_AZD8055,-0.01,-+.
docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.3,0.273,,gdsc_Docetaxel,-0.013,-+.
osi-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.336,0.281,,gdsc_OSI-930,-0.027,-+.
nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.254,-0.312,ccle_Nutlin-3,-0.029,.+-
cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.409,0.34600000000000003,,gdsc_Cabozantinib,-0.031,-+.
sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.371,0.29100000000000004,,gdsc_Sunitinib,-0.04,-+.
ku-55933,Not Clinically Relevant,-0.39799999999999996,0.313,,gdsc_KU-55933,-0.042,-+.
bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.457,0.354,,gdsc_Bexarotene,-0.052,-+.
mg-132,Not Clinically Relevant,-0.377,0.273,,gdsc_MG-132,-0.052,-+.
nvp-tae684,Not Clinically Relevant,-0.409,0.298,,gdsc_NVP-TAE684,-0.055,-+.
temsirolimus,Not Clinically Relevant,-0.38299999999999995,0.272,,gdsc_Temsirolimus,-0.055,-+.
pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.35200000000000004,0.233,,gdsc_Pevonedistat,-0.06,-+.
plx-4720,Not Clinically Relevant,-0.511,0.359,,gdsc_PLX-4720,-0.076,-+.
azd6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.444,0.28600000000000003,,gdsc_AZD6482,-0.079,-+.
pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.457,0.295,,gdsc_Pazopanib,-0.081,-+.
tivozanib,VEGFR inhibitor,-0.48700000000000004,0.316,,gdsc_Tivozanib,-0.086,-+.
chir-99021,Not Clinically Relevant,-0.43200000000000005,0.239,,gdsc_CHIR-99021,-0.097,-+.
bosutinib,"BCR-Abl, Src, Lyn and Hck inhibitor",-0.466,0.249,,gdsc_Bosutinib,-0.109,-+.
sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.462,0.304,-0.20199999999999999,gdsc_Sorafenib,-0.12,-+-
parthenolide,Not Clinically Relevant,-0.48700000000000004,0.23800000000000002,,gdsc_Parthenolide,-0.125,-+.
crizotinib,"ALK, ROS1 and MET inhibitor",-0.589,0.316,,gdsc_Crizotinib,-0.136,-+.
linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.607,0.308,,gdsc_Linifanib,-0.15,-+.
brd-k71935468,Not Clinically Relevant,,-0.172,,ctrp_BRD-K71935468,-0.172,.-.
ipa-3,Not Clinically Relevant,-0.198,,,gdsc_IPA-3,-0.198,-..
tl-1-85,Not Clinically Relevant,-0.2,,,gdsc_TL-1-85,-0.2,-..
bafilomycin a1,Not Clinically Relevant,,-0.2,,ctrp_bafilomycin A1,-0.2,.-.
ng-25,Not Clinically Relevant,-0.203,,,gdsc_NG-25,-0.203,-..
sid 26681509,Not Clinically Relevant,,-0.205,,ctrp_SID 26681509,-0.205,.-.
brd-k63431240,Not Clinically Relevant,,-0.20600000000000002,,ctrp_BRD-K63431240,-0.206,.-.
bec,Not Clinically Relevant,,-0.215,,ctrp_BEC,-0.215,.-.
tae684,Not Clinically Relevant,,,-0.218,ccle_TAE684,-0.218,..-
azd0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.218,ccle_AZD0530,-0.218,..-
mln2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,-0.223,,ctrp_MLN2238,-0.223,.-.
gsk-j4,Not Clinically Relevant,,-0.225,,ctrp_GSK-J4,-0.225,.-.
stemregenin 1,Not Clinically Relevant,,-0.22899999999999998,,ctrp_StemRegenin 1,-0.229,.-.
tw 37,Not Clinically Relevant,-0.22899999999999998,,,gdsc_TW 37,-0.229,-..
zd-6474,"VEGFR, EGFR and RET inhibitor",,,-0.23,ccle_ZD-6474,-0.23,..-
17-aag,Not Clinically Relevant,,,-0.231,ccle_17-AAG,-0.231,..-
brd-k97651142,Not Clinically Relevant,,-0.23399999999999999,,ctrp_BRD-K97651142,-0.234,.-.
tki258,Not Clinically Relevant,,,-0.23399999999999999,ccle_TKI258,-0.234,..-
epothilone b,Not Clinically Relevant,-0.23399999999999999,,,gdsc_Epothilone B,-0.234,-..
avicin d,Not Clinically Relevant,,-0.235,,ctrp_avicin D,-0.235,.-.
thz-2-49,Not Clinically Relevant,-0.23600000000000002,,,gdsc_THZ-2-49,-0.236,-..
jq1,Not Clinically Relevant,-0.237,,,gdsc_JQ1,-0.237,-..
lestauritinib,Not Clinically Relevant,-0.239,,,gdsc_Lestauritinib,-0.239,-..
betulinic acid,Not Clinically Relevant,,-0.242,,ctrp_betulinic acid,-0.242,.-.
brd-k33514849,Not Clinically Relevant,,-0.243,,ctrp_BRD-K33514849,-0.243,.-.
bx796,Not Clinically Relevant,-0.245,,,gdsc_BX796,-0.245,-..
brd-k94991378,Not Clinically Relevant,,-0.245,,ctrp_BRD-K94991378,-0.245,.-.
pd-0332991,CDK4/6 inhibitor,,,-0.247,ccle_PD-0332991,-0.247,..-
brd8958,Not Clinically Relevant,,-0.248,,ctrp_BRD8958,-0.248,.-.
vinorelbine,Not Clinically Relevant,-0.249,,,gdsc_Vinorelbine,-0.249,-..
khs101,Not Clinically Relevant,,-0.25,,ctrp_KHS101,-0.25,.-.
sch-529074,Not Clinically Relevant,,-0.25,,ctrp_SCH-529074,-0.25,.-.
elesclomol,Not Clinically Relevant,-0.252,,,gdsc_Elesclomol,-0.252,-..
canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.253,,ctrp_canertinib,-0.253,.-.
vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.254,,,gdsc_Vinblastine,-0.254,-..
gsk650394,Not Clinically Relevant,-0.255,,,gdsc_GSK650394,-0.255,-..
bay-61-3606,Not Clinically Relevant,-0.256,,,gdsc_BAY-61-3606,-0.256,-..
brd-k09344309,Not Clinically Relevant,,-0.257,,ctrp_BRD-K09344309,-0.257,.-.
col-3,matrix metalloproteinase (MMP) inhibitor,,-0.258,,ctrp_COL-3,-0.258,.-.
pd-0325901,Not Clinically Relevant,,,-0.258,ccle_PD-0325901,-0.258,..-
brd-k55116708,Not Clinically Relevant,,-0.258,,ctrp_BRD-K55116708,-0.258,.-.
cid-5951923,Not Clinically Relevant,,-0.259,,ctrp_CID-5951923,-0.259,.-.
gsk525762a,Not Clinically Relevant,,-0.259,,ctrp_GSK525762A,-0.259,.-.
c6-ceramide,Not Clinically Relevant,,-0.26,,ctrp_C6-ceramide,-0.26,.-.
brd-k48477130,Not Clinically Relevant,,-0.261,,ctrp_BRD-K48477130,-0.261,.-.
ver-155008,Not Clinically Relevant,,-0.264,,ctrp_VER-155008,-0.264,.-.
pfi-1,Not Clinically Relevant,-0.264,,,gdsc_PFI-1,-0.264,-..
spautin-1,Not Clinically Relevant,,-0.265,,ctrp_spautin-1,-0.265,.-.
ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,-0.268,,ctrp_ifosfamide,-0.268,.-.
brd-k14844214,Not Clinically Relevant,,-0.26899999999999996,,ctrp_BRD-K14844214,-0.269,.-.
azd7545,Not Clinically Relevant,,-0.27,,ctrp_AZD7545,-0.27,.-.
yk-4-279,Not Clinically Relevant,-0.27,,,gdsc_YK-4-279,-0.27,-..
nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.27,,ctrp_nelarabine,-0.27,.-.
brd-k48334597,Not Clinically Relevant,,-0.273,,ctrp_BRD-K48334597,-0.273,.-.
dmog,Not Clinically Relevant,-0.27399999999999997,,,gdsc_DMOG,-0.274,-..
valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.275,,ctrp_valdecoxib,-0.275,.-.
shikonin,Not Clinically Relevant,-0.275,,,gdsc_Shikonin,-0.275,-..
brefeldin a,Not Clinically Relevant,,-0.275,,ctrp_brefeldin A,-0.275,.-.
cct-018159,Not Clinically Relevant,-0.276,,,gdsc_CCT-018159,-0.276,-..
brd-a05715709,Not Clinically Relevant,,-0.276,,ctrp_BRD-A05715709,-0.276,.-.
neratinib,Her2 and EGFR inhibitor,,-0.276,,ctrp_neratinib,-0.276,.-.
kin001-244,Not Clinically Relevant,-0.276,,,gdsc_KIN001-244,-0.276,-..
ml334 diastereomer,Not Clinically Relevant,,-0.27699999999999997,,ctrp_ML334 diastereomer,-0.277,.-.
at13387,Selective potent Hsp90 inhibitor,,-0.27699999999999997,,ctrp_AT13387,-0.277,.-.
austocystin d,Not Clinically Relevant,,-0.27699999999999997,,ctrp_austocystin D,-0.277,.-.
brd-k04800985,Not Clinically Relevant,,-0.27699999999999997,,ctrp_BRD-K04800985,-0.277,.-.
brd-k96431673,Not Clinically Relevant,,-0.28,,ctrp_BRD-K96431673,-0.28,.-.
pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.28,,,gdsc_Pictilisib,-0.28,-..
sb590885,Not Clinically Relevant,-0.28,,,gdsc_SB590885,-0.28,-..
jq12,Not Clinically Relevant,-0.281,,,gdsc_JQ12,-0.281,-..
sj-172550,Not Clinically Relevant,,-0.282,,ctrp_SJ-172550,-0.282,.-.
azd6244,MEK1 inhibitor,,,-0.282,ccle_AZD6244,-0.282,..-
mi-1,Not Clinically Relevant,,-0.28300000000000003,,ctrp_MI-1,-0.283,.-.
simvastatin,"HMG-CoA reductase inhibitor,",,-0.284,,ctrp_simvastatin,-0.284,.-.
osu-03012,Not Clinically Relevant,-0.284,,,gdsc_OSU-03012,-0.284,-..
plx4720,Not Clinically Relevant,,,-0.285,ccle_PLX4720,-0.285,..-
saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.33899999999999997,-0.23199999999999998,,gdsc_Saracatinib,-0.286,--.
panobinostat,HDAC inhibitor,,,-0.28600000000000003,ccle_Panobinostat,-0.286,..-
brd-k64610608,Not Clinically Relevant,,-0.28600000000000003,,ctrp_BRD-K64610608,-0.286,.-.
gsk4112,Not Clinically Relevant,,-0.289,,ctrp_GSK4112,-0.289,.-.
cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.29,,,gdsc_Cytarabine,-0.29,-..
imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.247,-0.332,,ctrp_imatinib,-0.29,--.
cmk,Not Clinically Relevant,-0.29100000000000004,,,gdsc_CMK,-0.291,-..
seliciclib,Not Clinically Relevant,-0.29100000000000004,,,gdsc_Seliciclib,-0.291,-..
brd-k50799972,Not Clinically Relevant,,-0.292,,ctrp_BRD-K50799972,-0.292,.-.
as605240,Not Clinically Relevant,-0.293,,,gdsc_AS605240,-0.293,-..
gw843682x,Not Clinically Relevant,-0.294,,,gdsc_GW843682X,-0.294,-..
pd318088,Not Clinically Relevant,,-0.294,,ctrp_PD318088,-0.294,.-.
nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.21899999999999997,-0.336,-0.326,ctrp_nilotinib,-0.294,---
vaf-347,Not Clinically Relevant,,-0.295,,ctrp_VAF-347,-0.295,.-.
brd-k85133207,Not Clinically Relevant,,-0.295,,ctrp_BRD-K85133207,-0.295,.-.
obatoclax mesylate,Not Clinically Relevant,-0.29600000000000004,,,gdsc_Obatoclax Mesylate,-0.296,-..
luminespib,Not Clinically Relevant,-0.297,,,gdsc_Luminespib,-0.297,-..
piperlongumine,Not Clinically Relevant,-0.321,-0.276,,gdsc_Piperlongumine,-0.298,--.
a-443654,Not Clinically Relevant,-0.298,,,gdsc_A-443654,-0.298,-..
gdc-0879,Not Clinically Relevant,,-0.298,,ctrp_GDC-0879,-0.298,.-.
embelin,Not Clinically Relevant,-0.298,,,gdsc_Embelin,-0.298,-..
ponatinib,Bcr-abl inhibitor,-0.298,,,gdsc_Ponatinib,-0.298,-..
lapatinib,HER2/EGFR inhibitor,-0.303,-0.297,-0.294,gdsc_Lapatinib,-0.298,---
cbb-1007,Not Clinically Relevant,,-0.298,,ctrp_CBB-1007,-0.298,.-.
way-362450,Not Clinically Relevant,,-0.299,,ctrp_WAY-362450,-0.299,.-.
l-685458,Not Clinically Relevant,,-0.33799999999999997,-0.264,ctrp_L-685458,-0.301,.--
zibotentan,Not Clinically Relevant,-0.303,,,gdsc_Zibotentan,-0.303,-..
pyrimethamine,Not Clinically Relevant,-0.304,,,gdsc_Pyrimethamine,-0.304,-..
erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.304,,ctrp_erismodegib,-0.304,.-.
npc-26,Not Clinically Relevant,,-0.304,,ctrp_NPC-26,-0.304,.-.
brd-k16147474,Not Clinically Relevant,,-0.304,,ctrp_BRD-K16147474,-0.304,.-.
brd-k27986637,Not Clinically Relevant,,-0.304,,ctrp_BRD-K27986637,-0.304,.-.
thapsigargin,Not Clinically Relevant,-0.305,,,gdsc_Thapsigargin,-0.305,-..
palbociclib,CDK4/6 inhibitor,-0.305,,,gdsc_Palbociclib,-0.305,-..
nvp-bhg712,Not Clinically Relevant,-0.306,,,gdsc_NVP-BHG712,-0.306,-..
a-804598,Not Clinically Relevant,,-0.306,,ctrp_A-804598,-0.306,.-.
brd-k71781559,Not Clinically Relevant,,-0.308,,ctrp_BRD-K71781559,-0.308,.-.
abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.309,,ctrp_abiraterone,-0.309,.-.
xmd8-92,Not Clinically Relevant,-0.31,,,gdsc_XMD8-92,-0.31,-..
brd-k17060750,Not Clinically Relevant,,-0.312,,ctrp_BRD-K17060750,-0.312,.-.
sr8278,Not Clinically Relevant,,-0.313,,ctrp_SR8278,-0.313,.-.
ml029,Not Clinically Relevant,,-0.315,,ctrp_ML029,-0.315,.-.
bleomycin,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",-0.316,,,gdsc_Bleomycin,-0.316,-..
s-trityl-l-cysteine,Not Clinically Relevant,-0.316,,,gdsc_S-Trityl-L-cysteine,-0.316,-..
trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,-0.318,,ctrp_trifluoperazine,-0.318,.-.
aa-cocf3,Not Clinically Relevant,,-0.318,,ctrp_AA-COCF3,-0.318,.-.
