,moa,GDSC,CTRP,CCLE,drug,score,evidence
salermide,Not Clinically Relevant,,0.25,,ctrp_salermide,0.25,.+.
brd-a94377914,Not Clinically Relevant,,0.25,,ctrp_BRD-A94377914,0.25,.+.
3-cl-ahpc,Not Clinically Relevant,,0.25,,ctrp_3-Cl-AHPC,0.25,.+.
ym-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.249,,ctrp_YM-155,0.249,.+.
pf-573228,Not Clinically Relevant,,0.249,,ctrp_PF-573228,0.249,.+.
agk-2,Not Clinically Relevant,,0.249,,ctrp_AGK-2,0.249,.+.
brd-k66453893,Not Clinically Relevant,,0.249,,ctrp_BRD-K66453893,0.249,.+.
hbx-41108,Not Clinically Relevant,,0.248,,ctrp_HBX-41108,0.248,.+.
gsk461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.248,,ctrp_GSK461364,0.248,.+.
genentech cpd 10,Not Clinically Relevant,0.247,,,gdsc_Genentech Cpd 10,0.247,+..
brd-k34099515,Not Clinically Relevant,,0.247,,ctrp_BRD-K34099515,0.247,.+.
ql-xii-47,Not Clinically Relevant,0.24600000000000002,,,gdsc_QL-XII-47,0.246,+..
pf-3758309,Not Clinically Relevant,,0.245,,ctrp_PF-3758309,0.245,.+.
gsk-j4,Not Clinically Relevant,,0.245,,ctrp_GSK-J4,0.245,.+.
prima-1,Not Clinically Relevant,,0.244,,ctrp_PRIMA-1,0.244,.+.
mk-0752,Notch (gamma secretase) inhibitor,,0.244,,ctrp_MK-0752,0.244,.+.
cerulenin,Not Clinically Relevant,,0.244,,ctrp_cerulenin,0.244,.+.
nakiterpiosin,Not Clinically Relevant,,0.243,,ctrp_nakiterpiosin,0.243,.+.
smer-3,Not Clinically Relevant,,0.243,,ctrp_SMER-3,0.243,.+.
brd-a86708339,Not Clinically Relevant,,0.242,,ctrp_BRD-A86708339,0.242,.+.
methylstat,Not Clinically Relevant,,0.242,,ctrp_methylstat,0.242,.+.
fulvestrant,selective estrogen receptor degrader (SERD),,0.242,,ctrp_fulvestrant,0.242,.+.
tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.24100000000000002,,ctrp_tamatinib,0.241,.+.
obatoclax,Not Clinically Relevant,,0.24100000000000002,,ctrp_obatoclax,0.241,.+.
gdc-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.24,,ctrp_GDC-0941,0.24,.+.
mk-1775,Wee1 kinase inhibitor,,0.24,,ctrp_MK-1775,0.24,.+.
prl-3 inhibitor i,Not Clinically Relevant,,0.24,,ctrp_PRL-3 inhibitor I,0.24,.+.
clofarabine,purine nucleoside antimetabolite,,0.239,,ctrp_clofarabine,0.239,.+.
brd-k94991378,Not Clinically Relevant,,0.239,,ctrp_BRD-K94991378,0.239,.+.
nsc632839,Not Clinically Relevant,,0.239,,ctrp_NSC632839,0.239,.+.
chm-1,Not Clinically Relevant,,0.237,,ctrp_CHM-1,0.237,.+.
cytochalasin b,Not Clinically Relevant,,0.23600000000000002,,ctrp_cytochalasin B,0.236,.+.
prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.23600000000000002,,ctrp_prochlorperazine,0.236,.+.
az-3146,Not Clinically Relevant,,0.235,,ctrp_AZ-3146,0.235,.+.
brd9876,Not Clinically Relevant,,0.235,,ctrp_BRD9876,0.235,.+.
le-135,Not Clinically Relevant,,0.235,,ctrp_LE-135,0.235,.+.
nvp-bsk805,Not Clinically Relevant,,0.23399999999999999,,ctrp_NVP-BSK805,0.234,.+.
leptomycin b,Not Clinically Relevant,,0.23399999999999999,,ctrp_leptomycin B,0.234,.+.
r428,Not Clinically Relevant,,0.233,,ctrp_R428,0.233,.+.
phloretin,Not Clinically Relevant,,0.233,,ctrp_phloretin,0.233,.+.
sr-ii-138a,Not Clinically Relevant,,0.233,,ctrp_SR-II-138A,0.233,.+.
brd-k30748066,Not Clinically Relevant,,0.23199999999999998,,ctrp_BRD-K30748066,0.232,.+.
sch-79797,Not Clinically Relevant,,0.23199999999999998,,ctrp_SCH-79797,0.232,.+.
ml210,Not Clinically Relevant,,0.231,,ctrp_ML210,0.231,.+.
dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.23,,ctrp_dexamethasone,0.23,.+.
brd-a02303741,Not Clinically Relevant,,0.23,,ctrp_BRD-A02303741,0.23,.+.
ci-976,Not Clinically Relevant,,0.22899999999999998,,ctrp_CI-976,0.229,.+.
tw-37,Not Clinically Relevant,,0.226,,ctrp_TW-37,0.226,.+.
ex-527,SIRT1 inhibitor,,0.22399999999999998,,ctrp_EX-527,0.224,.+.
dbeq,Not Clinically Relevant,,0.222,,ctrp_DBeQ,0.222,.+.
myricetin,Not Clinically Relevant,,0.222,,ctrp_myricetin,0.222,.+.
wp1130,Not Clinically Relevant,,0.222,,ctrp_WP1130,0.222,.+.
brd4132,Not Clinically Relevant,,0.221,,ctrp_BRD4132,0.221,.+.
sirolimus,"rapamycin, mTOR inhibitor",,0.22,,ctrp_sirolimus,0.22,.+.
at7867,Not Clinically Relevant,,0.21899999999999997,,ctrp_AT7867,0.219,.+.
unc0321,Not Clinically Relevant,,0.218,,ctrp_UNC0321,0.218,.+.
mln2480,"TAK-580, pan-Raf kinase inhibitor",,0.218,,ctrp_MLN2480,0.218,.+.
nvp-bez235,PI3K/mTOR inhibitor,,0.215,,ctrp_NVP-BEZ235,0.215,.+.
brd-k01737880,Not Clinically Relevant,,0.215,,ctrp_BRD-K01737880,0.215,.+.
stemregenin 1,Not Clinically Relevant,,0.214,,ctrp_StemRegenin 1,0.214,.+.
"1s,3r-rsl-3",Not Clinically Relevant,,0.212,,"ctrp_1S,3R-RSL-3",0.212,.+.
palmostatin b,Not Clinically Relevant,,0.212,,ctrp_palmostatin B,0.212,.+.
ku 0060648,Not Clinically Relevant,,0.21100000000000002,,ctrp_KU 0060648,0.211,.+.
oligomycin a,Not Clinically Relevant,,0.209,,ctrp_oligomycin A,0.209,.+.
ml320,Not Clinically Relevant,,0.207,,ctrp_ML320,0.207,.+.
aew541,Not Clinically Relevant,,,0.205,ccle_AEW541,0.205,..+
sid 26681509,Not Clinically Relevant,,0.205,,ctrp_SID 26681509,0.205,.+.
sns-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,0.2,,ctrp_SNS-032,0.2,.+.
lovastatin,"HMG-CoA reductase inhibitor,",,0.198,,ctrp_lovastatin,0.198,.+.
tg-101348,JAK2 inhibitor,,0.198,,ctrp_TG-101348,0.198,.+.
topotecan,Topo I inhibitor,,0.316,-0.207,ccle_Topotecan,0.055,.+-
etoposide,Topo II inhibitor,-0.249,0.301,,gdsc_Etoposide,0.026,-+.
serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.35700000000000004,0.391,,gdsc_Serdemetan,0.017,-+.
doxorubicin,"Topo II inhibitor, DNA intercalator",-0.261,0.27,,gdsc_Doxorubicin,0.005,-+.
raf265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.215,-0.21600000000000003,ccle_RAF265,-0.001,.+-
sn-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.321,0.311,,gdsc_SN-38,-0.005,-+.
nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.249,-0.271,ccle_Nutlin-3,-0.011,.+-
gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.258,0.237,,gdsc_Gemcitabine,-0.011,-+.
bi-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.295,0.263,,gdsc_BI-2536,-0.016,-+.
docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.309,0.263,,gdsc_Docetaxel,-0.023,-+.
pik-93,Not Clinically Relevant,-0.306,0.254,,gdsc_PIK-93,-0.026,-+.
azd7762, Chk1 / Chk2 inhibitor,-0.298,0.244,,gdsc_AZD7762,-0.027,-+.
olaparib,PARP Inhibitor,-0.418,0.35600000000000004,,gdsc_Olaparib,-0.031,-+.
tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.415,0.337,,gdsc_Tamoxifen,-0.039,-+.
mg-132,Not Clinically Relevant,-0.361,0.282,,gdsc_MG-132,-0.04,-+.
mk-2206,Akt1/2/3 inhibitor,-0.35600000000000004,0.268,,gdsc_MK-2206,-0.044,-+.
bms-345541,Not Clinically Relevant,-0.315,0.222,,gdsc_BMS-345541,-0.046,-+.
zstk474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.34700000000000003,0.247,,gdsc_ZSTK474,-0.05,-+.
bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.45799999999999996,0.358,,gdsc_Bexarotene,-0.05,-+.
piperlongumine,Not Clinically Relevant,-0.37,0.249,,gdsc_Piperlongumine,-0.06,-+.
ku-55933,Not Clinically Relevant,-0.418,0.289,,gdsc_KU-55933,-0.064,-+.
plx-4720,Not Clinically Relevant,-0.478,0.344,,gdsc_PLX-4720,-0.067,-+.
bms-536924,Not Clinically Relevant,-0.391,0.257,,gdsc_BMS-536924,-0.067,-+.
sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.419,0.282,,gdsc_Sunitinib,-0.068,-+.
dabrafenib,Braf (V600E) inhibitor,-0.57,0.434,,gdsc_Dabrafenib,-0.068,-+.
cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.444,0.304,,gdsc_Cabozantinib,-0.07,-+.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",-0.35700000000000004,0.217,,gdsc_PHA-793887,-0.07,-+.
azd8055,mTOR inhibitor,-0.34299999999999997,0.2,,gdsc_AZD8055,-0.071,-+.
tpca-1,Not Clinically Relevant,-0.39399999999999996,0.24,,gdsc_TPCA-1,-0.077,-+.
axitinib,"VEGFR, c-KIT and PDGFR inhibitor",-0.521,0.363,,gdsc_Axitinib,-0.079,-+.
temozolomide,alkylating agent,-0.424,0.262,,gdsc_Temozolomide,-0.081,-+.
temsirolimus,Not Clinically Relevant,-0.423,0.254,,gdsc_Temsirolimus,-0.084,-+.
nvp-tae684,Not Clinically Relevant,-0.43200000000000005,0.261,,gdsc_NVP-TAE684,-0.086,-+.
pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.397,0.21100000000000002,,gdsc_Pevonedistat,-0.093,-+.
tretinoin,Retinoid,-0.583,0.391,,gdsc_Tretinoin,-0.096,-+.
chir-99021,Not Clinically Relevant,-0.433,0.24100000000000002,,gdsc_CHIR-99021,-0.096,-+.
azd6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.47200000000000003,0.273,,gdsc_AZD6482,-0.1,-+.
paclitaxel,disrupts microtubule dynamics,-0.32899999999999996,0.233,-0.204,gdsc_Paclitaxel,-0.1,-+-
tivozanib,VEGFR inhibitor,-0.51,0.309,,gdsc_Tivozanib,-0.1,-+.
bortezomib,proteasome inhibitor (Velcade),-0.42700000000000005,0.22,,gdsc_Bortezomib,-0.104,-+.
masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.455,0.226,,gdsc_Masitinib,-0.114,-+.
pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.52,0.28800000000000003,,gdsc_Pazopanib,-0.116,-+.
parthenolide,Not Clinically Relevant,-0.486,0.239,,gdsc_Parthenolide,-0.124,-+.
pac-1,Not Clinically Relevant,-0.499,0.245,,gdsc_PAC-1,-0.127,-+.
crizotinib,"ALK, ROS1 and MET inhibitor",-0.552,0.265,,gdsc_Crizotinib,-0.144,-+.
sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.527,0.29,-0.23399999999999999,gdsc_Sorafenib,-0.157,-+-
brd-k71935468,Not Clinically Relevant,,-0.174,,ctrp_BRD-K71935468,-0.174,.-.
brd-k33514849,Not Clinically Relevant,,-0.17600000000000002,,ctrp_BRD-K33514849,-0.176,.-.
azd0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.19699999999999998,ccle_AZD0530,-0.197,..-
quizartinib,Flt3 inhibitor,-0.672,0.263,,gdsc_Quizartinib,-0.205,-+.
brd-k63431240,Not Clinically Relevant,,-0.20600000000000002,,ctrp_BRD-K63431240,-0.206,.-.
mitomycin-c,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",-0.21100000000000002,,,gdsc_Mitomycin-C,-0.211,-..
brd8958,Not Clinically Relevant,,-0.213,,ctrp_BRD8958,-0.213,.-.
vandetanib,"VEGFR, EGFR and RET inhibitor",,-0.21600000000000003,,ctrp_vandetanib,-0.216,.-.
methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",-0.272,-0.16699999999999998,,gdsc_Methotrexate,-0.22,--.
thz-2-102-1,Not Clinically Relevant,-0.221,,,gdsc_THZ-2-102-1,-0.221,-..
bec,Not Clinically Relevant,,-0.223,,ctrp_BEC,-0.223,.-.
tae684,Not Clinically Relevant,,,-0.226,ccle_TAE684,-0.226,..-
bafilomycin a1,Not Clinically Relevant,,-0.22699999999999998,,ctrp_bafilomycin A1,-0.227,.-.
mln2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,-0.228,,ctrp_MLN2238,-0.228,.-.
17-aag,Not Clinically Relevant,,,-0.231,ccle_17-AAG,-0.231,..-
tki258,Not Clinically Relevant,,,-0.233,ccle_TKI258,-0.233,..-
pd-0325901,Not Clinically Relevant,,,-0.23399999999999999,ccle_PD-0325901,-0.234,..-
brd-k97651142,Not Clinically Relevant,,-0.23399999999999999,,ctrp_BRD-K97651142,-0.234,.-.
zd-6474,"VEGFR, EGFR and RET inhibitor",,,-0.237,ccle_ZD-6474,-0.237,..-
ml258,Not Clinically Relevant,,-0.243,,ctrp_ML258,-0.243,.-.
sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",-0.243,,,gdsc_Sepantronium bromide,-0.243,-..
betulinic acid,Not Clinically Relevant,,-0.243,,ctrp_betulinic acid,-0.243,.-.
ver-155008,Not Clinically Relevant,,-0.243,,ctrp_VER-155008,-0.243,.-.
pf2341066,"ALK, ROS1 and MET inhibitor",,,-0.245,ccle_PF2341066,-0.245,..-
pyrazolanthrone,Not Clinically Relevant,,-0.245,,ctrp_pyrazolanthrone,-0.245,.-.
brd-k55116708,Not Clinically Relevant,,-0.24600000000000002,,ctrp_BRD-K55116708,-0.246,.-.
valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.247,,ctrp_valdecoxib,-0.247,.-.
spautin-1,Not Clinically Relevant,,-0.247,,ctrp_spautin-1,-0.247,.-.
brefeldin a,Not Clinically Relevant,,-0.247,,ctrp_brefeldin A,-0.247,.-.
tw 37,Not Clinically Relevant,-0.248,,,gdsc_TW 37,-0.248,-..
marinopyrrole a,Not Clinically Relevant,,-0.251,,ctrp_marinopyrrole A,-0.251,.-.
gw843682x,Not Clinically Relevant,-0.252,,,gdsc_GW843682X,-0.252,-..
brd-k48477130,Not Clinically Relevant,,-0.252,,ctrp_BRD-K48477130,-0.252,.-.
camptothecin,Not Clinically Relevant,-0.253,,,gdsc_Camptothecin,-0.253,-..
triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,-0.253,,ctrp_triptolide,-0.253,.-.
khs101,Not Clinically Relevant,,-0.254,,ctrp_KHS101,-0.254,.-.
ipa-3,Not Clinically Relevant,-0.254,,,gdsc_IPA-3,-0.254,-..
brd-k09344309,Not Clinically Relevant,,-0.254,,ctrp_BRD-K09344309,-0.254,.-.
brd-a05715709,Not Clinically Relevant,,-0.257,,ctrp_BRD-A05715709,-0.257,.-.
avicin d,Not Clinically Relevant,,-0.257,,ctrp_avicin D,-0.257,.-.
fluorouracil,antimetabolite,,-0.257,,ctrp_fluorouracil,-0.257,.-.
irinotecan,"aka CPT-11, inhibitor of Topo I",,,-0.257,ccle_Irinotecan,-0.257,..-
brd-k14844214,Not Clinically Relevant,,-0.258,,ctrp_BRD-K14844214,-0.258,.-.
azd7545,Not Clinically Relevant,,-0.258,,ctrp_AZD7545,-0.258,.-.
c6-ceramide,Not Clinically Relevant,,-0.258,,ctrp_C6-ceramide,-0.258,.-.
snx-2112,Not Clinically Relevant,-0.293,-0.225,,gdsc_SNX-2112,-0.259,--.
neratinib,Her2 and EGFR inhibitor,,-0.259,,ctrp_neratinib,-0.259,.-.
sb590885,Not Clinically Relevant,-0.261,,,gdsc_SB590885,-0.261,-..
ku-60019,Not Clinically Relevant,,-0.262,,ctrp_KU-60019,-0.262,.-.
cp466722,Not Clinically Relevant,-0.262,,,gdsc_CP466722,-0.262,-..
elesclomol,Not Clinically Relevant,-0.263,,,gdsc_Elesclomol,-0.263,-..
tosedostat,inhibitor of the M1 family of aminopeptidases,,-0.263,,ctrp_tosedostat,-0.263,.-.
at13387,Selective potent Hsp90 inhibitor,,-0.264,,ctrp_AT13387,-0.264,.-.
cid-5951923,Not Clinically Relevant,,-0.266,,ctrp_CID-5951923,-0.266,.-.
npc-26,Not Clinically Relevant,,-0.266,,ctrp_NPC-26,-0.266,.-.
dacinostat,Not Clinically Relevant,-0.266,,,gdsc_Dacinostat,-0.266,-..
way-362450,Not Clinically Relevant,,-0.266,,ctrp_WAY-362450,-0.266,.-.
azd6244,MEK1 inhibitor,,,-0.268,ccle_AZD6244,-0.268,..-
wiki4,Not Clinically Relevant,-0.268,,,gdsc_WIKI4,-0.268,-..
sr8278,Not Clinically Relevant,,-0.268,,ctrp_SR8278,-0.268,.-.
pd-0332991,CDK4/6 inhibitor,,,-0.268,ccle_PD-0332991,-0.268,..-
jw-7-24-1,Not Clinically Relevant,-0.26899999999999996,,,gdsc_JW-7-24-1,-0.269,-..
jq1,Not Clinically Relevant,-0.26899999999999996,,,gdsc_JQ1,-0.269,-..
nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.272,,ctrp_nelarabine,-0.272,.-.
bcl-lzh-4,Not Clinically Relevant,,-0.272,,ctrp_BCL-LZH-4,-0.272,.-.
col-3,matrix metalloproteinase (MMP) inhibitor,,-0.273,,ctrp_COL-3,-0.273,.-.
brd-k64610608,Not Clinically Relevant,,-0.273,,ctrp_BRD-K64610608,-0.273,.-.
plx4720,Not Clinically Relevant,,,-0.27399999999999997,ccle_PLX4720,-0.274,..-
byl-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,-0.275,,ctrp_BYL-719,-0.275,.-.
ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,-0.275,,ctrp_ifosfamide,-0.275,.-.
5-fluorouracil,antimetabolite,-0.276,,,gdsc_5-Fluorouracil,-0.276,-..
ml029,Not Clinically Relevant,,-0.276,,ctrp_ML029,-0.276,.-.
zg-10,Not Clinically Relevant,-0.27699999999999997,,,gdsc_ZG-10,-0.277,-..
vinorelbine,Not Clinically Relevant,-0.27699999999999997,,,gdsc_Vinorelbine,-0.277,-..
ml334 diastereomer,Not Clinically Relevant,,-0.278,,ctrp_ML334 diastereomer,-0.278,.-.
lestauritinib,Not Clinically Relevant,-0.27899999999999997,,,gdsc_Lestauritinib,-0.279,-..
fumonisin b1,Not Clinically Relevant,,-0.27899999999999997,,ctrp_fumonisin B1,-0.279,.-.
austocystin d,Not Clinically Relevant,,-0.27899999999999997,,ctrp_austocystin D,-0.279,.-.
erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.281,,ctrp_erismodegib,-0.281,.-.
dmog,Not Clinically Relevant,-0.282,,,gdsc_DMOG,-0.282,-..
azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.282,,ctrp_azacitidine,-0.282,.-.
canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.28300000000000003,,ctrp_canertinib,-0.283,.-.
mi-1,Not Clinically Relevant,,-0.28300000000000003,,ctrp_MI-1,-0.283,.-.
vaf-347,Not Clinically Relevant,,-0.28300000000000003,,ctrp_VAF-347,-0.283,.-.
seliciclib,Not Clinically Relevant,-0.284,,,gdsc_Seliciclib,-0.284,-..
brd-k27986637,Not Clinically Relevant,,-0.284,,ctrp_BRD-K27986637,-0.284,.-.
aa-cocf3,Not Clinically Relevant,,-0.285,,ctrp_AA-COCF3,-0.285,.-.
lapatinib,HER2/EGFR inhibitor,-0.304,-0.28600000000000003,-0.264,gdsc_Lapatinib,-0.285,---
gdc-0879,Not Clinically Relevant,,-0.28600000000000003,,ctrp_GDC-0879,-0.286,.-.
saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.316,-0.256,,gdsc_Saracatinib,-0.286,--.
pd318088,Not Clinically Relevant,,-0.289,,ctrp_PD318088,-0.289,.-.
istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,-0.29,,ctrp_istradefylline,-0.29,.-.
a-804598,Not Clinically Relevant,,-0.29,,ctrp_A-804598,-0.29,.-.
bx796,Not Clinically Relevant,-0.29,,,gdsc_BX796,-0.29,-..
nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.225,-0.32,-0.33399999999999996,ccle_Nilotinib,-0.293,---
l-685458,Not Clinically Relevant,,-0.305,-0.281,ctrp_L-685458,-0.293,.--
osi-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.34,-0.249,,gdsc_OSI-930,-0.294,--.
epothilone b,Not Clinically Relevant,-0.295,,,gdsc_Epothilone B,-0.295,-..
phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.29600000000000004,,,gdsc_Phenformin,-0.296,-..
sj-172550,Not Clinically Relevant,,-0.29600000000000004,,ctrp_SJ-172550,-0.296,.-.
decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,-0.29600000000000004,,ctrp_decitabine,-0.296,.-.
thz-2-49,Not Clinically Relevant,-0.297,,,gdsc_THZ-2-49,-0.297,-..
brd-k04800985,Not Clinically Relevant,,-0.298,,ctrp_BRD-K04800985,-0.298,.-.
brd-k16147474,Not Clinically Relevant,,-0.299,,ctrp_BRD-K16147474,-0.299,.-.
vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.299,,,gdsc_Vinblastine,-0.299,-..
ng-25,Not Clinically Relevant,-0.3,,,gdsc_NG-25,-0.3,-..
gsk4112,Not Clinically Relevant,,-0.3,,ctrp_GSK4112,-0.3,.-.
bay-61-3606,Not Clinically Relevant,-0.3,,,gdsc_BAY-61-3606,-0.3,-..
s-trityl-l-cysteine,Not Clinically Relevant,-0.3,,,gdsc_S-Trityl-L-cysteine,-0.3,-..
at-7519,Not Clinically Relevant,-0.302,,,gdsc_AT-7519,-0.302,-..
myriocin,Not Clinically Relevant,,-0.302,,ctrp_myriocin,-0.302,.-.
brd-k33199242,Not Clinically Relevant,,-0.302,,ctrp_BRD-K33199242,-0.302,.-.
imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.252,-0.354,,ctrp_imatinib,-0.303,--.
hg-5-113-01,Not Clinically Relevant,-0.303,,,gdsc_HG-5-113-01,-0.303,-..
omipalisib,Not Clinically Relevant,-0.304,,,gdsc_Omipalisib,-0.304,-..
cbb-1007,Not Clinically Relevant,,-0.304,,ctrp_CBB-1007,-0.304,.-.
brd-k50799972,Not Clinically Relevant,,-0.307,,ctrp_BRD-K50799972,-0.307,.-.
gsk650394,Not Clinically Relevant,-0.312,,,gdsc_GSK650394,-0.312,-..
pyrimethamine,Not Clinically Relevant,-0.312,,,gdsc_Pyrimethamine,-0.312,-..
cmk,Not Clinically Relevant,-0.313,,,gdsc_CMK,-0.313,-..
i-bet-762,Not Clinically Relevant,-0.313,,,gdsc_I-BET-762,-0.313,-..
ipr-456,Not Clinically Relevant,,-0.313,,ctrp_IPR-456,-0.313,.-.
yk-4-279,Not Clinically Relevant,-0.313,,,gdsc_YK-4-279,-0.313,-..
as605240,Not Clinically Relevant,-0.314,,,gdsc_AS605240,-0.314,-..
shikonin,Not Clinically Relevant,-0.316,,,gdsc_Shikonin,-0.316,-..
pf-543,Not Clinically Relevant,,-0.318,,ctrp_PF-543,-0.318,.-.
abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.318,,ctrp_abiraterone,-0.318,.-.
erlotinib,EGFR inhibitor (Tarceva),-0.289,-0.37200000000000005,-0.292,ctrp_erlotinib,-0.318,---
hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,-0.318,,ctrp_hyperforin,-0.318,.-.
tl-1-85,Not Clinically Relevant,-0.319,,,gdsc_TL-1-85,-0.319,-..
panobinostat,HDAC inhibitor,,,-0.32,ccle_Panobinostat,-0.32,..-
kin001-244,Not Clinically Relevant,-0.32,,,gdsc_KIN001-244,-0.32,-..
pfi-1,Not Clinically Relevant,-0.321,,,gdsc_PFI-1,-0.321,-..
a-443654,Not Clinically Relevant,-0.32299999999999995,,,gdsc_A-443654,-0.323,-..
pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.32299999999999995,,,gdsc_Pictilisib,-0.323,-..
veliparib,PARP inhibitor.,-0.41200000000000003,-0.23399999999999999,,gdsc_Veliparib,-0.323,--.
brd-k09587429,Not Clinically Relevant,,-0.324,,ctrp_BRD-K09587429,-0.324,.-.
trametinib,MEK inhibitor (MEK1 and MEK2),-0.384,-0.264,,gdsc_Trametinib,-0.324,--.
fedratinib,JAK2 inhibitor,-0.325,,,gdsc_Fedratinib,-0.325,-..
jq12,Not Clinically Relevant,-0.326,,,gdsc_JQ12,-0.326,-..
cct-018159,Not Clinically Relevant,-0.327,,,gdsc_CCT-018159,-0.327,-..
etomoxir,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)",,-0.327,,ctrp_etomoxir,-0.327,.-.
brd-k41597374,Not Clinically Relevant,,-0.32799999999999996,,ctrp_BRD-K41597374,-0.328,.-.
thapsigargin,Not Clinically Relevant,-0.32799999999999996,,,gdsc_Thapsigargin,-0.328,-..
ibrutinib,BTK kinase inhibitor,,-0.32799999999999996,,ctrp_ibrutinib,-0.328,.-.
ic-87114,Not Clinically Relevant,,-0.32899999999999996,,ctrp_IC-87114,-0.329,.-.
procarbazine,alkylating agent,,-0.331,,ctrp_procarbazine,-0.331,.-.
rita,Not Clinically Relevant,,-0.33299999999999996,,ctrp_RITA,-0.333,.-.
osu-03012,Not Clinically Relevant,-0.33399999999999996,,,gdsc_OSU-03012,-0.334,-..
pd 153035,Not Clinically Relevant,,-0.336,,ctrp_PD 153035,-0.336,.-.
cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.337,,,gdsc_Cytarabine,-0.337,-..
brd-k52037352,Not Clinically Relevant,,-0.33799999999999997,,ctrp_BRD-K52037352,-0.338,.-.
dasatinib,"BCR-Abl, Src, c-Kit inhibitor",-0.387,-0.293,,gdsc_Dasatinib,-0.34,--.
zibotentan,Not Clinically Relevant,-0.34,,,gdsc_Zibotentan,-0.34,-..
