drug_name,MB009
"3,3'-diindolylmethane",0.8371999999999999
ALG2,0.8371
etoposide,0.8371
ALW-II-38-3,0.8369
SNAI3,0.8369
RS-67333,0.8368000000000001
WT-171,0.8365
RIOK2,0.8365
SRSF8,0.8358
CGP-37157,0.8358
PLCG1,0.8356
DNAJB6,0.8355
LCMT1,0.8351000000000001
KIAA0922,0.8351000000000001
tyrphostin-B44,0.8347
capsazepine,0.8345999999999999
SLC6A8,0.8345
DNA synthesis inhibitor,0.8340000000000001
MAN2B1,0.8339
RBM15,0.8334999999999999
MAP2K1,0.8334999999999999
APEH,0.8334
EML3,0.8331999999999999
NAT10,0.8328
Sterol demethylase inhibitor,0.8327
docosatrienoic-acid,0.8326
CASP10,0.8326
BUB1B,0.8326
methazolamide,0.8321999999999999
TYRO3,0.8318000000000001
ANXA3,0.8314
resmethrin,0.8314
DENND2D,0.8311
CIAPIN1,0.8303
Akt Signaling GOF,0.8303
DTX2,0.8301000000000001
SNRNP70,0.8294
ZNF764,0.8289
LAMA3,0.8289
AP2M1,0.8289
fludarabine,0.8283
HAX1,0.8283
CGRRF1,0.8281999999999999
TIMM50,0.828
ITPKA,0.8278
rhodomyrtoxin,0.8271
perospirone,0.8268000000000001
SLC1A4,0.8266
PPIG,0.8262
memantine,0.8256999999999999
BIK,0.8253
COX6C,0.8251000000000001
IFIH1,0.8251000000000001
SORT1,0.8249
UFD1L,0.8248000000000001
nocodazole,0.8248000000000001
ABCC1,0.8245
puromycin,0.8245
PREB,0.8240000000000001
WNT11,0.8239
ORM1,0.8238
PUS10,0.8237000000000001
HOXC9,0.8236
MR-16728,0.8234999999999999
CTSL2,0.8234
danazol,0.8231999999999999
ataluren,0.8231999999999999
SOX4,0.8231
POLR2I,0.8231
BX-795,0.8222
LDLR,0.8220000000000001
ARNTL2,0.8219
RBBP7,0.8217
SRC-kinase-inhibitor-II,0.8216
ZNF519,0.8214
PSEN1,0.8212
ZFP28,0.821
15-delta-prostaglandin-j2,0.821
PDHA1,0.8207
GSTT1,0.8206
IFI30,0.8201
PIM1,0.82
BRD-K06817181,0.82
ZNF395,0.8198000000000001
TCEB3,0.8190999999999999
NUMB,0.8190999999999999
STAT6,0.8186
luzindole,0.8183
GRN,0.8181999999999999
anpirtoline,0.8181
TGM2,0.8178
SU-1498,0.8175
ZNF444,0.8170000000000001
ZM-323881,0.8169
GSK-0660,0.8168000000000001
KIF5B,0.8168000000000001
ARX,0.8168000000000001
tretinoin,0.8167
FXR antagonist,0.8165
ZNF586,0.8164
tadalafil,0.8162999999999999
RPS3,0.8162999999999999
PSMD5,0.8162
midazolam,0.816
PCGF3,0.8158
BTRC,0.8158
TG100-115,0.8158
VKORC1,0.8157
SLC22A5,0.8156
POU2F1,0.8156
cefatrizine,0.8149
psoromic-acid,0.8146
CNNM2,0.8145
BRD-K72817452,0.8143
VEGFA,0.8142
PAK4,0.8140999999999999
HG-5-88-01,0.8140000000000001
TBP,0.8139
guggulsterone,0.8139
B2M,0.8137000000000001
PKC activator,0.8136
TGX-221,0.8134999999999999
tipifarnib,0.8134999999999999
IRS1,0.8131999999999999
ZBTB5,0.8131
ICMT,0.8128
ZNF488,0.8128
HIST1H2BK,0.8126000000000001
pregnenolone,0.8126000000000001
ALDH3B2,0.8120999999999999
gliquidone,0.8119
fenoterol,0.8118000000000001
PPP1R13B,0.8118000000000001
TEX10,0.8117
BUD13,0.8112999999999999
5'-guanidinonaltrindole,0.8112999999999999
irbesartan,0.8111
IER3,0.8108
TEK,0.8105
rucaparib,0.8105
amoxapine,0.8103
LY-2140023,0.8103
NOV,0.8101
raltitrexed,0.8099
ATG4A,0.8099
MCHR2,0.8098000000000001
MRS-1754,0.8096
HEY1,0.8093
CXCL2,0.8093
ACADSB,0.8093
CRY1,0.809
talampicillin,0.809
PRKAA2,0.8089
alfacalcidol,0.8088
TRIM9,0.8079999999999999
SET,0.8072
NDUFS3,0.8070999999999999
ZC3H4,0.807
SLC25A3,0.8067
TPD52L3,0.8066
xanthohumol,0.8061
BAD,0.8059000000000001
RPIA,0.8057
SMC4,0.8054000000000001
JUNB,0.8051999999999999
STK24,0.8051999999999999
dinoprostone,0.8051999999999999
TLE1,0.8048000000000001
apicidin,0.8047
AXIN1,0.8042
TIMP4,0.804
SOCS4,0.8037000000000001
B4GALT4,0.8036
U-0126,0.8036
TARBP2,0.8031999999999999
ICI-199441,0.8031999999999999
oxibendazole,0.8031999999999999
tomelukast,0.8029000000000001
XRCC6,0.8026000000000001
domperidone,0.8025
LDHA,0.8022
FGFR3,0.8020999999999999
dihydroergotamine,0.8019
hydrastine,0.8014
CXCR7,0.8009999999999999
DUSP9,0.8009000000000001
ACTN4,0.8009000000000001
PITPNA,0.8005
GNA11,0.8003
UBP1,0.8003
homosalate,0.8001
HERPUD1,0.7998000000000001
CYB561,0.7997
SLC39A8,0.7996
ZC3HC1,0.7993000000000001
NSA2,0.7992
DLGAP5,0.799
TRAP1,0.799
ARL4C,0.799
Phospholipases LOF,0.799
PRDM4,0.7985
RXFP1,0.7985
clebopride,0.7984
LAMP2,0.7981999999999999
PHYH,0.7979999999999999
DNTTIP2,0.7976000000000001
timolol,0.7973
BRD-K39187410,0.7970999999999999
AHCY,0.797
TAF15,0.7968000000000001
S100A13,0.7966
ZBED1,0.7966
CLPX,0.7965000000000001
GW-9662,0.7962
BRD-K19985802,0.7957
Sigma receptor antagonist,0.7957
toremifene,0.7956
CXADR,0.795
FADS2,0.7948999999999999
cilnidipine,0.7948000000000001
lidocaine,0.7944
EIF2B5,0.7942
IL13RA1,0.7935
"methyl-2,5-dihydroxycinnamate",0.7933
LACC1,0.7931999999999999
MCOLN1,0.7929999999999999
RIPK2,0.7929
RS-504393,0.7927
ZNF200,0.7926000000000001
PPP2CA,0.7925
SYK,0.792
SUCNR1,0.792
vardenafil,0.7918999999999999
MED7,0.7916
FAM120A,0.7916
PHF16,0.7908
PPT1,0.7905
IMPDH1,0.7905
PIK3R1,0.7904000000000001
BUD13,0.7904000000000001
KLF4,0.7902
SB-218795,0.7901
GR-55562,0.7898000000000001
PARP15,0.7895
CLOCK,0.7888
C1S,0.7887000000000001
HPRT1,0.7887000000000001
CDK4,0.7885
chloroquine,0.7884
estropipate,0.7883
MAOB,0.7881
TPI1,0.7879
FBRS,0.7879
sertaconazole,0.7878000000000001
ETV1,0.7877
atovaquone,0.7876000000000001
SERPINB5,0.7875
ZSCAN29,0.7872
ITGAE,0.787
INTS12,0.7866
BCL6,0.7863
LIPT1,0.7863
NMRAL1,0.7857999999999999
DRAP1,0.7857
BAMBI,0.7855
ZNF74,0.7853
securinine,0.7852
RPS6KA3,0.7848
anagrelide,0.7845
ZAP70,0.7845
KDM5B,0.7844
BTG3,0.7841
zaprinast,0.7839
ALDH3A1,0.7828
SMAD6,0.7826000000000001
naftopidil,0.7822
GLOD4,0.782
iopanoic-acid,0.7812
CSNK1A1L,0.7807999999999999
galantamine,0.7807999999999999
NS-3694,0.7807
SSX2,0.7805
SPHK2,0.7798999999999999
PSMB10,0.7798999999999999
GUSB,0.7798
EMF-BCA1-64,0.7797
TRIM27,0.7795000000000001
PCGF1,0.7793000000000001
ABHD4,0.7792
CCND2,0.7792
DTNA,0.7791
COASY,0.779
neurodazine,0.779
LEPREL1,0.7784
PHF19,0.7781
phenoxybenzamine,0.7779
FOSL1,0.7777
fillalbin,0.7775
CEP55,0.7775
vorinostat,0.7772
PLA2G12B,0.777
SPEN,0.7768
C2,0.7767000000000001
NAGPA,0.7765000000000001
ZNF548,0.7757999999999999
ICAM1,0.7757
OPN5,0.7756000000000001
BNIP2,0.7756000000000001
JX-401,0.7753
PRKCH,0.7753
DCXR,0.7752
oxybutynin,0.7748999999999999
MBOAT7,0.7748
doxapram,0.7746999999999999
SHB,0.7745000000000001
DHX16,0.7745000000000001
NUDT14,0.7744
PET112,0.7742
VAPB,0.7741
FBXL19,0.774
STX4,0.7739
ZNF200,0.7737999999999999
GNG8,0.7735
pyrvinium-pamoate,0.7734000000000001
FOXR1,0.7731999999999999
EGR1,0.773
HMG20B,0.7729
HC-toxin,0.7726000000000001
embelin,0.7723
CERS4,0.7719
LYPLA1,0.7717
HSD17B4,0.7715000000000001
ITGB1,0.7713
ZNF133,0.7711
SERPINA7,0.7709
STAP2,0.7706999999999999
CREBBP,0.7702
reserpine,0.7702
TRADD,0.7701
zebularine,0.7698
hydrocortisone,0.7692
ARHGDIB,0.7689
PAM,0.7687
CXCR4,0.7686
capecitabine,0.7686
RAD51C,0.7685
dexamethasone,0.7684000000000001
CXCR2,0.7684000000000001
NU-1025,0.7681999999999999
IKZF1,0.7681
RYBP,0.768
ODQ,0.7679
morphothebaine,0.7679
mexiletine,0.7678
nTZDpa,0.7678
GJA1,0.7676999999999999
RASSF2,0.7676999999999999
FOXN3,0.7675
FOSL2,0.7673000000000001
GPR19,0.7673000000000001
C1ORF106,0.7668
RO-19-4605,0.7664
WZ-3146,0.7659
STK38,0.7658
UAP1,0.7658
norethisterone,0.7646
diethyltoluamide,0.7644
SERPINA1,0.764
resveratrol,0.7637999999999999
proxyfan,0.7637
anabasine,0.7637
TLK2,0.7637
felodipine,0.7635
PLCB1,0.7631
TUBB4B,0.7629
chlortalidone,0.7628
UCHL1,0.7626000000000001
naltrexone,0.7624
SLC25A22,0.7623000000000001
liquiritigenin,0.7622
ivachtin,0.7618
BMP2,0.7618
ebelactone-b,0.7612000000000001
GABRP,0.7611
UBE2E3,0.7611
Serpin peptidase inhibitors LOF,0.7611
etamivan,0.7609
GSK3B,0.7608
TRAM2,0.7608
cucurbitacin-i,0.7606999999999999
POLR1E,0.7606
KCNMA1,0.7601
RPA2,0.76
BRD-A54632525,0.76
CEACAM6,0.7595999999999999
dimercaptosuccinic-acid,0.7589
entacapone,0.7585
LOXL1,0.7585
CSK,0.7585
NFKBIE,0.7575
BARX1,0.7574
deracoxib,0.7573000000000001
valaciclovir,0.7570999999999999
ZNF462,0.7568
fluorometholone,0.7567
ZNF268,0.7559999999999999
OXA1L,0.7559
AR-C133057XX,0.7556
latrepirdine,0.7556
SYPL1,0.7555
teniposide,0.7555
hydrocortisone,0.7554000000000001
E2F3,0.7553
NKIRAS1,0.7548
NET1,0.7545000000000001
BRD-A05680309,0.7544
CAPNS2,0.7541
LIAS,0.7537999999999999
diloxanide,0.753
TRAF6,0.7528
HCAR1,0.7526999999999999
JAK2,0.7526
PIN1,0.7522
androstenedione,0.7521
TRIB1,0.7515999999999999
PRKAB2,0.7515999999999999
Targets of VEGFR inhibitors GOF,0.7515000000000001
CTLA4,0.7513
AARS,0.7509999999999999
ZMPSTE24,0.7509999999999999
VEGF-receptor-2-kinase-inhibitor-IV,0.7509
docetaxel,0.7506
NISCH,0.7505
BIRC2,0.7504000000000001
GPR148,0.7501000000000001
tranilast,0.7495
ARC-239,0.7492
etoposide,0.7490000000000001
CCDC92,0.7489
ozagrel,0.7487999999999999
JTE-907,0.7487
triamterene,0.7486
SC5DL,0.7486
acetyl-farnesyl-cysteine,0.7484999999999999
PU-H71,0.7484999999999999
ASMTL,0.7484000000000001
NECA,0.7482
ST-91,0.7482
ZNF77,0.7482
PAQR8,0.7481
ciclacillin,0.7476999999999999
NVP-AUY922,0.7473000000000001
KDELR2,0.7473000000000001
FGFRL1,0.7471
ZNF274,0.7471
SPECC1L,0.747
JAK2,0.7469
ZD-7288,0.7469
ARAF,0.7469
pilocarpine,0.7465999999999999
CEP57,0.7463
PYCR1,0.7463
FIT,0.7462000000000001
BRD-K61106942,0.7456
butoconazole,0.7452
sulforaphane,0.7451000000000001
THBS1,0.7448999999999999
HDAC8,0.7448
ZNF22,0.7448
CDK4,0.7447
piceatannol,0.7445999999999999
U-74389F,0.7440000000000001
BZW2,0.7436
CARD9,0.7434999999999999
telmisartan,0.7434999999999999
BNTX,0.7433
JNJ-26854165,0.743
ABCB6,0.743
LBR,0.7426
NARS,0.7424
PCK1,0.7424
3-methyl-GABA,0.7423000000000001
GW-583340,0.7421
SLC25A20,0.7419
CHN1,0.7418
YAF2,0.7417
Benzodiazepine receptor agonist,0.7414000000000001
GYKI-52466,0.7414000000000001
UXT,0.7413
VPS28,0.7409
FCGR2A,0.7404999999999999
BRD-K34608650,0.74
ABCF3,0.7399
PD-198306,0.7398
brinzolamide,0.7395999999999999
GDC-0879,0.7393000000000001
UBTF,0.7391
DICER1,0.7389
BRD-K07872006,0.7387
MCOLN1,0.7384999999999999
BAX,0.7383
tyrphostin-AG-112,0.738
YM-298198,0.7375
VAT1,0.7371
STK17A,0.7368000000000001
IFNB1,0.7368000000000001
EMD-386088,0.7367
MKI67IP,0.7367
HIBADH,0.7365
CDKN2B,0.7363
ADCY9,0.736
cortisone,0.736
bosentan,0.7359
HOXA6,0.7359
budesonide,0.7356
SQRDL,0.7353000000000001
SOD1,0.7352
BCL2A1,0.7352
razoxane,0.7352
NAB2,0.735
RS-100329,0.735
probenecid,0.7347
PRKDC,0.7345
CREB3L1,0.7343000000000001
TNFRSF1A,0.7343000000000001
BRL-50481,0.7338
IAA-94,0.7337
mercaptopurine,0.7337
CTSK,0.7336
RO-28-1675,0.7334999999999999
OR52B2,0.7333
LPAR5,0.7333
diphencyprone,0.7332
EIF4G1,0.733
ZNF266,0.733
TRAF2,0.7329000000000001
NR2C1,0.7326
arctigenin,0.7326
CNQX,0.7322
DDB2,0.7321
IRF7,0.7319
TGFBR1,0.7317
CSNK1A1L,0.7315999999999999
OXGR1,0.7315999999999999
ZNF24,0.7314
Sodium channel blocker,0.731
R-96544,0.731
WIPF2,0.7308
VUF-5681,0.7306999999999999
ATP5O,0.7304999999999999
niguldipine,0.7295999999999999
RAF1,0.7288
ATG5,0.7288
NGRN,0.7281
clobetasol,0.7277
NADH ubiquinone oxidoreductase supernumerary subunits LOF,0.7275
ZNF436,0.727
NONO,0.7259
KLF7,0.7256999999999999
tegafur,0.7256
CDC20,0.7254
TRIM16,0.7252
BRD-A81377415,0.7248
MYLIP,0.7247
RASGRP4,0.7247
ZNF274,0.7247
ARHGEF12,0.7245999999999999
TMEM50A,0.7245999999999999
proadifen,0.7241
NAT1,0.7241
BRF2,0.7239
oligomycin-a,0.7238
GPRC5A,0.7234
HMGA1,0.7232999999999999
depomedrol,0.7231000000000001
albendazole,0.7229000000000001
PRKCI,0.7229000000000001
dobutamine,0.7223999999999999
OXTR,0.7223999999999999
mefenamic-acid,0.7222
MGLL,0.7222
avrainvillamide-analog-5,0.7221
pyridine-2-aldoxime,0.7221
GPR128,0.7219
17-hydroxyprogesterone-caproate,0.7218000000000001
ZNF488,0.7217
GPR123,0.7216
prothionamide,0.7215
HK1,0.7214
RAP1GAP,0.721
PLA2G15,0.7209
VN1R5,0.7208
TPD52L3,0.7204
SPRED2,0.7202
VN1R2,0.7199
FADD,0.7197
ATP5B,0.7195999999999999
SLC38A3,0.7195
TRAPPC6A,0.7191
EGLN2,0.7190000000000001
iobenguane,0.7189
F2RL1,0.7188
HSPA9,0.7187
seneciphylline,0.7184999999999999
BACH2,0.7184
AGTR1,0.7181000000000001
simvastatin,0.718
ATP6V1A,0.7178
TRA2B,0.7177
CP-55940,0.7173999999999999
sinensetin,0.7173
DHRS2,0.7165
KUC103904N,0.7164
LONRF2,0.7162999999999999
NRBF2,0.7161
olaparib,0.7161
acetohydroxamic-acid,0.716
lopinavir,0.7159
ATF3,0.7159
ascorbyl-palmitate,0.7159
PCDH15,0.7159
FTH1,0.715
GANT-58,0.715
acetyl-geranygeranyl-cysteine,0.7149
PRPF6,0.7147
SERPINF2,0.7141
IL21R,0.7137
PD-160170,0.7134999999999999
MEIS2,0.7132999999999999
prostratin,0.713
ramipril,0.7125
IMPDH2,0.7123
droxinostat,0.7121
primidone,0.7120000000000001
formestane,0.7119
RFC5,0.7118000000000001
MTFR1,0.7118000000000001
omeprazole,0.7117
TOMM34,0.7106999999999999
FABP6,0.7106999999999999
FAF1,0.7106
epoxycholesterol,0.7098
MFSD10,0.7095999999999999
PFKFB3,0.7095999999999999
carbetocin,0.7094
PBXIP1,0.7089
CBLB,0.7088
nomifensine,0.7087
KCNN4,0.7082999999999999
NME1,0.7081999999999999
TER-14687,0.7079000000000001
S100A11,0.7078
tretinoin,0.7077
LRRC16A,0.7071999999999999
bithionol,0.7069
SEC16A,0.7068000000000001
KIF20A,0.7067
RPS19,0.7065
PHF13,0.7064
SKP1,0.7062999999999999
SACM1L,0.7062
S100A1,0.7055
CORO1A,0.7054
MCM8,0.705
MK-1775,0.7049
HIV protease inhibitor,0.7045
valsartan,0.7045
SLC25A13,0.7043
dexamethasone,0.7039
ZNF175,0.7031000000000001
verapamil,0.7029000000000001
RBBP4,0.7029000000000001
FCHO1,0.7023999999999999
7b-cis,0.7023999999999999
EPO,0.7017
HTATSF1,0.7015
ANAPC5,0.7014
dexketoprofen,0.701
GFOD2,0.7009000000000001
DYRK3,0.7006999999999999
lysylphenylalanyl-tyrosine,0.7006
SLC22A18,0.7005
ALX-5407,0.7004
Glucocorticoid receptor agonist,0.7003
nifedipine,0.7001999999999999
CMPK1,0.7001000000000001
RSU1,0.7001000000000001
ABT-737,0.6998000000000001
asiaticoside,0.6993
DYNLT3,0.6990999999999999
C2 domain containing LOF,0.6989
EPRS,0.6988
aniracetam,0.6987000000000001
ZRSR2,0.6984999999999999
LIN28B,0.6984
ARFRP1,0.6981999999999999
MTR,0.6975
JWE-035,0.6973
SNX11,0.6970000000000001
GABRB3,0.6969
CFTR,0.6967
PAX8,0.6962999999999999
ZNF32,0.696
SPRED2,0.6958
GPR139,0.6945999999999999
RAI14,0.6945
quipazine,0.6942
ATF5,0.6939
androstenol,0.6938
oxiconazole,0.6937000000000001
SB-216641,0.6936
BRD-K97951054,0.6934999999999999
NLK,0.6934
RS-67506,0.6933
TAOK2,0.6933
PPOX,0.6931999999999999
PDS5B,0.6931999999999999
COPZ1,0.6931
CABIN1,0.6928
NS-1619,0.6928
GPX7,0.6925
BRL-37344,0.6923
ERF,0.6923
PSMA3,0.6922
ISOX,0.6920000000000001
V type ATPases LOF,0.6920000000000001
ULK2,0.6919
ZNF454,0.6917
NDUFS4,0.6912999999999999
HAGH,0.6912
FKBP1A,0.6911
CAB39,0.6909000000000001
VN1R4,0.6907
GABPB2,0.6905
SETDB1,0.6901999999999999
CYP20A1,0.6899
FIBP,0.6898000000000001
PTPN4,0.6895
DHX8,0.6894
LEPRE1,0.6893
lapatinib,0.6888
ID4,0.6887000000000001
15-delta-prostaglandin-j2,0.6886
FAU,0.6883
RND3,0.688
eugenol,0.6877
dexamethasone,0.6872
AZGP1,0.6868000000000001
DAG1,0.6859000000000001
MRS-1220,0.6857
TAAR1,0.6854
CTTN,0.6853
SMAD4,0.6851999999999999
NDUFAB1,0.6851
BAMBI,0.6851
MLN-4924,0.6851
CDH1,0.6846
OPN3,0.6844
ABCA1,0.6844
ZNF672,0.6843
tubacin,0.6838
AES,0.6837000000000001
warfarin,0.6836
VPS26A,0.6834
kitasamycin,0.6834
Tubulin inhibitor,0.6833
GW-0742,0.6829000000000001
PRKAR2B,0.6829000000000001
arecaidine,0.6828
PPP2CB,0.6826000000000001
HSD17B2,0.6823999999999999
HERC6,0.6823999999999999
FANCA,0.6816
gamma-homolinolenic-acid,0.6815000000000001
PRNP,0.6811
nicergoline,0.6809999999999999
ZNF585A,0.6809000000000001
APP,0.6804000000000001
ibuprofen,0.6803
FTase-inhibitor-B581,0.68
rivaroxaban,0.6796
trimethobenzamide,0.6793
HBP1,0.6793
GPR174,0.6792
indole,0.6792
IRF9,0.6781
iso-olomoucine,0.6774
BACE2,0.6769
MYL9,0.6767
MDH1,0.6764
HMBOX1,0.6762
TBC1D9B,0.6759000000000001
vincristine,0.6758
mirtazapine,0.6758
eugenitol,0.6757
FGF9,0.6751999999999999
KUC103420N,0.6751
PPP3CB,0.675
COPS5,0.6748000000000001
U-0124,0.6748000000000001
OAZ1,0.6739
F2R,0.6739
UBR7,0.6737000000000001
metrizamide,0.6736
EXO-1,0.6733
MAGED1,0.6726000000000001
ARPC4,0.6720999999999999
MAST4,0.672
enalaprilat,0.6718999999999999
KITLG,0.6717
PRPF4,0.6717
HIST1H2AC,0.6712
phenethyl-isothiocyanate,0.6705
BML-190,0.6703
LMNA,0.6701
cyclopentolate,0.6689
carmoxirole,0.6689
piceid,0.6688
PPP2R3C,0.6687000000000001
CASP2,0.6687000000000001
GNA15,0.6687000000000001
BIBX-1382,0.6678000000000001
NFIC,0.6677
PEBP1,0.6677
2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol,0.6673
PHF17,0.667
HEBP1,0.6667000000000001
MYCBP,0.6663
ZMYM2,0.6659999999999999
F12,0.6659
SLC35F2,0.6657
altretamine,0.6656
PTF1A,0.6651
LHX4,0.6646
BRD-K63954456,0.6643000000000001
FEN1,0.6640999999999999
MDL-73005EF,0.6640999999999999
LAMTOR3,0.6635
ZBTB49,0.6634
GMEB2,0.6629
TBCB,0.6628000000000001
exemestane,0.6626000000000001
lavendustin-a,0.662
noscapine,0.662
INPP1,0.6614
CP-724714,0.6613
VU-0366037-2,0.6612
DNAJB6,0.6612
SR-142948,0.6611
SLC1A1,0.6607999999999999
LY-288513,0.6607999999999999
MTRR,0.6602
GPRC6A,0.6602
MPZL1,0.6601
ZNF561,0.6597
YM-298198,0.6597
HNF4A,0.6594
SLC37A4,0.6593000000000001
TIMM50,0.6581999999999999
FADS3,0.6579999999999999
ATP5H,0.6579
"1,2-dichlorobenzene",0.6578
OPN4,0.6568999999999999
PIK3CA,0.6566
HLA-DMA,0.6563
ornidazole,0.6559
ZRSR2,0.6552
PSIP1,0.655
tyrphostin-AG-18,0.6542
PIN1,0.6541
safinamide,0.6535
TXLNA,0.6535
GPR82,0.6527
DIDO1,0.652
GPR137,0.652
nadolol,0.6518999999999999
escitalopram,0.6518999999999999
HIC2,0.6517000000000001
FR-122047,0.6511
MAN2A2,0.6507999999999999
HSPA1B,0.6505
NRG1,0.6503
FUS,0.6502
HS3ST3A1,0.6502
zafirlukast,0.6496999999999999
ANKRD49,0.6496
FOSL2,0.6496
WARS,0.6493000000000001
EIF2AK1,0.6491
l-erythro-MAPP,0.6489
mitotane,0.6487
fraxidin,0.6481
NRBF2,0.6479
PCK2,0.6474
CCL2,0.6470999999999999
POLR3B,0.6465000000000001
ganglioside,0.6454000000000001
ADAM10,0.6454000000000001
PPP2R5A,0.6451
RFXANK,0.645
RBBP6,0.6446999999999999
PDIA5,0.6446
mepyramine,0.6445000000000001
VCAN,0.6444
TEAD2,0.6442
ARHGEF11,0.6439
MDL-28170,0.6437
MLLT10,0.6435
Norepinephrine reuptake inhibitor,0.6433
SIX4,0.6429
NSC-94258,0.6426999999999999
RPL22,0.6426999999999999
ATP5G1,0.6426000000000001
pioglitazone,0.6424
AR,0.6423000000000001
metolazone,0.6419
CG-930,0.6413
auraptene,0.6413
SNCA,0.6409
DUSP4,0.6399
PSMB10,0.6396000000000001
FOS transcription factor family GOF,0.6396000000000001
KSR2,0.6395000000000001
KRT26,0.6394
nifekalant,0.6393
ZW10,0.639
DNAJB9,0.639
KCNK1,0.6389
GK,0.6386
cucurbitacin-i,0.6386
HSD17B8,0.6385000000000001
TGFBR2,0.6384000000000001
racephedrine,0.6383
NOD1,0.6382
IFIH1,0.6381
RUVBL2,0.6377
OMDM-2,0.6373
PA2G4,0.6372
vemurafenib,0.637
tropicamide,0.6368
lysergol,0.6367
tyrphostin-A9,0.6367
PVRL2,0.6364
GPR87,0.6363
propylthiouracil,0.636
MDL-11939,0.6358
CROT,0.6356
KLRC1,0.6354
minaprine,0.6347999999999999
naftidrofuryl,0.6346
propofol,0.6345000000000001
dienestrol,0.6343
HSP90AB1,0.6342
ZNF114,0.6338
PLOD1,0.6336999999999999
GART,0.6333
ranolazine,0.6333
pyrazinamide,0.6332
PGF,0.6329
KHDRBS1,0.6328
PSMA5,0.6325999999999999
SRPRB,0.6322
GBR-13069,0.6321
gemcitabine,0.632
GS-39783,0.6315999999999999
QDPR,0.6313
methyllycaconitine,0.6313
PRKCZ,0.6313
ZNF384,0.631
levetiracetam,0.6305
HDAC2,0.6304
ZNF114,0.6297999999999999
SC-560,0.6297
L3MBTL4,0.6297
FERD3L,0.6297
acetyl-geranyl-cysteine,0.6296
tramadol,0.6295000000000001
GRPR,0.6292
erythromycin,0.629
DTX3L,0.629
ESD,0.6288
hesperidin,0.6286999999999999
BAG1,0.6286
SUPT3H,0.6285000000000001
SIK1,0.6285000000000001
YWHAQ,0.6282
PLD2,0.6278
APEH,0.6278
PIGK,0.6274000000000001
HOXA2,0.6273
NRP1,0.6272
TAAR9,0.6269
palonosetron,0.6262
BIRC3,0.6256
pizotifen,0.6255
ZNF333,0.6255
ARID4B,0.6254
evoxine,0.6251
ZFP3,0.6249
EYA1,0.6248
APOM,0.6247
dihydroergocristine,0.6245
CSNK2B,0.6242
AG-957,0.6241
testosterone,0.624
ARAF,0.624
FIS1,0.6235
RCCD1,0.6231
NAGK,0.6225
MICALL1,0.6215999999999999
ZNF134,0.6214999999999999
DHTKD1,0.6214
TCF12,0.6213000000000001
IRF1,0.6207
enalapril,0.6204
ST14,0.6204
IKBKG,0.6204
cyclopamine,0.6199
LPXN,0.6194
molindone,0.6194
damnacanthal,0.619
HTATSF1,0.6188
ERGIC2,0.6186
radicicol,0.6185
POLR3D,0.6179
CSNK1A1,0.6178
HLA-DRB1,0.6178
ZNF133,0.6175999999999999
secoisolariciresinol,0.6175999999999999
cinchonine,0.6175999999999999
GPX1,0.6169
DNA2,0.6165999999999999
cefotiam,0.6164000000000001
guaifenesin,0.6163000000000001
SOX3,0.6162
TKT,0.616
obatoclax,0.6158
EIF3J,0.6157
PTHLH,0.6154999999999999
vindesine,0.6153
HSD17B11,0.6152000000000001
MLLT3,0.6151
ZNF180,0.6151
MYLK2,0.6139
Kruppel like transcription factors LOF,0.6133
ZNF77,0.6128
HO-013,0.6127
EXOSC8,0.6126
TAAR6,0.612
ITGAE,0.6118
GSK-3-inhibitor-IX,0.6117
PPFIBP2,0.6115999999999999
PPAP2B,0.6115999999999999
GLUD2,0.6113000000000001
evodiamine,0.611
P2RY8,0.6109
IB-MECA,0.6103000000000001
halometasone,0.6095
cerivastatin,0.6093999999999999
HCAR1,0.609
estropipate,0.6084
isocarboxazid,0.6084
RPL7,0.6081
SNAI3,0.608
TCTN1,0.608
PD-184352,0.6076
BRD-A61599461,0.6074
MK-5108,0.6069
KB-R7943,0.6068
L-694247,0.6065999999999999
MRS-1845,0.6064
ZNF138,0.606
POU5F1,0.6057
strychnine,0.6054999999999999
ZNF300,0.6054999999999999
BAG6,0.6053999999999999
methotrexate,0.6052000000000001
OGDH,0.6049
CASP9,0.6035
PTPN12,0.6033
ENOPH1,0.603
tacrolimus,0.603
brazilin,0.6028
RPS27A,0.6027
ABCG5,0.6025
TRIM24,0.6025
osthol,0.6024
levocetirizine,0.6023
kinetin-riboside,0.6022
Aromatase inhibitor,0.6021
NSC-632839,0.6018
AKT2,0.6013000000000001
CFL1,0.6011
PTK2B,0.6011
ING3,0.6006
PLA2G12A,0.6003000000000001
ZNF501,0.6
buphenine,0.5997
ZM-306416,0.5997
TOMM22,0.5996
AZI2,0.5992000000000001
THAP11,0.5989
SLC1A6,0.5989
fenpiverinium,0.5988
CD97,0.5987
BRD-A89049230,0.5986
ZNF680,0.5984
dextromethorphan,0.5982999999999999
PSMB8,0.5982999999999999
PTHLH,0.5982999999999999
LHX9,0.598
CFB,0.598
diphenyleneiodonium,0.5976
GPR34,0.5976
GPR114,0.5974
alrestatin,0.5974
CCNB1,0.5972999999999999
EXOC2,0.5967
valdecoxib,0.5966
EXT2,0.5964
selumetinib,0.596
triamcinolone,0.5954999999999999
DECR1,0.5954
