,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
letrozole,cmap_letrozole,"nonsteroidal aromatase inhibitor, prevents estrogen production, used for breast cancer",,,,,-0.7809999999999999,...-,738,154,154.0
thalidomide,ctrp_thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.287,,0.287,0.35600000000000004,.+.+,249,60,154.5
brd-k37390332,ctrp_BRD-K37390332,Not Clinically Relevant,,0.327,,0.327,,.+..,155,309,155.0
etp-46464,ctrp_ETP-46464,Not Clinically Relevant,,0.327,,0.327,,.+..,156,310,156.0
ml031,ctrp_ML031,Not Clinically Relevant,,0.326,,0.326,,.+..,157,311,157.0
pifithrin-mu,ctrp_pifithrin-mu,Not Clinically Relevant,,0.326,,0.326,,.+..,158,312,158.0
ro4929097,ctrp_RO4929097,Notch (gamma secretase) inhibitor,,0.326,,0.326,,.+..,159,313,159.0
tacedinaline,ctrp_tacedinaline,Not Clinically Relevant,,0.326,,0.326,,.+..,160,314,160.0
hli 373,ctrp_HLI 373,Not Clinically Relevant,,0.326,,0.326,,.+..,161,315,161.0
mps-1-in-1,gdsc_MPS-1-IN-1,Not Clinically Relevant,0.325,,,0.325,,+...,162,316,162.0
isoevodiamine,ctrp_isoevodiamine,Not Clinically Relevant,,0.324,,0.324,,.+..,163,317,163.0
bix-01294,ctrp_BIX-01294,Not Clinically Relevant,,0.324,,0.324,,.+..,164,318,164.0
busulfan,cmap_busulfan,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication",,,,,-0.887,...-,739,164,164.0
gossypol,ctrp_gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.28,,0.28,0.457,.+.+,276,53,164.5
riluzole,cmap_riluzole,"Blocks TTX-sensitive sodium channels, and kainate and NMDA glutamate receptors",,,,,-0.892,...-,740,165,165.0
at-406,ctrp_AT-406,Not Clinically Relevant,,0.324,,0.324,,.+..,165,319,165.0
brd-k04800985,ctrp_BRD-K04800985,Not Clinically Relevant,,0.324,,0.324,,.+..,166,320,166.0
daporinad,ctrp_daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.368,0.27699999999999997,,0.322,,++..,168,321,168.0
vincristine,ctrp_vincristine,"binds tubulin, disrupts microtubule dynamics",,0.293,,0.293,-0.20125,.+.+--,235,101,168.0
brd-k85133207,ctrp_BRD-K85133207,Not Clinically Relevant,,0.322,,0.322,,.+..,169,322,169.0
pyr-41,ctrp_PYR-41,Not Clinically Relevant,,0.322,,0.322,,.+..,170,323,170.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.955,...-,741,170,170.0
brd-k80183349,ctrp_BRD-K80183349,Not Clinically Relevant,,0.322,,0.322,,.+..,171,324,171.0
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.265,,0.265,0.784,.+.+,318,25,171.5
zstk-474,cmap_zstk-474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",,,,,-0.97,...-,742,172,172.0
brd-k44224150,ctrp_BRD-K44224150,Not Clinically Relevant,,0.322,,0.322,,.+..,172,325,172.0
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.322,,0.322,,.+..,173,326,173.0
metformin,cmap_metformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,,,,,-0.9840000000000001,...-,743,174,174.0
nsc95397,ctrp_NSC95397,Not Clinically Relevant,,0.321,,0.321,,.+..,174,327,174.0
ym201636,gdsc_YM201636,Not Clinically Relevant,0.321,,,0.321,,+...,175,328,175.0
lbh-589,ctrp_LBH-589,HDAC inhibitor,,0.321,,0.321,,.+..,176,329,176.0
nsc-207895,gdsc_NSC-207895,Not Clinically Relevant,0.32,,,0.32,,+...,177,330,177.0
cil55a,ctrp_CIL55A,Not Clinically Relevant,,0.32,,0.32,,.+..,178,331,178.0
neuronal differentiation inducer iii,ctrp_neuronal differentiation inducer III,Not Clinically Relevant,,0.32,,0.32,,.+..,179,332,179.0
nsc19630,ctrp_NSC19630,Not Clinically Relevant,,0.32,,0.32,,.+..,180,333,180.0
am-580,ctrp_AM-580,Not Clinically Relevant,,0.319,,0.319,,.+..,181,334,181.0
simvastatin,ctrp_simvastatin,"HMG-CoA reductase inhibitor,",,0.273,,0.273,0.32999999999999996,.+.++,299,64,181.5
tipifarnib-p2,ctrp_tipifarnib-P2,Not Clinically Relevant,,0.319,,0.319,,.+..,182,335,182.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.319,,0.319,,.+..,183,336,183.0
alvocidib,ctrp_alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.295,,0.295,-0.594,.+.-,229,137,183.0
fluvastatin,ctrp_fluvastatin,"HMG-CoA reductase inhibitor,",,0.307,,0.307,-0.8759999999999999,.+.-,205,161,183.0
methotrexate,ctrp_methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.287,0.205,,0.246,0.873,++.+,348,18,183.0
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.319,,0.319,,.+..,184,337,184.0
curcumin,ctrp_curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.281,,0.281,-0.184,.+.-,272,97,184.5
brd-k90370028,ctrp_BRD-K90370028,Not Clinically Relevant,,0.318,,0.318,,.+..,185,338,185.0
irinotecan,ccle_Irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.23600000000000002,0.236,0.909,..++,357,14,185.5
azd4547,ctrp_AZD4547,"FGFR-1,2 and 3 inhibitor",,0.318,,0.318,,.+..,186,339,186.0
dacarbazine,ctrp_dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.317,,0.317,,.+..,187,340,187.0
fulvestrant,ctrp_fulvestrant,selective estrogen receptor degrader (SERD),,0.259,,0.259,0.5195,.+.++,331,44,187.5
hc-067047,ctrp_HC-067047,Not Clinically Relevant,,0.317,,0.317,,.+..,188,341,188.0
tg-101348,ctrp_TG-101348,JAK2 inhibitor,,0.243,,0.243,0.8109999999999999,.+.+,354,23,188.5
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.315,,0.315,,.+..,189,342,189.0
mi-2,ctrp_MI-2,Not Clinically Relevant,,0.314,,0.314,,.+..,191,343,191.0
obatoclax,ctrp_obatoclax,Not Clinically Relevant,,0.25,,0.25,0.643,.+.+,344,39,191.5
brd-k02492147,ctrp_BRD-K02492147,Not Clinically Relevant,,0.314,,0.314,,.+..,192,344,192.0
qw-bi-011,ctrp_QW-BI-011,Not Clinically Relevant,,0.314,,0.314,,.+..,193,345,193.0
pifithrin-alpha,ctrp_pifithrin-alpha,Not Clinically Relevant,,0.313,,0.313,,.+..,194,346,194.0
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.313,,0.313,,.+..,195,347,195.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.31,,0.31,,.+..,197,348,197.0
ciclopirox,ctrp_ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.31,,0.31,,.+..,198,349,198.0
brd-k61166597,ctrp_BRD-K61166597,Not Clinically Relevant,,0.31,,0.31,,.+..,199,350,199.0
ku-0063794,ctrp_KU-0063794,Not Clinically Relevant,,0.309,,0.309,,.+..,200,351,200.0
brd-a94377914,ctrp_BRD-A94377914,Not Clinically Relevant,,0.308,,0.308,,.+..,201,352,201.0
serdemetan,gdsc_Serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.35,0.418,,0.034,0.769,-+.+,375,27,201.0
brd-k35604418,ctrp_BRD-K35604418,Not Clinically Relevant,,0.308,,0.308,,.+..,202,353,202.0
su11274,ctrp_SU11274,Not Clinically Relevant,,0.308,,0.308,,.+..,203,354,203.0
prochlorperazine,ctrp_prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.276,,0.276,-0.368,.+.-,290,116,203.0
necrosulfonamide,ctrp_necrosulfonamide,Not Clinically Relevant,,0.307,,0.307,,.+..,204,355,204.0
temozolomide,gdsc_Temozolomide,alkylating agent,-0.395,0.29100000000000004,,-0.052,0.882,-+.+,393,17,205.0
gemcitabine,gdsc_Gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.273,0.258,,-0.008,0.731,-+.+,380,32,206.0
cil56,ctrp_CIL56,Not Clinically Relevant,,0.306,,0.306,,.+..,207,356,207.0
sn-38,gdsc_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.341,0.335,,-0.003,0.677,-+.+,379,35,207.0
entinostat,ctrp_entinostat,HDAC inhibitor,0.29,0.281,,0.286,-0.8809999999999999,++.-,252,163,207.5
azd1480,ctrp_AZD1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.304,,0.304,,.+..,208,357,208.0
zg-10,gdsc_ZG-10,Not Clinically Relevant,0.304,,,0.304,,+...,209,358,209.0
brd-k34222889,ctrp_BRD-K34222889,Not Clinically Relevant,,0.303,,0.303,,.+..,210,359,210.0
tgx-221,ctrp_TGX-221,Not Clinically Relevant,,0.302,,0.302,,.+..,211,360,211.0
brd-k41334119,ctrp_BRD-K41334119,Not Clinically Relevant,,0.302,,0.302,,.+..,212,361,212.0
dexamethasone,ctrp_dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.23600000000000002,,0.236,0.28975000000000006,.+.++++++,358,66,212.0
ml311,ctrp_ML311,Not Clinically Relevant,,0.302,,0.302,,.+..,213,362,213.0
tamoxifen,gdsc_Tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.40700000000000003,0.34700000000000003,,-0.03,0.536,-+.+++,385,43,214.0
brd-k96431673,ctrp_BRD-K96431673,Not Clinically Relevant,,0.301,,0.301,,.+..,214,363,214.0
yk 4-279,ctrp_YK 4-279,Not Clinically Relevant,,0.301,,0.301,,.+..,215,364,215.0
pandacostat,ctrp_pandacostat,Not Clinically Relevant,,0.301,,0.301,,.+..,216,365,216.0
bi-2536,gdsc_BI-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.316,0.276,,-0.02,0.462,-+.+,381,52,216.5
gsk-3 inhibitor ix,ctrp_GSK-3 inhibitor IX,Not Clinically Relevant,,0.3,,0.3,,.+..,217,366,217.0
zm447439,gdsc_ZM447439,Not Clinically Relevant,0.3,,,0.3,,+...,218,367,218.0
mitomycin,ctrp_mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.299,,0.299,,.+..,219,368,219.0
manumycin a,ctrp_manumycin A,Not Clinically Relevant,,0.298,,0.298,,.+..,220,369,220.0
lovastatin,ctrp_lovastatin,"HMG-CoA reductase inhibitor,",,0.23,,0.23,0.154,.+.+,362,78,220.0
fqi-1,ctrp_FQI-1,Not Clinically Relevant,,0.298,,0.298,,.+..,221,370,221.0
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.298,,0.298,,.+..,222,371,222.0
cd-1530,ctrp_CD-1530,Not Clinically Relevant,,0.297,,0.297,,.+..,223,372,223.0
pitstop2,ctrp_pitstop2,Not Clinically Relevant,,0.297,,0.297,,.+..,224,373,224.0
mitomycin-c,gdsc_Mitomycin-C,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.23,,,0.23,0.08000000000000002,+..+-,363,85,224.0
tivozanib,gdsc_Tivozanib,VEGFR inhibitor,-0.546,0.32799999999999996,,-0.109,0.667,-+.+,412,37,224.5
brd1812,ctrp_BRD1812,Not Clinically Relevant,,0.297,,0.297,,.+..,225,374,225.0
osi-027,gdsc_OSI-027,Not Clinically Relevant,0.26,0.292,,0.276,-0.878,++.-,289,162,225.5
brd-k70511574,ctrp_BRD-K70511574,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,226,375,226.0
tivantinib,ctrp_tivantinib,Met inhibitor,,0.29600000000000004,,0.296,,.+..,227,376,227.0
gdc-0941,ctrp_GDC-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.275,,0.275,-0.855,.+.-,294,160,227.0
topotecan,ccle_Topotecan,Topo I inhibitor,,0.33399999999999996,0.205,0.269,-0.624,.++--,312,142,227.0
bms-345541,ctrp_BMS-345541,Not Clinically Relevant,0.34299999999999997,0.249,,0.296,,++..,228,377,228.0
importazole,ctrp_importazole,Not Clinically Relevant,,0.295,,0.295,,.+..,230,378,230.0
mk-1775,ctrp_MK-1775,Wee1 kinase inhibitor,,0.267,,0.267,-0.688,.+.-,314,147,230.5
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.294,,0.294,,.+..,231,379,231.0
brd-k45681478,ctrp_BRD-K45681478,Not Clinically Relevant,,0.293,,0.293,,.+..,232,380,232.0
camptothecin,gdsc_Camptothecin,Not Clinically Relevant,0.293,,,0.293,,+...,233,381,233.0
sunitinib,gdsc_Sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.418,0.304,,-0.057,0.218,-+.+-,395,73,234.0
sb-525334,ctrp_SB-525334,Not Clinically Relevant,,0.293,,0.293,,.+..,234,382,234.0
sorafenib,gdsc_Sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.52,0.31,-0.242,-0.151,0.45499999999999996,-+-++,417,54,235.5
brd-k66453893,ctrp_BRD-K66453893,Not Clinically Relevant,,0.293,,0.293,,.+..,236,383,236.0
ouabain,ctrp_ouabain,Not Clinically Relevant,,0.293,,0.293,,.+..,237,384,237.0
tamatinib,ctrp_tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.292,,0.292,,.+..,238,385,238.0
doxorubicin,gdsc_Doxorubicin,"Topo II inhibitor, DNA intercalator",-0.271,0.28800000000000003,,0.009,-0.19199999999999995,-+.++-,377,99,238.0
ar-42,gdsc_AR-42,Not Clinically Relevant,0.292,,,0.292,,+...,239,386,239.0
nilotinib,ccle_Nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.217,0.33799999999999997,-0.32899999999999996,-0.069,0.154,-+-+,401,77,239.0
unc0638,ctrp_UNC0638,Not Clinically Relevant,0.293,0.29100000000000004,,0.292,,++..,240,387,240.0
pf2341066,ccle_PF2341066,"ALK, ROS1 and MET inhibitor",,,0.29100000000000004,0.291,,..+.,241,388,241.0
tretinoin,gdsc_Tretinoin,Retinoid,-0.623,0.413,,-0.105,0.22949999999999998,-+.++,410,72,241.0
merck60,ctrp_Merck60,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,242,389,242.0
wz3105,gdsc_WZ3105,Not Clinically Relevant,0.29100000000000004,,,0.291,,+...,243,390,243.0
cytochalasin b,ctrp_cytochalasin B,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,244,391,244.0
gsk2636771,ctrp_GSK2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.29,,0.29,,.+..,245,392,245.0
ym-155,ctrp_YM-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.255,,0.255,-0.802,.+.-,336,155,245.5
sch-529074,ctrp_SCH-529074,Not Clinically Relevant,,0.29,,0.29,,.+..,246,393,246.0
cerulenin,ctrp_cerulenin,Not Clinically Relevant,,0.29,,0.29,,.+..,247,394,247.0
vinorelbine,gdsc_Vinorelbine,Not Clinically Relevant,-0.254,,,-0.254,0.3475,-..+++,434,61,247.5
byl-719,ctrp_BYL-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.28800000000000003,,0.288,,.+..,248,395,248.0
docetaxel,gdsc_Docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.361,0.259,,-0.051,-0.272,-+.+-,391,106,248.5
rigosertib,ctrp_rigosertib,"ON-01910, Plk-1 inhibitor",,0.287,,0.287,,.+..,250,396,250.0
paclitaxel,gdsc_Paclitaxel,disrupts microtubule dynamics,-0.355,0.254,-0.21600000000000003,-0.106,-0.07400000000000001,-+-+-,411,91,251.0
nintedanib,ctrp_nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.287,,0.287,,.+..,251,397,251.0
sirolimus,ctrp_sirolimus,"rapamycin, mTOR inhibitor",,0.22899999999999998,,0.229,-0.6131875,.+.+----,364,139,251.5
pha-793887,gdsc_PHA-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",-0.324,0.275,,-0.024,-0.49200000000000005,-+.-,382,123,252.5
pi-103,gdsc_PI-103,Not Clinically Relevant,0.24600000000000002,0.325,,0.286,,++..,253,398,253.0
nvp-bez235,ctrp_NVP-BEZ235,PI3K/mTOR inhibitor,,0.255,,0.255,-0.9390000000000001,.+.-,338,168,253.0
brd-k27224038,ctrp_BRD-K27224038,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,255,399,255.0
chm-1,ctrp_CHM-1,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,256,400,256.0
bax channel blocker,ctrp_Bax channel blocker,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,257,401,257.0
gw-843682x,ctrp_GW-843682X,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,258,402,258.0
mk-2206,gdsc_MK-2206,Akt1/2/3 inhibitor,-0.366,0.303,,-0.032,-0.56,-+.-,386,131,258.5
blebbistatin,ctrp_blebbistatin,Not Clinically Relevant,,0.285,,0.285,,.+..,259,403,259.0
cal-101,ctrp_CAL-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.285,,0.285,,.+..,260,404,260.0
marinopyrrole a,ctrp_marinopyrrole A,Not Clinically Relevant,,0.285,,0.285,,.+..,261,405,261.0
canertinib,ctrp_canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.298,,-0.298,0.6779999999999999,.-.+,490,34,262.0
smer-3,ctrp_SMER-3,Not Clinically Relevant,,0.284,,0.284,,.+..,262,406,262.0
imatinib,gdsc_Imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.26899999999999996,0.363,,0.047,-0.742,-+.-,374,151,262.5
fqi-2,ctrp_FQI-2,Not Clinically Relevant,,0.284,,0.284,,.+..,263,407,263.0
nsc632839,ctrp_NSC632839,Not Clinically Relevant,,0.284,,0.284,,.+..,264,408,264.0
masitinib,gdsc_Masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.436,0.243,,-0.096,-0.474,-+.-,407,122,264.5
ch-55,ctrp_Ch-55,Not Clinically Relevant,,0.284,,0.284,,.+..,265,409,265.0
cd-437,ctrp_CD-437,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,266,410,266.0
gsk461364,ctrp_GSK461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.28300000000000003,,0.283,,.+..,267,411,267.0
kx2-391,ctrp_KX2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.282,,0.282,,.+..,268,412,268.0
ml312,ctrp_ML312,Not Clinically Relevant,,0.282,,0.282,,.+..,269,413,269.0
aew541,ccle_AEW541,Not Clinically Relevant,,,0.282,0.282,,..+.,270,414,270.0
silmitasertib,ctrp_silmitasertib,casein kinase 2 inhibitor ,,0.281,,0.281,,.+..,271,415,271.0
neratinib,ctrp_neratinib,Her2 and EGFR inhibitor,,-0.289,,-0.289,0.275,.-.+,476,68,272.0
lapatinib,ctrp_lapatinib,HER2/EGFR inhibitor,-0.313,-0.331,-0.314,-0.319,0.7965,---++,521,24,272.5
panobinostat,ccle_Panobinostat,HDAC inhibitor,,,-0.304,-0.304,0.508,..-+,501,45,273.0
gsk1059615,ctrp_GSK1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.281,,0.281,,.+..,273,416,273.0
crizotinib,gdsc_Crizotinib,"ALK, ROS1 and MET inhibitor",-0.596,0.318,,-0.139,-0.5539999999999999,-+.-,416,130,273.0
cay10618,ctrp_CAY10618,Not Clinically Relevant,,0.281,,0.281,,.+..,274,417,274.0
nakiterpiosin,ctrp_nakiterpiosin,Not Clinically Relevant,,0.281,,0.281,,.+..,275,418,275.0
agk-2,ctrp_AGK-2,Not Clinically Relevant,,0.28,,0.28,,.+..,277,419,277.0
i-bet151,ctrp_I-BET151,Not Clinically Relevant,,0.28,,0.28,,.+..,278,420,278.0
gant-61,ctrp_GANT-61,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,279,421,279.0
prima-1,ctrp_PRIMA-1,Not Clinically Relevant,,0.278,,0.278,,.+..,280,422,280.0
temsirolimus,gdsc_Temsirolimus,Not Clinically Relevant,-0.415,0.26,,-0.077,-0.8109999999999999,-+.-,404,157,280.5
r428,ctrp_R428,Not Clinically Relevant,,0.278,,0.278,,.+..,281,423,281.0
momelotinib,ctrp_momelotinib,JAK1 and JAK2 inhibitor,,0.278,,0.278,,.+..,282,424,282.0
pazopanib,gdsc_Pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.509,0.318,,-0.096,-0.835,-+.-,408,158,283.0
cr-1-31b,ctrp_CR-1-31B,Not Clinically Relevant,,0.278,,0.278,,.+..,283,425,283.0
5-fluorouracil,gdsc_5-Fluorouracil,antimetabolite,0.278,,,0.278,,+...,284,426,284.0
valdecoxib,ctrp_valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.257,,-0.257,-0.5529999999999999,.-.-,440,129,284.5
mk-0752,ctrp_MK-0752,Notch (gamma secretase) inhibitor,,0.27699999999999997,,0.277,,.+..,285,427,285.0
cay10603,gdsc_CAY10603,Not Clinically Relevant,0.27699999999999997,,,0.277,,+...,286,428,286.0
b02,ctrp_B02,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,287,429,287.0
bleomycin a2,ctrp_bleomycin A2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.276,,0.276,,.+..,288,430,288.0
triptolide,ctrp_triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,-0.298,,-0.298,-0.01200000000000001,.-.+-,489,89,289.0
phenformin,gdsc_Phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.255,,,-0.255,-0.623,-..-,437,141,289.0
vinblastine,gdsc_Vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.3,,,-0.3,0.04200000000000001,-..+-,493,87,290.0
nvp-231,ctrp_NVP-231,Not Clinically Relevant,,0.276,,0.276,,.+..,291,431,291.0
jq-1,ctrp_JQ-1,Not Clinically Relevant,,0.276,,0.276,,.+..,292,432,292.0
srt-1720,ctrp_SRT-1720,Not Clinically Relevant,,0.275,,0.275,,.+..,293,433,293.0
salermide,ctrp_salermide,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,295,434,295.0
methylstat,ctrp_methylstat,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,296,435,296.0
quizartinib,gdsc_Quizartinib,Flt3 inhibitor,-0.705,0.285,,-0.21,-0.983,-+.-,420,173,296.5
tigecycline,ctrp_tigecycline,antibiotic used to treat a number of bacterial infections,,0.27399999999999997,,0.274,,.+..,297,436,297.0
narciclasine,ctrp_narciclasine,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,298,437,298.0
ql-x-138,gdsc_QL-X-138,Not Clinically Relevant,0.273,,,0.273,,+...,300,438,300.0
gsk690693,gdsc_GSK690693,Not Clinically Relevant,0.273,,,0.273,,+...,301,439,301.0
cx-5461,gdsc_CX-5461,Not Clinically Relevant,0.273,,,0.273,,+...,302,440,302.0
pf-3758309,ctrp_PF-3758309,Not Clinically Relevant,,0.272,,0.272,,.+..,303,441,303.0
leptomycin b,ctrp_leptomycin B,Not Clinically Relevant,,0.272,,0.272,,.+..,304,442,304.0
cytarabine,gdsc_Cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.34700000000000003,,,-0.347,0.47200000000000003,-..+,558,51,304.5
regorafenib,ctrp_regorafenib,VEGFR2-TIE2 inhibitor ,,0.272,,0.272,,.+..,305,443,305.0
purmorphamine,ctrp_purmorphamine,Not Clinically Relevant,,0.271,,0.271,,.+..,306,444,306.0
kh-cb19,ctrp_KH-CB19,Not Clinically Relevant,,0.27,,0.27,,.+..,307,445,307.0
lenalidomide,cmap_lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.413,,,-0.413,0.9890000000000001,-..+,613,1,307.0
ml210,ctrp_ML210,Not Clinically Relevant,,0.27,,0.27,,.+..,308,446,308.0
ex-527,ctrp_EX-527,SIRT1 inhibitor,,0.27,,0.27,,.+..,309,447,309.0
bardoxolone methyl,ctrp_bardoxolone methyl,Not Clinically Relevant,,0.27,,0.27,,.+..,310,448,310.0
prl-3 inhibitor i,ctrp_PRL-3 inhibitor I,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,311,449,311.0
cudc-101,gdsc_CUDC-101,Not Clinically Relevant,0.26899999999999996,,,0.269,,+...,313,450,313.0
gsk525762a,ctrp_GSK525762A,Not Clinically Relevant,,0.267,,0.267,,.+..,315,451,315.0
abiraterone,ctrp_abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.33899999999999997,,-0.339,0.11199999999999999,.-.+,547,83,315.0
hbx-41108,ctrp_HBX-41108,Not Clinically Relevant,,0.265,,0.265,,.+..,316,452,316.0
az-3146,ctrp_AZ-3146,Not Clinically Relevant,,0.265,,0.265,,.+..,317,453,317.0
palbociclib,gdsc_Palbociclib,CDK4/6 inhibitor,-0.337,,,-0.337,-0.087,-..-,543,92,317.5
nvp-bsk805,ctrp_NVP-BSK805,Not Clinically Relevant,,0.264,,0.264,,.+..,319,454,319.0
wiki4,gdsc_WIKI4,Not Clinically Relevant,0.264,,,0.264,,+...,320,455,320.0
semagacestat,ctrp_semagacestat,Notch (gamma secretase) inhibitor,,0.263,,0.263,,.+..,321,456,321.0
unc0321,ctrp_UNC0321,Not Clinically Relevant,,0.263,,0.263,,.+..,322,457,322.0
cay10594,ctrp_CAY10594,Not Clinically Relevant,,0.263,,0.263,,.+..,323,458,323.0
neopeltolide,ctrp_neopeltolide,Not Clinically Relevant,,0.262,,0.262,,.+..,324,459,324.0
dinaciclib,ctrp_dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.262,,0.262,,.+..,325,460,325.0
procarbazine,ctrp_procarbazine,alkylating agent,,-0.344,,-0.344,-0.182,.-.-,554,96,325.0
brd9876,ctrp_BRD9876,Not Clinically Relevant,,0.262,,0.262,,.+..,326,461,326.0
trifluoperazine,ctrp_trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,-0.33799999999999997,,-0.338,-0.311,.-.-,545,108,326.5
at7867,ctrp_AT7867,Not Clinically Relevant,,0.262,,0.262,,.+..,327,462,327.0
