,moa,GDSC,CTRP,CCLE,drug,score,evidence
jq-1,Not Clinically Relevant,,0.226,,ctrp_JQ-1,0.226,.+.
ml320,Not Clinically Relevant,,0.225,,ctrp_ML320,0.225,.+.
leptomycin b,Not Clinically Relevant,,0.225,,ctrp_leptomycin B,0.225,.+.
cay10594,Not Clinically Relevant,,0.225,,ctrp_CAY10594,0.225,.+.
narciclasine,Not Clinically Relevant,,0.225,,ctrp_narciclasine,0.225,.+.
le-135,Not Clinically Relevant,,0.22399999999999998,,ctrp_LE-135,0.224,.+.
sb-743921,kinesin spindle protein (KSP) inhibitor,,0.223,,ctrp_SB-743921,0.223,.+.
regorafenib,VEGFR2-TIE2 inhibitor ,,0.222,,ctrp_regorafenib,0.222,.+.
"1s,3r-rsl-3",Not Clinically Relevant,,0.221,,"ctrp_1S,3R-RSL-3",0.221,.+.
chm-1,Not Clinically Relevant,,0.22,,ctrp_CHM-1,0.22,.+.
wiki4,Not Clinically Relevant,0.22,,,gdsc_WIKI4,0.22,+..
neopeltolide,Not Clinically Relevant,,0.22,,ctrp_neopeltolide,0.22,.+.
nsc632839,Not Clinically Relevant,,0.21899999999999997,,ctrp_NSC632839,0.219,.+.
qw-bi-011,Not Clinically Relevant,,0.21899999999999997,,ctrp_QW-BI-011,0.219,.+.
smer-3,Not Clinically Relevant,,0.217,,ctrp_SMER-3,0.217,.+.
prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.21600000000000003,,ctrp_prochlorperazine,0.216,.+.
brd9876,Not Clinically Relevant,,0.21600000000000003,,ctrp_BRD9876,0.216,.+.
ku 0060648,Not Clinically Relevant,,0.213,,ctrp_KU 0060648,0.213,.+.
brd4132,Not Clinically Relevant,,0.213,,ctrp_BRD4132,0.213,.+.
ex-527,SIRT1 inhibitor,,0.212,,ctrp_EX-527,0.212,.+.
dbeq,Not Clinically Relevant,,0.209,,ctrp_DBeQ,0.209,.+.
tw-37,Not Clinically Relevant,,0.20600000000000002,,ctrp_TW-37,0.206,.+.
methylstat,Not Clinically Relevant,,0.20600000000000002,,ctrp_methylstat,0.206,.+.
gw-405833,Not Clinically Relevant,,0.205,,ctrp_GW-405833,0.205,.+.
tigecycline,antibiotic used to treat a number of bacterial infections,,0.205,,ctrp_tigecycline,0.205,.+.
aew541,Not Clinically Relevant,,,0.203,ccle_AEW541,0.203,..+
vandetanib,"VEGFR, EGFR and RET inhibitor",,0.203,,ctrp_vandetanib,0.203,.+.
oligomycin a,Not Clinically Relevant,,0.20199999999999999,,ctrp_oligomycin A,0.202,.+.
sirolimus,"rapamycin, mTOR inhibitor",,0.201,,ctrp_sirolimus,0.201,.+.
lovastatin,"HMG-CoA reductase inhibitor,",,0.2,,ctrp_lovastatin,0.2,.+.
obatoclax,Not Clinically Relevant,,0.19899999999999998,,ctrp_obatoclax,0.199,.+.
dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.198,,ctrp_dinaciclib,0.198,.+.
myricetin,Not Clinically Relevant,,0.188,,ctrp_myricetin,0.188,.+.
brd-k71935468,Not Clinically Relevant,,0.165,,ctrp_BRD-K71935468,0.165,.+.
brd-k30748066,Not Clinically Relevant,,0.131,,ctrp_BRD-K30748066,0.131,.+.
topotecan,Topo I inhibitor,,0.272,-0.21600000000000003,ccle_Topotecan,0.028,.+-
doxorubicin,"Topo II inhibitor, DNA intercalator",-0.184,0.231,,gdsc_Doxorubicin,0.024,-+.
pi-103,Not Clinically Relevant,-0.248,0.292,,gdsc_PI-103,0.022,-+.
serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.348,0.375,,gdsc_Serdemetan,0.014,-+.
raf265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.221,-0.19899999999999998,ccle_RAF265,0.011,.+-
gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.191,0.204,,gdsc_Gemcitabine,0.006,-+.
osi-027,Not Clinically Relevant,-0.248,0.248,,gdsc_OSI-027,0.0,-+.
pik-93,Not Clinically Relevant,-0.308,0.273,,gdsc_PIK-93,-0.017,-+.
cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.35700000000000004,0.318,,gdsc_Cabozantinib,-0.02,-+.
azd7762, Chk1 / Chk2 inhibitor,-0.281,0.24100000000000002,,gdsc_AZD7762,-0.02,-+.
bi-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.275,0.22699999999999998,,gdsc_BI-2536,-0.024,-+.
tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.38299999999999995,0.33,,gdsc_Tamoxifen,-0.026,-+.
mk-2206,Akt1/2/3 inhibitor,-0.35,0.275,,gdsc_MK-2206,-0.037,-+.
zstk474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.32899999999999996,0.255,,gdsc_ZSTK474,-0.037,-+.
nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.22899999999999998,-0.303,ccle_Nutlin-3,-0.037,.+-
mg-132,Not Clinically Relevant,-0.349,0.273,,gdsc_MG-132,-0.038,-+.
docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.311,0.23,,gdsc_Docetaxel,-0.04,-+.
plx-4720,Not Clinically Relevant,-0.43200000000000005,0.35100000000000003,,gdsc_PLX-4720,-0.041,-+.
ku-55933,Not Clinically Relevant,-0.392,0.3,,gdsc_KU-55933,-0.046,-+.
pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.33299999999999996,0.21600000000000003,,gdsc_Pevonedistat,-0.058,-+.
bms-536924,Not Clinically Relevant,-0.36,0.244,,gdsc_BMS-536924,-0.058,-+.
methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",-0.311,0.193,,gdsc_Methotrexate,-0.059,-+.
nvp-tae684,Not Clinically Relevant,-0.391,0.267,,gdsc_NVP-TAE684,-0.062,-+.
tpca-1,Not Clinically Relevant,-0.38,0.251,,gdsc_TPCA-1,-0.064,-+.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",-0.359,0.22899999999999998,,gdsc_PHA-793887,-0.065,-+.
sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.4,0.27,,gdsc_Sunitinib,-0.065,-+.
azd6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.42,0.28800000000000003,,gdsc_AZD6482,-0.066,-+.
azd8055,mTOR inhibitor,-0.337,0.2,,gdsc_AZD8055,-0.068,-+.
temozolomide,alkylating agent,-0.396,0.256,,gdsc_Temozolomide,-0.07,-+.
tubastatin a,Not Clinically Relevant,-0.552,0.40399999999999997,,gdsc_Tubastatin A,-0.074,-+.
chir-99021,Not Clinically Relevant,-0.386,0.233,,gdsc_CHIR-99021,-0.076,-+.
temsirolimus,Not Clinically Relevant,-0.364,0.213,,gdsc_Temsirolimus,-0.076,-+.
bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.528,0.337,,gdsc_Bexarotene,-0.096,-+.
axitinib,"VEGFR, c-KIT and PDGFR inhibitor",-0.54,0.34299999999999997,,gdsc_Axitinib,-0.099,-+.
pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.483,0.282,,gdsc_Pazopanib,-0.1,-+.
tretinoin,Retinoid,-0.5579999999999999,0.35200000000000004,,gdsc_Tretinoin,-0.103,-+.
paclitaxel,disrupts microtubule dynamics,-0.314,0.223,-0.22,gdsc_Paclitaxel,-0.104,-+-
parthenolide,Not Clinically Relevant,-0.436,0.19899999999999998,,gdsc_Parthenolide,-0.119,-+.
tivozanib,VEGFR inhibitor,-0.5710000000000001,0.304,,gdsc_Tivozanib,-0.134,-+.
sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.462,0.26,-0.239,gdsc_Sorafenib,-0.147,-+-
mitomycin-c,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",-0.172,,,gdsc_Mitomycin-C,-0.172,-..
mln2480,"TAK-580, pan-Raf kinase inhibitor",,-0.182,,ctrp_MLN2480,-0.182,.-.
sid 26681509,Not Clinically Relevant,,-0.193,,ctrp_SID 26681509,-0.193,.-.
avicin d,Not Clinically Relevant,,-0.195,,ctrp_avicin D,-0.195,.-.
brd-k33514849,Not Clinically Relevant,,-0.196,,ctrp_BRD-K33514849,-0.196,.-.
sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",-0.19699999999999998,,,gdsc_Sepantronium bromide,-0.197,-..
brd-k09344309,Not Clinically Relevant,,-0.19699999999999998,,ctrp_BRD-K09344309,-0.197,.-.
quizartinib,Flt3 inhibitor,-0.6629999999999999,0.263,,gdsc_Quizartinib,-0.2,-+.
hbx-41108,Not Clinically Relevant,,-0.20199999999999999,,ctrp_HBX-41108,-0.202,.-.
azd0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.209,ccle_AZD0530,-0.209,..-
bec,Not Clinically Relevant,,-0.209,,ctrp_BEC,-0.209,.-.
wp1130,Not Clinically Relevant,,-0.21100000000000002,,ctrp_WP1130,-0.211,.-.
brd-k63431240,Not Clinically Relevant,,-0.21100000000000002,,ctrp_BRD-K63431240,-0.211,.-.
thz-2-102-1,Not Clinically Relevant,-0.21100000000000002,,,gdsc_THZ-2-102-1,-0.211,-..
vinorelbine,Not Clinically Relevant,-0.21100000000000002,,,gdsc_Vinorelbine,-0.211,-..
stemregenin 1,Not Clinically Relevant,,-0.212,,ctrp_StemRegenin 1,-0.212,.-.
brd-k01737880,Not Clinically Relevant,,-0.212,,ctrp_BRD-K01737880,-0.212,.-.
pf-750,Not Clinically Relevant,,-0.217,,ctrp_PF-750,-0.217,.-.
brd-k55116708,Not Clinically Relevant,,-0.22,,ctrp_BRD-K55116708,-0.22,.-.
mln2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,-0.222,,ctrp_MLN2238,-0.222,.-.
sns-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,-0.225,,ctrp_SNS-032,-0.225,.-.
epothilone b,Not Clinically Relevant,-0.225,,,gdsc_Epothilone B,-0.225,-..
wz8040,Not Clinically Relevant,,-0.226,,ctrp_WZ8040,-0.226,.-.
17-aag,Not Clinically Relevant,,,-0.226,ccle_17-AAG,-0.226,..-
betulinic acid,Not Clinically Relevant,,-0.226,,ctrp_betulinic acid,-0.226,.-.
sr-ii-138a,Not Clinically Relevant,,-0.22699999999999998,,ctrp_SR-II-138A,-0.227,.-.
ql-xii-47,Not Clinically Relevant,-0.228,,,gdsc_QL-XII-47,-0.228,-..
cerulenin,Not Clinically Relevant,,-0.22899999999999998,,ctrp_cerulenin,-0.229,.-.
wz4002,Not Clinically Relevant,,-0.22899999999999998,,ctrp_WZ4002,-0.229,.-.
dmog,Not Clinically Relevant,-0.22899999999999998,,,gdsc_DMOG,-0.229,-..
agk-2,Not Clinically Relevant,,-0.23199999999999998,,ctrp_AGK-2,-0.232,.-.
gsk525762a,Not Clinically Relevant,,-0.23399999999999999,,ctrp_GSK525762A,-0.234,.-.
ml258,Not Clinically Relevant,,-0.235,,ctrp_ML258,-0.235,.-.
nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.23600000000000002,,ctrp_nelarabine,-0.236,.-.
jq1,Not Clinically Relevant,-0.237,,,gdsc_JQ1,-0.237,-..
bafilomycin a1,Not Clinically Relevant,,-0.237,,ctrp_bafilomycin A1,-0.237,.-.
brd8958,Not Clinically Relevant,,-0.237,,ctrp_BRD8958,-0.237,.-.
zd-6474,"VEGFR, EGFR and RET inhibitor",,,-0.24,ccle_ZD-6474,-0.24,..-
canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.24100000000000002,,ctrp_canertinib,-0.241,.-.
brd-k45681478,Not Clinically Relevant,,-0.242,,ctrp_BRD-K45681478,-0.242,.-.
brefeldin a,Not Clinically Relevant,,-0.243,,ctrp_brefeldin A,-0.243,.-.
brd-k48477130,Not Clinically Relevant,,-0.244,,ctrp_BRD-K48477130,-0.244,.-.
tae684,Not Clinically Relevant,,,-0.245,ccle_TAE684,-0.245,..-
tki258,Not Clinically Relevant,,,-0.24600000000000002,ccle_TKI258,-0.246,..-
cudc-101,Not Clinically Relevant,-0.24600000000000002,,,gdsc_CUDC-101,-0.246,-..
snx-2112,Not Clinically Relevant,-0.26899999999999996,-0.223,,gdsc_SNX-2112,-0.246,--.
lestauritinib,Not Clinically Relevant,-0.247,,,gdsc_Lestauritinib,-0.247,-..
cid-5951923,Not Clinically Relevant,,-0.247,,ctrp_CID-5951923,-0.247,.-.
sb590885,Not Clinically Relevant,-0.248,,,gdsc_SB590885,-0.248,-..
pyrazolanthrone,Not Clinically Relevant,,-0.248,,ctrp_pyrazolanthrone,-0.248,.-.
sj-172550,Not Clinically Relevant,,-0.249,,ctrp_SJ-172550,-0.249,.-.
xmd8-92,Not Clinically Relevant,-0.249,,,gdsc_XMD8-92,-0.249,-..
vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.249,,,gdsc_Vinblastine,-0.249,-..
brd-k97651142,Not Clinically Relevant,,-0.25,,ctrp_BRD-K97651142,-0.25,.-.
ql-x-138,Not Clinically Relevant,-0.25,,,gdsc_QL-X-138,-0.25,-..
sb-525334,Not Clinically Relevant,,-0.25,,ctrp_SB-525334,-0.25,.-.
c6-ceramide,Not Clinically Relevant,,-0.251,,ctrp_C6-ceramide,-0.251,.-.
necrosulfonamide,Not Clinically Relevant,,-0.251,,ctrp_necrosulfonamide,-0.251,.-.
triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,-0.251,,ctrp_triptolide,-0.251,.-.
bx796,Not Clinically Relevant,-0.252,,,gdsc_BX796,-0.252,-..
ver-155008,Not Clinically Relevant,,-0.253,,ctrp_VER-155008,-0.253,.-.
pd-0325901,Not Clinically Relevant,,,-0.253,ccle_PD-0325901,-0.253,..-
brd-a94377914,Not Clinically Relevant,,-0.253,,ctrp_BRD-A94377914,-0.253,.-.
khs101,Not Clinically Relevant,,-0.254,,ctrp_KHS101,-0.254,.-.
brd-a86708339,Not Clinically Relevant,,-0.255,,ctrp_BRD-A86708339,-0.255,.-.
ipa-3,Not Clinically Relevant,-0.256,,,gdsc_IPA-3,-0.256,-..
ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,-0.257,,ctrp_ciclopirox,-0.257,.-.
valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.258,,ctrp_valdecoxib,-0.258,.-.
dacinostat,Not Clinically Relevant,-0.259,,,gdsc_Dacinostat,-0.259,-..
jw-7-24-1,Not Clinically Relevant,-0.259,,,gdsc_JW-7-24-1,-0.259,-..
brd-k50799972,Not Clinically Relevant,,-0.26,,ctrp_BRD-K50799972,-0.26,.-.
phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.26,,,gdsc_Phenformin,-0.26,-..
ku-60019,Not Clinically Relevant,,-0.26,,ctrp_KU-60019,-0.26,.-.
spautin-1,Not Clinically Relevant,,-0.26,,ctrp_spautin-1,-0.26,.-.
gsk690693,Not Clinically Relevant,-0.261,,,gdsc_GSK690693,-0.261,-..
cr-1-31b,Not Clinically Relevant,,-0.261,,ctrp_CR-1-31B,-0.261,.-.
gw843682x,Not Clinically Relevant,-0.262,,,gdsc_GW843682X,-0.262,-..
ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,-0.262,,ctrp_ifosfamide,-0.262,.-.
gsk650394,Not Clinically Relevant,-0.263,,,gdsc_GSK650394,-0.263,-..
pfi-1,Not Clinically Relevant,-0.263,,,gdsc_PFI-1,-0.263,-..
azd7545,Not Clinically Relevant,,-0.264,,ctrp_AZD7545,-0.264,.-.
cyanoquinoline 11,Not Clinically Relevant,,-0.265,,ctrp_cyanoquinoline 11,-0.265,.-.
gossypol,"Natural product, may function to inhibit Bcl2 family members",,-0.265,,ctrp_gossypol,-0.265,.-.
brd-a05715709,Not Clinically Relevant,,-0.265,,ctrp_BRD-A05715709,-0.265,.-.
neuronal differentiation inducer iii,Not Clinically Relevant,,-0.267,,ctrp_neuronal differentiation inducer III,-0.267,.-.
pl-di,Not Clinically Relevant,,-0.267,,ctrp_PL-DI,-0.267,.-.
lapatinib,HER2/EGFR inhibitor,-0.273,-0.27899999999999997,-0.252,ctrp_lapatinib,-0.268,---
ml334 diastereomer,Not Clinically Relevant,,-0.268,,ctrp_ML334 diastereomer,-0.268,.-.
neratinib,Her2 and EGFR inhibitor,,-0.268,,ctrp_neratinib,-0.268,.-.
pyrimethamine,Not Clinically Relevant,-0.26899999999999996,,,gdsc_Pyrimethamine,-0.269,-..
pluripotin,Not Clinically Relevant,,-0.26899999999999996,,ctrp_pluripotin,-0.269,.-.
palbociclib,CDK4/6 inhibitor,-0.26899999999999996,,,gdsc_Palbociclib,-0.269,-..
marinopyrrole a,Not Clinically Relevant,,-0.26899999999999996,,ctrp_marinopyrrole A,-0.269,.-.
merck60,Not Clinically Relevant,,-0.26899999999999996,,ctrp_Merck60,-0.269,.-.
thapsigargin,Not Clinically Relevant,-0.26899999999999996,,,gdsc_Thapsigargin,-0.269,-..
brd-k27986637,Not Clinically Relevant,,-0.271,,ctrp_BRD-K27986637,-0.271,.-.
gdc-0879,Not Clinically Relevant,,-0.271,,ctrp_GDC-0879,-0.271,.-.
tosedostat,inhibitor of the M1 family of aminopeptidases,,-0.272,,ctrp_tosedostat,-0.272,.-.
austocystin d,Not Clinically Relevant,,-0.272,,ctrp_austocystin D,-0.272,.-.
osu-03012,Not Clinically Relevant,-0.272,,,gdsc_OSU-03012,-0.272,-..
shikonin,Not Clinically Relevant,-0.273,,,gdsc_Shikonin,-0.273,-..
bleomycin,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",-0.273,,,gdsc_Bleomycin,-0.273,-..
fluorouracil,antimetabolite,,-0.273,,ctrp_fluorouracil,-0.273,.-.
plx4720,Not Clinically Relevant,,,-0.273,ccle_PLX4720,-0.273,..-
saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.322,-0.22699999999999998,,gdsc_Saracatinib,-0.274,--.
piperlongumine,Not Clinically Relevant,-0.303,-0.24600000000000002,,gdsc_Piperlongumine,-0.274,--.
elesclomol,Not Clinically Relevant,-0.27399999999999997,,,gdsc_Elesclomol,-0.274,-..
luminespib,Not Clinically Relevant,-0.276,,,gdsc_Luminespib,-0.276,-..
brd-k64610608,Not Clinically Relevant,,-0.276,,ctrp_BRD-K64610608,-0.276,.-.
dactolisib,PI3K/mTOR inhibitor,-0.276,,,gdsc_Dactolisib,-0.276,-..
entinostat,HDAC inhibitor,-0.285,-0.26899999999999996,,gdsc_Entinostat,-0.277,--.
n9-isopropylolomoucine,Not Clinically Relevant,,-0.27699999999999997,,ctrp_N9-isopropylolomoucine,-0.277,.-.
decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,-0.27699999999999997,,ctrp_decitabine,-0.277,.-.
pandacostat,Not Clinically Relevant,,-0.278,,ctrp_pandacostat,-0.278,.-.
pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.27899999999999997,,,gdsc_Pictilisib,-0.279,-..
yk-4-279,Not Clinically Relevant,-0.27899999999999997,,,gdsc_YK-4-279,-0.279,-..
bms-345541,Not Clinically Relevant,-0.34600000000000003,-0.212,,gdsc_BMS-345541,-0.279,--.
5-fluorouracil,antimetabolite,-0.28,,,gdsc_5-Fluorouracil,-0.28,-..
thz-2-49,Not Clinically Relevant,-0.28,,,gdsc_THZ-2-49,-0.28,-..
gsk4112,Not Clinically Relevant,,-0.281,,ctrp_GSK4112,-0.281,.-.
mps-1-in-1,Not Clinically Relevant,-0.28300000000000003,,,gdsc_MPS-1-IN-1,-0.283,-..
gsk-j4,Not Clinically Relevant,,-0.28300000000000003,,ctrp_GSK-J4,-0.283,.-.
ipr-456,Not Clinically Relevant,,-0.284,,ctrp_IPR-456,-0.284,.-.
brd-k85133207,Not Clinically Relevant,,-0.285,,ctrp_BRD-K85133207,-0.285,.-.
seliciclib,Not Clinically Relevant,-0.28600000000000003,,,gdsc_Seliciclib,-0.286,-..
kin001-244,Not Clinically Relevant,-0.28600000000000003,,,gdsc_KIN001-244,-0.286,-..
bay-61-3606,Not Clinically Relevant,-0.287,,,gdsc_BAY-61-3606,-0.287,-..
bcl-lzh-4,Not Clinically Relevant,,-0.287,,ctrp_BCL-LZH-4,-0.287,.-.
erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.287,,ctrp_erismodegib,-0.287,.-.
pifithrin-mu,Not Clinically Relevant,,-0.28800000000000003,,ctrp_pifithrin-mu,-0.288,.-.
cct-018159,Not Clinically Relevant,-0.28800000000000003,,,gdsc_CCT-018159,-0.288,-..
l-685458,Not Clinically Relevant,,-0.27899999999999997,-0.29600000000000004,ccle_L-685458,-0.288,.--
jq12,Not Clinically Relevant,-0.28800000000000003,,,gdsc_JQ12,-0.288,-..
brd-k61166597,Not Clinically Relevant,,-0.28800000000000003,,ctrp_BRD-K61166597,-0.288,.-.
zm447439,Not Clinically Relevant,-0.28800000000000003,,,gdsc_ZM447439,-0.288,-..
cmk,Not Clinically Relevant,-0.289,,,gdsc_CMK,-0.289,-..
bortezomib,proteasome inhibitor (Velcade),-0.371,-0.209,,gdsc_Bortezomib,-0.29,--.
cp466722,Not Clinically Relevant,-0.29,,,gdsc_CP466722,-0.29,-..
irinotecan,"aka CPT-11, inhibitor of Topo I",,,-0.29100000000000004,ccle_Irinotecan,-0.291,..-
way-362450,Not Clinically Relevant,,-0.292,,ctrp_WAY-362450,-0.292,.-.
a-443654,Not Clinically Relevant,-0.292,,,gdsc_A-443654,-0.292,-..
hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,-0.292,,ctrp_hyperforin,-0.292,.-.
npc-26,Not Clinically Relevant,,-0.292,,ctrp_NPC-26,-0.292,.-.
lbh-589,HDAC inhibitor,,-0.293,,ctrp_LBH-589,-0.293,.-.
pd318088,Not Clinically Relevant,,-0.293,,ctrp_PD318088,-0.293,.-.
a-804598,Not Clinically Relevant,,-0.293,,ctrp_A-804598,-0.293,.-.
col-3,matrix metalloproteinase (MMP) inhibitor,,-0.294,,ctrp_COL-3,-0.294,.-.
azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.294,,ctrp_azacitidine,-0.294,.-.
abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.294,,ctrp_abiraterone,-0.294,.-.
pf2341066,"ALK, ROS1 and MET inhibitor",,,-0.294,ccle_PF2341066,-0.294,..-
ml029,Not Clinically Relevant,,-0.294,,ctrp_ML029,-0.294,.-.
embelin,Not Clinically Relevant,-0.295,,,gdsc_Embelin,-0.295,-..
at13387,Selective potent Hsp90 inhibitor,,-0.295,,ctrp_AT13387,-0.295,.-.
imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.247,-0.34600000000000003,,ctrp_imatinib,-0.296,--.
erlotinib,EGFR inhibitor (Tarceva),-0.265,-0.341,-0.282,ctrp_erlotinib,-0.296,---
pd-0332991,CDK4/6 inhibitor,,,-0.297,ccle_PD-0332991,-0.297,..-
aa-cocf3,Not Clinically Relevant,,-0.297,,ctrp_AA-COCF3,-0.297,.-.
vaf-347,Not Clinically Relevant,,-0.297,,ctrp_VAF-347,-0.297,.-.
ng-25,Not Clinically Relevant,-0.298,,,gdsc_NG-25,-0.298,-..
brd-k33199242,Not Clinically Relevant,,-0.299,,ctrp_BRD-K33199242,-0.299,.-.
mi-2,Not Clinically Relevant,,-0.299,,ctrp_MI-2,-0.299,.-.
vorinostat,HDAC inhibitor (SAHA),-0.304,-0.29600000000000004,,gdsc_Vorinostat,-0.3,--.
tl-1-85,Not Clinically Relevant,-0.3,,,gdsc_TL-1-85,-0.3,-..
rita,Not Clinically Relevant,,-0.301,,ctrp_RITA,-0.301,.-.
lbw242,Not Clinically Relevant,,,-0.301,ccle_LBW242,-0.301,..-
brd-k16147474,Not Clinically Relevant,,-0.302,,ctrp_BRD-K16147474,-0.302,.-.
istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,-0.302,,ctrp_istradefylline,-0.302,.-.
omipalisib,Not Clinically Relevant,-0.304,,,gdsc_Omipalisib,-0.304,-..
obatoclax mesylate,Not Clinically Relevant,-0.305,,,gdsc_Obatoclax Mesylate,-0.305,-..
ql-viii-58,Not Clinically Relevant,-0.305,,,gdsc_QL-VIII-58,-0.305,-..
bms-509744,Not Clinically Relevant,-0.305,,,gdsc_BMS-509744,-0.305,-..
procarbazine,alkylating agent,,-0.307,,ctrp_procarbazine,-0.307,.-.
azd6244,MEK1 inhibitor,,,-0.307,ccle_AZD6244,-0.307,..-
nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.22399999999999998,-0.331,-0.365,ccle_Nilotinib,-0.307,---
mi-1,Not Clinically Relevant,,-0.307,,ctrp_MI-1,-0.307,.-.
wz3105,Not Clinically Relevant,-0.308,,,gdsc_WZ3105,-0.308,-..
sr8278,Not Clinically Relevant,,-0.31,,ctrp_SR8278,-0.31,.-.
isonicotinohydroxamic acid,Not Clinically Relevant,,-0.31,,ctrp_isonicotinohydroxamic acid,-0.31,.-.
osi-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.36700000000000005,-0.255,,gdsc_OSI-930,-0.311,--.
(5z)-7-oxozeaenol,Not Clinically Relevant,-0.311,,,gdsc_(5Z)-7-Oxozeaenol,-0.311,-..
gsk269962a,Not Clinically Relevant,-0.312,,,gdsc_GSK269962A,-0.312,-..
ic-87114,Not Clinically Relevant,,-0.312,,ctrp_IC-87114,-0.312,.-.
brd-k41597374,Not Clinically Relevant,,-0.312,,ctrp_BRD-K41597374,-0.312,.-.
lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,-0.312,,ctrp_lomeguatrib,-0.312,.-.
midostaurin,Not Clinically Relevant,-0.313,,,gdsc_Midostaurin,-0.313,-..
pd0325901,Not Clinically Relevant,-0.314,,,gdsc_PD0325901,-0.314,-..
s-trityl-l-cysteine,Not Clinically Relevant,-0.315,,,gdsc_S-Trityl-L-cysteine,-0.315,-..
veliparib,PARP inhibitor.,-0.38299999999999995,-0.249,,gdsc_Veliparib,-0.316,--.
as605240,Not Clinically Relevant,-0.317,,,gdsc_AS605240,-0.317,-..
fedratinib,JAK2 inhibitor,-0.317,,,gdsc_Fedratinib,-0.317,-..
jnk-9l,Not Clinically Relevant,-0.318,,,gdsc_JNK-9L,-0.318,-..
masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.41700000000000004,-0.22,,gdsc_Masitinib,-0.318,--.
at-7519,Not Clinically Relevant,-0.319,,,gdsc_AT-7519,-0.319,-..
cbb-1007,Not Clinically Relevant,,-0.32,,ctrp_CBB-1007,-0.32,.-.
