,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
5-fluorouracil,gdsc_5-Fluorouracil,antimetabolite,0.322,,,0.322,,+...,157,312,157.0
pidorubicine,cmap_pidorubicine,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.877,...-,737,158,158.0
sgx-523,ctrp_SGX-523, Met inhibitor,,0.322,,0.322,,.+..,158,313,158.0
brd-k86535717,ctrp_BRD-K86535717,Not Clinically Relevant,,0.321,,0.321,,.+..,159,314,159.0
i-bet-762,gdsc_I-BET-762,Not Clinically Relevant,0.32,,,0.32,,+...,160,315,160.0
niclosamide,ctrp_niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.289,,0.289,-0.24100000000000002,.+.-,233,89,161.0
tpca-1,ctrp_TPCA-1,Not Clinically Relevant,0.384,0.255,,0.32,,++..,161,316,161.0
su11274,ctrp_SU11274,Not Clinically Relevant,,0.319,,0.319,,.+..,162,317,162.0
cyclophosphamide,ctrp_cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.312,,0.312,-0.747,.+.-,186,139,162.5
brd-k04800985,ctrp_BRD-K04800985,Not Clinically Relevant,,0.318,,0.318,,.+..,163,318,163.0
pirarubicin,cmap_pirarubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.9209999999999999,...-,738,163,163.0
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.318,,0.318,,.+..,164,319,164.0
lomeguatrib,ctrp_lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.318,,0.318,,.+..,165,320,165.0
mitoxantrone,cmap_mitoxantrone,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair ,,,,,-0.934,...-,739,166,166.0
nsc95397,ctrp_NSC95397,Not Clinically Relevant,,0.318,,0.318,,.+..,166,321,166.0
sb-225002,ctrp_SB-225002,Not Clinically Relevant,,0.317,,0.317,,.+..,167,322,167.0
vincristine,ctrp_vincristine,"binds tubulin, disrupts microtubule dynamics",,0.285,,0.285,-0.22275,.+.+--,246,88,167.0
azd-8055,cmap_azd-8055,mTOR inhibitor,,,,,-0.937,...-,740,167,167.0
fingolimod,ctrp_fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.317,,0.317,,.+..,168,323,168.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.951,...-,741,168,168.0
brd-k17060750,ctrp_BRD-K17060750,Not Clinically Relevant,,0.317,,0.317,,.+..,169,324,169.0
lbh-589,ctrp_LBH-589,HDAC inhibitor,,0.317,,0.317,,.+..,170,325,170.0
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.317,,0.317,,.+..,171,326,171.0
mst-312,ctrp_MST-312,Not Clinically Relevant,,0.316,,0.316,,.+..,172,327,172.0
etoposide,gdsc_Etoposide,Topo II inhibitor,0.233,0.297,,0.265,0.469,++.++,306,39,172.5
zstk-474,cmap_zstk-474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",,,,,-0.972,...-,742,173,173.0
pandacostat,ctrp_pandacostat,Not Clinically Relevant,,0.316,,0.316,,.+..,173,328,173.0
brd-k44224150,ctrp_BRD-K44224150,Not Clinically Relevant,,0.315,,0.315,,.+..,174,329,174.0
metformin,cmap_metformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,,,,,-0.977,...-,743,174,174.0
erastin,ctrp_erastin,Not Clinically Relevant,,0.314,,0.314,,.+..,176,330,176.0
am-580,ctrp_AM-580,Not Clinically Relevant,,0.314,,0.314,,.+..,177,331,177.0
curcumin,ctrp_curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.257,,0.257,0.528,.+.+,322,33,177.5
methotrexate,ctrp_methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.315,0.2,,0.258,0.502,++.+,319,36,177.5
wz3105,gdsc_WZ3105,Not Clinically Relevant,0.314,,,0.314,,+...,178,332,178.0
ml162,ctrp_ML162,Not Clinically Relevant,,0.314,,0.314,,.+..,179,333,179.0
zm447439,gdsc_ZM447439,Not Clinically Relevant,0.313,,,0.313,,+...,180,334,180.0
isoevodiamine,ctrp_isoevodiamine,Not Clinically Relevant,,0.313,,0.313,,.+..,181,335,181.0
zg-10,gdsc_ZG-10,Not Clinically Relevant,0.313,,,0.313,,+...,182,336,182.0
tivantinib,ctrp_tivantinib,Met inhibitor,,0.312,,0.312,,.+..,183,337,183.0
ml083,ctrp_ML083,Not Clinically Relevant,,0.312,,0.312,,.+..,184,338,184.0
camptothecin,gdsc_Camptothecin,Not Clinically Relevant,0.312,,,0.312,,+...,185,339,185.0
brd-k37390332,ctrp_BRD-K37390332,Not Clinically Relevant,,0.311,,0.311,,.+..,187,340,187.0
irinotecan,ccle_Irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.243,0.243,0.805,..++,359,15,187.0
nintedanib,ctrp_nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.31,,0.31,,.+..,189,341,189.0
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.309,,0.309,,.+..,190,342,190.0
genentech cpd 10,gdsc_Genentech Cpd 10,Not Clinically Relevant,0.308,,,0.308,,+...,191,343,191.0
pha-793887,ctrp_PHA-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.34700000000000003,0.25,,0.298,-0.903,++.-,222,161,191.5
fgin-1-27,ctrp_FGIN-1-27,Not Clinically Relevant,,0.308,,0.308,,.+..,192,344,192.0
ql-x-138,gdsc_QL-X-138,Not Clinically Relevant,0.308,,,0.308,,+...,193,345,193.0
fulvestrant,ctrp_fulvestrant,selective estrogen receptor degrader (SERD),,0.242,,0.242,0.6305000000000001,.+.++,362,26,194.0
pyr-41,ctrp_PYR-41,Not Clinically Relevant,,0.308,,0.308,,.+..,194,346,194.0
brd-k84807411,ctrp_BRD-K84807411,Not Clinically Relevant,,0.307,,0.307,,.+..,195,347,195.0
gw-843682x,ctrp_GW-843682X,Not Clinically Relevant,,0.307,,0.307,,.+..,196,348,196.0
tandutinib,ctrp_tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.281,,0.281,-0.7340000000000001,.+.-,256,137,196.5
at-406,ctrp_AT-406,Not Clinically Relevant,,0.306,,0.306,,.+..,197,349,197.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.306,,0.306,,.+..,198,350,198.0
sb-525334,ctrp_SB-525334,Not Clinically Relevant,,0.306,,0.306,,.+..,199,351,199.0
istradefylline,ctrp_istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,0.305,,0.305,,.+..,200,352,200.0
pitstop2,ctrp_pitstop2,Not Clinically Relevant,,0.305,,0.305,,.+..,201,353,201.0
cay10603,gdsc_CAY10603,Not Clinically Relevant,0.305,,,0.305,,+...,202,354,202.0
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.304,,0.304,,.+..,203,355,203.0
nsc-207895,gdsc_NSC-207895,Not Clinically Relevant,0.303,,,0.303,,+...,204,356,204.0
importazole,ctrp_importazole,Not Clinically Relevant,,0.303,,0.303,,.+..,205,357,205.0
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.302,,0.302,,.+..,206,358,206.0
gsk461364,ctrp_GSK461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.302,,0.302,,.+..,207,359,207.0
ku-0063794,ctrp_KU-0063794,Not Clinically Relevant,,0.302,,0.302,,.+..,208,360,208.0
brd-k66532283,ctrp_BRD-K66532283,Not Clinically Relevant,,0.302,,0.302,,.+..,209,361,209.0
entinostat,gdsc_Entinostat,HDAC inhibitor,0.271,0.292,,0.282,-0.955,++.-,250,169,209.5
968,ctrp_968,Not Clinically Relevant,,0.301,,0.301,,.+..,210,362,210.0
ifosfamide,ctrp_ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,0.301,,0.301,,.+..,211,363,211.0
plx-4032,ctrp_PLX-4032,BRAF (V600E) inhibitor,,0.301,,0.301,,.+..,212,364,212.0
qs-11,ctrp_QS-11,Not Clinically Relevant,,0.3,,0.3,,.+..,213,365,213.0
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.249,,0.249,-0.037000000000000005,.+.-,347,79,213.0
brd-k80183349,ctrp_BRD-K80183349,Not Clinically Relevant,,0.3,,0.3,,.+..,214,366,214.0
dexamethasone,ctrp_dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.244,,0.244,0.10918749999999997,.+.+++++-,358,71,214.5
myriocin,ctrp_myriocin,Not Clinically Relevant,,0.3,,0.3,,.+..,215,367,215.0
brd-k02492147,ctrp_BRD-K02492147,Not Clinically Relevant,,0.3,,0.3,,.+..,216,368,216.0
obatoclax,ctrp_obatoclax,Not Clinically Relevant,,0.20800000000000002,,0.208,0.528,.+.+,401,32,216.5
triptolide,ctrp_triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.271,,0.271,-0.8069999999999999,.+.--,287,146,216.5
brd-k35604418,ctrp_BRD-K35604418,Not Clinically Relevant,,0.3,,0.3,,.+..,217,369,217.0
cudc-101,gdsc_CUDC-101,Not Clinically Relevant,0.299,,,0.299,,+...,218,370,218.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.299,,0.299,,.+..,220,371,220.0
bms-345541,ctrp_BMS-345541,Not Clinically Relevant,0.364,0.233,,0.298,,++..,221,372,221.0
lovastatin,ctrp_lovastatin,"HMG-CoA reductase inhibitor,",,0.203,,0.203,0.435,.+.+,404,41,222.5
ro4929097,ctrp_RO4929097,Notch (gamma secretase) inhibitor,,0.297,,0.297,,.+..,223,373,223.0
ym-155,ctrp_YM-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.256,,0.256,-0.629,.+.-,328,119,223.5
osi-027,ctrp_OSI-027,Not Clinically Relevant,0.28600000000000003,0.265,,0.276,-0.968,++.-,275,172,223.5
bix-01294,ctrp_BIX-01294,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,225,374,225.0
cx-5461,gdsc_CX-5461,Not Clinically Relevant,0.29600000000000004,,,0.296,,+...,226,375,226.0
gdc-0941,ctrp_GDC-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.266,,0.266,-0.857,.+.-,301,152,226.5
at-7519,gdsc_AT-7519,Not Clinically Relevant,0.293,,,0.293,,+...,227,376,227.0
temozolomide,gdsc_Temozolomide,alkylating agent,-0.40299999999999997,0.257,,-0.073,0.7040000000000001,-+.+,433,22,227.5
merck60,ctrp_Merck60,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,228,377,228.0
ko-143,ctrp_Ko-143,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,229,378,229.0
brd-k75293299,ctrp_BRD-K75293299,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,230,379,230.0
mitomycin,ctrp_mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.29,,0.29,,.+..,231,380,231.0
necrosulfonamide,ctrp_necrosulfonamide,Not Clinically Relevant,,0.29,,0.29,,.+..,232,381,232.0
sunitinib,gdsc_Sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.38,0.273,,-0.053,0.478,-+.++,427,37,232.0
topotecan,ccle_Topotecan,Topo I inhibitor,,0.301,0.213,0.257,-0.7819999999999999,.++--,323,142,232.5
gemcitabine,gdsc_Gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.24600000000000002,0.226,,-0.01,0.244,-+.+,414,54,234.0
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.289,,0.289,,.+..,234,382,234.0
nvp-bez235,ctrp_NVP-BEZ235,PI3K/mTOR inhibitor,,0.266,,0.266,-0.925,.+.-,304,165,234.5
etp-46464,ctrp_ETP-46464,Not Clinically Relevant,,0.289,,0.289,,.+..,235,383,235.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.289,,0.289,,.+..,236,384,236.0
ch-55,ctrp_Ch-55,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,237,385,237.0
mitomycin-c,gdsc_Mitomycin-C,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.226,,,0.226,-0.08049999999999999,+..+-,392,82,237.0
brd-k70511574,ctrp_BRD-K70511574,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,238,386,238.0
neuronal differentiation inducer iii,ctrp_neuronal differentiation inducer III,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,239,387,239.0
prochlorperazine,ctrp_prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.247,,0.247,-0.703,.+.-,351,128,239.5
prl-3 inhibitor i,ctrp_PRL-3 inhibitor I,Not Clinically Relevant,,0.287,,0.287,,.+..,240,388,240.0
olaparib,gdsc_Olaparib,PARP Inhibitor,-0.377,0.381,,0.002,0.11199999999999999,-+.+,413,69,241.0
yk 4-279,ctrp_YK 4-279,Not Clinically Relevant,,0.287,,0.287,,.+..,241,389,241.0
serdemetan,gdsc_Serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.332,0.41,,0.039,0.065,-+.+,409,75,242.0
pf-3758309,ctrp_PF-3758309,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,242,390,242.0
byl-719,ctrp_BYL-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.28600000000000003,,0.286,,.+..,243,391,243.0
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,244,392,244.0
tamoxifen,gdsc_Tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.396,0.373,,-0.012,0.01899999999999999,-+.+--,415,76,245.5
mk-1775,ctrp_MK-1775,Wee1 kinase inhibitor,,0.242,,0.242,-0.7040000000000001,.+.-,364,129,246.5
ouabain,ctrp_ouabain,Not Clinically Relevant,,0.285,,0.285,,.+..,247,393,247.0
tg-101348,ctrp_TG-101348,JAK2 inhibitor,,0.23399999999999999,,0.234,-0.596,.+.-,379,117,248.0
valdecoxib,ctrp_valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,0.22399999999999998,,0.224,-0.373,.+.-,395,101,248.0
cerulenin,ctrp_cerulenin,Not Clinically Relevant,,0.285,,0.285,,.+..,248,394,248.0
fluvastatin,ctrp_fluvastatin,"HMG-CoA reductase inhibitor,",,0.252,,0.252,-0.889,.+.-,338,159,248.5
cd-1530,ctrp_CD-1530,Not Clinically Relevant,,0.284,,0.284,,.+..,249,395,249.0
masitinib,ctrp_masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",0.41100000000000003,-0.22699999999999998,,0.092,-0.32299999999999995,+-.-,407,95,251.0
brd1812,ctrp_BRD1812,Not Clinically Relevant,,0.282,,0.282,,.+..,251,396,251.0
docetaxel,gdsc_Docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.324,0.248,,-0.038,-0.08700000000000002,-+.+-,421,83,252.0
dacinostat,gdsc_Dacinostat,Not Clinically Relevant,0.282,,,0.282,,+...,252,397,252.0
hli 373,ctrp_HLI 373,Not Clinically Relevant,,0.282,,0.282,,.+..,253,398,253.0
unc0638,ctrp_UNC0638,Not Clinically Relevant,0.29600000000000004,0.268,,0.282,,++..,254,399,254.0
sorafenib,gdsc_Sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.46799999999999997,0.28300000000000003,-0.251,-0.145,0.11750000000000002,-+-+-,441,68,254.5
fsc231,ctrp_FSC231,Not Clinically Relevant,,0.282,,0.282,,.+..,255,400,255.0
bi-2536,gdsc_BI-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.27899999999999997,0.303,,0.012,-0.371,-+.-,412,100,256.0
cil55a,ctrp_CIL55A,Not Clinically Relevant,,0.281,,0.281,,.+..,257,401,257.0
abiraterone,ctrp_abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.22399999999999998,,-0.224,0.142,.-.+,450,66,258.0
rigosertib,ctrp_rigosertib,"ON-01910, Plk-1 inhibitor",,0.281,,0.281,,.+..,258,402,258.0
sirolimus,ctrp_sirolimus,"rapamycin, mTOR inhibitor",,0.22699999999999998,,0.227,-0.6671875,.+.+----,391,125,258.0
fqi-2,ctrp_FQI-2,Not Clinically Relevant,,0.28,,0.28,,.+..,259,403,259.0
dacarbazine,ctrp_dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.28,,0.28,,.+..,260,404,260.0
brd-k34222889,ctrp_BRD-K34222889,Not Clinically Relevant,,0.28,,0.28,,.+..,261,405,261.0
jw-7-24-1,gdsc_JW-7-24-1,Not Clinically Relevant,0.28,,,0.28,,+...,262,406,262.0
ml311,ctrp_ML311,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,263,407,263.0
fluorouracil,ctrp_fluorouracil,antimetabolite,,0.27899999999999997,,0.279,,.+..,264,408,264.0
aa-cocf3,ctrp_AA-COCF3,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,265,409,265.0
alvocidib,ctrp_alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.23,,0.23,-0.8340000000000001,.+.-,383,148,265.5
pi-103,gdsc_PI-103,Not Clinically Relevant,0.271,0.28600000000000003,,0.278,,++..,266,410,266.0
canertinib,ctrp_canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.24600000000000002,,-0.246,0.133,.-.+,466,67,266.5
gsk-3 inhibitor ix,ctrp_GSK-3 inhibitor IX,Not Clinically Relevant,,0.278,,0.278,,.+..,267,411,267.0
ciclopirox,ctrp_ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.278,,0.278,,.+..,268,412,268.0
brd-a94377914,ctrp_BRD-A94377914,Not Clinically Relevant,,0.278,,0.278,,.+..,269,413,269.0
prima-1,ctrp_PRIMA-1,Not Clinically Relevant,,0.278,,0.278,,.+..,270,414,270.0
ruxolitinib,gdsc_Ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.6729999999999999,0.342,,-0.165,-0.35200000000000004,-+.-,443,98,270.5
pifithrin-alpha,ctrp_pifithrin-alpha,Not Clinically Relevant,,0.276,,0.276,,.+..,271,415,271.0
brd-k85133207,ctrp_BRD-K85133207,Not Clinically Relevant,,0.276,,0.276,,.+..,272,416,272.0
cp466722,gdsc_CP466722,Not Clinically Relevant,0.276,,,0.276,,+...,273,417,273.0
lapatinib,ctrp_lapatinib,HER2/EGFR inhibitor,-0.294,-0.306,-0.284,-0.295,0.8125,---++,533,13,273.0
gsk-j4,ctrp_GSK-J4,Not Clinically Relevant,,0.276,,0.276,,.+..,274,418,274.0
nsc632839,ctrp_NSC632839,Not Clinically Relevant,,0.275,,0.275,,.+..,276,419,276.0
brd-k45681478,ctrp_BRD-K45681478,Not Clinically Relevant,,0.275,,0.275,,.+..,277,420,277.0
simvastatin,ctrp_simvastatin,"HMG-CoA reductase inhibitor,",,-0.271,,-0.271,0.21750000000000003,.-.+-,499,57,278.0
pik-93,ctrp_PIK-93,Not Clinically Relevant,0.295,0.256,,0.275,,++..,278,421,278.0
mk-2206,gdsc_MK-2206,Akt1/2/3 inhibitor,-0.308,0.28300000000000003,,-0.012,-0.767,-+.-,416,141,278.5
ku-60019,ctrp_KU-60019,Not Clinically Relevant,,0.275,,0.275,,.+..,279,422,279.0
gsk690693,gdsc_GSK690693,Not Clinically Relevant,0.27399999999999997,,,0.274,,+...,280,423,280.0
kx2-391,ctrp_KX2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.27399999999999997,,0.274,,.+..,281,424,281.0
temsirolimus,gdsc_Temsirolimus,Not Clinically Relevant,-0.38799999999999996,0.254,,-0.067,-0.7070000000000001,-+.-,431,131,281.0
bardoxolone methyl,ctrp_bardoxolone methyl,Not Clinically Relevant,,0.273,,0.273,,.+..,282,425,282.0
neratinib,ctrp_neratinib,Her2 and EGFR inhibitor,,-0.257,,-0.257,-0.18100000000000002,.-.-,480,84,282.0
sn-38,gdsc_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.32899999999999996,0.3,,-0.014,-0.8320000000000001,-+.-,417,147,282.0
doxorubicin,gdsc_Doxorubicin,"Topo II inhibitor, DNA intercalator",-0.226,0.271,,0.023,-0.871,-+.---,411,154,282.5
thz-2-102-1,gdsc_THZ-2-102-1,Not Clinically Relevant,0.273,,,0.273,,+...,283,426,283.0
cd-437,ctrp_CD-437,Not Clinically Relevant,,0.272,,0.272,,.+..,284,427,284.0
pazopanib,gdsc_Pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.47200000000000003,0.287,,-0.093,-0.718,-+.-,435,133,284.0
pf-573228,ctrp_PF-573228,Not Clinically Relevant,,0.272,,0.272,,.+..,285,428,285.0
az-3146,ctrp_AZ-3146,Not Clinically Relevant,,0.272,,0.272,,.+..,286,429,286.0
paclitaxel,gdsc_Paclitaxel,disrupts microtubule dynamics,-0.344,0.23800000000000002,-0.21100000000000002,-0.106,-0.724,-+---,437,135,286.0
vinorelbine,gdsc_Vinorelbine,Not Clinically Relevant,-0.27399999999999997,,,-0.274,0.10450000000000004,-..++-,502,73,287.5
cay10618,ctrp_CAY10618,Not Clinically Relevant,,0.271,,0.271,,.+..,288,430,288.0
nvp-231,ctrp_NVP-231,Not Clinically Relevant,,0.271,,0.271,,.+..,289,431,289.0
b02,ctrp_B02,Not Clinically Relevant,,0.271,,0.271,,.+..,290,432,290.0
tamatinib,ctrp_tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.271,,0.271,,.+..,291,433,291.0
agk-2,ctrp_AGK-2,Not Clinically Relevant,,0.27,,0.27,,.+..,292,434,292.0
crizotinib,gdsc_Crizotinib,"ALK, ROS1 and MET inhibitor",-0.573,0.32299999999999995,,-0.125,-0.8059999999999999,-+.-,440,145,292.5
mi-2,ctrp_MI-2,Not Clinically Relevant,,0.27,,0.27,,.+..,293,435,293.0
vinblastine,gdsc_Vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.28,,,-0.28,0.004500000000000004,-..+-,510,78,294.0
phenformin,gdsc_Phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.26899999999999996,,,-0.269,-0.255,-..-,497,91,294.0
cil56,ctrp_CIL56,Not Clinically Relevant,,0.27,,0.27,,.+..,294,436,294.0
semagacestat,ctrp_semagacestat,Notch (gamma secretase) inhibitor,,0.26899999999999996,,0.269,,.+..,295,437,295.0
tipifarnib-p2,ctrp_tipifarnib-P2,Not Clinically Relevant,,0.268,,0.268,,.+..,296,438,296.0
methylstat,ctrp_methylstat,Not Clinically Relevant,,0.268,,0.268,,.+..,297,439,297.0
procarbazine,ctrp_procarbazine,alkylating agent,,-0.313,,-0.313,0.379,.-.+,549,45,297.0
purmorphamine,ctrp_purmorphamine,Not Clinically Relevant,,0.267,,0.267,,.+..,298,440,298.0
ciclosporin,ctrp_ciclosporin,,,0.267,,0.267,,.+..,299,441,299.0
brd-k78574327,ctrp_BRD-K78574327,Not Clinically Relevant,,0.266,,0.266,,.+..,300,442,300.0
trifluoperazine,ctrp_trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,-0.316,,-0.316,0.265,.-.+,552,49,300.5
tivozanib,gdsc_Tivozanib,VEGFR inhibitor,-0.528,0.302,,-0.113,-0.922,-+.-,439,164,301.5
gsk1059615,ctrp_GSK1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.266,,0.266,,.+..,302,443,302.0
linifanib,gdsc_Linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.614,0.27699999999999997,,-0.168,-0.894,-+.-,444,160,302.0
lenalidomide,gdsc_Lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.371,,,-0.371,0.988,-..+,603,2,302.5
kh-cb19,ctrp_KH-CB19,Not Clinically Relevant,,0.266,,0.266,,.+..,303,444,303.0
smer-3,ctrp_SMER-3,Not Clinically Relevant,,0.266,,0.266,,.+..,305,445,305.0
n9-isopropylolomoucine,ctrp_N9-isopropylolomoucine,Not Clinically Relevant,,0.265,,0.265,,.+..,307,446,307.0
gant-61,ctrp_GANT-61,Not Clinically Relevant,,0.264,,0.264,,.+..,308,447,308.0
brd-k66453893,ctrp_BRD-K66453893,Not Clinically Relevant,,0.262,,0.262,,.+..,309,448,309.0
cytarabine,gdsc_Cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.313,,,-0.313,0.109,-..+,548,72,310.0
srt-1720,ctrp_SRT-1720,Not Clinically Relevant,,0.262,,0.262,,.+..,310,449,310.0
bax channel blocker,ctrp_Bax channel blocker,Not Clinically Relevant,,0.262,,0.262,,.+..,311,450,311.0
ex-527,ctrp_EX-527,SIRT1 inhibitor,,0.261,,0.261,,.+..,312,451,312.0
momelotinib,ctrp_momelotinib,JAK1 and JAK2 inhibitor,,0.261,,0.261,,.+..,313,452,313.0
phloretin,ctrp_phloretin,Not Clinically Relevant,,0.261,,0.261,,.+..,314,453,314.0
chm-1,ctrp_CHM-1,Not Clinically Relevant,,0.26,,0.26,,.+..,315,454,315.0
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.26,,0.26,,.+..,316,455,316.0
marinopyrrole a,ctrp_marinopyrrole A,Not Clinically Relevant,,0.26,,0.26,,.+..,317,456,317.0
silmitasertib,ctrp_silmitasertib,casein kinase 2 inhibitor ,,0.259,,0.259,,.+..,318,457,318.0
brd-a86708339,ctrp_BRD-A86708339,Not Clinically Relevant,,0.257,,0.257,,.+..,320,458,320.0
erismodegib,ctrp_erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.287,,-0.287,-0.652,.-.-,519,123,321.0
brd-k96431673,ctrp_BRD-K96431673,Not Clinically Relevant,,0.257,,0.257,,.+..,321,459,321.0
bleomycin a2,ctrp_bleomycin A2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.257,,0.257,,.+..,324,460,324.0
brd-a02303741,ctrp_BRD-A02303741,Not Clinically Relevant,,0.257,,0.257,,.+..,325,461,325.0
brd-k48334597,ctrp_BRD-K48334597,Not Clinically Relevant,,0.257,,0.257,,.+..,326,462,326.0
tigecycline,ctrp_tigecycline,antibiotic used to treat a number of bacterial infections,,0.256,,0.256,,.+..,327,463,327.0
