,moa,GDSC,CTRP,CCLE,drug,score,evidence
ku-60019,Not Clinically Relevant,,0.28800000000000003,,ctrp_KU-60019,0.288,.+.
ym201636,Not Clinically Relevant,0.287,,,gdsc_YM201636,0.287,+..
gdc-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.287,,ctrp_GDC-0941,0.287,.+.
clofarabine,purine nucleoside antimetabolite,,0.287,,ctrp_clofarabine,0.287,.+.
ml312,Not Clinically Relevant,,0.287,,ctrp_ML312,0.287,.+.
mk-0752,Notch (gamma secretase) inhibitor,,0.287,,ctrp_MK-0752,0.287,.+.
wz4002,Not Clinically Relevant,,0.287,,ctrp_WZ4002,0.287,.+.
wz3105,Not Clinically Relevant,0.28600000000000003,,,gdsc_WZ3105,0.286,+..
marinopyrrole a,Not Clinically Relevant,,0.28600000000000003,,ctrp_marinopyrrole A,0.286,.+.
ml258,Not Clinically Relevant,,0.28600000000000003,,ctrp_ML258,0.286,.+.
jq-1,Not Clinically Relevant,,0.285,,ctrp_JQ-1,0.285,.+.
oligomycin a,Not Clinically Relevant,,0.285,,ctrp_oligomycin A,0.285,.+.
irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.284,ccle_Irinotecan,0.284,..+
pf-750,Not Clinically Relevant,,0.28300000000000003,,ctrp_PF-750,0.283,.+.
pifithrin-alpha,Not Clinically Relevant,,0.28300000000000003,,ctrp_pifithrin-alpha,0.283,.+.
qw-bi-011,Not Clinically Relevant,,0.28300000000000003,,ctrp_QW-BI-011,0.283,.+.
fqi-1,Not Clinically Relevant,,0.282,,ctrp_FQI-1,0.282,.+.
azd7545,Not Clinically Relevant,,0.281,,ctrp_AZD7545,0.281,.+.
sch-529074,Not Clinically Relevant,,0.28,,ctrp_SCH-529074,0.28,.+.
dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.278,,ctrp_dinaciclib,0.278,.+.
wp1130,Not Clinically Relevant,,0.278,,ctrp_WP1130,0.278,.+.
unc0638,Not Clinically Relevant,0.24600000000000002,0.31,,gdsc_UNC0638,0.278,++.
tosedostat,inhibitor of the M1 family of aminopeptidases,,0.27699999999999997,,ctrp_tosedostat,0.277,.+.
pyrazolanthrone,Not Clinically Relevant,,0.27699999999999997,,ctrp_pyrazolanthrone,0.277,.+.
brd9876,Not Clinically Relevant,,0.27699999999999997,,ctrp_BRD9876,0.277,.+.
osi-027,Not Clinically Relevant,0.244,0.309,,gdsc_OSI-027,0.276,++.
bax channel blocker,Not Clinically Relevant,,0.276,,ctrp_Bax channel blocker,0.276,.+.
regorafenib,VEGFR2-TIE2 inhibitor ,,0.276,,ctrp_regorafenib,0.276,.+.
i-bet151,Not Clinically Relevant,,0.275,,ctrp_I-BET151,0.275,.+.
brd-k45681478,Not Clinically Relevant,,0.275,,ctrp_BRD-K45681478,0.275,.+.
mps-1-in-1,Not Clinically Relevant,0.275,,,gdsc_MPS-1-IN-1,0.275,+..
semagacestat,Notch (gamma secretase) inhibitor,,0.275,,ctrp_semagacestat,0.275,.+.
nvp-bsk805,Not Clinically Relevant,,0.275,,ctrp_NVP-BSK805,0.275,.+.
tw-37,Not Clinically Relevant,,0.27399999999999997,,ctrp_TW-37,0.274,.+.
wz8040,Not Clinically Relevant,,0.27399999999999997,,ctrp_WZ8040,0.274,.+.
unc0321,Not Clinically Relevant,,0.27399999999999997,,ctrp_UNC0321,0.274,.+.
zg-10,Not Clinically Relevant,0.273,,,gdsc_ZG-10,0.273,+..
ex-527,SIRT1 inhibitor,,0.273,,ctrp_EX-527,0.273,.+.
cay10594,Not Clinically Relevant,,0.272,,ctrp_CAY10594,0.272,.+.
gant-61,Not Clinically Relevant,,0.271,,ctrp_GANT-61,0.271,.+.
triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.271,,ctrp_triptolide,0.271,.+.
obatoclax,Not Clinically Relevant,,0.271,,ctrp_obatoclax,0.271,.+.
ciclosporin,,,0.271,,ctrp_ciclosporin,0.271,.+.
brd-k34099515,Not Clinically Relevant,,0.27,,ctrp_BRD-K34099515,0.27,.+.
brd-k96970199,Not Clinically Relevant,,0.26899999999999996,,ctrp_BRD-K96970199,0.269,.+.
gsk525762a,Not Clinically Relevant,,0.268,,ctrp_GSK525762A,0.268,.+.
prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.265,,ctrp_prochlorperazine,0.265,.+.
ly-2157299,Not Clinically Relevant,,0.264,,ctrp_LY-2157299,0.264,.+.
brd-k97651142,Not Clinically Relevant,,0.263,,ctrp_BRD-K97651142,0.263,.+.
r428,Not Clinically Relevant,,0.263,,ctrp_R428,0.263,.+.
mln2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,0.262,,ctrp_MLN2238,0.262,.+.
ml210,Not Clinically Relevant,,0.262,,ctrp_ML210,0.262,.+.
le-135,Not Clinically Relevant,,0.261,,ctrp_LE-135,0.261,.+.
valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,0.261,,ctrp_valdecoxib,0.261,.+.
fulvestrant,selective estrogen receptor degrader (SERD),,0.261,,ctrp_fulvestrant,0.261,.+.
brd-a02303741,Not Clinically Relevant,,0.259,,ctrp_BRD-A02303741,0.259,.+.
gsk2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.258,,ctrp_GSK2636771,0.258,.+.
brd-k41334119,Not Clinically Relevant,,0.258,,ctrp_BRD-K41334119,0.258,.+.
sirolimus,"rapamycin, mTOR inhibitor",,0.258,,ctrp_sirolimus,0.258,.+.
brd-k48334597,Not Clinically Relevant,,0.258,,ctrp_BRD-K48334597,0.258,.+.
stemregenin 1,Not Clinically Relevant,,0.258,,ctrp_StemRegenin 1,0.258,.+.
tg-101348,JAK2 inhibitor,,0.257,,ctrp_TG-101348,0.257,.+.
"1s,3r-rsl-3",Not Clinically Relevant,,0.256,,"ctrp_1S,3R-RSL-3",0.256,.+.
aew541,Not Clinically Relevant,,,0.256,ccle_AEW541,0.256,..+
ml320,Not Clinically Relevant,,0.254,,ctrp_ML320,0.254,.+.
ym-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.254,,ctrp_YM-155,0.254,.+.
neopeltolide,Not Clinically Relevant,,0.253,,ctrp_neopeltolide,0.253,.+.
palmostatin b,Not Clinically Relevant,,0.252,,ctrp_palmostatin B,0.252,.+.
cx-5461,Not Clinically Relevant,0.251,,,gdsc_CX-5461,0.251,+..
hbx-41108,Not Clinically Relevant,,0.251,,ctrp_HBX-41108,0.251,.+.
brd4132,Not Clinically Relevant,,0.249,,ctrp_BRD4132,0.249,.+.
ku 0060648,Not Clinically Relevant,,0.248,,ctrp_KU 0060648,0.248,.+.
ar-42,Not Clinically Relevant,0.248,,,gdsc_AR-42,0.248,+..
dbeq,Not Clinically Relevant,,0.247,,ctrp_DBeQ,0.247,.+.
genentech cpd 10,Not Clinically Relevant,0.247,,,gdsc_Genentech Cpd 10,0.247,+..
tigecycline,antibiotic used to treat a number of bacterial infections,,0.247,,ctrp_tigecycline,0.247,.+.
sid 26681509,Not Clinically Relevant,,0.24600000000000002,,ctrp_SID 26681509,0.246,.+.
5-fluorouracil,antimetabolite,0.24600000000000002,,,gdsc_5-Fluorouracil,0.246,+..
lovastatin,"HMG-CoA reductase inhibitor,",,0.245,,ctrp_lovastatin,0.245,.+.
mln2480,"TAK-580, pan-Raf kinase inhibitor",,0.244,,ctrp_MLN2480,0.244,.+.
dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.243,,ctrp_dexamethasone,0.243,.+.
brd-k27224038,Not Clinically Relevant,,0.243,,ctrp_BRD-K27224038,0.243,.+.
ci-976,Not Clinically Relevant,,0.242,,ctrp_CI-976,0.242,.+.
jw-7-24-1,Not Clinically Relevant,0.24100000000000002,,,gdsc_JW-7-24-1,0.241,+..
ql-x-138,Not Clinically Relevant,0.24100000000000002,,,gdsc_QL-X-138,0.241,+..
myricetin,Not Clinically Relevant,,0.24100000000000002,,ctrp_myricetin,0.241,.+.
sns-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,0.23800000000000002,,ctrp_SNS-032,0.238,.+.
brd-k01737880,Not Clinically Relevant,,0.23399999999999999,,ctrp_BRD-K01737880,0.234,.+.
cay10603,Not Clinically Relevant,0.23199999999999998,,,gdsc_CAY10603,0.232,+..
vandetanib,"VEGFR, EGFR and RET inhibitor",,0.23199999999999998,,ctrp_vandetanib,0.232,.+.
blebbistatin,Not Clinically Relevant,,0.23,,ctrp_blebbistatin,0.23,.+.
methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.26,0.201,,ctrp_methotrexate,0.23,++.
cudc-101,Not Clinically Relevant,0.22899999999999998,,,gdsc_CUDC-101,0.229,+..
brd-k30748066,Not Clinically Relevant,,0.19399999999999998,,ctrp_BRD-K30748066,0.194,.+.
brd-k09344309,Not Clinically Relevant,,0.19,,ctrp_BRD-K09344309,0.19,.+.
thz-2-102-1,Not Clinically Relevant,0.182,,,gdsc_THZ-2-102-1,0.182,+..
etoposide,Topo II inhibitor,-0.225,0.348,,gdsc_Etoposide,0.061,-+.
serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.33,0.439,,gdsc_Serdemetan,0.054,-+.
olaparib,PARP Inhibitor,-0.39299999999999996,0.449,,gdsc_Olaparib,0.028,-+.
tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.35200000000000004,0.39399999999999996,,gdsc_Tamoxifen,0.021,-+.
doxorubicin,"Topo II inhibitor, DNA intercalator",-0.266,0.305,,gdsc_Doxorubicin,0.019,-+.
sn-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.32,0.354,,gdsc_SN-38,0.017,-+.
gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.261,0.293,,gdsc_Gemcitabine,0.016,-+.
pik-93,Not Clinically Relevant,-0.29600000000000004,0.322,,gdsc_PIK-93,0.013,-+.
l-685458,Not Clinically Relevant,,0.32799999999999996,-0.301,ccle_L-685458,0.013,.+-
raf265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.27,-0.252,ccle_RAF265,0.009,.+-
entinostat,HDAC inhibitor,-0.298,0.314,,gdsc_Entinostat,0.008,-+.
azd7762, Chk1 / Chk2 inhibitor,-0.275,0.29,,gdsc_AZD7762,0.007,-+.
bi-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.313,0.325,,gdsc_BI-2536,0.006,-+.
docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.319,0.32299999999999995,,gdsc_Docetaxel,0.002,-+.
mk-2206,Akt1/2/3 inhibitor,-0.32299999999999995,0.319,,gdsc_MK-2206,-0.002,-+.
snx-2112,Not Clinically Relevant,-0.256,0.25,,gdsc_SNX-2112,-0.003,-+.
zstk474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.318,0.295,,gdsc_ZSTK474,-0.012,-+.
bms-536924,Not Clinically Relevant,-0.364,0.337,,gdsc_BMS-536924,-0.013,-+.
nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.303,-0.331,ccle_Nutlin-3,-0.014,.+-
piperlongumine,Not Clinically Relevant,-0.34700000000000003,0.28600000000000003,,gdsc_Piperlongumine,-0.03,-+.
azd8055,mTOR inhibitor,-0.33,0.265,,gdsc_AZD8055,-0.032,-+.
tpca-1,Not Clinically Relevant,-0.361,0.294,,gdsc_TPCA-1,-0.034,-+.
bms-345541,Not Clinically Relevant,-0.342,0.265,,gdsc_BMS-345541,-0.039,-+.
cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.42700000000000005,0.345,,gdsc_Cabozantinib,-0.041,-+.
nvp-tae684,Not Clinically Relevant,-0.441,0.35700000000000004,,gdsc_NVP-TAE684,-0.042,-+.
temozolomide,alkylating agent,-0.41200000000000003,0.316,,gdsc_Temozolomide,-0.048,-+.
mg-132,Not Clinically Relevant,-0.401,0.303,,gdsc_MG-132,-0.049,-+.
osi-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.39399999999999996,0.289,,gdsc_OSI-930,-0.052,-+.
sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.41700000000000004,0.312,,gdsc_Sunitinib,-0.053,-+.
ku-55933,Not Clinically Relevant,-0.428,0.319,,gdsc_KU-55933,-0.054,-+.
tretinoin,Retinoid,-0.564,0.451,,gdsc_Tretinoin,-0.056,-+.
pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.444,0.332,,gdsc_Pazopanib,-0.056,-+.
pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.374,0.258,,gdsc_Pevonedistat,-0.058,-+.
bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.503,0.364,,gdsc_Bexarotene,-0.07,-+.
temsirolimus,Not Clinically Relevant,-0.433,0.284,,gdsc_Temsirolimus,-0.075,-+.
chir-99021,Not Clinically Relevant,-0.44299999999999995,0.281,,gdsc_CHIR-99021,-0.081,-+.
azd6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.467,0.289,,gdsc_AZD6482,-0.089,-+.
masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.45299999999999996,0.268,,gdsc_Masitinib,-0.092,-+.
bortezomib,proteasome inhibitor (Velcade),-0.44299999999999995,0.256,,gdsc_Bortezomib,-0.093,-+.
pac-1,Not Clinically Relevant,-0.475,0.287,,gdsc_PAC-1,-0.094,-+.
tivozanib,VEGFR inhibitor,-0.531,0.34,,gdsc_Tivozanib,-0.096,-+.
paclitaxel,disrupts microtubule dynamics,-0.368,0.292,-0.235,gdsc_Paclitaxel,-0.104,-+-
parthenolide,Not Clinically Relevant,-0.514,0.27,,gdsc_Parthenolide,-0.122,-+.
crizotinib,"ALK, ROS1 and MET inhibitor",-0.613,0.358,,gdsc_Crizotinib,-0.128,-+.
quizartinib,Flt3 inhibitor,-0.56,0.29,,gdsc_Quizartinib,-0.135,-+.
sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.528,0.324,-0.264,gdsc_Sorafenib,-0.156,-+-
ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.69,0.358,,gdsc_Ruxolitinib,-0.166,-+.
linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.638,0.3,,gdsc_Linifanib,-0.169,-+.
brd-k71935468,Not Clinically Relevant,,-0.179,,ctrp_BRD-K71935468,-0.179,.-.
bafilomycin a1,Not Clinically Relevant,,-0.196,,ctrp_bafilomycin A1,-0.196,.-.
brd-k33514849,Not Clinically Relevant,,-0.198,,ctrp_BRD-K33514849,-0.198,.-.
sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",-0.217,,,gdsc_Sepantronium bromide,-0.217,-..
ql-xii-47,Not Clinically Relevant,-0.218,,,gdsc_QL-XII-47,-0.218,-..
bec,Not Clinically Relevant,,-0.21899999999999997,,ctrp_BEC,-0.219,.-.
mitomycin-c,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",-0.222,,,gdsc_Mitomycin-C,-0.222,-..
brd-k63431240,Not Clinically Relevant,,-0.226,,ctrp_BRD-K63431240,-0.226,.-.
gsk690693,Not Clinically Relevant,-0.23399999999999999,,,gdsc_GSK690693,-0.234,-..
brefeldin a,Not Clinically Relevant,,-0.23600000000000002,,ctrp_brefeldin A,-0.236,.-.
ipa-3,Not Clinically Relevant,-0.23600000000000002,,,gdsc_IPA-3,-0.236,-..
wiki4,Not Clinically Relevant,-0.237,,,gdsc_WIKI4,-0.237,-..
ng-25,Not Clinically Relevant,-0.237,,,gdsc_NG-25,-0.237,-..
tl-1-85,Not Clinically Relevant,-0.242,,,gdsc_TL-1-85,-0.242,-..
phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.243,,,gdsc_Phenformin,-0.243,-..
gsk-j4,Not Clinically Relevant,,-0.245,,ctrp_GSK-J4,-0.245,.-.
jq1,Not Clinically Relevant,-0.245,,,gdsc_JQ1,-0.245,-..
dacinostat,Not Clinically Relevant,-0.248,,,gdsc_Dacinostat,-0.248,-..
spautin-1,Not Clinically Relevant,,-0.25,,ctrp_spautin-1,-0.25,.-.
tw 37,Not Clinically Relevant,-0.252,,,gdsc_TW 37,-0.252,-..
brd-k14844214,Not Clinically Relevant,,-0.252,,ctrp_BRD-K14844214,-0.252,.-.
avicin d,Not Clinically Relevant,,-0.252,,ctrp_avicin D,-0.252,.-.
vinorelbine,Not Clinically Relevant,-0.253,,,gdsc_Vinorelbine,-0.253,-..
khs101,Not Clinically Relevant,,-0.254,,ctrp_KHS101,-0.254,.-.
17-aag,Not Clinically Relevant,,,-0.255,ccle_17-AAG,-0.255,..-
neratinib,Her2 and EGFR inhibitor,,-0.257,,ctrp_neratinib,-0.257,.-.
azd0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.257,ccle_AZD0530,-0.257,..-
tae684,Not Clinically Relevant,,,-0.26,ccle_TAE684,-0.26,..-
col-3,matrix metalloproteinase (MMP) inhibitor,,-0.261,,ctrp_COL-3,-0.261,.-.
dmog,Not Clinically Relevant,-0.262,,,gdsc_DMOG,-0.262,-..
brd-k94991378,Not Clinically Relevant,,-0.263,,ctrp_BRD-K94991378,-0.263,.-.
brd8958,Not Clinically Relevant,,-0.264,,ctrp_BRD8958,-0.264,.-.
at-7519,Not Clinically Relevant,-0.265,,,gdsc_AT-7519,-0.265,-..
thz-2-49,Not Clinically Relevant,-0.267,,,gdsc_THZ-2-49,-0.267,-..
betulinic acid,Not Clinically Relevant,,-0.268,,ctrp_betulinic acid,-0.268,.-.
abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.26899999999999996,,ctrp_abiraterone,-0.269,.-.
cp466722,Not Clinically Relevant,-0.27,,,gdsc_CP466722,-0.27,-..
canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.271,,ctrp_canertinib,-0.271,.-.
austocystin d,Not Clinically Relevant,,-0.272,,ctrp_austocystin D,-0.272,.-.
epothilone b,Not Clinically Relevant,-0.272,,,gdsc_Epothilone B,-0.272,-..
ver-155008,Not Clinically Relevant,,-0.272,,ctrp_VER-155008,-0.272,.-.
sb590885,Not Clinically Relevant,-0.27399999999999997,,,gdsc_SB590885,-0.274,-..
elesclomol,Not Clinically Relevant,-0.275,,,gdsc_Elesclomol,-0.275,-..
i-bet-762,Not Clinically Relevant,-0.276,,,gdsc_I-BET-762,-0.276,-..
bay-61-3606,Not Clinically Relevant,-0.276,,,gdsc_BAY-61-3606,-0.276,-..
camptothecin,Not Clinically Relevant,-0.27699999999999997,,,gdsc_Camptothecin,-0.277,-..
vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.278,,,gdsc_Vinblastine,-0.278,-..
omipalisib,Not Clinically Relevant,-0.27899999999999997,,,gdsc_Omipalisib,-0.279,-..
lestauritinib,Not Clinically Relevant,-0.27899999999999997,,,gdsc_Lestauritinib,-0.279,-..
fedratinib,JAK2 inhibitor,-0.28,,,gdsc_Fedratinib,-0.28,-..
brd-k55116708,Not Clinically Relevant,,-0.282,,ctrp_BRD-K55116708,-0.282,.-.
c6-ceramide,Not Clinically Relevant,,-0.28300000000000003,,ctrp_C6-ceramide,-0.283,.-.
pd-0332991,CDK4/6 inhibitor,,,-0.285,ccle_PD-0332991,-0.285,..-
pd-0325901,Not Clinically Relevant,,,-0.28600000000000003,ccle_PD-0325901,-0.286,..-
zd-6474,"VEGFR, EGFR and RET inhibitor",,,-0.28600000000000003,ccle_ZD-6474,-0.286,..-
fumonisin b1,Not Clinically Relevant,,-0.28600000000000003,,ctrp_fumonisin B1,-0.286,.-.
sj-172550,Not Clinically Relevant,,-0.287,,ctrp_SJ-172550,-0.287,.-.
pfi-1,Not Clinically Relevant,-0.28800000000000003,,,gdsc_PFI-1,-0.288,-..
gsk650394,Not Clinically Relevant,-0.289,,,gdsc_GSK650394,-0.289,-..
tki258,Not Clinically Relevant,,,-0.289,ccle_TKI258,-0.289,..-
sr8278,Not Clinically Relevant,,-0.29,,ctrp_SR8278,-0.29,.-.
vaf-347,Not Clinically Relevant,,-0.292,,ctrp_VAF-347,-0.292,.-.
a-804598,Not Clinically Relevant,,-0.292,,ctrp_A-804598,-0.292,.-.
vu0155056,Not Clinically Relevant,,-0.295,,ctrp_VU0155056,-0.295,.-.
bx796,Not Clinically Relevant,-0.295,,,gdsc_BX796,-0.295,-..
nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.29600000000000004,,ctrp_nelarabine,-0.296,.-.
cid-5951923,Not Clinically Relevant,,-0.297,,ctrp_CID-5951923,-0.297,.-.
pd318088,Not Clinically Relevant,,-0.298,,ctrp_PD318088,-0.298,.-.
lapatinib,HER2/EGFR inhibitor,-0.297,-0.315,-0.28300000000000003,ctrp_lapatinib,-0.298,---
saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.336,-0.259,,gdsc_Saracatinib,-0.298,--.
cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,-0.298,,ctrp_cyclophosphamide,-0.298,.-.
shikonin,Not Clinically Relevant,-0.298,,,gdsc_Shikonin,-0.298,-..
osu-03012,Not Clinically Relevant,-0.299,,,gdsc_OSU-03012,-0.299,-..
jq12,Not Clinically Relevant,-0.301,,,gdsc_JQ12,-0.301,-..
gw843682x,Not Clinically Relevant,-0.304,,,gdsc_GW843682X,-0.304,-..
brd-k48477130,Not Clinically Relevant,,-0.305,,ctrp_BRD-K48477130,-0.305,.-.
kin001-244,Not Clinically Relevant,-0.306,,,gdsc_KIN001-244,-0.306,-..
yk-4-279,Not Clinically Relevant,-0.307,,,gdsc_YK-4-279,-0.307,-..
pf2341066,"ALK, ROS1 and MET inhibitor",,,-0.311,ccle_PF2341066,-0.311,..-
brd-k27986637,Not Clinically Relevant,,-0.311,,ctrp_BRD-K27986637,-0.311,.-.
cct-018159,Not Clinically Relevant,-0.312,,,gdsc_CCT-018159,-0.312,-..
pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.312,,,gdsc_Pictilisib,-0.312,-..
as605240,Not Clinically Relevant,-0.315,,,gdsc_AS605240,-0.315,-..
brd-k71781559,Not Clinically Relevant,,-0.316,,ctrp_BRD-K71781559,-0.316,.-.
seliciclib,Not Clinically Relevant,-0.316,,,gdsc_Seliciclib,-0.316,-..
istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,-0.317,,ctrp_istradefylline,-0.317,.-.
aica ribonucleotide,Not Clinically Relevant,-0.317,,,gdsc_AICA Ribonucleotide,-0.317,-..
xmd8-92,Not Clinically Relevant,-0.317,,,gdsc_XMD8-92,-0.317,-..
npc-26,Not Clinically Relevant,,-0.318,,ctrp_NPC-26,-0.318,.-.
ml334 diastereomer,Not Clinically Relevant,,-0.319,,ctrp_ML334 diastereomer,-0.319,.-.
gdc-0879,Not Clinically Relevant,,-0.32,,ctrp_GDC-0879,-0.32,.-.
nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.22899999999999998,-0.353,-0.379,ccle_Nilotinib,-0.32,---
brd-k64610608,Not Clinically Relevant,,-0.32,,ctrp_BRD-K64610608,-0.32,.-.
brd-k50799972,Not Clinically Relevant,,-0.321,,ctrp_BRD-K50799972,-0.321,.-.
zibotentan,Not Clinically Relevant,-0.321,,,gdsc_Zibotentan,-0.321,-..
way-362450,Not Clinically Relevant,,-0.322,,ctrp_WAY-362450,-0.322,.-.
trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,-0.32299999999999995,,ctrp_trifluoperazine,-0.323,.-.
azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.324,,ctrp_azacitidine,-0.324,.-.
gsk4112,Not Clinically Relevant,,-0.324,,ctrp_GSK4112,-0.324,.-.
aa-cocf3,Not Clinically Relevant,,-0.324,,ctrp_AA-COCF3,-0.324,.-.
brd-a05715709,Not Clinically Relevant,,-0.324,,ctrp_BRD-A05715709,-0.324,.-.
imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.28800000000000003,-0.361,,ctrp_imatinib,-0.324,--.
erlotinib,EGFR inhibitor (Tarceva),-0.299,-0.368,-0.31,ctrp_erlotinib,-0.326,---
pluripotin,Not Clinically Relevant,,-0.326,,ctrp_pluripotin,-0.326,.-.
cmk,Not Clinically Relevant,-0.326,,,gdsc_CMK,-0.326,-..
brd-k17060750,Not Clinically Relevant,,-0.326,,ctrp_BRD-K17060750,-0.326,.-.
erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.327,,ctrp_erismodegib,-0.327,.-.
embelin,Not Clinically Relevant,-0.32799999999999996,,,gdsc_Embelin,-0.328,-..
brd-k04800985,Not Clinically Relevant,,-0.32799999999999996,,ctrp_BRD-K04800985,-0.328,.-.
pf-543,Not Clinically Relevant,,-0.332,,ctrp_PF-543,-0.332,.-.
brd-k33199242,Not Clinically Relevant,,-0.33299999999999996,,ctrp_BRD-K33199242,-0.333,.-.
mi-1,Not Clinically Relevant,,-0.33299999999999996,,ctrp_MI-1,-0.333,.-.
ibrutinib,BTK kinase inhibitor,,-0.33399999999999996,,ctrp_ibrutinib,-0.334,.-.
ponatinib,Bcr-abl inhibitor,-0.335,,,gdsc_Ponatinib,-0.335,-..
cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.336,,,gdsc_Cytarabine,-0.336,-..
panobinostat,HDAC inhibitor,,,-0.337,ccle_Panobinostat,-0.337,..-
thapsigargin,Not Clinically Relevant,-0.33799999999999997,,,gdsc_Thapsigargin,-0.338,-..
obatoclax mesylate,Not Clinically Relevant,-0.33899999999999997,,,gdsc_Obatoclax Mesylate,-0.339,-..
sgc0946,Not Clinically Relevant,-0.34,,,gdsc_SGC0946,-0.34,-..
pf-562271,Not Clinically Relevant,-0.341,,,gdsc_PF-562271,-0.341,-..
ipr-456,Not Clinically Relevant,,-0.342,,ctrp_IPR-456,-0.342,.-.
s-trityl-l-cysteine,Not Clinically Relevant,-0.342,,,gdsc_S-Trityl-L-cysteine,-0.342,-..
luminespib,Not Clinically Relevant,-0.34299999999999997,,,gdsc_Luminespib,-0.343,-..
palbociclib,CDK4/6 inhibitor,-0.344,,,gdsc_Palbociclib,-0.344,-..
procarbazine,alkylating agent,,-0.345,,ctrp_procarbazine,-0.345,.-.
bleomycin,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",-0.345,,,gdsc_Bleomycin,-0.345,-..
cisplatin,Not Clinically Relevant,-0.34600000000000003,,,gdsc_Cisplatin,-0.346,-..
brd-k09587429,Not Clinically Relevant,,-0.34600000000000003,,ctrp_BRD-K09587429,-0.346,.-.
