,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
etp-46464,ctrp_ETP-46464,Not Clinically Relevant,,0.307,,0.307,,.+..,155,310,155.0
pidorubicine,cmap_pidorubicine,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.846,...-,733,155,155.0
belinostat,gdsc_Belinostat,HDAC inhibitor (PXD101),0.24,0.374,,0.307,-0.8140000000000001,++.-,158,153,155.5
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.307,,0.307,,.+..,156,311,156.0
azd-7762,cmap_azd-7762, Chk1 / Chk2 inhibitor,,,,,-0.861,...-,734,156,156.0
byl-719,ctrp_BYL-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.307,,0.307,,.+..,157,312,157.0
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.307,,0.307,,.+..,159,313,159.0
gsk-1059615,cmap_gsk-1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,,,,-0.887,...-,735,159,159.0
ro4929097,ctrp_RO4929097,Notch (gamma secretase) inhibitor,,0.306,,0.306,,.+..,160,314,160.0
granisetron,cmap_granisetron,5-HT3 receptor antagonist used as an antiemetic,,,,,-0.892,...-,736,160,160.0
zm447439,gdsc_ZM447439,Not Clinically Relevant,0.306,,,0.306,,+...,161,315,161.0
propranolol,cmap_propranolol,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity",,,,,-0.9009999999999999,...-,737,161,161.0
tpca-1,ctrp_TPCA-1,Not Clinically Relevant,0.354,0.259,,0.306,,++..,162,316,162.0
riluzole,cmap_riluzole,"Blocks TTX-sensitive sodium channels, and kainate and NMDA glutamate receptors",,,,,-0.917,...-,738,163,163.0
isoevodiamine,ctrp_isoevodiamine,Not Clinically Relevant,,0.305,,0.305,,.+..,163,317,163.0
necrostatin-1,ctrp_necrostatin-1,Not Clinically Relevant,,0.305,,0.305,,.+..,164,318,164.0
tivantinib,ctrp_tivantinib,Met inhibitor,,0.305,,0.305,,.+..,165,319,165.0
anagrelide,cmap_anagrelide,"phosphodiesterase inhibitor, inhibits maturation of platelets, used for CML",,,,,-0.932,...-,739,166,166.0
lomeguatrib,ctrp_lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.304,,0.304,,.+..,167,320,167.0
pifithrin-mu,ctrp_pifithrin-mu,Not Clinically Relevant,,0.304,,0.304,,.+..,168,321,168.0
erastin,ctrp_erastin,Not Clinically Relevant,,0.303,,0.303,,.+..,169,322,169.0
cyclophosphamide,ctrp_cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.28600000000000003,,0.286,-0.635,.+.-,211,127,169.0
ml031,ctrp_ML031,Not Clinically Relevant,,0.303,,0.303,,.+..,170,323,170.0
tofacitinib,cmap_tofacitinib,JAK Kinase inhibitor,,,,,-0.958,...-,740,170,170.0
metformin,cmap_metformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,,,,,-0.9620000000000001,...-,741,171,171.0
brd-k35604418,ctrp_BRD-K35604418,Not Clinically Relevant,,0.302,,0.302,,.+..,172,324,172.0
zstk-474,cmap_zstk-474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",,,,,-0.97,...-,742,172,172.0
sgx-523,ctrp_SGX-523, Met inhibitor,,0.302,,0.302,,.+..,173,325,173.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.996,...-,743,174,174.0
brd-k44224150,ctrp_BRD-K44224150,Not Clinically Relevant,,0.3,,0.3,,.+..,174,326,174.0
pandacostat,ctrp_pandacostat,Not Clinically Relevant,,0.3,,0.3,,.+..,175,327,175.0
ki8751,ctrp_Ki8751,Not Clinically Relevant,,0.3,,0.3,,.+..,176,328,176.0
bms-754807,ctrp_BMS-754807,Not Clinically Relevant,0.309,0.289,,0.299,,++..,177,329,177.0
ym201636,gdsc_YM201636,Not Clinically Relevant,0.299,,,0.299,,+...,178,330,178.0
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.25,,0.25,0.59,.+.+,316,42,179.0
hc-067047,ctrp_HC-067047,Not Clinically Relevant,,0.298,,0.298,,.+..,179,331,179.0
cil55a,ctrp_CIL55A,Not Clinically Relevant,,0.298,,0.298,,.+..,180,332,180.0
brd-k75293299,ctrp_BRD-K75293299,Not Clinically Relevant,,0.297,,0.297,,.+..,181,333,181.0
plx-4032,ctrp_PLX-4032,BRAF (V600E) inhibitor,,0.297,,0.297,,.+..,182,334,182.0
gsk1059615,ctrp_GSK1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.297,,0.297,,.+..,183,335,183.0
cimetidine,ctrp_cimetidine,(Tagamet) Antacid and antihistamine,,0.263,,0.263,-0.04700000000000004,.+.+-,281,87,184.0
sb-225002,ctrp_SB-225002,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,184,336,184.0
dacarbazine,ctrp_dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.29600000000000004,,0.296,,.+..,185,337,185.0
alvocidib,ctrp_alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.281,,0.281,-0.784,.+.-,224,147,185.5
pyr-41,ctrp_PYR-41,Not Clinically Relevant,,0.295,,0.295,,.+..,186,338,186.0
brd-k70511574,ctrp_BRD-K70511574,Not Clinically Relevant,,0.295,,0.295,,.+..,187,339,187.0
pf-3758309,ctrp_PF-3758309,Not Clinically Relevant,,0.295,,0.295,,.+..,188,340,188.0
ml311,ctrp_ML311,Not Clinically Relevant,,0.295,,0.295,,.+..,189,341,189.0
rigosertib,ctrp_rigosertib,"ON-01910, Plk-1 inhibitor",,0.294,,0.294,,.+..,190,342,190.0
merck60,ctrp_Merck60,Not Clinically Relevant,,0.294,,0.294,,.+..,191,343,191.0
fulvestrant,ctrp_fulvestrant,selective estrogen receptor degrader (SERD),,0.24600000000000002,,0.246,0.451,.+.++,324,59,191.5
mk-1775,ctrp_MK-1775,Wee1 kinase inhibitor,,0.264,,0.264,-0.384,.+.-,273,111,192.0
bendamustine,ctrp_bendamustine,alkylating agent,,0.294,,0.294,,.+..,192,344,192.0
bardoxolone methyl,ctrp_bardoxolone methyl,Not Clinically Relevant,,0.293,,0.293,,.+..,194,345,194.0
bix-01294,ctrp_BIX-01294,Not Clinically Relevant,,0.293,,0.293,,.+..,195,346,195.0
dinaciclib,ctrp_dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.293,,0.293,,.+..,196,347,196.0
simvastatin,ctrp_simvastatin,"HMG-CoA reductase inhibitor,",,0.24600000000000002,,0.246,0.353,.+.+-,328,65,196.5
ml029,ctrp_ML029,Not Clinically Relevant,,0.293,,0.293,,.+..,197,348,197.0
ko-143,ctrp_Ko-143,Not Clinically Relevant,,0.293,,0.293,,.+..,198,349,198.0
brd-k17060750,ctrp_BRD-K17060750,Not Clinically Relevant,,0.292,,0.292,,.+..,199,350,199.0
niclosamide,ctrp_niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.249,,0.249,0.177,.+.+,321,78,199.5
wz4002,ctrp_WZ4002,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,200,351,200.0
hg-5-113-01,gdsc_HG-5-113-01,Not Clinically Relevant,0.289,,,0.289,,+...,201,352,201.0
neuronal differentiation inducer iii,ctrp_neuronal differentiation inducer III,Not Clinically Relevant,,0.289,,0.289,,.+..,202,353,202.0
nsc-207895,gdsc_NSC-207895,Not Clinically Relevant,0.28800000000000003,,,0.288,,+...,203,354,203.0
mps-1-in-1,gdsc_MPS-1-IN-1,Not Clinically Relevant,0.28800000000000003,,,0.288,,+...,204,355,204.0
jw-480,ctrp_JW-480,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,205,356,205.0
ym-155,ctrp_YM-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.266,,0.266,-0.723,.+.-,269,143,206.0
yk 4-279,ctrp_YK 4-279,Not Clinically Relevant,,0.287,,0.287,,.+..,206,357,206.0
gdc-0941,ctrp_GDC-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.271,,0.271,-0.882,.+.-,255,158,206.5
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.287,,0.287,,.+..,207,358,207.0
prochlorperazine,ctrp_prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.249,,0.249,-0.24,.+.-,318,97,207.5
marinopyrrole a,ctrp_marinopyrrole A,Not Clinically Relevant,,0.287,,0.287,,.+..,208,359,208.0
narciclasine,ctrp_narciclasine,Not Clinically Relevant,,0.287,,0.287,,.+..,209,360,209.0
methotrexate,ctrp_methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.264,0.201,,0.232,0.484,++.+,365,55,210.0
ml162,ctrp_ML162,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,210,361,210.0
pha-793887,ctrp_PHA-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.27899999999999997,0.264,,0.271,-0.9359999999999999,++.-,256,167,211.5
etoposide,gdsc_Etoposide,Topo II inhibitor,-0.2,0.29100000000000004,,0.046,0.747,-+.++,401,22,211.5
fqi-1,ctrp_FQI-1,Not Clinically Relevant,,0.285,,0.285,,.+..,212,362,212.0
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.285,,0.285,,.+..,213,363,213.0
pf2341066,ccle_PF2341066,"ALK, ROS1 and MET inhibitor",,,0.285,0.285,,..+.,214,364,214.0
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.285,,0.285,,.+..,215,365,215.0
panobinostat,ccle_Panobinostat,HDAC inhibitor,,,0.253,0.253,-0.635,..+-,305,126,215.5
ouabain,ctrp_ouabain,Not Clinically Relevant,,0.284,,0.284,,.+..,216,366,216.0
fedratinib,gdsc_Fedratinib,JAK2 inhibitor,0.284,,,0.284,,+...,217,367,217.0
temozolomide,gdsc_Temozolomide,alkylating agent,-0.405,0.25,,-0.078,0.982,-+.+,431,3,217.0
nvp-bez235,ctrp_NVP-BEZ235,PI3K/mTOR inhibitor,,0.266,,0.266,-0.9279999999999999,.+.-,270,165,217.5
gsk-3 inhibitor ix,ctrp_GSK-3 inhibitor IX,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,218,368,218.0
olaparib,gdsc_Olaparib,PARP Inhibitor,-0.39899999999999997,0.359,,-0.02,0.733,-+.+,414,23,218.5
obatoclax,ctrp_obatoclax,Not Clinically Relevant,,0.23199999999999998,,0.232,0.23600000000000002,.+.+,364,76,220.0
bms-345541,ctrp_BMS-345541,Not Clinically Relevant,0.33899999999999997,0.22399999999999998,,0.282,,++..,220,369,220.0
osi-027,gdsc_OSI-027,Not Clinically Relevant,0.263,0.267,,0.265,-0.938,++.-,272,169,220.5
gw-843682x,ctrp_GW-843682X,Not Clinically Relevant,,0.282,,0.282,,.+..,222,370,222.0
dexamethasone,ctrp_dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.217,,0.217,0.3764375,.+.++++++,383,62,222.5
paclitaxel,gdsc_Paclitaxel,disrupts microtubule dynamics,-0.305,0.244,0.185,0.041,0.5735,-++++,402,44,223.0
unc0638,gdsc_UNC0638,Not Clinically Relevant,0.267,0.29600000000000004,,0.282,,++..,223,371,223.0
fqi-2,ctrp_FQI-2,Not Clinically Relevant,,0.281,,0.281,,.+..,225,372,225.0
serdemetan,gdsc_Serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.35200000000000004,0.41200000000000003,,0.03,0.524,-+.+,403,48,225.5
bax channel blocker,ctrp_Bax channel blocker,Not Clinically Relevant,,0.281,,0.281,,.+..,226,373,226.0
kh-cb19,ctrp_KH-CB19,Not Clinically Relevant,,0.28,,0.28,,.+..,227,374,227.0
pluripotin,ctrp_pluripotin,Not Clinically Relevant,,0.278,,0.278,,.+..,228,375,228.0
gemcitabine,gdsc_Gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.23,0.257,,0.013,0.5,-+.+,405,53,229.0
momelotinib,ctrp_momelotinib,JAK1 and JAK2 inhibitor,,0.278,,0.278,,.+..,229,376,229.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.278,,0.278,,.+..,230,377,230.0
daporinad,ctrp_daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.318,0.23800000000000002,,0.278,,++..,231,378,231.0
i-bet-762,gdsc_I-BET-762,Not Clinically Relevant,0.27699999999999997,,,0.277,,+...,232,379,232.0
topotecan,ccle_Topotecan,Topo I inhibitor,,0.302,0.19699999999999998,0.25,-0.8009999999999999,.++--,317,149,233.0
brd-k02492147,ctrp_BRD-K02492147,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,234,380,234.0
brd-k66453893,ctrp_BRD-K66453893,Not Clinically Relevant,,0.276,,0.276,,.+..,236,381,236.0
brd-k34222889,ctrp_BRD-K34222889,Not Clinically Relevant,,0.276,,0.276,,.+..,237,382,237.0
silmitasertib,ctrp_silmitasertib,casein kinase 2 inhibitor ,,0.275,,0.275,,.+..,238,383,238.0
ku-60019,ctrp_KU-60019,Not Clinically Relevant,,0.275,,0.275,,.+..,239,384,239.0
importazole,ctrp_importazole,Not Clinically Relevant,,0.275,,0.275,,.+..,240,385,240.0
ciclopirox,ctrp_ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.27399999999999997,,0.274,,.+..,241,386,241.0
tg-101348,ctrp_TG-101348,JAK2 inhibitor,,0.233,,0.233,-0.6,.+.-,363,121,242.0
sch-79797,ctrp_SCH-79797,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,242,387,242.0
sorafenib,gdsc_Sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.486,0.251,0.20199999999999999,-0.011,0.3045,-+++-,412,73,242.5
mitomycin,ctrp_mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.27399999999999997,,0.274,,.+..,243,388,243.0
tipifarnib-p2,ctrp_tipifarnib-P2,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,244,389,244.0
am-580,ctrp_AM-580,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,245,390,245.0
sunitinib,gdsc_Sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.387,0.294,,-0.047,0.3295,-+.+-,423,69,246.0
cay10618,ctrp_CAY10618,Not Clinically Relevant,,0.273,,0.273,,.+..,246,391,246.0
gsk461364,ctrp_GSK461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.273,,0.273,,.+..,247,392,247.0
tgx-221,ctrp_TGX-221,Not Clinically Relevant,,0.273,,0.273,,.+..,249,393,249.0
brd-k45681478,ctrp_BRD-K45681478,Not Clinically Relevant,,0.272,,0.272,,.+..,250,394,250.0
bi-2536,gdsc_BI-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.264,0.258,,-0.003,-0.154,-+.-,409,91,250.0
tamoxifen,gdsc_Tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.381,0.33899999999999997,,-0.021,0.055499999999999994,-+.++-,415,86,250.5
brd-a94377914,ctrp_BRD-A94377914,Not Clinically Relevant,,0.272,,0.272,,.+..,251,395,251.0
agk-2,ctrp_AGK-2,Not Clinically Relevant,,0.271,,0.271,,.+..,252,396,252.0
sn-38,gdsc_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.317,0.307,,-0.005,-0.204,-+.-,410,95,252.5
lovastatin,ctrp_lovastatin,"HMG-CoA reductase inhibitor,",,0.21,,0.21,-0.501,.+.-,389,117,253.0
gsk2636771,ctrp_GSK2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.271,,0.271,,.+..,253,397,253.0
at13387,ctrp_AT13387,Selective potent Hsp90 inhibitor,,0.271,,0.271,,.+..,254,398,254.0
fluvastatin,ctrp_fluvastatin,"HMG-CoA reductase inhibitor,",,0.239,,0.239,-0.907,.+.-,348,162,255.0
aa-cocf3,ctrp_AA-COCF3,Not Clinically Relevant,,0.27,,0.27,,.+..,257,399,257.0
docetaxel,gdsc_Docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.327,0.245,,-0.041,-0.20949999999999996,-+.+-,420,96,258.0
ch-55,ctrp_Ch-55,Not Clinically Relevant,,0.27,,0.27,,.+..,258,400,258.0
sirolimus,ctrp_sirolimus,"rapamycin, mTOR inhibitor",,0.214,,0.214,-0.647,.+.-----,385,131,258.0
brd1812,ctrp_BRD1812,Not Clinically Relevant,,0.27,,0.27,,.+..,259,401,259.0
n9-isopropylolomoucine,ctrp_N9-isopropylolomoucine,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,260,402,260.0
mln2480,ctrp_MLN2480,"TAK-580, pan-Raf kinase inhibitor",,0.26899999999999996,,0.269,,.+..,261,403,261.0
cerulenin,ctrp_cerulenin,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,262,404,262.0
methylstat,ctrp_methylstat,Not Clinically Relevant,,0.268,,0.268,,.+..,264,405,264.0
cal-101,ctrp_CAL-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.268,,0.268,,.+..,265,406,265.0
brd-k85133207,ctrp_BRD-K85133207,Not Clinically Relevant,,0.268,,0.268,,.+..,266,407,266.0
brd-k96970199,ctrp_BRD-K96970199,Not Clinically Relevant,,0.266,,0.266,,.+..,267,408,267.0
lapatinib,gdsc_Lapatinib,HER2/EGFR inhibitor,-0.302,-0.28600000000000003,-0.282,-0.29,0.9410000000000001,---++,527,8,267.5
wz3105,gdsc_WZ3105,Not Clinically Relevant,0.266,,,0.266,,+...,268,409,268.0
doxorubicin,gdsc_Doxorubicin,"Topo II inhibitor, DNA intercalator",-0.237,0.257,,0.01,-0.6425,-+.---,407,129,268.0
mitomycin-c,gdsc_Mitomycin-C,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",-0.214,,,-0.214,-0.0595,-..+-,449,88,268.5
vinorelbine,gdsc_Vinorelbine,Not Clinically Relevant,-0.255,,,-0.255,0.37225,-..+++,480,63,271.5
masitinib,gdsc_Masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.444,0.259,,-0.092,-0.342,-+.-,437,107,272.0
nakiterpiosin,ctrp_nakiterpiosin,Not Clinically Relevant,,0.264,,0.264,,.+..,274,410,274.0
zg-10,gdsc_ZG-10,Not Clinically Relevant,0.263,,,0.263,,+...,275,411,275.0
cyanoquinoline 11,ctrp_cyanoquinoline 11,Not Clinically Relevant,,0.263,,0.263,,.+..,276,412,276.0
neratinib,ctrp_neratinib,Her2 and EGFR inhibitor,,-0.22399999999999998,,-0.224,-0.27,.-.-,452,100,276.0
mln2238,ctrp_MLN2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,0.263,,0.263,,.+..,277,413,277.0
pifithrin-alpha,ctrp_pifithrin-alpha,Not Clinically Relevant,,0.263,,0.263,,.+..,278,414,278.0
purmorphamine,ctrp_purmorphamine,Not Clinically Relevant,,0.263,,0.263,,.+..,279,415,279.0
canertinib,ctrp_canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.26,,-0.26,0.29600000000000004,.-.+,485,74,279.5
abiraterone,ctrp_abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.272,,-0.272,0.46299999999999997,.-.+,502,57,279.5
tamatinib,ctrp_tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.263,,0.263,,.+..,280,416,280.0
tivozanib,gdsc_Tivozanib,VEGFR inhibitor,-0.502,0.28800000000000003,,-0.107,-0.602,-+.-,441,122,281.5
i-bet151,ctrp_I-BET151,Not Clinically Relevant,,0.262,,0.262,,.+..,282,417,282.0
bleomycin a2,ctrp_bleomycin A2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.261,,0.261,,.+..,283,418,283.0
jw-7-24-1,gdsc_JW-7-24-1,Not Clinically Relevant,0.261,,,0.261,,+...,284,419,284.0
crizotinib,gdsc_Crizotinib,"ALK, ROS1 and MET inhibitor",-0.5870000000000001,0.297,,-0.145,-0.633,-+.-,443,125,284.0
azacitidine,ctrp_azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.28300000000000003,,-0.283,0.509,.-.+,519,50,284.5
srt-1720,ctrp_SRT-1720,Not Clinically Relevant,,0.261,,0.261,,.+..,285,420,285.0
valdecoxib,ctrp_valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.233,,-0.233,-0.344,.-.-,463,108,285.5
b02,ctrp_B02,Not Clinically Relevant,,0.261,,0.261,,.+..,286,421,286.0
su11274,ctrp_SU11274,Not Clinically Relevant,,0.261,,0.261,,.+..,287,422,287.0
mk-2206,gdsc_MK-2206,Akt1/2/3 inhibitor,-0.32299999999999995,0.275,,-0.024,-0.865,-+.-,418,157,287.5
at7867,ctrp_AT7867,Not Clinically Relevant,,0.26,,0.26,,.+..,288,423,288.0
sch-529074,ctrp_SCH-529074,Not Clinically Relevant,,0.259,,0.259,,.+..,289,424,289.0
entinostat,gdsc_Entinostat,HDAC inhibitor,-0.248,0.271,,0.012,-0.972,-+.-,406,173,289.5
cr-1-31b,ctrp_CR-1-31B,Not Clinically Relevant,,0.258,,0.258,,.+..,290,425,290.0
pazopanib,gdsc_Pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.467,0.276,,-0.096,-0.722,-+.-,438,142,290.0
vinblastine,gdsc_Vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.27,,,-0.27,0.14550000000000002,-..+-,499,82,290.5
brd-a86708339,ctrp_BRD-A86708339,Not Clinically Relevant,,0.258,,0.258,,.+..,291,426,291.0
nilotinib,ctrp_nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.23600000000000002,-0.34,-0.303,-0.293,0.501,---+,531,52,291.5
salermide,ctrp_salermide,Not Clinically Relevant,,0.257,,0.257,,.+..,292,427,292.0
temsirolimus,gdsc_Temsirolimus,Not Clinically Relevant,-0.40399999999999997,0.239,,-0.082,-0.812,-+.-,433,152,292.5
cil56,ctrp_CIL56,Not Clinically Relevant,,0.257,,0.257,,.+..,293,428,293.0
smer-3,ctrp_SMER-3,Not Clinically Relevant,,0.256,,0.256,,.+..,294,429,294.0
ciclosporin,ctrp_ciclosporin,,,0.256,,0.256,,.+..,295,430,295.0
brd-k86535717,ctrp_BRD-K86535717,Not Clinically Relevant,,0.256,,0.256,,.+..,296,431,296.0
gant-61,ctrp_GANT-61,Not Clinically Relevant,,0.256,,0.256,,.+..,297,432,297.0
lenalidomide,gdsc_Lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.35700000000000004,,,-0.357,0.993,-..+,593,1,297.0
fluorouracil,ctrp_fluorouracil,antimetabolite,,0.254,,0.254,,.+..,298,433,298.0
nvp-231,ctrp_NVP-231,Not Clinically Relevant,,0.254,,0.254,,.+..,299,434,299.0
brd-k78574327,ctrp_BRD-K78574327,Not Clinically Relevant,,0.254,,0.254,,.+..,300,435,300.0
blebbistatin,ctrp_blebbistatin,Not Clinically Relevant,,0.254,,0.254,,.+..,301,436,301.0
ml258,ctrp_ML258,Not Clinically Relevant,,0.253,,0.253,,.+..,302,437,302.0
wz8040,ctrp_WZ8040,Not Clinically Relevant,,0.253,,0.253,,.+..,303,438,303.0
kx2-391,ctrp_KX2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.253,,0.253,,.+..,304,439,304.0
phloretin,ctrp_phloretin,Not Clinically Relevant,,0.252,,0.252,,.+..,306,440,306.0
linifanib,gdsc_Linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.586,0.23,,-0.178,-0.937,-+.-,445,168,306.5
ar-42,gdsc_AR-42,Not Clinically Relevant,0.252,,,0.252,,+...,307,441,307.0
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.252,,0.252,,.+..,308,442,308.0
nsc632839,ctrp_NSC632839,Not Clinically Relevant,,0.252,,0.252,,.+..,309,443,309.0
prl-3 inhibitor i,ctrp_PRL-3 inhibitor I,Not Clinically Relevant,,0.251,,0.251,,.+..,310,444,310.0
ex-527,ctrp_EX-527,SIRT1 inhibitor,,0.251,,0.251,,.+..,311,445,311.0
procarbazine,ctrp_procarbazine,alkylating agent,,-0.31,,-0.31,0.16699999999999998,.-.+,543,80,311.5
cd-1530,ctrp_CD-1530,Not Clinically Relevant,,0.25,,0.25,,.+..,312,446,312.0
cytochalasin b,ctrp_cytochalasin B,Not Clinically Relevant,,0.25,,0.25,,.+..,313,447,313.0
phenformin,gdsc_Phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.248,,,-0.248,-0.8079999999999999,-..-,476,151,313.5
aew541,ccle_AEW541,Not Clinically Relevant,,,0.25,0.25,,..+.,314,448,314.0
cytarabine,gdsc_Cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.316,,,-0.316,0.17,-..+,549,79,314.0
r428,ctrp_R428,Not Clinically Relevant,,0.25,,0.25,,.+..,315,449,315.0
palmostatin b,ctrp_palmostatin B,Not Clinically Relevant,,0.249,,0.249,,.+..,319,450,319.0
vu0155056,ctrp_VU0155056,Not Clinically Relevant,,0.249,,0.249,,.+..,320,451,320.0
saracatinib,gdsc_Saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.322,-0.245,,-0.284,-0.5720000000000001,--.-,521,120,320.5
brd-k01737880,ctrp_BRD-K01737880,Not Clinically Relevant,,0.248,,0.248,,.+..,322,452,322.0
nvp-bsk805,ctrp_NVP-BSK805,Not Clinically Relevant,,0.24600000000000002,,0.246,,.+..,323,453,323.0
palbociclib,gdsc_Palbociclib,CDK4/6 inhibitor,-0.314,,,-0.314,-0.281,-..-,546,104,325.0
pf-573228,ctrp_PF-573228,Not Clinically Relevant,,0.24600000000000002,,0.246,,.+..,325,454,325.0
erismodegib,ctrp_erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.275,,-0.275,-0.731,.-.-,507,144,325.5
sr-ii-138a,ctrp_SR-II-138A,Not Clinically Relevant,,0.24600000000000002,,0.246,,.+..,326,455,326.0
triptolide,ctrp_triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,-0.278,,-0.278,-0.714,.-.--,512,141,326.5
pi-103,gdsc_PI-103,Not Clinically Relevant,0.207,0.284,,0.246,,++..,327,456,327.0
