,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
jw-480,ctrp_JW-480,Not Clinically Relevant,,0.315,,0.315,,.+..,151,312,151.0
alvocidib,ctrp_alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.308,,0.308,-0.7340000000000001,.+.-,163,140,151.5
am-580,ctrp_AM-580,Not Clinically Relevant,,0.314,,0.314,,.+..,152,313,152.0
ki8751,ctrp_Ki8751,Not Clinically Relevant,,0.314,,0.314,,.+..,153,314,153.0
trifluoperazine,ctrp_trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.3,,0.3,-0.636,.+.-,181,125,153.0
teniposide,ctrp_teniposide,Topo II inhibitor,,0.267,,0.267,0.698,.+.+,281,27,154.0
bms-754807,ctrp_BMS-754807,Not Clinically Relevant,0.332,0.29600000000000004,,0.314,,++..,154,315,154.0
brd-k61166597,ctrp_BRD-K61166597,Not Clinically Relevant,,0.313,,0.313,,.+..,155,316,155.0
propranolol,cmap_propranolol,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity",,,,,-0.897,...-,738,156,156.0
mgcd-265,ctrp_MGCD-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.312,,0.312,,.+..,156,317,156.0
daporinad,ctrp_daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.369,0.254,,0.312,,++..,157,318,157.0
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.311,,0.311,,.+..,158,319,158.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.9179999999999999,...-,739,159,159.0
isox,ctrp_ISOX,Not Clinically Relevant,,0.309,,0.309,,.+..,160,320,160.0
bix-01294,ctrp_BIX-01294,Not Clinically Relevant,,0.309,,0.309,,.+..,161,321,161.0
tacedinaline,ctrp_tacedinaline,Not Clinically Relevant,,0.308,,0.308,,.+..,162,322,162.0
mitoxantrone,cmap_mitoxantrone,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair ,,,,,-0.932,...-,740,162,162.0
ro4929097,ctrp_RO4929097,Notch (gamma secretase) inhibitor,,0.306,,0.306,,.+..,164,323,164.0
ml083,ctrp_ML083,Not Clinically Relevant,,0.306,,0.306,,.+..,165,324,165.0
ml031,ctrp_ML031,Not Clinically Relevant,,0.305,,0.305,,.+..,166,325,166.0
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.305,,0.305,,.+..,167,326,167.0
decitabine,ctrp_decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.28600000000000003,,0.286,-0.528,.+.-,227,109,168.0
brd-k02492147,ctrp_BRD-K02492147,Not Clinically Relevant,,0.305,,0.305,,.+..,168,327,168.0
isoevodiamine,ctrp_isoevodiamine,Not Clinically Relevant,,0.305,,0.305,,.+..,169,328,169.0
metformin,cmap_metformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,,,,,-0.968,...-,741,170,170.0
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.304,,0.304,,.+..,171,329,171.0
azd-7762,cmap_azd-7762, Chk1 / Chk2 inhibitor,,,,,-0.97,...-,742,171,171.0
dinaciclib,ctrp_dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.303,,0.303,,.+..,172,330,172.0
zstk-474,cmap_zstk-474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",,,,,-0.978,...-,743,173,173.0
azd1480,ctrp_AZD1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.303,,0.303,,.+..,174,331,174.0
brd8899,ctrp_BRD8899,Not Clinically Relevant,,0.303,,0.303,,.+..,175,332,175.0
gsk1059615,ctrp_GSK1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.302,,0.302,,.+..,176,333,176.0
bms-345541,ctrp_BMS-345541,Not Clinically Relevant,0.37200000000000005,0.23199999999999998,,0.302,,++..,177,334,177.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.301,,0.301,,.+..,179,335,179.0
gsk-3 inhibitor ix,ctrp_GSK-3 inhibitor IX,Not Clinically Relevant,,0.3,,0.3,,.+..,180,336,180.0
cyclophosphamide,ctrp_cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.281,,0.281,-0.625,.+.-,236,124,180.0
yk 4-279,ctrp_YK 4-279,Not Clinically Relevant,,0.3,,0.3,,.+..,182,337,182.0
ch-55,ctrp_Ch-55,Not Clinically Relevant,,0.299,,0.299,,.+..,183,338,183.0
manumycin a,ctrp_manumycin A,Not Clinically Relevant,,0.299,,0.299,,.+..,184,339,184.0
curcumin,ctrp_curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.27,,0.27,-0.423,.+.-,269,101,185.0
cd-1530,ctrp_CD-1530,Not Clinically Relevant,,0.297,,0.297,,.+..,186,340,186.0
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.297,,0.297,,.+..,187,341,187.0
obatoclax,ctrp_obatoclax,Not Clinically Relevant,,0.23399999999999999,,0.234,0.7120000000000001,.+.+,349,26,187.5
necrosulfonamide,ctrp_necrosulfonamide,Not Clinically Relevant,,0.297,,0.297,,.+..,188,342,188.0
mi-2,ctrp_MI-2,Not Clinically Relevant,,0.297,,0.297,,.+..,189,343,189.0
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.297,,0.297,,.+..,190,344,190.0
pyr-41,ctrp_PYR-41,Not Clinically Relevant,,0.297,,0.297,,.+..,191,345,191.0
cyanoquinoline 11,ctrp_cyanoquinoline 11,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,192,346,192.0
fulvestrant,ctrp_fulvestrant,selective estrogen receptor degrader (SERD),,0.262,,0.262,-0.27,.+.+-,294,90,192.0
brd-k48334597,ctrp_BRD-K48334597,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,193,347,193.0
fsc231,ctrp_FSC231,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,194,348,194.0
tandutinib,ctrp_tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.28600000000000003,,0.286,-0.946,.+.-,225,164,194.5
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.295,,0.295,,.+..,195,349,195.0
brd-k80183349,ctrp_BRD-K80183349,Not Clinically Relevant,,0.295,,0.295,,.+..,196,350,196.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.295,,0.295,,.+..,197,351,197.0
cx-5461,gdsc_CX-5461,Not Clinically Relevant,0.295,,,0.295,,+...,198,352,198.0
gsk690693,gdsc_GSK690693,Not Clinically Relevant,0.294,,,0.294,,+...,200,353,200.0
gw-843682x,ctrp_GW-843682X,Not Clinically Relevant,,0.294,,0.294,,.+..,201,354,201.0
hli 373,ctrp_HLI 373,Not Clinically Relevant,,0.293,,0.293,,.+..,202,355,202.0
cil70,ctrp_CIL70,Not Clinically Relevant,,0.293,,0.293,,.+..,204,356,204.0
methotrexate,ctrp_methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.287,-0.17300000000000001,,0.057,0.695,+-.+,384,28,206.0
brd1812,ctrp_BRD1812,Not Clinically Relevant,,0.292,,0.292,,.+..,206,357,206.0
kh-cb19,ctrp_KH-CB19,Not Clinically Relevant,,0.292,,0.292,,.+..,207,358,207.0
unc0638,gdsc_UNC0638,Not Clinically Relevant,0.28800000000000003,0.293,,0.29,,++..,208,359,208.0
dexamethasone,ctrp_dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.239,,0.239,0.12003125000000002,.+.+++++-,342,75,208.5
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.29,,0.29,,.+..,209,360,209.0
serdemetan,gdsc_Serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.34600000000000003,0.406,,0.03,0.6709999999999999,-+.+,386,32,209.0
brd-k37390332,ctrp_BRD-K37390332,Not Clinically Relevant,,0.29,,0.29,,.+..,210,361,210.0
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.29,,0.29,,.+..,211,362,211.0
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.226,,0.226,0.271,.+.+,362,60,211.0
fluvastatin,ctrp_fluvastatin,"HMG-CoA reductase inhibitor,",,0.27,,0.27,-0.882,.+.-,268,155,211.5
pi-103,gdsc_PI-103,Not Clinically Relevant,0.27,0.311,,0.29,,++..,212,363,212.0
ym-155,ctrp_YM-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.256,,0.256,-0.599,.+.-,305,120,212.5
byl-719,ctrp_BYL-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.29,,0.29,,.+..,213,364,213.0
etp-46464,ctrp_ETP-46464,Not Clinically Relevant,,0.29,,0.29,,.+..,214,365,214.0
su11274,ctrp_SU11274,Not Clinically Relevant,,0.29,,0.29,,.+..,215,366,215.0
osi-027,gdsc_OSI-027,Not Clinically Relevant,0.255,0.289,,0.272,-0.9570000000000001,++.-,263,168,215.5
brd-k35604418,ctrp_BRD-K35604418,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,216,367,216.0
n9-isopropylolomoucine,ctrp_N9-isopropylolomoucine,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,217,368,217.0
azd4547,ctrp_AZD4547,"FGFR-1,2 and 3 inhibitor",,0.28800000000000003,,0.288,,.+..,218,369,218.0
axitinib,gdsc_Axitinib,"VEGFR, c-KIT and PDGFR inhibitor",-0.511,0.358,,-0.077,0.722,-+.+,411,25,218.0
erastin,ctrp_erastin,Not Clinically Relevant,,0.287,,0.287,,.+..,219,370,219.0
nilotinib,ccle_Nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.23600000000000002,0.316,-0.32799999999999996,-0.083,0.731,-+-+,415,24,219.5
ml029,ctrp_ML029,Not Clinically Relevant,,0.287,,0.287,,.+..,220,371,220.0
cr-1-31b,ctrp_CR-1-31B,Not Clinically Relevant,,0.287,,0.287,,.+..,221,372,221.0
ko-143,ctrp_Ko-143,Not Clinically Relevant,,0.287,,0.287,,.+..,222,373,222.0
triptolide,ctrp_triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.254,,0.254,-0.6785,.+.--,313,132,222.5
temozolomide,gdsc_Temozolomide,alkylating agent,-0.42700000000000005,0.257,,-0.085,0.695,-+.+,417,29,223.0
mitomycin-c,gdsc_Mitomycin-C,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.22399999999999998,,,0.224,0.05849999999999994,+..+-,368,80,224.0
brd-k78574327,ctrp_BRD-K78574327,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,224,374,224.0
sn-38,gdsc_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.33299999999999996,0.306,,-0.013,0.301,-+.+,392,58,225.0
prochlorperazine,ctrp_prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.249,,0.249,-0.6579999999999999,.+.-,322,128,225.0
ql-x-138,gdsc_QL-X-138,Not Clinically Relevant,0.28600000000000003,,,0.286,,+...,226,375,226.0
gemcitabine,gdsc_Gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.256,0.218,,-0.019,0.24,-+.+,393,63,228.0
genentech cpd 10,gdsc_Genentech Cpd 10,Not Clinically Relevant,0.285,,,0.285,,+...,228,376,228.0
tretinoin,gdsc_Tretinoin,Retinoid,-0.5760000000000001,0.41,,-0.083,0.512,-+.++,416,41,228.5
brd-k17060750,ctrp_BRD-K17060750,Not Clinically Relevant,,0.285,,0.285,,.+..,229,377,229.0
ouabain,ctrp_ouabain,Not Clinically Relevant,,0.284,,0.284,,.+..,230,378,230.0
cil55a,ctrp_CIL55A,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,231,379,231.0
jw-7-24-1,gdsc_JW-7-24-1,Not Clinically Relevant,0.282,,,0.282,,+...,232,380,232.0
ml312,ctrp_ML312,Not Clinically Relevant,,0.282,,0.282,,.+..,233,381,233.0
sirolimus,ctrp_sirolimus,"rapamycin, mTOR inhibitor",,0.23199999999999998,,0.232,-0.561625,.+.-----,352,114,233.0
5-fluorouracil,gdsc_5-Fluorouracil,antimetabolite,0.282,,,0.282,,+...,234,382,234.0
pf-3758309,ctrp_PF-3758309,Not Clinically Relevant,,0.281,,0.281,,.+..,235,383,235.0
blebbistatin,ctrp_blebbistatin,Not Clinically Relevant,,0.281,,0.281,,.+..,237,384,237.0
sunitinib,gdsc_Sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.434,0.295,,-0.07,0.21150000000000002,-+.+-,408,67,237.5
kx2-391,ctrp_KX2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.28,,0.28,,.+..,238,385,238.0
tamoxifen,gdsc_Tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.385,0.345,,-0.02,-0.01575,-+.+--,394,82,238.0
lovastatin,ctrp_lovastatin,"HMG-CoA reductase inhibitor,",,0.225,,0.225,-0.5670000000000001,.+.-,363,115,239.0
neuronal differentiation inducer iii,ctrp_neuronal differentiation inducer III,Not Clinically Relevant,,0.28,,0.28,,.+..,239,386,239.0
mk-1775,ctrp_MK-1775,Wee1 kinase inhibitor,,0.256,,0.256,-0.97,.+.-,307,172,239.5
sb-525334,ctrp_SB-525334,Not Clinically Relevant,,0.28,,0.28,,.+..,240,387,240.0
irinotecan,ccle_Irinotecan,"aka CPT-11, inhibitor of Topo I",,,-0.258,-0.258,0.838,..-+,467,14,240.5
ar-42,gdsc_AR-42,Not Clinically Relevant,0.28,,,0.28,,+...,242,388,242.0
narciclasine,ctrp_narciclasine,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,243,389,243.0
cil56,ctrp_CIL56,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,244,390,244.0
docetaxel,gdsc_Docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.325,0.28,,-0.022,-0.275,-+.+-,397,91,244.0
fqi-2,ctrp_FQI-2,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,245,391,245.0
topotecan,ccle_Topotecan,Topo I inhibitor,,0.311,-0.19699999999999998,0.057,-0.494,.+---,385,106,245.5
nvp-bez235,ctrp_NVP-BEZ235,PI3K/mTOR inhibitor,,0.24600000000000002,,0.246,-0.946,.+.-,327,165,246.0
srt-1720,ctrp_SRT-1720,Not Clinically Relevant,,0.278,,0.278,,.+..,246,392,246.0
masitinib,gdsc_Masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.445,0.23199999999999998,,-0.107,0.154,-+.+,421,72,246.5
zg-10,gdsc_ZG-10,Not Clinically Relevant,0.278,,,0.278,,+...,247,393,247.0
gdc-0941,ctrp_GDC-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.244,,0.244,-0.941,.+.-,332,163,247.5
bardoxolone methyl,ctrp_bardoxolone methyl,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,248,394,248.0
ku-0063794,ctrp_KU-0063794,Not Clinically Relevant,,0.27699999999999997,,0.277,,.+..,249,395,249.0
sorafenib,gdsc_Sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.529,0.28800000000000003,-0.228,-0.156,0.18500000000000003,-+-+-,429,69,249.0
brd-k71781559,ctrp_BRD-K71781559,Not Clinically Relevant,,0.276,,0.276,,.+..,250,396,250.0
pitstop2,ctrp_pitstop2,Not Clinically Relevant,,0.276,,0.276,,.+..,251,397,251.0
brd-k96431673,ctrp_BRD-K96431673,Not Clinically Relevant,,0.275,,0.275,,.+..,252,398,252.0
cerulenin,ctrp_cerulenin,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,253,399,253.0
salermide,ctrp_salermide,Not Clinically Relevant,,0.273,,0.273,,.+..,254,400,254.0
pha-793887,gdsc_PHA-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",-0.354,0.247,,-0.053,-0.496,-+.-,401,107,254.0
importazole,ctrp_importazole,Not Clinically Relevant,,0.273,,0.273,,.+..,255,401,255.0
brd-k96970199,ctrp_BRD-K96970199,Not Clinically Relevant,,0.273,,0.273,,.+..,256,402,256.0
vinorelbine,gdsc_Vinorelbine,Not Clinically Relevant,-0.265,,,-0.265,0.5277499999999999,-..+++,474,39,256.5
tg-101348,ctrp_TG-101348,JAK2 inhibitor,,0.20800000000000002,,0.208,-0.687,.+.-,379,134,256.5
tgx-221,ctrp_TGX-221,Not Clinically Relevant,,0.273,,0.273,,.+..,257,403,257.0
b02,ctrp_B02,Not Clinically Relevant,,0.273,,0.273,,.+..,258,404,258.0
brd-k34222889,ctrp_BRD-K34222889,Not Clinically Relevant,,0.273,,0.273,,.+..,259,405,259.0
rigosertib,ctrp_rigosertib,"ON-01910, Plk-1 inhibitor",,0.272,,0.272,,.+..,260,406,260.0
ciclopirox,ctrp_ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.272,,0.272,,.+..,261,407,261.0
doxorubicin,gdsc_Doxorubicin,"Topo II inhibitor, DNA intercalator",-0.254,0.29,,0.018,-0.69175,-+.---,387,135,261.0
ml311,ctrp_ML311,Not Clinically Relevant,,0.272,,0.272,,.+..,262,408,262.0
entinostat,gdsc_Entinostat,HDAC inhibitor,-0.316,0.276,,-0.02,-0.667,-+.-,395,130,262.5
lapatinib,cmap_lapatinib,HER2/EGFR inhibitor,-0.31,-0.28600000000000003,-0.261,-0.286,0.7755,---++,505,21,263.0
mitomycin,ctrp_mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.271,,0.271,,.+..,264,409,264.0
brd-k01737880,ctrp_BRD-K01737880,Not Clinically Relevant,,0.271,,0.271,,.+..,265,410,265.0
cay10618,ctrp_CAY10618,Not Clinically Relevant,,0.271,,0.271,,.+..,266,411,266.0
quizartinib,gdsc_Quizartinib,Flt3 inhibitor,-0.7190000000000001,0.265,,-0.227,-0.29,-+.-,441,92,266.5
linifanib,gdsc_Linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.6890000000000001,0.259,,-0.215,-0.414,-+.-,434,99,266.5
camptothecin,gdsc_Camptothecin,Not Clinically Relevant,0.27,,,0.27,,+...,267,412,267.0
bax channel blocker,ctrp_Bax channel blocker,Not Clinically Relevant,,0.27,,0.27,,.+..,270,413,270.0
marinopyrrole a,ctrp_marinopyrrole A,Not Clinically Relevant,,0.27,,0.27,,.+..,271,414,271.0
nakiterpiosin,ctrp_nakiterpiosin,Not Clinically Relevant,,0.27,,0.27,,.+..,272,415,272.0
merck60,ctrp_Merck60,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,273,416,273.0
bi-2536,gdsc_BI-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.313,0.27399999999999997,,-0.02,-0.8740000000000001,-+.-,396,150,273.0
pifithrin-alpha,ctrp_pifithrin-alpha,Not Clinically Relevant,,0.268,,0.268,,.+..,274,417,274.0
cd-437,ctrp_CD-437,Not Clinically Relevant,,0.268,,0.268,,.+..,275,418,275.0
valdecoxib,ctrp_valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.239,,-0.239,-0.442,.-.-,448,102,275.0
nsc632839,ctrp_NSC632839,Not Clinically Relevant,,0.267,,0.267,,.+..,276,419,276.0
wz4002,ctrp_WZ4002,Not Clinically Relevant,,0.267,,0.267,,.+..,277,420,277.0
azacitidine,ctrp_azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.281,,-0.281,0.33799999999999997,.-.+,499,55,277.0
paclitaxel,gdsc_Paclitaxel,disrupts microtubule dynamics,-0.38,0.248,-0.21600000000000003,-0.116,-0.6605000000000001,-+---,426,129,277.5
dacarbazine,ctrp_dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.267,,0.267,,.+..,278,421,278.0
mk-2206,gdsc_MK-2206,Akt1/2/3 inhibitor,-0.355,0.285,,-0.035,-0.897,-+.-,399,157,278.0
brd-k66453893,ctrp_BRD-K66453893,Not Clinically Relevant,,0.267,,0.267,,.+..,279,422,279.0
canertinib,ctrp_canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.268,,-0.268,0.106,.-.+,482,76,279.0
nintedanib,ctrp_nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.267,,0.267,,.+..,280,423,280.0
brd-k70511574,ctrp_BRD-K70511574,Not Clinically Relevant,,0.267,,0.267,,.+..,282,424,282.0
gsk461364,ctrp_GSK461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.266,,0.266,,.+..,283,425,283.0
tivozanib,gdsc_Tivozanib,VEGFR inhibitor,-0.532,0.314,,-0.109,-0.8370000000000001,-+.-,422,144,283.0
temsirolimus,gdsc_Temsirolimus,Not Clinically Relevant,-0.42200000000000004,0.263,,-0.08,-0.879,-+.-,414,153,283.5
methylstat,ctrp_methylstat,Not Clinically Relevant,,0.265,,0.265,,.+..,284,426,284.0
neratinib,ctrp_neratinib,Her2 and EGFR inhibitor,,-0.253,,-0.253,-0.526,.-.-,462,108,285.0
sch-529074,ctrp_SCH-529074,Not Clinically Relevant,,0.265,,0.265,,.+..,285,427,285.0
vinblastine,gdsc_Vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.293,,,-0.293,0.3095,-..++,513,57,285.0
crizotinib,gdsc_Crizotinib,"ALK, ROS1 and MET inhibitor",-0.618,0.289,,-0.164,-0.723,-+.-,431,139,285.0
sb-743921,ctrp_SB-743921,kinesin spindle protein (KSP) inhibitor,,0.265,,0.265,,.+..,286,428,286.0
purmorphamine,ctrp_purmorphamine,Not Clinically Relevant,,0.265,,0.265,,.+..,287,429,287.0
cay10594,ctrp_CAY10594,Not Clinically Relevant,,0.265,,0.265,,.+..,288,430,288.0
nvp-231,ctrp_NVP-231,Not Clinically Relevant,,0.263,,0.263,,.+..,289,431,289.0
simvastatin,ctrp_simvastatin,"HMG-CoA reductase inhibitor,",,-0.267,,-0.267,-0.44399999999999995,.-.--,477,103,290.0
hyperforin,ctrp_hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,-0.299,,-0.299,0.322,.-.+,524,56,290.0
silmitasertib,ctrp_silmitasertib,casein kinase 2 inhibitor ,,0.263,,0.263,,.+..,290,432,290.0
cudc-101,gdsc_CUDC-101,Not Clinically Relevant,0.263,,,0.263,,+...,291,433,291.0
wiki4,gdsc_WIKI4,Not Clinically Relevant,0.263,,,0.263,,+...,292,434,292.0
brd-k85133207,ctrp_BRD-K85133207,Not Clinically Relevant,,0.263,,0.263,,.+..,293,435,293.0
phenformin,gdsc_Phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.233,,,-0.233,-0.782,-..-,444,142,293.0
procarbazine,ctrp_procarbazine,alkylating agent,,-0.314,,-0.314,0.43200000000000005,.-.+,539,50,294.5
brd-k45681478,ctrp_BRD-K45681478,Not Clinically Relevant,,0.262,,0.262,,.+..,295,436,295.0
pazopanib,gdsc_Pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.502,0.276,,-0.113,-0.953,-+.-,424,167,295.5
qw-bi-011,ctrp_QW-BI-011,Not Clinically Relevant,,0.26,,0.26,,.+..,296,437,296.0
prima-1,ctrp_PRIMA-1,Not Clinically Relevant,,0.26,,0.26,,.+..,297,438,297.0
abiraterone,ctrp_abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.315,,-0.315,0.365,.-.+,541,54,297.5
cal-101,ctrp_CAL-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.26,,0.26,,.+..,298,439,298.0
fqi-1,ctrp_FQI-1,Not Clinically Relevant,,0.26,,0.26,,.+..,299,440,299.0
agk-2,ctrp_AGK-2,Not Clinically Relevant,,0.259,,0.259,,.+..,300,441,300.0
r428,ctrp_R428,Not Clinically Relevant,,0.258,,0.258,,.+..,301,442,301.0
brd-k14844214,ctrp_BRD-K14844214,Not Clinically Relevant,,0.258,,0.258,,.+..,302,443,302.0
tipifarnib-p2,ctrp_tipifarnib-P2,Not Clinically Relevant,,0.257,,0.257,,.+..,303,444,303.0
semagacestat,ctrp_semagacestat,Notch (gamma secretase) inhibitor,,0.257,,0.257,,.+..,304,445,304.0
lenalidomide,gdsc_Lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.39399999999999996,,,-0.394,0.9890000000000001,-..+,607,1,304.0
i-bet151,ctrp_I-BET151,Not Clinically Relevant,,0.256,,0.256,,.+..,306,446,306.0
brd-k30748066,ctrp_BRD-K30748066,Not Clinically Relevant,,0.256,,0.256,,.+..,308,447,308.0
gw-405833,ctrp_GW-405833,Not Clinically Relevant,,0.255,,0.255,,.+..,309,448,309.0
prl-3 inhibitor i,ctrp_PRL-3 inhibitor I,Not Clinically Relevant,,0.255,,0.255,,.+..,310,449,310.0
brd-a94377914,ctrp_BRD-A94377914,Not Clinically Relevant,,0.254,,0.254,,.+..,311,450,311.0
cytarabine,gdsc_Cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.321,,,-0.321,0.085,-..+,545,78,311.5
cay10603,gdsc_CAY10603,Not Clinically Relevant,0.254,,,0.254,,+...,312,451,312.0
panobinostat,ccle_Panobinostat,HDAC inhibitor,,,-0.335,-0.335,0.214,..-+,559,66,312.5
gsk2636771,ctrp_GSK2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.254,,0.254,,.+..,314,452,314.0
gant-61,ctrp_GANT-61,Not Clinically Relevant,,0.254,,0.254,,.+..,315,453,315.0
regorafenib,ctrp_regorafenib,VEGFR2-TIE2 inhibitor ,,0.254,,0.254,,.+..,316,454,316.0
etomoxir,ctrp_etomoxir,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)",,-0.332,,-0.332,0.08150000000000002,.-.+-,555,79,317.0
sr-ii-138a,ctrp_SR-II-138A,Not Clinically Relevant,,0.254,,0.254,,.+..,317,455,317.0
vu0155056,ctrp_VU0155056,Not Clinically Relevant,,0.253,,0.253,,.+..,318,456,318.0
erismodegib,ctrp_erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.281,,-0.281,-0.693,.-.-,500,137,318.5
ku-60019,ctrp_KU-60019,Not Clinically Relevant,,0.252,,0.252,,.+..,319,457,319.0
brd-a86708339,ctrp_BRD-A86708339,Not Clinically Relevant,,0.252,,0.252,,.+..,320,458,320.0
