,moa,GDSC,CTRP,CCLE,drug,score,evidence
cudc-101,Not Clinically Relevant,0.263,,,gdsc_CUDC-101,0.263,+..
brd-k85133207,Not Clinically Relevant,,0.263,,ctrp_BRD-K85133207,0.263,.+.
wiki4,Not Clinically Relevant,0.263,,,gdsc_WIKI4,0.263,+..
nvp-231,Not Clinically Relevant,,0.263,,ctrp_NVP-231,0.263,.+.
silmitasertib,casein kinase 2 inhibitor ,,0.263,,ctrp_silmitasertib,0.263,.+.
fulvestrant,selective estrogen receptor degrader (SERD),,0.262,,ctrp_fulvestrant,0.262,.+.
brd-k45681478,Not Clinically Relevant,,0.262,,ctrp_BRD-K45681478,0.262,.+.
cal-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.26,,ctrp_CAL-101,0.26,.+.
fqi-1,Not Clinically Relevant,,0.26,,ctrp_FQI-1,0.26,.+.
qw-bi-011,Not Clinically Relevant,,0.26,,ctrp_QW-BI-011,0.26,.+.
prima-1,Not Clinically Relevant,,0.26,,ctrp_PRIMA-1,0.26,.+.
agk-2,Not Clinically Relevant,,0.259,,ctrp_AGK-2,0.259,.+.
r428,Not Clinically Relevant,,0.258,,ctrp_R428,0.258,.+.
brd-k14844214,Not Clinically Relevant,,0.258,,ctrp_BRD-K14844214,0.258,.+.
tipifarnib-p2,Not Clinically Relevant,,0.257,,ctrp_tipifarnib-P2,0.257,.+.
semagacestat,Notch (gamma secretase) inhibitor,,0.257,,ctrp_semagacestat,0.257,.+.
brd-k30748066,Not Clinically Relevant,,0.256,,ctrp_BRD-K30748066,0.256,.+.
mk-1775,Wee1 kinase inhibitor,,0.256,,ctrp_MK-1775,0.256,.+.
ym-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.256,,ctrp_YM-155,0.256,.+.
i-bet151,Not Clinically Relevant,,0.256,,ctrp_I-BET151,0.256,.+.
gw-405833,Not Clinically Relevant,,0.255,,ctrp_GW-405833,0.255,.+.
prl-3 inhibitor i,Not Clinically Relevant,,0.255,,ctrp_PRL-3 inhibitor I,0.255,.+.
brd-a94377914,Not Clinically Relevant,,0.254,,ctrp_BRD-A94377914,0.254,.+.
cay10603,Not Clinically Relevant,0.254,,,gdsc_CAY10603,0.254,+..
triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.254,,ctrp_triptolide,0.254,.+.
gsk2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.254,,ctrp_GSK2636771,0.254,.+.
gant-61,Not Clinically Relevant,,0.254,,ctrp_GANT-61,0.254,.+.
regorafenib,VEGFR2-TIE2 inhibitor ,,0.254,,ctrp_regorafenib,0.254,.+.
sr-ii-138a,Not Clinically Relevant,,0.254,,ctrp_SR-II-138A,0.254,.+.
vu0155056,Not Clinically Relevant,,0.253,,ctrp_VU0155056,0.253,.+.
ku-60019,Not Clinically Relevant,,0.252,,ctrp_KU-60019,0.252,.+.
brd-a86708339,Not Clinically Relevant,,0.252,,ctrp_BRD-A86708339,0.252,.+.
3-cl-ahpc,Not Clinically Relevant,,0.249,,ctrp_3-Cl-AHPC,0.249,.+.
prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.249,,ctrp_prochlorperazine,0.249,.+.
leptomycin b,Not Clinically Relevant,,0.248,,ctrp_leptomycin B,0.248,.+.
wz8040,Not Clinically Relevant,,0.247,,ctrp_WZ8040,0.247,.+.
ci-976,Not Clinically Relevant,,0.247,,ctrp_CI-976,0.247,.+.
pf-573228,Not Clinically Relevant,,0.247,,ctrp_PF-573228,0.247,.+.
brd-k27224038,Not Clinically Relevant,,0.24600000000000002,,ctrp_BRD-K27224038,0.246,.+.
pf-750,Not Clinically Relevant,,0.24600000000000002,,ctrp_PF-750,0.246,.+.
nvp-bez235,PI3K/mTOR inhibitor,,0.24600000000000002,,ctrp_NVP-BEZ235,0.246,.+.
jq-1,Not Clinically Relevant,,0.245,,ctrp_JQ-1,0.245,.+.
bleomycin a2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.245,,ctrp_bleomycin A2,0.245,.+.
gdc-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.244,,ctrp_GDC-0941,0.244,.+.
ql-xii-47,Not Clinically Relevant,0.244,,,gdsc_QL-XII-47,0.244,+..
at7867,Not Clinically Relevant,,0.244,,ctrp_AT7867,0.244,.+.
tigecycline,antibiotic used to treat a number of bacterial infections,,0.244,,ctrp_tigecycline,0.244,.+.
ciclosporin,,,0.244,,ctrp_ciclosporin,0.244,.+.
nvp-bsk805,Not Clinically Relevant,,0.243,,ctrp_NVP-BSK805,0.243,.+.
brd-k94991378,Not Clinically Relevant,,0.243,,ctrp_BRD-K94991378,0.243,.+.
ml210,Not Clinically Relevant,,0.242,,ctrp_ML210,0.242,.+.
tw-37,Not Clinically Relevant,,0.24100000000000002,,ctrp_TW-37,0.241,.+.
az-3146,Not Clinically Relevant,,0.239,,ctrp_AZ-3146,0.239,.+.
dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.239,,ctrp_dexamethasone,0.239,.+.
sch-79797,Not Clinically Relevant,,0.23800000000000002,,ctrp_SCH-79797,0.238,.+.
chm-1,Not Clinically Relevant,,0.237,,ctrp_CHM-1,0.237,.+.
momelotinib,JAK1 and JAK2 inhibitor,,0.237,,ctrp_momelotinib,0.237,.+.
brd-a02303741,Not Clinically Relevant,,0.23600000000000002,,ctrp_BRD-A02303741,0.236,.+.
brd-k41334119,Not Clinically Relevant,,0.235,,ctrp_BRD-K41334119,0.235,.+.
wp1130,Not Clinically Relevant,,0.235,,ctrp_WP1130,0.235,.+.
obatoclax,Not Clinically Relevant,,0.23399999999999999,,ctrp_obatoclax,0.234,.+.
mln2480,"TAK-580, pan-Raf kinase inhibitor",,0.233,,ctrp_MLN2480,0.233,.+.
gsk525762a,Not Clinically Relevant,,0.233,,ctrp_GSK525762A,0.233,.+.
sirolimus,"rapamycin, mTOR inhibitor",,0.23199999999999998,,ctrp_sirolimus,0.232,.+.
smer-3,Not Clinically Relevant,,0.23199999999999998,,ctrp_SMER-3,0.232,.+.
phloretin,Not Clinically Relevant,,0.23199999999999998,,ctrp_phloretin,0.232,.+.
brd9876,Not Clinically Relevant,,0.23199999999999998,,ctrp_BRD9876,0.232,.+.
tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.231,,ctrp_tamatinib,0.231,.+.
gsk-j4,Not Clinically Relevant,,0.231,,ctrp_GSK-J4,0.231,.+.
"1s,3r-rsl-3",Not Clinically Relevant,,0.23,,"ctrp_1S,3R-RSL-3",0.23,.+.
cytochalasin b,Not Clinically Relevant,,0.22899999999999998,,ctrp_cytochalasin B,0.229,.+.
ex-527,SIRT1 inhibitor,,0.22899999999999998,,ctrp_EX-527,0.229,.+.
hbx-41108,Not Clinically Relevant,,0.22899999999999998,,ctrp_HBX-41108,0.229,.+.
clofarabine,purine nucleoside antimetabolite,,0.226,,ctrp_clofarabine,0.226,.+.
lovastatin,"HMG-CoA reductase inhibitor,",,0.225,,ctrp_lovastatin,0.225,.+.
mk-0752,Notch (gamma secretase) inhibitor,,0.225,,ctrp_MK-0752,0.225,.+.
unc0321,Not Clinically Relevant,,0.225,,ctrp_UNC0321,0.225,.+.
palmostatin b,Not Clinically Relevant,,0.225,,ctrp_palmostatin B,0.225,.+.
brd-k34099515,Not Clinically Relevant,,0.22399999999999998,,ctrp_BRD-K34099515,0.224,.+.
mitomycin-c,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.22399999999999998,,,gdsc_Mitomycin-C,0.224,+..
dbeq,Not Clinically Relevant,,0.221,,ctrp_DBeQ,0.221,.+.
oligomycin a,Not Clinically Relevant,,0.22,,ctrp_oligomycin A,0.22,.+.
le-135,Not Clinically Relevant,,0.21899999999999997,,ctrp_LE-135,0.219,.+.
ml320,Not Clinically Relevant,,0.21899999999999997,,ctrp_ML320,0.219,.+.
thz-2-102-1,Not Clinically Relevant,0.21600000000000003,,,gdsc_THZ-2-102-1,0.216,+..
ku 0060648,Not Clinically Relevant,,0.214,,ctrp_KU 0060648,0.214,.+.
myricetin,Not Clinically Relevant,,0.213,,ctrp_myricetin,0.213,.+.
sns-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,0.212,,ctrp_SNS-032,0.212,.+.
stemregenin 1,Not Clinically Relevant,,0.21,,ctrp_StemRegenin 1,0.21,.+.
neopeltolide,Not Clinically Relevant,,0.21,,ctrp_neopeltolide,0.21,.+.
tg-101348,JAK2 inhibitor,,0.20800000000000002,,ctrp_TG-101348,0.208,.+.
brd4132,Not Clinically Relevant,,0.20600000000000002,,ctrp_BRD4132,0.206,.+.
brd-k33514849,Not Clinically Relevant,,0.201,,ctrp_BRD-K33514849,0.201,.+.
sid 26681509,Not Clinically Relevant,,0.19699999999999998,,ctrp_SID 26681509,0.197,.+.
aew541,Not Clinically Relevant,,,0.192,ccle_AEW541,0.192,..+
methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",0.287,-0.17300000000000001,,ctrp_methotrexate,0.057,+-.
topotecan,Topo I inhibitor,,0.311,-0.19699999999999998,ccle_Topotecan,0.057,.+-
serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.34600000000000003,0.406,,gdsc_Serdemetan,0.03,-+.
doxorubicin,"Topo II inhibitor, DNA intercalator",-0.254,0.29,,gdsc_Doxorubicin,0.018,-+.
raf265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.22899999999999998,-0.195,ccle_RAF265,0.017,.+-
pik-93,Not Clinically Relevant,-0.292,0.28600000000000003,,gdsc_PIK-93,-0.003,-+.
nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.253,-0.271,ccle_Nutlin-3,-0.009,.+-
azd7762, Chk1 / Chk2 inhibitor,-0.281,0.257,,gdsc_AZD7762,-0.012,-+.
sn-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.33299999999999996,0.306,,gdsc_SN-38,-0.013,-+.
gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.256,0.218,,gdsc_Gemcitabine,-0.019,-+.
tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.385,0.345,,gdsc_Tamoxifen,-0.02,-+.
entinostat,HDAC inhibitor,-0.316,0.276,,gdsc_Entinostat,-0.02,-+.
bi-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.313,0.27399999999999997,,gdsc_BI-2536,-0.02,-+.
docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.325,0.28,,gdsc_Docetaxel,-0.022,-+.
zstk474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.317,0.256,,gdsc_ZSTK474,-0.03,-+.
mk-2206,Akt1/2/3 inhibitor,-0.355,0.285,,gdsc_MK-2206,-0.035,-+.
mg-132,Not Clinically Relevant,-0.38299999999999995,0.302,,gdsc_MG-132,-0.04,-+.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",-0.354,0.247,,gdsc_PHA-793887,-0.053,-+.
cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.42100000000000004,0.304,,gdsc_Cabozantinib,-0.059,-+.
dabrafenib,Braf (V600E) inhibitor,-0.578,0.457,,gdsc_Dabrafenib,-0.06,-+.
piperlongumine,Not Clinically Relevant,-0.382,0.255,,gdsc_Piperlongumine,-0.064,-+.
azd8055,mTOR inhibitor,-0.348,0.217,,gdsc_AZD8055,-0.065,-+.
tpca-1,Not Clinically Relevant,-0.374,0.24,,gdsc_TPCA-1,-0.067,-+.
bms-536924,Not Clinically Relevant,-0.397,0.26,,gdsc_BMS-536924,-0.068,-+.
sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.434,0.295,,gdsc_Sunitinib,-0.07,-+.
plx-4720,Not Clinically Relevant,-0.499,0.354,,gdsc_PLX-4720,-0.073,-+.
osi-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.389,0.243,,gdsc_OSI-930,-0.073,-+.
axitinib,"VEGFR, c-KIT and PDGFR inhibitor",-0.511,0.358,,gdsc_Axitinib,-0.077,-+.
bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.518,0.36200000000000004,,gdsc_Bexarotene,-0.078,-+.
temsirolimus,Not Clinically Relevant,-0.42200000000000004,0.263,,gdsc_Temsirolimus,-0.08,-+.
ku-55933,Not Clinically Relevant,-0.445,0.285,,gdsc_KU-55933,-0.08,-+.
nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.23600000000000002,0.316,-0.32799999999999996,ccle_Nilotinib,-0.083,-+-
tretinoin,Retinoid,-0.5760000000000001,0.41,,gdsc_Tretinoin,-0.083,-+.
temozolomide,alkylating agent,-0.42700000000000005,0.257,,gdsc_Temozolomide,-0.085,-+.
nvp-tae684,Not Clinically Relevant,-0.446,0.266,,gdsc_NVP-TAE684,-0.09,-+.
chir-99021,Not Clinically Relevant,-0.423,0.23800000000000002,,gdsc_CHIR-99021,-0.092,-+.
pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.395,0.207,,gdsc_Pevonedistat,-0.094,-+.
masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.445,0.23199999999999998,,gdsc_Masitinib,-0.107,-+.
tivozanib,VEGFR inhibitor,-0.532,0.314,,gdsc_Tivozanib,-0.109,-+.
azd6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.495,0.272,,gdsc_AZD6482,-0.111,-+.
pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.502,0.276,,gdsc_Pazopanib,-0.113,-+.
bortezomib,proteasome inhibitor (Velcade),-0.457,0.22899999999999998,,gdsc_Bortezomib,-0.114,-+.
paclitaxel,disrupts microtubule dynamics,-0.38,0.248,-0.21600000000000003,gdsc_Paclitaxel,-0.116,-+-
parthenolide,Not Clinically Relevant,-0.508,0.258,,gdsc_Parthenolide,-0.125,-+.
pac-1,Not Clinically Relevant,-0.504,0.247,,gdsc_PAC-1,-0.128,-+.
sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.529,0.28800000000000003,-0.228,gdsc_Sorafenib,-0.156,-+-
brd-k71935468,Not Clinically Relevant,,-0.156,,ctrp_BRD-K71935468,-0.156,.-.
crizotinib,"ALK, ROS1 and MET inhibitor",-0.618,0.289,,gdsc_Crizotinib,-0.164,-+.
bafilomycin a1,Not Clinically Relevant,,-0.2,,ctrp_bafilomycin A1,-0.2,.-.
vandetanib,"VEGFR, EGFR and RET inhibitor",,-0.207,,ctrp_vandetanib,-0.207,.-.
linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.6890000000000001,0.259,,gdsc_Linifanib,-0.215,-+.
azd0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.21600000000000003,ccle_AZD0530,-0.216,..-
brd-k63431240,Not Clinically Relevant,,-0.21899999999999997,,ctrp_BRD-K63431240,-0.219,.-.
bec,Not Clinically Relevant,,-0.22399999999999998,,ctrp_BEC,-0.224,.-.
dacinostat,Not Clinically Relevant,-0.226,,,gdsc_Dacinostat,-0.226,-..
tae684,Not Clinically Relevant,,,-0.22699999999999998,ccle_TAE684,-0.227,..-
mln2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,-0.22699999999999998,,ctrp_MLN2238,-0.227,.-.
quizartinib,Flt3 inhibitor,-0.7190000000000001,0.265,,gdsc_Quizartinib,-0.227,-+.
khs101,Not Clinically Relevant,,-0.22899999999999998,,ctrp_KHS101,-0.229,.-.
brd8958,Not Clinically Relevant,,-0.23199999999999998,,ctrp_BRD8958,-0.232,.-.
brd-k97651142,Not Clinically Relevant,,-0.233,,ctrp_BRD-K97651142,-0.233,.-.
sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",-0.233,,,gdsc_Sepantronium bromide,-0.233,-..
phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.233,,,gdsc_Phenformin,-0.233,-..
pyrazolanthrone,Not Clinically Relevant,,-0.239,,ctrp_pyrazolanthrone,-0.239,.-.
valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.239,,ctrp_valdecoxib,-0.239,.-.
tki258,Not Clinically Relevant,,,-0.24100000000000002,ccle_TKI258,-0.241,..-
snx-2112,Not Clinically Relevant,-0.285,-0.2,,gdsc_SNX-2112,-0.242,--.
spautin-1,Not Clinically Relevant,,-0.245,,ctrp_spautin-1,-0.245,.-.
tosedostat,inhibitor of the M1 family of aminopeptidases,,-0.247,,ctrp_tosedostat,-0.247,.-.
avicin d,Not Clinically Relevant,,-0.248,,ctrp_avicin D,-0.248,.-.
c6-ceramide,Not Clinically Relevant,,-0.249,,ctrp_C6-ceramide,-0.249,.-.
ipa-3,Not Clinically Relevant,-0.249,,,gdsc_IPA-3,-0.249,-..
betulinic acid,Not Clinically Relevant,,-0.25,,ctrp_betulinic acid,-0.25,.-.
pf2341066,"ALK, ROS1 and MET inhibitor",,,-0.251,ccle_PF2341066,-0.251,..-
azd7545,Not Clinically Relevant,,-0.251,,ctrp_AZD7545,-0.251,.-.
ml258,Not Clinically Relevant,,-0.252,,ctrp_ML258,-0.252,.-.
brefeldin a,Not Clinically Relevant,,-0.253,,ctrp_brefeldin A,-0.253,.-.
zd-6474,"VEGFR, EGFR and RET inhibitor",,,-0.253,ccle_ZD-6474,-0.253,..-
neratinib,Her2 and EGFR inhibitor,,-0.253,,ctrp_neratinib,-0.253,.-.
brd-k09344309,Not Clinically Relevant,,-0.254,,ctrp_BRD-K09344309,-0.254,.-.
ver-155008,Not Clinically Relevant,,-0.256,,ctrp_VER-155008,-0.256,.-.
brd-k55116708,Not Clinically Relevant,,-0.257,,ctrp_BRD-K55116708,-0.257,.-.
brd-k48477130,Not Clinically Relevant,,-0.257,,ctrp_BRD-K48477130,-0.257,.-.
irinotecan,"aka CPT-11, inhibitor of Topo I",,,-0.258,ccle_Irinotecan,-0.258,..-
pd-0325901,Not Clinically Relevant,,,-0.26,ccle_PD-0325901,-0.26,..-
fluorouracil,antimetabolite,,-0.261,,ctrp_fluorouracil,-0.261,.-.
fumonisin b1,Not Clinically Relevant,,-0.261,,ctrp_fumonisin B1,-0.261,.-.
elesclomol,Not Clinically Relevant,-0.262,,,gdsc_Elesclomol,-0.262,-..
plx4720,Not Clinically Relevant,,,-0.263,ccle_PLX4720,-0.263,..-
17-aag,Not Clinically Relevant,,,-0.264,ccle_17-AAG,-0.264,..-
vinorelbine,Not Clinically Relevant,-0.265,,,gdsc_Vinorelbine,-0.265,-..
brd-a05715709,Not Clinically Relevant,,-0.265,,ctrp_BRD-A05715709,-0.265,.-.
cid-5951923,Not Clinically Relevant,,-0.266,,ctrp_CID-5951923,-0.266,.-.
brd-k64610608,Not Clinically Relevant,,-0.267,,ctrp_BRD-K64610608,-0.267,.-.
pd-0332991,CDK4/6 inhibitor,,,-0.267,ccle_PD-0332991,-0.267,..-
npc-26,Not Clinically Relevant,,-0.267,,ctrp_NPC-26,-0.267,.-.
simvastatin,"HMG-CoA reductase inhibitor,",,-0.267,,ctrp_simvastatin,-0.267,.-.
tw 37,Not Clinically Relevant,-0.267,,,gdsc_TW 37,-0.267,-..
canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.268,,ctrp_canertinib,-0.268,.-.
way-362450,Not Clinically Relevant,,-0.268,,ctrp_WAY-362450,-0.268,.-.
ng-25,Not Clinically Relevant,-0.26899999999999996,,,gdsc_NG-25,-0.269,-..
austocystin d,Not Clinically Relevant,,-0.26899999999999996,,ctrp_austocystin D,-0.269,.-.
epothilone b,Not Clinically Relevant,-0.26899999999999996,,,gdsc_Epothilone B,-0.269,-..
at13387,Selective potent Hsp90 inhibitor,,-0.27,,ctrp_AT13387,-0.27,.-.
cp466722,Not Clinically Relevant,-0.272,,,gdsc_CP466722,-0.272,-..
brd-k27986637,Not Clinically Relevant,,-0.273,,ctrp_BRD-K27986637,-0.273,.-.
nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.275,,ctrp_nelarabine,-0.275,.-.
jq1,Not Clinically Relevant,-0.275,,,gdsc_JQ1,-0.275,-..
bay-61-3606,Not Clinically Relevant,-0.276,,,gdsc_BAY-61-3606,-0.276,-..
sb590885,Not Clinically Relevant,-0.276,,,gdsc_SB590885,-0.276,-..
lestauritinib,Not Clinically Relevant,-0.27699999999999997,,,gdsc_Lestauritinib,-0.277,-..
pluripotin,Not Clinically Relevant,,-0.278,,ctrp_pluripotin,-0.278,.-.
tl-1-85,Not Clinically Relevant,-0.27899999999999997,,,gdsc_TL-1-85,-0.279,-..
dmog,Not Clinically Relevant,-0.27899999999999997,,,gdsc_DMOG,-0.279,-..
mi-1,Not Clinically Relevant,,-0.281,,ctrp_MI-1,-0.281,.-.
azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.281,,ctrp_azacitidine,-0.281,.-.
erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.281,,ctrp_erismodegib,-0.281,.-.
aa-cocf3,Not Clinically Relevant,,-0.284,,ctrp_AA-COCF3,-0.284,.-.
azd6244,MEK1 inhibitor,,,-0.28600000000000003,ccle_AZD6244,-0.286,..-
sj-172550,Not Clinically Relevant,,-0.28600000000000003,,ctrp_SJ-172550,-0.286,.-.
ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,-0.28600000000000003,,ctrp_ifosfamide,-0.286,.-.
lapatinib,HER2/EGFR inhibitor,-0.31,-0.28600000000000003,-0.261,gdsc_Lapatinib,-0.286,---
omipalisib,Not Clinically Relevant,-0.287,,,gdsc_Omipalisib,-0.287,-..
col-3,matrix metalloproteinase (MMP) inhibitor,,-0.287,,ctrp_COL-3,-0.287,.-.
gw843682x,Not Clinically Relevant,-0.289,,,gdsc_GW843682X,-0.289,-..
gdc-0879,Not Clinically Relevant,,-0.289,,ctrp_GDC-0879,-0.289,.-.
thz-2-49,Not Clinically Relevant,-0.29,,,gdsc_THZ-2-49,-0.29,-..
istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,-0.29100000000000004,,ctrp_istradefylline,-0.291,.-.
saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.327,-0.257,,gdsc_Saracatinib,-0.292,--.
vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.293,,,gdsc_Vinblastine,-0.293,-..
l-685458,Not Clinically Relevant,,-0.314,-0.273,ctrp_L-685458,-0.294,.--
at-7519,Not Clinically Relevant,-0.295,,,gdsc_AT-7519,-0.295,-..
ml334 diastereomer,Not Clinically Relevant,,-0.295,,ctrp_ML334 diastereomer,-0.295,.-.
sr8278,Not Clinically Relevant,,-0.297,,ctrp_SR8278,-0.297,.-.
brd-k50799972,Not Clinically Relevant,,-0.298,,ctrp_BRD-K50799972,-0.298,.-.
a-804598,Not Clinically Relevant,,-0.298,,ctrp_A-804598,-0.298,.-.
shikonin,Not Clinically Relevant,-0.298,,,gdsc_Shikonin,-0.298,-..
gsk4112,Not Clinically Relevant,,-0.298,,ctrp_GSK4112,-0.298,.-.
i-bet-762,Not Clinically Relevant,-0.299,,,gdsc_I-BET-762,-0.299,-..
gsk650394,Not Clinically Relevant,-0.299,,,gdsc_GSK650394,-0.299,-..
hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,-0.299,,ctrp_hyperforin,-0.299,.-.
vaf-347,Not Clinically Relevant,,-0.301,,ctrp_VAF-347,-0.301,.-.
brd-k04800985,Not Clinically Relevant,,-0.301,,ctrp_BRD-K04800985,-0.301,.-.
brd-k33199242,Not Clinically Relevant,,-0.301,,ctrp_BRD-K33199242,-0.301,.-.
seliciclib,Not Clinically Relevant,-0.303,,,gdsc_Seliciclib,-0.303,-..
bx796,Not Clinically Relevant,-0.304,,,gdsc_BX796,-0.304,-..
bcl-lzh-4,Not Clinically Relevant,,-0.304,,ctrp_BCL-LZH-4,-0.304,.-.
pd318088,Not Clinically Relevant,,-0.305,,ctrp_PD318088,-0.305,.-.
myriocin,Not Clinically Relevant,,-0.306,,ctrp_myriocin,-0.306,.-.
jq12,Not Clinically Relevant,-0.306,,,gdsc_JQ12,-0.306,-..
ipr-456,Not Clinically Relevant,,-0.306,,ctrp_IPR-456,-0.306,.-.
osu-03012,Not Clinically Relevant,-0.307,,,gdsc_OSU-03012,-0.307,-..
imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.28,-0.33899999999999997,,ctrp_imatinib,-0.31,--.
pf-543,Not Clinically Relevant,,-0.311,,ctrp_PF-543,-0.311,.-.
cbb-1007,Not Clinically Relevant,,-0.311,,ctrp_CBB-1007,-0.311,.-.
yk-4-279,Not Clinically Relevant,-0.314,,,gdsc_YK-4-279,-0.314,-..
procarbazine,alkylating agent,,-0.314,,ctrp_procarbazine,-0.314,.-.
abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.315,,ctrp_abiraterone,-0.315,.-.
thapsigargin,Not Clinically Relevant,-0.316,,,gdsc_Thapsigargin,-0.316,-..
as605240,Not Clinically Relevant,-0.318,,,gdsc_AS605240,-0.318,-..
kin001-244,Not Clinically Relevant,-0.319,,,gdsc_KIN001-244,-0.319,-..
cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.321,,,gdsc_Cytarabine,-0.321,-..
brd9647,Not Clinically Relevant,,-0.322,,ctrp_BRD9647,-0.322,.-.
xmd8-92,Not Clinically Relevant,-0.322,,,gdsc_XMD8-92,-0.322,-..
brd-k09587429,Not Clinically Relevant,,-0.322,,ctrp_BRD-K09587429,-0.322,.-.
fedratinib,JAK2 inhibitor,-0.324,,,gdsc_Fedratinib,-0.324,-..
erlotinib,EGFR inhibitor (Tarceva),-0.299,-0.391,-0.28600000000000003,ctrp_erlotinib,-0.325,---
brd-k41597374,Not Clinically Relevant,,-0.326,,ctrp_BRD-K41597374,-0.326,.-.
cmk,Not Clinically Relevant,-0.32799999999999996,,,gdsc_CMK,-0.328,-..
luminespib,Not Clinically Relevant,-0.32899999999999996,,,gdsc_Luminespib,-0.329,-..
pfi-1,Not Clinically Relevant,-0.331,,,gdsc_PFI-1,-0.331,-..
etomoxir,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)",,-0.332,,ctrp_etomoxir,-0.332,.-.
ibrutinib,BTK kinase inhibitor,,-0.33399999999999996,,ctrp_ibrutinib,-0.334,.-.
pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.33399999999999996,,,gdsc_Pictilisib,-0.334,-..
palbociclib,CDK4/6 inhibitor,-0.335,,,gdsc_Palbociclib,-0.335,-..
