drug_name,MED211
olomoucine,0.8088
YWHAH,0.8087000000000001
MED28,0.8087000000000001
NAGK,0.8081
NDUFS3,0.8081
L-755507,0.8078
PAC-1,0.8072
IFI30,0.8067
LDHA,0.8061
BZW2,0.8059999999999999
MAS1L,0.8059000000000001
BD-1047,0.8057
DENND2D,0.8056
GPR152,0.8056
SIRPG,0.805
SLC25A22,0.8043
WH-4023,0.804
PLD2,0.804
TAAR1,0.804
TCF7L2,0.8038
NPDC1,0.8037000000000001
amsacrine,0.8035
SERPINB6,0.8034
clofibric-acid,0.8033
SLC36A4,0.8028
SPA17,0.8027
NUMB,0.8024
CSNK1A1L,0.8023
GPR83,0.8023
IKK-2-inhibitor,0.8015000000000001
METTL4,0.8009000000000001
SHMT2,0.8009000000000001
methysergide,0.8009000000000001
TOMM22,0.8006
idebenone,0.8005
KEAP1,0.8004000000000001
VAV3,0.8001999999999999
STK11,0.8001
SULT2A1,0.8001
PVRL2,0.7997
GYS1,0.7996
GNG8,0.7995
ASF1B,0.7995
dexamethasone,0.7990999999999999
n-arachidonyl-GABA,0.799
STO-609,0.7989
CAY-10618,0.7989
ZNF266,0.7986
epitestosterone,0.7985
AP1S2,0.7981
DUSP3,0.7981
NDUFC2,0.7977
MLL3,0.7974
L-2167,0.7974
AMBP,0.7973
KIAA0922,0.7972
rabeprazole,0.7972
PTPN11,0.7970999999999999
KLF5,0.7966
PITPNA,0.7965000000000001
GPR148,0.7964
GSTT1,0.7962
AG-957,0.7961
CHRAC1,0.7956
pseudoephedrine,0.7951999999999999
luzindole,0.7951
CEP57,0.795
LY-288513,0.7948999999999999
gemcitabine,0.7948000000000001
ASAP2,0.7948000000000001
TAL1,0.7946
FYN,0.7943000000000001
XK,0.7943000000000001
ZNF519,0.7942
NMRAL1,0.7942
MED28,0.794
PD-198306,0.7938
RAI14,0.7933
P4HB,0.7933
ZNF138,0.7928000000000001
LDLR,0.7924
PPP3R1,0.7922
NOLC1,0.7918999999999999
GW-9662,0.7918999999999999
RPL39L,0.7913
TIMP4,0.7912
profenamine,0.7909999999999999
FLT1,0.7902
PAFAH1B2,0.7897
GART,0.7895
CHUK,0.7895
SLC35A3,0.7894
ARID3A,0.7881999999999999
CASP9,0.7881999999999999
PPP2R3C,0.7881999999999999
PKIG,0.7881
P2RY6,0.7881
KUC103904N,0.7881
SERPINE1,0.7879
KIF20A,0.7878000000000001
TPD52L3,0.7876000000000001
CDK19,0.7870999999999999
SIB-1893,0.7868999999999999
MAD2L1BP,0.7868999999999999
MK-5108,0.7867000000000001
ZNF595,0.7865000000000001
DNAJC15,0.7865000000000001
pilocarpine,0.7863
VAPB,0.7861
necrostatin-1,0.7859999999999999
fluticasone,0.7854000000000001
CARS,0.7854000000000001
KLF7,0.785
JX-401,0.785
PDS5A,0.7848999999999999
GTF3C2,0.7847
ABT-751,0.7846
MARK4,0.7845
PROKR1,0.7842
SLC7A11,0.7842
CBX4,0.7842
NRIP1,0.7839
JAK2,0.7833
S-14506,0.7829
BAD,0.7827
TEAD2,0.7826000000000001
NBQX,0.7825
FOXJ2,0.7825
TAF15,0.7824
hymecromone,0.7822
NSC-632839,0.7820999999999999
GAK,0.7815000000000001
buphenine,0.7813
BRD-K61106942,0.7809999999999999
brinzolamide,0.7809999999999999
SMC4,0.7809999999999999
halcinonide,0.7807
UAP1,0.7807
cyclopamine,0.7806000000000001
BRD-K30351863,0.7802
SN-38,0.7798999999999999
EYA1,0.7797
SEC14L1,0.7796
RRM2,0.7793000000000001
PIGK,0.7792
ANAPC5,0.7792
SLC25A5,0.7791
GPR128,0.7791
CLOCK,0.779
MRS-1845,0.7787999999999999
E2F6,0.7784
TXNDC9,0.7781999999999999
PDGFRA,0.7781
cefalexin,0.7781
HNMT,0.778
ASMTL,0.7779
GW-6471,0.7778
BRD-K28680267,0.7777
gliquidone,0.7776000000000001
PHF19,0.7773
LY-320135,0.777
butoconazole,0.7768999999999999
raltitrexed,0.7768999999999999
IGFBP3,0.7767000000000001
TPRKB,0.7767000000000001
IL13RA1,0.7766
LCMT1,0.7764
proxyfan,0.7764
enalapril,0.7763
Benzodiazepine receptor agonist,0.7757999999999999
CTTN,0.7752
axitinib,0.7751
Aromatase inhibitor,0.7751
thioperamide,0.7748999999999999
biperiden,0.7748
tropisetron,0.7745000000000001
AMDHD2,0.7745000000000001
RSU1,0.7745000000000001
TXNRD3,0.7744
RS-504393,0.7743000000000001
nabumetone,0.7743000000000001
G3BP2,0.774
LARS,0.7737999999999999
tipifarnib,0.7734000000000001
clobetasol,0.7733
FADS3,0.773
Tumor necrosis factor superfamily LOF,0.7729
IRF2,0.7724
AES,0.772
flupirtine,0.7716
SHB,0.7715000000000001
ALDH3B1,0.7714
TRIM24,0.7713
SATB1,0.7713
POU5F2,0.7706999999999999
FAF1,0.7706999999999999
RAB5A,0.7706000000000001
BAX,0.7705
CHAC1,0.7705
mirtazapine,0.7704000000000001
RNF5,0.7701
AK2,0.7701
POU5F1,0.7698999999999999
danoprevir,0.7698999999999999
NAT10,0.7695000000000001
TAF13,0.7695000000000001
EPCAM,0.7693000000000001
EIF1B,0.769
EIF2C1,0.7687
APEX1,0.7685
HIC2,0.7681
ZNF333,0.768
SYPL1,0.768
PMAIP1,0.7678
ABT-737,0.7676999999999999
GPRC5A,0.7675
BRD-A81377415,0.7675
PDS5B,0.7667
CIAPIN1,0.7666
RRM2,0.7666
GBGT1,0.7665000000000001
B2M,0.7663
ADA,0.7661
NECA,0.7659999999999999
dexamethasone,0.7658
NFE2L1,0.7653
tadalafil,0.7651
LHX4,0.7646999999999999
ID1,0.7646999999999999
R-96544,0.7642
PRKAA2,0.7637
FGF9,0.7636
RIPK2,0.7635
TRADD,0.763
NUP85,0.7629
PARK7,0.7628
PLOD2,0.7626000000000001
fludarabine,0.7622
ZNF213,0.7620999999999999
SREBF1,0.7619
resorcinol,0.7619
BRD-K59222562,0.7618
ERO1L,0.7617
propylthiouracil,0.7615999999999999
CALU,0.7609999999999999
UBE3B,0.7609
brazilin,0.7608
geldanamycin,0.7606
toremifene,0.7605
PCGF6,0.7604000000000001
altanserin,0.7603
CAPSL,0.7601
FGFR3,0.7598999999999999
CREBBP,0.7598
CASP9,0.7595999999999999
ELF4,0.7589
SMYD3,0.7587999999999999
ALDH4A1,0.7587
IRF9,0.7582
SB-525334,0.7581
GRWD1,0.758
SPRED2,0.7576999999999999
ING3,0.7575
Serotonin receptor agonist,0.7574
evodiamine,0.7568
BRD-K97951054,0.7567
AZI2,0.7565999999999999
POLR1C,0.7565000000000001
MMP7,0.7564
PRR7,0.7558
ADSS,0.7558
naloxone,0.7555
ATRX,0.7552
AFG3L2,0.7552
MAOA,0.755
GPR82,0.7548999999999999
pyrrolidine-dithiocarbamate,0.7548
ingenol,0.7547
PSMA3,0.7545999999999999
TCTA,0.7545000000000001
DLD,0.7545000000000001
SC-560,0.7542
diphencyprone,0.7537999999999999
NDUFA7,0.7537
kinetin-riboside,0.7537
SLC39A8,0.7531
SERPINA7,0.7528
memantine,0.7526999999999999
duloxetine,0.7526999999999999
MPDZ,0.7526999999999999
ZNF263,0.7524
BIRC3,0.7523000000000001
tenidap,0.7523000000000001
NFKBIB,0.7523000000000001
RS-100329,0.7522
pyrvinium-pamoate,0.7519
MTAP,0.7518
BCI-hydrochloride,0.7518
SB-216641,0.7515000000000001
doxorubicin,0.7515000000000001
ponalrestat,0.7514
serdemetan,0.7511
LRRC16A,0.7511
PFAS,0.7508
cyclosporin-a,0.7508
GSK-0660,0.7506
NDUFS4,0.7505
TP53BP2,0.7504000000000001
BRL-50481,0.7498999999999999
ING2,0.7498
IRF3,0.7494
NENF,0.7490000000000001
tyrphostin-AG-82,0.7489
nicergoline,0.7479
SENP6,0.7478
vidarabine,0.7473000000000001
PI-828,0.7465
LY-278584,0.7465
DUSP2,0.7463
CYP1A1,0.7462000000000001
VX-745,0.746
NLK,0.7458
altrenogest,0.7456
BTRC,0.7454000000000001
reserpic-acid,0.7451000000000001
ATP1A3,0.7451000000000001
flubendazole,0.7451000000000001
levocetirizine,0.745
GHR,0.745
epigallocatechin,0.7448999999999999
FKBP3,0.7448999999999999
BRD-K15107389,0.7448999999999999
ZFP1,0.7448
SERPINH1,0.7447
desoxycortone,0.7443000000000001
etamivan,0.7443000000000001
GFOD1,0.7440000000000001
nitrazepam,0.7437
dextromethorphan,0.7434000000000001
ZNF200,0.7433
EIF6,0.7433
NUAK1,0.7433
moracizine,0.743
KIN001-220,0.743
NAMPT,0.7429000000000001
PCGF1,0.7426
SET,0.7424
HDAC1,0.7424
L-803087,0.7424
ZNF517,0.7422
L-161982,0.742
NFRKB,0.7412000000000001
IMPDH1,0.7403
P4HA2,0.7393000000000001
ZG-10,0.7393000000000001
SNX11,0.7389
Estrogen receptor antagonist,0.7389
PRKCH,0.7379000000000001
EIF2C2,0.7375
GPR160,0.7375
SLC2A1,0.7373000000000001
CREB3L1,0.7372
SIRT7,0.7367
L-690330,0.7365
NAT10,0.7365
GLTSCR1,0.7363
SOAT1,0.7362000000000001
LGALS1,0.7361
GTF2F2,0.7358
PUF60,0.7358
FOSL2,0.7356999999999999
TGFBR1,0.7356999999999999
MYCBP,0.7354999999999999
DHDDS,0.7354
HMGB4,0.7353000000000001
CAPNS1,0.735
QX-222,0.7348
coumarin,0.7345999999999999
DNA2,0.7339
COG2,0.7337
COQ3,0.7337
cimetidine,0.7334
timolol,0.7332
GPR19,0.733
CASP3,0.7326
HEY1,0.7325
SQLE,0.7325
Vitamin D receptor agonist,0.7325
ZNF133,0.7323000000000001
SDF2L1,0.7323000000000001
C2 domain containing LOF,0.7321
beclometasone,0.7321
RRAGA,0.7321
SIN3A,0.732
MDM inhibitor,0.7315999999999999
NOV,0.7315
phenothiazine,0.7313
mitomycin-c,0.7306999999999999
AK1,0.7304999999999999
FAU,0.7304999999999999
BRD-K08438429,0.7303000000000001
WZ-4-145,0.7302
CALM1,0.7293000000000001
BCL2A1,0.7293000000000001
OM-137,0.7288
CHD1,0.7286
SLC22A4,0.7284999999999999
HOXB5,0.7281
ATG5,0.7278
IFNGR1,0.7278
cilnidipine,0.7273000000000001
mercaptopurine,0.7272
BUD31,0.7267
DTNA,0.7265
FAS,0.7264
LGR5,0.7256999999999999
UBE2K,0.7256
PIK3CA,0.7249
STXBP2,0.7247
BRD-K19985802,0.7243999999999999
RUNX1,0.7242000000000001
IGSF8,0.7240000000000001
IL1RAP,0.7240000000000001
PAQR7,0.7238
tomelukast,0.7236
mepireserpate,0.7236
CDKN2B,0.7234
CPE,0.723
IDH3G,0.7229000000000001
RASSF2,0.7229000000000001
SCCPDH,0.7228
TP53TG1,0.7226
TNFRSF10A,0.7223
KDELR3,0.7221
EMSY complex LOF,0.7219
HEY1,0.7214
TRAM2,0.7212999999999999
rilmenidine,0.7208
CHAF1B,0.7204
SLC25A14,0.7202
EPS8,0.7201000000000001
MAN2B1,0.7201000000000001
JTE-013,0.7199
ranolazine,0.7195999999999999
PRL-3-inhibitor-I,0.7195999999999999
BRL-37344,0.7195
NARS,0.7193
SIK1,0.7192000000000001
ABCG8,0.7191
OR52B2,0.7187
PT-630,0.7187
DGKA,0.7184999999999999
CCRL2,0.7184
TLE1,0.7182999999999999
RITA,0.7182999999999999
ZMPSTE24,0.7179000000000001
OSGEP,0.7179000000000001
MORF4L2,0.7176
SMAD6,0.7176
ON-01910,0.7176
albendazole,0.7173
ZC3H4,0.7162999999999999
BRD-A93048969,0.7161
GNA12,0.716
RAE1,0.7158
PARP15,0.7156
panobinostat,0.7155
IFNAR2,0.7153
valsartan,0.715
IGHMBP2,0.7149
RNF146,0.7147
MST-312,0.7142000000000001
NU-7441,0.7140000000000001
FGFRL1,0.7134999999999999
altretamine,0.7134999999999999
perindopril,0.7134
CDK10,0.7128
CMPK1,0.7127
SLC22A18,0.7127
GNA11,0.7126
EPN2,0.7121999999999999
IL18,0.7114
MAOB,0.7114
IFIH1,0.7111
LAP3,0.711
HOXB7,0.711
ZNF462,0.7108
orphenadrine,0.7105
memantine,0.7103
ATP5B,0.7101000000000001
ARPC5,0.7097
SRPRB,0.7094
EXT2,0.7093
FAM20B,0.7092
quipazine,0.7089
SLC1A6,0.7087
CCNB1,0.7082999999999999
ALDH3B2,0.708
GR-46611,0.7078
AG-494,0.7078
POU2F1,0.7073999999999999
ARHGEF11,0.7071999999999999
GK,0.7071999999999999
FLT1,0.7071
GTP-14564,0.7066
ADCY9,0.7066
NU-1025,0.7065
GATA3,0.7062
NKIRAS1,0.7061
sulfafurazole,0.7059000000000001
STAP2,0.7058
RCCD1,0.7056999999999999
17-beta-estradiol,0.7056999999999999
PIK3C3,0.7051999999999999
IL10,0.7051999999999999
HSD17B2,0.7051000000000001
ECD,0.7049
prednisolone,0.7048000000000001
GSK3B,0.7045999999999999
APOE,0.7045
COX6C,0.7044
tropisetron,0.7040000000000001
BIK,0.7034999999999999
ZNF451,0.7033
NSA2,0.7031000000000001
EXT2,0.703
PSMD5,0.703
ARPC4,0.7026
amylocaine,0.7023999999999999
PPP1R13B,0.7021
SLC5A6,0.7014
ZNF268,0.7012
KRT26,0.7006999999999999
LIPH,0.7004
ziprasidone,0.7001999999999999
arcyriaflavin-a,0.7001000000000001
ZNF501,0.6999
FABP6,0.6995
FZD2,0.6992
NFKBIA,0.6992
celecoxib,0.6990000000000001
SB-203580,0.6986
methysergide,0.6984
TYRO3,0.6984
SMC3,0.6981999999999999
NAGA,0.6981
Integrin subunits beta LOF,0.6979000000000001
CFTR,0.6979000000000001
GABARAPL1,0.6979000000000001
efavirenz,0.6978
BRD8,0.6977
PTDSS1,0.6973999999999999
CALCOCO2,0.6970999999999999
RBP4,0.6970999999999999
ADORA2A,0.6970999999999999
LGALS3,0.6970999999999999
OAZ1,0.6969
HSPA9,0.6969
CYP1B1,0.6968000000000001
ARL4C,0.6967
PAC-1,0.6962999999999999
ANAPC5,0.6962999999999999
PLA2G12B,0.6960999999999999
DYNLL2,0.696
ketoconazole,0.6958
methazolamide,0.6957
PLXNA1,0.6957
NDUFC1,0.6956
CAMK1,0.6954
BRF2,0.6951999999999999
GW-311616,0.6951999999999999
vorinostat,0.695
docosatrienoic-acid,0.695
ZNF621,0.6948000000000001
Cell Cycle Inhibition GOF,0.6948000000000001
SUB1,0.6948000000000001
naltrexone,0.6947
EIF2AK1,0.6942
guggulsterone,0.6942
LEPRE1,0.6940999999999999
BLMH,0.6937000000000001
ZFP36,0.6936
ZNF267,0.6934999999999999
EFCAB2,0.6934
PANK4,0.6928
BACH2,0.6927
GPR126,0.6925
ZNF174,0.6923999999999999
CERS4,0.6922
SCAF8,0.6920999999999999
fenbendazole,0.6920000000000001
indolophenanthridine,0.6920000000000001
ALDH3A2,0.6916
SLC35F2,0.6914
ciclacillin,0.6914
MYLIP,0.6912999999999999
DUSP6,0.6912
RAD23B,0.6911
quinidine,0.691
halometasone,0.691
PTRF,0.6907
thalidomide,0.6906
GCA,0.6905
RRAGB,0.6905
PRKCA,0.6901999999999999
ataluren,0.6901999999999999
LIG3,0.6899
BRD-K51557114,0.6896
phenytoin,0.6890999999999999
gefitinib,0.6887000000000001
USP16,0.6883
VEGFR inhibitor,0.6881999999999999
TLK2,0.6881
lobelanidine,0.6875
ambroxol,0.6875
IER3,0.6873999999999999
GNAZ,0.6870999999999999
ACADSB,0.6870999999999999
CFB,0.687
GPR125,0.6865000000000001
RASA1,0.6859999999999999
PHF16,0.6858
FOSL1,0.6856
rilmenidine,0.6854
EMPTY_VECTOR,0.6853
CBX7,0.6851999999999999
GABRB3,0.6847
PGRMC1,0.6844
UROD,0.6840999999999999
psoromic-acid,0.6833
CSNK1A1L,0.6829999999999999
FKBP14,0.6829000000000001
KLF4,0.6827
raloxifene,0.6826000000000001
BRD-K86682249,0.6826000000000001
NADH ubiquinone oxidoreductase supernumerary subunits LOF,0.6826000000000001
eugenitol,0.6826000000000001
TWS-119,0.6823
CASP10,0.6822
ENOPH1,0.6815000000000001
VN1R5,0.6815000000000001
PROS1,0.6809000000000001
PA2G4,0.6807
PSMA1,0.6801999999999999
SH3GL1,0.68
cytochalasin-b,0.6799
ACADM,0.6797
nomifensine,0.6795
VRK3,0.6790999999999999
FPL-64176,0.6786
brivanib,0.6783
atovaquone,0.6781
GFRA1,0.6779000000000001
DYNLT3,0.6779000000000001
HC-toxin,0.6778
PCK1,0.6775
SLC25A4,0.6768000000000001
PRAF2,0.6766
CPT1A,0.6762999999999999
TAS-301,0.6758
mometasone,0.6755
RNF11,0.6754000000000001
ATF2,0.6748999999999999
IL15RA,0.6748999999999999
ANXA2,0.6746
RND3,0.6740999999999999
FGF9,0.674
FGG,0.6737000000000001
trichostatin-a,0.6734
PRMT2,0.6733
PP-3,0.6729999999999999
HOXA5,0.6729
ZNF586,0.6726000000000001
VPS28,0.6725
SLC38A3,0.6725
diethylcarbamazine,0.6723
MICALL1,0.6722
SOCS4,0.6722
TBX2,0.6718000000000001
LPAR6,0.6718000000000001
TCF12,0.6711
ERGIC1,0.6711
PTP4A3,0.6706
GW-4064,0.6697
CAPNS2,0.6695
megestrol,0.6695
SLC16A5,0.6694
GMEB1,0.6692
EMF-bca1-57,0.669
ASCC3,0.6688
probenecid,0.6684
oxybenzone,0.6681
GANT-58,0.6679999999999999
EIF3J,0.6677
pantoprazole,0.6674
levonorgestrel,0.6670999999999999
CREBL2,0.6664
SDZ-NKT-343,0.6662
ALAS1,0.6658
THM-I-94,0.6658
fluocinonide,0.6655
NS-3694,0.6654000000000001
ZNF436,0.6652
HRSP12,0.6652
prostaglandin-a1,0.6651
COPZ1,0.6646
ADORA2A,0.6642
TW-37,0.6626000000000001
TRAPPC6A,0.6622
ME2,0.6620999999999999
MCOLN1,0.662
acetyl-farnesyl-cysteine,0.6618999999999999
NUDT14,0.6617000000000001
eicosatetraynoic-acid,0.6617000000000001
RNPS1,0.6616
ZNF74,0.6616
FBXL19,0.6615000000000001
IFNB1,0.6613
SMARCE1,0.6612
EHMT2,0.6604000000000001
RNF5,0.6602
PARP1,0.6602
CHD8,0.6601
CSNK1D,0.66
NFKBIE,0.6597
ZNF561,0.6587999999999999
KCNK1,0.6586
FBXL12,0.6584
HMG20B,0.6581
aminoindazole,0.6579999999999999
XMD-1150,0.6579
CTSD,0.6576000000000001
HBP1,0.6573
PGF,0.6572
SLC1A1,0.6568
CTNS,0.6567000000000001
SUPT4H1,0.6565000000000001
YC-1,0.6561
sertaconazole,0.6554000000000001
TRIB3,0.6551
RPS14,0.655
RPA1,0.6537999999999999
SUZ12,0.6537999999999999
HCFC1,0.6536
gestrinone,0.6531999999999999
epibatidine,0.6531
palonosetron,0.6529
SNAPC4,0.6527
UBP1,0.6526000000000001
ASNS,0.6525
NF-449,0.6523
BTG3,0.652
ZNF274,0.6518
altizide,0.6518
VEGFC,0.6514
iso-olomoucine,0.6512
ELAC2,0.6509999999999999
ST6GALNAC2,0.6509
ZM-306416,0.6506000000000001
SS18L1,0.6505
ZBTB5,0.65
IL21R,0.6495000000000001
CHERP,0.649
crotamiton,0.6489
ZNF350,0.6486
GABBR1,0.6485
CD24,0.6481999999999999
DIS3,0.6478
WT-171,0.6476000000000001
meclozine,0.6474
CDKN1A,0.6472
RBBP6,0.6468
CRADD,0.6466
fillalbin,0.6466
terreic-acid,0.6465000000000001
practolol,0.6459999999999999
TIAM1,0.6459999999999999
UCHL1,0.6455
estriol,0.6445000000000001
propofol,0.6444
SLC25A10,0.6441
TRIM16,0.644
OTUD3,0.644
HOXA10,0.6437999999999999
TAF15,0.6437999999999999
GPSM2,0.6434000000000001
tamoxifen,0.6434000000000001
RABGGTA,0.6433
ZNF134,0.6431
MYLK2,0.6428
morphothebaine,0.6423000000000001
NDUFAB1,0.6420999999999999
mestanolone,0.6420999999999999
trequinsin,0.642
LGALS2,0.6419
OXGR1,0.6417
IRS2,0.6415000000000001
terazosin,0.6413
PSMA5,0.6411
PRSS23,0.6406000000000001
pregnenolone,0.6405
solanine,0.6404000000000001
DNAJB6,0.6401
HIF1A,0.6396000000000001
FADD,0.6395000000000001
SUOX,0.6392
apafant,0.639
sappanone-a,0.6389
hyperoside,0.6389
SUFU,0.6388
PIK3CD,0.6382
ULK1,0.6382
ZNF444,0.6379
BRD-K77681376,0.6378
HAX1,0.6371
MDL-28170,0.6367
rizatriptan,0.6365999999999999
ATP5G1,0.6364
NUSAP1,0.6362
CDC25C,0.6361
PGAM1,0.636
PPARA,0.6358
sulfasalazine,0.6347999999999999
Androgen receptor modulator,0.6347
gabazine,0.6347
NOD1,0.6347
GPX1,0.6346
SMARCC2,0.6345000000000001
SB-202190,0.6341
FCGR2A,0.634
ZNF77,0.6338
zolpidem,0.6338
TCEA1,0.6335999999999999
doxapram,0.6332
Glucocorticoid receptor agonist,0.6328
ICMT,0.6327
valproic-acid,0.6327
ADAT1,0.6325999999999999
OAS1,0.6324000000000001
GNA15,0.6323
THBS1,0.632
ZD-7288,0.6315999999999999
SOX11,0.6311
SSX2,0.631
IL5,0.6309
equilin,0.6308
NUSAP1,0.6308
HCAR1,0.6306
tyrphostin,0.6304
2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol,0.6302
YM-298198,0.63
isoreserpine,0.6299
NAGPA,0.6295000000000001
NOSIP,0.6294
GNGT2,0.6292
PAX8,0.6291
PPP2R1A,0.629
TAP1,0.629
SLC1A4,0.6288
ST3GAL5,0.6286
GW-583340,0.6286
UVRAG,0.6284000000000001
RPA2,0.6284000000000001
ZSWIM2,0.6282
RARRES3,0.628
STAT2,0.6278
CDCA8,0.6277
NRIP3,0.6277
KIAA0317,0.6275999999999999
PAFAH1B1,0.6275
SNRNP70,0.6272
CXCR4,0.6272
ITGA1,0.6269
hypericin,0.6269
lorazepam,0.6267
PUS10,0.6267
trioxsalen,0.6265999999999999
F2R,0.6265
TIMP2,0.6263000000000001
LMNA,0.6263000000000001
POLG2,0.6259
HDAC10,0.6253
PTEN,0.6253
UGT1A9,0.6253
Y-27152,0.6252
benproperine,0.6252
ERO1L,0.6251
BMP2,0.625
bifonazole,0.625
TXLNA,0.6248
SLC37A4,0.6244
POLR1A,0.6243
LIPT1,0.6236999999999999
ceforanide,0.6236999999999999
zonisamide,0.6235
AS-604850,0.6231
IB-MECA,0.6227
NFkB pathway inhibitor,0.6225
GBR-13069,0.6222
spiramide,0.6221
PIK3CG,0.6217
GRPR,0.6214999999999999
ZNF174,0.6214
spiperone,0.6212
UFM1,0.6211
SMYD3,0.6206
HLA-DRB5,0.6204
mesulergine,0.6201
FKBP1A,0.62
CYB561,0.6196
STUB1,0.6196
evoxine,0.6195
fraxidin,0.6191
APBB2,0.6188
TRIM32,0.6185
RNLS,0.6185
prostaglandin,0.6184000000000001
CTSK,0.6182
equilin,0.6178
TFAP2A,0.6177
HNF4A,0.6175999999999999
depomedrol,0.6174000000000001
clebopride,0.6164999999999999
ECI1,0.6162
guanabenz,0.6157
ATP5B,0.6154
ALG9,0.6152000000000001
l-erythro-MAPP,0.6143
resmethrin,0.6142
GAS7,0.6142
dihydroergotamine,0.6141
o-3M3FBS,0.6135
PIK3R1,0.6132
LONRF2,0.6128
fenobam,0.6126
MYCBP,0.6124
PNRC1,0.6122
OPN4,0.6121
PET112,0.6119
perphenazine,0.6115999999999999
SETDB1,0.6114999999999999
chromomycin-a3,0.6114
PRKCH,0.6113000000000001
UQCRFS1,0.6113000000000001
SULT2B1,0.6113000000000001
GPR62,0.6112
HNHA,0.6111
PRKCA,0.6106
GR-159897,0.6101
UFD1L,0.61
trichostatin-a,0.61
FGB,0.6099
irbesartan,0.6099
benzoxiquine,0.6091
MAP3K1,0.6088
PSMB8,0.6087
PIK3CB,0.6085
AGL,0.6083
rottlerin,0.6083
GPR34,0.6082
AKAP17A,0.608
MLLT11,0.608
fostamatinib,0.6079
formestane,0.6072
TRIB1,0.6065999999999999
C2CD2L,0.6051
ZAP70,0.6043999999999999
XMD-892,0.6043999999999999
ZC3HC1,0.6039
ST-638,0.6038
argatroban,0.6038
GSK-1070916,0.6035
PPFIBP2,0.6035
PRKAA1,0.6034
SRC-kinase-inhibitor-II,0.6034
MR-16728,0.6033
acitretin,0.6029
erythromycin,0.6028
AZ-628,0.6026
hydroxyfasudil,0.6025
ALDH18A1,0.6015999999999999
seneciphylline,0.6015
JTE-907,0.6011
IL7R,0.601
BRD-K00313977,0.6008
HLF,0.6007
TRAF6,0.6007
NDUFB6,0.6004
CD55,0.6004
CGK-733,0.6003000000000001
TGDS,0.5995
GBA,0.5993999999999999
ZNF350,0.5993999999999999
L-689560,0.5992999999999999
NBI-27914,0.599
PTF1A,0.5987
carbamazepine,0.5984
ML-9,0.5982999999999999
GPR128,0.5982
RGS16,0.5979
YAF2,0.5979
RRAGD,0.5978
acetohydroxamic-acid,0.5975
PIK-75,0.5963
KCNG1,0.5963
IGF2BP1,0.5963
GABRA5,0.5954
EIF2S2,0.5952000000000001
GNB2,0.5951
valdecoxib,0.5951
AOC3,0.5947
megestrol,0.5945
WARS,0.5945
IAA-94,0.5945
UQCRFS1,0.5942000000000001
betahistine,0.594
NS-1619,0.5935
PLA2G2A,0.5932
VU-0404997-2,0.5929
alprazolam,0.5926
CLIC4,0.5922
Cyclin dependent kinases LOF,0.5918
OXA1L,0.5918
dexamethasone,0.5915
NCAPD2,0.5915
COX5A,0.5914
GPRC6A,0.5914
MKI67IP,0.5905
medrysone,0.5903
AZGP1,0.5901
oxiconazole,0.5901
medrysone,0.59
HSP90-inhibitor,0.5899
ARNTL2,0.5897
CASP7,0.5893
febuxostat,0.5891
metolazone,0.5891
MYCL1,0.5891
prunetin,0.589
guggulsterone,0.589
Structural maintenance of chromosomes proteins LOF,0.5888
ICI-89406,0.5887
MTR,0.5886
ZNF207,0.5885
MLLT3,0.5882999999999999
cortisone,0.5882000000000001
ADCK3,0.5881000000000001
DHCR7,0.588
AGTR1,0.5878
prostratin,0.5875
rucaparib,0.5874
mosapride,0.5872999999999999
TGFBR2,0.5870000000000001
ATP6V0A1,0.5870000000000001
NMUR2,0.5866
carmoxirole,0.5863
KYNU,0.5859000000000001
BACH1,0.5858
CLPTM1,0.5857
PRKAB2,0.585
CTBP2,0.585
ZC3HC1,0.585
irsogladine,0.5848
clomifene,0.5847
FTCD,0.5847
NTSR1,0.5841
CDKN1B,0.5841
tolazoline,0.5838
verapamil,0.5837
SSX3,0.583
BTG1,0.583
CPT1A,0.5826
AM-404,0.5824
rivaroxaban,0.5822999999999999
PRKAR2B,0.5821000000000001
FABP4,0.5819
ENOPH1,0.5819
HOMEZ,0.5818
NVP-AUY922,0.5818
MED7,0.5818
MED4,0.5817
ZNF519,0.5817
buflomedil,0.5813
TXNDC9,0.581
OAT,0.581
LEPREL1,0.5808
HDAC5,0.58
ETS2,0.5797
methyllycaconitine,0.5796
SPDEF,0.5795
MRGPRX3,0.5794
foliosidine,0.5788
vincristine,0.5787
CAY-10415,0.5783
PIT,0.5781000000000001
TRAP1,0.5779
ZNF331,0.5779
ABHD2,0.5778
IMPDH inhibitor,0.5777
CTLA4,0.5772999999999999
SLC25A3,0.5769
EPHA3,0.5768
GTF2B,0.5766
PLCB4,0.5764
zaldaride,0.5764
DDIT3,0.5763
cercosporin,0.5763
CD55,0.5759000000000001
KHDRBS1,0.5757
L-368899,0.5757
HNF4A,0.5757
AM-251,0.5756
TGIF2LY,0.5756
IGFBP6,0.5754
NDUFA4,0.5753
HOXB4,0.5751
tyrphostin-AG-1478,0.575
LYPLA1,0.5748
INSIG1,0.5748
testosterone,0.5739
GPR84,0.5739
PJA1,0.5738
HLA-DPA1,0.5737
butylparaben,0.5737
SOS2,0.5737
nifekalant,0.5735
HDAC8,0.5734
FG-7142,0.5733
UK-356618,0.5729
PPOX,0.5729
