,moa,GDSC,CTRP,CCLE,drug,score,evidence
clofarabine,purine nucleoside antimetabolite,,0.278,,ctrp_clofarabine,0.278,.+.
tigecycline,antibiotic used to treat a number of bacterial infections,,0.278,,ctrp_tigecycline,0.278,.+.
nsc632839,Not Clinically Relevant,,0.27699999999999997,,ctrp_NSC632839,0.277,.+.
cr-1-31b,Not Clinically Relevant,,0.27699999999999997,,ctrp_CR-1-31B,0.277,.+.
pf-3758309,Not Clinically Relevant,,0.276,,ctrp_PF-3758309,0.276,.+.
ml258,Not Clinically Relevant,,0.276,,ctrp_ML258,0.276,.+.
triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.276,,ctrp_triptolide,0.276,.+.
jq-1,Not Clinically Relevant,,0.275,,ctrp_JQ-1,0.275,.+.
sb-525334,Not Clinically Relevant,,0.275,,ctrp_SB-525334,0.275,.+.
chm-1,Not Clinically Relevant,,0.27399999999999997,,ctrp_CHM-1,0.274,.+.
unc0638,Not Clinically Relevant,0.262,0.284,,gdsc_UNC0638,0.273,++.
sch-79797,Not Clinically Relevant,,0.273,,ctrp_SCH-79797,0.273,.+.
phloretin,Not Clinically Relevant,,0.272,,ctrp_phloretin,0.272,.+.
prl-3 inhibitor i,Not Clinically Relevant,,0.271,,ctrp_PRL-3 inhibitor I,0.271,.+.
gw-405833,Not Clinically Relevant,,0.27,,ctrp_GW-405833,0.27,.+.
niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.27,,ctrp_niclosamide,0.27,.+.
ciclosporin,,,0.26899999999999996,,ctrp_ciclosporin,0.269,.+.
cyanoquinoline 11,Not Clinically Relevant,,0.26899999999999996,,ctrp_cyanoquinoline 11,0.269,.+.
sch-529074,Not Clinically Relevant,,0.26899999999999996,,ctrp_SCH-529074,0.269,.+.
cal-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.26899999999999996,,ctrp_CAL-101,0.269,.+.
ar-42,Not Clinically Relevant,0.267,,,gdsc_AR-42,0.267,+..
cil56,Not Clinically Relevant,,0.266,,ctrp_CIL56,0.266,.+.
r428,Not Clinically Relevant,,0.266,,ctrp_R428,0.266,.+.
brd-k45681478,Not Clinically Relevant,,0.266,,ctrp_BRD-K45681478,0.266,.+.
prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.266,,ctrp_prochlorperazine,0.266,.+.
leptomycin b,Not Clinically Relevant,,0.265,,ctrp_leptomycin B,0.265,.+.
ql-x-138,Not Clinically Relevant,0.264,,,gdsc_QL-X-138,0.264,+..
bleomycin a2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.262,,ctrp_bleomycin A2,0.262,.+.
semagacestat,Notch (gamma secretase) inhibitor,,0.262,,ctrp_semagacestat,0.262,.+.
ml320,Not Clinically Relevant,,0.262,,ctrp_ML320,0.262,.+.
sb-743921,kinesin spindle protein (KSP) inhibitor,,0.261,,ctrp_SB-743921,0.261,.+.
nvp-bsk805,Not Clinically Relevant,,0.261,,ctrp_NVP-BSK805,0.261,.+.
cay10603,Not Clinically Relevant,0.261,,,gdsc_CAY10603,0.261,+..
smer-3,Not Clinically Relevant,,0.26,,ctrp_SMER-3,0.26,.+.
gsk2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.26,,ctrp_GSK2636771,0.26,.+.
sirolimus,"rapamycin, mTOR inhibitor",,0.26,,ctrp_sirolimus,0.26,.+.
cytochalasin b,Not Clinically Relevant,,0.259,,ctrp_cytochalasin B,0.259,.+.
fluvastatin,"HMG-CoA reductase inhibitor,",,0.259,,ctrp_fluvastatin,0.259,.+.
cay10594,Not Clinically Relevant,,0.259,,ctrp_CAY10594,0.259,.+.
pf-750,Not Clinically Relevant,,0.258,,ctrp_PF-750,0.258,.+.
methylstat,Not Clinically Relevant,,0.258,,ctrp_methylstat,0.258,.+.
obatoclax,Not Clinically Relevant,,0.258,,ctrp_obatoclax,0.258,.+.
mk-0752,Notch (gamma secretase) inhibitor,,0.258,,ctrp_MK-0752,0.258,.+.
prima-1,Not Clinically Relevant,,0.258,,ctrp_PRIMA-1,0.258,.+.
ci-976,Not Clinically Relevant,,0.258,,ctrp_CI-976,0.258,.+.
brd-k27224038,Not Clinically Relevant,,0.257,,ctrp_BRD-K27224038,0.257,.+.
blebbistatin,Not Clinically Relevant,,0.257,,ctrp_blebbistatin,0.257,.+.
brd-k78574327,Not Clinically Relevant,,0.257,,ctrp_BRD-K78574327,0.257,.+.
wz4002,Not Clinically Relevant,,0.257,,ctrp_WZ4002,0.257,.+.
brd-a02303741,Not Clinically Relevant,,0.257,,ctrp_BRD-A02303741,0.257,.+.
unc0321,Not Clinically Relevant,,0.256,,ctrp_UNC0321,0.256,.+.
ex-527,SIRT1 inhibitor,,0.256,,ctrp_EX-527,0.256,.+.
sr-ii-138a,Not Clinically Relevant,,0.255,,ctrp_SR-II-138A,0.255,.+.
wp1130,Not Clinically Relevant,,0.254,,ctrp_WP1130,0.254,.+.
hbx-41108,Not Clinically Relevant,,0.254,,ctrp_HBX-41108,0.254,.+.
le-135,Not Clinically Relevant,,0.253,,ctrp_LE-135,0.253,.+.
palmostatin b,Not Clinically Relevant,,0.253,,ctrp_palmostatin B,0.253,.+.
brd-k41334119,Not Clinically Relevant,,0.253,,ctrp_BRD-K41334119,0.253,.+.
ku 0060648,Not Clinically Relevant,,0.252,,ctrp_KU 0060648,0.252,.+.
dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.252,,ctrp_dexamethasone,0.252,.+.
regorafenib,VEGFR2-TIE2 inhibitor ,,0.252,,ctrp_regorafenib,0.252,.+.
pyrazolanthrone,Not Clinically Relevant,,0.251,,ctrp_pyrazolanthrone,0.251,.+.
brd-k14844214,Not Clinically Relevant,,0.25,,ctrp_BRD-K14844214,0.25,.+.
agk-2,Not Clinically Relevant,,0.25,,ctrp_AGK-2,0.25,.+.
tg-101348,JAK2 inhibitor,,0.247,,ctrp_TG-101348,0.247,.+.
ouabain,Not Clinically Relevant,,0.247,,ctrp_ouabain,0.247,.+.
cudc-101,Not Clinically Relevant,0.24600000000000002,,,gdsc_CUDC-101,0.246,+..
oligomycin a,Not Clinically Relevant,,0.24600000000000002,,ctrp_oligomycin A,0.246,.+.
wz8040,Not Clinically Relevant,,0.245,,ctrp_WZ8040,0.245,.+.
vandetanib,"VEGFR, EGFR and RET inhibitor",,0.244,,ctrp_vandetanib,0.244,.+.
gsk690693,Not Clinically Relevant,0.243,,,gdsc_GSK690693,0.243,+..
betulinic acid,Not Clinically Relevant,,0.243,,ctrp_betulinic acid,0.243,.+.
kh-cb19,Not Clinically Relevant,,0.242,,ctrp_KH-CB19,0.242,.+.
brd-k01737880,Not Clinically Relevant,,0.24100000000000002,,ctrp_BRD-K01737880,0.241,.+.
ml210,Not Clinically Relevant,,0.24100000000000002,,ctrp_ML210,0.241,.+.
jw-7-24-1,Not Clinically Relevant,0.23800000000000002,,,gdsc_JW-7-24-1,0.238,+..
at7867,Not Clinically Relevant,,0.237,,ctrp_AT7867,0.237,.+.
dbeq,Not Clinically Relevant,,0.235,,ctrp_DBeQ,0.235,.+.
genentech cpd 10,Not Clinically Relevant,0.23399999999999999,,,gdsc_Genentech Cpd 10,0.234,+..
"1s,3r-rsl-3",Not Clinically Relevant,,0.23199999999999998,,"ctrp_1S,3R-RSL-3",0.232,.+.
brd-k30748066,Not Clinically Relevant,,0.231,,ctrp_BRD-K30748066,0.231,.+.
stemregenin 1,Not Clinically Relevant,,0.231,,ctrp_StemRegenin 1,0.231,.+.
aew541,Not Clinically Relevant,,,0.228,ccle_AEW541,0.228,..+
mln2480,"TAK-580, pan-Raf kinase inhibitor",,0.228,,ctrp_MLN2480,0.228,.+.
lovastatin,"HMG-CoA reductase inhibitor,",,0.228,,ctrp_lovastatin,0.228,.+.
brd4132,Not Clinically Relevant,,0.228,,ctrp_BRD4132,0.228,.+.
wiki4,Not Clinically Relevant,0.225,,,gdsc_WIKI4,0.225,+..
sns-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,0.21899999999999997,,ctrp_SNS-032,0.219,.+.
myricetin,Not Clinically Relevant,,0.20600000000000002,,ctrp_myricetin,0.206,.+.
mitomycin-c,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",0.201,,,gdsc_Mitomycin-C,0.201,+..
fulvestrant,selective estrogen receptor degrader (SERD),,0.19899999999999998,,ctrp_fulvestrant,0.199,.+.
thz-2-102-1,Not Clinically Relevant,0.18899999999999997,,,gdsc_THZ-2-102-1,0.189,+..
etoposide,Topo II inhibitor,-0.2,0.336,,gdsc_Etoposide,0.068,-+.
serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.33799999999999997,0.41200000000000003,,gdsc_Serdemetan,0.037,-+.
topotecan,Topo I inhibitor,,0.318,-0.24600000000000002,ccle_Topotecan,0.036,.+-
doxorubicin,"Topo II inhibitor, DNA intercalator",-0.225,0.281,,gdsc_Doxorubicin,0.028,-+.
raf265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.252,-0.225,ccle_RAF265,0.013,.+-
gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.244,0.267,,gdsc_Gemcitabine,0.012,-+.
entinostat,HDAC inhibitor,-0.298,0.313,,gdsc_Entinostat,0.008,-+.
bi-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.3,0.311,,gdsc_BI-2536,0.006,-+.
sn-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.321,0.32799999999999996,,gdsc_SN-38,0.003,-+.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",-0.299,0.294,,gdsc_PHA-793887,-0.003,-+.
mk-2206,Akt1/2/3 inhibitor,-0.332,0.324,,gdsc_MK-2206,-0.004,-+.
l-685458,Not Clinically Relevant,,0.305,-0.314,ccle_L-685458,-0.005,.+-
pik-93,Not Clinically Relevant,-0.309,0.295,,gdsc_PIK-93,-0.007,-+.
tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.384,0.36200000000000004,,gdsc_Tamoxifen,-0.011,-+.
azd7762, Chk1 / Chk2 inhibitor,-0.275,0.239,,gdsc_AZD7762,-0.018,-+.
zstk474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.32799999999999996,0.287,,gdsc_ZSTK474,-0.02,-+.
cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.39899999999999997,0.353,,gdsc_Cabozantinib,-0.023,-+.
bms-536924,Not Clinically Relevant,-0.36200000000000004,0.309,,gdsc_BMS-536924,-0.027,-+.
docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.315,0.253,,gdsc_Docetaxel,-0.031,-+.
azd8055,mTOR inhibitor,-0.315,0.24100000000000002,,gdsc_AZD8055,-0.037,-+.
nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.254,-0.332,ccle_Nutlin-3,-0.039,.+-
pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.426,0.34299999999999997,,gdsc_Pazopanib,-0.042,-+.
piperlongumine,Not Clinically Relevant,-0.34700000000000003,0.261,,gdsc_Piperlongumine,-0.043,-+.
sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.408,0.322,,gdsc_Sunitinib,-0.043,-+.
methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",-0.275,0.188,,gdsc_Methotrexate,-0.044,-+.
temozolomide,alkylating agent,-0.395,0.307,,gdsc_Temozolomide,-0.044,-+.
tpca-1,Not Clinically Relevant,-0.369,0.27899999999999997,,gdsc_TPCA-1,-0.045,-+.
pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.33,0.24,,gdsc_Pevonedistat,-0.045,-+.
nvp-tae684,Not Clinically Relevant,-0.42100000000000004,0.327,,gdsc_NVP-TAE684,-0.047,-+.
ku-55933,Not Clinically Relevant,-0.423,0.32899999999999996,,gdsc_KU-55933,-0.047,-+.
mg-132,Not Clinically Relevant,-0.374,0.27399999999999997,,gdsc_MG-132,-0.05,-+.
bms-345541,Not Clinically Relevant,-0.34,0.237,,gdsc_BMS-345541,-0.052,-+.
temsirolimus,Not Clinically Relevant,-0.39299999999999996,0.26,,gdsc_Temsirolimus,-0.066,-+.
chir-99021,Not Clinically Relevant,-0.41100000000000003,0.273,,gdsc_CHIR-99021,-0.069,-+.
bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.502,0.348,,gdsc_Bexarotene,-0.077,-+.
osi-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.43,0.27,,gdsc_OSI-930,-0.08,-+.
azd6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.45299999999999996,0.293,,gdsc_AZD6482,-0.08,-+.
dabrafenib,Braf (V600E) inhibitor,-0.5820000000000001,0.409,,gdsc_Dabrafenib,-0.087,-+.
tretinoin,Retinoid,-0.605,0.41200000000000003,,gdsc_Tretinoin,-0.096,-+.
pac-1,Not Clinically Relevant,-0.45799999999999996,0.258,,gdsc_PAC-1,-0.1,-+.
paclitaxel,disrupts microtubule dynamics,-0.34299999999999997,0.267,-0.268,gdsc_Paclitaxel,-0.115,-+-
parthenolide,Not Clinically Relevant,-0.49,0.24600000000000002,,gdsc_Parthenolide,-0.122,-+.
bosutinib,"BCR-Abl, Src, Lyn and Hck inhibitor",-0.522,0.247,,gdsc_Bosutinib,-0.138,-+.
sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.47100000000000003,0.32799999999999996,-0.27899999999999997,gdsc_Sorafenib,-0.141,-+-
crizotinib,"ALK, ROS1 and MET inhibitor",-0.597,0.31,,gdsc_Crizotinib,-0.144,-+.
linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.657,0.29600000000000004,,gdsc_Linifanib,-0.18,-+.
brd-k71935468,Not Clinically Relevant,,-0.18,,ctrp_BRD-K71935468,-0.18,.-.
quizartinib,Flt3 inhibitor,-0.655,0.27,,gdsc_Quizartinib,-0.192,-+.
sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",-0.20600000000000002,,,gdsc_Sepantronium bromide,-0.206,-..
bafilomycin a1,Not Clinically Relevant,,-0.209,,ctrp_bafilomycin A1,-0.209,.-.
ipa-3,Not Clinically Relevant,-0.215,,,gdsc_IPA-3,-0.215,-..
sid 26681509,Not Clinically Relevant,,-0.21899999999999997,,ctrp_SID 26681509,-0.219,.-.
brd-k33514849,Not Clinically Relevant,,-0.21899999999999997,,ctrp_BRD-K33514849,-0.219,.-.
vinorelbine,Not Clinically Relevant,-0.225,,,gdsc_Vinorelbine,-0.225,-..
brd-k97651142,Not Clinically Relevant,,-0.226,,ctrp_BRD-K97651142,-0.226,.-.
ym-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,-0.22699999999999998,,ctrp_YM-155,-0.227,.-.
brd-k63431240,Not Clinically Relevant,,-0.22899999999999998,,ctrp_BRD-K63431240,-0.229,.-.
azd0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.231,ccle_AZD0530,-0.231,..-
phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.231,,,gdsc_Phenformin,-0.231,-..
dacinostat,Not Clinically Relevant,-0.23399999999999999,,,gdsc_Dacinostat,-0.234,-..
tw 37,Not Clinically Relevant,-0.23399999999999999,,,gdsc_TW 37,-0.234,-..
17-aag,Not Clinically Relevant,,,-0.23600000000000002,ccle_17-AAG,-0.236,..-
ql-xii-47,Not Clinically Relevant,-0.237,,,gdsc_QL-XII-47,-0.237,-..
neratinib,Her2 and EGFR inhibitor,,-0.239,,ctrp_neratinib,-0.239,.-.
brd8958,Not Clinically Relevant,,-0.24,,ctrp_BRD8958,-0.24,.-.
tae684,Not Clinically Relevant,,,-0.243,ccle_TAE684,-0.243,..-
austocystin d,Not Clinically Relevant,,-0.243,,ctrp_austocystin D,-0.243,.-.
avicin d,Not Clinically Relevant,,-0.245,,ctrp_avicin D,-0.245,.-.
brd-k48477130,Not Clinically Relevant,,-0.245,,ctrp_BRD-K48477130,-0.245,.-.
tl-1-85,Not Clinically Relevant,-0.24600000000000002,,,gdsc_TL-1-85,-0.246,-..
mln2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,-0.248,,ctrp_MLN2238,-0.248,.-.
zd-6474,"VEGFR, EGFR and RET inhibitor",,,-0.248,ccle_ZD-6474,-0.248,..-
brefeldin a,Not Clinically Relevant,,-0.249,,ctrp_brefeldin A,-0.249,.-.
brd-k09344309,Not Clinically Relevant,,-0.25,,ctrp_BRD-K09344309,-0.25,.-.
lestauritinib,Not Clinically Relevant,-0.252,,,gdsc_Lestauritinib,-0.252,-..
sb590885,Not Clinically Relevant,-0.253,,,gdsc_SB590885,-0.253,-..
valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.255,,ctrp_valdecoxib,-0.255,.-.
bec,Not Clinically Relevant,,-0.255,,ctrp_BEC,-0.255,.-.
spautin-1,Not Clinically Relevant,,-0.255,,ctrp_spautin-1,-0.255,.-.
snx-2112,Not Clinically Relevant,-0.258,-0.253,,gdsc_SNX-2112,-0.256,--.
ng-25,Not Clinically Relevant,-0.257,,,gdsc_NG-25,-0.257,-..
brd-k94991378,Not Clinically Relevant,,-0.257,,ctrp_BRD-K94991378,-0.257,.-.
col-3,matrix metalloproteinase (MMP) inhibitor,,-0.258,,ctrp_COL-3,-0.258,.-.
vu0155056,Not Clinically Relevant,,-0.258,,ctrp_VU0155056,-0.258,.-.
brd-a05715709,Not Clinically Relevant,,-0.258,,ctrp_BRD-A05715709,-0.258,.-.
jq1,Not Clinically Relevant,-0.259,,,gdsc_JQ1,-0.259,-..
brd-a86708339,Not Clinically Relevant,,-0.261,,ctrp_BRD-A86708339,-0.261,.-.
marinopyrrole a,Not Clinically Relevant,,-0.261,,ctrp_marinopyrrole A,-0.261,.-.
5-fluorouracil,antimetabolite,-0.261,,,gdsc_5-Fluorouracil,-0.261,-..
bcl-lzh-4,Not Clinically Relevant,,-0.261,,ctrp_BCL-LZH-4,-0.261,.-.
canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,-0.261,,ctrp_canertinib,-0.261,.-.
khs101,Not Clinically Relevant,,-0.262,,ctrp_KHS101,-0.262,.-.
camptothecin,Not Clinically Relevant,-0.262,,,gdsc_Camptothecin,-0.262,-..
yk-4-279,Not Clinically Relevant,-0.262,,,gdsc_YK-4-279,-0.262,-..
ver-155008,Not Clinically Relevant,,-0.264,,ctrp_VER-155008,-0.264,.-.
elesclomol,Not Clinically Relevant,-0.265,,,gdsc_Elesclomol,-0.265,-..
tki258,Not Clinically Relevant,,,-0.266,ccle_TKI258,-0.266,..-
gsk-j4,Not Clinically Relevant,,-0.267,,ctrp_GSK-J4,-0.267,.-.
epothilone b,Not Clinically Relevant,-0.268,,,gdsc_Epothilone B,-0.268,-..
c6-ceramide,Not Clinically Relevant,,-0.268,,ctrp_C6-ceramide,-0.268,.-.
tosedostat,inhibitor of the M1 family of aminopeptidases,,-0.27,,ctrp_tosedostat,-0.27,.-.
lapatinib,HER2/EGFR inhibitor,-0.293,-0.285,-0.233,gdsc_Lapatinib,-0.27,---
azd7545,Not Clinically Relevant,,-0.271,,ctrp_AZD7545,-0.271,.-.
vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.271,,,gdsc_Vinblastine,-0.271,-..
omipalisib,Not Clinically Relevant,-0.272,,,gdsc_Omipalisib,-0.272,-..
dmog,Not Clinically Relevant,-0.272,,,gdsc_DMOG,-0.272,-..
bay-61-3606,Not Clinically Relevant,-0.273,,,gdsc_BAY-61-3606,-0.273,-..
brd-k55116708,Not Clinically Relevant,,-0.27399999999999997,,ctrp_BRD-K55116708,-0.274,.-.
gsk650394,Not Clinically Relevant,-0.275,,,gdsc_GSK650394,-0.275,-..
cp466722,Not Clinically Relevant,-0.275,,,gdsc_CP466722,-0.275,-..
brd-k48334597,Not Clinically Relevant,,-0.275,,ctrp_BRD-K48334597,-0.275,.-.
thz-2-49,Not Clinically Relevant,-0.276,,,gdsc_THZ-2-49,-0.276,-..
brd-k71781559,Not Clinically Relevant,,-0.27699999999999997,,ctrp_BRD-K71781559,-0.277,.-.
seliciclib,Not Clinically Relevant,-0.278,,,gdsc_Seliciclib,-0.278,-..
gw843682x,Not Clinically Relevant,-0.28,,,gdsc_GW843682X,-0.28,-..
nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.281,,ctrp_nelarabine,-0.281,.-.
bx796,Not Clinically Relevant,-0.28300000000000003,,,gdsc_BX796,-0.283,-..
fedratinib,JAK2 inhibitor,-0.284,,,gdsc_Fedratinib,-0.284,-..
sj-172550,Not Clinically Relevant,,-0.284,,ctrp_SJ-172550,-0.284,.-.
cid-5951923,Not Clinically Relevant,,-0.284,,ctrp_CID-5951923,-0.284,.-.
simvastatin,"HMG-CoA reductase inhibitor,",,-0.28600000000000003,,ctrp_simvastatin,-0.286,.-.
pfi-1,Not Clinically Relevant,-0.28800000000000003,,,gdsc_PFI-1,-0.288,-..
pd-0325901,Not Clinically Relevant,,,-0.29100000000000004,ccle_PD-0325901,-0.291,..-
saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.32299999999999995,-0.261,,gdsc_Saracatinib,-0.292,--.
shikonin,Not Clinically Relevant,-0.293,,,gdsc_Shikonin,-0.293,-..
pyrimethamine,Not Clinically Relevant,-0.294,,,gdsc_Pyrimethamine,-0.294,-..
thapsigargin,Not Clinically Relevant,-0.295,,,gdsc_Thapsigargin,-0.295,-..
at-7519,Not Clinically Relevant,-0.29600000000000004,,,gdsc_AT-7519,-0.296,-..
erlotinib,EGFR inhibitor (Tarceva),-0.282,-0.34700000000000003,-0.26,ctrp_erlotinib,-0.296,---
ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,-0.297,,ctrp_ifosfamide,-0.297,.-.
azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.298,,ctrp_azacitidine,-0.298,.-.
plx4720,Not Clinically Relevant,,,-0.298,ccle_PLX4720,-0.298,..-
pd-0332991,CDK4/6 inhibitor,,,-0.298,ccle_PD-0332991,-0.298,..-
ml334 diastereomer,Not Clinically Relevant,,-0.298,,ctrp_ML334 diastereomer,-0.298,.-.
gdc-0879,Not Clinically Relevant,,-0.3,,ctrp_GDC-0879,-0.3,.-.
as605240,Not Clinically Relevant,-0.3,,,gdsc_AS605240,-0.3,-..
kin001-244,Not Clinically Relevant,-0.3,,,gdsc_KIN001-244,-0.3,-..
pd318088,Not Clinically Relevant,,-0.301,,ctrp_PD318088,-0.301,.-.
irinotecan,"aka CPT-11, inhibitor of Topo I",,,-0.301,ccle_Irinotecan,-0.301,..-
pf2341066,"ALK, ROS1 and MET inhibitor",,,-0.301,ccle_PF2341066,-0.301,..-
way-362450,Not Clinically Relevant,,-0.302,,ctrp_WAY-362450,-0.302,.-.
embelin,Not Clinically Relevant,-0.304,,,gdsc_Embelin,-0.304,-..
aa-cocf3,Not Clinically Relevant,,-0.304,,ctrp_AA-COCF3,-0.304,.-.
osu-03012,Not Clinically Relevant,-0.304,,,gdsc_OSU-03012,-0.304,-..
erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.306,,ctrp_erismodegib,-0.306,.-.
i-bet-762,Not Clinically Relevant,-0.306,,,gdsc_I-BET-762,-0.306,-..
fumonisin b1,Not Clinically Relevant,,-0.306,,ctrp_fumonisin B1,-0.306,.-.
pluripotin,Not Clinically Relevant,,-0.306,,ctrp_pluripotin,-0.306,.-.
jq12,Not Clinically Relevant,-0.308,,,gdsc_JQ12,-0.308,-..
brd-k64610608,Not Clinically Relevant,,-0.308,,ctrp_BRD-K64610608,-0.308,.-.
bleomycin,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",-0.31,,,gdsc_Bleomycin,-0.31,-..
brd-k50799972,Not Clinically Relevant,,-0.311,,ctrp_BRD-K50799972,-0.311,.-.
brd-k27986637,Not Clinically Relevant,,-0.311,,ctrp_BRD-K27986637,-0.311,.-.
istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,-0.312,,ctrp_istradefylline,-0.312,.-.
lbw242,Not Clinically Relevant,,,-0.315,ccle_LBW242,-0.315,..-
gsk4112,Not Clinically Relevant,,-0.316,,ctrp_GSK4112,-0.316,.-.
pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.316,,,gdsc_Pictilisib,-0.316,-..
vaf-347,Not Clinically Relevant,,-0.317,,ctrp_VAF-347,-0.317,.-.
ic-87114,Not Clinically Relevant,,-0.318,,ctrp_IC-87114,-0.318,.-.
at13387,Selective potent Hsp90 inhibitor,,-0.319,,ctrp_AT13387,-0.319,.-.
ml029,Not Clinically Relevant,,-0.319,,ctrp_ML029,-0.319,.-.
brd-k29086754,Not Clinically Relevant,,-0.319,,ctrp_BRD-K29086754,-0.319,.-.
luminespib,Not Clinically Relevant,-0.32,,,gdsc_Luminespib,-0.32,-..
ponatinib,Bcr-abl inhibitor,-0.32,,,gdsc_Ponatinib,-0.32,-..
xmd8-92,Not Clinically Relevant,-0.321,,,gdsc_XMD8-92,-0.321,-..
zibotentan,Not Clinically Relevant,-0.321,,,gdsc_Zibotentan,-0.321,-..
azd6244,MEK1 inhibitor,,,-0.321,ccle_AZD6244,-0.321,..-
ipr-456,Not Clinically Relevant,,-0.322,,ctrp_IPR-456,-0.322,.-.
a-443654,Not Clinically Relevant,-0.322,,,gdsc_A-443654,-0.322,-..
cmk,Not Clinically Relevant,-0.324,,,gdsc_CMK,-0.324,-..
palbociclib,CDK4/6 inhibitor,-0.325,,,gdsc_Palbociclib,-0.325,-..
cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.325,,,gdsc_Cytarabine,-0.325,-..
jnk-9l,Not Clinically Relevant,-0.326,,,gdsc_JNK-9L,-0.326,-..
brd-k09587429,Not Clinically Relevant,,-0.327,,ctrp_BRD-K09587429,-0.327,.-.
cct-018159,Not Clinically Relevant,-0.327,,,gdsc_CCT-018159,-0.327,-..
gsk269962a,Not Clinically Relevant,-0.32799999999999996,,,gdsc_GSK269962A,-0.328,-..
imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.272,-0.384,,ctrp_imatinib,-0.328,--.
s-trityl-l-cysteine,Not Clinically Relevant,-0.32899999999999996,,,gdsc_S-Trityl-L-cysteine,-0.329,-..
obatoclax mesylate,Not Clinically Relevant,-0.32899999999999996,,,gdsc_Obatoclax Mesylate,-0.329,-..
midostaurin,Not Clinically Relevant,-0.331,,,gdsc_Midostaurin,-0.331,-..
tipifarnib,Not Clinically Relevant,-0.331,,,gdsc_Tipifarnib,-0.331,-..
