,moa,GDSC,CTRP,CCLE,drug,score,evidence
narciclasine,Not Clinically Relevant,,0.265,,ctrp_narciclasine,0.265,.+.
pf-573228,Not Clinically Relevant,,0.265,,ctrp_PF-573228,0.265,.+.
curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.264,,ctrp_curcumin,0.264,.+.
nakiterpiosin,Not Clinically Relevant,,0.264,,ctrp_nakiterpiosin,0.264,.+.
gsk525762a,Not Clinically Relevant,,0.264,,ctrp_GSK525762A,0.264,.+.
prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.263,,ctrp_prochlorperazine,0.263,.+.
bax channel blocker,Not Clinically Relevant,,0.263,,ctrp_Bax channel blocker,0.263,.+.
prl-3 inhibitor i,Not Clinically Relevant,,0.263,,ctrp_PRL-3 inhibitor I,0.263,.+.
cerulenin,Not Clinically Relevant,,0.262,,ctrp_cerulenin,0.262,.+.
clofarabine,purine nucleoside antimetabolite,,0.261,,ctrp_clofarabine,0.261,.+.
wz4002,Not Clinically Relevant,,0.261,,ctrp_WZ4002,0.261,.+.
pf-750,Not Clinically Relevant,,0.261,,ctrp_PF-750,0.261,.+.
cay10594,Not Clinically Relevant,,0.261,,ctrp_CAY10594,0.261,.+.
regorafenib,VEGFR2-TIE2 inhibitor ,,0.261,,ctrp_regorafenib,0.261,.+.
3-cl-ahpc,Not Clinically Relevant,,0.26,,ctrp_3-Cl-AHPC,0.26,.+.
dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.259,,ctrp_dexamethasone,0.259,.+.
wz8040,Not Clinically Relevant,,0.259,,ctrp_WZ8040,0.259,.+.
purmorphamine,Not Clinically Relevant,,0.259,,ctrp_purmorphamine,0.259,.+.
sch-79797,Not Clinically Relevant,,0.259,,ctrp_SCH-79797,0.259,.+.
sb-743921,kinesin spindle protein (KSP) inhibitor,,0.258,,ctrp_SB-743921,0.258,.+.
brd-a02303741,Not Clinically Relevant,,0.257,,ctrp_BRD-A02303741,0.257,.+.
smer-3,Not Clinically Relevant,,0.256,,ctrp_SMER-3,0.256,.+.
methylstat,Not Clinically Relevant,,0.254,,ctrp_methylstat,0.254,.+.
dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.254,,ctrp_dinaciclib,0.254,.+.
canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,0.253,,ctrp_canertinib,0.253,.+.
bleomycin a2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.253,,ctrp_bleomycin A2,0.253,.+.
sr-ii-138a,Not Clinically Relevant,,0.252,,ctrp_SR-II-138A,0.252,.+.
vandetanib,"VEGFR, EGFR and RET inhibitor",,0.252,,ctrp_vandetanib,0.252,.+.
qw-bi-011,Not Clinically Relevant,,0.251,,ctrp_QW-BI-011,0.251,.+.
tw-37,Not Clinically Relevant,,0.249,,ctrp_TW-37,0.249,.+.
obatoclax,Not Clinically Relevant,,0.248,,ctrp_obatoclax,0.248,.+.
at7867,Not Clinically Relevant,,0.248,,ctrp_AT7867,0.248,.+.
niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.248,,ctrp_niclosamide,0.248,.+.
nvp-bez235,PI3K/mTOR inhibitor,,0.248,,ctrp_NVP-BEZ235,0.248,.+.
leptomycin b,Not Clinically Relevant,,0.248,,ctrp_leptomycin B,0.248,.+.
le-135,Not Clinically Relevant,,0.247,,ctrp_LE-135,0.247,.+.
cr-1-31b,Not Clinically Relevant,,0.247,,ctrp_CR-1-31B,0.247,.+.
r428,Not Clinically Relevant,,0.245,,ctrp_R428,0.245,.+.
tigecycline,antibiotic used to treat a number of bacterial infections,,0.245,,ctrp_tigecycline,0.245,.+.
brd4132,Not Clinically Relevant,,0.244,,ctrp_BRD4132,0.244,.+.
unc0321,Not Clinically Relevant,,0.244,,ctrp_UNC0321,0.244,.+.
gsk2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.244,,ctrp_GSK2636771,0.244,.+.
ci-976,Not Clinically Relevant,,0.244,,ctrp_CI-976,0.244,.+.
austocystin d,Not Clinically Relevant,,0.243,,ctrp_austocystin D,0.243,.+.
sirolimus,"rapamycin, mTOR inhibitor",,0.243,,ctrp_sirolimus,0.243,.+.
brd-k01737880,Not Clinically Relevant,,0.24100000000000002,,ctrp_BRD-K01737880,0.241,.+.
brd9876,Not Clinically Relevant,,0.24100000000000002,,ctrp_BRD9876,0.241,.+.
fulvestrant,selective estrogen receptor degrader (SERD),,0.23800000000000002,,ctrp_fulvestrant,0.238,.+.
tg-101348,JAK2 inhibitor,,0.237,,ctrp_TG-101348,0.237,.+.
wp1130,Not Clinically Relevant,,0.23600000000000002,,ctrp_WP1130,0.236,.+.
ex-527,SIRT1 inhibitor,,0.235,,ctrp_EX-527,0.235,.+.
hbx-41108,Not Clinically Relevant,,0.235,,ctrp_HBX-41108,0.235,.+.
dbeq,Not Clinically Relevant,,0.23399999999999999,,ctrp_DBeQ,0.234,.+.
palmostatin b,Not Clinically Relevant,,0.23,,ctrp_palmostatin B,0.23,.+.
stemregenin 1,Not Clinically Relevant,,0.22899999999999998,,ctrp_StemRegenin 1,0.229,.+.
myricetin,Not Clinically Relevant,,0.22,,ctrp_myricetin,0.22,.+.
ml210,Not Clinically Relevant,,0.22,,ctrp_ML210,0.22,.+.
mln2480,"TAK-580, pan-Raf kinase inhibitor",,0.218,,ctrp_MLN2480,0.218,.+.
brd-k30748066,Not Clinically Relevant,,0.21600000000000003,,ctrp_BRD-K30748066,0.216,.+.
lovastatin,"HMG-CoA reductase inhibitor,",,0.21600000000000003,,ctrp_lovastatin,0.216,.+.
"1s,3r-rsl-3",Not Clinically Relevant,,0.213,,"ctrp_1S,3R-RSL-3",0.213,.+.
ku 0060648,Not Clinically Relevant,,0.207,,ctrp_KU 0060648,0.207,.+.
aew541,Not Clinically Relevant,,,0.201,ccle_AEW541,0.201,..+
serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.331,0.402,,gdsc_Serdemetan,0.036,-+.
etoposide,Topo II inhibitor,-0.252,0.324,,gdsc_Etoposide,0.036,-+.
doxorubicin,"Topo II inhibitor, DNA intercalator",-0.23199999999999998,0.28800000000000003,,gdsc_Doxorubicin,0.028,-+.
entinostat,HDAC inhibitor,-0.24600000000000002,0.303,,gdsc_Entinostat,0.028,-+.
topotecan,Topo I inhibitor,,0.32,-0.267,ccle_Topotecan,0.026,.+-
gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.23199999999999998,0.266,,gdsc_Gemcitabine,0.017,-+.
raf265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.23399999999999999,-0.21899999999999997,ccle_RAF265,0.008,.+-
l-685458,Not Clinically Relevant,,0.315,-0.303,ccle_L-685458,0.006,.+-
sn-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.304,0.307,,gdsc_SN-38,0.002,-+.
bi-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.311,0.308,,gdsc_BI-2536,-0.002,-+.
pi-103,Not Clinically Relevant,-0.315,0.305,,gdsc_PI-103,-0.005,-+.
vorinostat,HDAC inhibitor (SAHA),-0.33,0.319,,gdsc_Vorinostat,-0.006,-+.
tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.4,0.379,,gdsc_Tamoxifen,-0.011,-+.
docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.315,0.287,,gdsc_Docetaxel,-0.014,-+.
nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.265,-0.297,ccle_Nutlin-3,-0.016,.+-
osi-027,Not Clinically Relevant,-0.313,0.282,,gdsc_OSI-027,-0.016,-+.
mk-2206,Akt1/2/3 inhibitor,-0.335,0.294,,gdsc_MK-2206,-0.021,-+.
azd7762, Chk1 / Chk2 inhibitor,-0.324,0.28,,gdsc_AZD7762,-0.022,-+.
cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.39399999999999996,0.314,,gdsc_Cabozantinib,-0.04,-+.
bms-536924,Not Clinically Relevant,-0.349,0.26899999999999996,,gdsc_BMS-536924,-0.04,-+.
nvp-tae684,Not Clinically Relevant,-0.392,0.298,,gdsc_NVP-TAE684,-0.047,-+.
sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.389,0.28600000000000003,,gdsc_Sunitinib,-0.051,-+.
zstk474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.38,0.27699999999999997,,gdsc_ZSTK474,-0.052,-+.
ku-55933,Not Clinically Relevant,-0.425,0.316,,gdsc_KU-55933,-0.054,-+.
mg-132,Not Clinically Relevant,-0.381,0.272,,gdsc_MG-132,-0.054,-+.
pik-93,Not Clinically Relevant,-0.395,0.284,,gdsc_PIK-93,-0.056,-+.
pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.354,0.23399999999999999,,gdsc_Pevonedistat,-0.06,-+.
temozolomide,alkylating agent,-0.41100000000000003,0.28800000000000003,,gdsc_Temozolomide,-0.062,-+.
axitinib,"VEGFR, c-KIT and PDGFR inhibitor",-0.498,0.374,,gdsc_Axitinib,-0.062,-+.
azd8055,mTOR inhibitor,-0.37,0.239,,gdsc_AZD8055,-0.066,-+.
tretinoin,Retinoid,-0.564,0.43,,gdsc_Tretinoin,-0.067,-+.
pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.441,0.307,,gdsc_Pazopanib,-0.067,-+.
chir-99021,Not Clinically Relevant,-0.401,0.259,,gdsc_CHIR-99021,-0.071,-+.
bms-345541,Not Clinically Relevant,-0.364,0.221,,gdsc_BMS-345541,-0.072,-+.
bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.507,0.36,,gdsc_Bexarotene,-0.074,-+.
azd6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.43700000000000006,0.281,,gdsc_AZD6482,-0.078,-+.
tpca-1,Not Clinically Relevant,-0.426,0.26899999999999996,,gdsc_TPCA-1,-0.079,-+.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",-0.413,0.247,,gdsc_PHA-793887,-0.083,-+.
temsirolimus,Not Clinically Relevant,-0.413,0.245,,gdsc_Temsirolimus,-0.084,-+.
tubastatin a,Not Clinically Relevant,-0.631,0.45799999999999996,,gdsc_Tubastatin A,-0.087,-+.
pac-1,Not Clinically Relevant,-0.45799999999999996,0.281,,gdsc_PAC-1,-0.088,-+.
paclitaxel,disrupts microtubule dynamics,-0.341,0.265,-0.23399999999999999,gdsc_Paclitaxel,-0.103,-+-
lapatinib,HER2/EGFR inhibitor,-0.33299999999999996,0.29,-0.27,gdsc_Lapatinib,-0.104,-+-
bosutinib,"BCR-Abl, Src, Lyn and Hck inhibitor",-0.45899999999999996,0.251,,gdsc_Bosutinib,-0.104,-+.
parthenolide,Not Clinically Relevant,-0.49,0.251,,gdsc_Parthenolide,-0.12,-+.
crizotinib,"ALK, ROS1 and MET inhibitor",-0.584,0.312,,gdsc_Crizotinib,-0.136,-+.
sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.469,0.31,-0.253,gdsc_Sorafenib,-0.137,-+-
gefitinib,EGFR inhibitor (Iressa),-0.54,0.261,,gdsc_Gefitinib,-0.14,-+.
ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.6709999999999999,0.35,,gdsc_Ruxolitinib,-0.16,-+.
quizartinib,Flt3 inhibitor,-0.636,0.278,,gdsc_Quizartinib,-0.179,-+.
brd-k33514849,Not Clinically Relevant,,-0.19,,ctrp_BRD-K33514849,-0.19,.-.
azd0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.198,ccle_AZD0530,-0.198,..-
mitomycin-c,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",-0.203,,,gdsc_Mitomycin-C,-0.203,-..
brd-k71935468,Not Clinically Relevant,,-0.203,,ctrp_BRD-K71935468,-0.203,.-.
sns-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,-0.204,,ctrp_SNS-032,-0.204,.-.
17-aag,Not Clinically Relevant,,,-0.214,ccle_17-AAG,-0.214,..-
tae684,Not Clinically Relevant,,,-0.218,ccle_TAE684,-0.218,..-
sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",-0.21899999999999997,,,gdsc_Sepantronium bromide,-0.219,-..
sid 26681509,Not Clinically Relevant,,-0.221,,ctrp_SID 26681509,-0.221,.-.
tw 37,Not Clinically Relevant,-0.221,,,gdsc_TW 37,-0.221,-..
brefeldin a,Not Clinically Relevant,,-0.22699999999999998,,ctrp_brefeldin A,-0.227,.-.
brd8958,Not Clinically Relevant,,-0.231,,ctrp_BRD8958,-0.231,.-.
avicin d,Not Clinically Relevant,,-0.23399999999999999,,ctrp_avicin D,-0.234,.-.
col-3,matrix metalloproteinase (MMP) inhibitor,,-0.23600000000000002,,ctrp_COL-3,-0.236,.-.
vinorelbine,Not Clinically Relevant,-0.23600000000000002,,,gdsc_Vinorelbine,-0.236,-..
neratinib,Her2 and EGFR inhibitor,,-0.23800000000000002,,ctrp_neratinib,-0.238,.-.
zd-6474,"VEGFR, EGFR and RET inhibitor",,,-0.23800000000000002,ccle_ZD-6474,-0.238,..-
bafilomycin a1,Not Clinically Relevant,,-0.242,,ctrp_bafilomycin A1,-0.242,.-.
genentech cpd 10,Not Clinically Relevant,-0.243,,,gdsc_Genentech Cpd 10,-0.243,-..
sb590885,Not Clinically Relevant,-0.244,,,gdsc_SB590885,-0.244,-..
brd-k97651142,Not Clinically Relevant,,-0.245,,ctrp_BRD-K97651142,-0.245,.-.
tki258,Not Clinically Relevant,,,-0.245,ccle_TKI258,-0.245,..-
oligomycin a,Not Clinically Relevant,,-0.24600000000000002,,ctrp_oligomycin A,-0.246,.-.
epothilone b,Not Clinically Relevant,-0.247,,,gdsc_Epothilone B,-0.247,-..
gsk650394,Not Clinically Relevant,-0.247,,,gdsc_GSK650394,-0.247,-..
pd-0325901,Not Clinically Relevant,,,-0.247,ccle_PD-0325901,-0.247,..-
camptothecin,Not Clinically Relevant,-0.25,,,gdsc_Camptothecin,-0.25,-..
cyanoquinoline 11,Not Clinically Relevant,,-0.251,,ctrp_cyanoquinoline 11,-0.251,.-.
ym-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,-0.251,,ctrp_YM-155,-0.251,.-.
jq1,Not Clinically Relevant,-0.252,,,gdsc_JQ1,-0.252,-..
betulinic acid,Not Clinically Relevant,,-0.254,,ctrp_betulinic acid,-0.254,.-.
brd-k63431240,Not Clinically Relevant,,-0.256,,ctrp_BRD-K63431240,-0.256,.-.
bx796,Not Clinically Relevant,-0.258,,,gdsc_BX796,-0.258,-..
brd-k14844214,Not Clinically Relevant,,-0.259,,ctrp_BRD-K14844214,-0.259,.-.
ql-xii-47,Not Clinically Relevant,-0.262,,,gdsc_QL-XII-47,-0.262,-..
brd-k94991378,Not Clinically Relevant,,-0.264,,ctrp_BRD-K94991378,-0.264,.-.
thz-2-102-1,Not Clinically Relevant,-0.267,,,gdsc_THZ-2-102-1,-0.267,-..
ver-155008,Not Clinically Relevant,,-0.268,,ctrp_VER-155008,-0.268,.-.
brd-k48477130,Not Clinically Relevant,,-0.271,,ctrp_BRD-K48477130,-0.271,.-.
elesclomol,Not Clinically Relevant,-0.272,,,gdsc_Elesclomol,-0.272,-..
thapsigargin,Not Clinically Relevant,-0.272,,,gdsc_Thapsigargin,-0.272,-..
phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.272,,,gdsc_Phenformin,-0.272,-..
marinopyrrole a,Not Clinically Relevant,,-0.272,,ctrp_marinopyrrole A,-0.272,.-.
bcl-lzh-4,Not Clinically Relevant,,-0.273,,ctrp_BCL-LZH-4,-0.273,.-.
spautin-1,Not Clinically Relevant,,-0.275,,ctrp_spautin-1,-0.275,.-.
seliciclib,Not Clinically Relevant,-0.275,,,gdsc_Seliciclib,-0.275,-..
mln2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,-0.275,,ctrp_MLN2238,-0.275,.-.
azd6244,MEK1 inhibitor,,,-0.276,ccle_AZD6244,-0.276,..-
saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.32,-0.231,,gdsc_Saracatinib,-0.276,--.
methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",-0.353,-0.19899999999999998,,gdsc_Methotrexate,-0.276,--.
brd-a05715709,Not Clinically Relevant,,-0.27699999999999997,,ctrp_BRD-A05715709,-0.277,.-.
valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.27699999999999997,,ctrp_valdecoxib,-0.277,.-.
ml258,Not Clinically Relevant,,-0.27699999999999997,,ctrp_ML258,-0.277,.-.
wiki4,Not Clinically Relevant,-0.27699999999999997,,,gdsc_WIKI4,-0.277,-..
brd-k27986637,Not Clinically Relevant,,-0.27699999999999997,,ctrp_BRD-K27986637,-0.277,.-.
vaf-347,Not Clinically Relevant,,-0.278,,ctrp_VAF-347,-0.278,.-.
simvastatin,"HMG-CoA reductase inhibitor,",,-0.278,,ctrp_simvastatin,-0.278,.-.
c6-ceramide,Not Clinically Relevant,,-0.278,,ctrp_C6-ceramide,-0.278,.-.
zm447439,Not Clinically Relevant,-0.27899999999999997,,,gdsc_ZM447439,-0.279,-..
fumonisin b1,Not Clinically Relevant,,-0.281,,ctrp_fumonisin B1,-0.281,.-.
tosedostat,inhibitor of the M1 family of aminopeptidases,,-0.282,,ctrp_tosedostat,-0.282,.-.
sr8278,Not Clinically Relevant,,-0.28300000000000003,,ctrp_SR8278,-0.283,.-.
pluripotin,Not Clinically Relevant,,-0.28300000000000003,,ctrp_pluripotin,-0.283,.-.
cid-5951923,Not Clinically Relevant,,-0.284,,ctrp_CID-5951923,-0.284,.-.
khs101,Not Clinically Relevant,,-0.284,,ctrp_KHS101,-0.284,.-.
dacinostat,Not Clinically Relevant,-0.284,,,gdsc_Dacinostat,-0.284,-..
pfi-1,Not Clinically Relevant,-0.284,,,gdsc_PFI-1,-0.284,-..
at13387,Selective potent Hsp90 inhibitor,,-0.285,,ctrp_AT13387,-0.285,.-.
lestauritinib,Not Clinically Relevant,-0.285,,,gdsc_Lestauritinib,-0.285,-..
yk-4-279,Not Clinically Relevant,-0.287,,,gdsc_YK-4-279,-0.287,-..
nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.28800000000000003,,ctrp_nelarabine,-0.288,.-.
azd7545,Not Clinically Relevant,,-0.289,,ctrp_AZD7545,-0.289,.-.
bleomycin,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",-0.289,,,gdsc_Bleomycin,-0.289,-..
jq12,Not Clinically Relevant,-0.29,,,gdsc_JQ12,-0.29,-..
pf2341066,"ALK, ROS1 and MET inhibitor",,,-0.29,ccle_PF2341066,-0.29,..-
vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.29100000000000004,,,gdsc_Vinblastine,-0.291,-..
bec,Not Clinically Relevant,,-0.29100000000000004,,ctrp_BEC,-0.291,.-.
plx4720,Not Clinically Relevant,,,-0.293,ccle_PLX4720,-0.293,..-
ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,-0.293,,ctrp_ifosfamide,-0.293,.-.
bay-61-3606,Not Clinically Relevant,-0.293,,,gdsc_BAY-61-3606,-0.293,-..
pd318088,Not Clinically Relevant,,-0.294,,ctrp_PD318088,-0.294,.-.
cct-018159,Not Clinically Relevant,-0.297,,,gdsc_CCT-018159,-0.297,-..
snx-2112,Not Clinically Relevant,-0.366,-0.22899999999999998,,gdsc_SNX-2112,-0.298,--.
as605240,Not Clinically Relevant,-0.298,,,gdsc_AS605240,-0.298,-..
a-804598,Not Clinically Relevant,,-0.299,,ctrp_A-804598,-0.299,.-.
brd-k55116708,Not Clinically Relevant,,-0.299,,ctrp_BRD-K55116708,-0.299,.-.
mi-1,Not Clinically Relevant,,-0.299,,ctrp_MI-1,-0.299,.-.
5-fluorouracil,antimetabolite,-0.299,,,gdsc_5-Fluorouracil,-0.299,-..
ipa-3,Not Clinically Relevant,-0.3,,,gdsc_IPA-3,-0.3,-..
gsk-j4,Not Clinically Relevant,,-0.3,,ctrp_GSK-J4,-0.3,.-.
gw843682x,Not Clinically Relevant,-0.3,,,gdsc_GW843682X,-0.3,-..
erlotinib,EGFR inhibitor (Tarceva),-0.29600000000000004,-0.35100000000000003,-0.26,ctrp_erlotinib,-0.302,---
luminespib,Not Clinically Relevant,-0.303,,,gdsc_Luminespib,-0.303,-..
ml334 diastereomer,Not Clinically Relevant,,-0.304,,ctrp_ML334 diastereomer,-0.304,.-.
ml029,Not Clinically Relevant,,-0.304,,ctrp_ML029,-0.304,.-.
way-362450,Not Clinically Relevant,,-0.305,,ctrp_WAY-362450,-0.305,.-.
osu-03012,Not Clinically Relevant,-0.306,,,gdsc_OSU-03012,-0.306,-..
dmog,Not Clinically Relevant,-0.306,,,gdsc_DMOG,-0.306,-..
piperlongumine,Not Clinically Relevant,-0.34700000000000003,-0.266,,gdsc_Piperlongumine,-0.306,--.
cudc-101,Not Clinically Relevant,-0.308,,,gdsc_CUDC-101,-0.308,-..
cay10603,Not Clinically Relevant,-0.308,,,gdsc_CAY10603,-0.308,-..
embelin,Not Clinically Relevant,-0.309,,,gdsc_Embelin,-0.309,-..
brd-k50799972,Not Clinically Relevant,,-0.309,,ctrp_BRD-K50799972,-0.309,.-.
ibrutinib,BTK kinase inhibitor,,-0.31,,ctrp_ibrutinib,-0.31,.-.
jw-7-24-1,Not Clinically Relevant,-0.31,,,gdsc_JW-7-24-1,-0.31,-..
lbw242,Not Clinically Relevant,,,-0.311,ccle_LBW242,-0.311,..-
midostaurin,Not Clinically Relevant,-0.312,,,gdsc_Midostaurin,-0.312,-..
xmd8-92,Not Clinically Relevant,-0.312,,,gdsc_XMD8-92,-0.312,-..
brd-k64610608,Not Clinically Relevant,,-0.312,,ctrp_BRD-K64610608,-0.312,.-.
shikonin,Not Clinically Relevant,-0.313,,,gdsc_Shikonin,-0.313,-..
dactolisib,PI3K/mTOR inhibitor,-0.313,,,gdsc_Dactolisib,-0.313,-..
a-443654,Not Clinically Relevant,-0.313,,,gdsc_A-443654,-0.313,-..
ql-x-138,Not Clinically Relevant,-0.313,,,gdsc_QL-X-138,-0.313,-..
gsk269962a,Not Clinically Relevant,-0.313,,,gdsc_GSK269962A,-0.313,-..
aa-cocf3,Not Clinically Relevant,,-0.314,,ctrp_AA-COCF3,-0.314,.-.
palbociclib,CDK4/6 inhibitor,-0.314,,,gdsc_Palbociclib,-0.314,-..
istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,-0.314,,ctrp_istradefylline,-0.314,.-.
erismodegib,Hedgehog (Smoothened) antagonist (LDE225),,-0.314,,ctrp_erismodegib,-0.314,.-.
zibotentan,Not Clinically Relevant,-0.315,,,gdsc_Zibotentan,-0.315,-..
sj-172550,Not Clinically Relevant,,-0.317,,ctrp_SJ-172550,-0.317,.-.
gdc-0879,Not Clinically Relevant,,-0.317,,ctrp_GDC-0879,-0.317,.-.
nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.225,-0.34600000000000003,-0.379,ccle_Nilotinib,-0.317,---
pyrimethamine,Not Clinically Relevant,-0.317,,,gdsc_Pyrimethamine,-0.317,-..
npc-26,Not Clinically Relevant,,-0.318,,ctrp_NPC-26,-0.318,.-.
mps-1-in-1,Not Clinically Relevant,-0.319,,,gdsc_MPS-1-IN-1,-0.319,-..
irinotecan,"aka CPT-11, inhibitor of Topo I",,,-0.319,ccle_Irinotecan,-0.319,..-
brd-k09344309,Not Clinically Relevant,,-0.319,,ctrp_BRD-K09344309,-0.319,.-.
pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.32,,,gdsc_Pictilisib,-0.32,-..
gsk690693,Not Clinically Relevant,-0.322,,,gdsc_GSK690693,-0.322,-..
imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",-0.268,-0.38,,ctrp_imatinib,-0.324,--.
procarbazine,alkylating agent,,-0.325,,ctrp_procarbazine,-0.325,.-.
bicalutamide,"antiandrogen, used to treat prostate cancer",-0.325,,,gdsc_Bicalutamide,-0.325,-..
cmk,Not Clinically Relevant,-0.326,,,gdsc_CMK,-0.326,-..
gsk4112,Not Clinically Relevant,,-0.327,,ctrp_GSK4112,-0.327,.-.
wz3105,Not Clinically Relevant,-0.327,,,gdsc_WZ3105,-0.327,-..
pf-543,Not Clinically Relevant,,-0.32899999999999996,,ctrp_PF-543,-0.329,.-.
pf-562271,Not Clinically Relevant,-0.33,,,gdsc_PF-562271,-0.33,-..
pd-0332991,CDK4/6 inhibitor,,,-0.33,ccle_PD-0332991,-0.33,..-
brd-k09587429,Not Clinically Relevant,,-0.331,,ctrp_BRD-K09587429,-0.331,.-.
cp466722,Not Clinically Relevant,-0.332,,,gdsc_CP466722,-0.332,-..
cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.33299999999999996,,,gdsc_Cytarabine,-0.333,-..
tipifarnib,Not Clinically Relevant,-0.33299999999999996,,,gdsc_Tipifarnib,-0.333,-..
omipalisib,Not Clinically Relevant,-0.33399999999999996,,,gdsc_Omipalisib,-0.334,-..
tgx221,Not Clinically Relevant,-0.335,,,gdsc_TGX221,-0.335,-..
azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.335,,ctrp_azacitidine,-0.335,.-.
hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,-0.335,,ctrp_hyperforin,-0.335,.-.
ipr-456,Not Clinically Relevant,,-0.335,,ctrp_IPR-456,-0.335,.-.
trametinib,MEK inhibitor (MEK1 and MEK2),-0.397,-0.27399999999999997,,gdsc_Trametinib,-0.336,--.
sgc0946,Not Clinically Relevant,-0.336,,,gdsc_SGC0946,-0.336,-..
kin001-244,Not Clinically Relevant,-0.337,,,gdsc_KIN001-244,-0.337,-..
jnk-9l,Not Clinically Relevant,-0.337,,,gdsc_JNK-9L,-0.337,-..
(5z)-7-oxozeaenol,Not Clinically Relevant,-0.33799999999999997,,,gdsc_(5Z)-7-Oxozeaenol,-0.338,-..
fedratinib,JAK2 inhibitor,-0.33899999999999997,,,gdsc_Fedratinib,-0.339,-..
veliparib,PARP inhibitor.,-0.396,-0.284,,gdsc_Veliparib,-0.34,--.
thz-2-49,Not Clinically Relevant,-0.341,,,gdsc_THZ-2-49,-0.341,-..
as601245,Not Clinically Relevant,-0.341,,,gdsc_AS601245,-0.341,-..
osi-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.39899999999999997,-0.28300000000000003,,gdsc_OSI-930,-0.341,--.
rita,Not Clinically Relevant,,-0.342,,ctrp_RITA,-0.342,.-.
