,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
ar-42,gdsc_AR-42,Not Clinically Relevant,0.319,,,0.319,,+...,158,315,158.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.858,...-,737,158,158.0
cimetidine,ctrp_cimetidine,(Tagamet) Antacid and antihistamine,,0.28800000000000003,,0.288,-0.028000000000000025,.+.+-,231,86,158.5
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.261,,0.261,0.87,.+.+,298,19,158.5
qs-11,ctrp_QS-11,Not Clinically Relevant,,0.318,,0.318,,.+..,159,316,159.0
vincristine,ctrp_vincristine,"binds tubulin, disrupts microtubule dynamics",,0.287,,0.287,-0.0595,.+.++-,232,88,160.0
sgx-523,ctrp_SGX-523, Met inhibitor,,0.318,,0.318,,.+..,160,317,160.0
hli 373,ctrp_HLI 373,Not Clinically Relevant,,0.318,,0.318,,.+..,161,318,161.0
busulfan,cmap_busulfan,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication",,,,,-0.883,...-,738,162,162.0
su11274,ctrp_SU11274,Not Clinically Relevant,,0.317,,0.317,,.+..,162,319,162.0
thalidomide,ctrp_thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.276,,0.276,0.231,.+.+,260,65,162.5
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.317,,0.317,,.+..,163,320,163.0
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.317,,0.317,,.+..,164,321,164.0
gsk-1059615,cmap_gsk-1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,,,,-0.8909999999999999,...-,739,164,164.0
propranolol,cmap_propranolol,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity",,,,,-0.9,...-,740,165,165.0
cisplatin,gdsc_Cisplatin,Not Clinically Relevant,0.316,,,0.316,,+...,166,322,166.0
imiquimod,cmap_imiquimod,"immune response modifier, used to treat genital warts, superficial basal cell carcinoma, and actinic keratosis. ",,,,,-0.912,...-,741,167,167.0
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.316,,0.316,,.+..,167,323,167.0
alfuzosin,cmap_alfuzosin,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH.",,,,,-0.9129999999999999,...-,742,168,168.0
cil70,ctrp_CIL70,Not Clinically Relevant,,0.315,,0.315,,.+..,168,324,168.0
brd-k04800985,ctrp_BRD-K04800985,Not Clinically Relevant,,0.315,,0.315,,.+..,169,325,169.0
at-406,ctrp_AT-406,Not Clinically Relevant,,0.313,,0.313,,.+..,170,326,170.0
brd-k90370028,ctrp_BRD-K90370028,Not Clinically Relevant,,0.313,,0.313,,.+..,171,327,171.0
tandutinib,ctrp_tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.28600000000000003,,0.286,-0.368,.+.-,233,110,171.5
azd-7762,cmap_azd-7762, Chk1 / Chk2 inhibitor,,,,,-0.98,...-,743,172,172.0
gw-843682x,ctrp_GW-843682X,Not Clinically Relevant,,0.313,,0.313,,.+..,172,328,172.0
nsc19630,ctrp_NSC19630,Not Clinically Relevant,,0.312,,0.312,,.+..,174,329,174.0
unc0638,gdsc_UNC0638,Not Clinically Relevant,0.312,0.313,,0.312,,++..,175,330,175.0
neuronal differentiation inducer iii,ctrp_neuronal differentiation inducer III,Not Clinically Relevant,,0.311,,0.311,,.+..,176,331,176.0
etoposide,gdsc_Etoposide,Topo II inhibitor,-0.252,0.324,,0.036,0.978,-+.++,350,3,176.5
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.31,,0.31,,.+..,177,332,177.0
hg-5-113-01,gdsc_HG-5-113-01,Not Clinically Relevant,0.31,,,0.31,,+...,179,333,179.0
erastin,ctrp_erastin,Not Clinically Relevant,,0.308,,0.308,,.+..,180,334,180.0
canertinib,ctrp_canertinib,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. ",,0.253,,0.253,0.45,.+.+,311,49,180.0
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.308,,0.308,,.+..,181,335,181.0
brd-k96431673,ctrp_BRD-K96431673,Not Clinically Relevant,,0.307,,0.307,,.+..,182,336,182.0
vx-680,ctrp_VX-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.307,,0.307,,.+..,183,337,183.0
triptolide,ctrp_triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.281,,0.281,-0.479,.+.--,246,120,183.0
daporinad,ctrp_daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.35,0.263,,0.306,,++..,184,338,184.0
vorinostat,gdsc_Vorinostat,HDAC inhibitor (SAHA),-0.33,0.319,,-0.006,0.945,-+.+,361,9,185.0
dacarbazine,ctrp_dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.306,,0.306,,.+..,185,339,185.0
yk 4-279,ctrp_YK 4-279,Not Clinically Relevant,,0.306,,0.306,,.+..,186,340,186.0
ml312,ctrp_ML312,Not Clinically Relevant,,0.306,,0.306,,.+..,187,341,187.0
obatoclax,ctrp_obatoclax,Not Clinically Relevant,,0.248,,0.248,0.4,.+.+,321,53,187.0
bms-754807,gdsc_BMS-754807,Not Clinically Relevant,0.298,0.314,,0.306,,++..,188,342,188.0
ro4929097,ctrp_RO4929097,Notch (gamma secretase) inhibitor,,0.304,,0.304,,.+..,189,343,189.0
alvocidib,ctrp_alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.282,,0.282,-0.6659999999999999,.+.-,242,137,189.5
fulvestrant,ctrp_fulvestrant,selective estrogen receptor degrader (SERD),,0.23800000000000002,,0.238,0.488,.+.++,334,46,190.0
necrosulfonamide,ctrp_necrosulfonamide,Not Clinically Relevant,,0.304,,0.304,,.+..,190,344,190.0
gemcitabine,gdsc_Gemcitabine,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis",-0.23199999999999998,0.266,,0.017,0.8029999999999999,-+.+,355,25,190.0
dexamethasone,ctrp_dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.259,,0.259,0.061749999999999985,.+.+++++-,302,79,190.5
tgx-221,ctrp_TGX-221,Not Clinically Relevant,,0.303,,0.303,,.+..,191,345,191.0
serdemetan,gdsc_Serdemetan,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",-0.331,0.402,,0.036,0.7340000000000001,-+.+,351,33,192.0
manumycin a,ctrp_manumycin A,Not Clinically Relevant,,0.302,,0.302,,.+..,192,346,192.0
brd1812,ctrp_BRD1812,Not Clinically Relevant,,0.301,,0.301,,.+..,193,347,193.0
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.301,,0.301,,.+..,194,348,194.0
sn-38,gdsc_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",-0.304,0.307,,0.002,0.741,-+.+,358,31,194.5
brd-k17060750,ctrp_BRD-K17060750,Not Clinically Relevant,,0.3,,0.3,,.+..,195,349,195.0
brd-k71781559,ctrp_BRD-K71781559,Not Clinically Relevant,,0.3,,0.3,,.+..,196,350,196.0
fqi-2,ctrp_FQI-2,Not Clinically Relevant,,0.3,,0.3,,.+..,197,351,197.0
tg-101348,ctrp_TG-101348,JAK2 inhibitor,,0.237,,0.237,0.298,.+.+,335,60,197.5
ch-55,ctrp_Ch-55,Not Clinically Relevant,,0.3,,0.3,,.+..,198,352,198.0
tamatinib,ctrp_tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.3,,0.3,,.+..,199,353,199.0
temozolomide,gdsc_Temozolomide,alkylating agent,-0.41100000000000003,0.28800000000000003,,-0.062,0.8490000000000001,-+.+,377,22,199.5
brd-k78574327,ctrp_BRD-K78574327,Not Clinically Relevant,,0.299,,0.299,,.+..,200,354,200.0
momelotinib,ctrp_momelotinib,JAK1 and JAK2 inhibitor,,0.299,,0.299,,.+..,201,355,201.0
entinostat,gdsc_Entinostat,HDAC inhibitor,-0.24600000000000002,0.303,,0.028,0.449,-+.+,353,50,201.5
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.297,,0.297,,.+..,202,356,202.0
gdc-0941,ctrp_GDC-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.273,,0.273,-0.684,.+.-,267,138,202.5
ku-0063794,ctrp_KU-0063794,Not Clinically Relevant,,0.297,,0.297,,.+..,203,357,203.0
ml311,ctrp_ML311,Not Clinically Relevant,,0.297,,0.297,,.+..,204,358,204.0
cd-1530,ctrp_CD-1530,Not Clinically Relevant,,0.297,,0.297,,.+..,205,359,205.0
lapatinib,gdsc_Lapatinib,HER2/EGFR inhibitor,-0.33299999999999996,0.29,-0.27,-0.104,0.886,-+-++,393,17,205.0
tamoxifen,gdsc_Tamoxifen,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes",-0.4,0.379,,-0.011,0.46325000000000005,-+.+++,362,48,205.0
brd-k34222889,ctrp_BRD-K34222889,Not Clinically Relevant,,0.29600000000000004,,0.296,,.+..,206,360,206.0
mi-2,ctrp_MI-2,Not Clinically Relevant,,0.294,,0.294,,.+..,208,361,208.0
bi-2536,gdsc_BI-2536,"Plk1 inhibitor, less active against Plk2 and Plk3.",-0.311,0.308,,-0.002,0.32899999999999996,-+.+,359,58,208.5
fluvastatin,ctrp_fluvastatin,"HMG-CoA reductase inhibitor,",,0.27399999999999997,,0.274,-0.8140000000000001,.+.-,264,153,208.5
brd-k37390332,ctrp_BRD-K37390332,Not Clinically Relevant,,0.293,,0.293,,.+..,209,362,209.0
niclosamide,ctrp_niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.248,,0.248,-0.268,.+.-,320,100,210.0
cx-5461,gdsc_CX-5461,Not Clinically Relevant,0.293,,,0.293,,+...,210,363,210.0
brd-k66453893,ctrp_BRD-K66453893,Not Clinically Relevant,,0.293,,0.293,,.+..,211,364,211.0
nintedanib,ctrp_nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.293,,0.293,,.+..,212,365,212.0
byl-719,ctrp_BYL-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.293,,0.293,,.+..,213,366,213.0
semagacestat,ctrp_semagacestat,Notch (gamma secretase) inhibitor,,0.293,,0.293,,.+..,214,367,214.0
kx2-391,ctrp_KX2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.292,,0.292,,.+..,215,368,215.0
topotecan,ccle_Topotecan,Topo I inhibitor,,0.32,-0.267,0.026,0.10099999999999998,.+-+-,354,77,215.5
nvp-bez235,ctrp_NVP-BEZ235,PI3K/mTOR inhibitor,,0.248,,0.248,-0.42,.+.-,317,115,216.0
gsk461364,ctrp_GSK461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.292,,0.292,,.+..,216,369,216.0
axitinib,gdsc_Axitinib,"VEGFR, c-KIT and PDGFR inhibitor",-0.498,0.374,,-0.062,0.36,-+.+,378,55,216.5
n9-isopropylolomoucine,ctrp_N9-isopropylolomoucine,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,217,370,217.0
merck60,ctrp_Merck60,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,218,371,218.0
prochlorperazine,ctrp_prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.263,,0.263,-0.735,.+.-,292,144,218.0
cd-437,ctrp_CD-437,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,219,372,219.0
fluorouracil,ctrp_fluorouracil,antimetabolite,,0.29100000000000004,,0.291,,.+..,220,373,220.0
brd-k70511574,ctrp_BRD-K70511574,Not Clinically Relevant,,0.29100000000000004,,0.291,,.+..,221,374,221.0
mk-1775,ctrp_MK-1775,Wee1 kinase inhibitor,,0.271,,0.271,-0.978,.+.-,272,171,221.5
ml031,ctrp_ML031,Not Clinically Relevant,,0.29,,0.29,,.+..,222,375,222.0
curcumin,ctrp_curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.264,,0.264,-0.848,.+.-,289,157,223.0
brd-k34099515,ctrp_BRD-K34099515,Not Clinically Relevant,,0.29,,0.29,,.+..,223,376,223.0
brd-a86708339,ctrp_BRD-A86708339,Not Clinically Relevant,,0.29,,0.29,,.+..,224,377,224.0
etp-46464,ctrp_ETP-46464,Not Clinically Relevant,,0.29,,0.29,,.+..,225,378,225.0
doxorubicin,gdsc_Doxorubicin,"Topo II inhibitor, DNA intercalator",-0.23199999999999998,0.28800000000000003,,0.028,-0.24849999999999997,-+.++-,352,98,225.0
sorafenib,gdsc_Sorafenib,"VEGFR, PDGFR and Raf (c-Raf) inhibitor",-0.469,0.31,-0.253,-0.137,0.3575,-+-+-,396,56,226.0
ku-60019,ctrp_KU-60019,Not Clinically Relevant,,0.289,,0.289,,.+..,226,379,226.0
docetaxel,gdsc_Docetaxel,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel,-0.315,0.287,,-0.014,-0.1225,-+.+-,363,90,226.5
salermide,ctrp_salermide,Not Clinically Relevant,,0.289,,0.289,,.+..,227,380,227.0
sirolimus,ctrp_sirolimus,"rapamycin, mTOR inhibitor",,0.243,,0.243,-0.538,.+.+----,331,123,227.0
sunitinib,gdsc_Sunitinib,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3",-0.389,0.28600000000000003,,-0.051,0.030500000000000013,-+.+-,371,84,227.5
cil56,ctrp_CIL56,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,228,381,228.0
pifithrin-alpha,ctrp_pifithrin-alpha,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,229,382,229.0
srt-1720,ctrp_SRT-1720,Not Clinically Relevant,,0.28800000000000003,,0.288,,.+..,230,383,230.0
methotrexate,gdsc_Methotrexate,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins",-0.353,-0.19899999999999998,,-0.276,0.914,--.+,448,14,231.0
tretinoin,gdsc_Tretinoin,Retinoid,-0.564,0.43,,-0.067,0.04150000000000004,-+.+-,380,83,231.5
pitstop2,ctrp_pitstop2,Not Clinically Relevant,,0.28600000000000003,,0.286,,.+..,234,384,234.0
mk-2206,gdsc_MK-2206,Akt1/2/3 inhibitor,-0.335,0.294,,-0.021,-0.29100000000000004,-+.-,366,102,234.0
ko-143,ctrp_Ko-143,Not Clinically Relevant,,0.285,,0.285,,.+..,235,385,235.0
nvp-231,ctrp_NVP-231,Not Clinically Relevant,,0.285,,0.285,,.+..,236,386,236.0
cay10618,ctrp_CAY10618,Not Clinically Relevant,,0.285,,0.285,,.+..,237,387,237.0
ly-2157299,ctrp_LY-2157299,Not Clinically Relevant,,0.285,,0.285,,.+..,238,388,238.0
chm-1,ctrp_CHM-1,Not Clinically Relevant,,0.28300000000000003,,0.283,,.+..,239,389,239.0
zg-10,gdsc_ZG-10,Not Clinically Relevant,0.28300000000000003,,,0.283,,+...,240,390,240.0
azd4547,ctrp_AZD4547,"FGFR-1,2 and 3 inhibitor",,0.28300000000000003,,0.283,,.+..,241,391,241.0
mitomycin-c,gdsc_Mitomycin-C,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",-0.203,,,-0.203,0.045999999999999985,-..+-,403,82,242.5
vinorelbine,gdsc_Vinorelbine,Not Clinically Relevant,-0.23600000000000002,,,-0.236,0.17149999999999999,-..++-,413,73,243.0
vu0155056,ctrp_VU0155056,Not Clinically Relevant,,0.281,,0.281,,.+..,243,392,243.0
jq-1,ctrp_JQ-1,Not Clinically Relevant,,0.281,,0.281,,.+..,244,393,244.0
silmitasertib,ctrp_silmitasertib,casein kinase 2 inhibitor ,,0.281,,0.281,,.+..,245,394,245.0
temsirolimus,gdsc_Temsirolimus,Not Clinically Relevant,-0.413,0.245,,-0.084,-0.307,-+.-,388,104,246.0
fqi-1,ctrp_FQI-1,Not Clinically Relevant,,0.281,,0.281,,.+..,247,395,247.0
gefitinib,gdsc_Gefitinib,EGFR inhibitor (Iressa),-0.54,0.261,,-0.14,-0.249,-+.-,397,99,248.0
pyrazolanthrone,ctrp_pyrazolanthrone,Not Clinically Relevant,,0.281,,0.281,,.+..,248,396,248.0
pha-793887,gdsc_PHA-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",-0.413,0.247,,-0.083,-0.38299999999999995,-+.-,387,111,249.0
importazole,ctrp_importazole,Not Clinically Relevant,,0.281,,0.281,,.+..,249,397,249.0
brd-a94377914,ctrp_BRD-A94377914,Not Clinically Relevant,,0.28,,0.28,,.+..,250,398,250.0
nsc-207895,gdsc_NSC-207895,Not Clinically Relevant,0.28,,,0.28,,+...,251,399,251.0
ciclosporin,ctrp_ciclosporin,,,0.27899999999999997,,0.279,,.+..,252,400,252.0
tipifarnib-p2,ctrp_tipifarnib-P2,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,253,401,253.0
nsc632839,ctrp_NSC632839,Not Clinically Relevant,,0.27899999999999997,,0.279,,.+..,254,402,254.0
lovastatin,ctrp_lovastatin,"HMG-CoA reductase inhibitor,",,0.21600000000000003,,0.216,-0.8859999999999999,.+.-,346,163,254.5
rigosertib,ctrp_rigosertib,"ON-01910, Plk-1 inhibitor",,0.278,,0.278,,.+..,255,403,255.0
b02,ctrp_B02,Not Clinically Relevant,,0.276,,0.276,,.+..,256,404,256.0
az-3146,ctrp_AZ-3146,Not Clinically Relevant,,0.276,,0.276,,.+..,257,405,257.0
cytochalasin b,ctrp_cytochalasin B,Not Clinically Relevant,,0.276,,0.276,,.+..,258,406,258.0
pf-3758309,ctrp_PF-3758309,Not Clinically Relevant,,0.276,,0.276,,.+..,259,407,259.0
crizotinib,gdsc_Crizotinib,"ALK, ROS1 and MET inhibitor",-0.584,0.312,,-0.136,-0.5670000000000001,-+.-,395,125,260.0
gant-61,ctrp_GANT-61,Not Clinically Relevant,,0.275,,0.275,,.+..,261,408,261.0
neopeltolide,ctrp_neopeltolide,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,262,409,262.0
ml320,ctrp_ML320,Not Clinically Relevant,,0.27399999999999997,,0.274,,.+..,263,410,263.0
cil55a,ctrp_CIL55A,Not Clinically Relevant,,0.273,,0.273,,.+..,265,411,265.0
paclitaxel,gdsc_Paclitaxel,disrupts microtubule dynamics,-0.341,0.265,-0.23399999999999999,-0.103,-0.6895,-+---,391,139,265.0
sch-529074,ctrp_SCH-529074,Not Clinically Relevant,,0.273,,0.273,,.+..,266,412,266.0
irinotecan,ccle_Irinotecan,"aka CPT-11, inhibitor of Topo I",,,-0.319,-0.319,0.948,..-+,525,8,266.5
osi-027,gdsc_OSI-027,Not Clinically Relevant,-0.313,0.282,,-0.016,-0.9229999999999999,-+.-,365,169,267.0
brd-k27224038,ctrp_BRD-K27224038,Not Clinically Relevant,,0.272,,0.272,,.+..,268,413,268.0
cal-101,ctrp_CAL-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.272,,0.272,,.+..,269,414,269.0
bardoxolone methyl,ctrp_bardoxolone methyl,Not Clinically Relevant,,0.272,,0.272,,.+..,270,415,270.0
brd-k41334119,ctrp_BRD-K41334119,Not Clinically Relevant,,0.272,,0.272,,.+..,271,416,271.0
ouabain,ctrp_ouabain,Not Clinically Relevant,,0.271,,0.271,,.+..,273,417,273.0
quizartinib,gdsc_Quizartinib,Flt3 inhibitor,-0.636,0.278,,-0.179,-0.789,-+.-,399,149,274.0
brd-k48334597,ctrp_BRD-K48334597,Not Clinically Relevant,,0.27,,0.27,,.+..,274,418,274.0
i-bet151,ctrp_I-BET151,Not Clinically Relevant,,0.27,,0.27,,.+..,275,419,275.0
bosutinib,gdsc_Bosutinib,"BCR-Abl, Src, Lyn and Hck inhibitor",-0.45899999999999996,0.251,,-0.104,-0.86,-+.-,392,159,275.5
phloretin,ctrp_phloretin,Not Clinically Relevant,,0.27,,0.27,,.+..,276,420,276.0
pazopanib,gdsc_Pazopanib,"KIT, FGFR, PDGFR and VEGFR inhibitor",-0.441,0.307,,-0.067,-0.98,-+.-,381,173,277.0
simvastatin,ctrp_simvastatin,"HMG-CoA reductase inhibitor,",,-0.278,,-0.278,-0.247,.-.--,457,97,277.0
sb-525334,ctrp_SB-525334,Not Clinically Relevant,,0.27,,0.27,,.+..,277,421,277.0
brd-k45681478,ctrp_BRD-K45681478,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,278,422,278.0
prima-1,ctrp_PRIMA-1,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,279,423,279.0
blebbistatin,ctrp_blebbistatin,Not Clinically Relevant,,0.268,,0.268,,.+..,280,424,280.0
neratinib,ctrp_neratinib,Her2 and EGFR inhibitor,,-0.23800000000000002,,-0.238,-0.769,.-.-,415,145,280.0
ym-155,ctrp_YM-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,-0.251,,-0.251,-0.627,.-.-,428,132,280.0
nvp-bsk805,ctrp_NVP-BSK805,Not Clinically Relevant,,0.266,,0.266,,.+..,281,425,281.0
mk-0752,ctrp_MK-0752,Notch (gamma secretase) inhibitor,,0.266,,0.266,,.+..,282,426,282.0
valdecoxib,ctrp_valdecoxib,"NSAID used in the treatment of osteoarthritis, rheumatoid arthritis",,-0.27699999999999997,,-0.277,-0.413,.-.-,451,114,282.5
brd-k35604418,ctrp_BRD-K35604418,Not Clinically Relevant,,0.266,,0.266,,.+..,283,427,283.0
gw-405833,ctrp_GW-405833,Not Clinically Relevant,,0.266,,0.266,,.+..,284,428,284.0
ruxolitinib,gdsc_Ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.6709999999999999,0.35,,-0.16,-0.94,-+.-,398,170,284.0
hyperforin,ctrp_hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,-0.335,,-0.335,0.838,.-.+,545,23,284.0
phenformin,gdsc_Phenformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,-0.272,,,-0.272,-0.601,-..-,441,128,284.5
narciclasine,ctrp_narciclasine,Not Clinically Relevant,,0.265,,0.265,,.+..,285,429,285.0
pf-573228,ctrp_PF-573228,Not Clinically Relevant,,0.265,,0.265,,.+..,286,430,286.0
kh-cb19,ctrp_KH-CB19,Not Clinically Relevant,,0.265,,0.265,,.+..,287,431,287.0
agk-2,ctrp_AGK-2,Not Clinically Relevant,,0.265,,0.265,,.+..,288,432,288.0
cytarabine,gdsc_Cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.33299999999999996,,,-0.333,0.716,-..+,541,36,288.5
nakiterpiosin,ctrp_nakiterpiosin,Not Clinically Relevant,,0.264,,0.264,,.+..,290,433,290.0
gsk525762a,ctrp_GSK525762A,Not Clinically Relevant,,0.264,,0.264,,.+..,291,434,291.0
bax channel blocker,ctrp_Bax channel blocker,Not Clinically Relevant,,0.263,,0.263,,.+..,293,435,293.0
prl-3 inhibitor i,ctrp_PRL-3 inhibitor I,Not Clinically Relevant,,0.263,,0.263,,.+..,294,436,294.0
cerulenin,ctrp_cerulenin,Not Clinically Relevant,,0.262,,0.262,,.+..,295,437,295.0
cay10594,ctrp_CAY10594,Not Clinically Relevant,,0.261,,0.261,,.+..,296,438,296.0
regorafenib,ctrp_regorafenib,VEGFR2-TIE2 inhibitor ,,0.261,,0.261,,.+..,297,439,297.0
pf-750,ctrp_PF-750,Not Clinically Relevant,,0.261,,0.261,,.+..,299,440,299.0
wz4002,ctrp_WZ4002,Not Clinically Relevant,,0.261,,0.261,,.+..,300,441,300.0
3-cl-ahpc,ctrp_3-Cl-AHPC,Not Clinically Relevant,,0.26,,0.26,,.+..,301,442,301.0
palbociclib,gdsc_Palbociclib,CDK4/6 inhibitor,-0.314,,,-0.314,-0.06,-..-,515,89,302.0
wz8040,ctrp_WZ8040,Not Clinically Relevant,,0.259,,0.259,,.+..,303,443,303.0
purmorphamine,ctrp_purmorphamine,Not Clinically Relevant,,0.259,,0.259,,.+..,304,444,304.0
sch-79797,ctrp_SCH-79797,Not Clinically Relevant,,0.259,,0.259,,.+..,305,445,305.0
procarbazine,ctrp_procarbazine,alkylating agent,,-0.325,,-0.325,0.055,.-.+,530,81,305.5
sb-743921,ctrp_SB-743921,kinesin spindle protein (KSP) inhibitor,,0.258,,0.258,,.+..,306,446,306.0
saracatinib,gdsc_Saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.32,-0.231,,-0.276,-0.912,--.-,447,166,306.5
brd-a02303741,ctrp_BRD-A02303741,Not Clinically Relevant,,0.257,,0.257,,.+..,307,447,307.0
smer-3,ctrp_SMER-3,Not Clinically Relevant,,0.256,,0.256,,.+..,308,448,308.0
vinblastine,gdsc_Vinblastine,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine",-0.29100000000000004,,,-0.291,-0.7035,-..--,476,141,308.5
dinaciclib,ctrp_dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.254,,0.254,,.+..,309,449,309.0
methylstat,ctrp_methylstat,Not Clinically Relevant,,0.254,,0.254,,.+..,310,450,310.0
lenalidomide,gdsc_Lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.408,,,-0.408,0.9209999999999999,-..+,609,13,311.0
bleomycin a2,ctrp_bleomycin A2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.253,,0.253,,.+..,312,451,312.0
sr-ii-138a,ctrp_SR-II-138A,Not Clinically Relevant,,0.252,,0.252,,.+..,313,452,313.0
vandetanib,ctrp_vandetanib,"VEGFR, EGFR and RET inhibitor",,0.252,,0.252,,.+..,314,453,314.0
qw-bi-011,ctrp_QW-BI-011,Not Clinically Relevant,,0.251,,0.251,,.+..,315,454,315.0
tw-37,ctrp_TW-37,Not Clinically Relevant,,0.249,,0.249,,.+..,316,455,316.0
nilotinib,ccle_Nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.225,-0.34600000000000003,-0.379,-0.317,-0.431,----,519,117,318.0
leptomycin b,ctrp_leptomycin B,Not Clinically Relevant,,0.248,,0.248,,.+..,318,456,318.0
bicalutamide,gdsc_Bicalutamide,"antiandrogen, used to treat prostate cancer",-0.325,,,-0.325,-0.321,-..-,531,106,318.5
at7867,ctrp_AT7867,Not Clinically Relevant,,0.248,,0.248,,.+..,319,457,319.0
erlotinib,ctrp_erlotinib,EGFR inhibitor (Tarceva),-0.29600000000000004,-0.35100000000000003,-0.26,-0.302,-0.782,----,491,148,319.5
panobinostat,ccle_Panobinostat,HDAC inhibitor,,,-0.402,-0.402,0.619,..-+,605,38,321.5
abiraterone,ctrp_abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.359,,-0.359,0.287,.-.+,582,61,321.5
